"","date","HYAC"
"290","2020-09-14",10.07
"291","2020-09-15",10.04
"292","2020-09-16",10.09
"293","2020-09-17",10.03
"294","2020-09-18",10.02
"295","2020-09-21",10.01
"296","2020-09-22",10.02
"297","2020-09-23",9.99
"298","2020-09-24",10
"299","2020-09-25",10
"300","2020-09-28",10
"301","2020-09-29",10
"302","2020-09-30",10
"303","2020-10-01",10
"304","2020-10-02",10.02
"305","2020-10-05",10
"306","2020-10-06",10
"307","2020-10-07",10.02
"308","2020-10-08",10.1
"309","2020-10-09",10.09
"310","2020-10-12",10.01
"311","2020-10-13",10.01
"312","2020-10-14",10.01
"313","2020-10-15",10.01
"314","2020-10-16",10.01
"315","2020-10-19",10.01
"316","2020-10-20",10
"317","2020-10-21",9.99
"318","2020-10-22",10.01
"319","2020-10-23",10.03
"320","2020-10-26",10
"321","2020-10-27",10.03
"322","2020-10-28",9.99
"323","2020-10-29",9.98
"324","2020-10-30",10.02
"325","2020-11-02",10.02
"326","2020-11-03",10.02
"327","2020-11-04",10.03
"328","2020-11-05",10.04
"329","2020-11-06",10.03
"330","2020-11-09",10.03
"331","2020-11-10",10.03
"332","2020-11-11",10.04
"333","2020-11-12",10.02
"334","2020-11-13",10.03
"335","2020-11-16",10.021
"336","2020-11-17",10.03
"337","2020-11-18",10.04
"338","2020-11-19",10.1
"339","2020-11-20",10.09
"340","2020-11-23",10.08
"341","2020-11-24",10.09
"342","2020-11-25",10.07
"343","2020-11-27",10.065
