"","date","FLGT"
"999","2020-09-17",31.719999
"1000","2020-09-18",34.389999
"1001","2020-09-21",37.59
"1002","2020-09-22",40.25
"1003","2020-09-23",39.860001
"1004","2020-09-24",39.52
"1005","2020-09-25",39.380001
"1006","2020-09-28",38.939999
"1007","2020-09-29",41.810001
"1008","2020-09-30",40.040001
"1009","2020-10-01",40.619999
"1010","2020-10-02",39.970001
"1011","2020-10-05",46.98
"1012","2020-10-06",44.52
"1013","2020-10-07",44.98
"1014","2020-10-08",44.869999
"1015","2020-10-09",44
"1016","2020-10-12",43.68
"1017","2020-10-13",41.919998
"1018","2020-10-14",38.169998
"1019","2020-10-15",36.970001
"1020","2020-10-16",35.709999
"1021","2020-10-19",36.82
"1022","2020-10-20",35.57
"1023","2020-10-21",35.290001
"1024","2020-10-22",35.349998
"1025","2020-10-23",35.849998
"1026","2020-10-26",34.349998
"1027","2020-10-27",36.349998
"1028","2020-10-28",34.59
"1029","2020-10-29",34.189999
"1030","2020-10-30",32.529999
"1031","2020-11-02",34.240002
"1032","2020-11-03",35.57
"1033","2020-11-04",37.02
"1034","2020-11-05",38.720001
"1035","2020-11-06",40.02
"1036","2020-11-09",31.01
"1037","2020-11-10",33.220001
"1038","2020-11-11",32.75
"1039","2020-11-12",38.450001
"1040","2020-11-13",42.799999
"1041","2020-11-16",46.049999
"1042","2020-11-17",44.43
"1043","2020-11-18",43.419998
"1044","2020-11-19",41.66
"1045","2020-11-20",43
"1046","2020-11-23",43.599998
"1047","2020-11-24",36.939999
"1048","2020-11-25",36.509998
"1049","2020-11-27",40.630001
