"","date","CHGG"
"176","2014-07-28",6.31
"177","2014-07-29",6.34
"178","2014-07-30",6.37
"179","2014-07-31",6.43
"180","2014-08-01",6.44
"181","2014-08-04",5.89
"182","2014-08-05",7.1
"183","2014-08-06",7.35
"184","2014-08-07",7.15
"185","2014-08-08",7.03
"186","2014-08-11",7.12
"187","2014-08-12",6.84
"188","2014-08-13",7.03
"189","2014-08-14",6.93
"190","2014-08-15",7.18
"191","2014-08-18",7.33
"192","2014-08-19",7.36
"193","2014-08-20",6.98
"194","2014-08-21",6.97
"195","2014-08-22",6.85
"196","2014-08-25",6.98
"197","2014-08-26",6.87
"198","2014-08-27",6.84
"199","2014-08-28",6.8
"200","2014-08-29",6.91
"201","2014-09-02",6.74
"202","2014-09-03",6.49
"203","2014-09-04",6.65
"204","2014-09-05",6.78
"205","2014-09-08",6.87
"206","2014-09-09",6.61
"207","2014-09-10",6.62
"208","2014-09-11",6.76
"209","2014-09-12",6.58
"210","2014-09-15",6.4
"211","2014-09-16",6.49
"212","2014-09-17",6.58
"213","2014-09-18",6.58
"214","2014-09-19",6.48
"215","2014-09-22",6.15
"216","2014-09-23",6.09
"217","2014-09-24",6.25
"218","2014-09-25",6.14
"219","2014-09-26",6.15
"220","2014-09-29",6.33
"221","2014-09-30",6.24
"222","2014-10-01",6.17
"223","2014-10-02",6.25
"224","2014-10-03",6.4
"225","2014-10-06",6.28
"226","2014-10-07",6.1
"227","2014-10-08",6.14
"228","2014-10-09",5.99
"229","2014-10-10",5.76
"230","2014-10-13",5.76
"231","2014-10-14",5.98
"232","2014-10-15",6.43
"233","2014-10-16",6.37
"234","2014-10-17",6.05
"235","2014-10-20",6.11
"236","2014-10-21",6.01
"237","2014-10-22",5.89
"238","2014-10-23",5.83
"239","2014-10-24",6.15
"240","2014-10-27",6.07
"241","2014-10-28",6.26
"242","2014-10-29",6.12
"243","2014-10-30",6.3
"244","2014-10-31",6.65
"245","2014-11-03",6.57
"246","2014-11-04",6.32
"247","2014-11-05",6.66
"248","2014-11-06",6.75
"249","2014-11-07",6.72
"250","2014-11-10",6.93
"251","2014-11-11",6.99
"252","2014-11-12",6.93
"253","2014-11-13",6.86
"254","2014-11-14",6.9
"255","2014-11-17",6.58
"256","2014-11-18",6.68
"257","2014-11-19",6.44
"258","2014-11-20",6.56
"259","2014-11-21",6.76
"260","2014-11-24",6.81
"261","2014-11-25",6.8
"262","2014-11-26",6.9
"263","2014-11-28",6.76
"264","2014-12-01",6.38
"265","2014-12-02",6.49
"266","2014-12-03",6.35
"267","2014-12-04",6.45
"268","2014-12-05",6.41
"269","2014-12-08",6.22
"270","2014-12-09",6.5
"271","2014-12-10",6.48
"272","2014-12-11",6.47
"273","2014-12-12",6.41
"274","2014-12-15",6.44
"275","2014-12-16",6.36
"276","2014-12-17",6.6
"277","2014-12-18",6.6
"278","2014-12-19",6.61
"279","2014-12-22",6.91
"280","2014-12-23",6.99
"281","2014-12-24",6.91
"282","2014-12-26",7.01
"283","2014-12-29",6.99
"284","2014-12-30",6.88
"285","2014-12-31",6.91
"286","2015-01-02",7
"287","2015-01-05",6.79
"288","2015-01-06",6.83
"289","2015-01-07",6.87
"290","2015-01-08",7
"291","2015-01-09",7.09
"292","2015-01-12",7.05
"293","2015-01-13",6.84
"294","2015-01-14",7
"295","2015-01-15",6.69
"296","2015-01-16",6.71
"297","2015-01-20",6.66
"298","2015-01-21",6.6
"299","2015-01-22",6.99
"300","2015-01-23",7.13
"301","2015-01-26",7.01
"302","2015-01-27",7.1
"303","2015-01-28",6.76
"304","2015-01-29",6.66
"305","2015-01-30",6.63
"306","2015-02-02",6.59
"307","2015-02-03",6.73
"308","2015-02-04",6.76
"309","2015-02-05",6.73
"310","2015-02-06",6.7
"311","2015-02-09",6.69
"312","2015-02-10",6.62
"313","2015-02-11",6.49
"314","2015-02-12",6.5
"315","2015-02-13",6.44
"316","2015-02-17",6.52
"317","2015-02-18",6.51
"318","2015-02-19",6.61
"319","2015-02-20",6.44
"320","2015-02-23",6.75
"321","2015-02-24",8.6
"322","2015-02-25",8.38
"323","2015-02-26",7.99
"324","2015-02-27",8.12
"325","2015-03-02",8.21
"326","2015-03-03",8.2
"327","2015-03-04",8.75
"328","2015-03-05",8.54
"329","2015-03-06",8.3
"330","2015-03-09",8.24
"331","2015-03-10",8.21
"332","2015-03-11",8.45
"333","2015-03-12",8.66
"334","2015-03-13",8.5
"335","2015-03-16",8.48
"336","2015-03-17",8.45
"337","2015-03-18",8.49
"338","2015-03-19",8.49
"339","2015-03-20",8.45
"340","2015-03-23",8.4
"341","2015-03-24",8.44
"342","2015-03-25",8.15
"343","2015-03-26",7.99
"344","2015-03-27",7.99
"345","2015-03-30",8
"346","2015-03-31",7.95
"347","2015-04-01",7.77
"348","2015-04-02",7.85
"349","2015-04-06",7.84
"350","2015-04-07",7.82
"351","2015-04-08",7.94
"352","2015-04-09",7.99
"353","2015-04-10",8
"354","2015-04-13",8.13
"355","2015-04-14",8.14
"356","2015-04-15",8.17
"357","2015-04-16",8.11
"358","2015-04-17",7.97
"359","2015-04-20",7.97
"360","2015-04-21",8.04
"361","2015-04-22",8.04
"362","2015-04-23",8.08
"363","2015-04-24",8.06
"364","2015-04-27",7.94
"365","2015-04-28",7.98
"366","2015-04-29",7.75
"367","2015-04-30",7.43
"368","2015-05-01",7.46
"369","2015-05-04",7.39
"370","2015-05-05",7.27
"371","2015-05-06",7.42
"372","2015-05-07",8.57
"373","2015-05-08",8.5
"374","2015-05-11",8.68
"375","2015-05-12",8.64
"376","2015-05-13",8.59
"377","2015-05-14",8.22
"378","2015-05-15",8.18
"379","2015-05-18",7.99
"380","2015-05-19",7.97
"381","2015-05-20",7.97
"382","2015-05-21",7.94
"383","2015-05-22",7.82
"384","2015-05-26",7.68
"385","2015-05-27",7.79
"386","2015-05-28",7.78
"387","2015-05-29",7.61
"388","2015-06-01",7.59
"389","2015-06-02",7.78
"390","2015-06-03",7.84
"391","2015-06-04",7.65
"392","2015-06-05",7.88
"393","2015-06-08",7.75
"394","2015-06-09",7.7
"395","2015-06-10",7.85
"396","2015-06-11",7.77
"397","2015-06-12",7.69
"398","2015-06-15",7.97
"399","2015-06-16",7.96
"400","2015-06-17",7.83
"401","2015-06-18",7.96
"402","2015-06-19",7.94
"403","2015-06-22",7.93
"404","2015-06-23",7.97
"405","2015-06-24",7.9
"406","2015-06-25",7.88
"407","2015-06-26",7.84
"408","2015-06-29",7.57
"409","2015-06-30",7.84
"410","2015-07-01",7.65
"411","2015-07-02",7.72
"412","2015-07-06",7.89
"413","2015-07-07",7.7
"414","2015-07-08",7.69
"415","2015-07-09",8.1
"416","2015-07-10",8.3
"417","2015-07-13",8.3
"418","2015-07-14",8.35
"419","2015-07-15",8.26
"420","2015-07-16",8.25
"421","2015-07-17",8.11
"422","2015-07-20",8.13
"423","2015-07-21",8.16
"424","2015-07-22",8.12
"425","2015-07-23",8.06
"426","2015-07-24",8.05
"427","2015-07-27",8.02
"428","2015-07-28",8.11
"429","2015-07-29",8.1
"430","2015-07-30",8.16
"431","2015-07-31",8.31
"432","2015-08-03",8.6
"433","2015-08-04",8.55
"434","2015-08-05",8.54
"435","2015-08-06",8.45
"436","2015-08-07",8.4
"437","2015-08-10",8.56
"438","2015-08-11",8.5
"439","2015-08-12",8.54
"440","2015-08-13",8.49
"441","2015-08-14",8.57
"442","2015-08-17",8.74
"443","2015-08-18",8.6
"444","2015-08-19",8.48
"445","2015-08-20",8
"446","2015-08-21",7.62
"447","2015-08-24",7.5
"448","2015-08-25",7.33
"449","2015-08-26",7.25
"450","2015-08-27",7.55
"451","2015-08-28",7.66
"452","2015-08-31",7.43
"453","2015-09-01",7.18
"454","2015-09-02",7.42
"455","2015-09-03",7.4
"456","2015-09-04",7.34
"457","2015-09-08",7.46
"458","2015-09-09",7.24
"459","2015-09-10",7.5
"460","2015-09-11",7.45
"461","2015-09-14",7.47
"462","2015-09-15",7.51
"463","2015-09-16",7.66
"464","2015-09-17",7.78
"465","2015-09-18",8
"466","2015-09-21",7.94
"467","2015-09-22",7.9
"468","2015-09-23",7.89
"469","2015-09-24",7.75
"470","2015-09-25",7.43
"471","2015-09-28",7.14
"472","2015-09-29",7.07
"473","2015-09-30",7.21
"474","2015-10-01",7.13
"475","2015-10-02",7.3
"476","2015-10-05",7.47
"477","2015-10-06",7.37
"478","2015-10-07",7.31
"479","2015-10-08",7.2
"480","2015-10-09",7.26
"481","2015-10-12",7.2
"482","2015-10-13",7.08
"483","2015-10-14",6.99
"484","2015-10-15",7.21
"485","2015-10-16",7.34
"486","2015-10-19",7.44
"487","2015-10-20",7.4
"488","2015-10-21",7.01
"489","2015-10-22",7.17
"490","2015-10-23",7.24
"491","2015-10-26",7.11
"492","2015-10-27",6.91
"493","2015-10-28",7.16
"494","2015-10-29",7
"495","2015-10-30",6.9
"496","2015-11-02",7.04
"497","2015-11-03",7.83
"498","2015-11-04",7.69
"499","2015-11-05",7.52
"500","2015-11-06",7.72
"501","2015-11-09",7.62
"502","2015-11-10",7.44
"503","2015-11-11",7.27
"504","2015-11-12",7.03
"505","2015-11-13",6.75
"506","2015-11-16",6.78
"507","2015-11-17",6.91
"508","2015-11-18",6.87
"509","2015-11-19",7.09
"510","2015-11-20",7.15
"511","2015-11-23",7.24
"512","2015-11-24",7.23
"513","2015-11-25",7.3
"514","2015-11-27",7.28
"515","2015-11-30",7.26
"516","2015-12-01",7.32
"517","2015-12-02",7.22
"518","2015-12-03",6.93
"519","2015-12-04",7.08
"520","2015-12-07",7.21
"521","2015-12-08",7.19
"522","2015-12-09",7
"523","2015-12-10",7.06
"524","2015-12-11",6.91
"525","2015-12-14",6.94
"526","2015-12-15",7.14
"527","2015-12-16",7.37
"528","2015-12-17",7.22
"529","2015-12-18",7.07
"530","2015-12-21",6.97
"531","2015-12-22",6.96
"532","2015-12-23",7.15
"533","2015-12-24",7.03
"534","2015-12-28",6.97
"535","2015-12-29",7.08
"536","2015-12-30",6.96
"537","2015-12-31",6.73
"538","2016-01-04",6.24
"539","2016-01-05",6.56
"540","2016-01-06",6.36
"541","2016-01-07",6.15
"542","2016-01-08",6.24
"543","2016-01-11",6.32
"544","2016-01-12",6.2
"545","2016-01-13",6
"546","2016-01-14",6.08
"547","2016-01-15",6.01
"548","2016-01-19",5.82
"549","2016-01-20",5.83
"550","2016-01-21",5.82
"551","2016-01-22",5.9
"552","2016-01-25",5.55
"553","2016-01-26",5.72
"554","2016-01-27",5.66
"555","2016-01-28",5.72
"556","2016-01-29",5.8
"557","2016-02-01",5.77
"558","2016-02-02",5.64
"559","2016-02-03",5.62
"560","2016-02-04",5.61
"561","2016-02-05",5.29
"562","2016-02-08",5.11
"563","2016-02-09",4.99
"564","2016-02-10",4.92
"565","2016-02-11",4.77
"566","2016-02-12",4.86
"567","2016-02-16",5.04
"568","2016-02-17",5.03
"569","2016-02-18",5.15
"570","2016-02-19",5.2
"571","2016-02-22",5.34
"572","2016-02-23",3.47
"573","2016-02-24",4.12
"574","2016-02-25",4.04
"575","2016-02-26",4.24
"576","2016-02-29",4.29
"577","2016-03-01",4.5
"578","2016-03-02",4.46
"579","2016-03-03",4.47
"580","2016-03-04",4.4
"581","2016-03-07",4.47
"582","2016-03-08",4.33
"583","2016-03-09",4.47
"584","2016-03-10",4.41
"585","2016-03-11",4.5
"586","2016-03-14",4.38
"587","2016-03-15",4.31
"588","2016-03-16",4.37
"589","2016-03-17",4.4
"590","2016-03-18",4.55
"591","2016-03-21",4.5
"592","2016-03-22",4.36
"593","2016-03-23",4.32
"594","2016-03-24",4.12
"595","2016-03-28",4.33
"596","2016-03-29",4.42
"597","2016-03-30",4.48
"598","2016-03-31",4.46
"599","2016-04-01",4.29
"600","2016-04-04",4.4
"601","2016-04-05",4.37
"602","2016-04-06",4.47
"603","2016-04-07",4.35
"604","2016-04-08",4.31
"605","2016-04-11",4.36
"606","2016-04-12",4.41
"607","2016-04-13",4.44
"608","2016-04-14",4.42
"609","2016-04-15",4.44
"610","2016-04-18",4.51
"611","2016-04-19",4.5
"612","2016-04-20",4.44
"613","2016-04-21",4.54
"614","2016-04-22",4.66
"615","2016-04-25",4.59
"616","2016-04-26",4.67
"617","2016-04-27",4.67
"618","2016-04-28",4.61
"619","2016-04-29",4.54
"620","2016-05-02",4.64
"621","2016-05-03",4.54
"622","2016-05-04",4.34
"623","2016-05-05",4.27
"624","2016-05-06",4.36
"625","2016-05-09",4.38
"626","2016-05-10",4.49
"627","2016-05-11",4.5
"628","2016-05-12",4.42
"629","2016-05-13",4.42
"630","2016-05-16",4.44
"631","2016-05-17",4.37
"632","2016-05-18",4.52
"633","2016-05-19",4.37
"634","2016-05-20",4.54
"635","2016-05-23",4.62
"636","2016-05-24",4.79
"637","2016-05-25",4.74
"638","2016-05-26",4.73
"639","2016-05-27",4.83
"640","2016-05-31",4.88
"641","2016-06-01",4.99
"642","2016-06-02",5
"643","2016-06-03",4.93
"644","2016-06-06",4.96
"645","2016-06-07",5.02
"646","2016-06-08",4.94
"647","2016-06-09",4.9
"648","2016-06-10",4.87
"649","2016-06-13",4.86
"650","2016-06-14",4.81
"651","2016-06-15",4.85
"652","2016-06-16",4.86
"653","2016-06-17",4.84
"654","2016-06-20",5.08
"655","2016-06-21",4.97
"656","2016-06-22",4.97
"657","2016-06-23",5.05
"658","2016-06-24",4.85
"659","2016-06-27",4.61
"660","2016-06-28",4.71
"661","2016-06-29",4.82
"662","2016-06-30",5
"663","2016-07-01",5.06
"664","2016-07-05",4.9
"665","2016-07-06",4.92
"666","2016-07-07",4.99
"667","2016-07-08",5.29
"668","2016-07-11",5.31
"669","2016-07-12",5.56
"670","2016-07-13",5.61
"671","2016-07-14",5.49
"672","2016-07-15",5.51
"673","2016-07-18",5.49
"674","2016-07-19",5.5
"675","2016-07-20",5.5
"676","2016-07-21",5.45
"677","2016-07-22",5.45
"678","2016-07-25",5.41
"679","2016-07-26",5.4
"680","2016-07-27",5.4
"681","2016-07-28",5.32
"682","2016-07-29",5.39
"683","2016-08-01",5.54
"684","2016-08-02",6.15
"685","2016-08-03",6.3
"686","2016-08-04",6.5
"687","2016-08-05",6.6
"688","2016-08-08",6.73
"689","2016-08-09",6.63
"690","2016-08-10",6.69
"691","2016-08-11",6.78
"692","2016-08-12",6.86
"693","2016-08-15",6.95
"694","2016-08-16",6.93
"695","2016-08-17",6.91
"696","2016-08-18",6.95
"697","2016-08-19",6.93
"698","2016-08-22",6.81
"699","2016-08-23",6.97
"700","2016-08-24",6.96
"701","2016-08-25",7.03
"702","2016-08-26",6.97
"703","2016-08-29",6.95
"704","2016-08-30",6.88
"705","2016-08-31",6.73
"706","2016-09-01",6.75
"707","2016-09-02",6.83
"708","2016-09-06",6.97
"709","2016-09-07",7
"710","2016-09-08",7.04
"711","2016-09-09",6.96
"712","2016-09-12",6.97
"713","2016-09-13",6.97
"714","2016-09-14",7.01
"715","2016-09-15",7.05
"716","2016-09-16",7.02
"717","2016-09-19",7.06
"718","2016-09-20",7.15
"719","2016-09-21",7.21
"720","2016-09-22",7.18
"721","2016-09-23",7.18
"722","2016-09-26",7.04
"723","2016-09-27",7.14
"724","2016-09-28",7.16
"725","2016-09-29",7.03
"726","2016-09-30",7.09
"727","2016-10-03",6.97
"728","2016-10-04",7
"729","2016-10-05",7.15
"730","2016-10-06",7.28
"731","2016-10-07",7.25
"732","2016-10-10",7.21
"733","2016-10-11",6.99
"734","2016-10-12",6.89
"735","2016-10-13",6.77
"736","2016-10-14",6.77
"737","2016-10-17",6.72
"738","2016-10-18",6.71
"739","2016-10-19",6.68
"740","2016-10-20",6.71
"741","2016-10-21",6.76
"742","2016-10-24",6.88
"743","2016-10-25",6.87
"744","2016-10-26",6.74
"745","2016-10-27",6.63
"746","2016-10-28",6.63
"747","2016-10-31",6.65
"748","2016-11-01",6.67
"749","2016-11-02",6.54
"750","2016-11-03",6.69
"751","2016-11-04",6.78
"752","2016-11-07",7.06
"753","2016-11-08",6.91
"754","2016-11-09",7.38
"755","2016-11-10",7.62
"756","2016-11-11",8.05
"757","2016-11-14",7.56
"758","2016-11-15",7.51
"759","2016-11-16",7.86
"760","2016-11-17",8.01
"761","2016-11-18",7.95
"762","2016-11-21",8
"763","2016-11-22",8.24
"764","2016-11-23",8.46
"765","2016-11-25",8.48
"766","2016-11-28",8.29
"767","2016-11-29",8.27
"768","2016-11-30",8.09
"769","2016-12-01",7.81
"770","2016-12-02",7.69
"771","2016-12-05",7.82
"772","2016-12-06",7.85
"773","2016-12-07",8.1
"774","2016-12-08",8.28
"775","2016-12-09",8.22
"776","2016-12-12",7.99
"777","2016-12-13",8.05
"778","2016-12-14",7.93
"779","2016-12-15",7.83
"780","2016-12-16",7.89
"781","2016-12-19",7.92
"782","2016-12-20",7.92
"783","2016-12-21",7.77
"784","2016-12-22",7.62
"785","2016-12-23",7.6
"786","2016-12-27",7.62
"787","2016-12-28",7.57
"788","2016-12-29",7.45
"789","2016-12-30",7.38
"790","2017-01-03",7.35
"791","2017-01-04",7.52
"792","2017-01-05",7.56
"793","2017-01-06",7.49
"794","2017-01-09",7.22
"795","2017-01-10",7.51
"796","2017-01-11",7.54
"797","2017-01-12",7.5
"798","2017-01-13",7.65
"799","2017-01-17",7.3
"800","2017-01-18",7.29
"801","2017-01-19",7.16
"802","2017-01-20",7.24
"803","2017-01-23",7.23
"804","2017-01-24",7.38
"805","2017-01-25",7.3
"806","2017-01-26",7.14
"807","2017-01-27",7.24
"808","2017-01-30",7.16
"809","2017-01-31",7.19
"810","2017-02-01",7.02
"811","2017-02-02",6.89
"812","2017-02-03",6.96
"813","2017-02-06",7
"814","2017-02-07",6.95
"815","2017-02-08",6.98
"816","2017-02-09",7.12
"817","2017-02-10",7.19
"818","2017-02-13",7.4
"819","2017-02-14",8
"820","2017-02-15",8.09
"821","2017-02-16",8.03
"822","2017-02-17",8.04
"823","2017-02-21",8.25
"824","2017-02-22",8.27
"825","2017-02-23",8.28
"826","2017-02-24",8.2
"827","2017-02-27",8.16
"828","2017-02-28",7.9
"829","2017-03-01",8.16
"830","2017-03-02",8.05
"831","2017-03-03",8.05
"832","2017-03-06",7.93
"833","2017-03-07",7.94
"834","2017-03-08",7.92
"835","2017-03-09",7.91
"836","2017-03-10",7.94
"837","2017-03-13",8
"838","2017-03-14",7.94
"839","2017-03-15",8
"840","2017-03-16",8.12
"841","2017-03-17",8.2
"842","2017-03-20",8.28
"843","2017-03-21",8.05
"844","2017-03-22",8.07
"845","2017-03-23",8.13
"846","2017-03-24",8.14
"847","2017-03-27",8.14
"848","2017-03-28",8.18
"849","2017-03-29",8.32
"850","2017-03-30",8.46
"851","2017-03-31",8.44
"852","2017-04-03",8.36
"853","2017-04-04",8.45
"854","2017-04-05",8.27
"855","2017-04-06",8.19
"856","2017-04-07",8.38
"857","2017-04-10",8.05
"858","2017-04-11",8.16
"859","2017-04-12",8.18
"860","2017-04-13",8.05
"861","2017-04-17",8.15
"862","2017-04-18",8.2
"863","2017-04-19",8.23
"864","2017-04-20",8.32
"865","2017-04-21",8.25
"866","2017-04-24",8.28
"867","2017-04-25",8.39
"868","2017-04-26",8.75
"869","2017-04-27",8.91
"870","2017-04-28",9.01
"871","2017-05-01",9.16
"872","2017-05-02",11.79
"873","2017-05-03",11.72
"874","2017-05-04",11.49
"875","2017-05-05",11.49
"876","2017-05-08",11.58
"877","2017-05-09",11.61
"878","2017-05-10",11.65
"879","2017-05-11",11.68
"880","2017-05-12",11.53
"881","2017-05-15",11.66
"882","2017-05-16",11.65
"883","2017-05-17",11.49
"884","2017-05-18",11.54
"885","2017-05-19",11.5
"886","2017-05-22",12.07
"887","2017-05-23",11.92
"888","2017-05-24",11.94
"889","2017-05-25",11.9
"890","2017-05-26",11.97
"891","2017-05-30",11.85
"892","2017-05-31",12
"893","2017-06-01",12.52
"894","2017-06-02",12.5
"895","2017-06-05",12.38
"896","2017-06-06",12.45
"897","2017-06-07",12.65
"898","2017-06-08",12.99
"899","2017-06-09",12.35
"900","2017-06-12",12.4
"901","2017-06-13",12.2
"902","2017-06-14",11.82
"903","2017-06-15",11.81
"904","2017-06-16",11.68
"905","2017-06-19",12
"906","2017-06-20",11.77
"907","2017-06-21",11.99
"908","2017-06-22",11.96
"909","2017-06-23",12.77
"910","2017-06-26",12.86
"911","2017-06-27",12.62
"912","2017-06-28",12.73
"913","2017-06-29",12.41
"914","2017-06-30",12.29
"915","2017-07-03",12.15
"916","2017-07-05",12.18
"917","2017-07-06",11.96
"918","2017-07-07",12.24
"919","2017-07-10",12.26
"920","2017-07-11",12.69
"921","2017-07-12",13.3
"922","2017-07-13",13.44
"923","2017-07-14",13.66
"924","2017-07-17",13.67
"925","2017-07-18",13.92
"926","2017-07-19",13.86
"927","2017-07-20",13.98
"928","2017-07-21",13.88
"929","2017-07-24",14.22
"930","2017-07-25",14.25
"931","2017-07-26",15.25
"932","2017-07-27",14.27
"933","2017-07-28",14.14
"934","2017-07-31",13.85
"935","2017-08-01",13.55
"936","2017-08-02",14.05
"937","2017-08-03",15.3
"938","2017-08-04",14.96
"939","2017-08-07",15.2
"940","2017-08-08",15.21
"941","2017-08-09",14.96
"942","2017-08-10",14.81
"943","2017-08-11",15.03
"944","2017-08-14",15.36
"945","2017-08-15",15.22
"946","2017-08-16",15.03
"947","2017-08-17",14.56
"948","2017-08-18",14.63
"949","2017-08-21",14.39
"950","2017-08-22",15.04
"951","2017-08-23",14.98
"952","2017-08-24",14.67
"953","2017-08-25",14.03
"954","2017-08-28",14.24
"955","2017-08-29",14.05
"956","2017-08-30",13.91
"957","2017-08-31",14.19
"958","2017-09-01",13.82
"959","2017-09-05",14.07
"960","2017-09-06",13.78
"961","2017-09-07",13.9
"962","2017-09-08",13.94
"963","2017-09-11",14.09
"964","2017-09-12",14.87
"965","2017-09-13",14.97
"966","2017-09-14",14.65
"967","2017-09-15",14.59
"968","2017-09-18",14.75
"969","2017-09-19",14.7
"970","2017-09-20",15.25
"971","2017-09-21",14.73
"972","2017-09-22",14.66
"973","2017-09-25",14.75
"974","2017-09-26",14.67
"975","2017-09-27",15.03
"976","2017-09-28",14.69
"977","2017-09-29",14.84
"978","2017-10-02",14.86
"979","2017-10-03",15.17
"980","2017-10-04",15.48
"981","2017-10-05",15.41
"982","2017-10-06",15.38
"983","2017-10-09",15.38
"984","2017-10-10",15.24
"985","2017-10-11",15.38
"986","2017-10-12",15.43
"987","2017-10-13",15.51
"988","2017-10-16",15.98
"989","2017-10-17",15.61
"990","2017-10-18",15.81
"991","2017-10-19",15.69
"992","2017-10-20",15.86
"993","2017-10-23",15.94
"994","2017-10-24",15.99
"995","2017-10-25",15.61
"996","2017-10-26",15.8
"997","2017-10-27",16.48
"998","2017-10-30",16.299999
"999","2017-10-31",15.51
"1000","2017-11-01",14.61
"1001","2017-11-02",14.74
