"","date","APLT"
"294","2020-07-13",28.07
"295","2020-07-14",28.33
"296","2020-07-15",30.709999
"297","2020-07-16",28.27
"298","2020-07-17",28.360001
"299","2020-07-20",27.379999
"300","2020-07-21",26.719999
"301","2020-07-22",25.639999
"302","2020-07-23",27.049999
"303","2020-07-24",25.299999
"304","2020-07-27",25.74
"305","2020-07-28",25.02
"306","2020-07-29",25.309999
"307","2020-07-30",25.4
"308","2020-07-31",25.799999
"309","2020-08-03",25.93
"310","2020-08-04",26.74
"311","2020-08-05",26.91
"312","2020-08-06",26.879999
"313","2020-08-07",27.120001
"314","2020-08-10",26.950001
"315","2020-08-11",27.58
"316","2020-08-12",30.68
"317","2020-08-13",31.15
"318","2020-08-14",29.24
"319","2020-08-17",25.709999
"320","2020-08-18",26.18
"321","2020-08-19",27.82
"322","2020-08-20",26.23
"323","2020-08-21",24.690001
"324","2020-08-24",24.24
"325","2020-08-25",24.73
"326","2020-08-26",23.440001
"327","2020-08-27",23.41
"328","2020-08-28",23.41
"329","2020-08-31",24.1
"330","2020-09-01",22.51
"331","2020-09-02",24.34
"332","2020-09-03",23.76
"333","2020-09-04",23.76
"334","2020-09-08",24.5
"335","2020-09-09",27.24
"336","2020-09-10",24.52
"337","2020-09-11",24.26
"338","2020-09-14",25.41
"339","2020-09-15",23.969999
"340","2020-09-16",23.58
"341","2020-09-17",23.950001
"342","2020-09-18",24.360001
"343","2020-09-21",22.424999
"344","2020-09-22",22.1
"345","2020-09-23",20.459999
"346","2020-09-24",19.43
"347","2020-09-25",19.870001
"348","2020-09-28",19.77
"349","2020-09-29",20.34
"350","2020-09-30",20.76
"351","2020-10-01",20.01
"352","2020-10-02",20.02
"353","2020-10-05",21.93
"354","2020-10-06",22.24
"355","2020-10-07",21.33
"356","2020-10-08",23.08
"357","2020-10-09",22.860001
"358","2020-10-12",23.129999
"359","2020-10-13",24.23
"360","2020-10-14",23.700001
"361","2020-10-15",23.24
"362","2020-10-16",23.459999
"363","2020-10-19",22.290001
"364","2020-10-20",22.07
"365","2020-10-21",21.620001
"366","2020-10-22",22.25
"367","2020-10-23",22.58
"368","2020-10-26",22.139999
"369","2020-10-27",21.17
"370","2020-10-28",18.18
"371","2020-10-29",17.059999
"372","2020-10-30",16.27
"373","2020-11-02",17.629999
"374","2020-11-03",18.110001
"375","2020-11-04",19
"376","2020-11-05",18.34
"377","2020-11-06",16.5
"378","2020-11-09",17.98
"379","2020-11-10",15.5
"380","2020-11-11",15.5
"381","2020-11-12",15.44
"382","2020-11-13",16.41
"383","2020-11-16",17.07
"384","2020-11-17",17.129999
"385","2020-11-18",16.799999
"386","2020-11-19",19.25
"387","2020-11-20",19.5
"388","2020-11-23",20.639999
"389","2020-11-24",21.93
"390","2020-11-25",22.469999
"391","2020-11-27",23.5
