"","date","METX"
"305","2020-01-03",10.25
"306","2020-01-06",10.25
"307","2020-01-07",10.25
"308","2020-01-08",10.29
"309","2020-01-09",10.28
"310","2020-01-10",10.3
"311","2020-01-13",10.29
"312","2020-01-14",10.25
"313","2020-01-15",10.25
"314","2020-01-16",10.25
"315","2020-01-17",10.25
"316","2020-01-21",10.25
"317","2020-01-22",10.25
"318","2020-01-23",10.25
"319","2020-01-24",10.25
"320","2020-01-27",10.25
"321","2020-01-28",10.25
"322","2020-01-29",10.25
"323","2020-01-30",10.29
"324","2020-01-31",10.32
"325","2020-02-03",10.32
"326","2020-02-04",10.3
"327","2020-02-05",10.3
"328","2020-02-06",10.3
"329","2020-02-07",10.31
"330","2020-02-10",10.3
"331","2020-02-11",10.3
"332","2020-02-12",10.3
"333","2020-02-13",10.3
"334","2020-02-14",10.31
"335","2020-02-18",10.31
"336","2020-02-19",10.33
"337","2020-02-20",10.31
"338","2020-02-21",10.31
"339","2020-02-24",10.34
"340","2020-02-25",10.31
"341","2020-02-26",10.31
"342","2020-02-27",10.31
"343","2020-02-28",10.32
"344","2020-03-02",10.32
"345","2020-03-03",10.32
"346","2020-03-04",10.31
"347","2020-03-05",10.35
"348","2020-03-06",10.31
"349","2020-03-09",10.31
"350","2020-03-10",10.32
"351","2020-03-11",10.31
"352","2020-03-12",10.3
"353","2020-03-13",10.32
"354","2020-03-16",10.14
"355","2020-03-17",10.14
"356","2020-03-18",10
"357","2020-03-19",10.1
"358","2020-03-20",10.21
"359","2020-03-23",10.27
"360","2020-03-24",10.3
"361","2020-03-25",10.29
"362","2020-03-26",11.35
"363","2020-03-27",17
"364","2020-03-30",21.059999
"365","2020-03-31",23.389999
"366","2020-04-01",14.5
"367","2020-04-02",15.2
"368","2020-04-03",14.8
"369","2020-04-06",14.19
"370","2020-04-07",11.79
"371","2020-04-08",12.8
"372","2020-04-09",12.66
"373","2020-04-13",12.91
"374","2020-04-14",14.22
"375","2020-04-15",12.37
"376","2020-04-16",12.6
"377","2020-04-17",12.75
"378","2020-04-20",12.9
"379","2020-04-21",12.83
"380","2020-04-22",12.55
"381","2020-04-23",12.42
"382","2020-04-24",12
"383","2020-04-27",11.89
"384","2020-04-28",11.92
"385","2020-04-29",11.9
"386","2020-04-30",11.9
"387","2020-05-01",11.6
"388","2020-05-04",11.81
"389","2020-05-05",11.08
"390","2020-05-06",10.69
"391","2020-05-07",11.08
"392","2020-05-08",10.62
"393","2020-05-11",10.36
"394","2020-05-12",10.35
"395","2020-05-13",9.24
"396","2020-05-14",9.31
"397","2020-05-15",9.45
"398","2020-05-18",9.12
"399","2020-05-19",9.56
"400","2020-05-20",9.6
"401","2020-05-21",9.86
"402","2020-05-22",10.36
"403","2020-05-26",10.43
"404","2020-05-27",10.25
"405","2020-05-28",10.42
"406","2020-05-29",10.72
"407","2020-06-01",10.46
"408","2020-06-02",10.45
"409","2020-06-03",10.62
"410","2020-06-04",10.97
"411","2020-06-05",10.99
"412","2020-06-08",10.9
"413","2020-06-09",10.7
"414","2020-06-10",10.86
"415","2020-06-11",10.47
"416","2020-06-12",11.06
"417","2020-06-15",10.87
"418","2020-06-16",11.17
"419","2020-06-17",11.28
"420","2020-06-18",11.4
"421","2020-06-19",12.17
"422","2020-06-22",12.58
"423","2020-06-23",12.6
"424","2020-06-24",12.54
"425","2020-06-25",12.03
"426","2020-06-26",12.09
"427","2020-06-29",12.05
"428","2020-06-30",12.07
"429","2020-07-01",12.01
"430","2020-07-02",12.09
"431","2020-07-06",11.97
"432","2020-07-07",11.82
"433","2020-07-08",12.03
"434","2020-07-09",11.85
"435","2020-07-10",11.93
"436","2020-07-13",11.83
"437","2020-07-14",12
"438","2020-07-15",12.17
"439","2020-07-16",11.58
"440","2020-07-17",11.7
"441","2020-07-20",11.64
"442","2020-07-21",11.67
"443","2020-07-22",11.7
"444","2020-07-23",11.55
"445","2020-07-24",11.6
"446","2020-07-27",11.45
"447","2020-07-28",11.25
"448","2020-07-29",11.45
"449","2020-07-30",11.35
"450","2020-07-31",11.71
"451","2020-08-03",11.35
"452","2020-08-04",11.37
"453","2020-08-05",11.44
"454","2020-08-06",11.36
"455","2020-08-07",11.2
"456","2020-08-10",11.1
"457","2020-08-11",11.1
"458","2020-08-12",10.63
"459","2020-08-13",10.53
"460","2020-08-14",10.09
"461","2020-08-17",10.22
"462","2020-08-18",10.17
"463","2020-08-19",9.61
"464","2020-08-20",9.74
"465","2020-08-21",9.08
"466","2020-08-24",8.12
"467","2020-08-25",8.6
"468","2020-08-26",8.51
"469","2020-08-27",8.76
"470","2020-08-28",8.78
"471","2020-08-31",9.4
"472","2020-09-01",8.4
"473","2020-09-02",7.93
"474","2020-09-03",7
"475","2020-09-04",6.84
"476","2020-09-08",7.11
"477","2020-09-09",8.29
"478","2020-09-10",8.65
"479","2020-09-11",8.65
"480","2020-09-14",8.41
"481","2020-09-15",8.51
"482","2020-09-16",8.68
"483","2020-09-17",8.48
"484","2020-09-18",8.93
"485","2020-09-21",8.49
"486","2020-09-22",7.48
"487","2020-09-23",7.48
"488","2020-09-24",6.42
"489","2020-09-25",6.22
"490","2020-09-28",6.22
"491","2020-09-29",6.09
"492","2020-09-30",5.79
"493","2020-10-01",5.5
"494","2020-10-02",4.66
"495","2020-10-05",4.84
"496","2020-10-06",4.55
"497","2020-10-07",4.34
"498","2020-10-08",4.02
"499","2020-10-09",3.94
"500","2020-10-12",3.97
"501","2020-10-13",4.03
"502","2020-10-14",4.07
"503","2020-10-15",3.99
"504","2020-10-16",3.77
"505","2020-10-19",3.64
"506","2020-10-20",3.6
"507","2020-10-21",3.4
"508","2020-10-22",3.57
"509","2020-10-23",3.45
"510","2020-10-26",3.32
"511","2020-10-27",3.05
"512","2020-10-28",2.9
"513","2020-10-29",2.85
"514","2020-10-30",2.87
"515","2020-11-02",2.65
"516","2020-11-03",2.5
"517","2020-11-04",2.4
"518","2020-11-05",2.43
"519","2020-11-06",2.64
"520","2020-11-09",2.92
"521","2020-11-10",2.9
"522","2020-11-11",2.91
"523","2020-11-12",3.16
"524","2020-11-13",3.27
"525","2020-11-16",3.39
"526","2020-11-17",3.3
"527","2020-11-18",3.21
"528","2020-11-19",3.16
"529","2020-11-20",3.19
"530","2020-11-23",3.05
"531","2020-11-24",2.95
"532","2020-11-25",3.05
"533","2020-11-27",3.01
