"","date","FUTU"
"101","2019-07-31",11.33
"102","2019-08-01",11
"103","2019-08-02",10.67
"104","2019-08-05",9.9
"105","2019-08-06",10.11
"106","2019-08-07",10.2
"107","2019-08-08",10.35
"108","2019-08-09",10.1
"109","2019-08-12",10.02
"110","2019-08-13",10.37
"111","2019-08-14",10
"112","2019-08-15",10.07
"113","2019-08-16",10.69
"114","2019-08-19",10.68
"115","2019-08-20",10.98
"116","2019-08-21",11.2
"117","2019-08-22",11.15
"118","2019-08-23",11.32
"119","2019-08-26",10.59
"120","2019-08-27",10.92
"121","2019-08-28",11.09
"122","2019-08-29",11
"123","2019-08-30",10.8
"124","2019-09-03",10.63
"125","2019-09-04",11.27
"126","2019-09-05",11.15
"127","2019-09-06",11.19
"128","2019-09-09",11.49
"129","2019-09-10",11.65
"130","2019-09-11",11.97
"131","2019-09-12",11.87
"132","2019-09-13",11.99
"133","2019-09-16",12.2
"134","2019-09-17",12.42
"135","2019-09-18",12.17
"136","2019-09-19",12.37
"137","2019-09-20",12.28
"138","2019-09-23",12.11
"139","2019-09-24",11.44
"140","2019-09-25",11.22
"141","2019-09-26",11.19
"142","2019-09-27",10.77
"143","2019-09-30",10.97
"144","2019-10-01",10.59
"145","2019-10-02",10.4
"146","2019-10-03",10.46
"147","2019-10-04",10.53
"148","2019-10-07",10.48
"149","2019-10-08",10.46
"150","2019-10-09",10.63
"151","2019-10-10",10.74
"152","2019-10-11",10.76
"153","2019-10-14",10.72
"154","2019-10-15",10.81
"155","2019-10-16",10.73
"156","2019-10-17",10.675
"157","2019-10-18",10.74
"158","2019-10-21",10.78
"159","2019-10-22",10.74
"160","2019-10-23",10.85
"161","2019-10-24",10.73
"162","2019-10-25",10.74
"163","2019-10-28",10.87
"164","2019-10-29",10.81
"165","2019-10-30",10.79
"166","2019-10-31",10.77
"167","2019-11-01",10.75
"168","2019-11-04",10.89
"169","2019-11-05",11.2
"170","2019-11-06",11.29
"171","2019-11-07",11.56
"172","2019-11-08",11.31
"173","2019-11-11",11.05
"174","2019-11-12",11.1
"175","2019-11-13",10.95
"176","2019-11-14",11.03
"177","2019-11-15",11.12
"178","2019-11-18",11.05
"179","2019-11-19",11
"180","2019-11-20",10.93
"181","2019-11-21",11.14
"182","2019-11-22",10.66
"183","2019-11-25",10.66
"184","2019-11-26",10.56
"185","2019-11-27",10.53
"186","2019-11-29",10.45
"187","2019-12-02",10.13
"188","2019-12-03",10.14
"189","2019-12-04",10.2
"190","2019-12-05",10.27
"191","2019-12-06",10.31
"192","2019-12-09",10.1
"193","2019-12-10",10.11
"194","2019-12-11",10.12
"195","2019-12-12",10.08
"196","2019-12-13",10.15
"197","2019-12-16",10.05
"198","2019-12-17",10.1
"199","2019-12-18",10.02
"200","2019-12-19",10.1
"201","2019-12-20",10
"202","2019-12-23",9.92
"203","2019-12-24",9.98
"204","2019-12-26",9.94
"205","2019-12-27",9.93
"206","2019-12-30",9.97
"207","2019-12-31",10.32
"208","2020-01-02",10.68
"209","2020-01-03",10.17
"210","2020-01-06",10.35
"211","2020-01-07",10.41
"212","2020-01-08",10.48
"213","2020-01-09",10.58
"214","2020-01-10",10.34
"215","2020-01-13",10.57
"216","2020-01-14",10.63
"217","2020-01-15",11.25
"218","2020-01-16",12.01
"219","2020-01-17",12.18
"220","2020-01-21",11.5
"221","2020-01-22",11.71
"222","2020-01-23",11.2
"223","2020-01-24",11.05
"224","2020-01-27",10.83
"225","2020-01-28",10.96
"226","2020-01-29",11.56
"227","2020-01-30",11.11
"228","2020-01-31",11.11
"229","2020-02-03",10.91
"230","2020-02-04",11.02
"231","2020-02-05",11.11
"232","2020-02-06",11.21
"233","2020-02-07",11.36
"234","2020-02-10",11.61
"235","2020-02-11",13.37
"236","2020-02-12",12.82
"237","2020-02-13",12.65
"238","2020-02-14",12.78
"239","2020-02-18",13.18
"240","2020-02-19",13.41
"241","2020-02-20",12.75
"242","2020-02-21",12.74
"243","2020-02-24",12
"244","2020-02-25",12.2
"245","2020-02-26",12.3
"246","2020-02-27",12.2
"247","2020-02-28",11.57
"248","2020-03-02",12.2
"249","2020-03-03",12.09
"250","2020-03-04",12.38
"251","2020-03-05",12.62
"252","2020-03-06",13
"253","2020-03-09",10.82
"254","2020-03-10",11.74
"255","2020-03-11",11.52
"256","2020-03-12",10.42
"257","2020-03-13",10.5
"258","2020-03-16",10.84
"259","2020-03-17",11.36
"260","2020-03-18",8.89
"261","2020-03-19",8.77
"262","2020-03-20",8.67
"263","2020-03-23",8.34
"264","2020-03-24",8.9
"265","2020-03-25",9.5
"266","2020-03-26",9.8
"267","2020-03-27",9.43
"268","2020-03-30",9.24
"269","2020-03-31",9.47
"270","2020-04-01",9.9
"271","2020-04-02",10.14
"272","2020-04-03",10.54
"273","2020-04-06",10.8
"274","2020-04-07",10.54
"275","2020-04-08",10.62
"276","2020-04-09",10.6
"277","2020-04-13",10.42
"278","2020-04-14",10.6
"279","2020-04-15",10.5
"280","2020-04-16",10.67
"281","2020-04-17",10.7
"282","2020-04-20",10.51
"283","2020-04-21",10.14
"284","2020-04-22",10.68
"285","2020-04-23",10.32
"286","2020-04-24",10.49
"287","2020-04-27",10.47
"288","2020-04-28",10.47
"289","2020-04-29",10.75
"290","2020-04-30",11.15
"291","2020-05-01",10.44
"292","2020-05-04",10.42
"293","2020-05-05",10.71
"294","2020-05-06",11.05
"295","2020-05-07",11.37
"296","2020-05-08",11.98
"297","2020-05-11",12.3
"298","2020-05-12",12.4
"299","2020-05-13",12.28
"300","2020-05-14",12.76
"301","2020-05-15",13.11
"302","2020-05-18",12.71
"303","2020-05-19",14.12
"304","2020-05-20",15.16
"305","2020-05-21",14
"306","2020-05-22",13.82
"307","2020-05-26",14.7
"308","2020-05-27",14.55
"309","2020-05-28",14.88
"310","2020-05-29",15.99
"311","2020-06-01",16.84
"312","2020-06-02",18.950001
"313","2020-06-03",20.049999
"314","2020-06-04",18.190001
"315","2020-06-05",18
"316","2020-06-08",19.82
"317","2020-06-09",19.870001
"318","2020-06-10",19.66
"319","2020-06-11",18.16
"320","2020-06-12",18.790001
"321","2020-06-15",20.65
"322","2020-06-16",21.940001
"323","2020-06-17",21.74
"324","2020-06-18",21.65
"325","2020-06-19",22.15
"326","2020-06-22",22.440001
"327","2020-06-23",24.309999
"328","2020-06-24",24.07
"329","2020-06-25",24.959999
"330","2020-06-26",24.309999
"331","2020-06-29",23.15
"332","2020-06-30",23.67
"333","2020-07-01",23.24
"334","2020-07-02",26.66
"335","2020-07-06",29.360001
"336","2020-07-07",30.780001
"337","2020-07-08",30.83
"338","2020-07-09",31.51
"339","2020-07-10",30.32
"340","2020-07-13",30
"341","2020-07-14",29.57
"342","2020-07-15",29.77
"343","2020-07-16",29.389999
"344","2020-07-17",27.940001
"345","2020-07-20",28.950001
"346","2020-07-21",29.709999
"347","2020-07-22",28.42
"348","2020-07-23",27.32
"349","2020-07-24",28.68
"350","2020-07-27",29.74
"351","2020-07-28",29.700001
"352","2020-07-29",31.959999
"353","2020-07-30",33.799999
"354","2020-07-31",34.369999
"355","2020-08-03",35.68
"356","2020-08-04",36.610001
"357","2020-08-05",40.299999
"358","2020-08-06",37.459999
"359","2020-08-07",35.990002
"360","2020-08-10",34.970001
"361","2020-08-11",34
"362","2020-08-12",35.560001
"363","2020-08-13",33.68
"364","2020-08-14",33.23
"365","2020-08-17",33.91
"366","2020-08-18",35.400002
"367","2020-08-19",32.220001
"368","2020-08-20",31.92
"369","2020-08-21",31.610001
"370","2020-08-24",32.639999
"371","2020-08-25",33
"372","2020-08-26",32.439999
"373","2020-08-27",31.700001
"374","2020-08-28",31.959999
"375","2020-08-31",32.169998
"376","2020-09-01",33.049999
"377","2020-09-02",31.959999
"378","2020-09-03",29.870001
"379","2020-09-04",29.9
"380","2020-09-08",30.52
"381","2020-09-09",31.1
"382","2020-09-10",31.08
"383","2020-09-11",30.74
"384","2020-09-14",32.200001
"385","2020-09-15",32.790001
"386","2020-09-16",32.360001
"387","2020-09-17",30.59
"388","2020-09-18",30.280001
"389","2020-09-21",30.18
"390","2020-09-22",29.74
"391","2020-09-23",29.65
"392","2020-09-24",29.57
"393","2020-09-25",29.959999
"394","2020-09-28",29.42
"395","2020-09-29",28.5
"396","2020-09-30",28.620001
"397","2020-10-01",29.02
"398","2020-10-02",27.620001
"399","2020-10-05",27.52
"400","2020-10-06",28.610001
"401","2020-10-07",32.040001
"402","2020-10-08",31.200001
"403","2020-10-09",32.07
"404","2020-10-12",31.49
"405","2020-10-13",31.01
"406","2020-10-14",30.639999
"407","2020-10-15",30.969999
"408","2020-10-16",30.99
"409","2020-10-19",30.959999
"410","2020-10-20",34.48
"411","2020-10-21",31.76
"412","2020-10-22",32.509998
"413","2020-10-23",33.220001
"414","2020-10-26",31.469999
"415","2020-10-27",32.299999
"416","2020-10-28",31.23
"417","2020-10-29",30.99
"418","2020-10-30",29.73
"419","2020-11-02",29.84
"420","2020-11-03",29.700001
"421","2020-11-04",30.9
"422","2020-11-05",33.360001
"423","2020-11-06",34.740002
"424","2020-11-09",35.82
"425","2020-11-10",36.34
"426","2020-11-11",37
"427","2020-11-12",39.810001
"428","2020-11-13",42.060001
"429","2020-11-16",43.860001
"430","2020-11-17",45.5
"431","2020-11-18",43
"432","2020-11-19",46.509998
"433","2020-11-20",48.549999
"434","2020-11-23",48.549999
"435","2020-11-24",46.650002
"436","2020-11-25",45.080002
"437","2020-11-27",43.98
