"","date","SCPE"
"122","2020-02-28",9.99
"123","2020-03-02",9.98
"124","2020-03-03",9.98
"125","2020-03-04",9.98
"126","2020-03-05",9.98
"127","2020-03-06",9.98
"128","2020-03-09",9.88
"129","2020-03-10",9.88
"130","2020-03-11",9.88
"131","2020-03-12",9.8
"132","2020-03-13",9.89
"133","2020-03-16",9.89
"134","2020-03-17",9.66
"135","2020-03-18",9.66
"136","2020-03-19",9.5
"137","2020-03-20",9.62
"138","2020-03-23",9.66
"139","2020-03-24",9.7
"140","2020-03-25",9.7
"141","2020-03-26",9.75
"142","2020-03-27",9.75
"143","2020-03-30",9.75
"144","2020-03-31",10.05
"145","2020-04-01",10.05
"146","2020-04-02",10
"147","2020-04-03",10
"148","2020-04-06",9.86
"149","2020-04-07",10.05
"150","2020-04-08",10.05
"151","2020-04-09",9.85
"152","2020-04-13",9.82
"153","2020-04-14",9.9
"154","2020-04-15",9.8
"155","2020-04-16",9.95
"156","2020-04-17",9.92
"157","2020-04-20",9.94
"158","2020-04-21",9.94
"159","2020-04-22",10.05
"160","2020-04-23",9.95
"161","2020-04-24",9.98
"162","2020-04-27",10
"163","2020-04-28",10
"164","2020-04-29",9.97
"165","2020-04-30",9.97
"166","2020-05-01",9.93
"167","2020-05-04",9.94
"168","2020-05-05",10.05
"169","2020-05-06",9.95
"170","2020-05-07",9.95
"171","2020-05-08",9.95
"172","2020-05-11",9.95
"173","2020-05-12",9.95
"174","2020-05-13",9.94
"175","2020-05-14",9.95
"176","2020-05-15",9.95
"177","2020-05-18",10.05
"178","2020-05-19",10
"179","2020-05-20",9.99
"180","2020-05-21",9.94
"181","2020-05-22",9.94
"182","2020-05-26",10
"183","2020-05-27",10
"184","2020-05-28",9.95
"185","2020-05-29",9.95
"186","2020-06-01",9.95
"187","2020-06-02",10.08
"188","2020-06-03",10.08
"189","2020-06-04",10.08
"190","2020-06-05",10.08
"191","2020-06-08",10.08
"192","2020-06-09",10
"193","2020-06-10",10.08
"194","2020-06-11",9.94
"195","2020-06-12",9.94
"196","2020-06-15",9.94
"197","2020-06-16",9.99
"198","2020-06-17",10
"199","2020-06-18",9.95
"200","2020-06-19",10.05
"201","2020-06-22",10.04
"202","2020-06-23",10.06
"203","2020-06-24",10.05
"204","2020-06-25",10.06
"205","2020-06-26",10.075
"206","2020-06-29",10.1
"207","2020-06-30",10.11
"208","2020-07-01",10.13
"209","2020-07-02",10.13
"210","2020-07-06",10.1
"211","2020-07-07",10.1
"212","2020-07-08",10.1
"213","2020-07-09",10.1
"214","2020-07-10",10.22
"215","2020-07-13",10.15
"216","2020-07-14",10.15
"217","2020-07-15",10.17
"218","2020-07-16",10.18
"219","2020-07-17",10.06
"220","2020-07-20",10.16
"221","2020-07-21",10.12
"222","2020-07-22",10.12
"223","2020-07-23",10.1
"224","2020-07-24",10.13
"225","2020-07-27",10.19
"226","2020-07-28",10.14
"227","2020-07-29",10.14
"228","2020-07-30",10.1
"229","2020-07-31",10.1
"230","2020-08-03",10.078
"231","2020-08-04",10.15
"232","2020-08-05",10.125
"233","2020-08-06",10.1
"234","2020-08-07",10.1
"235","2020-08-10",10.1
"236","2020-08-11",10.02
"237","2020-08-12",10.02
"238","2020-08-13",10.04
"239","2020-08-14",10.059
"240","2020-08-17",10.14
"241","2020-08-18",10.02
"242","2020-08-19",10.02
"243","2020-08-20",10.03
"244","2020-08-21",10.03
"245","2020-08-24",10.18
"246","2020-08-25",10.18
"247","2020-08-26",10.18
"248","2020-08-27",10.09
"249","2020-08-28",10.1
"250","2020-08-31",10.07
"251","2020-09-01",10.1
"252","2020-09-02",10.08
"253","2020-09-03",10.14
"254","2020-09-04",10.13
"255","2020-09-08",10.11
"256","2020-09-09",10.095
"257","2020-09-10",10.08
"258","2020-09-11",10.08
"259","2020-09-14",10.083
"260","2020-09-15",10.085
"261","2020-09-16",10.08
"262","2020-09-17",10.1
"263","2020-09-18",10.14
"264","2020-09-21",10.13
"265","2020-09-22",10.11
"266","2020-09-23",10.1
"267","2020-09-24",10.1
"268","2020-09-25",10.099
"269","2020-09-28",10.119
"270","2020-09-29",10.1
"271","2020-09-30",10.08
"272","2020-10-01",10.1
"273","2020-10-02",10.06
"274","2020-10-05",10.121
"275","2020-10-06",10.07
"276","2020-10-07",10.105
"277","2020-10-08",10.1
"278","2020-10-09",10.08
"279","2020-10-12",10.2
"280","2020-10-13",10.2
"281","2020-10-14",10.08
"282","2020-10-15",10.08
"283","2020-10-16",10.08
"284","2020-10-19",10.08
"285","2020-10-20",10.11
"286","2020-10-21",10.08
"287","2020-10-22",10.08
"288","2020-10-23",10.08
"289","2020-10-26",10.06
"290","2020-10-27",10.04
"291","2020-10-28",10.03
"292","2020-10-29",10.09
"293","2020-10-30",10.03
"294","2020-11-02",10.07
"295","2020-11-03",10.07
"296","2020-11-04",10.09
"297","2020-11-05",10.13
"298","2020-11-06",10.09
"299","2020-11-09",10.07
"300","2020-11-10",10.14
"301","2020-11-11",10.1
"302","2020-11-12",10.1
"303","2020-11-13",10.1
"304","2020-11-16",10.08
"305","2020-11-17",10.17
"306","2020-11-18",10.09
"307","2020-11-19",10.08
"308","2020-11-20",10.105
"309","2020-11-23",10.11
"310","2020-11-24",10.12
"311","2020-11-25",10.14
"312","2020-11-27",10.15
