"","date","RDVT"
"126","2018-09-24",6
"127","2018-09-25",6.11
"128","2018-09-26",6.02
"129","2018-09-27",6.15
"130","2018-09-28",6.51
"131","2018-10-01",6.2
"132","2018-10-02",6.35
"133","2018-10-03",6.41
"134","2018-10-04",6.32
"135","2018-10-05",6.15
"136","2018-10-08",6.32
"137","2018-10-09",6.35
"138","2018-10-10",6.05
"139","2018-10-11",6.02
"140","2018-10-12",5.89
"141","2018-10-15",5.6
"142","2018-10-16",5.7
"143","2018-10-17",5.92
"144","2018-10-18",5.5
"145","2018-10-19",5.6
"146","2018-10-22",5.67
"147","2018-10-23",5.698
"148","2018-10-24",5.31
"149","2018-10-25",5.47
"150","2018-10-26",5.6
"151","2018-10-29",5.58
"152","2018-10-30",5.53
"153","2018-10-31",5.89
"154","2018-11-01",6
"155","2018-11-02",5.96
"156","2018-11-05",6.06
"157","2018-11-06",6.05
"158","2018-11-07",6.13
"159","2018-11-08",6.02
"160","2018-11-09",6.01
"161","2018-11-12",6
"162","2018-11-13",6.58
"163","2018-11-14",6.56
"164","2018-11-15",6.8
"165","2018-11-16",6.78
"166","2018-11-19",6.93
"167","2018-11-20",6.88
"168","2018-11-21",6.825
"169","2018-11-23",7.03
"170","2018-11-26",7.05
"171","2018-11-27",7.33
"172","2018-11-28",7.11
"173","2018-11-29",7.12
"174","2018-11-30",7
"175","2018-12-03",7.05
"176","2018-12-04",7.1
"177","2018-12-06",7.29
"178","2018-12-07",7.54
"179","2018-12-10",7.57
"180","2018-12-11",7.45
"181","2018-12-12",7.495
"182","2018-12-13",7.4
"183","2018-12-14",7.38
"184","2018-12-17",7
"185","2018-12-18",7.2
"186","2018-12-19",7.21
"187","2018-12-20",6.95
"188","2018-12-21",6.51
"189","2018-12-24",6.81
"190","2018-12-26",6.55
"191","2018-12-27",6.34
"192","2018-12-28",6.59
"193","2018-12-31",6.74
"194","2019-01-02",6.79
"195","2019-01-03",7.14
"196","2019-01-04",7.13
"197","2019-01-07",7.297
"198","2019-01-08",7.35
"199","2019-01-09",7.46
"200","2019-01-10",7.61
"201","2019-01-11",7.49
"202","2019-01-14",7.53
"203","2019-01-15",7.19
"204","2019-01-16",7.25
"205","2019-01-17",7.21
"206","2019-01-18",7.2
"207","2019-01-22",7.21
"208","2019-01-23",7.41
"209","2019-01-24",7.42
"210","2019-01-25",7.85
"211","2019-01-28",7.7
"212","2019-01-29",7.58
"213","2019-01-30",7.725
"214","2019-01-31",7.56
"215","2019-02-01",7.31
"216","2019-02-04",7.32
"217","2019-02-05",7.36
"218","2019-02-06",7.47
"219","2019-02-07",7.6
"220","2019-02-08",7.5
"221","2019-02-11",7.51
"222","2019-02-12",7.43
"223","2019-02-13",7.44
"224","2019-02-14",7.53
"225","2019-02-15",7.38
"226","2019-02-19",7.3
"227","2019-02-20",7.36
"228","2019-02-21",7.3
"229","2019-02-22",7.45
"230","2019-02-25",7.44
"231","2019-02-26",7.39
"232","2019-02-27",7.51
"233","2019-02-28",7.49
"234","2019-03-01",7.56
"235","2019-03-04",7.45
"236","2019-03-05",7.43
"237","2019-03-06",7.31
"238","2019-03-07",6.895
"239","2019-03-08",7
"240","2019-03-11",6.9
"241","2019-03-12",7.21
"242","2019-03-13",7.2
"243","2019-03-14",7.13
"244","2019-03-15",7.04
"245","2019-03-18",7.04
"246","2019-03-19",7.08
"247","2019-03-20",6.89
"248","2019-03-21",6.69
"249","2019-03-22",6.66
"250","2019-03-25",6.65
"251","2019-03-26",6.77
"252","2019-03-27",6.88
"253","2019-03-28",6.72
"254","2019-03-29",6.72
"255","2019-04-01",7.02
"256","2019-04-02",7.25
"257","2019-04-03",7.5
"258","2019-04-04",7.27
"259","2019-04-05",7.18
"260","2019-04-08",7.25
"261","2019-04-09",7.16
"262","2019-04-10",7.25
"263","2019-04-11",7.3
"264","2019-04-12",7.35
"265","2019-04-15",7.32
"266","2019-04-16",7.35
"267","2019-04-17",7.25
"268","2019-04-18",7.28
"269","2019-04-22",7.21
"270","2019-04-23",7.258
"271","2019-04-24",7.3
"272","2019-04-25",7.34
"273","2019-04-26",7.48
"274","2019-04-29",7.47
"275","2019-04-30",7.949
"276","2019-05-01",8.2
"277","2019-05-02",8.22
"278","2019-05-03",8.09
"279","2019-05-06",8.3
"280","2019-05-07",8.455
"281","2019-05-08",8.3
"282","2019-05-09",9.09
"283","2019-05-10",10.356
"284","2019-05-13",9.905
"285","2019-05-14",10
"286","2019-05-15",10
"287","2019-05-16",10.02
"288","2019-05-17",10.19
"289","2019-05-20",10.2
"290","2019-05-21",12.21
"291","2019-05-22",13.25
"292","2019-05-23",13
"293","2019-05-24",12.86
"294","2019-05-28",12.99
"295","2019-05-29",12.14
"296","2019-05-30",12.19
"297","2019-05-31",11.78
"298","2019-06-03",11.9
"299","2019-06-04",12.2
"300","2019-06-05",12.94
"301","2019-06-06",12.39
"302","2019-06-07",11.97
"303","2019-06-10",12.055
"304","2019-06-11",11.37
"305","2019-06-12",11.72
"306","2019-06-13",11.91
"307","2019-06-14",12.05
"308","2019-06-17",12.07
"309","2019-06-18",12
"310","2019-06-19",12.5
"311","2019-06-20",12.02
"312","2019-06-21",12.54
"313","2019-06-24",12.24
"314","2019-06-25",12.39
"315","2019-06-26",12.36
"316","2019-06-27",12.4
"317","2019-06-28",12.4
"318","2019-07-01",12.4
"319","2019-07-02",12.11
"320","2019-07-03",11.85
"321","2019-07-05",11.59
"322","2019-07-08",11.85
"323","2019-07-09",12.21
"324","2019-07-10",12.2
"325","2019-07-11",12.17
"326","2019-07-12",12.2
"327","2019-07-15",12.6
"328","2019-07-16",12.3
"329","2019-07-17",12.27
"330","2019-07-18",12.46
"331","2019-07-19",12.64
"332","2019-07-22",12.85
"333","2019-07-23",13.2
"334","2019-07-24",13.702
"335","2019-07-25",14.44
"336","2019-07-26",14.66
"337","2019-07-29",14.74
"338","2019-07-30",15.69
"339","2019-07-31",15.83
"340","2019-08-01",15.38
"341","2019-08-02",15.385
"342","2019-08-05",15.62
"343","2019-08-06",14.86
"344","2019-08-07",14.46
"345","2019-08-08",14.33
"346","2019-08-09",14.02
"347","2019-08-12",13.5
"348","2019-08-13",13.86
"349","2019-08-14",13.77
"350","2019-08-15",13.41
"351","2019-08-16",14.16
"352","2019-08-19",14.01
"353","2019-08-20",14.37
"354","2019-08-21",14.02
"355","2019-08-22",14.02
"356","2019-08-23",13.65
"357","2019-08-26",12.59
"358","2019-08-27",11.1
"359","2019-08-28",11.416
"360","2019-08-29",13.11
"361","2019-08-30",13.55
"362","2019-09-03",13.45
"363","2019-09-04",13.55
"364","2019-09-05",13.35
"365","2019-09-06",13.3
"366","2019-09-09",12.66
"367","2019-09-10",12.56
"368","2019-09-11",13.04
"369","2019-09-12",13.06
"370","2019-09-13",13.04
"371","2019-09-16",13.56
"372","2019-09-17",13.55
"373","2019-09-18",13.6
"374","2019-09-19",13.59
"375","2019-09-20",13.39
"376","2019-09-23",13.38
"377","2019-09-24",12.76
"378","2019-09-25",13
"379","2019-09-26",12.855
"380","2019-09-27",12.29
"381","2019-09-30",12.61
"382","2019-10-01",12.4
"383","2019-10-02",11.9
"384","2019-10-03",11.995
"385","2019-10-04",12.74
"386","2019-10-07",12.71
"387","2019-10-08",12.66
"388","2019-10-09",13.46
"389","2019-10-10",13.7
"390","2019-10-11",13.9
"391","2019-10-14",13.43
"392","2019-10-15",14.45
"393","2019-10-16",14.2
"394","2019-10-17",14.64
"395","2019-10-18",14.41
"396","2019-10-21",15.46
"397","2019-10-22",16.299999
"398","2019-10-23",16.200001
"399","2019-10-24",16.25
"400","2019-10-25",16.17
"401","2019-10-28",16.42
"402","2019-10-29",16.41
"403","2019-10-30",16.27
"404","2019-10-31",15.89
"405","2019-11-01",15.57
"406","2019-11-04",15.58
"407","2019-11-05",14.91
"408","2019-11-06",15
"409","2019-11-07",15.71
"410","2019-11-08",16
"411","2019-11-11",16.49
"412","2019-11-12",17.48
"413","2019-11-13",16.82
"414","2019-11-14",16.35
"415","2019-11-15",16.57
"416","2019-11-18",16.540001
"417","2019-11-19",17.1
"418","2019-11-20",16.860001
"419","2019-11-21",16.4
"420","2019-11-22",16.85
"421","2019-11-25",17.1
"422","2019-11-26",17.120001
"423","2019-11-27",17.110001
"424","2019-11-29",17.1
"425","2019-12-02",16.940001
"426","2019-12-03",17.059999
"427","2019-12-04",16.65
"428","2019-12-05",16.209999
"429","2019-12-06",16.41
"430","2019-12-09",16.139999
"431","2019-12-10",16.719999
"432","2019-12-11",17.040001
"433","2019-12-12",17.48
"434","2019-12-13",17.889999
"435","2019-12-16",18.93
"436","2019-12-17",19.110001
"437","2019-12-18",19.040001
"438","2019-12-19",18.83
"439","2019-12-20",18.530001
"440","2019-12-23",18.370001
"441","2019-12-24",18.040001
"442","2019-12-26",18.52
"443","2019-12-27",18.6
"444","2019-12-30",18.48
"445","2019-12-31",18.51
"446","2020-01-02",18.51
"447","2020-01-03",18
"448","2020-01-06",18.049999
"449","2020-01-07",18.200001
"450","2020-01-08",18.690001
"451","2020-01-09",18.809999
"452","2020-01-10",19
"453","2020-01-13",19.4
"454","2020-01-14",20.700001
"455","2020-01-15",20.27
"456","2020-01-16",20.18
"457","2020-01-17",20.790001
"458","2020-01-21",21.5
"459","2020-01-22",21.65
"460","2020-01-23",21.360001
"461","2020-01-24",21.799999
"462","2020-01-27",21.9
"463","2020-01-28",21.1
"464","2020-01-29",21.08
"465","2020-01-30",21.42
"466","2020-01-31",21.209999
"467","2020-02-03",20.540001
"468","2020-02-04",21.02
"469","2020-02-05",21.58
"470","2020-02-06",21.51
"471","2020-02-07",21.5
"472","2020-02-10",20.860001
"473","2020-02-11",21.629999
"474","2020-02-12",21.690001
"475","2020-02-13",23.92
"476","2020-02-14",22.9
"477","2020-02-18",24.219999
"478","2020-02-19",24.08
"479","2020-02-20",24.709999
"480","2020-02-21",24.48
"481","2020-02-24",24.35
"482","2020-02-25",23.870001
"483","2020-02-26",25.57
"484","2020-02-27",24.09
"485","2020-02-28",24.049999
"486","2020-03-02",26.48
"487","2020-03-03",23.049999
"488","2020-03-04",23.059999
"489","2020-03-05",22.549999
"490","2020-03-06",20.280001
"491","2020-03-09",17.51
"492","2020-03-10",19.040001
"493","2020-03-11",18.450001
"494","2020-03-12",15.85
"495","2020-03-13",18.24
"496","2020-03-16",17.26
"497","2020-03-17",19.52
"498","2020-03-18",18.09
"499","2020-03-19",16.77
"500","2020-03-20",16.02
"501","2020-03-23",15.27
"502","2020-03-24",16.9
"503","2020-03-25",17.1
"504","2020-03-26",17.809999
"505","2020-03-27",17.83
"506","2020-03-30",17.84
"507","2020-03-31",18
"508","2020-04-01",17.700001
"509","2020-04-02",17.01
"510","2020-04-03",16.360001
"511","2020-04-06",16.9
"512","2020-04-07",17
"513","2020-04-08",17.219999
"514","2020-04-09",19.27
"515","2020-04-13",20.75
"516","2020-04-14",21.5
"517","2020-04-15",20.950001
"518","2020-04-16",20.700001
"519","2020-04-17",21.82
"520","2020-04-20",20.02
"521","2020-04-21",18.6
"522","2020-04-22",18.5
"523","2020-04-23",17.049999
"524","2020-04-24",17.799999
"525","2020-04-27",17.75
"526","2020-04-28",17.780001
"527","2020-04-29",19.129999
"528","2020-04-30",19.030001
"529","2020-05-01",19.18
"530","2020-05-04",19.75
"531","2020-05-05",19.23
"532","2020-05-06",18.74
"533","2020-05-07",20.26
"534","2020-05-08",20.389999
"535","2020-05-11",19.73
"536","2020-05-12",20.360001
"537","2020-05-13",17.959999
"538","2020-05-14",17.84
"539","2020-05-15",17.809999
"540","2020-05-18",18.51
"541","2020-05-19",17.91
"542","2020-05-20",17.99
"543","2020-05-21",18.26
"544","2020-05-22",18
"545","2020-05-26",17.91
"546","2020-05-27",18.459999
"547","2020-05-28",17.99
"548","2020-05-29",18.32
"549","2020-06-01",18.02
"550","2020-06-02",20.129999
"551","2020-06-03",19.93
"552","2020-06-04",19.709999
"553","2020-06-05",20.77
"554","2020-06-08",21.450001
"555","2020-06-09",19.65
"556","2020-06-10",18.190001
"557","2020-06-11",17.17
"558","2020-06-12",18.09
"559","2020-06-15",18.83
"560","2020-06-16",19.49
"561","2020-06-17",19.790001
"562","2020-06-18",19.040001
"563","2020-06-19",18.41
"564","2020-06-22",17.969999
"565","2020-06-23",17.889999
"566","2020-06-24",17.860001
"567","2020-06-25",17.370001
"568","2020-06-26",15.99
"569","2020-06-29",16.66
"570","2020-06-30",17.639999
"571","2020-07-01",18.059999
"572","2020-07-02",17.780001
"573","2020-07-06",17.059999
"574","2020-07-07",16.51
"575","2020-07-08",16.34
"576","2020-07-09",16.23
"577","2020-07-10",16.620001
"578","2020-07-13",15.03
"579","2020-07-14",15.21
"580","2020-07-15",15.27
"581","2020-07-16",15.15
"582","2020-07-17",15.58
"583","2020-07-20",15.88
"584","2020-07-21",15.67
"585","2020-07-22",15.32
"586","2020-07-23",14.89
"587","2020-07-24",14.5
"588","2020-07-27",15.21
"589","2020-07-28",15.07
"590","2020-07-29",15.64
"591","2020-07-30",15.66
"592","2020-07-31",15.31
"593","2020-08-03",15.71
"594","2020-08-04",16.549999
"595","2020-08-05",17.549999
"596","2020-08-06",17.93
"597","2020-08-07",18.51
"598","2020-08-10",18.49
"599","2020-08-11",18.52
"600","2020-08-12",18.440001
"601","2020-08-13",19.23
"602","2020-08-14",19.940001
"603","2020-08-17",20.120001
"604","2020-08-18",19.379999
"605","2020-08-19",20.049999
"606","2020-08-20",20.32
"607","2020-08-21",19.889999
"608","2020-08-24",19.540001
"609","2020-08-25",19.780001
"610","2020-08-26",19.790001
"611","2020-08-27",19.559999
"612","2020-08-28",20.360001
"613","2020-08-31",20.790001
"614","2020-09-01",22.41
"615","2020-09-02",21.209999
"616","2020-09-03",19.450001
"617","2020-09-04",19.280001
"618","2020-09-08",19.459999
"619","2020-09-09",20
"620","2020-09-10",19.440001
"621","2020-09-11",18.700001
"622","2020-09-14",19.09
"623","2020-09-15",18.879999
"624","2020-09-16",19.059999
"625","2020-09-17",18.92
"626","2020-09-18",18.93
"627","2020-09-21",18.77
"628","2020-09-22",18.76
"629","2020-09-23",18.549999
"630","2020-09-24",18.559999
"631","2020-09-25",18.940001
"632","2020-09-28",18.51
"633","2020-09-29",18.360001
"634","2020-09-30",18.459999
"635","2020-10-01",18.379999
"636","2020-10-02",18.66
"637","2020-10-05",20.08
"638","2020-10-06",21.25
"639","2020-10-07",21.200001
"640","2020-10-08",21.15
"641","2020-10-09",21.42
"642","2020-10-12",22.450001
"643","2020-10-13",22.459999
"644","2020-10-14",22.41
"645","2020-10-15",22.530001
"646","2020-10-16",22.889999
"647","2020-10-19",22.23
"648","2020-10-20",22.59
"649","2020-10-21",22.530001
"650","2020-10-22",22.530001
"651","2020-10-23",22.83
"652","2020-10-26",22.450001
"653","2020-10-27",22.25
"654","2020-10-28",21.27
"655","2020-10-29",20.58
"656","2020-10-30",20.799999
"657","2020-11-02",21.620001
"658","2020-11-03",21.74
"659","2020-11-04",22.139999
"660","2020-11-05",22.200001
"661","2020-11-06",22.49
"662","2020-11-09",23.530001
"663","2020-11-10",24.08
"664","2020-11-11",24.129999
"665","2020-11-12",22.85
"666","2020-11-13",22.200001
"667","2020-11-16",22.5
"668","2020-11-17",22.5
"669","2020-11-18",22.5
"670","2020-11-19",22.610001
"671","2020-11-20",22.43
"672","2020-11-23",22.299999
"673","2020-11-24",23.02
"674","2020-11-25",22.92
"675","2020-11-27",23.68
