"","date","ARPO"
"276","2019-03-25",1.12
"277","2019-03-26",0.99
"278","2019-03-27",0.99
"279","2019-03-28",0.962
"280","2019-03-29",0.901
"281","2019-04-01",0.98
"282","2019-04-02",1
"283","2019-04-03",1
"284","2019-04-04",1
"285","2019-04-05",1.03
"286","2019-04-08",1.03
"287","2019-04-09",1.02
"288","2019-04-10",1.13
"289","2019-04-11",1.06
"290","2019-04-12",1.04
"291","2019-04-15",0.978
"292","2019-04-16",1.01
"293","2019-04-17",0.97
"294","2019-04-18",0.983
"295","2019-04-22",0.99
"296","2019-04-23",1.05
"297","2019-04-24",1.03
"298","2019-04-25",1.04
"299","2019-04-26",1.052
"300","2019-04-29",1.03
"301","2019-04-30",1.04
"302","2019-05-01",1.02
"303","2019-05-02",1.03
"304","2019-05-03",1.04
"305","2019-05-06",1.06
"306","2019-05-07",1.05
"307","2019-05-08",1.06
"308","2019-05-09",1.03
"309","2019-05-10",1.05
"310","2019-05-13",1.04
"311","2019-05-14",1.04
"312","2019-05-15",1.05
"313","2019-05-16",1.03
"314","2019-05-17",1.01
"315","2019-05-20",0.999
"316","2019-05-21",1
"317","2019-05-22",1.03
"318","2019-05-23",1.11
"319","2019-05-24",1.075
"320","2019-05-28",1.04
"321","2019-05-29",1.05
"322","2019-05-30",1.08
"323","2019-05-31",1.05
"324","2019-06-03",1.04
"325","2019-06-04",1.04
"326","2019-06-05",1
"327","2019-06-06",1
"328","2019-06-07",1
"329","2019-06-10",0.98
"330","2019-06-11",0.991
"331","2019-06-12",0.975
"332","2019-06-13",0.98
"333","2019-06-14",0.97
"334","2019-06-17",0.965
"335","2019-06-18",0.964
"336","2019-06-19",0.96
"337","2019-06-20",0.975
"338","2019-06-21",0.94
"339","2019-06-24",0.93
"340","2019-06-25",0.88
"341","2019-06-26",0.88
"342","2019-06-27",0.898
"343","2019-06-28",0.91
"344","2019-07-01",0.871
"345","2019-07-02",0.892
"346","2019-07-03",0.9
"347","2019-07-05",0.9
"348","2019-07-08",0.863
"349","2019-07-09",0.82
"350","2019-07-10",0.801
"351","2019-07-11",0.81
"352","2019-07-12",0.82
"353","2019-07-15",0.846
"354","2019-07-16",0.83
"355","2019-07-17",0.81
"356","2019-07-18",0.83
"357","2019-07-19",0.815
"358","2019-07-22",0.793
"359","2019-07-23",0.807
"360","2019-07-24",0.794
"361","2019-07-25",0.81
"362","2019-07-26",0.78
"363","2019-07-29",0.782
"364","2019-07-30",0.77
"365","2019-07-31",0.795
"366","2019-08-01",0.74
"367","2019-08-02",0.755
"368","2019-08-05",0.738
"369","2019-08-06",0.688
"370","2019-08-07",0.695
"371","2019-08-08",0.689
"372","2019-08-09",0.682
"373","2019-08-12",0.685
"374","2019-08-13",0.682
"375","2019-08-14",0.649
"376","2019-08-15",0.62
"377","2019-08-16",0.63
"378","2019-08-19",0.64
"379","2019-08-20",0.66
"380","2019-08-21",0.65
"381","2019-08-22",0.673
"382","2019-08-23",0.67
"383","2019-08-26",0.678
"384","2019-08-27",0.7
"385","2019-08-28",0.74
"386","2019-08-29",0.698
"387","2019-08-30",0.73
"388","2019-09-03",0.73
"389","2019-09-04",0.685
"390","2019-09-05",0.694
"391","2019-09-06",0.701
"392","2019-09-09",0.71
"393","2019-09-10",0.7
"394","2019-09-11",0.7
"395","2019-09-12",0.7
"396","2019-09-13",0.69
"397","2019-09-16",0.7
"398","2019-09-17",0.69
"399","2019-09-18",0.71
"400","2019-09-19",0.7
"401","2019-09-20",0.72
"402","2019-09-23",0.729
"403","2019-09-24",0.724
"404","2019-09-25",0.72
"405","2019-09-26",0.72
"406","2019-09-27",0.65
"407","2019-09-30",0.68
"408","2019-10-01",0.676
"409","2019-10-02",0.646
"410","2019-10-03",0.653
"411","2019-10-04",0.65
"412","2019-10-07",0.64
"413","2019-10-08",0.618
"414","2019-10-09",0.611
"415","2019-10-10",0.562
"416","2019-10-11",0.493
"417","2019-10-14",0.486
"418","2019-10-15",0.492
"419","2019-10-16",0.51
"420","2019-10-17",0.501
"421","2019-10-18",0.462
"422","2019-10-21",0.532
"423","2019-10-22",0.505
"424","2019-10-23",0.53
"425","2019-10-24",0.515
"426","2019-10-25",0.53
"427","2019-10-28",0.509
"428","2019-10-29",0.528
"429","2019-10-30",0.52
"430","2019-10-31",0.53
"431","2019-11-01",0.559
"432","2019-11-04",0.559
"433","2019-11-05",0.54
"434","2019-11-06",0.555
"435","2019-11-07",0.54
"436","2019-11-08",0.54
"437","2019-11-11",0.55
"438","2019-11-12",0.535
"439","2019-11-13",0.487
"440","2019-11-14",0.514
"441","2019-11-15",0.535
"442","2019-11-18",0.509
"443","2019-11-19",0.515
"444","2019-11-20",0.52
"445","2019-11-21",0.518
"446","2019-11-22",0.533
"447","2019-11-25",0.531
"448","2019-11-26",0.538
"449","2019-11-27",0.575
"450","2019-11-29",0.619
"451","2019-12-02",0.628
"452","2019-12-03",0.613
"453","2019-12-04",0.6
"454","2019-12-05",0.59
"455","2019-12-06",0.56
"456","2019-12-09",0.549
"457","2019-12-10",0.559
"458","2019-12-11",0.568
"459","2019-12-12",0.57
"460","2019-12-13",0.57
"461","2019-12-16",0.568
"462","2019-12-17",0.563
"463","2019-12-18",0.57
"464","2019-12-19",0.574
"465","2019-12-20",0.564
"466","2019-12-23",0.553
"467","2019-12-24",0.538
"468","2019-12-26",0.56
"469","2019-12-27",0.58
"470","2019-12-30",0.6
"471","2019-12-31",0.624
"472","2020-01-02",0.64
"473","2020-01-03",0.64
"474","2020-01-06",0.648
"475","2020-01-07",0.663
"476","2020-01-08",0.617
"477","2020-01-09",0.633
"478","2020-01-10",0.617
"479","2020-01-13",0.606
"480","2020-01-14",0.605
"481","2020-01-15",0.617
"482","2020-01-16",0.617
"483","2020-01-17",0.615
"484","2020-01-21",0.622
"485","2020-01-22",0.627
"486","2020-01-23",0.629
"487","2020-01-24",0.658
"488","2020-01-27",0.65
"489","2020-01-28",0.66
"490","2020-01-29",0.672
"491","2020-01-30",0.65
"492","2020-01-31",0.67
"493","2020-02-03",0.675
"494","2020-02-04",0.694
"495","2020-02-05",0.705
"496","2020-02-06",0.71
"497","2020-02-07",0.68
"498","2020-02-10",0.64
"499","2020-02-11",0.641
"500","2020-02-12",0.65
"501","2020-02-13",0.65
"502","2020-02-14",0.654
"503","2020-02-18",0.685
"504","2020-02-19",0.677
"505","2020-02-20",0.693
"506","2020-02-21",0.695
"507","2020-02-24",0.68
"508","2020-02-25",0.654
"509","2020-02-26",0.65
"510","2020-02-27",0.641
"511","2020-02-28",0.646
"512","2020-03-02",0.641
"513","2020-03-03",0.639
"514","2020-03-04",0.663
"515","2020-03-05",0.66
"516","2020-03-06",0.635
"517","2020-03-09",0.592
"518","2020-03-10",0.59
"519","2020-03-11",0.54
"520","2020-03-12",0.525
"521","2020-03-13",0.56
"522","2020-03-16",0.52
"523","2020-03-17",0.527
"524","2020-03-18",0.45
"525","2020-03-19",0.45
"526","2020-03-20",0.461
"527","2020-03-23",0.483
"528","2020-03-24",0.5
"529","2020-03-25",0.503
"530","2020-03-26",0.519
"531","2020-03-27",0.52
"532","2020-03-30",0.5
"533","2020-03-31",0.55
"534","2020-04-01",0.549
"535","2020-04-02",0.534
"536","2020-04-03",0.53
"537","2020-04-06",0.541
"538","2020-04-07",0.55
"539","2020-04-08",0.546
"540","2020-04-09",0.55
"541","2020-04-13",0.564
"542","2020-04-14",0.57
"543","2020-04-15",0.525
"544","2020-04-16",0.6
"545","2020-04-17",0.577
"546","2020-04-20",0.68
"547","2020-04-21",0.716
"548","2020-04-22",0.72
"549","2020-04-23",0.65
"550","2020-04-24",0.74
"551","2020-04-27",0.811
"552","2020-04-28",0.752
"553","2020-04-29",0.72
"554","2020-04-30",0.67
"555","2020-05-01",0.611
"556","2020-05-04",0.64
"557","2020-05-05",0.62
"558","2020-05-06",0.631
"559","2020-05-07",0.643
"560","2020-05-08",0.63
"561","2020-05-11",0.611
"562","2020-05-12",0.623
"563","2020-05-13",0.78
"564","2020-05-14",0.728
"565","2020-05-15",0.73
"566","2020-05-18",0.76
"567","2020-05-19",0.77
"568","2020-05-20",0.778
"569","2020-05-21",0.8
"570","2020-05-22",0.78
"571","2020-05-26",0.79
"572","2020-05-27",0.782
"573","2020-05-28",1.13
"574","2020-05-29",1.12
"575","2020-06-01",1.1
"576","2020-06-02",1.11
"577","2020-06-03",1.18
"578","2020-06-04",1.16
"579","2020-06-05",1.15
"580","2020-06-08",1.25
"581","2020-06-09",1.24
"582","2020-06-10",1.22
"583","2020-06-11",1.17
"584","2020-06-12",1.26
"585","2020-06-15",1.31
"586","2020-06-16",1.32
"587","2020-06-17",1.26
"588","2020-06-18",1.24
"589","2020-06-19",1.25
"590","2020-06-22",1.19
"591","2020-06-23",1.24
"592","2020-06-24",1.22
"593","2020-06-25",1.28
"594","2020-06-26",1.24
"595","2020-06-29",1.26
"596","2020-06-30",1.25
"597","2020-07-01",1.28
"598","2020-07-02",1.26
"599","2020-07-06",1.28
"600","2020-07-07",1.29
"601","2020-07-08",1.31
"602","2020-07-09",1.32
"603","2020-07-10",1.26
"604","2020-07-13",1.2
"605","2020-07-14",1.265
"606","2020-07-15",1.34
"607","2020-07-16",1.39
"608","2020-07-17",1.37
"609","2020-07-20",1.37
"610","2020-07-21",1.4
"611","2020-07-22",1.45
"612","2020-07-23",1.48
"613","2020-07-24",1.48
"614","2020-07-27",1.53
"615","2020-07-28",1.34
"616","2020-07-29",1.32
"617","2020-07-30",1.28
"618","2020-07-31",1.25
"619","2020-08-03",1.29
"620","2020-08-04",1.32
"621","2020-08-05",1.51
"622","2020-08-06",1.42
"623","2020-08-07",1.59
"624","2020-08-10",1.6
"625","2020-08-11",1.56
"626","2020-08-12",1.53
"627","2020-08-13",1.83
"628","2020-08-14",1.6
"629","2020-08-17",1.66
"630","2020-08-18",1.62
"631","2020-08-19",1.63
"632","2020-08-20",1.59
"633","2020-08-21",1.54
"634","2020-08-24",1.45
"635","2020-08-25",1.5
"636","2020-08-26",1.48
"637","2020-08-27",1.38
"638","2020-08-28",1.33
"639","2020-08-31",1.365
"640","2020-09-01",1.29
"641","2020-09-02",1.29
"642","2020-09-03",1.24
"643","2020-09-04",1.22
"644","2020-09-08",1.24
"645","2020-09-09",1.27
"646","2020-09-10",1.23
"647","2020-09-11",1.21
"648","2020-09-14",1.18
"649","2020-09-15",1.24
"650","2020-09-16",1.35
"651","2020-09-17",1.55
"652","2020-09-18",1.5
"653","2020-09-21",1.51
"654","2020-09-22",1.41
"655","2020-09-23",1.52
"656","2020-09-24",1.42
"657","2020-09-25",1.41
"658","2020-09-28",1.44
"659","2020-09-29",1.485
"660","2020-09-30",1.5
"661","2020-10-01",1.51
"662","2020-10-02",1.46
"663","2020-10-05",1.49
"664","2020-10-06",1.41
"665","2020-10-07",1.39
"666","2020-10-08",1.42
"667","2020-10-09",1.4
"668","2020-10-12",1.4
"669","2020-10-13",1.47
"670","2020-10-14",1.39
"671","2020-10-15",1.36
"672","2020-10-16",1.36
"673","2020-10-19",1.36
"674","2020-10-20",1.34
"675","2020-10-21",1.29
"676","2020-10-22",1.33
"677","2020-10-23",1.34
"678","2020-10-26",1.28
"679","2020-10-27",1.3
"680","2020-10-28",1.3
"681","2020-10-29",1.34
"682","2020-10-30",1.34
"683","2020-11-02",1.25
"684","2020-11-03",1.27
"685","2020-11-04",1.31
"686","2020-11-05",1.26
"687","2020-11-06",1.3
"688","2020-11-09",1.38
"689","2020-11-10",1.27
"690","2020-11-11",1.35
"691","2020-11-12",1.39
"692","2020-11-13",1.68
"693","2020-11-16",1.85
"694","2020-11-17",1.83
"695","2020-11-18",1.77
"696","2020-11-19",1.65
"697","2020-11-20",1.57
"698","2020-11-23",1.63
"699","2020-11-24",1.53
"700","2020-11-25",1.56
"701","2020-11-27",1.62
