"","date","SAMA"
"93","2019-05-22",9.9
"94","2019-05-23",9.9
"95","2019-05-24",9.9
"96","2019-05-28",9.9
"97","2019-05-29",9.9
"98","2019-05-30",9.9
"99","2019-05-31",9.9
"100","2019-06-03",9.9
"101","2019-06-04",9.9
"102","2019-06-05",9.9
"103","2019-06-06",9.9
"104","2019-06-07",9.9
"105","2019-06-10",9.9
"106","2019-06-11",9.9
"107","2019-06-12",9.88
"108","2019-06-13",9.88
"109","2019-06-14",9.88
"110","2019-06-17",9.88
"111","2019-06-18",9.9
"112","2019-06-19",9.9
"113","2019-06-20",9.9
"114","2019-06-21",9.9
"115","2019-06-24",9.9
"116","2019-06-25",9.9
"117","2019-06-26",9.9
"118","2019-06-27",9.9
"119","2019-06-28",9.9
"120","2019-07-01",9.89
"121","2019-07-02",9.89
"122","2019-07-03",9.91
"123","2019-07-05",9.91
"124","2019-07-08",9.91
"125","2019-07-09",9.99
"126","2019-07-10",9.909
"127","2019-07-11",9.909
"128","2019-07-12",9.909
"129","2019-07-15",9.909
"130","2019-07-16",9.909
"131","2019-07-17",9.89
"132","2019-07-18",9.89
"133","2019-07-19",9.89
"134","2019-07-22",9.95
"135","2019-07-23",9.95
"136","2019-07-24",9.95
"137","2019-07-25",9.95
"138","2019-07-26",9.95
"139","2019-07-29",9.95
"140","2019-07-30",9.95
"141","2019-07-31",9.95
"142","2019-08-01",9.97
"143","2019-08-02",9.97
"144","2019-08-05",9.97
"145","2019-08-06",9.95
"146","2019-08-07",9.93
"147","2019-08-08",9.92
"148","2019-08-09",9.93
"149","2019-08-12",9.93
"150","2019-08-13",9.948
"151","2019-08-14",9.948
"152","2019-08-15",9.948
"153","2019-08-16",9.948
"154","2019-08-19",9.95
"155","2019-08-20",9.96
"156","2019-08-21",9.96
"157","2019-08-22",9.95
"158","2019-08-23",9.95
"159","2019-08-26",9.95
"160","2019-08-27",9.94
"161","2019-08-28",9.959
"162","2019-08-29",9.96
"163","2019-08-30",9.97
"164","2019-09-03",9.99
"165","2019-09-04",9.99
"166","2019-09-05",10
"167","2019-09-06",10
"168","2019-09-09",10
"169","2019-09-10",10
"170","2019-09-11",10
"171","2019-09-12",9.99
"172","2019-09-13",9.99
"173","2019-09-16",10
"174","2019-09-17",10
"175","2019-09-18",10
"176","2019-09-19",10
"177","2019-09-20",10
"178","2019-09-23",10.04
"179","2019-09-24",10.04
"180","2019-09-25",10.04
"181","2019-09-26",10.04
"182","2019-09-27",10.04
"183","2019-09-30",10.04
"184","2019-10-01",10.04
"185","2019-10-02",10.04
"186","2019-10-03",10.04
"187","2019-10-04",10.04
"188","2019-10-07",10.04
"189","2019-10-08",10.04
"190","2019-10-09",10.04
"191","2019-10-10",10.04
"192","2019-10-11",10.04
"193","2019-10-14",10.02
"194","2019-10-15",10.03
"195","2019-10-16",10.05
"196","2019-10-17",10.05
"197","2019-10-18",10.05
"198","2019-10-21",10.05
"199","2019-10-22",10.05
"200","2019-10-23",10.05
"201","2019-10-24",10.04
"202","2019-10-25",10.04
"203","2019-10-28",10.04
"204","2019-10-29",10.04
"205","2019-10-30",10.05
"206","2019-10-31",10.05
"207","2019-11-01",10.02
"208","2019-11-04",10.02
"209","2019-11-05",10.02
"210","2019-11-06",10.02
"211","2019-11-07",10.05
"212","2019-11-08",10.03
"213","2019-11-11",10.01
"214","2019-11-12",10.01
"215","2019-11-13",10.01
"216","2019-11-14",10.01
"217","2019-11-15",10.01
"218","2019-11-18",10.01
"219","2019-11-19",10.04
"220","2019-11-20",10.04
"221","2019-11-21",10.04
"222","2019-11-22",10.04
"223","2019-11-25",10.04
"224","2019-11-26",10.04
"225","2019-11-27",10.04
"226","2019-11-29",10.08
"227","2019-12-02",10.08
"228","2019-12-03",10.08
"229","2019-12-04",10.08
"230","2019-12-05",10.1
"231","2019-12-06",10.1
"232","2019-12-09",10.1
"233","2019-12-10",10.09
"234","2019-12-11",10.09
"235","2019-12-12",10.1
"236","2019-12-13",10.11
"237","2019-12-16",10.11
"238","2019-12-17",10.09
"239","2019-12-18",10.12
"240","2019-12-19",10.12
"241","2019-12-20",10.13
"242","2019-12-23",10.13
"243","2019-12-24",10.13
"244","2019-12-26",10.13
"245","2019-12-27",10.11
"246","2019-12-30",10.11
"247","2019-12-31",10.11
"248","2020-01-02",10.13
"249","2020-01-03",10.13
"250","2020-01-06",10.13
"251","2020-01-07",10.13
"252","2020-01-08",10.13
"253","2020-01-09",10.141
"254","2020-01-10",10.141
"255","2020-01-13",10.141
"256","2020-01-14",10.141
"257","2020-01-15",10.141
"258","2020-01-16",10.141
"259","2020-01-17",10.141
"260","2020-01-21",10.141
"261","2020-01-22",10.15
"262","2020-01-23",10.15
"263","2020-01-24",10.15
"264","2020-01-27",10.15
"265","2020-01-28",10.15
"266","2020-01-29",10.15
"267","2020-01-30",10.15
"268","2020-01-31",10.15
"269","2020-02-03",10.15
"270","2020-02-04",10.13
"271","2020-02-05",10.13
"272","2020-02-06",10.13
"273","2020-02-07",10.13
"274","2020-02-10",10.13
"275","2020-02-11",10.13
"276","2020-02-12",10.13
"277","2020-02-13",10.13
"278","2020-02-14",10.13
"279","2020-02-18",10.14
"280","2020-02-19",10.14
"281","2020-02-20",10.31
"282","2020-02-21",10.26
"283","2020-02-24",10.14
"284","2020-02-25",10.13
"285","2020-02-26",10.13
"286","2020-02-27",10.13
"287","2020-02-28",10.13
"288","2020-03-02",10.15
"289","2020-03-03",10.19
"290","2020-03-04",10.15
"291","2020-03-05",10.15
"292","2020-03-06",10.13
"293","2020-03-09",10.09
"294","2020-03-10",10.1
"295","2020-03-11",10.13
"296","2020-03-12",10.13
"297","2020-03-13",10.065
"298","2020-03-16",10.065
"299","2020-03-17",10
"300","2020-03-18",9.85
"301","2020-03-19",9.91
"302","2020-03-20",9.91
"303","2020-03-23",9.98
"304","2020-03-24",9.98
"305","2020-03-25",10.04
"306","2020-03-26",10.1
"307","2020-03-27",10.1
"308","2020-03-30",10.1
"309","2020-03-31",10.12
"310","2020-04-01",10.12
"311","2020-04-02",10.125
"312","2020-04-03",10.12
"313","2020-04-06",10.12
"314","2020-04-07",10.14
"315","2020-04-08",10.16
"316","2020-04-09",10.14
"317","2020-04-13",10.14
"318","2020-04-14",10.2
"319","2020-04-15",10.16
"320","2020-04-16",10.16
"321","2020-04-17",10.19
"322","2020-04-20",10.19
"323","2020-04-21",10.19
"324","2020-04-22",10.153
"325","2020-04-23",10.153
"326","2020-04-24",10.14
"327","2020-04-27",10.15
"328","2020-04-28",10.14
"329","2020-04-29",10.14
"330","2020-04-30",10.16
"331","2020-05-01",10.16
"332","2020-05-04",10.16
"333","2020-05-05",10.16
"334","2020-05-06",10.16
"335","2020-05-07",10.19
"336","2020-05-08",10.19
"337","2020-05-11",10.19
"338","2020-05-12",10.19
"339","2020-05-13",10.19
"340","2020-05-14",10.19
"341","2020-05-15",10.19
"342","2020-05-18",10.19
"343","2020-05-19",10.21
"344","2020-05-20",10.21
"345","2020-05-21",10.22
"346","2020-05-22",10.22
"347","2020-05-26",10.22
"348","2020-05-27",10.2
"349","2020-05-28",10.21
"350","2020-05-29",10.19
"351","2020-06-01",10.68
"352","2020-06-02",10.56
"353","2020-06-03",10.53
"354","2020-06-04",10.5
"355","2020-06-05",10.55
"356","2020-06-08",10.4
"357","2020-06-09",10.34
"358","2020-06-10",10.52
"359","2020-06-11",10.25
"360","2020-06-12",10.39
"361","2020-06-15",10.39
"362","2020-06-16",10.32
"363","2020-06-17",10.51
"364","2020-06-18",10.6
"365","2020-06-19",10.42
"366","2020-06-22",10.265
"367","2020-06-23",10.34
"368","2020-06-24",10.29
"369","2020-06-25",10.24
"370","2020-06-26",10.3
"371","2020-06-29",10.25
"372","2020-06-30",10.23
"373","2020-07-01",10.32
"374","2020-07-02",10.38
"375","2020-07-06",10.4
"376","2020-07-07",10.41
"377","2020-07-08",10.42
"378","2020-07-09",10.44
"379","2020-07-10",10.5
"380","2020-07-13",10.466
"381","2020-07-14",10.5
"382","2020-07-15",10.41
"383","2020-07-16",10.42
"384","2020-07-17",10.39
"385","2020-07-20",10.35
"386","2020-07-21",10.4
"387","2020-07-22",10.4
"388","2020-07-23",10.36
"389","2020-07-24",10.38
"390","2020-07-27",10.22
"391","2020-07-28",10.2
"392","2020-07-29",10.21
"393","2020-07-30",10.2
"394","2020-07-31",10.18
"395","2020-08-03",10.19
"396","2020-08-04",10.2
"397","2020-08-05",10.189
"398","2020-08-06",10.165
"399","2020-08-07",10.18
"400","2020-08-10",10.17
"401","2020-08-11",10.21
"402","2020-08-12",10.2
"403","2020-08-13",10.16
"404","2020-08-14",10.21
"405","2020-08-17",10.21
"406","2020-08-18",10.15
"407","2020-08-19",10.18
"408","2020-08-20",10.166
"409","2020-08-21",10.16
"410","2020-08-24",10.17
"411","2020-08-25",10.18
"412","2020-08-26",10.15
"413","2020-08-27",10.175
"414","2020-08-28",10.14
"415","2020-08-31",10.13
"416","2020-09-01",10.17
"417","2020-09-02",10.195
"418","2020-09-03",10.21
"419","2020-09-04",10.2
"420","2020-09-08",10.185
"421","2020-09-09",10.18
"422","2020-09-10",10.18
"423","2020-09-11",10.19
"424","2020-09-14",10.19
"425","2020-09-15",10.19
"426","2020-09-16",10.19
"427","2020-09-17",10.17
"428","2020-09-18",10.18
"429","2020-09-21",10.2
"430","2020-09-22",10.17
"431","2020-09-23",10.18
"432","2020-09-24",10.18
"433","2020-09-25",10.21
"434","2020-09-28",10.215
"435","2020-09-29",10.23
"436","2020-09-30",10.18
"437","2020-10-01",10.17
"438","2020-10-02",10.15
"439","2020-10-05",10.14
"440","2020-10-06",10.2
"441","2020-10-07",10.15
"442","2020-10-08",10.2
"443","2020-10-09",10.167
"444","2020-10-12",10.16
"445","2020-10-13",10.145
"446","2020-10-14",10.24
"447","2020-10-15",10.2
"448","2020-10-16",10.2
"449","2020-10-19",10.19
"450","2020-10-20",10.16
"451","2020-10-21",10.17
"452","2020-10-22",10.16
"453","2020-10-23",10.16
"454","2020-10-26",10.15
"455","2020-10-27",10.15
"456","2020-10-28",10.15
"457","2020-10-29",10.15
"458","2020-10-30",10.15
"459","2020-11-02",10.15
"460","2020-11-03",10.16
"461","2020-11-04",10.15
"462","2020-11-05",10.15
"463","2020-11-06",10.2
"464","2020-11-09",10.21
"465","2020-11-10",10.18
"466","2020-11-11",10.19
"467","2020-11-12",10.18
"468","2020-11-13",10.22
"469","2020-11-16",10.2
"470","2020-11-17",10.22
"471","2020-11-18",10.18
"472","2020-11-19",10.19
"473","2020-11-20",10.18
"474","2020-11-23",10.19
"475","2020-11-24",10.5
"476","2020-11-25",10.46
"477","2020-11-27",10.41
