"","date","KDMN"
"1001","2020-07-17",4.07
"1002","2020-07-20",4.14
"1003","2020-07-21",4.05
"1004","2020-07-22",3.95
"1005","2020-07-23",3.85
"1006","2020-07-24",3.74
"1007","2020-07-27",3.78
"1008","2020-07-28",3.73
"1009","2020-07-29",3.57
"1010","2020-07-30",3.7
"1011","2020-07-31",3.66
"1012","2020-08-03",3.92
"1013","2020-08-04",3.7
"1014","2020-08-05",3.7
"1015","2020-08-06",3.82
"1016","2020-08-07",4.25
"1017","2020-08-10",4.17
"1018","2020-08-11",4.09
"1019","2020-08-12",4.15
"1020","2020-08-13",4.17
"1021","2020-08-14",4.13
"1022","2020-08-17",4.39
"1023","2020-08-18",4.3
"1024","2020-08-19",4.33
"1025","2020-08-20",4.42
"1026","2020-08-21",4.35
"1027","2020-08-24",4.34
"1028","2020-08-25",4.67
"1029","2020-08-26",4.63
"1030","2020-08-27",4.62
"1031","2020-08-28",4.71
"1032","2020-08-31",5
"1033","2020-09-01",4.58
"1034","2020-09-02",4.49
"1035","2020-09-03",4.26
"1036","2020-09-04",4.15
"1037","2020-09-08",4.01
"1038","2020-09-09",4.25
"1039","2020-09-10",4.27
"1040","2020-09-11",4.2
"1041","2020-09-14",4.4
"1042","2020-09-15",4.36
"1043","2020-09-16",4.51
"1044","2020-09-17",4.5
"1045","2020-09-18",4.5
"1046","2020-09-21",4.28
"1047","2020-09-22",4.24
"1048","2020-09-23",3.85
"1049","2020-09-24",3.79
"1050","2020-09-25",3.8
"1051","2020-09-28",3.76
"1052","2020-09-29",3.72
"1053","2020-09-30",3.92
"1054","2020-10-01",4.06
"1055","2020-10-02",3.94
"1056","2020-10-05",4.1
"1057","2020-10-06",4.03
"1058","2020-10-07",4.06
"1059","2020-10-08",4.08
"1060","2020-10-09",4.14
"1061","2020-10-12",3.94
"1062","2020-10-13",3.99
"1063","2020-10-14",4.03
"1064","2020-10-15",4.12
"1065","2020-10-16",4
"1066","2020-10-19",3.9
"1067","2020-10-20",3.71
"1068","2020-10-21",3.42
"1069","2020-10-22",3.5
"1070","2020-10-23",3.53
"1071","2020-10-26",3.395
"1072","2020-10-27",3.48
"1073","2020-10-28",3.355
"1074","2020-10-29",3.41
"1075","2020-10-30",3.4
"1076","2020-11-02",3.325
"1077","2020-11-03",3.54
"1078","2020-11-04",3.5
"1079","2020-11-05",3.47
"1080","2020-11-06",3.19
"1081","2020-11-09",3.365
"1082","2020-11-10",3.32
"1083","2020-11-11",3.62
"1084","2020-11-12",3.49
"1085","2020-11-13",3.46
"1086","2020-11-16",3.49
"1087","2020-11-17",3.83
"1088","2020-11-18",3.75
"1089","2020-11-19",3.9
"1090","2020-11-20",4.26
"1091","2020-11-23",4.04
"1092","2020-11-24",4
"1093","2020-11-25",4.06
"1094","2020-11-27",4.12
