"","date","MYOV"
"992","2020-10-06",14.62
"993","2020-10-07",14.89
"994","2020-10-08",15.18
"995","2020-10-09",15.41
"996","2020-10-12",15.5
"997","2020-10-13",16.24
"998","2020-10-14",15.93
"999","2020-10-15",16.219999
"1000","2020-10-16",16.58
"1001","2020-10-19",15.95
"1002","2020-10-20",15.28
"1003","2020-10-21",14.93
"1004","2020-10-22",15.46
"1005","2020-10-23",15.82
"1006","2020-10-26",15.24
"1007","2020-10-27",15.36
"1008","2020-10-28",14.65
"1009","2020-10-29",14.88
"1010","2020-10-30",13.8
"1011","2020-11-02",14.08
"1012","2020-11-03",14.48
"1013","2020-11-04",15.4
"1014","2020-11-05",15.42
"1015","2020-11-06",14.59
"1016","2020-11-09",15.42
"1017","2020-11-10",15.7
"1018","2020-11-11",16.59
"1019","2020-11-12",17.120001
"1020","2020-11-13",19.76
"1021","2020-11-16",19.059999
"1022","2020-11-17",20.34
"1023","2020-11-18",19.370001
"1024","2020-11-19",19.25
"1025","2020-11-20",20.02
"1026","2020-11-23",21.059999
"1027","2020-11-24",21.459999
"1028","2020-11-25",21.85
"1029","2020-11-27",23.530001
