"","date","IMAB"
"109","2020-06-23",29.959999
"110","2020-06-24",30.02
"111","2020-06-25",30.950001
"112","2020-06-26",29.91
"113","2020-06-29",28.65
"114","2020-06-30",29.93
"115","2020-07-01",29.6
"116","2020-07-02",29.32
"117","2020-07-06",27.459999
"118","2020-07-07",29.450001
"119","2020-07-08",29.32
"120","2020-07-09",28.709999
"121","2020-07-10",29.5
"122","2020-07-13",33.310001
"123","2020-07-14",31.299999
"124","2020-07-15",32.639999
"125","2020-07-16",31.02
"126","2020-07-17",32.990002
"127","2020-07-20",28.549999
"128","2020-07-21",31.209999
"129","2020-07-22",29.98
"130","2020-07-23",29.93
"131","2020-07-24",28.24
"132","2020-07-27",29.799999
"133","2020-07-28",30.51
"134","2020-07-29",30.200001
"135","2020-07-30",29.379999
"136","2020-07-31",31.950001
"137","2020-08-03",30.4
"138","2020-08-04",30.73
"139","2020-08-05",29.299999
"140","2020-08-06",29
"141","2020-08-07",30.08
"142","2020-08-10",29.5
"143","2020-08-11",29.24
"144","2020-08-12",29.35
"145","2020-08-13",29.98
"146","2020-08-14",29.9
"147","2020-08-17",29.290001
"148","2020-08-18",29.9
"149","2020-08-19",30.59
"150","2020-08-20",29.959999
"151","2020-08-21",29.5
"152","2020-08-24",30.299999
"153","2020-08-25",30.280001
"154","2020-08-26",30.190001
"155","2020-08-27",31.24
"156","2020-08-28",31
"157","2020-08-31",39.439999
"158","2020-09-01",35
"159","2020-09-02",35.599998
"160","2020-09-03",35.77
"161","2020-09-04",37.07
"162","2020-09-08",39.099998
"163","2020-09-09",39.080002
"164","2020-09-10",38
"165","2020-09-11",37.549999
"166","2020-09-14",39.5
"167","2020-09-15",38
"168","2020-09-16",36.799999
"169","2020-09-17",37.779999
"170","2020-09-18",36.66
"171","2020-09-21",37.32
"172","2020-09-22",39.5
"173","2020-09-23",41.900002
"174","2020-09-24",39.169998
"175","2020-09-25",38.220001
"176","2020-09-28",39
"177","2020-09-29",38.380001
"178","2020-09-30",47.029999
"179","2020-10-01",42.889999
"180","2020-10-02",41.32
"181","2020-10-05",39.98
"182","2020-10-06",38.759998
"183","2020-10-07",39.75
"184","2020-10-08",39.799999
"185","2020-10-09",39.599998
"186","2020-10-12",40.110001
"187","2020-10-13",40.889999
"188","2020-10-14",40.779999
"189","2020-10-15",40.849998
"190","2020-10-16",40.650002
"191","2020-10-19",40.689999
"192","2020-10-20",40.630001
"193","2020-10-21",40.77
"194","2020-10-22",40.310001
"195","2020-10-23",40.669998
"196","2020-10-26",41.189999
"197","2020-10-27",41.16
"198","2020-10-28",40.959999
"199","2020-10-29",40.82
"200","2020-10-30",41.169998
"201","2020-11-02",39.93
"202","2020-11-03",40.049999
"203","2020-11-04",37.27
"204","2020-11-05",36.610001
"205","2020-11-06",35.689999
"206","2020-11-09",32.939999
"207","2020-11-10",34.080002
"208","2020-11-11",34.880001
"209","2020-11-12",34.389999
"210","2020-11-13",37.02
"211","2020-11-16",37.23
"212","2020-11-17",37.810001
"213","2020-11-18",37.84
"214","2020-11-19",40.279999
"215","2020-11-20",40.860001
"216","2020-11-23",40.259998
"217","2020-11-24",37.16
"218","2020-11-25",37
"219","2020-11-27",37.279999
