"","date","DSSI"
"135","2019-10-08",15.07
"136","2019-10-09",15.01
"137","2019-10-10",14.59
"138","2019-10-11",15.33
"139","2019-10-14",16
"140","2019-10-15",15.43
"141","2019-10-16",15.36
"142","2019-10-17",15.63
"143","2019-10-18",15.29
"144","2019-10-21",14.93
"145","2019-10-22",15.05
"146","2019-10-23",15.56
"147","2019-10-24",15.56
"148","2019-10-25",15.68
"149","2019-10-28",15.59
"150","2019-10-29",15.16
"151","2019-10-30",15.55
"152","2019-10-31",14.6
"153","2019-11-01",15.44
"154","2019-11-04",15.37
"155","2019-11-05",14.6
"156","2019-11-06",14.46
"157","2019-11-07",13.79
"158","2019-11-08",14.66
"159","2019-11-11",15
"160","2019-11-12",15.54
"161","2019-11-13",14.56
"162","2019-11-14",14.97
"163","2019-11-15",15.51
"164","2019-11-18",14.85
"165","2019-11-19",14.94
"166","2019-11-20",15.28
"167","2019-11-21",14.28
"168","2019-11-22",14.12
"169","2019-11-25",14.44
"170","2019-11-26",14.44
"171","2019-11-27",14.47
"172","2019-11-29",14.43
"173","2019-12-02",14.14
"174","2019-12-03",13.89
"175","2019-12-04",14.24
"176","2019-12-05",14.47
"177","2019-12-06",14.87
"178","2019-12-09",15
"179","2019-12-10",15.29
"180","2019-12-11",15.22
"181","2019-12-12",15.23
"182","2019-12-13",14.99
"183","2019-12-16",15.34
"184","2019-12-17",15.26
"185","2019-12-18",15.37
"186","2019-12-19",16.01
"187","2019-12-20",15.67
"188","2019-12-23",16.889999
"189","2019-12-24",16.790001
"190","2019-12-26",17.059999
"191","2019-12-27",16.43
"192","2019-12-30",16.809999
"193","2019-12-31",16.74
"194","2020-01-02",16.860001
"195","2020-01-03",16.66
"196","2020-01-06",16.620001
"197","2020-01-07",16.74
"198","2020-01-08",15.95
"199","2020-01-09",16.35
"200","2020-01-10",15.2
"201","2020-01-13",15.17
"202","2020-01-14",14.6
"203","2020-01-15",13.97
"204","2020-01-16",13.68
"205","2020-01-17",13.73
"206","2020-01-21",13.41
"207","2020-01-22",13.15
"208","2020-01-23",12.67
"209","2020-01-24",12.08
"210","2020-01-27",11.85
"211","2020-01-28",11.62
"212","2020-01-29",11.88
"213","2020-01-30",11.59
"214","2020-01-31",11.08
"215","2020-02-03",11.08
"216","2020-02-04",11.08
"217","2020-02-05",11.54
"218","2020-02-06",10.91
"219","2020-02-07",10.27
"220","2020-02-10",10.45
"221","2020-02-11",11.02
"222","2020-02-12",11.28
"223","2020-02-13",10.91
"224","2020-02-14",10.53
"225","2020-02-18",10.47
"226","2020-02-19",10.67
"227","2020-02-20",10.42
"228","2020-02-21",10.16
"229","2020-02-24",9.53
"230","2020-02-25",9.37
"231","2020-02-26",9.4
"232","2020-02-27",9.8
"233","2020-02-28",10.3
"234","2020-03-02",10.79
"235","2020-03-03",10.18
"236","2020-03-04",10.33
"237","2020-03-05",9.61
"238","2020-03-06",10.09
"239","2020-03-09",10.36
"240","2020-03-10",11.61
"241","2020-03-11",10.83
"242","2020-03-12",10.34
"243","2020-03-13",12.34
"244","2020-03-16",10.18
"245","2020-03-17",10.41
"246","2020-03-18",9.11
"247","2020-03-19",9.27
"248","2020-03-20",9.6
"249","2020-03-23",9.79
"250","2020-03-24",10.53
"251","2020-03-25",10.15
"252","2020-03-26",11.06
"253","2020-03-27",11.4
"254","2020-03-30",12
"255","2020-03-31",11.81
"256","2020-04-01",11.41
"257","2020-04-02",9.83
"258","2020-04-03",9.15
"259","2020-04-06",9.65
"260","2020-04-07",9.21
"261","2020-04-08",9.46
"262","2020-04-09",10.39
"263","2020-04-13",10.27
"264","2020-04-14",10.58
"265","2020-04-15",10.38
"266","2020-04-16",10.8
"267","2020-04-17",11.25
"268","2020-04-20",13.02
"269","2020-04-21",13
"270","2020-04-22",13.77
"271","2020-04-23",13.87
"272","2020-04-24",13.93
"273","2020-04-27",14.55
"274","2020-04-28",14.42
"275","2020-04-29",13.14
"276","2020-04-30",12.41
"277","2020-05-01",12.22
"278","2020-05-04",13.73
"279","2020-05-05",12.03
"280","2020-05-06",10.88
"281","2020-05-07",11.57
"282","2020-05-08",11.38
"283","2020-05-11",10.59
"284","2020-05-12",10.29
"285","2020-05-13",10.4
"286","2020-05-14",9.83
"287","2020-05-15",9.67
"288","2020-05-18",9.96
"289","2020-05-19",9.89
"290","2020-05-20",10.11
"291","2020-05-21",10.04
"292","2020-05-22",10.01
"293","2020-05-26",10.33
"294","2020-05-27",11.08
"295","2020-05-28",10.67
"296","2020-05-29",10.95
"297","2020-06-01",10.79
"298","2020-06-02",10.33
"299","2020-06-03",10.21
"300","2020-06-04",9.86
"301","2020-06-05",10.2
"302","2020-06-08",11.19
"303","2020-06-09",10.97
"304","2020-06-10",10.23
"305","2020-06-11",9.41
"306","2020-06-12",9.19
"307","2020-06-15",9.35
"308","2020-06-16",9.16
"309","2020-06-17",8.73
"310","2020-06-18",8.88
"311","2020-06-19",8.82
"312","2020-06-22",8.45
"313","2020-06-23",8.58
"314","2020-06-24",8.29
"315","2020-06-25",8.11
"316","2020-06-26",7.9
"317","2020-06-29",8.31
"318","2020-06-30",7.99
"319","2020-07-01",8.43
"320","2020-07-02",7.9
"321","2020-07-06",8.55
"322","2020-07-07",8.14
"323","2020-07-08",8.34
"324","2020-07-09",7.96
"325","2020-07-10",8.42
"326","2020-07-13",8.16
"327","2020-07-14",8.3
"328","2020-07-15",8.4
"329","2020-07-16",8.12
"330","2020-07-17",8.22
"331","2020-07-20",8.25
"332","2020-07-21",8.22
"333","2020-07-22",8.23
"334","2020-07-23",8.46
"335","2020-07-24",8.55
"336","2020-07-27",8.51
"337","2020-07-28",8.63
"338","2020-07-29",9
"339","2020-07-30",8.8
"340","2020-07-31",8.78
"341","2020-08-03",8.61
"342","2020-08-04",8.84
"343","2020-08-05",8.26
"344","2020-08-06",8.16
"345","2020-08-07",8.17
"346","2020-08-10",8.06
"347","2020-08-11",8.37
"348","2020-08-12",8.7
"349","2020-08-13",8.62
"350","2020-08-14",9.01
"351","2020-08-17",8.88
"352","2020-08-18",8.5
"353","2020-08-19",8.31
"354","2020-08-20",8.34
"355","2020-08-21",8.21
"356","2020-08-24",8.3
"357","2020-08-25",8.49
"358","2020-08-26",8.18
"359","2020-08-27",7.77
"360","2020-08-28",8.13
"361","2020-08-31",8.19
"362","2020-09-01",7.81
"363","2020-09-02",7.5
"364","2020-09-03",7.47
"365","2020-09-04",7.63
"366","2020-09-08",7.92
"367","2020-09-09",8.07
"368","2020-09-10",8.24
"369","2020-09-11",8.47
"370","2020-09-14",8.38
"371","2020-09-15",8.09
"372","2020-09-16",8.06
"373","2020-09-17",7.84
"374","2020-09-18",7.76
"375","2020-09-21",7.34
"376","2020-09-22",7.06
"377","2020-09-23",6.8
"378","2020-09-24",6.72
"379","2020-09-25",6.69
"380","2020-09-28",6.68
"381","2020-09-29",6.73
"382","2020-09-30",6.87
"383","2020-10-01",7.09
"384","2020-10-02",7.24
"385","2020-10-05",7.41
"386","2020-10-06",7.19
"387","2020-10-07",7.14
"388","2020-10-08",7.41
"389","2020-10-09",7.24
"390","2020-10-12",6.99
"391","2020-10-13",6.89
"392","2020-10-14",6.92
"393","2020-10-15",6.85
"394","2020-10-16",6.8
"395","2020-10-19",6.6
"396","2020-10-20",6.58
"397","2020-10-21",6.46
"398","2020-10-22",6.38
"399","2020-10-23",6.06
"400","2020-10-26",6.02
"401","2020-10-27",5.85
"402","2020-10-28",5.61
"403","2020-10-29",5.7
"404","2020-10-30",5.66
"405","2020-11-02",6.01
"406","2020-11-03",5.82
"407","2020-11-04",5.6
"408","2020-11-05",5.87
"409","2020-11-06",5.61
"410","2020-11-09",6.33
"411","2020-11-10",6.53
"412","2020-11-11",6.47
"413","2020-11-12",5.86
"414","2020-11-13",6.11
"415","2020-11-16",6.23
"416","2020-11-17",6.22
"417","2020-11-18",6.33
"418","2020-11-19",6.62
"419","2020-11-20",6.89
"420","2020-11-23",7.23
"421","2020-11-24",7.24
"422","2020-11-25",7.34
"423","2020-11-27",7.43
