"","date","LOAC"
"122","2019-04-15",10.05
"123","2019-04-16",10.05
"124","2019-04-17",10.05
"125","2019-04-18",10.05
"126","2019-04-22",10.05
"127","2019-04-23",10.05
"128","2019-04-24",10.05
"129","2019-04-25",10.05
"130","2019-04-26",10.06
"131","2019-04-29",10.08
"132","2019-04-30",10.08
"133","2019-05-01",10.06
"134","2019-05-02",10.06
"135","2019-05-03",10.06
"136","2019-05-06",10.06
"137","2019-05-07",10.06
"138","2019-05-08",10.06
"139","2019-05-09",10.07
"140","2019-05-10",10.07
"141","2019-05-13",10.07
"142","2019-05-14",10.07
"143","2019-05-15",10.1
"144","2019-05-16",10.1
"145","2019-05-17",10.1
"146","2019-05-20",10.1
"147","2019-05-21",10.1
"148","2019-05-22",10.1
"149","2019-05-23",10.06
"150","2019-05-24",10.06
"151","2019-05-28",10.06
"152","2019-05-29",10.06
"153","2019-05-30",10.06
"154","2019-05-31",10.05
"155","2019-06-03",10.12
"156","2019-06-04",10.12
"157","2019-06-05",10.12
"158","2019-06-06",10.06
"159","2019-06-07",10.09
"160","2019-06-10",10.13
"161","2019-06-11",10.13
"162","2019-06-12",10.13
"163","2019-06-13",10.13
"164","2019-06-14",10.13
"165","2019-06-17",10.13
"166","2019-06-18",10.1
"167","2019-06-19",10.1
"168","2019-06-20",10.1
"169","2019-06-21",10.1
"170","2019-06-24",10.1
"171","2019-06-25",10.1
"172","2019-06-26",10.1
"173","2019-06-27",10.1
"174","2019-06-28",10.1
"175","2019-07-01",10.1
"176","2019-07-02",10.13
"177","2019-07-03",10.13
"178","2019-07-05",10.13
"179","2019-07-08",10.13
"180","2019-07-09",10.13
"181","2019-07-10",10.13
"182","2019-07-11",10.13
"183","2019-07-12",10.13
"184","2019-07-15",10.13
"185","2019-07-16",10.14
"186","2019-07-17",10.16
"187","2019-07-18",10.16
"188","2019-07-19",10.19
"189","2019-07-22",10.15
"190","2019-07-23",10.15
"191","2019-07-24",10.15
"192","2019-07-25",10.18
"193","2019-07-26",10.18
"194","2019-07-29",10.18
"195","2019-07-30",10.17
"196","2019-07-31",10.17
"197","2019-08-01",10.17
"198","2019-08-02",10.17
"199","2019-08-05",10.17
"200","2019-08-06",10.17
"201","2019-08-07",10.17
"202","2019-08-08",10.17
"203","2019-08-09",10.17
"204","2019-08-12",10.2
"205","2019-08-13",10.2
"206","2019-08-14",10.2
"207","2019-08-15",10.2
"208","2019-08-16",10.21
"209","2019-08-19",10.2
"210","2019-08-20",10.21
"211","2019-08-21",10.21
"212","2019-08-22",10.28
"213","2019-08-23",10.28
"214","2019-08-26",10.28
"215","2019-08-27",10.28
"216","2019-08-28",10.28
"217","2019-08-29",10.28
"218","2019-08-30",10.28
"219","2019-09-03",10.31
"220","2019-09-04",10.31
"221","2019-09-05",10.31
"222","2019-09-06",10.31
"223","2019-09-09",10.31
"224","2019-09-10",10.31
"225","2019-09-11",10.31
"226","2019-09-12",10.31
"227","2019-09-13",10.31
"228","2019-09-16",10.31
"229","2019-09-17",10.31
"230","2019-09-18",10.31
"231","2019-09-19",10.31
"232","2019-09-20",10.31
"233","2019-09-23",10.31
"234","2019-09-24",10.31
"235","2019-09-25",10.31
"236","2019-09-26",10.31
"237","2019-09-27",10.31
"238","2019-09-30",10.31
"239","2019-10-01",10.31
"240","2019-10-02",10.31
"241","2019-10-03",10.31
"242","2019-10-04",10.31
"243","2019-10-07",10.31
"244","2019-10-08",10.31
"245","2019-10-09",10.31
"246","2019-10-10",10.31
"247","2019-10-11",10.31
"248","2019-10-14",10.31
"249","2019-10-15",10.31
"250","2019-10-16",10.31
"251","2019-10-17",10.31
"252","2019-10-18",10.31
"253","2019-10-21",10.31
"254","2019-10-22",10.31
"255","2019-10-23",10.31
"256","2019-10-24",10.31
"257","2019-10-25",10.31
"258","2019-10-28",10.31
"259","2019-10-29",10.31
"260","2019-10-30",10.31
"261","2019-10-31",10.31
"262","2019-11-01",10.31
"263","2019-11-04",10.31
"264","2019-11-05",10.31
"265","2019-11-06",10.31
"266","2019-11-07",10.31
"267","2019-11-08",10.34
"268","2019-11-11",10.34
"269","2019-11-12",10.34
"270","2019-11-13",10.34
"271","2019-11-14",10.34
"272","2019-11-15",10.34
"273","2019-11-18",10.34
"274","2019-11-19",10.34
"275","2019-11-20",10.34
"276","2019-11-21",10.34
"277","2019-11-22",10.34
"278","2019-11-25",10.42
"279","2019-11-26",10.42
"280","2019-11-27",10.4
"281","2019-11-29",10.4
"282","2019-12-02",10.4
"283","2019-12-03",10.4
"284","2019-12-04",10.42
"285","2019-12-05",10.42
"286","2019-12-06",10.42
"287","2019-12-09",10.42
"288","2019-12-10",10.42
"289","2019-12-11",10.42
"290","2019-12-12",10.42
"291","2019-12-13",10.42
"292","2019-12-16",10.42
"293","2019-12-17",10.43
"294","2019-12-18",10.43
"295","2019-12-19",10.43
"296","2019-12-20",10.43
"297","2019-12-23",10.42
"298","2019-12-24",10.42
"299","2019-12-26",10.42
"300","2019-12-27",10.42
"301","2019-12-30",10.42
"302","2019-12-31",10.42
"303","2020-01-02",10.42
"304","2020-01-03",10.42
"305","2020-01-06",10.42
"306","2020-01-07",10.42
"307","2020-01-08",10.42
"308","2020-01-09",10.42
"309","2020-01-10",10.42
"310","2020-01-13",10.47
"311","2020-01-14",10.5
"312","2020-01-15",10.43
"313","2020-01-16",10.43
"314","2020-01-17",10.5
"315","2020-01-21",10.5
"316","2020-01-22",10.5
"317","2020-01-23",10.5
"318","2020-01-24",10.5
"319","2020-01-27",10.5
"320","2020-01-28",10.5
"321","2020-01-29",10.5
"322","2020-01-30",10.5
"323","2020-01-31",10.5
"324","2020-02-03",10.5
"325","2020-02-04",10.5
"326","2020-02-05",10.5
"327","2020-02-06",10.5
"328","2020-02-07",10.5
"329","2020-02-10",10.5
"330","2020-02-11",10.5
"331","2020-02-12",10.5
"332","2020-02-13",10.5
"333","2020-02-14",10.5
"334","2020-02-18",10.5
"335","2020-02-19",10.6
"336","2020-02-20",10.6
"337","2020-02-21",10.6
"338","2020-02-24",10.6
"339","2020-02-25",10.6
"340","2020-02-26",10.6
"341","2020-02-27",10.6
"342","2020-02-28",10.6
"343","2020-03-02",10.6
"344","2020-03-03",10.6
"345","2020-03-04",10.6
"346","2020-03-05",10.6
"347","2020-03-06",10.6
"348","2020-03-09",10.52
"349","2020-03-10",10.5
"350","2020-03-11",10.55
"351","2020-03-12",10.54
"352","2020-03-13",10.54
"353","2020-03-16",10.54
"354","2020-03-17",10.54
"355","2020-03-18",10.4
"356","2020-03-19",10.4
"357","2020-03-20",10.4
"358","2020-03-23",10.35
"359","2020-03-24",10.35
"360","2020-03-25",10.55
"361","2020-03-26",10.55
"362","2020-03-27",10.45
"363","2020-03-30",10.57
"364","2020-03-31",10.57
"365","2020-04-01",10.56
"366","2020-04-02",10.56
"367","2020-04-03",10.45
"368","2020-04-06",10.51
"369","2020-04-07",10.51
"370","2020-04-08",10.51
"371","2020-04-09",10.52
"372","2020-04-13",10.52
"373","2020-04-14",10.52
"374","2020-04-15",10.52
"375","2020-04-16",10.52
"376","2020-04-17",10.52
"377","2020-04-20",10.65
"378","2020-04-21",10.65
"379","2020-04-22",10.65
"380","2020-04-23",10.65
"381","2020-04-24",10.65
"382","2020-04-27",10.65
"383","2020-04-28",10.52
"384","2020-04-29",10.52
"385","2020-04-30",10.52
"386","2020-05-01",10.52
"387","2020-05-04",10.52
"388","2020-05-05",10.52
"389","2020-05-06",10.52
"390","2020-05-07",10.52
"391","2020-05-08",10.52
"392","2020-05-11",10.52
"393","2020-05-12",10.52
"394","2020-05-13",10.55
"395","2020-05-14",10.55
"396","2020-05-15",10.55
"397","2020-05-18",10.55
"398","2020-05-19",10.55
"399","2020-05-20",10.55
"400","2020-05-21",10.55
"401","2020-05-22",10.55
"402","2020-05-26",10.55
"403","2020-05-27",10.55
"404","2020-05-28",10.55
"405","2020-05-29",10.6
"406","2020-06-01",10.6
"407","2020-06-02",10.6
"408","2020-06-03",10.6
"409","2020-06-04",10.6
"410","2020-06-05",10.6
"411","2020-06-08",10.6
"412","2020-06-09",10.6
"413","2020-06-10",11
"414","2020-06-11",10.45
"415","2020-06-12",10.45
"416","2020-06-15",10.45
"417","2020-06-16",10.45
"418","2020-06-17",10.75
"419","2020-06-18",10.75
"420","2020-06-19",10.75
"421","2020-06-22",10.75
"422","2020-06-23",10.75
"423","2020-06-24",10.75
"424","2020-06-25",10.75
"425","2020-06-26",10.75
"426","2020-06-29",10.61
"427","2020-06-30",10.61
"428","2020-07-01",10.61
"429","2020-07-02",10.61
"430","2020-07-06",10.61
"431","2020-07-07",10.8
"432","2020-07-08",10.73
"433","2020-07-09",10.78
"434","2020-07-10",10.73
"435","2020-07-13",10.67
"436","2020-07-14",10.67
"437","2020-07-15",10.68
"438","2020-07-16",10.68
"439","2020-07-17",10.68
"440","2020-07-20",10.68
"441","2020-07-21",10.68
"442","2020-07-22",10.68
"443","2020-07-23",10.68
"444","2020-07-24",10.68
"445","2020-07-27",10.68
"446","2020-07-28",10.68
"447","2020-07-29",10.68
"448","2020-07-30",10.68
"449","2020-07-31",10.68
"450","2020-08-03",10.68
"451","2020-08-04",10.68
"452","2020-08-05",10.67
"453","2020-08-06",10.72
"454","2020-08-07",10.65
"455","2020-08-10",10.66
"456","2020-08-11",10.76
"457","2020-08-12",10.75
"458","2020-08-13",10.76
"459","2020-08-14",10.65
"460","2020-08-17",10.75
"461","2020-08-18",10.7
"462","2020-08-19",10.65
"463","2020-08-20",10.7
"464","2020-08-21",10.7
"465","2020-08-24",10.7
"466","2020-08-25",10.7
"467","2020-08-26",10.7
"468","2020-08-27",10.7
"469","2020-08-28",10.7
"470","2020-08-31",10.7
"471","2020-09-01",10.7
"472","2020-09-02",10.7
"473","2020-09-03",10.7
"474","2020-09-04",10.7
"475","2020-09-08",10.7
"476","2020-09-09",10.7
"477","2020-09-10",10.7
"478","2020-09-11",10.69
"479","2020-09-14",10.69
"480","2020-09-15",10.69
"481","2020-09-16",10.69
"482","2020-09-17",10.7
"483","2020-09-18",10.75
"484","2020-09-21",10.75
"485","2020-09-22",10.75
"486","2020-09-23",10.75
"487","2020-09-24",10.75
"488","2020-09-25",10.75
"489","2020-09-28",10.75
"490","2020-09-29",10.75
"491","2020-09-30",10.75
"492","2020-10-01",10.75
"493","2020-10-02",10.75
"494","2020-10-05",10.75
"495","2020-10-06",10.75
"496","2020-10-07",10.62
"497","2020-10-08",10.62
"498","2020-10-09",10.66
"499","2020-10-12",10.64
"500","2020-10-13",10.65
"501","2020-10-14",10.62
"502","2020-10-15",10.62
"503","2020-10-16",10.62
"504","2020-10-19",10.62
"505","2020-10-20",10.68
"506","2020-10-21",10.68
"507","2020-10-22",10.6
"508","2020-10-23",10.8
"509","2020-10-26",10.69
"510","2020-10-27",10.74
"511","2020-10-28",10.66
"512","2020-10-29",10.78
"513","2020-10-30",10.78
"514","2020-11-02",10.78
"515","2020-11-03",10.72
"516","2020-11-04",10.74
"517","2020-11-05",10.75
"518","2020-11-06",10.8
"519","2020-11-09",10.93
"520","2020-11-10",10.95
"521","2020-11-11",10.84
"522","2020-11-12",10.84
"523","2020-11-13",10.76
"524","2020-11-16",10.73
"525","2020-11-17",10.76
"526","2020-11-18",10.74
"527","2020-11-19",10.9
"528","2020-11-20",10.8
"529","2020-11-23",10.98
"530","2020-11-24",10.99
"531","2020-11-25",11.08
"532","2020-11-27",10.61
