"","date","WATT"
"150","2014-10-29",10
"151","2014-10-30",9.61
"152","2014-10-31",9.8
"153","2014-11-03",9.85
"154","2014-11-04",9.8
"155","2014-11-05",9.65
"156","2014-11-06",9.4
"157","2014-11-07",9.28
"158","2014-11-10",9.69
"159","2014-11-11",9.45
"160","2014-11-12",8.66
"161","2014-11-13",9.34
"162","2014-11-14",8.98
"163","2014-11-17",9.03
"164","2014-11-18",8.98
"165","2014-11-19",9.26
"166","2014-11-20",9.64
"167","2014-11-21",9.71
"168","2014-11-24",8.99
"169","2014-11-25",8.83
"170","2014-11-26",9.07
"171","2014-11-28",9.16
"172","2014-12-01",8.66
"173","2014-12-02",8.21
"174","2014-12-03",8.04
"175","2014-12-04",8.29
"176","2014-12-05",8.26
"177","2014-12-08",7.74
"178","2014-12-09",8
"179","2014-12-10",7.52
"180","2014-12-11",7.47
"181","2014-12-12",7.25
"182","2014-12-15",7.45
"183","2014-12-16",7.35
"184","2014-12-17",7.44
"185","2014-12-18",8.36
"186","2014-12-19",7.99
"187","2014-12-22",7.91
"188","2014-12-23",7.97
"189","2014-12-24",9.46
"190","2014-12-26",10.34
"191","2014-12-29",10.3
"192","2014-12-30",10.88
"193","2014-12-31",10.96
"194","2015-01-02",11.38
"195","2015-01-05",12.16
"196","2015-01-06",11.32
"197","2015-01-07",10.16
"198","2015-01-08",10.76
"199","2015-01-09",10.76
"200","2015-01-12",10.16
"201","2015-01-13",9.38
"202","2015-01-14",9.36
"203","2015-01-15",8.99
"204","2015-01-16",8.74
"205","2015-01-20",8.63
"206","2015-01-21",9.38
"207","2015-01-22",9.54
"208","2015-01-23",9.77
"209","2015-01-26",9.95
"210","2015-01-27",10.01
"211","2015-01-28",9.52
"212","2015-01-29",9.34
"213","2015-01-30",9.39
"214","2015-02-02",10.11
"215","2015-02-03",10.15
"216","2015-02-04",9.97
"217","2015-02-05",9.98
"218","2015-02-06",10.01
"219","2015-02-09",9.83
"220","2015-02-10",9.91
"221","2015-02-11",9.31
"222","2015-02-12",9.42
"223","2015-02-13",9.43
"224","2015-02-17",9.65
"225","2015-02-18",9.6
"226","2015-02-19",9.57
"227","2015-02-20",9.18
"228","2015-02-23",9.38
"229","2015-02-24",9.25
"230","2015-02-25",9.459
"231","2015-02-26",9.86
"232","2015-02-27",10.074
"233","2015-03-02",9.85
"234","2015-03-03",9.44
"235","2015-03-04",9.44
"236","2015-03-05",10.22
"237","2015-03-06",10.72
"238","2015-03-09",10.81
"239","2015-03-10",11.11
"240","2015-03-11",10.2
"241","2015-03-12",10.1
"242","2015-03-13",9.735
"243","2015-03-16",9.6
"244","2015-03-17",9.39
"245","2015-03-18",9.24
"246","2015-03-19",9.73
"247","2015-03-20",9.84
"248","2015-03-23",10.68
"249","2015-03-24",10.25
"250","2015-03-25",9.68
"251","2015-03-26",9.8
"252","2015-03-27",9.93
"253","2015-03-30",9.84
"254","2015-03-31",9.44
"255","2015-04-01",9.28
"256","2015-04-02",8.92
"257","2015-04-06",8.9
"258","2015-04-07",8.71
"259","2015-04-08",9.11
"260","2015-04-09",9.04
"261","2015-04-10",9.35
"262","2015-04-13",9.07
"263","2015-04-14",9.13
"264","2015-04-15",9
"265","2015-04-16",9.055
"266","2015-04-17",9.025
"267","2015-04-20",8.97
"268","2015-04-21",8.88
"269","2015-04-22",8.95
"270","2015-04-23",9.05
"271","2015-04-24",8.84
"272","2015-04-27",8.1
"273","2015-04-28",7.86
"274","2015-04-29",7.94
"275","2015-04-30",7.98
"276","2015-05-01",8.215
"277","2015-05-04",8.36
"278","2015-05-05",8.29
"279","2015-05-06",8.3
"280","2015-05-07",8.39
"281","2015-05-08",8.71
"282","2015-05-11",8.14
"283","2015-05-12",8.27
"284","2015-05-13",8.04
"285","2015-05-14",8.04
"286","2015-05-15",8.08
"287","2015-05-18",8.05
"288","2015-05-19",7.91
"289","2015-05-20",7.77
"290","2015-05-21",7.94
"291","2015-05-22",7.84
"292","2015-05-26",7.73
"293","2015-05-27",7.86
"294","2015-05-28",8.04
"295","2015-05-29",8
"296","2015-06-01",7.89
"297","2015-06-02",8.29
"298","2015-06-03",7.93
"299","2015-06-04",7.97
"300","2015-06-05",8.04
"301","2015-06-08",7.93
"302","2015-06-09",7.97
"303","2015-06-10",7.85
"304","2015-06-11",7.9
"305","2015-06-12",7.86
"306","2015-06-15",7.89
"307","2015-06-16",7.51
"308","2015-06-17",7.29
"309","2015-06-18",7.31
"310","2015-06-19",6.98
"311","2015-06-22",7.38
"312","2015-06-23",9.58
"313","2015-06-24",8.34
"314","2015-06-25",8.07
"315","2015-06-26",7.76
"316","2015-06-29",7.06
"317","2015-06-30",7.7
"318","2015-07-01",7.41
"319","2015-07-02",7.34
"320","2015-07-06",7.25
"321","2015-07-07",7.33
"322","2015-07-08",7.45
"323","2015-07-09",7.38
"324","2015-07-10",7.91
"325","2015-07-13",8.02
"326","2015-07-14",8.4
"327","2015-07-15",8.01
"328","2015-07-16",7.94
"329","2015-07-17",8.11
"330","2015-07-20",7.97
"331","2015-07-21",7.61
"332","2015-07-22",7.6
"333","2015-07-23",7.46
"334","2015-07-24",7.27
"335","2015-07-27",7.51
"336","2015-07-28",7.54
"337","2015-07-29",7.55
"338","2015-07-30",7.25
"339","2015-07-31",7.23
"340","2015-08-03",6.94
"341","2015-08-04",7
"342","2015-08-05",6.99
"343","2015-08-06",7.17
"344","2015-08-07",6.94
"345","2015-08-10",7.13
"346","2015-08-11",7
"347","2015-08-12",6.88
"348","2015-08-13",7.03
"349","2015-08-14",7.05
"350","2015-08-17",7.03
"351","2015-08-18",7.03
"352","2015-08-19",7.02
"353","2015-08-20",7.06
"354","2015-08-21",6.74
"355","2015-08-24",6.09
"356","2015-08-25",5.9
"357","2015-08-26",6.21
"358","2015-08-27",6.5
"359","2015-08-28",6.99
"360","2015-08-31",7.22
"361","2015-09-01",7.18
"362","2015-09-02",6.94
"363","2015-09-03",6.8
"364","2015-09-04",6.83
"365","2015-09-08",6.88
"366","2015-09-09",6.81
"367","2015-09-10",6.76
"368","2015-09-11",6.57
"369","2015-09-14",6.35
"370","2015-09-15",6.22
"371","2015-09-16",6.25
"372","2015-09-17",6.35
"373","2015-09-18",6.96
"374","2015-09-21",7.03
"375","2015-09-22",7.07
"376","2015-09-23",7.55
"377","2015-09-24",7.37
"378","2015-09-25",7.03
"379","2015-09-28",6.69
"380","2015-09-29",6.52
"381","2015-09-30",6.9
"382","2015-10-01",6.85
"383","2015-10-02",7.12
"384","2015-10-05",7.19
"385","2015-10-06",7.06
"386","2015-10-07",6.97
"387","2015-10-08",7.022
"388","2015-10-09",6.91
"389","2015-10-12",6.82
"390","2015-10-13",6.88
"391","2015-10-14",6.65
"392","2015-10-15",7
"393","2015-10-16",6.99
"394","2015-10-19",6.86
"395","2015-10-20",6.79
"396","2015-10-21",6.61
"397","2015-10-22",6.57
"398","2015-10-23",6.74
"399","2015-10-26",6.84
"400","2015-10-27",6.71
"401","2015-10-28",7.3
"402","2015-10-29",7.68
"403","2015-10-30",7.36
"404","2015-11-02",7.31
"405","2015-11-03",7.49
"406","2015-11-04",7.96
"407","2015-11-05",7.89
"408","2015-11-06",8.21
"409","2015-11-09",8.84
"410","2015-11-10",8.09
"411","2015-11-11",7.46
"412","2015-11-12",7.17
"413","2015-11-13",7.09
"414","2015-11-16",6.9
"415","2015-11-17",7.15
"416","2015-11-18",7.22
"417","2015-11-19",7.06
"418","2015-11-20",7.12
"419","2015-11-23",7.32
"420","2015-11-24",7.45
"421","2015-11-25",7.94
"422","2015-11-27",7.67
"423","2015-11-30",8.31
"424","2015-12-01",8.11
"425","2015-12-02",7.76
"426","2015-12-03",7.31
"427","2015-12-04",7.27
"428","2015-12-07",7.46
"429","2015-12-08",7.35
"430","2015-12-09",7.19
"431","2015-12-10",7.15
"432","2015-12-11",7.2
"433","2015-12-14",7.2
"434","2015-12-15",7.25
"435","2015-12-16",7.5
"436","2015-12-17",7.52
"437","2015-12-18",8.31
"438","2015-12-21",8.05
"439","2015-12-22",7.8
"440","2015-12-23",8.03
"441","2015-12-24",8
"442","2015-12-28",8.1
"443","2015-12-29",8.17
"444","2015-12-30",7.99
"445","2015-12-31",7.91
"446","2016-01-04",8.36
"447","2016-01-05",7.91
"448","2016-01-06",7.68
"449","2016-01-07",7.66
"450","2016-01-08",6.66
"451","2016-01-11",6.38
"452","2016-01-12",6.13
"453","2016-01-13",5.48
"454","2016-01-14",4.9
"455","2016-01-15",4.91
"456","2016-01-19",3.86
"457","2016-01-20",4.66
"458","2016-01-21",5.09
"459","2016-01-22",5.04
"460","2016-01-25",4.73
"461","2016-01-26",4.97
"462","2016-01-27",4.68
"463","2016-01-28",4.76
"464","2016-01-29",6.24
"465","2016-02-01",6.05
"466","2016-02-02",5.84
"467","2016-02-03",5.77
"468","2016-02-04",6.21
"469","2016-02-05",6
"470","2016-02-08",5.43
"471","2016-02-09",5.27
"472","2016-02-10",5.22
"473","2016-02-11",5.01
"474","2016-02-12",5.02
"475","2016-02-16",5.57
"476","2016-02-17",6.3
"477","2016-02-18",6.88
"478","2016-02-19",7.1
"479","2016-02-22",7.5
"480","2016-02-23",6.81
"481","2016-02-24",7.45
"482","2016-02-25",7.38
"483","2016-02-26",7.4
"484","2016-02-29",7.55
"485","2016-03-01",7.37
"486","2016-03-02",6.96
"487","2016-03-03",6.94
"488","2016-03-04",7.06
"489","2016-03-07",7.14
"490","2016-03-08",7.1
"491","2016-03-09",6.97
"492","2016-03-10",6.75
"493","2016-03-11",6.755
"494","2016-03-14",7.91
"495","2016-03-15",8
"496","2016-03-16",8.74
"497","2016-03-17",8.88
"498","2016-03-18",9.2
"499","2016-03-21",9.09
"500","2016-03-22",8.92
"501","2016-03-23",9.18
"502","2016-03-24",9.43
"503","2016-03-28",9.69
"504","2016-03-29",11.015
"505","2016-03-30",10.18
"506","2016-03-31",10.1
"507","2016-04-01",10.34
"508","2016-04-04",10.1
"509","2016-04-05",9.88
"510","2016-04-06",10.46
"511","2016-04-07",10.16
"512","2016-04-08",10.34
"513","2016-04-11",9.88
"514","2016-04-12",10.18
"515","2016-04-13",10.31
"516","2016-04-14",10.43
"517","2016-04-15",10.77
"518","2016-04-18",11.49
"519","2016-04-19",10.89
"520","2016-04-20",10.47
"521","2016-04-21",10.86
"522","2016-04-22",10.99
"523","2016-04-25",10.8
"524","2016-04-26",10.99
"525","2016-04-27",10.76
"526","2016-04-28",10.53
"527","2016-04-29",10.2
"528","2016-05-02",10.17
"529","2016-05-03",10.04
"530","2016-05-04",10
"531","2016-05-05",10.53
"532","2016-05-06",11.29
"533","2016-05-09",11.01
"534","2016-05-10",11.5
"535","2016-05-11",9.94
"536","2016-05-12",10.18
"537","2016-05-13",9.9
"538","2016-05-16",10.13
"539","2016-05-17",10.48
"540","2016-05-18",9.86
"541","2016-05-19",9.63
"542","2016-05-20",9.58
"543","2016-05-23",10.23
"544","2016-05-24",10.16
"545","2016-05-25",10.38
"546","2016-05-26",10.34
"547","2016-05-27",10.4
"548","2016-05-31",10.6
"549","2016-06-01",10.75
"550","2016-06-02",11.18
"551","2016-06-03",11.36
"552","2016-06-06",11.62
"553","2016-06-07",12.6
"554","2016-06-08",12.89
"555","2016-06-09",12.98
"556","2016-06-10",13.65
"557","2016-06-13",12.85
"558","2016-06-14",11.41
"559","2016-06-15",10.67
"560","2016-06-16",10.43
"561","2016-06-17",10.7
"562","2016-06-20",11.24
"563","2016-06-21",11.22
"564","2016-06-22",11.09
"565","2016-06-23",11.1
"566","2016-06-24",11.32
"567","2016-06-27",11.11
"568","2016-06-28",12.16
"569","2016-06-29",12.38
"570","2016-06-30",12.95
"571","2016-07-01",12.16
"572","2016-07-05",12.33
"573","2016-07-06",12.15
"574","2016-07-07",12.14
"575","2016-07-08",12.26
"576","2016-07-11",12.74
"577","2016-07-12",12.96
"578","2016-07-13",12.48
"579","2016-07-14",12.11
"580","2016-07-15",11.96
"581","2016-07-18",11.92
"582","2016-07-19",11.85
"583","2016-07-20",11.87
"584","2016-07-21",11.74
"585","2016-07-22",11.99
"586","2016-07-25",12.37
"587","2016-07-26",12.53
"588","2016-07-27",12.45
"589","2016-07-28",12.47
"590","2016-07-29",12.42
"591","2016-08-01",12.65
"592","2016-08-02",12.38
"593","2016-08-03",12.24
"594","2016-08-04",12.58
"595","2016-08-05",12.98
"596","2016-08-08",12.94
"597","2016-08-09",12.17
"598","2016-08-10",13.01
"599","2016-08-11",12.88
"600","2016-08-12",13.6
"601","2016-08-15",14.55
"602","2016-08-16",13.92
"603","2016-08-17",14.07
"604","2016-08-18",14.43
"605","2016-08-19",13.97
"606","2016-08-22",14.52
"607","2016-08-23",15.84
"608","2016-08-24",16.49
"609","2016-08-25",16.08
"610","2016-08-26",16.73
"611","2016-08-29",18.370001
"612","2016-08-30",17.08
"613","2016-08-31",18
"614","2016-09-01",18.35
"615","2016-09-02",18.57
"616","2016-09-06",19.549999
"617","2016-09-07",17.440001
"618","2016-09-08",15.26
"619","2016-09-09",14.39
"620","2016-09-12",16.059999
"621","2016-09-13",16.27
"622","2016-09-14",16.98
"623","2016-09-15",18.24
"624","2016-09-16",19.24
"625","2016-09-19",18.190001
"626","2016-09-20",18.26
"627","2016-09-21",17.99
"628","2016-09-22",18.700001
"629","2016-09-23",18.49
"630","2016-09-26",18.34
"631","2016-09-27",18.4
"632","2016-09-28",18.33
"633","2016-09-29",18.700001
"634","2016-09-30",19.610001
"635","2016-10-03",18.15
"636","2016-10-04",17.610001
"637","2016-10-05",18.1
"638","2016-10-06",17.9
"639","2016-10-07",18
"640","2016-10-10",17.91
"641","2016-10-11",16.209999
"642","2016-10-12",15.93
"643","2016-10-13",16.780001
"644","2016-10-14",16.5
"645","2016-10-17",16.24
"646","2016-10-18",16.23
"647","2016-10-19",16.01
"648","2016-10-20",16.459999
"649","2016-10-21",16.1
"650","2016-10-24",15.73
"651","2016-10-25",14.57
"652","2016-10-26",14.2
"653","2016-10-27",13.52
"654","2016-10-28",13.53
"655","2016-10-31",13.63
"656","2016-11-01",13.4
"657","2016-11-02",12.92
"658","2016-11-03",13.39
"659","2016-11-04",12.98
"660","2016-11-07",14.65
"661","2016-11-08",15.3
"662","2016-11-09",15.18
"663","2016-11-10",14.56
"664","2016-11-11",14.13
"665","2016-11-14",13.81
"666","2016-11-15",13.89
"667","2016-11-16",14.53
"668","2016-11-17",14.29
"669","2016-11-18",14.63
"670","2016-11-21",14.98
"671","2016-11-22",15.37
"672","2016-11-23",16.15
"673","2016-11-25",15.94
"674","2016-11-28",15.36
"675","2016-11-29",15.02
"676","2016-11-30",15.85
"677","2016-12-01",15.36
"678","2016-12-02",15.35
"679","2016-12-05",16.110001
"680","2016-12-06",16.809999
"681","2016-12-07",17.219999
"682","2016-12-08",17.16
"683","2016-12-09",16.889999
"684","2016-12-12",16.709999
"685","2016-12-13",16.190001
"686","2016-12-14",16.02
"687","2016-12-15",16.98
"688","2016-12-16",17.32
"689","2016-12-19",17.1
"690","2016-12-20",17.16
"691","2016-12-21",17.48
"692","2016-12-22",19.26
"693","2016-12-23",18.950001
"694","2016-12-27",18.82
"695","2016-12-28",17.93
"696","2016-12-29",17.120001
"697","2016-12-30",16.85
"698","2017-01-03",17.59
"699","2017-01-04",17.52
"700","2017-01-05",17.16
"701","2017-01-06",17.42
"702","2017-01-09",17.059999
"703","2017-01-10",17.469999
"704","2017-01-11",18.049999
"705","2017-01-12",19.16
"706","2017-01-13",18.98
"707","2017-01-17",17.93
"708","2017-01-18",17.940001
"709","2017-01-19",18.49
"710","2017-01-20",18.450001
"711","2017-01-23",17.709999
"712","2017-01-24",15.25
"713","2017-01-25",14.49
"714","2017-01-26",14.27
"715","2017-01-27",13.61
"716","2017-01-30",14.64
"717","2017-01-31",14.46
"718","2017-02-01",14.73
"719","2017-02-02",15.42
"720","2017-02-03",16.139999
"721","2017-02-06",15.54
"722","2017-02-07",16.379999
"723","2017-02-08",16.620001
"724","2017-02-09",15.8
"725","2017-02-10",16.559999
"726","2017-02-13",16.290001
"727","2017-02-14",16.52
"728","2017-02-15",16.860001
"729","2017-02-16",16.780001
"730","2017-02-17",15.47
"731","2017-02-21",15.68
"732","2017-02-22",16.040001
"733","2017-02-23",15.57
"734","2017-02-24",14.84
"735","2017-02-27",15.13
"736","2017-02-28",15.34
"737","2017-03-01",15.64
"738","2017-03-02",15.36
"739","2017-03-03",14.53
"740","2017-03-06",14.05
"741","2017-03-07",15.23
"742","2017-03-08",15.04
"743","2017-03-09",14.79
"744","2017-03-10",14.92
"745","2017-03-13",15.55
"746","2017-03-14",14.79
"747","2017-03-15",15.49
"748","2017-03-16",15.95
"749","2017-03-17",16.059999
"750","2017-03-20",15.61
"751","2017-03-21",14.89
"752","2017-03-22",15.16
"753","2017-03-23",15.33
"754","2017-03-24",15.37
"755","2017-03-27",15.28
"756","2017-03-28",15.39
"757","2017-03-29",15.91
"758","2017-03-30",15.59
"759","2017-03-31",15.6
"760","2017-04-03",14.68
"761","2017-04-04",14.54
"762","2017-04-05",14.49
"763","2017-04-06",14.51
"764","2017-04-07",14.55
"765","2017-04-10",14.71
"766","2017-04-11",14.83
"767","2017-04-12",14.49
"768","2017-04-13",14.41
"769","2017-04-17",14.48
"770","2017-04-18",14.61
"771","2017-04-19",14.52
"772","2017-04-20",14.71
"773","2017-04-21",14.57
"774","2017-04-24",14.04
"775","2017-04-25",14.01
"776","2017-04-26",12.85
"777","2017-04-27",12.3
"778","2017-04-28",12.62
"779","2017-05-01",12.53
"780","2017-05-02",12.97
"781","2017-05-03",13.52
"782","2017-05-04",12.87
"783","2017-05-05",13.24
"784","2017-05-08",13.26
"785","2017-05-09",13
"786","2017-05-10",13.07
"787","2017-05-11",14.91
"788","2017-05-12",15.55
"789","2017-05-15",15.2
"790","2017-05-16",15.12
"791","2017-05-17",14.71
"792","2017-05-18",15.16
"793","2017-05-19",15.18
"794","2017-05-22",16.15
"795","2017-05-23",15.53
"796","2017-05-24",15.77
"797","2017-05-25",15.6
"798","2017-05-26",15.34
"799","2017-05-30",15.29
"800","2017-05-31",15.43
"801","2017-06-01",15.68
"802","2017-06-02",15.84
"803","2017-06-05",15.76
"804","2017-06-06",15.83
"805","2017-06-07",15.82
"806","2017-06-08",16.139999
"807","2017-06-09",16.09
"808","2017-06-12",15.5
"809","2017-06-13",15.98
"810","2017-06-14",16.16
"811","2017-06-15",15.95
"812","2017-06-16",15.72
"813","2017-06-19",15.69
"814","2017-06-20",15.51
"815","2017-06-21",14.74
"816","2017-06-22",15.27
"817","2017-06-23",15.49
"818","2017-06-26",15.38
"819","2017-06-27",15.23
"820","2017-06-28",15.39
"821","2017-06-29",16.450001
"822","2017-06-30",16.26
"823","2017-07-03",16.08
"824","2017-07-05",16.33
"825","2017-07-06",16.51
"826","2017-07-07",16.15
"827","2017-07-10",15.95
"828","2017-07-11",16.18
"829","2017-07-12",16.389999
"830","2017-07-13",16.26
"831","2017-07-14",16.17
"832","2017-07-17",16.08
"833","2017-07-18",16.219999
"834","2017-07-19",16.379999
"835","2017-07-20",15.69
"836","2017-07-21",15.03
"837","2017-07-24",15.77
"838","2017-07-25",15.88
"839","2017-07-26",15.22
"840","2017-07-27",15.16
"841","2017-07-28",15.25
"842","2017-07-31",14.73
"843","2017-08-01",14.83
"844","2017-08-02",14.59
"845","2017-08-03",14.32
"846","2017-08-04",14.1
"847","2017-08-07",13.99
"848","2017-08-08",14.5
"849","2017-08-09",13.33
"850","2017-08-10",12.41
"851","2017-08-11",12.14
"852","2017-08-14",12.31
"853","2017-08-15",11.24
"854","2017-08-16",11.005
"855","2017-08-17",10.66
"856","2017-08-18",10.28
"857","2017-08-21",8.95
"858","2017-08-22",9.87
"859","2017-08-23",9.94
"860","2017-08-24",10.17
"861","2017-08-25",9.55
"862","2017-08-28",9.54
"863","2017-08-29",9.38
"864","2017-08-30",9.6
"865","2017-08-31",9.49
"866","2017-09-01",10.12
"867","2017-09-05",12.45
"868","2017-09-06",11.99
"869","2017-09-07",12.29
"870","2017-09-08",13.21
"871","2017-09-11",12.24
"872","2017-09-12",10.91
"873","2017-09-13",10.98
"874","2017-09-14",10.94
"875","2017-09-15",11.6
"876","2017-09-18",11.63
"877","2017-09-19",11.44
"878","2017-09-20",11.55
"879","2017-09-21",11.68
"880","2017-09-22",12.27
"881","2017-09-25",12.55
"882","2017-09-26",12.35
"883","2017-09-27",12.53
"884","2017-09-28",12.58
"885","2017-09-29",12.66
"886","2017-10-02",12.73
"887","2017-10-03",12.97
"888","2017-10-04",13.45
"889","2017-10-05",13.6
"890","2017-10-06",13.92
"891","2017-10-09",13.82
"892","2017-10-10",13.09
"893","2017-10-11",12.56
"894","2017-10-12",12.26
"895","2017-10-13",11.69
"896","2017-10-16",11.27
"897","2017-10-17",11.31
"898","2017-10-18",11.42
"899","2017-10-19",11.23
"900","2017-10-20",11.63
"901","2017-10-23",11.61
"902","2017-10-24",11.48
"903","2017-10-25",10.25
"904","2017-10-26",10.09
"905","2017-10-27",9.8
"906","2017-10-30",9.73
"907","2017-10-31",9.81
"908","2017-11-01",9.39
"909","2017-11-02",8.69
"910","2017-11-03",8.1
"911","2017-11-06",7.76
"912","2017-11-07",7.38
"913","2017-11-08",7.4
"914","2017-11-09",8.46
"915","2017-11-10",9.39
"916","2017-11-13",8.79
"917","2017-11-14",8.58
"918","2017-11-15",8.55
"919","2017-11-16",8.83
"920","2017-11-17",9.13
"921","2017-11-20",8.85
"922","2017-11-21",8.72
"923","2017-11-22",8.89
"924","2017-11-24",8.57
"925","2017-11-27",8.7
"926","2017-11-28",8.62
"927","2017-11-29",8.04
"928","2017-11-30",8.34
"929","2017-12-01",8.23
"930","2017-12-04",7.91
"931","2017-12-05",8.01
"932","2017-12-06",8.14
"933","2017-12-07",8.23
"934","2017-12-08",8.32
"935","2017-12-11",8.3
"936","2017-12-12",8.32
"937","2017-12-13",8.69
"938","2017-12-14",9.01
"939","2017-12-15",9.04
"940","2017-12-18",9.18
"941","2017-12-19",9.26
"942","2017-12-20",9.13
"943","2017-12-21",9.44
"944","2017-12-22",8.83
"945","2017-12-26",8.84
"946","2017-12-27",23.700001
"947","2017-12-28",31.57
"948","2017-12-29",19.450001
"949","2018-01-02",22.34
"950","2018-01-03",23.370001
"951","2018-01-04",21.83
"952","2018-01-05",21.969999
"953","2018-01-08",23.440001
"954","2018-01-09",22.41
"955","2018-01-10",24.129999
"956","2018-01-11",23.02
"957","2018-01-12",20
"958","2018-01-16",18.379999
"959","2018-01-17",18.1
"960","2018-01-18",18
"961","2018-01-19",18.01
"962","2018-01-22",16.9
"963","2018-01-23",15.84
"964","2018-01-24",18.17
"965","2018-01-25",17.77
"966","2018-01-26",17.66
"967","2018-01-29",17.969999
"968","2018-01-30",19.73
"969","2018-01-31",18.58
"970","2018-02-01",19.23
"971","2018-02-02",18.07
"972","2018-02-05",17.74
"973","2018-02-06",18.940001
"974","2018-02-07",18.139999
"975","2018-02-08",18.24
"976","2018-02-09",18.59
"977","2018-02-12",19.290001
"978","2018-02-13",19.59
"979","2018-02-14",20.16
"980","2018-02-15",20.360001
"981","2018-02-16",19.950001
"982","2018-02-20",19.91
"983","2018-02-21",20.02
"984","2018-02-22",19.93
"985","2018-02-23",22.440001
"986","2018-02-26",22.459999
"987","2018-02-27",21.860001
"988","2018-02-28",22.049999
"989","2018-03-01",20.98
"990","2018-03-02",22.25
"991","2018-03-05",22.34
"992","2018-03-06",21.860001
"993","2018-03-07",21.32
"994","2018-03-08",21.77
"995","2018-03-09",21.950001
"996","2018-03-12",21.799999
"997","2018-03-13",21.48
