"","date","FSEA"
"85","2019-11-13",9.2
"86","2019-11-14",9.2
"87","2019-11-15",9.15
"88","2019-11-18",9.15
"89","2019-11-19",9.15
"90","2019-11-20",9.05
"91","2019-11-21",9.19
"92","2019-11-22",9.19
"93","2019-11-25",9.19
"94","2019-11-26",9.11
"95","2019-11-27",9.08
"96","2019-11-29",9.08
"97","2019-12-02",9.15
"98","2019-12-03",9.25
"99","2019-12-04",9.02
"100","2019-12-05",9.02
"101","2019-12-06",9.1
"102","2019-12-09",9.24
"103","2019-12-10",9.28
"104","2019-12-11",9.35
"105","2019-12-12",9.26
"106","2019-12-13",9.35
"107","2019-12-16",9.4
"108","2019-12-17",9.44
"109","2019-12-18",9.45
"110","2019-12-19",9.48
"111","2019-12-20",9.5
"112","2019-12-23",9.5
"113","2019-12-24",9.45
"114","2019-12-26",9.489
"115","2019-12-27",9.4
"116","2019-12-30",9.4
"117","2019-12-31",9.42
"118","2020-01-02",9.498
"119","2020-01-03",9.45
"120","2020-01-06",9.487
"121","2020-01-07",9.487
"122","2020-01-08",9.487
"123","2020-01-09",9.44
"124","2020-01-10",9.44
"125","2020-01-13",9.44
"126","2020-01-14",9.41
"127","2020-01-15",9.41
"128","2020-01-16",9.41
"129","2020-01-17",9.43
"130","2020-01-21",9.5
"131","2020-01-22",9.5
"132","2020-01-23",10.37
"133","2020-01-24",10.2
"134","2020-01-27",9.99
"135","2020-01-28",9.6
"136","2020-01-29",9.6
"137","2020-01-30",9.6
"138","2020-01-31",9.75
"139","2020-02-03",9.6
"140","2020-02-04",9.6
"141","2020-02-05",9.6
"142","2020-02-06",9.6
"143","2020-02-07",9.7
"144","2020-02-10",9.677
"145","2020-02-11",9.677
"146","2020-02-12",9.677
"147","2020-02-13",9.677
"148","2020-02-14",9.677
"149","2020-02-18",9.6
"150","2020-02-19",9.6
"151","2020-02-20",9.755
"152","2020-02-21",9.75
"153","2020-02-24",9.8
"154","2020-02-25",9.47
"155","2020-02-26",9.5
"156","2020-02-27",9.35
"157","2020-02-28",9.26
"158","2020-03-02",9.26
"159","2020-03-03",9.16
"160","2020-03-04",8.98
"161","2020-03-05",8.81
"162","2020-03-06",8.81
"163","2020-03-09",8.5
"164","2020-03-10",8.35
"165","2020-03-11",8.29
"166","2020-03-12",7.75
"167","2020-03-13",8
"168","2020-03-16",8
"169","2020-03-17",7.26
"170","2020-03-18",7.487
"171","2020-03-19",6.75
"172","2020-03-20",6.419
"173","2020-03-23",5.26
"174","2020-03-24",5.51
"175","2020-03-25",5.431
"176","2020-03-26",6.7
"177","2020-03-27",5.95
"178","2020-03-30",5.85
"179","2020-03-31",6.031
"180","2020-04-01",6
"181","2020-04-02",5.92
"182","2020-04-03",5.81
"183","2020-04-06",5.85
"184","2020-04-07",6.133
"185","2020-04-08",6.181
"186","2020-04-09",6.74
"187","2020-04-13",6.5
"188","2020-04-14",6.45
"189","2020-04-15",6.25
"190","2020-04-16",5.99
"191","2020-04-17",5.977
"192","2020-04-20",5.98
"193","2020-04-21",5.84
"194","2020-04-22",5.72
"195","2020-04-23",5.75
"196","2020-04-24",5.749
"197","2020-04-27",5.73
"198","2020-04-28",5.746
"199","2020-04-29",6.04
"200","2020-04-30",5.81
"201","2020-05-01",5.695
"202","2020-05-04",5.88
"203","2020-05-05",5.842
"204","2020-05-06",5.804
"205","2020-05-07",5.55
"206","2020-05-08",5.71
"207","2020-05-11",5.61
"208","2020-05-12",5.6
"209","2020-05-13",5.6
"210","2020-05-14",5.55
"211","2020-05-15",5.673
"212","2020-05-18",5.745
"213","2020-05-19",5.85
"214","2020-05-20",6.2
"215","2020-05-21",5.75
"216","2020-05-22",5.85
"217","2020-05-26",6.24
"218","2020-05-27",6.41
"219","2020-05-28",6.17
"220","2020-05-29",6.49
"221","2020-06-01",6.406
"222","2020-06-02",6.406
"223","2020-06-03",6.7
"224","2020-06-04",6.84
"225","2020-06-05",7.12
"226","2020-06-08",7.35
"227","2020-06-09",7.295
"228","2020-06-10",6.943
"229","2020-06-11",6.68
"230","2020-06-12",6.87
"231","2020-06-15",6.51
"232","2020-06-16",6.77
"233","2020-06-17",6.79
"234","2020-06-18",6.75
"235","2020-06-19",6.8
"236","2020-06-22",6.53
"237","2020-06-23",6.4
"238","2020-06-24",6.15
"239","2020-06-25",6.22
"240","2020-06-26",6.39
"241","2020-06-29",6.11
"242","2020-06-30",6.15
"243","2020-07-01",6.185
"244","2020-07-02",6.229
"245","2020-07-06",6.25
"246","2020-07-07",6.27
"247","2020-07-08",6.171
"248","2020-07-09",6.155
"249","2020-07-10",6.346
"250","2020-07-13",6.255
"251","2020-07-14",6.272
"252","2020-07-15",6.13
"253","2020-07-16",6.38
"254","2020-07-17",6.291
"255","2020-07-20",6.2
"256","2020-07-21",6.23
"257","2020-07-22",6.21
"258","2020-07-23",6.21
"259","2020-07-24",6.25
"260","2020-07-27",6.25
"261","2020-07-28",6.2
"262","2020-07-29",6.2
"263","2020-07-30",6.25
"264","2020-07-31",6.2
"265","2020-08-03",6.2
"266","2020-08-04",6.2
"267","2020-08-05",6.25
"268","2020-08-06",6.25
"269","2020-08-07",6.195
"270","2020-08-10",6.3
"271","2020-08-11",6.3
"272","2020-08-12",6.3
"273","2020-08-13",6.25
"274","2020-08-14",6.24
"275","2020-08-17",6.295
"276","2020-08-18",6.36
"277","2020-08-19",6.36
"278","2020-08-20",6.315
"279","2020-08-21",6.35
"280","2020-08-24",6.35
"281","2020-08-25",6.28
"282","2020-08-26",6.315
"283","2020-08-27",6.306
"284","2020-08-28",6.391
"285","2020-08-31",6.345
"286","2020-09-01",6.56
"287","2020-09-02",6.4
"288","2020-09-03",6.355
"289","2020-09-04",6.423
"290","2020-09-08",6.28
"291","2020-09-09",6.33
"292","2020-09-10",6.55
"293","2020-09-11",6.5
"294","2020-09-14",6.66
"295","2020-09-15",6.71
"296","2020-09-16",6.68
"297","2020-09-17",6.67
"298","2020-09-18",7.15
"299","2020-09-21",6.94
"300","2020-09-22",6.89
"301","2020-09-23",6.759
"302","2020-09-24",6.784
"303","2020-09-25",7.075
"304","2020-09-28",7.352
"305","2020-09-29",7.352
"306","2020-09-30",7.735
"307","2020-10-01",7.61
"308","2020-10-02",7.61
"309","2020-10-05",8.45
"310","2020-10-06",7.88
"311","2020-10-07",7.88
"312","2020-10-08",7.88
"313","2020-10-09",8.21
"314","2020-10-12",8.15
"315","2020-10-13",8.15
"316","2020-10-14",8.138
"317","2020-10-15",8.138
"318","2020-10-16",8.138
"319","2020-10-19",8.04
"320","2020-10-20",8.044
"321","2020-10-21",8
"322","2020-10-22",7.83
"323","2020-10-23",8.23
"324","2020-10-26",8.1
"325","2020-10-27",7.82
"326","2020-10-28",8.028
"327","2020-10-29",8.028
"328","2020-10-30",8.028
"329","2020-11-02",8.02
"330","2020-11-03",8.071
"331","2020-11-04",8.071
"332","2020-11-05",8.14
"333","2020-11-06",8.14
"334","2020-11-09",8.08
"335","2020-11-10",8.12
"336","2020-11-11",8.08
"337","2020-11-12",8.17
"338","2020-11-13",8.27
"339","2020-11-16",8.958
"340","2020-11-17",8.46
"341","2020-11-18",8.81
"342","2020-11-19",8.52
"343","2020-11-20",8.6
"344","2020-11-23",8.99
"345","2020-11-24",9.11
"346","2020-11-25",9.11
"347","2020-11-27",9.35
