"","date","FPH"
"77","2017-08-28",14.35
"78","2017-08-29",14.38
"79","2017-08-30",14.42
"80","2017-08-31",14.15
"81","2017-09-01",14.26
"82","2017-09-05",13.73
"83","2017-09-06",13.45
"84","2017-09-07",13.26
"85","2017-09-08",13.37
"86","2017-09-11",13.42
"87","2017-09-12",13.43
"88","2017-09-13",13.41
"89","2017-09-14",13.35
"90","2017-09-15",13.37
"91","2017-09-18",13.57
"92","2017-09-19",13.53
"93","2017-09-20",13.6
"94","2017-09-21",13.35
"95","2017-09-22",13.06
"96","2017-09-25",13.17
"97","2017-09-26",13.58
"98","2017-09-27",13.5
"99","2017-09-28",13.53
"100","2017-09-29",13.64
"101","2017-10-02",13.55
"102","2017-10-03",13.51
"103","2017-10-04",13.58
"104","2017-10-05",13.81
"105","2017-10-06",13.71
"106","2017-10-09",13.7
"107","2017-10-10",13.64
"108","2017-10-11",13.75
"109","2017-10-12",13.69
"110","2017-10-13",13.61
"111","2017-10-16",13.27
"112","2017-10-17",13.46
"113","2017-10-18",13.1
"114","2017-10-19",13.07
"115","2017-10-20",13.23
"116","2017-10-23",13.09
"117","2017-10-24",13
"118","2017-10-25",13.04
"119","2017-10-26",12.83
"120","2017-10-27",13.08
"121","2017-10-30",12.83
"122","2017-10-31",12.85
"123","2017-11-01",12.81
"124","2017-11-02",12.25
"125","2017-11-03",12.63
"126","2017-11-06",12.72
"127","2017-11-07",12.62
"128","2017-11-08",13.3
"129","2017-11-09",13.25
"130","2017-11-10",13.74
"131","2017-11-13",13.76
"132","2017-11-14",14.2
"133","2017-11-15",13.83
"134","2017-11-16",14.01
"135","2017-11-17",13.84
"136","2017-11-20",13.95
"137","2017-11-21",13.9
"138","2017-11-22",13.89
"139","2017-11-24",13.91
"140","2017-11-27",13.64
"141","2017-11-28",13.85
"142","2017-11-29",13.9
"143","2017-11-30",14
"144","2017-12-01",14.35
"145","2017-12-04",14.19
"146","2017-12-05",14.05
"147","2017-12-06",14
"148","2017-12-07",14.06
"149","2017-12-08",14.13
"150","2017-12-11",14.2
"151","2017-12-12",14
"152","2017-12-13",14.03
"153","2017-12-14",14.07
"154","2017-12-15",14.13
"155","2017-12-18",14.1
"156","2017-12-19",13.98
"157","2017-12-20",14
"158","2017-12-21",14.02
"159","2017-12-22",13.81
"160","2017-12-26",13.8
"161","2017-12-27",13.71
"162","2017-12-28",14.06
"163","2017-12-29",14.1
"164","2018-01-02",14.07
"165","2018-01-03",14.63
"166","2018-01-04",14.41
"167","2018-01-05",14.22
"168","2018-01-08",14.09
"169","2018-01-09",14.04
"170","2018-01-10",14.56
"171","2018-01-11",14.95
"172","2018-01-12",14.83
"173","2018-01-16",14.59
"174","2018-01-17",14.81
"175","2018-01-18",15
"176","2018-01-19",14.95
"177","2018-01-22",14.62
"178","2018-01-23",14.65
"179","2018-01-24",14.36
"180","2018-01-25",14.19
"181","2018-01-26",14.01
"182","2018-01-29",13.71
"183","2018-01-30",13.69
"184","2018-01-31",13.8
"185","2018-02-01",13.94
"186","2018-02-02",13.62
"187","2018-02-05",13.15
"188","2018-02-06",13.11
"189","2018-02-07",12.91
"190","2018-02-08",12.86
"191","2018-02-09",12.81
"192","2018-02-12",13.16
"193","2018-02-13",13.2
"194","2018-02-14",13.26
"195","2018-02-15",13.43
"196","2018-02-16",13.74
"197","2018-02-20",13.67
"198","2018-02-21",13.64
"199","2018-02-22",13.65
"200","2018-02-23",13.72
"201","2018-02-26",13.78
"202","2018-02-27",13.67
"203","2018-02-28",13.51
"204","2018-03-01",13.55
"205","2018-03-02",13.99
"206","2018-03-05",14.25
"207","2018-03-06",14.19
"208","2018-03-07",14.16
"209","2018-03-08",14.18
"210","2018-03-09",14.25
"211","2018-03-12",14.27
"212","2018-03-13",14.76
"213","2018-03-14",14.54
"214","2018-03-15",14.33
"215","2018-03-16",14.23
"216","2018-03-19",14.36
"217","2018-03-20",14.34
"218","2018-03-21",14.42
"219","2018-03-22",14.4
"220","2018-03-23",14.37
"221","2018-03-26",14.64
"222","2018-03-27",14.63
"223","2018-03-28",14.25
"224","2018-03-29",14.26
"225","2018-04-02",14.23
"226","2018-04-03",14.32
"227","2018-04-04",14.71
"228","2018-04-05",14.93
"229","2018-04-06",14.72
"230","2018-04-09",14.58
"231","2018-04-10",14.34
"232","2018-04-11",14.53
"233","2018-04-12",14.45
"234","2018-04-13",14.17
"235","2018-04-16",13.92
"236","2018-04-17",14.07
"237","2018-04-18",14.21
"238","2018-04-19",14.04
"239","2018-04-20",14.11
"240","2018-04-23",14.03
"241","2018-04-24",13.77
"242","2018-04-25",13.43
"243","2018-04-26",13.41
"244","2018-04-27",13.39
"245","2018-04-30",13.3
"246","2018-05-01",13.59
"247","2018-05-02",13.34
"248","2018-05-03",13.05
"249","2018-05-04",13.22
"250","2018-05-07",13.21
"251","2018-05-08",13.24
"252","2018-05-09",13.06
"253","2018-05-10",13.03
"254","2018-05-11",13.26
"255","2018-05-14",13.09
"256","2018-05-15",12.36
"257","2018-05-16",12.3
"258","2018-05-17",12.26
"259","2018-05-18",11.87
"260","2018-05-21",11.47
"261","2018-05-22",11.66
"262","2018-05-23",11.6
"263","2018-05-24",11.47
"264","2018-05-25",11.46
"265","2018-05-29",11.78
"266","2018-05-30",11.18
"267","2018-05-31",11.16
"268","2018-06-01",11.12
"269","2018-06-04",11.08
"270","2018-06-05",11.56
"271","2018-06-06",11.57
"272","2018-06-07",11.44
"273","2018-06-08",11.46
"274","2018-06-11",11.23
"275","2018-06-12",11.38
"276","2018-06-13",11.01
"277","2018-06-14",10.96
"278","2018-06-15",10.7
"279","2018-06-18",10.67
"280","2018-06-19",10.67
"281","2018-06-20",10.62
"282","2018-06-21",11.07
"283","2018-06-22",11.05
"284","2018-06-25",11
"285","2018-06-26",11.24
"286","2018-06-27",11.01
"287","2018-06-28",11.28
"288","2018-06-29",11.25
"289","2018-07-02",11.19
"290","2018-07-03",11.23
"291","2018-07-05",11.72
"292","2018-07-06",11.68
"293","2018-07-09",11.81
"294","2018-07-10",12.12
"295","2018-07-11",12.05
"296","2018-07-12",12.18
"297","2018-07-13",12.29
"298","2018-07-16",12.25
"299","2018-07-17",12.36
"300","2018-07-18",12.23
"301","2018-07-19",12.2
"302","2018-07-20",12.1
"303","2018-07-23",11.78
"304","2018-07-24",11.87
"305","2018-07-25",11.38
"306","2018-07-26",11.14
"307","2018-07-27",11.14
"308","2018-07-30",11.28
"309","2018-07-31",11.19
"310","2018-08-01",11.21
"311","2018-08-02",11.02
"312","2018-08-03",11.05
"313","2018-08-06",11.04
"314","2018-08-07",11.15
"315","2018-08-08",11.32
"316","2018-08-09",11.41
"317","2018-08-10",11.06
"318","2018-08-13",11.02
"319","2018-08-14",10.96
"320","2018-08-15",10.65
"321","2018-08-16",10.87
"322","2018-08-17",10.71
"323","2018-08-20",10.77
"324","2018-08-21",11.17
"325","2018-08-22",11.34
"326","2018-08-23",11.14
"327","2018-08-24",10.98
"328","2018-08-27",10.99
"329","2018-08-28",11
"330","2018-08-29",11.01
"331","2018-08-30",11.05
"332","2018-08-31",10.94
"333","2018-09-04",10.65
"334","2018-09-05",10.51
"335","2018-09-06",10.56
"336","2018-09-07",10.4
"337","2018-09-10",10.29
"338","2018-09-11",10.22
"339","2018-09-12",10.15
"340","2018-09-13",10.09
"341","2018-09-14",10.29
"342","2018-09-17",10.17
"343","2018-09-18",10.11
"344","2018-09-19",10.09
"345","2018-09-20",10.09
"346","2018-09-21",9.97
"347","2018-09-24",9.86
"348","2018-09-25",9.75
"349","2018-09-26",9.73
"350","2018-09-27",9.55
"351","2018-09-28",9.41
"352","2018-10-01",9.24
"353","2018-10-02",9.11
"354","2018-10-03",9.35
"355","2018-10-04",9.11
"356","2018-10-05",9.01
"357","2018-10-08",9.18
"358","2018-10-09",9.05
"359","2018-10-10",8.39
"360","2018-10-11",8.32
"361","2018-10-12",8.32
"362","2018-10-15",8.32
"363","2018-10-16",8.56
"364","2018-10-17",8.31
"365","2018-10-18",7.99
"366","2018-10-19",7.94
"367","2018-10-22",7.86
"368","2018-10-23",7.68
"369","2018-10-24",7.33
"370","2018-10-25",7.44
"371","2018-10-26",7.53
"372","2018-10-29",7.69
"373","2018-10-30",7.44
"374","2018-10-31",7.6
"375","2018-11-01",8.1
"376","2018-11-02",8.01
"377","2018-11-05",7.95
"378","2018-11-06",8.16
"379","2018-11-07",8.11
"380","2018-11-08",7.77
"381","2018-11-09",7.54
"382","2018-11-12",7.61
"383","2018-11-13",7.73
"384","2018-11-14",7.26
"385","2018-11-15",7.52
"386","2018-11-16",7.59
"387","2018-11-19",7.12
"388","2018-11-20",7.15
"389","2018-11-21",7.52
"390","2018-11-23",7.51
"391","2018-11-26",7.52
"392","2018-11-27",7.57
"393","2018-11-28",7.84
"394","2018-11-29",7.8
"395","2018-11-30",7.67
"396","2018-12-03",7.82
"397","2018-12-04",7.6
"398","2018-12-06",7.98
"399","2018-12-07",8.13
"400","2018-12-10",8.21
"401","2018-12-11",8.19
"402","2018-12-12",8.08
"403","2018-12-13",7.99
"404","2018-12-14",7.93
"405","2018-12-17",7.72
"406","2018-12-18",7.82
"407","2018-12-19",7.69
"408","2018-12-20",7.44
"409","2018-12-21",7.21
"410","2018-12-24",7.04
"411","2018-12-26",7.22
"412","2018-12-27",7.12
"413","2018-12-28",6.93
"414","2018-12-31",6.94
"415","2019-01-02",6.9
"416","2019-01-03",7.18
"417","2019-01-04",7.28
"418","2019-01-07",7.7
"419","2019-01-08",7.92
"420","2019-01-09",8.06
"421","2019-01-10",8.08
"422","2019-01-11",7.72
"423","2019-01-14",7.68
"424","2019-01-15",7.6
"425","2019-01-16",7.4
"426","2019-01-17",7.34
"427","2019-01-18",7.1
"428","2019-01-22",7.05
"429","2019-01-23",7.07
"430","2019-01-24",7.13
"431","2019-01-25",7.12
"432","2019-01-28",7.29
"433","2019-01-29",7.46
"434","2019-01-30",7.47
"435","2019-01-31",7.67
"436","2019-02-01",7.34
"437","2019-02-04",7.43
"438","2019-02-05",7.47
"439","2019-02-06",7.29
"440","2019-02-07",7.4
"441","2019-02-08",7.72
"442","2019-02-11",7.64
"443","2019-02-12",7.79
"444","2019-02-13",7.75
"445","2019-02-14",7.54
"446","2019-02-15",7.7
"447","2019-02-19",7.93
"448","2019-02-20",8.02
"449","2019-02-21",8.15
"450","2019-02-22",8.05
"451","2019-02-25",8.1
"452","2019-02-26",7.99
"453","2019-02-27",7.95
"454","2019-02-28",7.83
"455","2019-03-01",7.78
"456","2019-03-04",7.8
"457","2019-03-05",7.8
"458","2019-03-06",7.69
"459","2019-03-07",7.5
"460","2019-03-08",7.42
"461","2019-03-11",7.54
"462","2019-03-12",7.75
"463","2019-03-13",7.71
"464","2019-03-14",7.44
"465","2019-03-15",7.42
"466","2019-03-18",7.14
"467","2019-03-19",7.28
"468","2019-03-20",7.11
"469","2019-03-21",7.27
"470","2019-03-22",7.09
"471","2019-03-25",7.12
"472","2019-03-26",7.13
"473","2019-03-27",7.26
"474","2019-03-28",7.2
"475","2019-03-29",7.21
"476","2019-04-01",7.54
"477","2019-04-02",7.55
"478","2019-04-03",7.61
"479","2019-04-04",7.75
"480","2019-04-05",7.88
"481","2019-04-08",7.78
"482","2019-04-09",7.67
"483","2019-04-10",8
"484","2019-04-11",8.02
"485","2019-04-12",8.07
"486","2019-04-15",8.3
"487","2019-04-16",8.49
"488","2019-04-17",8.37
"489","2019-04-18",8.54
"490","2019-04-22",8.28
"491","2019-04-23",8.4
"492","2019-04-24",8.36
"493","2019-04-25",8.33
"494","2019-04-26",8.47
"495","2019-04-29",8.68
"496","2019-04-30",8.51
"497","2019-05-01",8.66
"498","2019-05-02",8.67
"499","2019-05-03",8.63
"500","2019-05-06",8.93
"501","2019-05-07",8.8
"502","2019-05-08",9.17
"503","2019-05-09",9
"504","2019-05-10",8.65
"505","2019-05-13",8.66
"506","2019-05-14",8.46
"507","2019-05-15",8.45
"508","2019-05-16",8.62
"509","2019-05-17",8.34
"510","2019-05-20",7.96
"511","2019-05-21",7.99
"512","2019-05-22",7.97
"513","2019-05-23",7.77
"514","2019-05-24",7.86
"515","2019-05-28",8.05
"516","2019-05-29",7.82
"517","2019-05-30",7.84
"518","2019-05-31",7.76
"519","2019-06-03",7.8
"520","2019-06-04",7.74
"521","2019-06-05",7.67
"522","2019-06-06",7.66
"523","2019-06-07",7.67
"524","2019-06-10",7.79
"525","2019-06-11",7.56
"526","2019-06-12",7.27
"527","2019-06-13",7.03
"528","2019-06-14",7.07
"529","2019-06-17",7.05
"530","2019-06-18",7.07
"531","2019-06-19",7
"532","2019-06-20",7
"533","2019-06-21",7
"534","2019-06-24",6.96
"535","2019-06-25",7
"536","2019-06-26",6.91
"537","2019-06-27",7.08
"538","2019-06-28",7.52
"539","2019-07-01",7.67
"540","2019-07-02",7.79
"541","2019-07-03",7.8
"542","2019-07-05",8.05
"543","2019-07-08",8.11
"544","2019-07-09",8.14
"545","2019-07-10",8.13
"546","2019-07-11",7.98
"547","2019-07-12",7.82
"548","2019-07-15",7.79
"549","2019-07-16",7.67
"550","2019-07-17",7.38
"551","2019-07-18",7.38
"552","2019-07-19",7.47
"553","2019-07-22",7.54
"554","2019-07-23",7.35
"555","2019-07-24",7.38
"556","2019-07-25",7.39
"557","2019-07-26",7.53
"558","2019-07-29",7.51
"559","2019-07-30",7.59
"560","2019-07-31",7.81
"561","2019-08-01",7.7
"562","2019-08-02",7.33
"563","2019-08-05",6.89
"564","2019-08-06",6.76
"565","2019-08-07",6.69
"566","2019-08-08",6.92
"567","2019-08-09",6.83
"568","2019-08-12",6.77
"569","2019-08-13",6.83
"570","2019-08-14",6.57
"571","2019-08-15",6.69
"572","2019-08-16",6.86
"573","2019-08-19",6.92
"574","2019-08-20",7.33
"575","2019-08-21",7.41
"576","2019-08-22",7.28
"577","2019-08-23",7.02
"578","2019-08-26",6.99
"579","2019-08-27",6.84
"580","2019-08-28",7.01
"581","2019-08-29",6.98
"582","2019-08-30",7.02
"583","2019-09-03",7.02
"584","2019-09-04",6.98
"585","2019-09-05",7.26
"586","2019-09-06",7.37
"587","2019-09-09",7.59
"588","2019-09-10",7.6
"589","2019-09-11",7.49
"590","2019-09-12",7.58
"591","2019-09-13",7.62
"592","2019-09-16",7.46
"593","2019-09-17",7.43
"594","2019-09-18",7.43
"595","2019-09-19",7.49
"596","2019-09-20",7.63
"597","2019-09-23",7.68
"598","2019-09-24",7.58
"599","2019-09-25",7.77
"600","2019-09-26",7.87
"601","2019-09-27",7.75
"602","2019-09-30",7.5
"603","2019-10-01",7.18
"604","2019-10-02",7.17
"605","2019-10-03",7.08
"606","2019-10-04",7.2
"607","2019-10-07",7.17
"608","2019-10-08",6.99
"609","2019-10-09",6.97
"610","2019-10-10",6.73
"611","2019-10-11",6.82
"612","2019-10-14",6.86
"613","2019-10-15",6.94
"614","2019-10-16",6.84
"615","2019-10-17",6.95
"616","2019-10-18",6.9
"617","2019-10-21",6.93
"618","2019-10-22",6.95
"619","2019-10-23",6.87
"620","2019-10-24",6.75
"621","2019-10-25",6.73
"622","2019-10-28",6.73
"623","2019-10-29",6.64
"624","2019-10-30",6.64
"625","2019-10-31",6.61
"626","2019-11-01",6.75
"627","2019-11-04",6.78
"628","2019-11-05",6.83
"629","2019-11-06",6.87
"630","2019-11-07",6.62
"631","2019-11-08",6.63
"632","2019-11-11",6.83
"633","2019-11-12",6.9
"634","2019-11-13",6.84
"635","2019-11-14",6.85
"636","2019-11-15",6.96
"637","2019-11-18",6.9
"638","2019-11-19",6.73
"639","2019-11-20",6.66
"640","2019-11-21",6.67
"641","2019-11-22",6.67
"642","2019-11-25",6.89
"643","2019-11-26",6.83
"644","2019-11-27",6.9
"645","2019-11-29",7.03
"646","2019-12-02",6.94
"647","2019-12-03",6.9
"648","2019-12-04",6.98
"649","2019-12-05",7.15
"650","2019-12-06",7.01
"651","2019-12-09",6.95
"652","2019-12-10",6.82
"653","2019-12-11",6.8
"654","2019-12-12",6.77
"655","2019-12-13",6.74
"656","2019-12-16",6.3
"657","2019-12-17",6.33
"658","2019-12-18",6.28
"659","2019-12-19",6.5
"660","2019-12-20",6.71
"661","2019-12-23",6.78
"662","2019-12-24",6.9
"663","2019-12-26",6.86
"664","2019-12-27",6.91
"665","2019-12-30",6.99
"666","2019-12-31",6.95
"667","2020-01-02",6.79
"668","2020-01-03",6.77
"669","2020-01-06",6.81
"670","2020-01-07",6.7
"671","2020-01-08",6.68
"672","2020-01-09",6.7
"673","2020-01-10",6.68
"674","2020-01-13",6.59
"675","2020-01-14",7.31
"676","2020-01-15",8.09
"677","2020-01-16",8.58
"678","2020-01-17",8.87
"679","2020-01-21",8.87
"680","2020-01-22",8.6
"681","2020-01-23",8.65
"682","2020-01-24",8.8
"683","2020-01-27",8.69
"684","2020-01-28",8.86
"685","2020-01-29",8.59
"686","2020-01-30",8.36
"687","2020-01-31",8.11
"688","2020-02-03",8.31
"689","2020-02-04",8.28
"690","2020-02-05",8.45
"691","2020-02-06",8.48
"692","2020-02-07",8.56
"693","2020-02-10",8.42
"694","2020-02-11",9.03
"695","2020-02-12",9.16
"696","2020-02-13",9.09
"697","2020-02-14",9.02
"698","2020-02-18",8.79
"699","2020-02-19",9
"700","2020-02-20",8.92
"701","2020-02-21",8.97
"702","2020-02-24",8.61
"703","2020-02-25",8.2
"704","2020-02-26",8.09
"705","2020-02-27",7.52
"706","2020-02-28",7.49
"707","2020-03-02",7.73
"708","2020-03-03",7.71
"709","2020-03-04",8.04
"710","2020-03-05",7.51
"711","2020-03-06",7.18
"712","2020-03-09",6.44
"713","2020-03-10",6.68
"714","2020-03-11",6.07
"715","2020-03-12",5.07
"716","2020-03-13",5.87
"717","2020-03-16",4.58
"718","2020-03-17",4.61
"719","2020-03-18",3.83
"720","2020-03-19",4.9
"721","2020-03-20",4.13
"722","2020-03-23",3.85
"723","2020-03-24",4.46
"724","2020-03-25",4.63
"725","2020-03-26",5.02
"726","2020-03-27",4.95
"727","2020-03-30",5.1
"728","2020-03-31",5.07
"729","2020-04-01",4.95
"730","2020-04-02",4.9
"731","2020-04-03",4.61
"732","2020-04-06",5.12
"733","2020-04-07",5.5
"734","2020-04-08",5.63
"735","2020-04-09",5.39
"736","2020-04-13",4.87
"737","2020-04-14",5.02
"738","2020-04-15",4.66
"739","2020-04-16",4.68
"740","2020-04-17",4.78
"741","2020-04-20",4.55
"742","2020-04-21",4.5
"743","2020-04-22",4.38
"744","2020-04-23",4.25
"745","2020-04-24",4.19
"746","2020-04-27",4.81
"747","2020-04-28",5.27
"748","2020-04-29",5.58
"749","2020-04-30",5.64
"750","2020-05-01",5.58
"751","2020-05-04",5.16
"752","2020-05-05",5.24
"753","2020-05-06",4.86
"754","2020-05-07",4.95
"755","2020-05-08",5.31
"756","2020-05-11",5.26
"757","2020-05-12",5.4
"758","2020-05-13",4.73
"759","2020-05-14",4.86
"760","2020-05-15",4.93
"761","2020-05-18",5.42
"762","2020-05-19",5.33
"763","2020-05-20",5.3
"764","2020-05-21",5.35
"765","2020-05-22",5.09
"766","2020-05-26",5.36
"767","2020-05-27",5.21
"768","2020-05-28",5.08
"769","2020-05-29",5.01
"770","2020-06-01",5.03
"771","2020-06-02",5.27
"772","2020-06-03",5.68
"773","2020-06-04",5.45
"774","2020-06-05",5.59
"775","2020-06-08",5.77
"776","2020-06-09",5.53
"777","2020-06-10",5.18
"778","2020-06-11",4.79
"779","2020-06-12",4.87
"780","2020-06-15",5.02
"781","2020-06-16",5.16
"782","2020-06-17",5.09
"783","2020-06-18",5.01
"784","2020-06-19",4.69
"785","2020-06-22",4.79
"786","2020-06-23",4.62
"787","2020-06-24",4.44
"788","2020-06-25",4.48
"789","2020-06-26",4.47
"790","2020-06-29",4.7
"791","2020-06-30",4.6
"792","2020-07-01",4.54
"793","2020-07-02",4.47
"794","2020-07-06",4.51
"795","2020-07-07",4.47
"796","2020-07-08",4.45
"797","2020-07-09",4.28
"798","2020-07-10",4.28
"799","2020-07-13",4.36
"800","2020-07-14",4.4
"801","2020-07-15",4.67
"802","2020-07-16",4.65
"803","2020-07-17",4.65
"804","2020-07-20",4.47
"805","2020-07-21",4.6
"806","2020-07-22",4.67
"807","2020-07-23",4.69
"808","2020-07-24",4.81
"809","2020-07-27",4.87
"810","2020-07-28",4.92
"811","2020-07-29",5.01
"812","2020-07-30",5.19
"813","2020-07-31",4.8
"814","2020-08-03",5
"815","2020-08-04",4.99
"816","2020-08-05",5.15
"817","2020-08-06",5.17
"818","2020-08-07",5.32
"819","2020-08-10",5.5
"820","2020-08-11",5.3
"821","2020-08-12",5.17
"822","2020-08-13",5.07
"823","2020-08-14",5.45
"824","2020-08-17",5.36
"825","2020-08-18",5.2
"826","2020-08-19",5.26
"827","2020-08-20",5.18
"828","2020-08-21",4.99
"829","2020-08-24",5.02
"830","2020-08-25",4.97
"831","2020-08-26",4.95
"832","2020-08-27",5
"833","2020-08-28",5.19
"834","2020-08-31",5.2
"835","2020-09-01",5.03
"836","2020-09-02",5.07
"837","2020-09-03",5.03
"838","2020-09-04",5.03
"839","2020-09-08",4.88
"840","2020-09-09",4.9
"841","2020-09-10",4.86
"842","2020-09-11",4.76
"843","2020-09-14",4.9
"844","2020-09-15",4.89
"845","2020-09-16",5.09
"846","2020-09-17",5.02
"847","2020-09-18",4.89
"848","2020-09-21",4.66
"849","2020-09-22",4.68
"850","2020-09-23",4.57
"851","2020-09-24",4.47
"852","2020-09-25",4.45
"853","2020-09-28",4.5
"854","2020-09-29",4.32
"855","2020-09-30",4.17
"856","2020-10-01",4.34
"857","2020-10-02",4.81
"858","2020-10-05",4.79
"859","2020-10-06",4.67
"860","2020-10-07",4.5
"861","2020-10-08",4.57
"862","2020-10-09",4.58
"863","2020-10-12",4.61
"864","2020-10-13",4.48
"865","2020-10-14",4.57
"866","2020-10-15",4.56
"867","2020-10-16",4.49
"868","2020-10-19",4.55
"869","2020-10-20",4.52
"870","2020-10-21",4.53
"871","2020-10-22",4.49
"872","2020-10-23",4.44
"873","2020-10-26",4.28
"874","2020-10-27",4.09
"875","2020-10-28",4.3
"876","2020-10-29",4.18
"877","2020-10-30",4.19
"878","2020-11-02",4.28
"879","2020-11-03",4.41
"880","2020-11-04",4.49
"881","2020-11-05",4.6
"882","2020-11-06",4.52
"883","2020-11-09",4.8
"884","2020-11-10",4.88
"885","2020-11-11",4.74
"886","2020-11-12",4.59
"887","2020-11-13",4.74
"888","2020-11-16",4.84
"889","2020-11-17",4.72
"890","2020-11-18",5.4
"891","2020-11-19",5.73
"892","2020-11-20",5.75
"893","2020-11-23",6.05
"894","2020-11-24",5.81
"895","2020-11-25",5.59
"896","2020-11-27",5.57
