"","date","FULC"
"175","2020-03-26",13
"176","2020-03-27",11.92
"177","2020-03-30",12.83
"178","2020-03-31",11.94
"179","2020-04-01",10.64
"180","2020-04-02",10.43
"181","2020-04-03",9.11
"182","2020-04-06",10.5
"183","2020-04-07",10.21
"184","2020-04-08",10.29
"185","2020-04-09",10.6
"186","2020-04-13",9.93
"187","2020-04-14",11.9
"188","2020-04-15",10.85
"189","2020-04-16",11.57
"190","2020-04-17",10.98
"191","2020-04-20",10.65
"192","2020-04-21",10.4
"193","2020-04-22",11.31
"194","2020-04-23",11.04
"195","2020-04-24",11.29
"196","2020-04-27",11.99
"197","2020-04-28",12.05
"198","2020-04-29",13.09
"199","2020-04-30",12.62
"200","2020-05-01",13.68
"201","2020-05-04",13.33
"202","2020-05-05",14.89
"203","2020-05-06",14.57
"204","2020-05-07",14.22
"205","2020-05-08",14.68
"206","2020-05-11",17.549999
"207","2020-05-12",14.91
"208","2020-05-13",16.48
"209","2020-05-14",16.09
"210","2020-05-15",16.690001
"211","2020-05-18",17.73
"212","2020-05-19",16.469999
"213","2020-05-20",17.459999
"214","2020-05-21",18.200001
"215","2020-05-22",18.41
"216","2020-05-26",19.290001
"217","2020-05-27",19.639999
"218","2020-05-28",19.17
"219","2020-05-29",19.91
"220","2020-06-01",18.969999
"221","2020-06-02",19.889999
"222","2020-06-03",19.959999
"223","2020-06-04",20.09
"224","2020-06-05",19.040001
"225","2020-06-08",19.99
"226","2020-06-09",21.25
"227","2020-06-10",19.18
"228","2020-06-11",17.629999
"229","2020-06-12",17.370001
"230","2020-06-15",17.049999
"231","2020-06-16",16.83
"232","2020-06-17",18.98
"233","2020-06-18",20.51
"234","2020-06-19",19.559999
"235","2020-06-22",19.120001
"236","2020-06-23",18.809999
"237","2020-06-24",21.059999
"238","2020-06-25",22.059999
"239","2020-06-26",21.969999
"240","2020-06-29",19.559999
"241","2020-06-30",18.290001
"242","2020-07-01",17.07
"243","2020-07-02",17.85
"244","2020-07-06",18.25
"245","2020-07-07",18.059999
"246","2020-07-08",20.700001
"247","2020-07-09",19.309999
"248","2020-07-10",19.389999
"249","2020-07-13",18.43
"250","2020-07-14",17.66
"251","2020-07-15",17.709999
"252","2020-07-16",17.780001
"253","2020-07-17",17.879999
"254","2020-07-20",17.99
"255","2020-07-21",17.85
"256","2020-07-22",17.83
"257","2020-07-23",17.620001
"258","2020-07-24",16.700001
"259","2020-07-27",16.209999
"260","2020-07-28",16.110001
"261","2020-07-29",15.9
"262","2020-07-30",15.75
"263","2020-07-31",15.87
"264","2020-08-03",16.200001
"265","2020-08-04",15.7
"266","2020-08-05",16.719999
"267","2020-08-06",16.530001
"268","2020-08-07",17.129999
"269","2020-08-10",17.120001
"270","2020-08-11",8.9
"271","2020-08-12",7.77
"272","2020-08-13",7.73
"273","2020-08-14",7.62
"274","2020-08-17",7.69
"275","2020-08-18",8.16
"276","2020-08-19",8.38
"277","2020-08-20",8.31
"278","2020-08-21",7.595
"279","2020-08-24",7.65
"280","2020-08-25",7.615
"281","2020-08-26",7.6
"282","2020-08-27",7.605
"283","2020-08-28",7.22
"284","2020-08-31",7.27
"285","2020-09-01",7.25
"286","2020-09-02",7.49
"287","2020-09-03",7.26
"288","2020-09-04",7.5
"289","2020-09-08",8.06
"290","2020-09-09",8.185
"291","2020-09-10",7.75
"292","2020-09-11",7.64
"293","2020-09-14",8.15
"294","2020-09-15",7.78
"295","2020-09-16",8.19
"296","2020-09-17",8.43
"297","2020-09-18",8.53
"298","2020-09-21",8.41
"299","2020-09-22",8.1
"300","2020-09-23",8.05
"301","2020-09-24",7.75
"302","2020-09-25",8.295
"303","2020-09-28",7.85
"304","2020-09-29",7.63
"305","2020-09-30",7.93
"306","2020-10-01",7.95
"307","2020-10-02",7.84
"308","2020-10-05",8.56
"309","2020-10-06",8.48
"310","2020-10-07",8.83
"311","2020-10-08",9.21
"312","2020-10-09",9.76
"313","2020-10-12",10.5
"314","2020-10-13",11.34
"315","2020-10-14",11.27
"316","2020-10-15",10.08
"317","2020-10-16",10.93
"318","2020-10-19",10.61
"319","2020-10-20",10.54
"320","2020-10-21",10.22
"321","2020-10-22",10.31
"322","2020-10-23",11
"323","2020-10-26",10.58
"324","2020-10-27",10.48
"325","2020-10-28",9.79
"326","2020-10-29",9.93
"327","2020-10-30",9.86
"328","2020-11-02",9.27
"329","2020-11-03",11.16
"330","2020-11-04",11.97
"331","2020-11-05",11.68
"332","2020-11-06",11.8
"333","2020-11-09",10.82
"334","2020-11-10",10.94
"335","2020-11-11",11.75
"336","2020-11-12",11.98
"337","2020-11-13",12.65
"338","2020-11-16",12.04
"339","2020-11-17",11.82
"340","2020-11-18",11.16
"341","2020-11-19",11.06
"342","2020-11-20",10.88
"343","2020-11-23",10.55
"344","2020-11-24",10.68
"345","2020-11-25",11.32
"346","2020-11-27",11.54
