"","date","SBPH"
"1003","2020-04-30",1.28
"1004","2020-05-01",1.23
"1005","2020-05-04",1.31
"1006","2020-05-05",1.31
"1007","2020-05-06",1.347
"1008","2020-05-07",1.33
"1009","2020-05-08",1.52
"1010","2020-05-11",1.64
"1011","2020-05-12",1.58
"1012","2020-05-13",1.48
"1013","2020-05-14",1.41
"1014","2020-05-15",1.4
"1015","2020-05-18",1.5
"1016","2020-05-19",1.59
"1017","2020-05-20",1.65
"1018","2020-05-21",1.59
"1019","2020-05-22",1.63
"1020","2020-05-26",1.755
"1021","2020-05-27",1.77
"1022","2020-05-28",1.66
"1023","2020-05-29",1.65
"1024","2020-06-01",1.69
"1025","2020-06-02",1.72
"1026","2020-06-03",1.71
"1027","2020-06-04",1.68
"1028","2020-06-05",1.72
"1029","2020-06-08",1.66
"1030","2020-06-09",1.66
"1031","2020-06-10",1.62
"1032","2020-06-11",1.53
"1033","2020-06-12",1.58
"1034","2020-06-15",1.57
"1035","2020-06-16",1.61
"1036","2020-06-17",1.61
"1037","2020-06-18",1.57
"1038","2020-06-19",1.64
"1039","2020-06-22",1.73
"1040","2020-06-23",1.71
"1041","2020-06-24",1.6
"1042","2020-06-25",1.64
"1043","2020-06-26",1.53
"1044","2020-06-29",1.54
"1045","2020-06-30",1.47
"1046","2020-07-01",1.46
"1047","2020-07-02",1.45
"1048","2020-07-06",1.54
"1049","2020-07-07",1.5
"1050","2020-07-08",1.56
"1051","2020-07-09",1.48
"1052","2020-07-10",1.47
"1053","2020-07-13",1.4
"1054","2020-07-14",1.4
"1055","2020-07-15",1.63
"1056","2020-07-16",1.61
"1057","2020-07-17",1.63
"1058","2020-07-20",1.73
"1059","2020-07-21",1.76
"1060","2020-07-22",1.79
"1061","2020-07-23",1.73
"1062","2020-07-24",1.89
"1063","2020-07-27",1.81
"1064","2020-07-28",2.57
"1065","2020-07-29",2.08
"1066","2020-07-30",1.94
"1067","2020-07-31",1.55
"1068","2020-08-03",1.54
"1069","2020-08-04",1.52
"1070","2020-08-05",1.57
"1071","2020-08-06",1.46
"1072","2020-08-07",1.47
"1073","2020-08-10",1.63
"1074","2020-08-11",1.49
"1075","2020-08-12",1.46
"1076","2020-08-13",1.44
"1077","2020-08-14",1.43
"1078","2020-08-17",1.4
"1079","2020-08-18",1.38
"1080","2020-08-19",1.36
"1081","2020-08-20",1.42
"1082","2020-08-21",1.39
"1083","2020-08-24",1.41
"1084","2020-08-25",1.38
"1085","2020-08-26",1.36
"1086","2020-08-27",1.26
"1087","2020-08-28",1.31
"1088","2020-08-31",1.29
"1089","2020-09-01",1.24
"1090","2020-09-02",1.47
"1091","2020-09-03",1.43
"1092","2020-09-04",1.33
"1093","2020-09-08",1.39
"1094","2020-09-09",1.41
"1095","2020-09-10",1.37
"1096","2020-09-11",1.38
"1097","2020-09-14",1.39
"1098","2020-09-15",1.37
"1099","2020-09-16",1.38
"1100","2020-09-17",1.43
"1101","2020-09-18",1.4
"1102","2020-09-21",1.39
"1103","2020-09-22",1.36
"1104","2020-09-23",1.35
"1105","2020-09-24",1.35
"1106","2020-09-25",1.28
"1107","2020-09-28",1.35
"1108","2020-09-29",1.42
"1109","2020-09-30",1.34
"1110","2020-10-01",1.31
"1111","2020-10-02",1.33
"1112","2020-10-05",1.32
"1113","2020-10-06",1.34
"1114","2020-10-07",1.34
"1115","2020-10-08",1.38
"1116","2020-10-09",1.36
"1117","2020-10-12",1.38
"1118","2020-10-13",1.42
"1119","2020-10-14",1.44
"1120","2020-10-15",1.38
"1121","2020-10-16",1.392
"1122","2020-10-19",1.4
"1123","2020-10-20",1.25
"1124","2020-10-21",1.28
"1125","2020-10-22",1.27
"1126","2020-10-23",1.27
"1127","2020-10-26",1.11
"1128","2020-10-27",1.14
"1129","2020-10-28",1.08
"1130","2020-10-29",1.105
"1131","2020-10-30",1.03
"1132","2020-11-02",1.06
"1133","2020-11-03",1.15
"1134","2020-11-04",1.2
"1135","2020-11-05",1.29
"1136","2020-11-06",1.19
"1137","2020-11-09",1.28
"1138","2020-11-10",1.32
"1139","2020-11-11",1.355
"1140","2020-11-12",1.34
"1141","2020-11-13",1.33
"1142","2020-11-16",1.32
"1143","2020-11-17",1.33
"1144","2020-11-18",1.29
"1145","2020-11-19",1.21
"1146","2020-11-20",4.84
"1147","2020-11-23",NA
"1148","2020-11-24",NA
"1149","2020-11-25",NA
