"","date","EAST"
"436","2018-09-25",8.46
"437","2018-09-26",8.4
"438","2018-09-27",8.23
"439","2018-09-28",8.2
"440","2018-10-01",7.99
"441","2018-10-02",7.98
"442","2018-10-03",7.94
"443","2018-10-04",7.94
"444","2018-10-05",7.95
"445","2018-10-08",7.92
"446","2018-10-09",7.9
"447","2018-10-10",7.9
"448","2018-10-11",7.59
"449","2018-10-12",7.79
"450","2018-10-15",7.87
"451","2018-10-16",8.2
"452","2018-10-17",8
"453","2018-10-18",7.83
"454","2018-10-19",8.2
"455","2018-10-22",8.04
"456","2018-10-23",7.8
"457","2018-10-24",7.72
"458","2018-10-25",7.65
"459","2018-10-26",7.65
"460","2018-10-29",7.85
"461","2018-10-30",7.7
"462","2018-10-31",7.8
"463","2018-11-01",8.08
"464","2018-11-02",7.65
"465","2018-11-05",8.44
"466","2018-11-06",8.4
"467","2018-11-07",8.3
"468","2018-11-08",8.2
"469","2018-11-09",7.95
"470","2018-11-12",7.65
"471","2018-11-13",8
"472","2018-11-14",7.98
"473","2018-11-15",7.8
"474","2018-11-16",7.5
"475","2018-11-19",7.44
"476","2018-11-20",6.05
"477","2018-11-21",6.38
"478","2018-11-23",6.41
"479","2018-11-26",6.44
"480","2018-11-27",6.205
"481","2018-11-28",6.34
"482","2018-11-29",6.35
"483","2018-11-30",6.37
"484","2018-12-03",6.25
"485","2018-12-04",6.4
"486","2018-12-06",6.3
"487","2018-12-07",6.25
"488","2018-12-10",6.3
"489","2018-12-11",6.17
"490","2018-12-12",6.13
"491","2018-12-13",6.15
"492","2018-12-14",6.17
"493","2018-12-17",6.13
"494","2018-12-18",6.01
"495","2018-12-19",6.28
"496","2018-12-20",6.2
"497","2018-12-21",5.99
"498","2018-12-24",5.99
"499","2018-12-26",6.15
"500","2018-12-27",6.04
"501","2018-12-28",6.1
"502","2018-12-31",6.18
"503","2019-01-02",6
"504","2019-01-03",6.4
"505","2019-01-04",6.41
"506","2019-01-07",6.27
"507","2019-01-08",6.1
"508","2019-01-09",6.13
"509","2019-01-10",6.13
"510","2019-01-11",6.15
"511","2019-01-14",6.09
"512","2019-01-15",6.3
"513","2019-01-16",6.33
"514","2019-01-17",6.39
"515","2019-01-18",6.4
"516","2019-01-22",6.23
"517","2019-01-23",6.09
"518","2019-01-24",6.05
"519","2019-01-25",6.02
"520","2019-01-28",5.91
"521","2019-01-29",6.14
"522","2019-01-30",6.02
"523","2019-01-31",6.39
"524","2019-02-01",6.23
"525","2019-02-04",6.26
"526","2019-02-05",6.19
"527","2019-02-06",6.2
"528","2019-02-07",6.15
"529","2019-02-08",6
"530","2019-02-11",5.98
"531","2019-02-12",6.25
"532","2019-02-13",6.17
"533","2019-02-14",5.88
"534","2019-02-15",6.08
"535","2019-02-19",5.98
"536","2019-02-20",5.93
"537","2019-02-21",6.04
"538","2019-02-22",6.03
"539","2019-02-25",5.99
"540","2019-02-26",5.9
"541","2019-02-27",5.85
"542","2019-02-28",5.71
"543","2019-03-01",5.7
"544","2019-03-04",5.99
"545","2019-03-05",5.75
"546","2019-03-06",5.62
"547","2019-03-07",5.7
"548","2019-03-08",5.8
"549","2019-03-11",5.71
"550","2019-03-12",6
"551","2019-03-13",5.85
"552","2019-03-14",5.85
"553","2019-03-15",5.93
"554","2019-03-18",6.13
"555","2019-03-19",6.1
"556","2019-03-20",6.07
"557","2019-03-21",5.93
"558","2019-03-22",5.94
"559","2019-03-25",5.86
"560","2019-03-26",5.8
"561","2019-03-27",5.85
"562","2019-03-28",5.93
"563","2019-03-29",5.81
"564","2019-04-01",5.8
"565","2019-04-02",6.11
"566","2019-04-03",6.12
"567","2019-04-04",6.1
"568","2019-04-05",6.13
"569","2019-04-08",6.03
"570","2019-04-09",6.15
"571","2019-04-10",6
"572","2019-04-11",5.98
"573","2019-04-12",6
"574","2019-04-15",5.94
"575","2019-04-16",5.86
"576","2019-04-17",5.87
"577","2019-04-18",5.84
"578","2019-04-22",5.78
"579","2019-04-23",5.95
"580","2019-04-24",6
"581","2019-04-25",6.04
"582","2019-04-26",6
"583","2019-04-29",6.05
"584","2019-04-30",6
"585","2019-05-01",5.9
"586","2019-05-02",6.05
"587","2019-05-03",6
"588","2019-05-06",5.71
"589","2019-05-07",5.64
"590","2019-05-08",5.705
"591","2019-05-09",5.85
"592","2019-05-10",5.65
"593","2019-05-13",5.32
"594","2019-05-14",5.09
"595","2019-05-15",5.15
"596","2019-05-16",5.04
"597","2019-05-17",5.03
"598","2019-05-20",4.86
"599","2019-05-21",4.91
"600","2019-05-22",5
"601","2019-05-23",4.94
"602","2019-05-24",4.81
"603","2019-05-28",4.8
"604","2019-05-29",4.95
"605","2019-05-30",4.55
"606","2019-05-31",4.6
"607","2019-06-03",4.7
"608","2019-06-04",4.78
"609","2019-06-05",4.8
"610","2019-06-06",4.6
"611","2019-06-07",4.68
"612","2019-06-10",4.5
"613","2019-06-11",4.47
"614","2019-06-12",4.5
"615","2019-06-13",4.37
"616","2019-06-14",4.48
"617","2019-06-17",4.18
"618","2019-06-18",4.32
"619","2019-06-19",4.46
"620","2019-06-20",4.47
"621","2019-06-21",4.55
"622","2019-06-24",4.35
"623","2019-06-25",4.42
"624","2019-06-26",4.2
"625","2019-06-27",4.37
"626","2019-06-28",4.5
"627","2019-07-01",4.55
"628","2019-07-02",4.44
"629","2019-07-03",4.54
"630","2019-07-05",4.5
"631","2019-07-08",4.45
"632","2019-07-09",4.48
"633","2019-07-10",4.4
"634","2019-07-11",4.43
"635","2019-07-12",4.43
"636","2019-07-15",4.6
"637","2019-07-16",4.55
"638","2019-07-17",4.47
"639","2019-07-18",4.13
"640","2019-07-19",4.4
"641","2019-07-22",3.68
"642","2019-07-23",3.98
"643","2019-07-24",3.95
"644","2019-07-25",4.14
"645","2019-07-26",4.2
"646","2019-07-29",4.18
"647","2019-07-30",4.23
"648","2019-07-31",4.2
"649","2019-08-01",4.2
"650","2019-08-02",4.11
"651","2019-08-05",4.29
"652","2019-08-06",4.3
"653","2019-08-07",4.07
"654","2019-08-08",4.16
"655","2019-08-09",4.04
"656","2019-08-12",4
"657","2019-08-13",4
"658","2019-08-14",4
"659","2019-08-15",4.01
"660","2019-08-16",4.1
"661","2019-08-19",4.24
"662","2019-08-20",4.45
"663","2019-08-21",4.52
"664","2019-08-22",4.88
"665","2019-08-23",4.61
"666","2019-08-26",5.05
"667","2019-08-27",5.04
"668","2019-08-28",5.02
"669","2019-08-29",5.17
"670","2019-08-30",5.275
"671","2019-09-03",5.29
"672","2019-09-04",5.26
"673","2019-09-05",5.17
"674","2019-09-06",5.13
"675","2019-09-09",5
"676","2019-09-10",5.01
"677","2019-09-11",5.06
"678","2019-09-12",5.16
"679","2019-09-13",5.22
"680","2019-09-16",5
"681","2019-09-17",5.09
"682","2019-09-18",4.9
"683","2019-09-19",4.75
"684","2019-09-20",4.96
"685","2019-09-23",4.87
"686","2019-09-24",5
"687","2019-09-25",5
"688","2019-09-26",5
"689","2019-09-27",4.92
"690","2019-09-30",4.89
"691","2019-10-01",4.68
"692","2019-10-02",4.63
"693","2019-10-03",4.64
"694","2019-10-04",4.66
"695","2019-10-07",4.7
"696","2019-10-08",4.7
"697","2019-10-09",4.6
"698","2019-10-10",4.49
"699","2019-10-11",4.88
"700","2019-10-14",4.84
"701","2019-10-15",4.89
"702","2019-10-16",5
"703","2019-10-17",4.88
"704","2019-10-18",4.88
"705","2019-10-21",4.9
"706","2019-10-22",4.88
"707","2019-10-23",5
"708","2019-10-24",4.94
"709","2019-10-25",4.57
"710","2019-10-28",4.33
"711","2019-10-29",4.25
"712","2019-10-30",4.23
"713","2019-10-31",4.26
"714","2019-11-01",4.25
"715","2019-11-04",4.19
"716","2019-11-05",4.23
"717","2019-11-06",3.99
"718","2019-11-07",4.05
"719","2019-11-08",3.99
"720","2019-11-11",3.89
"721","2019-11-12",3.95
"722","2019-11-13",3.74
"723","2019-11-14",3.57
"724","2019-11-15",3.5
"725","2019-11-18",3.21
"726","2019-11-19",2.93
"727","2019-11-20",2.88
"728","2019-11-21",3.5
"729","2019-11-22",3.39
"730","2019-11-25",3.17
"731","2019-11-26",3.26
"732","2019-11-27",3.27
"733","2019-11-29",3.15
"734","2019-12-02",3.08
"735","2019-12-03",3
"736","2019-12-04",3.02
"737","2019-12-05",2.99
"738","2019-12-06",3
"739","2019-12-09",3.06
"740","2019-12-10",2.96
"741","2019-12-11",2.93
"742","2019-12-12",2.93
"743","2019-12-13",2.8
"744","2019-12-16",2.61
"745","2019-12-17",2.73
"746","2019-12-18",3.28
"747","2019-12-19",3.29
"748","2019-12-20",3.26
"749","2019-12-23",3.1
"750","2019-12-24",2.99
"751","2019-12-26",2.98
"752","2019-12-27",3
"753","2019-12-30",3
"754","2019-12-31",2.95
"755","2020-01-02",3.1
"756","2020-01-03",3.22
"757","2020-01-06",3.41
"758","2020-01-07",3.29
"759","2020-01-08",3.3
"760","2020-01-09",3.17
"761","2020-01-10",3.18
"762","2020-01-13",3.08
"763","2020-01-14",3.04
"764","2020-01-15",3.2
"765","2020-01-16",3.08
"766","2020-01-17",3.15
"767","2020-01-21",3.09
"768","2020-01-22",3.45
"769","2020-01-23",3.48
"770","2020-01-24",3.3
"771","2020-01-27",3.15
"772","2020-01-28",3.15
"773","2020-01-29",3.3
"774","2020-01-30",3.75
"775","2020-01-31",3.64
"776","2020-02-03",3.52
"777","2020-02-04",3.65
"778","2020-02-05",3.54
"779","2020-02-06",3.6
"780","2020-02-07",3.7
"781","2020-02-10",3.68
"782","2020-02-11",3.7
"783","2020-02-12",3.7
"784","2020-02-13",3.65
"785","2020-02-14",3.65
"786","2020-02-18",3.58
"787","2020-02-19",3.6
"788","2020-02-20",3.59
"789","2020-02-21",3.6
"790","2020-02-24",3.5
"791","2020-02-25",3.465
"792","2020-02-26",3.38
"793","2020-02-27",3.2
"794","2020-02-28",2.99
"795","2020-03-02",2.8
"796","2020-03-03",2.6
"797","2020-03-04",2.53
"798","2020-03-05",2.46
"799","2020-03-06",2.45
"800","2020-03-09",2.14
"801","2020-03-10",2.15
"802","2020-03-11",1.97
"803","2020-03-12",1.71
"804","2020-03-13",1.78
"805","2020-03-16",1.5
"806","2020-03-17",1.55
"807","2020-03-18",1.5
"808","2020-03-19",1.25
"809","2020-03-20",1.2
"810","2020-03-23",1.15
"811","2020-03-24",1.12
"812","2020-03-25",1.12
"813","2020-03-26",1.1
"814","2020-03-27",1.39
"815","2020-03-30",1.28
"816","2020-03-31",1.16
"817","2020-04-01",1.05
"818","2020-04-02",1
"819","2020-04-03",1.02
"820","2020-04-06",1.1
"821","2020-04-07",1.16
"822","2020-04-08",1.18
"823","2020-04-09",1.1
"824","2020-04-13",1.08
"825","2020-04-14",1.16
"826","2020-04-15",1.26
"827","2020-04-16",1.21
"828","2020-04-17",1.47
"829","2020-04-20",1.71
"830","2020-04-21",1.73
"831","2020-04-22",1.65
"832","2020-04-23",1.74
"833","2020-04-24",1.97
"834","2020-04-27",2
"835","2020-04-28",2
"836","2020-04-29",2
"837","2020-04-30",1.93
"838","2020-05-01",1.825
"839","2020-05-04",1.83
"840","2020-05-05",1.81
"841","2020-05-06",1.88
"842","2020-05-07",1.92
"843","2020-05-08",1.93
"844","2020-05-11",1.83
"845","2020-05-12",1.9
"846","2020-05-13",1.9
"847","2020-05-14",1.92
"848","2020-05-15",1.73
"849","2020-05-18",1.81
"850","2020-05-19",1.77
"851","2020-05-20",1.74
"852","2020-05-21",1.68
"853","2020-05-22",1.6
"854","2020-05-26",1.6
"855","2020-05-27",1.52
"856","2020-05-28",1.52
"857","2020-05-29",1.54
"858","2020-06-01",1.53
"859","2020-06-02",1.4
"860","2020-06-03",1.47
"861","2020-06-04",1.48
"862","2020-06-05",1.61
"863","2020-06-08",1.68
"864","2020-06-09",1.73
"865","2020-06-10",1.68
"866","2020-06-11",1.42
"867","2020-06-12",1.413
"868","2020-06-15",1.41
"869","2020-06-16",1.44
"870","2020-06-17",1.44
"871","2020-06-18",1.36
"872","2020-06-19",1.42
"873","2020-06-22",1.47
"874","2020-06-23",1.49
"875","2020-06-24",1.535
"876","2020-06-25",1.47
"877","2020-06-26",1.43
"878","2020-06-29",1.45
"879","2020-06-30",1.45
"880","2020-07-01",1.4
"881","2020-07-02",1.25
"882","2020-07-06",1.26
"883","2020-07-07",1.27
"884","2020-07-08",1.26
"885","2020-07-09",1.2
"886","2020-07-10",1.14
"887","2020-07-13",1.05
"888","2020-07-14",0.98
"889","2020-07-15",1.36
"890","2020-07-16",1.14
"891","2020-07-17",1.18
"892","2020-07-20",1.08
"893","2020-07-21",1.13
"894","2020-07-22",1.11
"895","2020-07-23",1.15
"896","2020-07-24",1.28
"897","2020-07-27",1.3
"898","2020-07-28",1.21
"899","2020-07-29",1.22
"900","2020-07-30",1.23
"901","2020-07-31",1.21
"902","2020-08-03",1.16
"903","2020-08-04",1.205
"904","2020-08-05",1.16
"905","2020-08-06",1.17
"906","2020-08-07",1.2
"907","2020-08-10",1.22
"908","2020-08-11",1.22
"909","2020-08-12",1.18
"910","2020-08-13",1.19
"911","2020-08-14",1.28
"912","2020-08-17",1.53
"913","2020-08-18",1.78
"914","2020-08-19",1.55
"915","2020-08-20",1.5
"916","2020-08-21",1.46
"917","2020-08-24",1.37
"918","2020-08-25",1.34
"919","2020-08-26",1.55
"920","2020-08-27",1.42
"921","2020-08-28",1.42
"922","2020-08-31",1.33
"923","2020-09-01",1.33
"924","2020-09-02",1.27
"925","2020-09-03",1.24
"926","2020-09-04",1.25
"927","2020-09-08",1.25
"928","2020-09-09",1.19
"929","2020-09-10",1.16
"930","2020-09-11",1.16
"931","2020-09-14",1.18
"932","2020-09-15",1.17
"933","2020-09-16",1.15
"934","2020-09-17",1.195
"935","2020-09-18",1.17
"936","2020-09-21",1.16
"937","2020-09-22",1.16
"938","2020-09-23",1.105
"939","2020-09-24",1.07
"940","2020-09-25",1.11
"941","2020-09-28",1.16
"942","2020-09-29",1.16
"943","2020-09-30",1.14
"944","2020-10-01",1.16
"945","2020-10-02",1.16
"946","2020-10-05",1.17
"947","2020-10-06",1.17
"948","2020-10-07",1.22
"949","2020-10-08",1.19
"950","2020-10-09",1.19
"951","2020-10-12",1.166
"952","2020-10-13",1.14
"953","2020-10-14",1.22
"954","2020-10-15",1.32
"955","2020-10-16",1.275
"956","2020-10-19",1.226
"957","2020-10-20",1.166
"958","2020-10-21",1.32
"959","2020-10-22",1.25
"960","2020-10-23",1.27
"961","2020-10-26",1.25
"962","2020-10-27",1.3
"963","2020-10-28",1.24
"964","2020-10-29",1.32
"965","2020-10-30",1.35
"966","2020-11-02",1.39
"967","2020-11-03",1.37
"968","2020-11-04",1.37
"969","2020-11-05",1.47
"970","2020-11-06",1.39
"971","2020-11-09",1.48
"972","2020-11-10",1.58
"973","2020-11-11",1.9
"974","2020-11-12",1.61
"975","2020-11-13",1.8
"976","2020-11-16",1.69
"977","2020-11-17",1.51
"978","2020-11-18",1.63
"979","2020-11-19",1.59
"980","2020-11-20",1.54
"981","2020-11-23",1.57
"982","2020-11-24",1.61
"983","2020-11-25",1.66
"984","2020-11-27",1.67
