"","date","MCBS"
"220","2020-07-20",12.93
"221","2020-07-21",13.72
"222","2020-07-22",13.62
"223","2020-07-23",13.6
"224","2020-07-24",13.5
"225","2020-07-27",13.59
"226","2020-07-28",13.67
"227","2020-07-29",13.92
"228","2020-07-30",13.73
"229","2020-07-31",13.48
"230","2020-08-03",13.52
"231","2020-08-04",13.5
"232","2020-08-05",13.81
"233","2020-08-06",13.89
"234","2020-08-07",14.35
"235","2020-08-10",14.66
"236","2020-08-11",14.61
"237","2020-08-12",14.77
"238","2020-08-13",14.58
"239","2020-08-14",14.8
"240","2020-08-17",14.63
"241","2020-08-18",14.37
"242","2020-08-19",14.33
"243","2020-08-20",14.21
"244","2020-08-21",14.45
"245","2020-08-24",14.36
"246","2020-08-25",14.32
"247","2020-08-26",14.01
"248","2020-08-27",14.14
"249","2020-08-28",13.93
"250","2020-08-31",13.64
"251","2020-09-01",13.42
"252","2020-09-02",13.99
"253","2020-09-03",13.02
"254","2020-09-04",13.3
"255","2020-09-08",13.15
"256","2020-09-09",13.04
"257","2020-09-10",12.75
"258","2020-09-11",12.86
"259","2020-09-14",13.18
"260","2020-09-15",12.87
"261","2020-09-16",12.87
"262","2020-09-17",13.11
"263","2020-09-18",13.21
"264","2020-09-21",12.54
"265","2020-09-22",12.4
"266","2020-09-23",12.3
"267","2020-09-24",12.32
"268","2020-09-25",12.55
"269","2020-09-28",13.11
"270","2020-09-29",13.13
"271","2020-09-30",13.17
"272","2020-10-01",13.56
"273","2020-10-02",13.48
"274","2020-10-05",13.74
"275","2020-10-06",13.77
"276","2020-10-07",14.25
"277","2020-10-08",14.44
"278","2020-10-09",14.4
"279","2020-10-12",14.6
"280","2020-10-13",14.59
"281","2020-10-14",14.29
"282","2020-10-15",14.58
"283","2020-10-16",14.7
"284","2020-10-19",14.5
"285","2020-10-20",14.72
"286","2020-10-21",14.65
"287","2020-10-22",14.62
"288","2020-10-23",14.66
"289","2020-10-26",14.25
"290","2020-10-27",14.25
"291","2020-10-28",14.01
"292","2020-10-29",14.1
"293","2020-10-30",13.97
"294","2020-11-02",14.19
"295","2020-11-03",14.34
"296","2020-11-04",13.68
"297","2020-11-05",13.85
"298","2020-11-06",13.63
"299","2020-11-09",14.51
"300","2020-11-10",14.69
"301","2020-11-11",14.7
"302","2020-11-12",13.5
"303","2020-11-13",13.9
"304","2020-11-16",14.74
"305","2020-11-17",14.64
"306","2020-11-18",14.53
"307","2020-11-19",14.64
"308","2020-11-20",14.5
"309","2020-11-23",14.47
"310","2020-11-24",14.5
"311","2020-11-25",14.5
"312","2020-11-27",14.34
