"","date","DHX"
"294","2008-09-23",6.75
"295","2008-09-24",6.3
"296","2008-09-25",6.19
"297","2008-09-26",6.44
"298","2008-09-29",5.96
"299","2008-09-30",7.1
"300","2008-10-01",6.63
"301","2008-10-02",6.6
"302","2008-10-03",6.51
"303","2008-10-06",6.05
"304","2008-10-07",5.95
"305","2008-10-08",5.97
"306","2008-10-09",5.97
"307","2008-10-10",6.31
"308","2008-10-13",6.68
"309","2008-10-14",6.32
"310","2008-10-15",5.33
"311","2008-10-16",5.8
"312","2008-10-17",5.34
"313","2008-10-20",5.62
"314","2008-10-21",5.65
"315","2008-10-22",4.55
"316","2008-10-23",3.57
"317","2008-10-24",3.56
"318","2008-10-27",3.47
"319","2008-10-28",3.73
"320","2008-10-29",3.62
"321","2008-10-30",3.78
"322","2008-10-31",4.06
"323","2008-11-03",4.14
"324","2008-11-04",4.04
"325","2008-11-05",4.02
"326","2008-11-06",3.9
"327","2008-11-07",3.77
"328","2008-11-10",3.71
"329","2008-11-11",3.63
"330","2008-11-12",3.49
"331","2008-11-13",3.85
"332","2008-11-14",3.44
"333","2008-11-17",3.44
"334","2008-11-18",3.04
"335","2008-11-19",2.97
"336","2008-11-20",2.99
"337","2008-11-21",2.78
"338","2008-11-24",2.83
"339","2008-11-25",3.03
"340","2008-11-26",2.98
"341","2008-11-28",3.19
"342","2008-12-01",2.65
"343","2008-12-02",2.62
"344","2008-12-03",2.63
"345","2008-12-04",2.74
"346","2008-12-05",2.75
"347","2008-12-08",3.06
"348","2008-12-09",3.02
"349","2008-12-10",3.11
"350","2008-12-11",2.98
"351","2008-12-12",3.33
"352","2008-12-15",3.05
"353","2008-12-16",3.32
"354","2008-12-17",3.35
"355","2008-12-18",3.39
"356","2008-12-19",3.73
"357","2008-12-22",3.7
"358","2008-12-23",3.82
"359","2008-12-24",4.12
"360","2008-12-26",3.81
"361","2008-12-29",3.46
"362","2008-12-30",4.11
"363","2008-12-31",4.08
"364","2009-01-02",4.01
"365","2009-01-05",3.87
"366","2009-01-06",4.4
"367","2009-01-07",3.62
"368","2009-01-08",3.57
"369","2009-01-09",3.39
"370","2009-01-12",3.28
"371","2009-01-13",3.3
"372","2009-01-14",3.24
"373","2009-01-15",3.25
"374","2009-01-16",3.22
"375","2009-01-20",3.1
"376","2009-01-21",3.19
"377","2009-01-22",3.25
"378","2009-01-23",2.91
"379","2009-01-26",2.77
"380","2009-01-27",2.85
"381","2009-01-28",2.98
"382","2009-01-29",2.8
"383","2009-01-30",2.86
"384","2009-02-02",2.99
"385","2009-02-03",2.86
"386","2009-02-04",2.88
"387","2009-02-05",2.95
"388","2009-02-06",3.21
"389","2009-02-09",2.88
"390","2009-02-10",2.75
"391","2009-02-11",2.75
"392","2009-02-12",2.88
"393","2009-02-13",2.83
"394","2009-02-17",2.59
"395","2009-02-18",2.75
"396","2009-02-19",2.67
"397","2009-02-20",2.53
"398","2009-02-23",2.42
"399","2009-02-24",2.46
"400","2009-02-25",2.39
"401","2009-02-26",2.32
"402","2009-02-27",2.37
"403","2009-03-02",2.24
"404","2009-03-03",2.25
"405","2009-03-04",2.22
"406","2009-03-05",2.12
"407","2009-03-06",2.23
"408","2009-03-09",2.15
"409","2009-03-10",2.29
"410","2009-03-11",2.16
"411","2009-03-12",2.38
"412","2009-03-13",2.42
"413","2009-03-16",2.49
"414","2009-03-17",2.64
"415","2009-03-18",2.73
"416","2009-03-19",2.71
"417","2009-03-20",2.52
"418","2009-03-23",2.9
"419","2009-03-24",2.77
"420","2009-03-25",2.73
"421","2009-03-26",2.98
"422","2009-03-27",2.78
"423","2009-03-30",2.63
"424","2009-03-31",2.78
"425","2009-04-01",2.89
"426","2009-04-02",2.99
"427","2009-04-03",3.04
"428","2009-04-06",2.89
"429","2009-04-07",2.82
"430","2009-04-08",2.92
"431","2009-04-09",3.03
"432","2009-04-13",3.23
"433","2009-04-14",3.06
"434","2009-04-15",3.2
"435","2009-04-16",3.21
"436","2009-04-17",3.22
"437","2009-04-20",3.03
"438","2009-04-21",3.16
"439","2009-04-22",3.72
"440","2009-04-23",3.9
"441","2009-04-24",3.97
"442","2009-04-27",3.69
"443","2009-04-28",3.65
"444","2009-04-29",3.93
"445","2009-04-30",3.94
"446","2009-05-01",3.95
"447","2009-05-04",4.01
"448","2009-05-05",3.94
"449","2009-05-06",3.98
"450","2009-05-07",3.85
"451","2009-05-08",4.1
"452","2009-05-11",3.99
"453","2009-05-12",4.2
"454","2009-05-13",4.08
"455","2009-05-14",4
"456","2009-05-15",3.97
"457","2009-05-18",4.16
"458","2009-05-19",4.29
"459","2009-05-20",4.31
"460","2009-05-21",4.15
"461","2009-05-22",4.23
"462","2009-05-26",4.38
"463","2009-05-27",4.35
"464","2009-05-28",4.47
"465","2009-05-29",4.75
"466","2009-06-01",5.04
"467","2009-06-02",5.13
"468","2009-06-03",5.04
"469","2009-06-04",4.98
"470","2009-06-05",4.96
"471","2009-06-08",4.88
"472","2009-06-09",4.86
"473","2009-06-10",4.68
"474","2009-06-11",4.76
"475","2009-06-12",4.86
"476","2009-06-15",4.9
"477","2009-06-16",4.92
"478","2009-06-17",4.95
"479","2009-06-18",5.02
"480","2009-06-19",5.3
"481","2009-06-22",4.92
"482","2009-06-23",4.9
"483","2009-06-24",4.85
"484","2009-06-25",4.8
"485","2009-06-26",4.9
"486","2009-06-29",4.83
"487","2009-06-30",4.65
"488","2009-07-01",4.7
"489","2009-07-02",4.56
"490","2009-07-06",4.33
"491","2009-07-07",4.2
"492","2009-07-08",4.21
"493","2009-07-09",4.07
"494","2009-07-10",4
"495","2009-07-13",4.22
"496","2009-07-14",4.25
"497","2009-07-15",4.4
"498","2009-07-16",4.31
"499","2009-07-17",4.31
"500","2009-07-20",4.28
"501","2009-07-21",4.27
"502","2009-07-22",4.31
"503","2009-07-23",4.41
"504","2009-07-24",4.51
"505","2009-07-27",4.65
"506","2009-07-28",4.65
"507","2009-07-29",4.62
"508","2009-07-30",4.69
"509","2009-07-31",4.7
"510","2009-08-03",4.73
"511","2009-08-04",4.69
"512","2009-08-05",4.68
"513","2009-08-06",4.61
"514","2009-08-07",5.02
"515","2009-08-10",5.14
"516","2009-08-11",5.05
"517","2009-08-12",5.63
"518","2009-08-13",5.4
"519","2009-08-14",5.35
"520","2009-08-17",5.3
"521","2009-08-18",5.39
"522","2009-08-19",5.22
"523","2009-08-20",5.17
"524","2009-08-21",5.26
"525","2009-08-24",5.25
"526","2009-08-25",5.37
"527","2009-08-26",5.67
"528","2009-08-27",5.75
"529","2009-08-28",5.85
"530","2009-08-31",5.85
"531","2009-09-01",5.84
"532","2009-09-02",5.96
"533","2009-09-03",6.03
"534","2009-09-04",6.01
"535","2009-09-08",6.14
"536","2009-09-09",6.12
"537","2009-09-10",6.2
"538","2009-09-11",6.22
"539","2009-09-14",6.32
"540","2009-09-15",6.32
"541","2009-09-16",6.49
"542","2009-09-17",6.5
"543","2009-09-18",6.78
"544","2009-09-21",6.65
"545","2009-09-22",6.8
"546","2009-09-23",6.78
"547","2009-09-24",6.62
"548","2009-09-25",6.57
"549","2009-09-28",6.75
"550","2009-09-29",6.56
"551","2009-09-30",6.56
"552","2009-10-01",6.28
"553","2009-10-02",6.09
"554","2009-10-05",5.83
"555","2009-10-06",6.4
"556","2009-10-07",6.4
"557","2009-10-08",6.34
"558","2009-10-09",6.39
"559","2009-10-12",6.43
"560","2009-10-13",6.31
"561","2009-10-14",6.69
"562","2009-10-15",6.71
"563","2009-10-16",6.53
"564","2009-10-19",6.62
"565","2009-10-20",6.45
"566","2009-10-21",6.77
"567","2009-10-22",6.95
"568","2009-10-23",6.8
"569","2009-10-26",6.72
"570","2009-10-27",6.64
"571","2009-10-28",6.33
"572","2009-10-29",6.29
"573","2009-10-30",6.01
"574","2009-11-02",6.05
"575","2009-11-03",5.98
"576","2009-11-04",5.97
"577","2009-11-05",6.18
"578","2009-11-06",6.07
"579","2009-11-09",6.14
"580","2009-11-10",6.05
"581","2009-11-11",6.18
"582","2009-11-12",6.06
"583","2009-11-13",6.12
"584","2009-11-16",6.2
"585","2009-11-17",6.02
"586","2009-11-18",5.88
"587","2009-11-19",5.79
"588","2009-11-20",5.74
"589","2009-11-23",5.77
"590","2009-11-24",5.65
"591","2009-11-25",5.6
"592","2009-11-27",5.41
"593","2009-11-30",5.38
"594","2009-12-01",5.38
"595","2009-12-02",5.5
"596","2009-12-03",5.54
"597","2009-12-04",6.06
"598","2009-12-07",5.99
"599","2009-12-08",5.9
"600","2009-12-09",5.89
"601","2009-12-10",5.94
"602","2009-12-11",5.98
"603","2009-12-14",6.02
"604","2009-12-15",5.99
"605","2009-12-16",6.06
"606","2009-12-17",6.02
"607","2009-12-18",6.16
"608","2009-12-21",6.19
"609","2009-12-22",6.22
"610","2009-12-23",6.26
"611","2009-12-24",6.36
"612","2009-12-28",6.56
"613","2009-12-29",6.58
"614","2009-12-30",6.62
"615","2009-12-31",6.55
"616","2010-01-04",6.64
"617","2010-01-05",6.41
"618","2010-01-06",6.51
"619","2010-01-07",6.44
"620","2010-01-08",6.5
"621","2010-01-11",6.5
"622","2010-01-12",6.45
"623","2010-01-13",6.34
"624","2010-01-14",6.96
"625","2010-01-15",6.57
"626","2010-01-19",6.56
"627","2010-01-20",6.46
"628","2010-01-21",6.2
"629","2010-01-22",5.96
"630","2010-01-25",6.06
"631","2010-01-26",6
"632","2010-01-27",6.01
"633","2010-01-28",5.81
"634","2010-01-29",5.71
"635","2010-02-01",5.9
"636","2010-02-02",6.46
"637","2010-02-03",6.48
"638","2010-02-04",6.05
"639","2010-02-05",6.14
"640","2010-02-08",6.08
"641","2010-02-09",6.1
"642","2010-02-10",6.08
"643","2010-02-11",6.17
"644","2010-02-12",6.31
"645","2010-02-16",6.17
"646","2010-02-17",6.1
"647","2010-02-18",6.5
"648","2010-02-19",6.47
"649","2010-02-22",6.62
"650","2010-02-23",6.61
"651","2010-02-24",6.62
"652","2010-02-25",6.58
"653","2010-02-26",6.6
"654","2010-03-01",6.85
"655","2010-03-02",6.86
"656","2010-03-03",6.85
"657","2010-03-04",7
"658","2010-03-05",7.61
"659","2010-03-08",7.52
"660","2010-03-09",7.7
"661","2010-03-10",7.64
"662","2010-03-11",7.71
"663","2010-03-12",7.71
"664","2010-03-15",7.7
"665","2010-03-16",7.61
"666","2010-03-17",7.69
"667","2010-03-18",7.67
"668","2010-03-19",7.6
"669","2010-03-22",7.58
"670","2010-03-23",7.43
"671","2010-03-24",7.22
"672","2010-03-25",7.21
"673","2010-03-26",7.21
"674","2010-03-29",7.2
"675","2010-03-30",7.47
"676","2010-03-31",7.6
"677","2010-04-01",7.75
"678","2010-04-05",7.75
"679","2010-04-06",7.8
"680","2010-04-07",7.76
"681","2010-04-08",7.74
"682","2010-04-09",7.82
"683","2010-04-12",7.96
"684","2010-04-13",8
"685","2010-04-14",8.5
"686","2010-04-15",8.5
"687","2010-04-16",8.48
"688","2010-04-19",8.22
"689","2010-04-20",8.43
"690","2010-04-21",8.33
"691","2010-04-22",8.39
"692","2010-04-23",8.42
"693","2010-04-26",8.41
"694","2010-04-27",8.32
"695","2010-04-28",9.03
"696","2010-04-29",9.31
"697","2010-04-30",8.67
"698","2010-05-03",8.72
"699","2010-05-04",8.56
"700","2010-05-05",8.6
"701","2010-05-06",8.43
"702","2010-05-07",8.37
"703","2010-05-10",8.76
"704","2010-05-11",9.02
"705","2010-05-12",9.12
"706","2010-05-13",8.82
"707","2010-05-14",8.63
"708","2010-05-17",8.67
"709","2010-05-18",8.57
"710","2010-05-19",8.52
"711","2010-05-20",7.93
"712","2010-05-21",7.59
"713","2010-05-24",7.81
"714","2010-05-25",7.78
"715","2010-05-26",7.95
"716","2010-05-27",7.96
"717","2010-05-28",7.92
"718","2010-06-01",8.23
"719","2010-06-02",8.64
"720","2010-06-03",8.6
"721","2010-06-04",8.27
"722","2010-06-07",7.76
"723","2010-06-08",7.64
"724","2010-06-09",7.68
"725","2010-06-10",7.84
"726","2010-06-11",7.86
"727","2010-06-14",7.77
"728","2010-06-15",7.84
"729","2010-06-16",7.69
"730","2010-06-17",7.71
"731","2010-06-18",7.65
"732","2010-06-21",7.66
"733","2010-06-22",7.48
"734","2010-06-23",7.37
"735","2010-06-24",7.35
"736","2010-06-25",7.71
"737","2010-06-28",7.65
"738","2010-06-29",7.13
"739","2010-06-30",6.92
"740","2010-07-01",6.97
"741","2010-07-02",6.94
"742","2010-07-06",6.83
"743","2010-07-07",6.84
"744","2010-07-08",7.18
"745","2010-07-09",7.29
"746","2010-07-12",7.15
"747","2010-07-13",7.29
"748","2010-07-14",7.34
"749","2010-07-15",7.29
"750","2010-07-16",7
"751","2010-07-19",7.03
"752","2010-07-20",7.03
"753","2010-07-21",6.9
"754","2010-07-22",7.23
"755","2010-07-23",7.53
"756","2010-07-26",7.86
"757","2010-07-27",8.31
"758","2010-07-28",7.92
"759","2010-07-29",7.83
"760","2010-07-30",8.2
"761","2010-08-02",8.38
"762","2010-08-03",8.33
"763","2010-08-04",8.31
"764","2010-08-05",8.23
"765","2010-08-06",7.93
"766","2010-08-09",8.16
"767","2010-08-10",8.01
"768","2010-08-11",7.42
"769","2010-08-12",7.19
"770","2010-08-13",7.15
"771","2010-08-16",6.95
"772","2010-08-17",7.05
"773","2010-08-18",7.16
"774","2010-08-19",7
"775","2010-08-20",6.93
"776","2010-08-23",6.75
"777","2010-08-24",6.59
"778","2010-08-25",6.56
"779","2010-08-26",6.84
"780","2010-08-27",7.12
"781","2010-08-30",6.49
"782","2010-08-31",6.38
"783","2010-09-01",6.79
"784","2010-09-02",6.95
"785","2010-09-03",7.3
"786","2010-09-07",7.01
"787","2010-09-08",7.06
"788","2010-09-09",7.11
"789","2010-09-10",7.1
"790","2010-09-13",7.31
"791","2010-09-14",7.31
"792","2010-09-15",7.45
"793","2010-09-16",7.27
"794","2010-09-17",7.27
"795","2010-09-20",7.65
"796","2010-09-21",7.37
"797","2010-09-22",7.26
"798","2010-09-23",7.16
"799","2010-09-24",7.85
"800","2010-09-27",8.09
"801","2010-09-28",8.31
"802","2010-09-29",8.41
"803","2010-09-30",8.48
"804","2010-10-01",8.56
"805","2010-10-04",8.52
"806","2010-10-05",8.95
"807","2010-10-06",8.9
"808","2010-10-07",8.82
"809","2010-10-08",9.18
"810","2010-10-11",9.06
"811","2010-10-12",9.07
"812","2010-10-13",9.12
"813","2010-10-14",9
"814","2010-10-15",9.11
"815","2010-10-18",9.4
"816","2010-10-19",9.11
"817","2010-10-20",9.37
"818","2010-10-21",9.13
"819","2010-10-22",9.22
"820","2010-10-25",9.3
"821","2010-10-26",9.13
"822","2010-10-27",9.06
"823","2010-10-28",9.05
"824","2010-10-29",9.05
"825","2010-11-01",9.04
"826","2010-11-02",10.75
"827","2010-11-03",10.73
"828","2010-11-04",9.72
"829","2010-11-05",10.21
"830","2010-11-08",10.66
"831","2010-11-09",10.42
"832","2010-11-10",10.76
"833","2010-11-11",10.76
"834","2010-11-12",11.3
"835","2010-11-15",10.94
"836","2010-11-16",10.3
"837","2010-11-17",10.33
"838","2010-11-18",10.95
"839","2010-11-19",11.02
"840","2010-11-22",10.94
"841","2010-11-23",10.93
"842","2010-11-24",11.51
"843","2010-11-26",11.35
"844","2010-11-29",11.55
"845","2010-11-30",11.3
"846","2010-12-01",11.52
"847","2010-12-02",11.5
"848","2010-12-03",10.96
"849","2010-12-06",11.47
"850","2010-12-07",11.45
"851","2010-12-08",11.43
"852","2010-12-09",11.62
"853","2010-12-10",13.33
"854","2010-12-13",13.36
"855","2010-12-14",13.35
"856","2010-12-15",13.54
"857","2010-12-16",13.94
"858","2010-12-17",13.53
"859","2010-12-20",13.69
"860","2010-12-21",13.79
"861","2010-12-22",13.56
"862","2010-12-23",13.62
"863","2010-12-27",13.65
"864","2010-12-28",13.84
"865","2010-12-29",14.08
"866","2010-12-30",14.7
"867","2010-12-31",14.35
"868","2011-01-03",14.54
"869","2011-01-04",13.9
"870","2011-01-05",14.69
"871","2011-01-06",14.25
"872","2011-01-07",14.07
"873","2011-01-10",14.17
"874","2011-01-11",14.47
"875","2011-01-12",14.47
"876","2011-01-13",14.46
"877","2011-01-14",14.12
"878","2011-01-18",13.73
"879","2011-01-19",13.11
"880","2011-01-20",12.77
"881","2011-01-21",13.27
"882","2011-01-24",13.55
"883","2011-01-25",13.94
"884","2011-01-26",14.12
"885","2011-01-27",13.44
"886","2011-01-28",12.89
"887","2011-01-31",13.06
"888","2011-02-01",14.98
"889","2011-02-02",15.2
"890","2011-02-03",15.96
"891","2011-02-04",16.129999
"892","2011-02-07",16
"893","2011-02-08",16
"894","2011-02-09",16.09
"895","2011-02-10",15.79
"896","2011-02-11",15.78
"897","2011-02-14",15.7
"898","2011-02-15",15.45
"899","2011-02-16",14.62
"900","2011-02-17",14.86
"901","2011-02-18",14.9
"902","2011-02-22",14.46
"903","2011-02-23",13.79
"904","2011-02-24",13.98
"905","2011-02-25",13.95
"906","2011-02-28",13.73
"907","2011-03-01",13.24
"908","2011-03-02",13.54
"909","2011-03-03",14.5
"910","2011-03-04",14.75
"911","2011-03-07",14.69
"912","2011-03-08",14.79
"913","2011-03-09",14.54
"914","2011-03-10",14
"915","2011-03-11",13.97
"916","2011-03-14",14
"917","2011-03-15",13.81
"918","2011-03-16",13.46
"919","2011-03-17",13.21
"920","2011-03-18",13.42
"921","2011-03-21",13.93
"922","2011-03-22",13.77
"923","2011-03-23",14.01
"924","2011-03-24",14.63
"925","2011-03-25",15.26
"926","2011-03-28",15.07
"927","2011-03-29",15.31
"928","2011-03-30",15.27
"929","2011-03-31",15.11
"930","2011-04-01",15.66
"931","2011-04-04",15.69
"932","2011-04-05",15.47
"933","2011-04-06",15.46
"934","2011-04-07",15.99
"935","2011-04-08",15.86
"936","2011-04-11",15.52
"937","2011-04-12",15.19
"938","2011-04-13",15.5
"939","2011-04-14",15.94
"940","2011-04-15",17.1
"941","2011-04-18",17.049999
"942","2011-04-19",17.1
"943","2011-04-20",17.299999
"944","2011-04-21",17.75
"945","2011-04-25",17.5
"946","2011-04-26",17.42
"947","2011-04-27",17.549999
"948","2011-04-28",18.15
"949","2011-04-29",18.33
"950","2011-05-02",18.27
"951","2011-05-03",17.139999
"952","2011-05-04",17
"953","2011-05-05",16.969999
"954","2011-05-06",17.129999
"955","2011-05-09",17.16
"956","2011-05-10",16.219999
"957","2011-05-11",16.860001
"958","2011-05-12",16.969999
"959","2011-05-13",16.84
"960","2011-05-16",15.24
"961","2011-05-17",14.46
"962","2011-05-18",15.02
"963","2011-05-19",15.09
"964","2011-05-20",14.85
"965","2011-05-23",14.45
"966","2011-05-24",13.84
"967","2011-05-25",13.87
"968","2011-05-26",13.94
"969","2011-05-27",14.26
"970","2011-05-31",14.77
"971","2011-06-01",13.75
"972","2011-06-02",13.77
"973","2011-06-03",13.63
"974","2011-06-06",13
"975","2011-06-07",13.5
"976","2011-06-08",13.31
"977","2011-06-09",13.47
"978","2011-06-10",13
"979","2011-06-13",13.05
"980","2011-06-14",13.49
"981","2011-06-15",13.21
"982","2011-06-16",13.24
"983","2011-06-17",12.8
"984","2011-06-20",11.9
"985","2011-06-21",12.7
"986","2011-06-22",13.17
"987","2011-06-23",13.16
"988","2011-06-24",13.51
"989","2011-06-27",13.57
"990","2011-06-28",12.72
"991","2011-06-29",13.12
"992","2011-06-30",13.52
"993","2011-07-01",14.16
"994","2011-07-05",14.09
"995","2011-07-06",14.11
"996","2011-07-07",14.8
"997","2011-07-08",14.46
"998","2011-07-11",14.01
"999","2011-07-12",13.87
"1000","2011-07-13",13.9
"1001","2011-07-14",13.46
