"","date","MBIO"
"240","2018-08-03",6.2
"241","2018-08-06",6.27
"242","2018-08-07",6.4
"243","2018-08-08",6.67
"244","2018-08-09",6.56
"245","2018-08-10",6.41
"246","2018-08-13",6.27
"247","2018-08-14",5.99
"248","2018-08-15",6.2
"249","2018-08-16",6.49
"250","2018-08-17",6.18
"251","2018-08-20",6.28
"252","2018-08-21",6.47
"253","2018-08-22",6.52
"254","2018-08-23",6.46
"255","2018-08-24",6.395
"256","2018-08-27",6.74
"257","2018-08-28",6.7
"258","2018-08-29",6.9
"259","2018-08-30",7.01
"260","2018-08-31",6.92
"261","2018-09-04",6.8
"262","2018-09-05",6.44
"263","2018-09-06",6.36
"264","2018-09-07",6.54
"265","2018-09-10",6.46
"266","2018-09-11",6.6
"267","2018-09-12",6.61
"268","2018-09-13",6.13
"269","2018-09-14",6.09
"270","2018-09-17",6.12
"271","2018-09-18",6.36
"272","2018-09-19",6.38
"273","2018-09-20",6.08
"274","2018-09-21",6.14
"275","2018-09-24",5.89
"276","2018-09-25",5.71
"277","2018-09-26",6.19
"278","2018-09-27",5.97
"279","2018-09-28",5.95
"280","2018-10-01",5.61
"281","2018-10-02",5.65
"282","2018-10-03",5.35
"283","2018-10-04",5.39
"284","2018-10-05",5.18
"285","2018-10-08",5.21
"286","2018-10-09",4.96
"287","2018-10-10",4.71
"288","2018-10-11",4.63
"289","2018-10-12",4.54
"290","2018-10-15",4.85
"291","2018-10-16",5.14
"292","2018-10-17",4.76
"293","2018-10-18",4.84
"294","2018-10-19",4.99
"295","2018-10-22",4.47
"296","2018-10-23",4.29
"297","2018-10-24",4.28
"298","2018-10-25",4.16
"299","2018-10-26",4
"300","2018-10-29",3.98
"301","2018-10-30",3.88
"302","2018-10-31",3.98
"303","2018-11-01",4.03
"304","2018-11-02",4.65
"305","2018-11-05",4.44
"306","2018-11-06",4.52
"307","2018-11-07",4.87
"308","2018-11-08",5.78
"309","2018-11-09",5.26
"310","2018-11-12",4.57
"311","2018-11-13",4.4
"312","2018-11-14",3.99
"313","2018-11-15",4.11
"314","2018-11-16",4.25
"315","2018-11-19",4.33
"316","2018-11-20",3.92
"317","2018-11-21",4.25
"318","2018-11-23",4.15
"319","2018-11-26",3.74
"320","2018-11-27",3.83
"321","2018-11-28",3.85
"322","2018-11-29",3.66
"323","2018-11-30",4.01
"324","2018-12-03",3.75
"325","2018-12-04",3.47
"326","2018-12-06",3.21
"327","2018-12-07",3.44
"328","2018-12-10",3.31
"329","2018-12-11",3.19
"330","2018-12-12",3.23
"331","2018-12-13",2.96
"332","2018-12-14",2.84
"333","2018-12-17",2.81
"334","2018-12-18",2.63
"335","2018-12-19",2.53
"336","2018-12-20",2.54
"337","2018-12-21",2.36
"338","2018-12-24",2.48
"339","2018-12-26",2.3
"340","2018-12-27",2.83
"341","2018-12-28",3.05
"342","2018-12-31",2.94
"343","2019-01-02",3.02
"344","2019-01-03",2.98
"345","2019-01-04",3.17
"346","2019-01-07",3.34
"347","2019-01-08",3.29
"348","2019-01-09",3.23
"349","2019-01-10",3.3
"350","2019-01-11",3.37
"351","2019-01-14",3.29
"352","2019-01-15",3.23
"353","2019-01-16",3.27
"354","2019-01-17",3.27
"355","2019-01-18",3.31
"356","2019-01-22",3.01
"357","2019-01-23",2.95
"358","2019-01-24",3.04
"359","2019-01-25",3.08
"360","2019-01-28",3.05
"361","2019-01-29",3.26
"362","2019-01-30",3.41
"363","2019-01-31",3.72
"364","2019-02-01",3.74
"365","2019-02-04",3.8
"366","2019-02-05",3.84
"367","2019-02-06",4.41
"368","2019-02-07",4.46
"369","2019-02-08",5.61
"370","2019-02-11",4.64
"371","2019-02-12",4.66
"372","2019-02-13",4.47
"373","2019-02-14",4.31
"374","2019-02-15",4.47
"375","2019-02-19",4.2
"376","2019-02-20",4.09
"377","2019-02-21",4.03
"378","2019-02-22",4.4
"379","2019-02-25",4.37
"380","2019-02-26",4.36
"381","2019-02-27",4.43
"382","2019-02-28",4.13
"383","2019-03-01",4.01
"384","2019-03-04",3.77
"385","2019-03-05",4.05
"386","2019-03-06",3.67
"387","2019-03-07",3.88
"388","2019-03-08",3.6
"389","2019-03-11",3.78
"390","2019-03-12",4.06
"391","2019-03-13",4.19
"392","2019-03-14",4.07
"393","2019-03-15",4.24
"394","2019-03-18",4.12
"395","2019-03-19",3.95
"396","2019-03-20",4.03
"397","2019-03-21",3.98
"398","2019-03-22",3.52
"399","2019-03-25",3.58
"400","2019-03-26",3.47
"401","2019-03-27",3.52
"402","2019-03-28",3.47
"403","2019-03-29",3.41
"404","2019-04-01",3.27
"405","2019-04-02",3.28
"406","2019-04-03",3.4
"407","2019-04-04",3.5
"408","2019-04-05",3.62
"409","2019-04-08",3.54
"410","2019-04-09",3.44
"411","2019-04-10",3.3
"412","2019-04-11",3.22
"413","2019-04-12",3.06
"414","2019-04-15",2.78
"415","2019-04-16",2.81
"416","2019-04-17",2.66
"417","2019-04-18",5.64
"418","2019-04-22",6.28
"419","2019-04-23",6.05
"420","2019-04-24",5.665
"421","2019-04-25",5.18
"422","2019-04-26",4.89
"423","2019-04-29",4.57
"424","2019-04-30",4.15
"425","2019-05-01",4.03
"426","2019-05-02",3.94
"427","2019-05-03",4.09
"428","2019-05-06",4.25
"429","2019-05-07",4.08
"430","2019-05-08",4.11
"431","2019-05-09",4.08
"432","2019-05-10",4.32
"433","2019-05-13",4.22
"434","2019-05-14",4.07
"435","2019-05-15",3.99
"436","2019-05-16",3.96
"437","2019-05-17",4.08
"438","2019-05-20",3.88
"439","2019-05-21",3.71
"440","2019-05-22",3.66
"441","2019-05-23",3.36
"442","2019-05-24",3.42
"443","2019-05-28",3.49
"444","2019-05-29",3.5
"445","2019-05-30",3.35
"446","2019-05-31",3.43
"447","2019-06-03",3.44
"448","2019-06-04",3.4
"449","2019-06-05",3.34
"450","2019-06-06",3.21
"451","2019-06-07",3.29
"452","2019-06-10",3.36
"453","2019-06-11",3.39
"454","2019-06-12",3.54
"455","2019-06-13",3.61
"456","2019-06-14",3.5
"457","2019-06-17",3.78
"458","2019-06-18",3.8
"459","2019-06-19",3.62
"460","2019-06-20",3.37
"461","2019-06-21",4.02
"462","2019-06-24",3.54
"463","2019-06-25",3.43
"464","2019-06-26",3.56
"465","2019-06-27",3.51
"466","2019-06-28",3.68
"467","2019-07-01",3.66
"468","2019-07-02",3.59
"469","2019-07-03",3.5
"470","2019-07-05",3.5
"471","2019-07-08",3.44
"472","2019-07-09",3.56
"473","2019-07-10",3.52
"474","2019-07-11",3.43
"475","2019-07-12",3.4
"476","2019-07-15",3.36
"477","2019-07-16",3.37
"478","2019-07-17",3.21
"479","2019-07-18",3.2
"480","2019-07-19",3.25
"481","2019-07-22",3.12
"482","2019-07-23",3.1
"483","2019-07-24",3.36
"484","2019-07-25",3.24
"485","2019-07-26",3.21
"486","2019-07-29",3.19
"487","2019-07-30",3.13
"488","2019-07-31",3.05
"489","2019-08-01",3.03
"490","2019-08-02",2.96
"491","2019-08-05",2.87
"492","2019-08-06",2.74
"493","2019-08-07",2.82
"494","2019-08-08",3.08
"495","2019-08-09",3
"496","2019-08-12",2.89
"497","2019-08-13",3.55
"498","2019-08-14",3.73
"499","2019-08-15",3.69
"500","2019-08-16",3.89
"501","2019-08-19",4.14
"502","2019-08-20",4.05
"503","2019-08-21",4.65
"504","2019-08-22",4.45
"505","2019-08-23",4.12
"506","2019-08-26",3.89
"507","2019-08-27",3.76
"508","2019-08-28",3.85
"509","2019-08-29",4.13
"510","2019-08-30",3.94
"511","2019-09-03",3.84
"512","2019-09-04",3.81
"513","2019-09-05",3.97
"514","2019-09-06",4.05
"515","2019-09-09",4.11
"516","2019-09-10",4.33
"517","2019-09-11",4.53
"518","2019-09-12",4.43
"519","2019-09-13",4.61
"520","2019-09-16",4.46
"521","2019-09-17",4.29
"522","2019-09-18",4.11
"523","2019-09-19",4.08
"524","2019-09-20",4.19
"525","2019-09-23",4.16
"526","2019-09-24",3.84
"527","2019-09-25",3.76
"528","2019-09-26",3.58
"529","2019-09-27",3.42
"530","2019-09-30",3.26
"531","2019-10-01",3.22
"532","2019-10-02",3.14
"533","2019-10-03",3.02
"534","2019-10-04",3.03
"535","2019-10-07",3.11
"536","2019-10-08",2.93
"537","2019-10-09",2.9
"538","2019-10-10",2.9
"539","2019-10-11",2.87
"540","2019-10-14",2.8
"541","2019-10-15",2.9
"542","2019-10-16",3.08
"543","2019-10-17",3.08
"544","2019-10-18",2.98
"545","2019-10-21",2.91
"546","2019-10-22",2.85
"547","2019-10-23",2.85
"548","2019-10-24",2.73
"549","2019-10-25",2.84
"550","2019-10-28",2.8
"551","2019-10-29",2.71
"552","2019-10-30",2.68
"553","2019-10-31",2.65
"554","2019-11-01",2.78
"555","2019-11-04",2.77
"556","2019-11-05",2.8
"557","2019-11-06",2.68
"558","2019-11-07",2.65
"559","2019-11-08",2.73
"560","2019-11-11",2.71
"561","2019-11-12",2.67
"562","2019-11-13",2.64
"563","2019-11-14",2.6
"564","2019-11-15",2.83
"565","2019-11-18",2.63
"566","2019-11-19",2.57
"567","2019-11-20",2.73
"568","2019-11-21",2.83
"569","2019-11-22",2.8
"570","2019-11-25",2.96
"571","2019-11-26",2.9
"572","2019-11-27",2.89
"573","2019-11-29",3.17
"574","2019-12-02",3.27
"575","2019-12-03",3.38
"576","2019-12-04",3.88
"577","2019-12-05",3.83
"578","2019-12-06",3.85
"579","2019-12-09",3.17
"580","2019-12-10",3.26
"581","2019-12-11",3.14
"582","2019-12-12",3.07
"583","2019-12-13",3.08
"584","2019-12-16",3.04
"585","2019-12-17",3.03
"586","2019-12-18",3.22
"587","2019-12-19",3.33
"588","2019-12-20",3.41
"589","2019-12-23",3.74
"590","2019-12-24",3.83
"591","2019-12-26",3.88
"592","2019-12-27",3.82
"593","2019-12-30",3.79
"594","2019-12-31",4.08
"595","2020-01-02",4.1
"596","2020-01-03",3.89
"597","2020-01-06",4.08
"598","2020-01-07",3.97
"599","2020-01-08",4.14
"600","2020-01-09",4.19
"601","2020-01-10",4.15
"602","2020-01-13",4.15
"603","2020-01-14",3.98
"604","2020-01-15",4
"605","2020-01-16",4.52
"606","2020-01-17",4.33
"607","2020-01-21",4.21
"608","2020-01-22",4.155
"609","2020-01-23",4.17
"610","2020-01-24",3.97
"611","2020-01-27",3.94
"612","2020-01-28",3.99
"613","2020-01-29",3.98
"614","2020-01-30",3.78
"615","2020-01-31",3.67
"616","2020-02-03",3.76
"617","2020-02-04",3.81
"618","2020-02-05",3.9
"619","2020-02-06",3.88
"620","2020-02-07",3.76
"621","2020-02-10",3.81
"622","2020-02-11",3.82
"623","2020-02-12",3.81
"624","2020-02-13",3.78
"625","2020-02-14",3.76
"626","2020-02-18",3.83
"627","2020-02-19",3.9
"628","2020-02-20",3.89
"629","2020-02-21",3.96
"630","2020-02-24",3.95
"631","2020-02-25",3.28
"632","2020-02-26",3.19
"633","2020-02-27",2.94
"634","2020-02-28",2.92
"635","2020-03-02",3.09
"636","2020-03-03",3
"637","2020-03-04",3.08
"638","2020-03-05",3.04
"639","2020-03-06",2.96
"640","2020-03-09",2.73
"641","2020-03-10",2.73
"642","2020-03-11",2.35
"643","2020-03-12",1.91
"644","2020-03-13",2.05
"645","2020-03-16",2.12
"646","2020-03-17",2.77
"647","2020-03-18",2.34
"648","2020-03-19",2.45
"649","2020-03-20",2.36
"650","2020-03-23",2.09
"651","2020-03-24",2.42
"652","2020-03-25",2.45
"653","2020-03-26",2.7
"654","2020-03-27",2.61
"655","2020-03-30",2.65
"656","2020-03-31",2.68
"657","2020-04-01",2.33
"658","2020-04-02",2.48
"659","2020-04-03",2.48
"660","2020-04-06",2.73
"661","2020-04-07",2.52
"662","2020-04-08",2.63
"663","2020-04-09",2.7
"664","2020-04-13",2.72
"665","2020-04-14",2.91
"666","2020-04-15",2.97
"667","2020-04-16",2.8
"668","2020-04-17",2.97
"669","2020-04-20",2.93
"670","2020-04-21",2.85
"671","2020-04-22",2.88
"672","2020-04-23",2.82
"673","2020-04-24",2.8
"674","2020-04-27",3.04
"675","2020-04-28",3
"676","2020-04-29",2.85
"677","2020-04-30",2.76
"678","2020-05-01",2.63
"679","2020-05-04",2.71
"680","2020-05-05",2.78
"681","2020-05-06",2.84
"682","2020-05-07",2.79
"683","2020-05-08",2.79
"684","2020-05-11",3.19
"685","2020-05-12",2.95
"686","2020-05-13",2.91
"687","2020-05-14",2.81
"688","2020-05-15",2.74
"689","2020-05-18",2.81
"690","2020-05-19",2.68
"691","2020-05-20",3.13
"692","2020-05-21",3.12
"693","2020-05-22",3.08
"694","2020-05-26",3.7
"695","2020-05-27",3.65
"696","2020-05-28",3.57
"697","2020-05-29",3.73
"698","2020-06-01",3.76
"699","2020-06-02",3.77
"700","2020-06-03",3.74
"701","2020-06-04",3.94
"702","2020-06-05",4.35
"703","2020-06-08",4.26
"704","2020-06-09",4.25
"705","2020-06-10",4.6
"706","2020-06-11",3.25
"707","2020-06-12",3.15
"708","2020-06-15",3.22
"709","2020-06-16",3.4
"710","2020-06-17",3.16
"711","2020-06-18",3.28
"712","2020-06-19",3.23
"713","2020-06-22",3.25
"714","2020-06-23",3.17
"715","2020-06-24",3.15
"716","2020-06-25",3.14
"717","2020-06-26",3.18
"718","2020-06-29",3.185
"719","2020-06-30",3.18
"720","2020-07-01",3.145
"721","2020-07-02",3.06
"722","2020-07-06",3.13
"723","2020-07-07",3.2
"724","2020-07-08",3.19
"725","2020-07-09",3.13
"726","2020-07-10",3.17
"727","2020-07-13",3.01
"728","2020-07-14",3.08
"729","2020-07-15",3.14
"730","2020-07-16",3.11
"731","2020-07-17",3.48
"732","2020-07-20",3.68
"733","2020-07-21",3.48
"734","2020-07-22",3.36
"735","2020-07-23",3.28
"736","2020-07-24",3.25
"737","2020-07-27",3.2
"738","2020-07-28",3.15
"739","2020-07-29",3.05
"740","2020-07-30",3.03
"741","2020-07-31",3.08
"742","2020-08-03",3.36
"743","2020-08-04",3.26
"744","2020-08-05",3.3
"745","2020-08-06",3.26
"746","2020-08-07",3.38
"747","2020-08-10",3.45
"748","2020-08-11",3.07
"749","2020-08-12",3.1
"750","2020-08-13",3.09
"751","2020-08-14",3.09
"752","2020-08-17",3.52
"753","2020-08-18",3.48
"754","2020-08-19",3.53
"755","2020-08-20",3.59
"756","2020-08-21",3.58
"757","2020-08-24",3.29
"758","2020-08-25",3.31
"759","2020-08-26",3.26
"760","2020-08-27",3.24
"761","2020-08-28",3.24
"762","2020-08-31",3.27
"763","2020-09-01",3.33
"764","2020-09-02",3.26
"765","2020-09-03",3.17
"766","2020-09-04",3.11
"767","2020-09-08",3.11
"768","2020-09-09",3.09
"769","2020-09-10",3.1
"770","2020-09-11",3.42
"771","2020-09-14",3.7
"772","2020-09-15",3.785
"773","2020-09-16",3.72
"774","2020-09-17",3.6
"775","2020-09-18",3.88
"776","2020-09-21",3.63
"777","2020-09-22",3.48
"778","2020-09-23",3.14
"779","2020-09-24",3.13
"780","2020-09-25",3.14
"781","2020-09-28",3.13
"782","2020-09-29",3.16
"783","2020-09-30",3.15
"784","2020-10-01",3.16
"785","2020-10-02",3.18
"786","2020-10-05",3.27
"787","2020-10-06",3.27
"788","2020-10-07",3.36
"789","2020-10-08",3.53
"790","2020-10-09",3.37
"791","2020-10-12",3.26
"792","2020-10-13",3.27
"793","2020-10-14",3.19
"794","2020-10-15",3.2
"795","2020-10-16",3.14
"796","2020-10-19",3.11
"797","2020-10-20",3.1
"798","2020-10-21",2.81
"799","2020-10-22",2.83
"800","2020-10-23",2.95
"801","2020-10-26",2.66
"802","2020-10-27",2.72
"803","2020-10-28",2.76
"804","2020-10-29",2.82
"805","2020-10-30",2.665
"806","2020-11-02",2.75
"807","2020-11-03",2.77
"808","2020-11-04",2.91
"809","2020-11-05",2.8
"810","2020-11-06",2.7
"811","2020-11-09",2.76
"812","2020-11-10",2.86
"813","2020-11-11",3
"814","2020-11-12",2.95
"815","2020-11-13",3.05
"816","2020-11-16",3.03
"817","2020-11-17",3.03
"818","2020-11-18",3.09
"819","2020-11-19",3.19
"820","2020-11-20",3.26
"821","2020-11-23",3.36
"822","2020-11-24",3.2
"823","2020-11-25",3.4
"824","2020-11-27",3.46
