"","date","OPK"
"272","2008-01-31",2.95
"273","2008-02-01",2.85
"274","2008-02-04",3
"275","2008-02-05",2.9
"276","2008-02-06",2.88
"277","2008-02-07",2.82
"278","2008-02-08",2.84
"279","2008-02-11",2.82
"280","2008-02-12",2.75
"281","2008-02-13",2.79
"282","2008-02-14",2.79
"283","2008-02-15",2.75
"284","2008-02-19",2.73
"285","2008-02-20",2.58
"286","2008-02-21",2.61
"287","2008-02-22",2.63
"288","2008-02-25",2.64
"289","2008-02-26",2.6
"290","2008-02-27",2.55
"291","2008-02-28",2.6
"292","2008-02-29",2.62
"293","2008-03-03",2.68
"294","2008-03-04",2.61
"295","2008-03-05",2.55
"296","2008-03-06",2.59
"297","2008-03-07",2.53
"298","2008-03-10",2.24
"299","2008-03-11",2.61
"300","2008-03-12",2.47
"301","2008-03-13",2.45
"302","2008-03-14",2.4
"303","2008-03-17",2.19
"304","2008-03-18",2.28
"305","2008-03-19",2.23
"306","2008-03-20",2.12
"307","2008-03-24",2.3
"308","2008-03-25",2.24
"309","2008-03-26",2.24
"310","2008-03-27",2.26
"311","2008-03-28",2.11
"312","2008-03-31",2.06
"313","2008-04-01",2.19
"314","2008-04-02",2.06
"315","2008-04-03",2
"316","2008-04-04",2.08
"317","2008-04-07",2.01
"318","2008-04-08",1.96
"319","2008-04-09",1.89
"320","2008-04-10",1.77
"321","2008-04-11",1.68
"322","2008-04-14",1.75
"323","2008-04-15",1.72
"324","2008-04-16",1.72
"325","2008-04-17",1.77
"326","2008-04-18",1.75
"327","2008-04-21",1.74
"328","2008-04-22",1.72
"329","2008-04-23",1.75
"330","2008-04-24",1.71
"331","2008-04-25",1.7
"332","2008-04-28",1.65
"333","2008-04-29",1.56
"334","2008-04-30",1.67
"335","2008-05-01",1.65
"336","2008-05-02",1.68
"337","2008-05-05",1.64
"338","2008-05-06",1.63
"339","2008-05-07",1.68
"340","2008-05-08",1.92
"341","2008-05-09",1.88
"342","2008-05-12",1.8
"343","2008-05-13",1.98
"344","2008-05-14",2.28
"345","2008-05-15",2.25
"346","2008-05-16",2.41
"347","2008-05-19",2.32
"348","2008-05-20",2.28
"349","2008-05-21",2.28
"350","2008-05-22",2.45
"351","2008-05-23",2.45
"352","2008-05-27",2.5
"353","2008-05-28",2.4
"354","2008-05-29",2.4
"355","2008-05-30",2.3
"356","2008-06-02",2.3
"357","2008-06-03",2.15
"358","2008-06-04",1.95
"359","2008-06-05",1.98
"360","2008-06-06",1.92
"361","2008-06-09",1.82
"362","2008-06-10",1.79
"363","2008-06-11",1.79
"364","2008-06-12",1.78
"365","2008-06-13",1.77
"366","2008-06-16",1.83
"367","2008-06-17",1.85
"368","2008-06-18",1.8
"369","2008-06-19",1.78
"370","2008-06-20",1.71
"371","2008-06-23",1.63
"372","2008-06-24",1.51
"373","2008-06-25",1.67
"374","2008-06-26",1.61
"375","2008-06-27",1.54
"376","2008-06-30",1.52
"377","2008-07-01",1.36
"378","2008-07-02",1.19
"379","2008-07-03",1.27
"380","2008-07-07",1.35
"381","2008-07-08",1.5
"382","2008-07-09",1.41
"383","2008-07-10",1.37
"384","2008-07-11",1.44
"385","2008-07-14",1.39
"386","2008-07-15",1.47
"387","2008-07-16",1.54
"388","2008-07-17",1.74
"389","2008-07-18",1.79
"390","2008-07-21",1.69
"391","2008-07-22",1.82
"392","2008-07-23",1.89
"393","2008-07-24",1.8
"394","2008-07-25",1.86
"395","2008-07-28",1.65
"396","2008-07-29",1.75
"397","2008-07-30",1.8
"398","2008-07-31",1.86
"399","2008-08-01",1.78
"400","2008-08-04",1.85
"401","2008-08-05",1.79
"402","2008-08-06",1.97
"403","2008-08-07",1.83
"404","2008-08-08",1.85
"405","2008-08-11",1.95
"406","2008-08-12",1.96
"407","2008-08-13",1.98
"408","2008-08-14",2.06
"409","2008-08-15",1.99
"410","2008-08-18",1.87
"411","2008-08-19",1.76
"412","2008-08-20",1.81
"413","2008-08-21",1.83
"414","2008-08-22",1.85
"415","2008-08-25",1.79
"416","2008-08-26",1.76
"417","2008-08-27",1.82
"418","2008-08-28",1.92
"419","2008-08-29",2.09
"420","2008-09-02",1.93
"421","2008-09-03",2.02
"422","2008-09-04",1.98
"423","2008-09-05",1.87
"424","2008-09-08",1.89
"425","2008-09-09",1.78
"426","2008-09-10",1.6
"427","2008-09-11",1.65
"428","2008-09-12",1.77
"429","2008-09-15",1.61
"430","2008-09-16",1.71
"431","2008-09-17",1.49
"432","2008-09-18",1.99
"433","2008-09-19",2.05
"434","2008-09-22",1.71
"435","2008-09-23",1.73
"436","2008-09-24",1.64
"437","2008-09-25",1.68
"438","2008-09-26",1.62
"439","2008-09-29",1.69
"440","2008-09-30",1.75
"441","2008-10-01",1.61
"442","2008-10-02",1.54
"443","2008-10-03",1.45
"444","2008-10-06",1.45
"445","2008-10-07",1.39
"446","2008-10-08",1.41
"447","2008-10-09",1.21
"448","2008-10-10",1.68
"449","2008-10-13",1.61
"450","2008-10-14",1.54
"451","2008-10-15",1.22
"452","2008-10-16",1.6
"453","2008-10-17",1.52
"454","2008-10-20",1.54
"455","2008-10-21",1.49
"456","2008-10-22",1.26
"457","2008-10-23",1.32
"458","2008-10-24",1.28
"459","2008-10-27",1.11
"460","2008-10-28",1.27
"461","2008-10-29",1.21
"462","2008-10-30",1.37
"463","2008-10-31",1.53
"464","2008-11-03",1.47
"465","2008-11-04",1.51
"466","2008-11-05",1.45
"467","2008-11-06",1.35
"468","2008-11-07",1.35
"469","2008-11-10",1.27
"470","2008-11-11",1.3
"471","2008-11-12",1.2
"472","2008-11-13",1.3
"473","2008-11-14",1.17
"474","2008-11-17",1.17
"475","2008-11-18",1.21
"476","2008-11-19",1.08
"477","2008-11-20",1.24
"478","2008-11-21",1.22
"479","2008-11-24",1.34
"480","2008-11-25",1.37
"481","2008-11-26",1.53
"482","2008-11-28",1.55
"483","2008-12-01",1.16
"484","2008-12-02",1.34
"485","2008-12-03",1.35
"486","2008-12-04",1.34
"487","2008-12-05",1.36
"488","2008-12-08",1.65
"489","2008-12-09",1.4
"490","2008-12-10",1.4
"491","2008-12-11",1.26
"492","2008-12-12",1.6
"493","2008-12-15",1.36
"494","2008-12-16",1.41
"495","2008-12-17",1.38
"496","2008-12-18",1.36
"497","2008-12-19",1.35
"498","2008-12-22",1.55
"499","2008-12-23",1.59
"500","2008-12-24",1.61
"501","2008-12-26",1.59
"502","2008-12-29",1.43
"503","2008-12-30",1.57
"504","2008-12-31",1.62
"505","2009-01-02",1.58
"506","2009-01-05",1.61
"507","2009-01-06",1.68
"508","2009-01-07",1.57
"509","2009-01-08",1.7
"510","2009-01-09",1.59
"511","2009-01-12",1.43
"512","2009-01-13",1.41
"513","2009-01-14",1.3
"514","2009-01-15",1.3
"515","2009-01-16",1.43
"516","2009-01-20",1.29
"517","2009-01-21",1.32
"518","2009-01-22",1.25
"519","2009-01-23",1.48
"520","2009-01-26",1.51
"521","2009-01-27",1.44
"522","2009-01-28",1.47
"523","2009-01-29",1.4
"524","2009-01-30",1.31
"525","2009-02-02",1.49
"526","2009-02-03",1.45
"527","2009-02-04",1.35
"528","2009-02-05",1.28
"529","2009-02-06",1.3
"530","2009-02-09",1.27
"531","2009-02-10",1.21
"532","2009-02-11",1.24
"533","2009-02-12",1.27
"534","2009-02-13",1.25
"535","2009-02-17",1.21
"536","2009-02-18",1.16
"537","2009-02-19",1.14
"538","2009-02-20",1.1
"539","2009-02-23",1.02
"540","2009-02-24",1.1
"541","2009-02-25",1.07
"542","2009-02-26",1.01
"543","2009-02-27",1.13
"544","2009-03-02",1
"545","2009-03-03",0.98
"546","2009-03-04",0.99
"547","2009-03-05",0.91
"548","2009-03-06",0.8
"549","2009-03-09",0.68
"550","2009-03-10",0.68
"551","2009-03-11",0.6
"552","2009-03-12",0.62
"553","2009-03-13",0.61
"554","2009-03-16",0.7
"555","2009-03-17",0.64
"556","2009-03-18",0.83
"557","2009-03-19",0.79
"558","2009-03-20",0.77
"559","2009-03-23",0.83
"560","2009-03-24",0.81
"561","2009-03-25",0.87
"562","2009-03-26",1.03
"563","2009-03-27",1.02
"564","2009-03-30",0.97
"565","2009-03-31",0.98
"566","2009-04-01",0.98
"567","2009-04-02",1.01
"568","2009-04-03",1.05
"569","2009-04-06",1.04
"570","2009-04-07",1
"571","2009-04-08",1.03
"572","2009-04-09",1.12
"573","2009-04-13",1.12
"574","2009-04-14",1.03
"575","2009-04-15",1.05
"576","2009-04-16",1.09
"577","2009-04-17",1.25
"578","2009-04-20",1.2
"579","2009-04-21",1.23
"580","2009-04-22",1.2
"581","2009-04-23",1.18
"582","2009-04-24",1.15
"583","2009-04-27",1.18
"584","2009-04-28",1.17
"585","2009-04-29",1.22
"586","2009-04-30",1.18
"587","2009-05-01",1.16
"588","2009-05-04",1.17
"589","2009-05-05",1.16
"590","2009-05-06",1.16
"591","2009-05-07",1.17
"592","2009-05-08",1.16
"593","2009-05-11",1.15
"594","2009-05-12",1.13
"595","2009-05-13",1.07
"596","2009-05-14",1.17
"597","2009-05-15",1.27
"598","2009-05-18",1.32
"599","2009-05-19",1.34
"600","2009-05-20",1.28
"601","2009-05-21",1.2
"602","2009-05-22",1.16
"603","2009-05-26",1.19
"604","2009-05-27",1.18
"605","2009-05-28",1.24
"606","2009-05-29",1.2
"607","2009-06-01",1.2
"608","2009-06-02",1.4
"609","2009-06-03",1.41
"610","2009-06-04",1.8
"611","2009-06-05",1.57
"612","2009-06-08",1.61
"613","2009-06-09",1.57
"614","2009-06-10",1.54
"615","2009-06-11",1.52
"616","2009-06-12",1.68
"617","2009-06-15",1.44
"618","2009-06-16",1.42
"619","2009-06-17",1.46
"620","2009-06-18",1.59
"621","2009-06-19",1.87
"622","2009-06-22",1.78
"623","2009-06-23",1.72
"624","2009-06-24",1.65
"625","2009-06-25",1.77
"626","2009-06-26",1.8
"627","2009-06-29",1.76
"628","2009-06-30",1.77
"629","2009-07-01",1.75
"630","2009-07-02",1.75
"631","2009-07-06",1.73
"632","2009-07-07",1.64
"633","2009-07-08",1.65
"634","2009-07-09",1.55
"635","2009-07-10",1.59
"636","2009-07-13",1.62
"637","2009-07-14",1.61
"638","2009-07-15",1.73
"639","2009-07-16",1.73
"640","2009-07-17",1.69
"641","2009-07-20",1.77
"642","2009-07-21",1.78
"643","2009-07-22",1.77
"644","2009-07-23",1.8
"645","2009-07-24",1.81
"646","2009-07-27",2.11
"647","2009-07-28",2.16
"648","2009-07-29",2.25
"649","2009-07-30",2.36
"650","2009-07-31",2.27
"651","2009-08-03",2.11
"652","2009-08-04",2.09
"653","2009-08-05",2
"654","2009-08-06",2.05
"655","2009-08-07",2.04
"656","2009-08-10",2.11
"657","2009-08-11",2.04
"658","2009-08-12",2.08
"659","2009-08-13",2.32
"660","2009-08-14",2.18
"661","2009-08-17",2.09
"662","2009-08-18",2.12
"663","2009-08-19",2.15
"664","2009-08-20",2.1
"665","2009-08-21",2.17
"666","2009-08-24",2.16
"667","2009-08-25",2.32
"668","2009-08-26",2.3
"669","2009-08-27",2.35
"670","2009-08-28",2.37
"671","2009-08-31",2.33
"672","2009-09-01",2.68
"673","2009-09-02",2.67
"674","2009-09-03",2.76
"675","2009-09-04",2.61
"676","2009-09-08",2.53
"677","2009-09-09",2.55
"678","2009-09-10",2.53
"679","2009-09-11",2.49
"680","2009-09-14",2.48
"681","2009-09-15",2.47
"682","2009-09-16",2.46
"683","2009-09-17",2.48
"684","2009-09-18",2.68
"685","2009-09-21",2.66
"686","2009-09-22",2.59
"687","2009-09-23",2.55
"688","2009-09-24",2.45
"689","2009-09-25",2.42
"690","2009-09-28",2.45
"691","2009-09-29",2.33
"692","2009-09-30",2.28
"693","2009-10-01",2.09
"694","2009-10-02",2.22
"695","2009-10-05",2.43
"696","2009-10-06",2.38
"697","2009-10-07",2.29
"698","2009-10-08",2.29
"699","2009-10-09",2.25
"700","2009-10-12",2.21
"701","2009-10-13",2.32
"702","2009-10-14",2.35
"703","2009-10-15",2.39
"704","2009-10-16",2.43
"705","2009-10-19",2.39
"706","2009-10-20",2.34
"707","2009-10-21",2.21
"708","2009-10-22",2.24
"709","2009-10-23",2.21
"710","2009-10-26",2.13
"711","2009-10-27",2.11
"712","2009-10-28",2.06
"713","2009-10-29",2.18
"714","2009-10-30",2.17
"715","2009-11-02",2.1
"716","2009-11-03",2.18
"717","2009-11-04",2.06
"718","2009-11-05",2.13
"719","2009-11-06",2.09
"720","2009-11-09",2.08
"721","2009-11-10",2.05
"722","2009-11-11",2.08
"723","2009-11-12",2.05
"724","2009-11-13",2.02
"725","2009-11-16",2.1
"726","2009-11-17",2.04
"727","2009-11-18",2.06
"728","2009-11-19",2.04
"729","2009-11-20",2.07
"730","2009-11-23",2.1
"731","2009-11-24",2.09
"732","2009-11-25",2.05
"733","2009-11-27",1.98
"734","2009-11-30",1.75
"735","2009-12-01",1.65
"736","2009-12-02",1.77
"737","2009-12-03",1.67
"738","2009-12-04",1.72
"739","2009-12-07",1.68
"740","2009-12-08",1.55
"741","2009-12-09",1.77
"742","2009-12-10",1.71
"743","2009-12-11",1.69
"744","2009-12-14",1.63
"745","2009-12-15",1.69
"746","2009-12-16",1.61
"747","2009-12-17",1.63
"748","2009-12-18",1.73
"749","2009-12-21",1.74
"750","2009-12-22",1.75
"751","2009-12-23",1.73
"752","2009-12-24",1.68
"753","2009-12-28",1.65
"754","2009-12-29",1.67
"755","2009-12-30",1.62
"756","2009-12-31",1.83
"757","2010-01-04",1.95
"758","2010-01-05",1.93
"759","2010-01-06",1.79
"760","2010-01-07",1.92
"761","2010-01-08",1.89
"762","2010-01-11",1.91
"763","2010-01-12",1.82
"764","2010-01-13",1.83
"765","2010-01-14",1.84
"766","2010-01-15",1.76
"767","2010-01-19",1.85
"768","2010-01-20",1.88
"769","2010-01-21",1.71
"770","2010-01-22",1.72
"771","2010-01-25",1.74
"772","2010-01-26",1.79
"773","2010-01-27",1.79
"774","2010-01-28",1.78
"775","2010-01-29",1.7
"776","2010-02-01",1.74
"777","2010-02-02",1.7
"778","2010-02-03",1.71
"779","2010-02-04",1.64
"780","2010-02-05",1.63
"781","2010-02-08",1.69
"782","2010-02-09",1.68
"783","2010-02-10",1.74
"784","2010-02-11",1.94
"785","2010-02-12",2.03
"786","2010-02-16",2.07
"787","2010-02-17",2.03
"788","2010-02-18",2.03
"789","2010-02-19",2.02
"790","2010-02-22",2.04
"791","2010-02-23",2.05
"792","2010-02-24",2
"793","2010-02-25",2.01
"794","2010-02-26",2.01
"795","2010-03-01",2.05
"796","2010-03-02",2.05
"797","2010-03-03",2.02
"798","2010-03-04",2.02
"799","2010-03-05",2.05
"800","2010-03-08",2.01
"801","2010-03-09",2.01
"802","2010-03-10",2.02
"803","2010-03-11",2.03
"804","2010-03-12",2.06
"805","2010-03-15",2.05
"806","2010-03-16",2.05
"807","2010-03-17",2.04
"808","2010-03-18",1.99
"809","2010-03-19",2.03
"810","2010-03-22",2.01
"811","2010-03-23",2.02
"812","2010-03-24",2.03
"813","2010-03-25",2.02
"814","2010-03-26",2.03
"815","2010-03-29",2.03
"816","2010-03-30",2.02
"817","2010-03-31",1.98
"818","2010-04-01",2
"819","2010-04-05",2.02
"820","2010-04-06",2.02
"821","2010-04-07",2.02
"822","2010-04-08",2.03
"823","2010-04-09",2.05
"824","2010-04-12",2.16
"825","2010-04-13",2.32
"826","2010-04-14",2.36
"827","2010-04-15",2.33
"828","2010-04-16",2.35
"829","2010-04-19",2.28
"830","2010-04-20",2.31
"831","2010-04-21",2.29
"832","2010-04-22",2.25
"833","2010-04-23",2.22
"834","2010-04-26",2.23
"835","2010-04-27",2.18
"836","2010-04-28",2.16
"837","2010-04-29",2.21
"838","2010-04-30",2.16
"839","2010-05-03",2.22
"840","2010-05-04",2.2
"841","2010-05-05",2.09
"842","2010-05-06",1.88
"843","2010-05-07",1.87
"844","2010-05-10",2.03
"845","2010-05-11",2.04
"846","2010-05-12",2.2
"847","2010-05-13",2.17
"848","2010-05-14",2.11
"849","2010-05-17",2.16
"850","2010-05-18",2.16
"851","2010-05-19",2.12
"852","2010-05-20",1.98
"853","2010-05-21",2.03
"854","2010-05-24",2.03
"855","2010-05-25",1.99
"856","2010-05-26",1.96
"857","2010-05-27",2.05
"858","2010-05-28",1.98
"859","2010-06-01",1.97
"860","2010-06-02",2.06
"861","2010-06-03",2.06
"862","2010-06-04",1.97
"863","2010-06-07",1.88
"864","2010-06-08",1.91
"865","2010-06-09",1.93
"866","2010-06-10",2.01
"867","2010-06-11",2.03
"868","2010-06-14",2.07
"869","2010-06-15",2.13
"870","2010-06-16",2.12
"871","2010-06-17",2.13
"872","2010-06-18",2.19
"873","2010-06-21",2.15
"874","2010-06-22",2.17
"875","2010-06-23",2.03
"876","2010-06-24",2.2
"877","2010-06-25",2.55
"878","2010-06-28",2.29
"879","2010-06-29",2.24
"880","2010-06-30",2.26
"881","2010-07-01",2.15
"882","2010-07-02",2.2
"883","2010-07-06",2.23
"884","2010-07-07",2.31
"885","2010-07-08",2.37
"886","2010-07-09",2.4
"887","2010-07-12",2.37
"888","2010-07-13",2.49
"889","2010-07-14",2.47
"890","2010-07-15",2.41
"891","2010-07-16",2.32
"892","2010-07-19",2.39
"893","2010-07-20",2.34
"894","2010-07-21",2.36
"895","2010-07-22",2.39
"896","2010-07-23",2.37
"897","2010-07-26",2.44
"898","2010-07-27",2.54
"899","2010-07-28",2.47
"900","2010-07-29",2.45
"901","2010-07-30",2.49
"902","2010-08-02",2.49
"903","2010-08-03",2.56
"904","2010-08-04",2.6
"905","2010-08-05",2.59
"906","2010-08-06",2.54
"907","2010-08-09",2.6
"908","2010-08-10",2.53
"909","2010-08-11",2.28
"910","2010-08-12",2.26
"911","2010-08-13",2.17
"912","2010-08-16",2.4
"913","2010-08-17",2.37
"914","2010-08-18",2.26
"915","2010-08-19",2.24
"916","2010-08-20",2.2
"917","2010-08-23",2.2
"918","2010-08-24",2.12
"919","2010-08-25",2.15
"920","2010-08-26",2.15
"921","2010-08-27",2.19
"922","2010-08-30",2.1
"923","2010-08-31",2.07
"924","2010-09-01",2.14
"925","2010-09-02",2.14
"926","2010-09-03",2.14
"927","2010-09-07",2.08
"928","2010-09-08",2.1
"929","2010-09-09",2.1
"930","2010-09-10",2.09
"931","2010-09-13",2.08
"932","2010-09-14",2.09
"933","2010-09-15",2.25
"934","2010-09-16",2.26
"935","2010-09-17",2.28
"936","2010-09-20",2.43
"937","2010-09-21",2.41
"938","2010-09-22",2.31
"939","2010-09-23",2.34
"940","2010-09-24",2.28
"941","2010-09-27",2.17
"942","2010-09-28",2.22
"943","2010-09-29",2.23
"944","2010-09-30",2.24
"945","2010-10-01",2.29
"946","2010-10-04",2.23
"947","2010-10-05",2.34
"948","2010-10-06",2.34
"949","2010-10-07",2.31
"950","2010-10-08",2.46
"951","2010-10-11",2.44
"952","2010-10-12",2.45
"953","2010-10-13",2.51
"954","2010-10-14",2.52
"955","2010-10-15",2.52
"956","2010-10-18",2.61
"957","2010-10-19",2.61
"958","2010-10-20",2.72
"959","2010-10-21",2.73
"960","2010-10-22",2.74
"961","2010-10-25",2.77
"962","2010-10-26",2.78
"963","2010-10-27",2.74
"964","2010-10-28",2.75
"965","2010-10-29",2.76
"966","2010-11-01",2.72
"967","2010-11-02",2.78
"968","2010-11-03",2.9
"969","2010-11-04",3.03
"970","2010-11-05",2.99
"971","2010-11-08",3.02
"972","2010-11-09",2.96
"973","2010-11-10",3.04
"974","2010-11-11",2.98
"975","2010-11-12",2.87
"976","2010-11-15",2.91
"977","2010-11-16",2.91
"978","2010-11-17",2.84
"979","2010-11-18",2.91
"980","2010-11-19",2.89
"981","2010-11-22",2.92
"982","2010-11-23",2.94
"983","2010-11-24",3.11
"984","2010-11-26",3.17
"985","2010-11-29",3.14
"986","2010-11-30",3.02
"987","2010-12-01",3.12
"988","2010-12-02",3.1
"989","2010-12-03",3.11
"990","2010-12-06",3.15
"991","2010-12-07",3.17
"992","2010-12-08",3.3
"993","2010-12-09",3.46
"994","2010-12-10",3.58
"995","2010-12-13",3.58
"996","2010-12-14",3.7
"997","2010-12-15",3.7
"998","2010-12-16",3.74
"999","2010-12-17",3.81
"1000","2010-12-20",3.88
