"","date","PRT"
"228","2019-03-28",8.21
"229","2019-03-29",8.33
"230","2019-04-01",8.46
"231","2019-04-02",8.7
"232","2019-04-03",8.65
"233","2019-04-04",8.59
"234","2019-04-05",8.7
"235","2019-04-08",8.7
"236","2019-04-09",8.58
"237","2019-04-10",8.57
"238","2019-04-11",8.53
"239","2019-04-12",8.54
"240","2019-04-15",8.57
"241","2019-04-16",8.69
"242","2019-04-17",8.66
"243","2019-04-18",8.515
"244","2019-04-22",8.69
"245","2019-04-23",8.7
"246","2019-04-24",8.78
"247","2019-04-25",8.78
"248","2019-04-26",8.72
"249","2019-04-29",8.71
"250","2019-04-30",8.52
"251","2019-05-01",8.6
"252","2019-05-02",8.53
"253","2019-05-03",8.52
"254","2019-05-06",8.66
"255","2019-05-07",8.8
"256","2019-05-08",8.72
"257","2019-05-09",8.6
"258","2019-05-10",8.58
"259","2019-05-13",8.55
"260","2019-05-14",8.38
"261","2019-05-15",8.49
"262","2019-05-16",8.265
"263","2019-05-17",8.25
"264","2019-05-20",8.7
"265","2019-05-21",9.25
"266","2019-05-22",9.29
"267","2019-05-23",9.1
"268","2019-05-24",8.82
"269","2019-05-28",9.03
"270","2019-05-29",8.95
"271","2019-05-30",8.92
"272","2019-05-31",8.76
"273","2019-06-03",8.72
"274","2019-06-04",8.69
"275","2019-06-05",8.46
"276","2019-06-06",8.25
"277","2019-06-07",8.2
"278","2019-06-10",8.2
"279","2019-06-11",8.2
"280","2019-06-12",8.12
"281","2019-06-13",8.13
"282","2019-06-14",7.97
"283","2019-06-17",7.81
"284","2019-06-18",7.876
"285","2019-06-19",7.999
"286","2019-06-20",8.07
"287","2019-06-21",8.1
"288","2019-06-24",7.94
"289","2019-06-25",8.18
"290","2019-06-26",8.16
"291","2019-06-27",8.126
"292","2019-06-28",7.95
"293","2019-07-01",7.8
"294","2019-07-02",8
"295","2019-07-03",7.96
"296","2019-07-05",8.35
"297","2019-07-08",8.2
"298","2019-07-09",8.16
"299","2019-07-10",8.23
"300","2019-07-11",8
"301","2019-07-12",8.03
"302","2019-07-15",8
"303","2019-07-16",7.96
"304","2019-07-17",7.93
"305","2019-07-18",7.81
"306","2019-07-19",7.9
"307","2019-07-22",7.9
"308","2019-07-23",8
"309","2019-07-24",7.94
"310","2019-07-25",8.06
"311","2019-07-26",7.95
"312","2019-07-29",8
"313","2019-07-30",7.95
"314","2019-07-31",7.88
"315","2019-08-01",7.94
"316","2019-08-02",7.89
"317","2019-08-05",7.68
"318","2019-08-06",7.68
"319","2019-08-07",7.46
"320","2019-08-08",7.65
"321","2019-08-09",7.54
"322","2019-08-12",7.32
"323","2019-08-13",6.98
"324","2019-08-14",6.723
"325","2019-08-15",6.7
"326","2019-08-16",6.91
"327","2019-08-19",6.93
"328","2019-08-20",7.14
"329","2019-08-21",7.08
"330","2019-08-22",7.03
"331","2019-08-23",6.87
"332","2019-08-26",6.8
"333","2019-08-27",7.03
"334","2019-08-28",7.4
"335","2019-08-29",7.54
"336","2019-08-30",7.45
"337","2019-09-03",7.41
"338","2019-09-04",7.369
"339","2019-09-05",7.119
"340","2019-09-06",7.163
"341","2019-09-09",7.19
"342","2019-09-10",7.2
"343","2019-09-11",7.22
"344","2019-09-12",7.06
"345","2019-09-13",6.98
"346","2019-09-16",7.1
"347","2019-09-17",7.72
"348","2019-09-18",7.84
"349","2019-09-19",8.05
"350","2019-09-20",8.24
"351","2019-09-23",8.38
"352","2019-09-24",8.33
"353","2019-09-25",8.4
"354","2019-09-26",8.3
"355","2019-09-27",8.16
"356","2019-09-30",8.05
"357","2019-10-01",8.05
"358","2019-10-02",8.03
"359","2019-10-03",7.9
"360","2019-10-04",7.75
"361","2019-10-07",7.86
"362","2019-10-08",7.85
"363","2019-10-09",7.3
"364","2019-10-10",7.29
"365","2019-10-11",7.3
"366","2019-10-14",7.49
"367","2019-10-15",7.14
"368","2019-10-16",7.2
"369","2019-10-17",7.09
"370","2019-10-18",7.29
"371","2019-10-21",6.85
"372","2019-10-22",6.67
"373","2019-10-23",6.75
"374","2019-10-24",6.89
"375","2019-10-25",6.64
"376","2019-10-28",6.76
"377","2019-10-29",6.87
"378","2019-10-30",6.72
"379","2019-10-31",6.6
"380","2019-11-01",6.61
"381","2019-11-04",6.65
"382","2019-11-05",6.68
"383","2019-11-06",6.65
"384","2019-11-07",6.71
"385","2019-11-08",6.52
"386","2019-11-11",6.58
"387","2019-11-12",6.6
"388","2019-11-13",6.47
"389","2019-11-14",6.36
"390","2019-11-15",6.405
"391","2019-11-18",6.17
"392","2019-11-19",5.91
"393","2019-11-20",6.01
"394","2019-11-21",5.89
"395","2019-11-22",5.8
"396","2019-11-25",5.9
"397","2019-11-26",5.87
"398","2019-11-27",5.73
"399","2019-11-29",5.73
"400","2019-12-02",5.54
"401","2019-12-03",5.55
"402","2019-12-04",5.39
"403","2019-12-05",5.4
"404","2019-12-06",5.41
"405","2019-12-09",5.481
"406","2019-12-10",5.99
"407","2019-12-11",6.05
"408","2019-12-12",6.2
"409","2019-12-13",5.785
"410","2019-12-16",5.84
"411","2019-12-17",5.78
"412","2019-12-18",5.83
"413","2019-12-19",5.675
"414","2019-12-20",5.9
"415","2019-12-23",5.85
"416","2019-12-24",6.03
"417","2019-12-26",6
"418","2019-12-27",5.8
"419","2019-12-30",5.555
"420","2019-12-31",5.383
"421","2020-01-02",5.63
"422","2020-01-03",5.79
"423","2020-01-06",6.39
"424","2020-01-07",6.53
"425","2020-01-08",6.2
"426","2020-01-09",6.065
"427","2020-01-10",5.91
"428","2020-01-13",5.97
"429","2020-01-14",6.07
"430","2020-01-15",6.02
"431","2020-01-16",6.26
"432","2020-01-17",6.11
"433","2020-01-21",5.83
"434","2020-01-22",5.79
"435","2020-01-23",5.71
"436","2020-01-24",5.61
"437","2020-01-27",5.6
"438","2020-01-28",5.62
"439","2020-01-29",5.58
"440","2020-01-30",5.53
"441","2020-01-31",5.44
"442","2020-02-03",5.06
"443","2020-02-04",5.12
"444","2020-02-05",5.085
"445","2020-02-06",5
"446","2020-02-07",5.06
"447","2020-02-10",4.94
"448","2020-02-11",4.84
"449","2020-02-12",4.911
"450","2020-02-13",4.97
"451","2020-02-14",4.944
"452","2020-02-18",5.045
"453","2020-02-19",5.23
"454","2020-02-20",5.13
"455","2020-02-21",5.21
"456","2020-02-24",5.04
"457","2020-02-25",4.94
"458","2020-02-26",4.84
"459","2020-02-27",4.6
"460","2020-02-28",4.16
"461","2020-03-02",4.37
"462","2020-03-03",4.62
"463","2020-03-04",4.82
"464","2020-03-05",4.64
"465","2020-03-06",4.44
"466","2020-03-09",3.05
"467","2020-03-10",3.29
"468","2020-03-11",3.2
"469","2020-03-12",2.77
"470","2020-03-13",2.54
"471","2020-03-16",2.43
"472","2020-03-17",2.12
"473","2020-03-18",1.18
"474","2020-03-19",1.44
"475","2020-03-20",1.32
"476","2020-03-23",1.291
"477","2020-03-24",1.9
"478","2020-03-25",2.99
"479","2020-03-26",3.04
"480","2020-03-27",2.92
"481","2020-03-30",2.57
"482","2020-03-31",2.62
"483","2020-04-01",2.6
"484","2020-04-02",2.3
"485","2020-04-03",2.278
"486","2020-04-06",2.36
"487","2020-04-07",2.38
"488","2020-04-08",2.44
"489","2020-04-09",2.56
"490","2020-04-13",2.81
"491","2020-04-14",2.87
"492","2020-04-15",2.763
"493","2020-04-16",2.29
"494","2020-04-17",2.3
"495","2020-04-20",2.06
"496","2020-04-21",1.91
"497","2020-04-22",1.83
"498","2020-04-23",1.92
"499","2020-04-24",2.02
"500","2020-04-27",1.97
"501","2020-04-28",1.82
"502","2020-04-29",1.99
"503","2020-04-30",1.97
"504","2020-05-01",1.943
"505","2020-05-04",1.95
"506","2020-05-05",1.94
"507","2020-05-06",1.96
"508","2020-05-07",1.88
"509","2020-05-08",1.95
"510","2020-05-11",1.98
"511","2020-05-12",1.98
"512","2020-05-13",1.89
"513","2020-05-14",1.93
"514","2020-05-15",1.898
"515","2020-05-18",1.97
"516","2020-05-19",2.035
"517","2020-05-20",2.03
"518","2020-05-21",2.03
"519","2020-05-22",2.127
"520","2020-05-26",2.08
"521","2020-05-27",2.055
"522","2020-05-28",2.079
"523","2020-05-29",2.055
"524","2020-06-01",2.11
"525","2020-06-02",2.41
"526","2020-06-03",3.01
"527","2020-06-04",3.126
"528","2020-06-05",3.274
"529","2020-06-08",3.62
"530","2020-06-09",3.67
"531","2020-06-10",3.78
"532","2020-06-11",3.152
"533","2020-06-12",3.45
"534","2020-06-15",3.22
"535","2020-06-16",3.45
"536","2020-06-17",3.3
"537","2020-06-18",3.11
"538","2020-06-19",3.12
"539","2020-06-22",3.33
"540","2020-06-23",3.21
"541","2020-06-24",3.01
"542","2020-06-25",3.04
"543","2020-06-26",2.933
"544","2020-06-29",2.85
"545","2020-06-30",2.88
"546","2020-07-01",2.95
"547","2020-07-02",2.83
"548","2020-07-06",2.84
"549","2020-07-07",2.88
"550","2020-07-08",2.662
"551","2020-07-09",2.622
"552","2020-07-10",2.51
"553","2020-07-13",2.5
"554","2020-07-14",2.38
"555","2020-07-15",2.47
"556","2020-07-16",2.53
"557","2020-07-17",2.46
"558","2020-07-20",2.46
"559","2020-07-21",2.37
"560","2020-07-22",2.25
"561","2020-07-23",2.13
"562","2020-07-24",2.15
"563","2020-07-27",2.17
"564","2020-07-28",2.2
"565","2020-07-29",2.12
"566","2020-07-30",2.05
"567","2020-07-31",2.12
"568","2020-08-03",2.02
"569","2020-08-04",2.13
"570","2020-08-05",2.14
"571","2020-08-06",2.01
"572","2020-08-07",2.2
"573","2020-08-10",2.2
"574","2020-08-11",2.16
"575","2020-08-12",2.15
"576","2020-08-13",2.174
"577","2020-08-14",2.14
"578","2020-08-17",2.11
"579","2020-08-18",2.17
"580","2020-08-19",2.137
"581","2020-08-20",2.15
"582","2020-08-21",2.165
"583","2020-08-24",2.14
"584","2020-08-25",2.12
"585","2020-08-26",2.03
"586","2020-08-27",2.1
"587","2020-08-28",2.055
"588","2020-08-31",2.05
"589","2020-09-01",2
"590","2020-09-02",2.05
"591","2020-09-03",2.04
"592","2020-09-04",2.075
"593","2020-09-08",2.08
"594","2020-09-09",2.03
"595","2020-09-10",1.933
"596","2020-09-11",1.915
"597","2020-09-14",1.95
"598","2020-09-15",1.91
"599","2020-09-16",1.955
"600","2020-09-17",1.945
"601","2020-09-18",1.99
"602","2020-09-21",1.965
"603","2020-09-22",1.88
"604","2020-09-23",1.85
"605","2020-09-24",1.807
"606","2020-09-25",1.805
"607","2020-09-28",1.99
"608","2020-09-29",1.965
"609","2020-09-30",1.86
"610","2020-10-01",1.78
"611","2020-10-02",1.87
"612","2020-10-05",1.74
"613","2020-10-06",1.75
"614","2020-10-07",1.735
"615","2020-10-08",1.8
"616","2020-10-09",2.1
"617","2020-10-12",1.927
"618","2020-10-13",1.99
"619","2020-10-14",1.96
"620","2020-10-15",2.03
"621","2020-10-16",2.026
"622","2020-10-19",2.06
"623","2020-10-20",2.08
"624","2020-10-21",2.07
"625","2020-10-22",2.07
"626","2020-10-23",1.98
"627","2020-10-26",2
"628","2020-10-27",1.97
"629","2020-10-28",1.92
"630","2020-10-29",1.88
"631","2020-10-30",1.884
"632","2020-11-02",1.885
"633","2020-11-03",1.91
"634","2020-11-04",1.86
"635","2020-11-05",1.93
"636","2020-11-06",1.91
"637","2020-11-09",1.96
"638","2020-11-10",1.995
"639","2020-11-11",2.03
"640","2020-11-12",2.08
"641","2020-11-13",2.045
"642","2020-11-16",2.15
"643","2020-11-17",2.19
"644","2020-11-18",2.217
"645","2020-11-19",2.74
"646","2020-11-20",2.925
"647","2020-11-23",2.93
"648","2020-11-24",3.1
"649","2020-11-25",3.15
"650","2020-11-27",3.1
