"","date","LNTH"
"78","2015-10-14",3.72
"79","2015-10-15",3.86
"80","2015-10-16",3.63
"81","2015-10-19",3.72
"82","2015-10-20",3.48
"83","2015-10-21",3.25
"84","2015-10-22",3.3
"85","2015-10-23",3.39
"86","2015-10-26",3.27
"87","2015-10-27",2.93
"88","2015-10-28",3
"89","2015-10-29",2.97
"90","2015-10-30",3
"91","2015-11-02",3.31
"92","2015-11-03",3.33
"93","2015-11-04",3.31
"94","2015-11-05",4.25
"95","2015-11-06",4.45
"96","2015-11-09",4.41
"97","2015-11-10",4.41
"98","2015-11-11",4.18
"99","2015-11-12",3.79
"100","2015-11-13",3.41
"101","2015-11-16",3.02
"102","2015-11-17",3.125
"103","2015-11-18",3.29
"104","2015-11-19",3.42
"105","2015-11-20",3.55
"106","2015-11-23",3.73
"107","2015-11-24",3.41
"108","2015-11-25",3.46
"109","2015-11-27",3.57
"110","2015-11-30",3.54
"111","2015-12-01",3.83
"112","2015-12-02",3.84
"113","2015-12-03",3.82
"114","2015-12-04",3.87
"115","2015-12-07",3.68
"116","2015-12-08",3.59
"117","2015-12-09",3.63
"118","2015-12-10",4.06
"119","2015-12-11",3.24
"120","2015-12-14",3.36
"121","2015-12-15",3.55
"122","2015-12-16",3.6
"123","2015-12-17",3.55
"124","2015-12-18",3.53
"125","2015-12-21",3.44
"126","2015-12-22",3.46
"127","2015-12-23",3.58
"128","2015-12-24",3.64
"129","2015-12-28",3.5
"130","2015-12-29",3.52
"131","2015-12-30",3.43
"132","2015-12-31",3.38
"133","2016-01-04",3.28
"134","2016-01-05",3.21
"135","2016-01-06",3.14
"136","2016-01-07",3.07
"137","2016-01-08",2.93
"138","2016-01-11",2.86
"139","2016-01-12",2.72
"140","2016-01-13",2.55
"141","2016-01-14",2.49
"142","2016-01-15",2.36
"143","2016-01-19",2.37
"144","2016-01-20",2.43
"145","2016-01-21",2.44
"146","2016-01-22",2.6
"147","2016-01-25",2.55
"148","2016-01-26",2.38
"149","2016-01-27",2.19
"150","2016-01-28",2.08
"151","2016-01-29",2.17
"152","2016-02-01",2.16
"153","2016-02-02",2.21
"154","2016-02-03",2.21
"155","2016-02-04",2.07
"156","2016-02-05",1.89
"157","2016-02-08",1.83
"158","2016-02-09",1.89
"159","2016-02-10",1.84
"160","2016-02-11",1.87
"161","2016-02-12",1.93
"162","2016-02-16",1.92
"163","2016-02-17",1.96
"164","2016-02-18",2.03
"165","2016-02-19",1.99
"166","2016-02-22",2.04
"167","2016-02-23",2.33
"168","2016-02-24",2.14
"169","2016-02-25",2.21
"170","2016-02-26",2.29
"171","2016-02-29",2.12
"172","2016-03-01",2.06
"173","2016-03-02",2.07
"174","2016-03-03",2.05
"175","2016-03-04",2.04
"176","2016-03-07",2.26
"177","2016-03-08",2.15
"178","2016-03-09",2.15
"179","2016-03-10",2.15
"180","2016-03-11",2.13
"181","2016-03-14",1.96
"182","2016-03-15",1.99
"183","2016-03-16",2
"184","2016-03-17",2
"185","2016-03-18",1.96
"186","2016-03-21",1.98
"187","2016-03-22",1.99
"188","2016-03-23",1.94
"189","2016-03-24",1.94
"190","2016-03-28",1.92
"191","2016-03-29",1.89
"192","2016-03-30",1.89
"193","2016-03-31",1.89
"194","2016-04-01",1.89
"195","2016-04-04",1.89
"196","2016-04-05",1.88
"197","2016-04-06",1.9
"198","2016-04-07",1.88
"199","2016-04-08",1.88
"200","2016-04-11",1.85
"201","2016-04-12",1.88
"202","2016-04-13",1.9
"203","2016-04-14",1.88
"204","2016-04-15",1.88
"205","2016-04-18",1.9
"206","2016-04-19",1.89
"207","2016-04-20",1.85
"208","2016-04-21",1.85
"209","2016-04-22",1.93
"210","2016-04-25",1.9
"211","2016-04-26",1.96
"212","2016-04-27",2.04
"213","2016-04-28",2.05
"214","2016-04-29",2.06
"215","2016-05-02",2.1
"216","2016-05-03",1.94
"217","2016-05-04",1.97
"218","2016-05-05",2.11
"219","2016-05-06",2.1
"220","2016-05-09",2.12
"221","2016-05-10",2.2
"222","2016-05-11",2.19
"223","2016-05-12",2.23
"224","2016-05-13",2.23
"225","2016-05-16",2.3
"226","2016-05-17",2.21
"227","2016-05-18",2.2
"228","2016-05-19",2.19
"229","2016-05-20",2.2
"230","2016-05-23",2.18
"231","2016-05-24",2.27
"232","2016-05-25",2.25
"233","2016-05-26",2.1
"234","2016-05-27",2.06
"235","2016-05-31",1.95
"236","2016-06-01",2.13
"237","2016-06-02",2.24
"238","2016-06-03",2.21
"239","2016-06-06",2.29
"240","2016-06-07",2.41
"241","2016-06-08",2.99
"242","2016-06-09",2.75
"243","2016-06-10",2.69
"244","2016-06-13",2.77
"245","2016-06-14",2.8
"246","2016-06-15",2.77
"247","2016-06-16",2.73
"248","2016-06-17",2.68
"249","2016-06-20",2.73
"250","2016-06-21",2.76
"251","2016-06-22",2.78
"252","2016-06-23",2.7
"253","2016-06-24",2.76
"254","2016-06-27",3.15
"255","2016-06-28",3.65
"256","2016-06-29",4.2
"257","2016-06-30",3.67
"258","2016-07-01",4.14
"259","2016-07-05",4.1
"260","2016-07-06",4.73
"261","2016-07-07",4.38
"262","2016-07-08",4.65
"263","2016-07-11",4.84
"264","2016-07-12",4.71
"265","2016-07-13",4.76
"266","2016-07-14",4.8
"267","2016-07-15",4.77
"268","2016-07-18",4.8
"269","2016-07-19",4.64
"270","2016-07-20",4.47
"271","2016-07-21",4.22
"272","2016-07-22",4.3
"273","2016-07-25",4.16
"274","2016-07-26",4.05
"275","2016-07-27",4.25
"276","2016-07-28",4.25
"277","2016-07-29",4.25
"278","2016-08-01",3.87
"279","2016-08-02",3.61
"280","2016-08-03",3.68
"281","2016-08-04",3.89
"282","2016-08-05",6
"283","2016-08-08",5.75
"284","2016-08-09",6.03
"285","2016-08-10",5.8
"286","2016-08-11",5.68
"287","2016-08-12",6.45
"288","2016-08-15",7.58
"289","2016-08-16",7.12
"290","2016-08-17",7.1
"291","2016-08-18",7.5
"292","2016-08-19",7.89
"293","2016-08-22",8.19
"294","2016-08-23",7.38
"295","2016-08-24",7.16
"296","2016-08-25",7.62
"297","2016-08-26",8.25
"298","2016-08-29",9.7
"299","2016-08-30",9.59
"300","2016-08-31",9.52
"301","2016-09-01",9.5
"302","2016-09-02",9.4
"303","2016-09-06",9.36
"304","2016-09-07",9.55
"305","2016-09-08",9.46
"306","2016-09-09",7.44
"307","2016-09-12",7.94
"308","2016-09-13",7.87
"309","2016-09-14",7.99
"310","2016-09-15",8.29
"311","2016-09-16",8.35
"312","2016-09-19",8.45
"313","2016-09-20",8.5
"314","2016-09-21",8.65
"315","2016-09-22",9.07
"316","2016-09-23",8.49
"317","2016-09-26",8.21
"318","2016-09-27",8.22
"319","2016-09-28",8.27
"320","2016-09-29",7.89
"321","2016-09-30",8.28
"322","2016-10-03",8.23
"323","2016-10-04",8.39
"324","2016-10-05",8.23
"325","2016-10-06",8.2
"326","2016-10-07",8.28
"327","2016-10-10",8.05
"328","2016-10-11",8.02
"329","2016-10-12",7.77
"330","2016-10-13",7.98
"331","2016-10-14",7.7
"332","2016-10-17",8.45
"333","2016-10-18",8.65
"334","2016-10-19",8.5
"335","2016-10-20",9.25
"336","2016-10-21",9.05
"337","2016-10-24",9.7
"338","2016-10-25",9.15
"339","2016-10-26",8.7
"340","2016-10-27",8.4
"341","2016-10-28",8.15
"342","2016-10-31",8.65
"343","2016-11-01",9.05
"344","2016-11-02",9.5
"345","2016-11-03",8.6
"346","2016-11-04",8.8
"347","2016-11-07",9.2
"348","2016-11-08",9.05
"349","2016-11-09",9.3
"350","2016-11-10",9.45
"351","2016-11-11",9.85
"352","2016-11-14",10.2
"353","2016-11-15",10.25
"354","2016-11-16",9.05
"355","2016-11-17",9.25
"356","2016-11-18",9.25
"357","2016-11-21",9.15
"358","2016-11-22",9.35
"359","2016-11-23",9.85
"360","2016-11-25",9.75
"361","2016-11-28",9.6
"362","2016-11-29",9.5
"363","2016-11-30",9.1
"364","2016-12-01",9.2
"365","2016-12-02",9.15
"366","2016-12-05",9.25
"367","2016-12-06",9.4
"368","2016-12-07",9.55
"369","2016-12-08",9.3
"370","2016-12-09",9.45
"371","2016-12-12",9.35
"372","2016-12-13",9.05
"373","2016-12-14",9.05
"374","2016-12-15",9
"375","2016-12-16",8.775
"376","2016-12-19",9
"377","2016-12-20",8.75
"378","2016-12-21",8.95
"379","2016-12-22",8.6
"380","2016-12-23",8.55
"381","2016-12-27",8.45
"382","2016-12-28",8.3
"383","2016-12-29",8.4
"384","2016-12-30",8.6
"385","2017-01-03",8.85
"386","2017-01-04",8.6
"387","2017-01-05",8.3
"388","2017-01-06",8.25
"389","2017-01-09",8.5
"390","2017-01-10",8.75
"391","2017-01-11",9.05
"392","2017-01-12",8.85
"393","2017-01-13",9
"394","2017-01-17",9.15
"395","2017-01-18",9.25
"396","2017-01-19",9.05
"397","2017-01-20",9.15
"398","2017-01-23",8.55
"399","2017-01-24",8.65
"400","2017-01-25",8.8
"401","2017-01-26",8.7
"402","2017-01-27",8.85
"403","2017-01-30",8.8
"404","2017-01-31",8.5
"405","2017-02-01",8.55
"406","2017-02-02",8.3
"407","2017-02-03",8.9
"408","2017-02-06",9
"409","2017-02-07",9.05
"410","2017-02-08",9.3
"411","2017-02-09",9.35
"412","2017-02-10",9.35
"413","2017-02-13",9.3
"414","2017-02-14",9.2
"415","2017-02-15",9.25
"416","2017-02-16",9.05
"417","2017-02-17",9.45
"418","2017-02-21",9.35
"419","2017-02-22",12.15
"420","2017-02-23",12.05
"421","2017-02-24",12.65
"422","2017-02-27",12.6
"423","2017-02-28",12.8
"424","2017-03-01",13.4
"425","2017-03-02",13.9
"426","2017-03-03",13.4
"427","2017-03-06",13.35
"428","2017-03-07",13.1
"429","2017-03-08",13.05
"430","2017-03-09",12.9
"431","2017-03-10",13.25
"432","2017-03-13",14.05
"433","2017-03-14",12.325
"434","2017-03-15",12.3
"435","2017-03-16",12.4
"436","2017-03-17",12.45
"437","2017-03-20",12.3
"438","2017-03-21",11.8
"439","2017-03-22",11.8
"440","2017-03-23",11.9
"441","2017-03-24",11.9
"442","2017-03-27",12.15
"443","2017-03-28",12.15
"444","2017-03-29",12.2
"445","2017-03-30",12.4
"446","2017-03-31",12.5
"447","2017-04-03",12.35
"448","2017-04-04",12.3
"449","2017-04-05",12.25
"450","2017-04-06",12.65
"451","2017-04-07",12.25
"452","2017-04-10",11.75
"453","2017-04-11",11.6
"454","2017-04-12",11.25
"455","2017-04-13",10.85
"456","2017-04-17",11.3
"457","2017-04-18",11.5
"458","2017-04-19",11.85
"459","2017-04-20",12
"460","2017-04-21",11.6
"461","2017-04-24",11.8
"462","2017-04-25",11.8
"463","2017-04-26",12.05
"464","2017-04-27",12.85
"465","2017-04-28",13
"466","2017-05-01",13.4
"467","2017-05-02",12.9
"468","2017-05-03",15.15
"469","2017-05-04",13.75
"470","2017-05-05",13.6
"471","2017-05-08",14
"472","2017-05-09",15.4
"473","2017-05-10",16.200001
"474","2017-05-11",15.85
"475","2017-05-12",16.5
"476","2017-05-15",16.450001
"477","2017-05-16",16.4
"478","2017-05-17",15.8
"479","2017-05-18",15.8
"480","2017-05-19",16.299999
"481","2017-05-22",17.200001
"482","2017-05-23",16.75
"483","2017-05-24",16.799999
"484","2017-05-25",17
"485","2017-05-26",17.049999
"486","2017-05-30",16.5
"487","2017-05-31",16.6
"488","2017-06-01",16.75
"489","2017-06-02",16.75
"490","2017-06-05",16.25
"491","2017-06-06",16.049999
"492","2017-06-07",16.700001
"493","2017-06-08",16.799999
"494","2017-06-09",16.049999
"495","2017-06-12",15.7
"496","2017-06-13",15.95
"497","2017-06-14",16.25
"498","2017-06-15",14.8
"499","2017-06-16",15.1
"500","2017-06-19",15.45
"501","2017-06-20",15.1
"502","2017-06-21",15.3
"503","2017-06-22",15.1
"504","2017-06-23",15.6
"505","2017-06-26",16.25
"506","2017-06-27",16.15
"507","2017-06-28",17.4
"508","2017-06-29",17.4
"509","2017-06-30",17.65
"510","2017-07-03",17.549999
"511","2017-07-05",18.450001
"512","2017-07-06",18.450001
"513","2017-07-07",18
"514","2017-07-10",18.1
"515","2017-07-11",18
"516","2017-07-12",18.325001
"517","2017-07-13",18.25
"518","2017-07-14",17.549999
"519","2017-07-17",18.450001
"520","2017-07-18",18.450001
"521","2017-07-19",18.450001
"522","2017-07-20",18.549999
"523","2017-07-21",18.549999
"524","2017-07-24",19.15
"525","2017-07-25",19.35
"526","2017-07-26",19.200001
"527","2017-07-27",18.9
"528","2017-07-28",19.549999
"529","2017-07-31",18.450001
"530","2017-08-01",18.65
"531","2017-08-02",15.5
"532","2017-08-03",16.25
"533","2017-08-04",17.200001
"534","2017-08-07",18.85
"535","2017-08-08",18.9
"536","2017-08-09",18.5
"537","2017-08-10",18
"538","2017-08-11",19.15
"539","2017-08-14",17.15
"540","2017-08-15",16.85
"541","2017-08-16",15.7
"542","2017-08-17",16.1
"543","2017-08-18",15.85
"544","2017-08-21",15.5
"545","2017-08-22",16.25
"546","2017-08-23",16.700001
"547","2017-08-24",17
"548","2017-08-25",17.1
"549","2017-08-28",17
"550","2017-08-29",16.9
"551","2017-08-30",16.950001
"552","2017-08-31",17.5
"553","2017-09-01",16.799999
"554","2017-09-05",17.049999
"555","2017-09-06",16.4
"556","2017-09-07",16.4
"557","2017-09-08",16.5
"558","2017-09-11",16.75
"559","2017-09-12",17.4
"560","2017-09-13",17.15
"561","2017-09-14",17.450001
"562","2017-09-15",17.15
"563","2017-09-18",17.450001
"564","2017-09-19",17.25
"565","2017-09-20",17.450001
"566","2017-09-21",17.450001
"567","2017-09-22",17.35
"568","2017-09-25",17.5
"569","2017-09-26",17.450001
"570","2017-09-27",17.549999
"571","2017-09-28",17.700001
"572","2017-09-29",17.799999
"573","2017-10-02",18
"574","2017-10-03",18
"575","2017-10-04",17.9
"576","2017-10-05",18
"577","2017-10-06",18.15
"578","2017-10-09",17.799999
"579","2017-10-10",18.4
"580","2017-10-11",18.700001
"581","2017-10-12",18.6
"582","2017-10-13",17.85
"583","2017-10-16",17.75
"584","2017-10-17",17.85
"585","2017-10-18",17.549999
"586","2017-10-19",17.4
"587","2017-10-20",18.25
"588","2017-10-23",18.25
"589","2017-10-24",18.15
"590","2017-10-25",18.25
"591","2017-10-26",18.450001
"592","2017-10-27",19.299999
"593","2017-10-30",19.1
"594","2017-10-31",19.9
"595","2017-11-01",18.700001
"596","2017-11-02",22.6
"597","2017-11-03",22.299999
"598","2017-11-06",22.950001
"599","2017-11-07",22.049999
"600","2017-11-08",22.35
"601","2017-11-09",22.950001
"602","2017-11-10",22.25
"603","2017-11-13",22
"604","2017-11-14",22.049999
"605","2017-11-15",21.549999
"606","2017-11-16",21.85
"607","2017-11-17",22.35
"608","2017-11-20",22.85
"609","2017-11-21",23.4
"610","2017-11-22",22.799999
"611","2017-11-24",22.700001
"612","2017-11-27",22.200001
"613","2017-11-28",22.85
"614","2017-11-29",22.549999
"615","2017-11-30",22.4
"616","2017-12-01",21.85
"617","2017-12-04",20.75
"618","2017-12-05",20.4
"619","2017-12-06",20.85
"620","2017-12-07",20.65
"621","2017-12-08",20.85
"622","2017-12-11",20.549999
"623","2017-12-12",20.5
"624","2017-12-13",20.6
"625","2017-12-14",19.9
"626","2017-12-15",19.700001
"627","2017-12-18",20.35
"628","2017-12-19",20.15
"629","2017-12-20",20.6
"630","2017-12-21",20.299999
"631","2017-12-22",20.549999
"632","2017-12-26",21.200001
"633","2017-12-27",22.15
"634","2017-12-28",21.15
"635","2017-12-29",20.450001
"636","2018-01-02",21
"637","2018-01-03",20.9
"638","2018-01-04",20.575001
"639","2018-01-05",21.700001
"640","2018-01-08",20.85
"641","2018-01-09",22.5
"642","2018-01-10",23.549999
"643","2018-01-11",23.65
"644","2018-01-12",23.475
"645","2018-01-16",22.15
"646","2018-01-17",22.4
"647","2018-01-18",22.6
"648","2018-01-19",22.799999
"649","2018-01-22",23.200001
"650","2018-01-23",23.5
"651","2018-01-24",22.950001
"652","2018-01-25",24.299999
"653","2018-01-26",23.6
"654","2018-01-29",24.15
"655","2018-01-30",23.799999
"656","2018-01-31",23
"657","2018-02-01",23.15
"658","2018-02-02",21.9
"659","2018-02-05",20.5
"660","2018-02-06",20.85
"661","2018-02-07",20.15
"662","2018-02-08",19.700001
"663","2018-02-09",19.950001
"664","2018-02-12",19.799999
"665","2018-02-13",19.9
"666","2018-02-14",20.15
"667","2018-02-15",20.35
"668","2018-02-16",20.549999
"669","2018-02-20",20.5
"670","2018-02-21",20.950001
"671","2018-02-22",19.799999
"672","2018-02-23",19.799999
"673","2018-02-26",20
"674","2018-02-27",15.35
"675","2018-02-28",15.3
"676","2018-03-01",14.85
"677","2018-03-02",16.4
"678","2018-03-05",15.8
"679","2018-03-06",15.35
"680","2018-03-07",15.7
"681","2018-03-08",15.7
"682","2018-03-09",16
"683","2018-03-12",16.799999
"684","2018-03-13",16.450001
"685","2018-03-14",16.4
"686","2018-03-15",16.200001
"687","2018-03-16",16.200001
"688","2018-03-19",15.55
"689","2018-03-20",16.1
"690","2018-03-21",16.15
"691","2018-03-22",15.1
"692","2018-03-23",15.5
"693","2018-03-26",16.450001
"694","2018-03-27",15.8
"695","2018-03-28",15.65
"696","2018-03-29",15.9
"697","2018-04-02",15.9
"698","2018-04-03",15.4
"699","2018-04-04",15.9
"700","2018-04-05",16.1
"701","2018-04-06",15.35
"702","2018-04-09",14.85
"703","2018-04-10",15.3
"704","2018-04-11",15.5
"705","2018-04-12",15.75
"706","2018-04-13",15.95
"707","2018-04-16",16.450001
"708","2018-04-17",17.200001
"709","2018-04-18",17.15
"710","2018-04-19",17.299999
"711","2018-04-20",17.549999
"712","2018-04-23",17.6
"713","2018-04-24",17.549999
"714","2018-04-25",17.35
"715","2018-04-26",17.9
"716","2018-04-27",18
"717","2018-04-30",17.799999
"718","2018-05-01",18.35
"719","2018-05-02",18.700001
"720","2018-05-03",17.9
"721","2018-05-04",16.424999
"722","2018-05-07",15.65
"723","2018-05-08",14.35
"724","2018-05-09",14
"725","2018-05-10",14.8
"726","2018-05-11",14.9
"727","2018-05-14",14.45
"728","2018-05-15",14.3
"729","2018-05-16",14.5
"730","2018-05-17",14.15
"731","2018-05-18",14.25
"732","2018-05-21",14.15
"733","2018-05-22",13.85
"734","2018-05-23",13.65
"735","2018-05-24",14.1
"736","2018-05-25",14.55
"737","2018-05-29",14.15
"738","2018-05-30",14.2
"739","2018-05-31",14
"740","2018-06-01",14.6
"741","2018-06-04",15.2
"742","2018-06-05",14.45
"743","2018-06-06",14.7
"744","2018-06-07",14.45
"745","2018-06-08",14.1
"746","2018-06-11",14.7
"747","2018-06-12",14.45
"748","2018-06-13",14.6
"749","2018-06-14",14.25
"750","2018-06-15",14.5
"751","2018-06-18",15.3
"752","2018-06-19",15.35
"753","2018-06-20",14.65
"754","2018-06-21",14.5
"755","2018-06-22",15.15
"756","2018-06-25",14.35
"757","2018-06-26",15
"758","2018-06-27",14.3
"759","2018-06-28",14.65
"760","2018-06-29",14.55
"761","2018-07-02",14.85
"762","2018-07-03",14.9
"763","2018-07-05",15.05
"764","2018-07-06",14.95
"765","2018-07-09",15.3
"766","2018-07-10",15.2
"767","2018-07-11",15.1
"768","2018-07-12",14.85
"769","2018-07-13",14.05
"770","2018-07-16",14
"771","2018-07-17",14
"772","2018-07-18",13.8
"773","2018-07-19",13.85
"774","2018-07-20",13.7
"775","2018-07-23",13.9
"776","2018-07-24",13.95
"777","2018-07-25",13.3
"778","2018-07-26",13.65
"779","2018-07-27",13.3
"780","2018-07-30",13.3
"781","2018-07-31",14.45
"782","2018-08-01",15
"783","2018-08-02",13.35
"784","2018-08-03",13.6
"785","2018-08-06",13.5
"786","2018-08-07",13.35
"787","2018-08-08",13.55
"788","2018-08-09",13.5
"789","2018-08-10",13.1
"790","2018-08-13",13.35
"791","2018-08-14",13.45
"792","2018-08-15",13.45
"793","2018-08-16",13.75
"794","2018-08-17",13.45
"795","2018-08-20",14.5
"796","2018-08-21",14.45
"797","2018-08-22",14.5
"798","2018-08-23",14.5
"799","2018-08-24",14.55
"800","2018-08-27",14.9
"801","2018-08-28",14.65
"802","2018-08-29",15.1
"803","2018-08-30",15.6
"804","2018-08-31",16.1
"805","2018-09-04",15.55
"806","2018-09-05",15.4
"807","2018-09-06",15.2
"808","2018-09-07",15.4
"809","2018-09-10",15.7
"810","2018-09-11",15.5
"811","2018-09-12",15.9
"812","2018-09-13",16.299999
"813","2018-09-14",16.35
"814","2018-09-17",16.15
"815","2018-09-18",16.15
"816","2018-09-19",16.1
"817","2018-09-20",16.200001
"818","2018-09-21",15.65
"819","2018-09-24",15
"820","2018-09-25",14.9
"821","2018-09-26",14.75
"822","2018-09-27",14.55
"823","2018-09-28",14.95
"824","2018-10-01",14.91
"825","2018-10-02",14.91
"826","2018-10-03",15.44
"827","2018-10-04",14.86
"828","2018-10-05",14.19
"829","2018-10-08",14.1
"830","2018-10-09",14.18
"831","2018-10-10",13.9
"832","2018-10-11",13.56
"833","2018-10-12",13.27
"834","2018-10-15",13.44
"835","2018-10-16",13.88
"836","2018-10-17",13.75
"837","2018-10-18",13.65
"838","2018-10-19",13.5
"839","2018-10-22",13.31
"840","2018-10-23",13.17
"841","2018-10-24",13.06
"842","2018-10-25",13.26
"843","2018-10-26",12.9
"844","2018-10-29",12.68
"845","2018-10-30",12.69
"846","2018-10-31",13.97
"847","2018-11-01",15.16
"848","2018-11-02",15.07
"849","2018-11-05",14.71
"850","2018-11-06",15.28
"851","2018-11-07",15.77
"852","2018-11-08",15.84
"853","2018-11-09",14.96
"854","2018-11-12",14.86
"855","2018-11-13",15.35
"856","2018-11-14",15.69
"857","2018-11-15",16.49
"858","2018-11-16",16.25
"859","2018-11-19",16.299999
"860","2018-11-20",16.01
"861","2018-11-21",16.049999
"862","2018-11-23",16.15
"863","2018-11-26",16.92
"864","2018-11-27",16.84
"865","2018-11-28",17.65
"866","2018-11-29",17.85
"867","2018-11-30",18.75
"868","2018-12-03",19.01
"869","2018-12-04",18.209999
"870","2018-12-06",17.379999
"871","2018-12-07",16.940001
"872","2018-12-10",16.82
"873","2018-12-11",16.950001
"874","2018-12-12",17.43
"875","2018-12-13",17.27
"876","2018-12-14",17.290001
"877","2018-12-17",16.280001
"878","2018-12-18",16.42
"879","2018-12-19",16.08
"880","2018-12-20",15.21
"881","2018-12-21",14.55
"882","2018-12-24",13.96
"883","2018-12-26",14.75
"884","2018-12-27",14.86
"885","2018-12-28",15.03
"886","2018-12-31",15.65
"887","2019-01-02",15.47
"888","2019-01-03",14.93
"889","2019-01-04",15.7
"890","2019-01-07",15.81
"891","2019-01-08",15.99
"892","2019-01-09",16.17
"893","2019-01-10",16.219999
"894","2019-01-11",16.25
"895","2019-01-14",16.290001
"896","2019-01-15",16.469999
"897","2019-01-16",16.620001
"898","2019-01-17",16.5
"899","2019-01-18",16.57
"900","2019-01-22",16.26
"901","2019-01-23",16.440001
"902","2019-01-24",16.67
"903","2019-01-25",16.940001
"904","2019-01-28",16.690001
"905","2019-01-29",16.469999
"906","2019-01-30",16.610001
"907","2019-01-31",16.82
"908","2019-02-01",16.85
"909","2019-02-04",17.129999
"910","2019-02-05",17.559999
"911","2019-02-06",17.99
"912","2019-02-07",17.68
"913","2019-02-08",17.469999
"914","2019-02-11",17.67
"915","2019-02-12",17.65
"916","2019-02-13",17.639999
"917","2019-02-14",18.48
"918","2019-02-15",18.540001
"919","2019-02-19",19.16
"920","2019-02-20",22.030001
"921","2019-02-21",22.92
"922","2019-02-22",23.940001
"923","2019-02-25",23.9
"924","2019-02-26",23.35
"925","2019-02-27",23.08
"926","2019-02-28",22.85
"927","2019-03-01",23.75
"928","2019-03-04",23.559999
"929","2019-03-05",23.43
"930","2019-03-06",22.58
"931","2019-03-07",22.719999
"932","2019-03-08",23.450001
"933","2019-03-11",23.77
"934","2019-03-12",23.91
"935","2019-03-13",23.93
"936","2019-03-14",23.959999
"937","2019-03-15",24.1
"938","2019-03-18",24.73
"939","2019-03-19",24.559999
"940","2019-03-20",24.120001
"941","2019-03-21",25.1
"942","2019-03-22",23.620001
"943","2019-03-25",23.709999
"944","2019-03-26",23.59
"945","2019-03-27",23.950001
"946","2019-03-28",24.49
"947","2019-03-29",24.48
"948","2019-04-01",24.35
"949","2019-04-02",24.48
"950","2019-04-03",25
"951","2019-04-04",25.290001
"952","2019-04-05",25.66
"953","2019-04-08",25.219999
"954","2019-04-09",24.92
"955","2019-04-10",25.48
"956","2019-04-11",25.52
"957","2019-04-12",25.540001
"958","2019-04-15",25.25
"959","2019-04-16",24.790001
"960","2019-04-17",23.9
"961","2019-04-18",24.15
"962","2019-04-22",24.120001
"963","2019-04-23",24.83
"964","2019-04-24",24.959999
"965","2019-04-25",24.91
"966","2019-04-26",25.17
"967","2019-04-29",25.120001
"968","2019-04-30",24.16
"969","2019-05-01",23.84
"970","2019-05-02",25.1
"971","2019-05-03",26.07
"972","2019-05-06",25.4
"973","2019-05-07",25.299999
"974","2019-05-08",24.879999
"975","2019-05-09",24.76
"976","2019-05-10",25.5
"977","2019-05-13",24.51
"978","2019-05-14",24.92
"979","2019-05-15",25.530001
"980","2019-05-16",25.700001
"981","2019-05-17",24.25
"982","2019-05-20",23.940001
"983","2019-05-21",24.73
"984","2019-05-22",24.77
"985","2019-05-23",24.32
"986","2019-05-24",24.73
"987","2019-05-28",24.700001
"988","2019-05-29",24.9
"989","2019-05-30",24.879999
"990","2019-05-31",23.99
"991","2019-06-03",23.33
"992","2019-06-04",24.620001
"993","2019-06-05",25.280001
"994","2019-06-06",25.040001
