"","date","TCRR"
"199","2019-11-26",17.129999
"200","2019-11-27",16.76
"201","2019-11-29",16.950001
"202","2019-12-02",16.860001
"203","2019-12-03",17.17
"204","2019-12-04",16.74
"205","2019-12-05",16.92
"206","2019-12-06",17.66
"207","2019-12-09",17.620001
"208","2019-12-10",17.379999
"209","2019-12-11",16.85
"210","2019-12-12",16.85
"211","2019-12-13",16.84
"212","2019-12-16",17.139999
"213","2019-12-17",16.91
"214","2019-12-18",16.76
"215","2019-12-19",16.1
"216","2019-12-20",15.18
"217","2019-12-23",17.030001
"218","2019-12-24",17.879999
"219","2019-12-26",16.73
"220","2019-12-27",15.95
"221","2019-12-30",14.81
"222","2019-12-31",14.28
"223","2020-01-02",13.4
"224","2020-01-03",13.73
"225","2020-01-06",15.36
"226","2020-01-07",15.6
"227","2020-01-08",14.77
"228","2020-01-09",15.4
"229","2020-01-10",15.4
"230","2020-01-13",14.09
"231","2020-01-14",14.5
"232","2020-01-15",14.52
"233","2020-01-16",14.75
"234","2020-01-17",14.08
"235","2020-01-21",13.84
"236","2020-01-22",12.95
"237","2020-01-23",14.57
"238","2020-01-24",16.01
"239","2020-01-27",15.27
"240","2020-01-28",15.04
"241","2020-01-29",15.08
"242","2020-01-30",14.97
"243","2020-01-31",14.68
"244","2020-02-03",15.44
"245","2020-02-04",15.6
"246","2020-02-05",15.01
"247","2020-02-06",15.4
"248","2020-02-07",15.19
"249","2020-02-10",15.06
"250","2020-02-11",13.94
"251","2020-02-12",13.81
"252","2020-02-13",13.39
"253","2020-02-14",13.59
"254","2020-02-18",14.6
"255","2020-02-19",14.84
"256","2020-02-20",14.68
"257","2020-02-21",13.96
"258","2020-02-24",13.59
"259","2020-02-25",13.24
"260","2020-02-26",13.48
"261","2020-02-27",12.17
"262","2020-02-28",11.88
"263","2020-03-02",12.38
"264","2020-03-03",11.96
"265","2020-03-04",12.2
"266","2020-03-05",11.37
"267","2020-03-06",11.41
"268","2020-03-09",10.09
"269","2020-03-10",9.54
"270","2020-03-11",8.58
"271","2020-03-12",6.89
"272","2020-03-13",6.78
"273","2020-03-16",6.53
"274","2020-03-17",6.39
"275","2020-03-18",6.15
"276","2020-03-19",7.22
"277","2020-03-20",6.89
"278","2020-03-23",6.01
"279","2020-03-24",6.8
"280","2020-03-25",6.46
"281","2020-03-26",7.22
"282","2020-03-27",6.74
"283","2020-03-30",6.58
"284","2020-03-31",7.74
"285","2020-04-01",6.51
"286","2020-04-02",6.87
"287","2020-04-03",7.01
"288","2020-04-06",7.85
"289","2020-04-07",8.06
"290","2020-04-08",9.29
"291","2020-04-09",9.49
"292","2020-04-13",10.42
"293","2020-04-14",11.13
"294","2020-04-15",10.525
"295","2020-04-16",9.79
"296","2020-04-17",9.58
"297","2020-04-20",10.67
"298","2020-04-21",10.68
"299","2020-04-22",10.31
"300","2020-04-23",9.81
"301","2020-04-24",10.44
"302","2020-04-27",10.75
"303","2020-04-28",10.97
"304","2020-04-29",11.37
"305","2020-04-30",9.54
"306","2020-05-01",9.05
"307","2020-05-04",9.54
"308","2020-05-05",9.82
"309","2020-05-06",9.58
"310","2020-05-07",10.04
"311","2020-05-08",10.1
"312","2020-05-11",10.86
"313","2020-05-12",10.35
"314","2020-05-13",9.7
"315","2020-05-14",8.91
"316","2020-05-15",9
"317","2020-05-18",10.01
"318","2020-05-19",9.58
"319","2020-05-20",10.07
"320","2020-05-21",10.31
"321","2020-05-22",11.07
"322","2020-05-26",11.71
"323","2020-05-27",11.54
"324","2020-05-28",10.2
"325","2020-05-29",10.1
"326","2020-06-01",10.35
"327","2020-06-02",11.61
"328","2020-06-03",11.22
"329","2020-06-04",12.42
"330","2020-06-05",12.84
"331","2020-06-08",16.85
"332","2020-06-09",15.76
"333","2020-06-10",15.38
"334","2020-06-11",13.83
"335","2020-06-12",14.24
"336","2020-06-15",14.48
"337","2020-06-16",16.110001
"338","2020-06-17",15.42
"339","2020-06-18",16.1
"340","2020-06-19",15.89
"341","2020-06-22",16.530001
"342","2020-06-23",15.66
"343","2020-06-24",16.67
"344","2020-06-25",16.190001
"345","2020-06-26",15.57
"346","2020-06-29",15.59
"347","2020-06-30",15.36
"348","2020-07-01",16.1
"349","2020-07-02",15.55
"350","2020-07-06",16.09
"351","2020-07-07",15.13
"352","2020-07-08",15.36
"353","2020-07-09",15.96
"354","2020-07-10",15.37
"355","2020-07-13",14.48
"356","2020-07-14",15.23
"357","2020-07-15",15.67
"358","2020-07-16",15.2
"359","2020-07-17",15.33
"360","2020-07-20",16.040001
"361","2020-07-21",15.25
"362","2020-07-22",14.38
"363","2020-07-23",13.66
"364","2020-07-24",13.1
"365","2020-07-27",16.389999
"366","2020-07-28",16.280001
"367","2020-07-29",17.98
"368","2020-07-30",17.9
"369","2020-07-31",16.75
"370","2020-08-03",16.08
"371","2020-08-04",15.91
"372","2020-08-05",16.959999
"373","2020-08-06",16.85
"374","2020-08-07",16.92
"375","2020-08-10",16.940001
"376","2020-08-11",16.809999
"377","2020-08-12",16.74
"378","2020-08-13",17.98
"379","2020-08-14",18
"380","2020-08-17",18.860001
"381","2020-08-18",19.98
"382","2020-08-19",19.82
"383","2020-08-20",19.870001
"384","2020-08-21",20.690001
"385","2020-08-24",18.690001
"386","2020-08-25",19.360001
"387","2020-08-26",19.049999
"388","2020-08-27",18.41
"389","2020-08-28",18.57
"390","2020-08-31",20.219999
"391","2020-09-01",18.969999
"392","2020-09-02",19.1
"393","2020-09-03",18.27
"394","2020-09-04",17.74
"395","2020-09-08",18.09
"396","2020-09-09",18.77
"397","2020-09-10",18
"398","2020-09-11",18.52
"399","2020-09-14",19.76
"400","2020-09-15",18.57
"401","2020-09-16",19.290001
"402","2020-09-17",19.290001
"403","2020-09-18",20.280001
"404","2020-09-21",19.35
"405","2020-09-22",20.01
"406","2020-09-23",18.870001
"407","2020-09-24",18.049999
"408","2020-09-25",18.530001
"409","2020-09-28",18.66
"410","2020-09-29",19.35
"411","2020-09-30",20.32
"412","2020-10-01",21.32
"413","2020-10-02",20.18
"414","2020-10-05",21.02
"415","2020-10-06",20.67
"416","2020-10-07",21.15
"417","2020-10-08",21.34
"418","2020-10-09",21.73
"419","2020-10-12",22.280001
"420","2020-10-13",22.24
"421","2020-10-14",21.299999
"422","2020-10-15",20.4
"423","2020-10-16",19.790001
"424","2020-10-19",19.77
"425","2020-10-20",19.459999
"426","2020-10-21",19
"427","2020-10-22",19.02
"428","2020-10-23",20.889999
"429","2020-10-26",19.4
"430","2020-10-27",19.99
"431","2020-10-28",19.02
"432","2020-10-29",19.549999
"433","2020-10-30",19.67
"434","2020-11-02",21.120001
"435","2020-11-03",22.030001
"436","2020-11-04",23.110001
"437","2020-11-05",23.790001
"438","2020-11-06",23.27
"439","2020-11-09",24.15
"440","2020-11-10",23.25
"441","2020-11-11",23.35
"442","2020-11-12",25.440001
"443","2020-11-13",26.93
"444","2020-11-16",27.370001
"445","2020-11-17",29.34
"446","2020-11-18",27.83
"447","2020-11-19",26.719999
"448","2020-11-20",27.16
"449","2020-11-23",26.35
"450","2020-11-24",26.57
"451","2020-11-25",27.75
"452","2020-11-27",27.5
