"","date","CIH"
"228","2020-05-07",1.31
"229","2020-05-08",1.35
"230","2020-05-11",1.36
"231","2020-05-12",1.33
"232","2020-05-13",1.27
"233","2020-05-14",1.31
"234","2020-05-15",1.16
"235","2020-05-18",1.13
"236","2020-05-19",1.2
"237","2020-05-20",1.18
"238","2020-05-21",1.22
"239","2020-05-22",1.14
"240","2020-05-26",1.21
"241","2020-05-27",1.15
"242","2020-05-28",1.15
"243","2020-05-29",1.18
"244","2020-06-01",1.286
"245","2020-06-02",1.44
"246","2020-06-03",1.89
"247","2020-06-04",2.09
"248","2020-06-05",2.24
"249","2020-06-08",2.441
"250","2020-06-09",2.48
"251","2020-06-10",2.4
"252","2020-06-11",2.45
"253","2020-06-12",2.41
"254","2020-06-15",2.31
"255","2020-06-16",2.43
"256","2020-06-17",2.6
"257","2020-06-18",2.65
"258","2020-06-19",2.79
"259","2020-06-22",3.1
"260","2020-06-23",3.02
"261","2020-06-24",2.72
"262","2020-06-25",2.38
"263","2020-06-26",2.12
"264","2020-06-29",1.94
"265","2020-06-30",2.14
"266","2020-07-01",2.3
"267","2020-07-02",2.36
"268","2020-07-06",2.26
"269","2020-07-07",2.26
"270","2020-07-08",2.26
"271","2020-07-09",2.29
"272","2020-07-10",2.18
"273","2020-07-13",2.18
"274","2020-07-14",2
"275","2020-07-15",2.19
"276","2020-07-16",2.08
"277","2020-07-17",2.13
"278","2020-07-20",2.19
"279","2020-07-21",2.15
"280","2020-07-22",2.17
"281","2020-07-23",2.07
"282","2020-07-24",2.05
"283","2020-07-27",2.04
"284","2020-07-28",2.02
"285","2020-07-29",2.08
"286","2020-07-30",1.97
"287","2020-07-31",1.98
"288","2020-08-03",1.95
"289","2020-08-04",2.07
"290","2020-08-05",2.07
"291","2020-08-06",2.12
"292","2020-08-07",2.12
"293","2020-08-10",1.9
"294","2020-08-11",1.91
"295","2020-08-12",1.94
"296","2020-08-13",1.93
"297","2020-08-14",1.85
"298","2020-08-17",1.83
"299","2020-08-18",1.74
"300","2020-08-19",1.69
"301","2020-08-20",1.59
"302","2020-08-21",1.73
"303","2020-08-24",1.8
"304","2020-08-25",1.81
"305","2020-08-26",1.74
"306","2020-08-27",1.71
"307","2020-08-28",1.8
"308","2020-08-31",1.68
"309","2020-09-01",1.62
"310","2020-09-02",1.63
"311","2020-09-03",1.68
"312","2020-09-04",1.62
"313","2020-09-08",1.62
"314","2020-09-09",1.59
"315","2020-09-10",1.57
"316","2020-09-11",1.52
"317","2020-09-14",1.55
"318","2020-09-15",1.6
"319","2020-09-16",1.56
"320","2020-09-17",1.6
"321","2020-09-18",1.68
"322","2020-09-21",1.59
"323","2020-09-22",1.55
"324","2020-09-23",1.45
"325","2020-09-24",1.46
"326","2020-09-25",1.4
"327","2020-09-28",1.46
"328","2020-09-29",1.4
"329","2020-09-30",1.45
"330","2020-10-01",1.41
"331","2020-10-02",1.38
"332","2020-10-05",1.39
"333","2020-10-06",1.41
"334","2020-10-07",1.37
"335","2020-10-08",1.28
"336","2020-10-09",1.4
"337","2020-10-12",1.45
"338","2020-10-13",1.44
"339","2020-10-14",1.42
"340","2020-10-15",1.45
"341","2020-10-16",1.4
"342","2020-10-19",1.42
"343","2020-10-20",1.9
"344","2020-10-21",1.56
"345","2020-10-22",1.56
"346","2020-10-23",1.49
"347","2020-10-26",1.41
"348","2020-10-27",1.41
"349","2020-10-28",1.32
"350","2020-10-29",1.33
"351","2020-10-30",1.34
"352","2020-11-02",1.4
"353","2020-11-03",1.36
"354","2020-11-04",1.37
"355","2020-11-05",1.48
"356","2020-11-06",1.45
"357","2020-11-09",1.52
"358","2020-11-10",1.55
"359","2020-11-11",1.51
"360","2020-11-12",1.56
"361","2020-11-13",1.48
"362","2020-11-16",1.56
"363","2020-11-17",1.59
"364","2020-11-18",1.55
"365","2020-11-19",1.56
"366","2020-11-20",1.58
"367","2020-11-23",1.69
"368","2020-11-24",1.79
"369","2020-11-25",1.84
"370","2020-11-27",1.855
