"","date","SECO"
"106","2018-02-23",13.41
"107","2018-02-26",12.51
"108","2018-02-27",12.4
"109","2018-02-28",11.84
"110","2018-03-01",11.36
"111","2018-03-02",11.38
"112","2018-03-05",11.61
"113","2018-03-06",11.7
"114","2018-03-07",11.51
"115","2018-03-08",11.11
"116","2018-03-09",11.13
"117","2018-03-12",11.23
"118","2018-03-13",11.19
"119","2018-03-14",11.07
"120","2018-03-15",11.35
"121","2018-03-16",11.22
"122","2018-03-19",11.3
"123","2018-03-20",11.25
"124","2018-03-21",11.79
"125","2018-03-22",12.32
"126","2018-03-23",12.15
"127","2018-03-26",11.75
"128","2018-03-27",10.79
"129","2018-03-28",10.32
"130","2018-03-29",10.49
"131","2018-04-02",9.73
"132","2018-04-03",8.98
"133","2018-04-04",9.22
"134","2018-04-05",9.49
"135","2018-04-06",8.92
"136","2018-04-09",9.77
"137","2018-04-10",10.34
"138","2018-04-11",10.27
"139","2018-04-12",10.74
"140","2018-04-13",11.54
"141","2018-04-16",11.46
"142","2018-04-17",11.98
"143","2018-04-18",11.76
"144","2018-04-19",11.2
"145","2018-04-20",11.24
"146","2018-04-23",10.05
"147","2018-04-24",10.21
"148","2018-04-25",10.3
"149","2018-04-26",10.51
"150","2018-04-27",10.24
"151","2018-04-30",10.38
"152","2018-05-01",10.87
"153","2018-05-02",10.38
"154","2018-05-03",10.29
"155","2018-05-04",10.34
"156","2018-05-07",10.2
"157","2018-05-08",10.25
"158","2018-05-09",10.2
"159","2018-05-10",10.17
"160","2018-05-11",10.18
"161","2018-05-14",10.25
"162","2018-05-15",10.12
"163","2018-05-16",10.09
"164","2018-05-17",10.2
"165","2018-05-18",10.1
"166","2018-05-21",10.1
"167","2018-05-22",10.07
"168","2018-05-23",9.91
"169","2018-05-24",9.6
"170","2018-05-25",9.88
"171","2018-05-29",9.62
"172","2018-05-30",9.52
"173","2018-05-31",9.41
"174","2018-06-01",9.51
"175","2018-06-04",9.83
"176","2018-06-05",9.7
"177","2018-06-06",9.91
"178","2018-06-07",10.04
"179","2018-06-08",10.15
"180","2018-06-11",10.22
"181","2018-06-12",9.8
"182","2018-06-13",9.75
"183","2018-06-14",10.23
"184","2018-06-15",9.88
"185","2018-06-18",9.6
"186","2018-06-19",9.02
"187","2018-06-20",9.44
"188","2018-06-21",9.59
"189","2018-06-22",9.52
"190","2018-06-25",9.8
"191","2018-06-26",9.77
"192","2018-06-27",9.07
"193","2018-06-28",8.7
"194","2018-06-29",8.08
"195","2018-07-02",8.46
"196","2018-07-03",8.86
"197","2018-07-05",9.07
"198","2018-07-06",8.97
"199","2018-07-09",9.73
"200","2018-07-10",9.82
"201","2018-07-11",10.05
"202","2018-07-12",10.96
"203","2018-07-13",11.2
"204","2018-07-16",11.49
"205","2018-07-17",12.15
"206","2018-07-18",12.13
"207","2018-07-19",12.19
"208","2018-07-20",11.96
"209","2018-07-23",11.49
"210","2018-07-24",12.1
"211","2018-07-25",12.64
"212","2018-07-26",12.63
"213","2018-07-27",12.24
"214","2018-07-30",11.72
"215","2018-07-31",11.75
"216","2018-08-01",12.24
"217","2018-08-02",13.56
"218","2018-08-03",13.94
"219","2018-08-06",13.76
"220","2018-08-07",13.39
"221","2018-08-08",13.88
"222","2018-08-09",14.65
"223","2018-08-10",13.97
"224","2018-08-13",14.3
"225","2018-08-14",13.72
"226","2018-08-15",13.26
"227","2018-08-16",14.25
"228","2018-08-17",14.46
"229","2018-08-20",14.07
"230","2018-08-21",14.46
"231","2018-08-22",14.18
"232","2018-08-23",13.87
"233","2018-08-24",14
"234","2018-08-27",14.56
"235","2018-08-28",13.62
"236","2018-08-29",13.16
"237","2018-08-30",12.95
"238","2018-08-31",13.05
"239","2018-09-04",13.19
"240","2018-09-05",13
"241","2018-09-06",11.84
"242","2018-09-07",12.63
"243","2018-09-10",12.61
"244","2018-09-11",12.81
"245","2018-09-12",13.5
"246","2018-09-13",13.53
"247","2018-09-14",13.92
"248","2018-09-17",13.62
"249","2018-09-18",13.81
"250","2018-09-19",13.59
"251","2018-09-20",12.75
"252","2018-09-21",12.5
"253","2018-09-24",12.85
"254","2018-09-25",12.98
"255","2018-09-26",13
"256","2018-09-27",12.77
"257","2018-09-28",12.7
"258","2018-10-01",12.67
"259","2018-10-02",12.89
"260","2018-10-03",12.73
"261","2018-10-04",11.6
"262","2018-10-05",11.99
"263","2018-10-08",11.54
"264","2018-10-09",11.05
"265","2018-10-10",11.04
"266","2018-10-11",11
"267","2018-10-12",11.67
"268","2018-10-15",11.17
"269","2018-10-16",11.22
"270","2018-10-17",10.99
"271","2018-10-18",9.8
"272","2018-10-19",9.76
"273","2018-10-22",10.29
"274","2018-10-23",9.41
"275","2018-10-24",8.79
"276","2018-10-25",8.96
"277","2018-10-26",8.54
"278","2018-10-29",8.77
"279","2018-10-30",8.75
"280","2018-10-31",9
"281","2018-11-01",9.74
"282","2018-11-02",9.62
"283","2018-11-05",9.56
"284","2018-11-06",9.65
"285","2018-11-07",9.79
"286","2018-11-08",9.51
"287","2018-11-09",9.12
"288","2018-11-12",8.88
"289","2018-11-13",9.43
"290","2018-11-14",9.41
"291","2018-11-15",9.8
"292","2018-11-16",9.68
"293","2018-11-19",9.39
"294","2018-11-20",9.32
"295","2018-11-21",9.91
"296","2018-11-23",9.53
"297","2018-11-26",9.87
"298","2018-11-27",9.9
"299","2018-11-28",10.09
"300","2018-11-29",9.95
"301","2018-11-30",10
"302","2018-12-03",10.65
"303","2018-12-04",10.72
"304","2018-12-06",10.63
"305","2018-12-07",10.53
"306","2018-12-10",9.81
"307","2018-12-11",9.93
"308","2018-12-12",9.88
"309","2018-12-13",10.08
"310","2018-12-14",9.98
"311","2018-12-17",9.36
"312","2018-12-18",9.83
"313","2018-12-19",9.38
"314","2018-12-20",8.78
"315","2018-12-21",8.6
"316","2018-12-24",8.83
"317","2018-12-26",8.58
"318","2018-12-27",8.71
"319","2018-12-28",8.8
"320","2018-12-31",9.07
"321","2019-01-02",9.02
"322","2019-01-03",8.69
"323","2019-01-04",8.92
"324","2019-01-07",9.13
"325","2019-01-08",9.49
"326","2019-01-09",9.84
"327","2019-01-10",9.4
"328","2019-01-11",9.06
"329","2019-01-14",8.98
"330","2019-01-15",8.7
"331","2019-01-16",8.81
"332","2019-01-17",8.99
"333","2019-01-18",8.83
"334","2019-01-22",8.75
"335","2019-01-23",8.69
"336","2019-01-24",8.75
"337","2019-01-25",8.87
"338","2019-01-28",8.78
"339","2019-01-29",8.79
"340","2019-01-30",8.87
"341","2019-01-31",8.91
"342","2019-02-01",8.44
"343","2019-02-04",8.59
"344","2019-02-05",8.57
"345","2019-02-06",8.4
"346","2019-02-07",8.28
"347","2019-02-08",8.43
"348","2019-02-11",8.56
"349","2019-02-12",8.66
"350","2019-02-13",8.65
"351","2019-02-14",8.53
"352","2019-02-15",8.68
"353","2019-02-19",8.8
"354","2019-02-20",8.83
"355","2019-02-21",8.74
"356","2019-02-22",8.55
"357","2019-02-25",9.2
"358","2019-02-26",9.36
"359","2019-02-27",9.26
"360","2019-02-28",9.43
"361","2019-03-01",9.75
"362","2019-03-04",9.91
"363","2019-03-05",10.35
"364","2019-03-06",9.71
"365","2019-03-07",9.36
"366","2019-03-08",9.24
"367","2019-03-11",9.2
"368","2019-03-12",8.98
"369","2019-03-13",8.7
"370","2019-03-14",8.55
"371","2019-03-15",8.7
"372","2019-03-18",8.6
"373","2019-03-19",8.21
"374","2019-03-20",8.36
"375","2019-03-21",8.76
"376","2019-03-22",8.55
"377","2019-03-25",8.52
"378","2019-03-26",8.63
"379","2019-03-27",8.59
"380","2019-03-28",8.8
"381","2019-03-29",8.76
"382","2019-04-01",9.02
"383","2019-04-02",9.06
"384","2019-04-03",9.25
"385","2019-04-04",9.37
"386","2019-04-05",9.78
"387","2019-04-08",9.7
"388","2019-04-09",9.61
"389","2019-04-10",9.64
"390","2019-04-11",9.58
"391","2019-04-12",10.18
"392","2019-04-15",10.17
"393","2019-04-16",10.27
"394","2019-04-17",9.99
"395","2019-04-18",10.02
"396","2019-04-22",10.05
"397","2019-04-23",9.78
"398","2019-04-24",9.64
"399","2019-04-25",9.59
"400","2019-04-26",9.38
"401","2019-04-29",9.35
"402","2019-04-30",9.59
"403","2019-05-01",9.86
"404","2019-05-02",9.87
"405","2019-05-03",9.64
"406","2019-05-06",9.7
"407","2019-05-07",9.87
"408","2019-05-08",9.73
"409","2019-05-09",9.4
"410","2019-05-10",9.5
"411","2019-05-13",9.12
"412","2019-05-14",8.99
"413","2019-05-15",8.9
"414","2019-05-16",8.35
"415","2019-05-17",8.05
"416","2019-05-20",7.89
"417","2019-05-21",7.87
"418","2019-05-22",7.48
"419","2019-05-23",7.33
"420","2019-05-24",7.1
"421","2019-05-28",7.78
"422","2019-05-29",7.53
"423","2019-05-30",7.17
"424","2019-05-31",7.17
"425","2019-06-03",7.41
"426","2019-06-04",7.58
"427","2019-06-05",7.49
"428","2019-06-06",7.54
"429","2019-06-07",7.6
"430","2019-06-10",7.88
"431","2019-06-11",8.01
"432","2019-06-12",7.75
"433","2019-06-13",7.56
"434","2019-06-14",6.91
"435","2019-06-17",7.2
"436","2019-06-18",7.48
"437","2019-06-19",7.65
"438","2019-06-20",7.98
"439","2019-06-21",8.01
"440","2019-06-24",7.53
"441","2019-06-25",7.15
"442","2019-06-26",7.28
"443","2019-06-27",7.31
"444","2019-06-28",7.6
"445","2019-07-01",7.93
"446","2019-07-02",7.64
"447","2019-07-03",7.24
"448","2019-07-05",7.43
"449","2019-07-08",7.29
"450","2019-07-09",7.29
"451","2019-07-10",7.35
"452","2019-07-11",7.32
"453","2019-07-12",7.31
"454","2019-07-15",7.58
"455","2019-07-16",7.51
"456","2019-07-17",7.35
"457","2019-07-18",7.38
"458","2019-07-19",7.58
"459","2019-07-22",7.63
"460","2019-07-23",7.73
"461","2019-07-24",8.03
"462","2019-07-25",8.085
"463","2019-07-26",8.09
"464","2019-07-29",7.95
"465","2019-07-30",8.08
"466","2019-07-31",7.99
"467","2019-08-01",7.5
"468","2019-08-02",7.33
"469","2019-08-05",7.27
"470","2019-08-06",7.17
"471","2019-08-07",7.13
"472","2019-08-08",7.71
"473","2019-08-09",7.42
"474","2019-08-12",7.21
"475","2019-08-13",7.44
"476","2019-08-14",7.07
"477","2019-08-15",7.15
"478","2019-08-16",7.37
"479","2019-08-19",7.37
"480","2019-08-20",7.59
"481","2019-08-21",7.35
"482","2019-08-22",7.3
"483","2019-08-23",7.3
"484","2019-08-26",7.76
"485","2019-08-27",7.87
"486","2019-08-28",8.15
"487","2019-08-29",7.66
"488","2019-08-30",7.48
"489","2019-09-03",7.4
"490","2019-09-04",7.3
"491","2019-09-05",7.4
"492","2019-09-06",7.3
"493","2019-09-09",7.33
"494","2019-09-10",7.38
"495","2019-09-11",7.395
"496","2019-09-12",7.4
"497","2019-09-13",7.4
"498","2019-09-16",7.47
"499","2019-09-17",7.2
"500","2019-09-18",6.97
"501","2019-09-19",7.14
"502","2019-09-20",7
"503","2019-09-23",7.02
"504","2019-09-24",6.86
"505","2019-09-25",6.71
"506","2019-09-26",6.75
"507","2019-09-27",6.56
"508","2019-09-30",6.7
"509","2019-10-01",6.3
"510","2019-10-02",6.3
"511","2019-10-03",6.15
"512","2019-10-04",6.1
"513","2019-10-07",6.17
"514","2019-10-08",5.94
"515","2019-10-09",5.82
"516","2019-10-10",5.8
"517","2019-10-11",5.84
"518","2019-10-14",5.95
"519","2019-10-15",6.13
"520","2019-10-16",6.11
"521","2019-10-17",5.95
"522","2019-10-18",5.92
"523","2019-10-21",6.165
"524","2019-10-22",6.21
"525","2019-10-23",6.1
"526","2019-10-24",6.265
"527","2019-10-25",6.11
"528","2019-10-28",6.08
"529","2019-10-29",6.11
"530","2019-10-30",5.95
"531","2019-10-31",5.985
"532","2019-11-01",5.99
"533","2019-11-04",5.82
"534","2019-11-05",5.8
"535","2019-11-06",5.69
"536","2019-11-07",5.85
"537","2019-11-08",5.8
"538","2019-11-11",5.84
"539","2019-11-12",5.98
"540","2019-11-13",5.97
"541","2019-11-14",5.89
"542","2019-11-15",5.89
"543","2019-11-18",5.67
"544","2019-11-19",5.66
"545","2019-11-20",5.65
"546","2019-11-21",5.77
"547","2019-11-22",5.9
"548","2019-11-25",6.03
"549","2019-11-26",6.19
"550","2019-11-27",6.31
"551","2019-11-29",6.27
"552","2019-12-02",6.05
"553","2019-12-03",5.88
"554","2019-12-04",5.66
"555","2019-12-05",5.76
"556","2019-12-06",5.835
"557","2019-12-09",5.75
"558","2019-12-10",5.72
"559","2019-12-11",5.71
"560","2019-12-12",5.78
"561","2019-12-13",5.78
"562","2019-12-16",5.75
"563","2019-12-17",5.87
"564","2019-12-18",5.84
"565","2019-12-19",5.83
"566","2019-12-20",5.68
"567","2019-12-23",5.84
"568","2019-12-24",5.88
"569","2019-12-26",6.08
"570","2019-12-27",5.99
"571","2019-12-30",5.87
"572","2019-12-31",5.89
"573","2020-01-02",6.05
"574","2020-01-03",5.98
"575","2020-01-06",6.09
"576","2020-01-07",6.39
"577","2020-01-08",6.68
"578","2020-01-09",7.11
"579","2020-01-10",7.15
"580","2020-01-13",7.23
"581","2020-01-14",7.12
"582","2020-01-15",6.98
"583","2020-01-16",6.95
"584","2020-01-17",6.9
"585","2020-01-21",6.89
"586","2020-01-22",7.02
"587","2020-01-23",6.99
"588","2020-01-24",6.66
"589","2020-01-27",6.61
"590","2020-01-28",6.63
"591","2020-01-29",6.72
"592","2020-01-30",6.72
"593","2020-01-31",6.38
"594","2020-02-03",6.29
"595","2020-02-04",6.33
"596","2020-02-05",6.06
"597","2020-02-06",6.1
"598","2020-02-07",6.07
"599","2020-02-10",6.08
"600","2020-02-11",6.15
"601","2020-02-12",6.07
"602","2020-02-13",6
"603","2020-02-14",6.04
"604","2020-02-18",5.89
"605","2020-02-19",5.9
"606","2020-02-20",5.94
"607","2020-02-21",5.9
"608","2020-02-24",5.64
"609","2020-02-25",5.73
"610","2020-02-26",5.74
"611","2020-02-27",5.61
"612","2020-02-28",5.545
"613","2020-03-02",5.76
"614","2020-03-03",5.9
"615","2020-03-04",6.01
"616","2020-03-05",6.04
"617","2020-03-06",6.02
"618","2020-03-09",5.43
"619","2020-03-10",5.62
"620","2020-03-11",5.29
"621","2020-03-12",5.4
"622","2020-03-13",5.13
"623","2020-03-16",4.78
"624","2020-03-17",4.59
"625","2020-03-18",4.8
"626","2020-03-19",4.59
"627","2020-03-20",4.25
"628","2020-03-23",3.85
"629","2020-03-24",3.88
"630","2020-03-25",3.85
"631","2020-03-26",4
"632","2020-03-27",3.75
"633","2020-03-30",3.76
"634","2020-03-31",3.76
"635","2020-04-01",3.61
"636","2020-04-02",3.09
"637","2020-04-03",2.94
"638","2020-04-06",2.87
"639","2020-04-07",3.04
"640","2020-04-08",2.98
"641","2020-04-09",2.97
"642","2020-04-13",2.97
"643","2020-04-14",2.76
"644","2020-04-15",2.77
"645","2020-04-16",2.72
"646","2020-04-17",2.67
"647","2020-04-20",2.55
"648","2020-04-21",2.41
"649","2020-04-22",2.55
"650","2020-04-23",2.28
"651","2020-04-24",2.32
"652","2020-04-27",2.34
"653","2020-04-28",2.28
"654","2020-04-29",2.61
"655","2020-04-30",3.18
"656","2020-05-01",3.13
"657","2020-05-04",3.05
"658","2020-05-05",2.75
"659","2020-05-06",2.8
"660","2020-05-07",2.61
"661","2020-05-08",2.57
"662","2020-05-11",2.99
"663","2020-05-12",2.72
"664","2020-05-13",2.66
"665","2020-05-14",2.6
"666","2020-05-15",2.62
"667","2020-05-18",2.62
"668","2020-05-19",2.56
"669","2020-05-20",2.52
"670","2020-05-21",2.51
"671","2020-05-22",2.43
"672","2020-05-26",2.36
"673","2020-05-27",2.38
"674","2020-05-28",2.35
"675","2020-05-29",2.33
"676","2020-06-01",2.25
"677","2020-06-02",2.15
"678","2020-06-03",3.28
"679","2020-06-04",3
"680","2020-06-05",3.01
"681","2020-06-08",3.24
"682","2020-06-09",3.49
"683","2020-06-10",3.4
"684","2020-06-11",3.03
"685","2020-06-12",3.29
"686","2020-06-15",3.23
"687","2020-06-16",3.32
"688","2020-06-17",3.59
"689","2020-06-18",3.57
"690","2020-06-19",3.61
"691","2020-06-22",3.46
"692","2020-06-23",3.49
"693","2020-06-24",3.2
"694","2020-06-25",3.3
"695","2020-06-26",3.18
"696","2020-06-29",3.02
"697","2020-06-30",3.23
"698","2020-07-01",3.08
"699","2020-07-02",3.28
"700","2020-07-06",3.45
"701","2020-07-07",3.27
"702","2020-07-08",3.97
"703","2020-07-09",3.74
"704","2020-07-10",3.54
"705","2020-07-13",3.51
"706","2020-07-14",3.43
"707","2020-07-15",3.62
"708","2020-07-16",3.22
"709","2020-07-17",3.1
"710","2020-07-20",2.88
"711","2020-07-21",2.9
"712","2020-07-22",2.77
"713","2020-07-23",2.63
"714","2020-07-24",2.68
"715","2020-07-27",2.73
"716","2020-07-28",2.71
"717","2020-07-29",2.79
"718","2020-07-30",2.77
"719","2020-07-31",2.63
"720","2020-08-03",2.63
"721","2020-08-04",2.68
"722","2020-08-05",2.7
"723","2020-08-06",2.66
"724","2020-08-07",2.77
"725","2020-08-10",2.69
"726","2020-08-11",2.67
"727","2020-08-12",2.65
"728","2020-08-13",2.63
"729","2020-08-14",2.63
"730","2020-08-17",2.59
"731","2020-08-18",2.66
"732","2020-08-19",2.51
"733","2020-08-20",2.54
"734","2020-08-21",2.48
"735","2020-08-24",2.59
"736","2020-08-25",2.69
"737","2020-08-26",2.61
"738","2020-08-27",2.64
"739","2020-08-28",3.04
"740","2020-08-31",2.85
"741","2020-09-01",2.94
"742","2020-09-02",2.94
"743","2020-09-03",2.59
"744","2020-09-04",2.44
"745","2020-09-08",2.32
"746","2020-09-09",2.3
"747","2020-09-10",2.22
"748","2020-09-11",2.22
"749","2020-09-14",2.36
"750","2020-09-15",2.36
"751","2020-09-16",2.44
"752","2020-09-17",2.38
"753","2020-09-18",2.31
"754","2020-09-21",2.32
"755","2020-09-22",2.29
"756","2020-09-23",2.37
"757","2020-09-24",2.35
"758","2020-09-25",2.38
"759","2020-09-28",2.63
"760","2020-09-29",2.51
"761","2020-09-30",2.67
"762","2020-10-01",2.65
"763","2020-10-02",2.68
"764","2020-10-05",2.68
"765","2020-10-06",2.7
"766","2020-10-07",2.72
"767","2020-10-08",2.78
"768","2020-10-09",2.76
"769","2020-10-12",2.82
"770","2020-10-13",2.83
"771","2020-10-14",2.82
"772","2020-10-15",2.69
"773","2020-10-16",2.74
"774","2020-10-19",2.76
"775","2020-10-20",2.75
"776","2020-10-21",2.85
"777","2020-10-22",2.84
"778","2020-10-23",2.88
"779","2020-10-26",2.85
"780","2020-10-27",2.76
"781","2020-10-28",2.65
"782","2020-10-29",2.55
"783","2020-10-30",2.5
"784","2020-11-02",2.59
"785","2020-11-03",2.59
"786","2020-11-04",2.58
"787","2020-11-05",2.6
"788","2020-11-06",2.61
"789","2020-11-09",2.75
"790","2020-11-10",2.83
"791","2020-11-11",2.71
"792","2020-11-12",2.72
"793","2020-11-13",2.7
"794","2020-11-16",2.7
"795","2020-11-17",2.63
"796","2020-11-18",2.54
"797","2020-11-19",2.605
"798","2020-11-20",2.82
"799","2020-11-23",2.99
"800","2020-11-24",3.05
"801","2020-11-25",3.19
"802","2020-11-27",3.37
