"","date","EDNT"
"192","2019-02-06",5.05
"193","2019-02-07",4.89
"194","2019-02-08",4.87
"195","2019-02-11",4.825
"196","2019-02-12",5.049
"197","2019-02-13",5.05
"198","2019-02-14",5.09
"199","2019-02-15",5.025
"200","2019-02-19",4.995
"201","2019-02-20",4.8
"202","2019-02-21",4.75
"203","2019-02-22",4.75
"204","2019-02-25",4.66
"205","2019-02-26",4.683
"206","2019-02-27",4.677
"207","2019-02-28",5.035
"208","2019-03-01",5
"209","2019-03-04",4.76
"210","2019-03-05",4.97
"211","2019-03-06",4.94
"212","2019-03-07",4.99
"213","2019-03-08",4.99
"214","2019-03-11",5.01
"215","2019-03-12",4.73
"216","2019-03-13",5
"217","2019-03-14",4.95
"218","2019-03-15",4.85
"219","2019-03-18",4.99
"220","2019-03-19",4.76
"221","2019-03-20",5.01
"222","2019-03-21",5.169
"223","2019-03-22",5.36
"224","2019-03-25",5.245
"225","2019-03-26",5.145
"226","2019-03-27",5.1
"227","2019-03-28",5
"228","2019-03-29",5.042
"229","2019-04-01",5.09
"230","2019-04-02",5.09
"231","2019-04-03",5
"232","2019-04-04",5
"233","2019-04-05",4.99
"234","2019-04-08",5.005
"235","2019-04-09",5.03
"236","2019-04-10",5.02
"237","2019-04-11",5
"238","2019-04-12",5.03
"239","2019-04-15",5.03
"240","2019-04-16",5
"241","2019-04-17",5.01
"242","2019-04-18",5.005
"243","2019-04-22",5.005
"244","2019-04-23",4.89
"245","2019-04-24",4.89
"246","2019-04-25",4.82
"247","2019-04-26",4.6
"248","2019-04-29",4.5
"249","2019-04-30",4.27
"250","2019-05-01",4.1
"251","2019-05-02",3.995
"252","2019-05-03",3.81
"253","2019-05-06",3.87
"254","2019-05-07",3.8
"255","2019-05-08",3.583
"256","2019-05-09",3.9
"257","2019-05-10",3.8
"258","2019-05-13",3.94
"259","2019-05-14",3.63
"260","2019-05-15",3.65
"261","2019-05-16",3.45
"262","2019-05-17",3.485
"263","2019-05-20",2.855
"264","2019-05-21",3.1
"265","2019-05-22",3.09
"266","2019-05-23",3
"267","2019-05-24",2.845
"268","2019-05-28",3.32
"269","2019-05-29",3.42
"270","2019-05-30",3.48
"271","2019-05-31",3.49
"272","2019-06-03",3.17
"273","2019-06-04",3.54
"274","2019-06-05",3.68
"275","2019-06-06",3.7
"276","2019-06-07",3.25
"277","2019-06-10",2.893
"278","2019-06-11",3.05
"279","2019-06-12",2.988
"280","2019-06-13",2.62
"281","2019-06-14",2.85
"282","2019-06-17",2.535
"283","2019-06-18",2.48
"284","2019-06-19",2.615
"285","2019-06-20",2.37
"286","2019-06-21",2.2
"287","2019-06-24",2.211
"288","2019-06-25",2.45
"289","2019-06-26",2.36
"290","2019-06-27",2.27
"291","2019-06-28",2.28
"292","2019-07-01",2.06
"293","2019-07-02",2.06
"294","2019-07-03",1.97
"295","2019-07-05",2.09
"296","2019-07-08",2.38
"297","2019-07-09",2.35
"298","2019-07-10",2.27
"299","2019-07-11",2.4
"300","2019-07-12",2.433
"301","2019-07-15",2.28
"302","2019-07-16",2.15
"303","2019-07-17",2.16
"304","2019-07-18",2.21
"305","2019-07-19",2.22
"306","2019-07-22",2.12
"307","2019-07-23",2.116
"308","2019-07-24",2.05
"309","2019-07-25",2.04
"310","2019-07-26",2.04
"311","2019-07-29",2.175
"312","2019-07-30",2.131
"313","2019-07-31",2.07
"314","2019-08-01",2.13
"315","2019-08-02",2.1
"316","2019-08-05",1.95
"317","2019-08-06",2.05
"318","2019-08-07",2.036
"319","2019-08-08",2.05
"320","2019-08-09",2.04
"321","2019-08-12",1.91
"322","2019-08-13",2.02
"323","2019-08-14",1.92
"324","2019-08-15",2.07
"325","2019-08-16",2.08
"326","2019-08-19",2.21
"327","2019-08-20",2.18
"328","2019-08-21",2.088
"329","2019-08-22",2.095
"330","2019-08-23",2.09
"331","2019-08-26",2.06
"332","2019-08-27",2.38
"333","2019-08-28",2.4
"334","2019-08-29",2.43
"335","2019-08-30",2.236
"336","2019-09-03",2.46
"337","2019-09-04",2.95
"338","2019-09-05",3.068
"339","2019-09-06",2.89
"340","2019-09-09",2.82
"341","2019-09-10",2.625
"342","2019-09-11",2.46
"343","2019-09-12",2.443
"344","2019-09-13",2.396
"345","2019-09-16",2.533
"346","2019-09-17",2.37
"347","2019-09-18",2.424
"348","2019-09-19",2.424
"349","2019-09-20",2.5
"350","2019-09-23",2.652
"351","2019-09-24",2.6
"352","2019-09-25",2.36
"353","2019-09-26",2.43
"354","2019-09-27",2.47
"355","2019-09-30",2.473
"356","2019-10-01",2.26
"357","2019-10-02",2.13
"358","2019-10-03",2.21
"359","2019-10-04",2.264
"360","2019-10-07",2.26
"361","2019-10-08",2.181
"362","2019-10-09",2.15
"363","2019-10-10",2.11
"364","2019-10-11",2.12
"365","2019-10-14",2.1
"366","2019-10-15",2.1
"367","2019-10-16",2.08
"368","2019-10-17",2.02
"369","2019-10-18",1.94
"370","2019-10-21",1.91
"371","2019-10-22",2.02
"372","2019-10-23",2.02
"373","2019-10-24",1.98
"374","2019-10-25",1.97
"375","2019-10-28",2
"376","2019-10-29",1.97
"377","2019-10-30",1.91
"378","2019-10-31",2
"379","2019-11-01",1.934
"380","2019-11-04",2.5
"381","2019-11-05",2.35
"382","2019-11-06",2.191
"383","2019-11-07",2.22
"384","2019-11-08",2.22
"385","2019-11-11",2.25
"386","2019-11-12",2.25
"387","2019-11-13",2.19
"388","2019-11-14",2.174
"389","2019-11-15",2.13
"390","2019-11-18",2.04
"391","2019-11-19",2.15
"392","2019-11-20",2.05
"393","2019-11-21",1.95
"394","2019-11-22",1.76
"395","2019-11-25",1.88
"396","2019-11-26",1.86
"397","2019-11-27",1.85
"398","2019-11-29",1.82
"399","2019-12-02",1.75
"400","2019-12-03",1.64
"401","2019-12-04",1.75
"402","2019-12-05",1.457
"403","2019-12-06",1.48
"404","2019-12-09",1.39
"405","2019-12-10",1.7
"406","2019-12-11",1.765
"407","2019-12-12",1.72
"408","2019-12-13",1.72
"409","2019-12-16",1.75
"410","2019-12-17",1.78
"411","2019-12-18",1.94
"412","2019-12-19",1.91
"413","2019-12-20",1.88
"414","2019-12-23",1.95
"415","2019-12-24",1.94
"416","2019-12-26",1.93
"417","2019-12-27",1.9
"418","2019-12-30",1.9
"419","2019-12-31",2
"420","2020-01-02",2.05
"421","2020-01-03",2.05
"422","2020-01-06",2.1
"423","2020-01-07",2.17
"424","2020-01-08",2.11
"425","2020-01-09",2.42
"426","2020-01-10",2.42
"427","2020-01-13",2.5
"428","2020-01-14",2.43
"429","2020-01-15",2.34
"430","2020-01-16",2.4
"431","2020-01-17",2.395
"432","2020-01-21",2.39
"433","2020-01-22",2.35
"434","2020-01-23",2.34
"435","2020-01-24",2.3
"436","2020-01-27",2.39
"437","2020-01-28",2.397
"438","2020-01-29",2.43
"439","2020-01-30",2.41
"440","2020-01-31",2.29
"441","2020-02-03",2.25
"442","2020-02-04",2.4
"443","2020-02-05",2.54
"444","2020-02-06",2.69
"445","2020-02-07",2.66
"446","2020-02-10",2.69
"447","2020-02-11",2.74
"448","2020-02-12",2.75
"449","2020-02-13",2.67
"450","2020-02-14",2.7
"451","2020-02-18",2.68
"452","2020-02-19",2.61
"453","2020-02-20",2.54
"454","2020-02-21",2.55
"455","2020-02-24",2.59
"456","2020-02-25",2.35
"457","2020-02-26",2.35
"458","2020-02-27",2.165
"459","2020-02-28",2.18
"460","2020-03-02",2
"461","2020-03-03",1.8
"462","2020-03-04",1.91
"463","2020-03-05",1.81
"464","2020-03-06",2.01
"465","2020-03-09",1.99
"466","2020-03-10",2.14
"467","2020-03-11",2.09
"468","2020-03-12",1.93
"469","2020-03-13",1.95
"470","2020-03-16",1.88
"471","2020-03-17",1.86
"472","2020-03-18",1.86
"473","2020-03-19",2.2
"474","2020-03-20",2.02
"475","2020-03-23",2.09
"476","2020-03-24",1.86
"477","2020-03-25",2.085
"478","2020-03-26",1.93
"479","2020-03-27",1.92
"480","2020-03-30",1.87
"481","2020-03-31",1.83
"482","2020-04-01",1.76
"483","2020-04-02",1.78
"484","2020-04-03",1.69
"485","2020-04-06",1.705
"486","2020-04-07",1.75
"487","2020-04-08",1.63
"488","2020-04-09",1.63
"489","2020-04-13",1.6
"490","2020-04-14",1.62
"491","2020-04-15",1.67
"492","2020-04-16",2.57
"493","2020-04-17",2.24
"494","2020-04-20",2.18
"495","2020-04-21",2.13
"496","2020-04-22",2.11
"497","2020-04-23",2.22
"498","2020-04-24",2.08
"499","2020-04-27",2.19
"500","2020-04-28",2.12
"501","2020-04-29",2.14
"502","2020-04-30",2.11
"503","2020-05-01",2.18
"504","2020-05-04",2.26
"505","2020-05-05",2.3
"506","2020-05-06",2.21
"507","2020-05-07",2.16
"508","2020-05-08",2.17
"509","2020-05-11",2.26
"510","2020-05-12",2.1
"511","2020-05-13",2.13
"512","2020-05-14",2.43
"513","2020-05-15",2.41
"514","2020-05-18",2.44
"515","2020-05-19",2.35
"516","2020-05-20",2.33
"517","2020-05-21",2.28
"518","2020-05-22",2.33
"519","2020-05-26",2.41
"520","2020-05-27",2.44
"521","2020-05-28",2.52
"522","2020-05-29",2.4
"523","2020-06-01",2.21
"524","2020-06-02",2.13
"525","2020-06-03",2.23
"526","2020-06-04",2.22
"527","2020-06-05",2.28
"528","2020-06-08",2.27
"529","2020-06-09",2.25
"530","2020-06-10",2.27
"531","2020-06-11",2.21
"532","2020-06-12",2.19
"533","2020-06-15",2.34
"534","2020-06-16",2.5
"535","2020-06-17",2.45
"536","2020-06-18",2.51
"537","2020-06-19",3.04
"538","2020-06-22",2.65
"539","2020-06-23",2.76
"540","2020-06-24",3.17
"541","2020-06-25",3.26
"542","2020-06-26",3.14
"543","2020-06-29",3.2
"544","2020-06-30",3.05
"545","2020-07-01",2.88
"546","2020-07-02",2.71
"547","2020-07-06",2.82
"548","2020-07-07",2.91
"549","2020-07-08",3.71
"550","2020-07-09",3.5
"551","2020-07-10",3.71
"552","2020-07-13",3.4
"553","2020-07-14",3.78
"554","2020-07-15",3.64
"555","2020-07-16",3.68
"556","2020-07-17",4.02
"557","2020-07-20",4.12
"558","2020-07-21",3.89
"559","2020-07-22",3.79
"560","2020-07-23",3.62
"561","2020-07-24",3.49
"562","2020-07-27",3.69
"563","2020-07-28",3.78
"564","2020-07-29",3.93
"565","2020-07-30",3.75
"566","2020-07-31",3.81
"567","2020-08-03",3.89
"568","2020-08-04",3.77
"569","2020-08-05",3.48
"570","2020-08-06",3.32
"571","2020-08-07",3.45
"572","2020-08-10",3.3
"573","2020-08-11",3.15
"574","2020-08-12",3.28
"575","2020-08-13",3.31
"576","2020-08-14",3.17
"577","2020-08-17",3.64
"578","2020-08-18",3.45
"579","2020-08-19",3.2
"580","2020-08-20",2.85
"581","2020-08-21",2.6
"582","2020-08-24",2.45
"583","2020-08-25",2.37
"584","2020-08-26",2
"585","2020-08-27",2.08
"586","2020-08-28",2.23
"587","2020-08-31",2.25
"588","2020-09-01",2.17
"589","2020-09-02",2.16
"590","2020-09-03",2.09
"591","2020-09-04",2.03
"592","2020-09-08",1.88
"593","2020-09-09",1.95
"594","2020-09-10",1.88
"595","2020-09-11",1.82
"596","2020-09-14",1.76
"597","2020-09-15",1.8
"598","2020-09-16",1.9
"599","2020-09-17",1.75
"600","2020-09-18",1.8
"601","2020-09-21",1.81
"602","2020-09-22",1.8
"603","2020-09-23",1.78
"604","2020-09-24",1.76
"605","2020-09-25",1.79
"606","2020-09-28",1.74
"607","2020-09-29",1.75
"608","2020-09-30",1.81
"609","2020-10-01",1.77
"610","2020-10-02",1.8
"611","2020-10-05",1.72
"612","2020-10-06",1.65
"613","2020-10-07",1.68
"614","2020-10-08",1.63
"615","2020-10-09",1.72
"616","2020-10-12",1.78
"617","2020-10-13",1.75
"618","2020-10-14",1.71
"619","2020-10-15",1.685
"620","2020-10-16",1.67
"621","2020-10-19",1.73
"622","2020-10-20",1.7
"623","2020-10-21",1.73
"624","2020-10-22",1.73
"625","2020-10-23",1.73
"626","2020-10-26",1.65
"627","2020-10-27",1.67
"628","2020-10-28",1.67
"629","2020-10-29",1.69
"630","2020-10-30",1.62
"631","2020-11-02",1.63
"632","2020-11-03",1.7
"633","2020-11-04",1.64
"634","2020-11-05",1.67
"635","2020-11-06",1.75
"636","2020-11-09",1.67
"637","2020-11-10",1.74
"638","2020-11-11",1.7968
"639","2020-11-12",1.7601
"640","2020-11-13",1.75
"641","2020-11-16",1.6
"642","2020-11-17",1.52
"643","2020-11-18",1.49
"644","2020-11-19",1.5
"645","2020-11-20",1.46
"646","2020-11-23",1.53
"647","2020-11-24",1.45
"648","2020-11-25",1.41
"649","2020-11-27",1.41
