"","date","KNDI"
"378","2009-03-04",0.74
"379","2009-03-05",0.73
"380","2009-03-06",0.67
"381","2009-03-09",0.67
"382","2009-03-10",0.6
"383","2009-03-11",0.6
"384","2009-03-12",0.7
"385","2009-03-13",0.6
"386","2009-03-16",0.5
"387","2009-03-17",0.5
"388","2009-03-18",0.6
"389","2009-03-19",0.65
"390","2009-03-20",0.75
"391","2009-03-23",0.79
"392","2009-03-24",0.75
"393","2009-03-25",0.75
"394","2009-03-26",0.78
"395","2009-03-27",0.72
"396","2009-03-30",0.85
"397","2009-03-31",1.05
"398","2009-04-01",1
"399","2009-04-02",1.18
"400","2009-04-03",1.1
"401","2009-04-06",1.01
"402","2009-04-07",0.93
"403","2009-04-08",0.94
"404","2009-04-09",1.11
"405","2009-04-13",1.2
"406","2009-04-14",1.22
"407","2009-04-15",1.37
"408","2009-04-16",1.3
"409","2009-04-17",1.43
"410","2009-04-20",1.5
"411","2009-04-21",1.45
"412","2009-04-22",1.32
"413","2009-04-23",1.32
"414","2009-04-24",1.3
"415","2009-04-27",1.3
"416","2009-04-28",1.43
"417","2009-04-29",1.45
"418","2009-04-30",1.65
"419","2009-05-01",1.57
"420","2009-05-04",1.61
"421","2009-05-05",1.58
"422","2009-05-06",1.54
"423","2009-05-07",1.4
"424","2009-05-08",1.62
"425","2009-05-11",1.55
"426","2009-05-12",1.6
"427","2009-05-13",1.61
"428","2009-05-14",1.49
"429","2009-05-15",1.29
"430","2009-05-18",1.55
"431","2009-05-19",1.5
"432","2009-05-20",1.45
"433","2009-05-21",1.54
"434","2009-05-22",1.47
"435","2009-05-26",1.55
"436","2009-05-27",1.58
"437","2009-05-28",1.52
"438","2009-05-29",1.5
"439","2009-06-01",1.52
"440","2009-06-02",1.54
"441","2009-06-03",1.46
"442","2009-06-04",1.53
"443","2009-06-05",1.54
"444","2009-06-08",1.49
"445","2009-06-09",1.5
"446","2009-06-10",1.4
"447","2009-06-11",1.3
"448","2009-06-12",1.48
"449","2009-06-15",1.36
"450","2009-06-16",1.45
"451","2009-06-17",1.4
"452","2009-06-18",1.4
"453","2009-06-19",1.46
"454","2009-06-22",1.42
"455","2009-06-23",1.35
"456","2009-06-24",1.29
"457","2009-06-25",1.5
"458","2009-06-26",1.51
"459","2009-06-29",1.55
"460","2009-06-30",1.51
"461","2009-07-01",1.48
"462","2009-07-02",1.48
"463","2009-07-06",1.48
"464","2009-07-07",1.46
"465","2009-07-08",1.46
"466","2009-07-09",1.45
"467","2009-07-10",1.45
"468","2009-07-13",1.38
"469","2009-07-14",1.35
"470","2009-07-15",1.29
"471","2009-07-16",1.28
"472","2009-07-17",1.22
"473","2009-07-20",1.25
"474","2009-07-21",1.39
"475","2009-07-22",1.35
"476","2009-07-23",1.49
"477","2009-07-24",1.52
"478","2009-07-27",1.43
"479","2009-07-28",1.4
"480","2009-07-29",1.4
"481","2009-07-30",1.4
"482","2009-07-31",1.4
"483","2009-08-03",1.48
"484","2009-08-04",1.47
"485","2009-08-05",1.43
"486","2009-08-06",1.47
"487","2009-08-07",1.4
"488","2009-08-10",1.33
"489","2009-08-11",1.33
"490","2009-08-12",1.35
"491","2009-08-13",1.21
"492","2009-08-14",1.33
"493","2009-08-17",1.4
"494","2009-08-18",1.45
"495","2009-08-19",1.37
"496","2009-08-20",1.38
"497","2009-08-21",1.38
"498","2009-08-24",1.36
"499","2009-08-25",1.45
"500","2009-08-26",1.48
"501","2009-08-27",1.46
"502","2009-08-28",1.48
"503","2009-08-31",1.36
"504","2009-09-01",1.36
"505","2009-09-02",1.39
"506","2009-09-03",1.32
"507","2009-09-04",1.4
"508","2009-09-08",1.45
"509","2009-09-09",1.46
"510","2009-09-10",1.45
"511","2009-09-11",1.52
"512","2009-09-14",1.51
"513","2009-09-15",1.5
"514","2009-09-16",1.46
"515","2009-09-17",1.42
"516","2009-09-18",1.55
"517","2009-09-21",1.9
"518","2009-09-22",1.81
"519","2009-09-23",1.68
"520","2009-09-24",1.75
"521","2009-09-25",1.82
"522","2009-09-28",2.25
"523","2009-09-29",2.24
"524","2009-09-30",2.35
"525","2009-10-01",2.36
"526","2009-10-02",2.25
"527","2009-10-05",2.03
"528","2009-10-06",2.35
"529","2009-10-07",2.2
"530","2009-10-08",2.28
"531","2009-10-09",2.42
"532","2009-10-12",2.21
"533","2009-10-13",2.4
"534","2009-10-14",2.99
"535","2009-10-15",3.28
"536","2009-10-16",3.69
"537","2009-10-19",3.63
"538","2009-10-20",3.47
"539","2009-10-21",3.93
"540","2009-10-22",3.88
"541","2009-10-23",3.6
"542","2009-10-26",3.31
"543","2009-10-27",3.04
"544","2009-10-28",2.99
"545","2009-10-29",3.4
"546","2009-10-30",3.15
"547","2009-11-02",3.14
"548","2009-11-03",3.12
"549","2009-11-04",3.19
"550","2009-11-05",3.29
"551","2009-11-06",3.37
"552","2009-11-09",3.38
"553","2009-11-10",3.33
"554","2009-11-11",3.38
"555","2009-11-12",4.14
"556","2009-11-13",4.13
"557","2009-11-16",4.39
"558","2009-11-17",4.34
"559","2009-11-18",4.36
"560","2009-11-19",4.22
"561","2009-11-20",4.37
"562","2009-11-23",4.35
"563","2009-11-24",4.25
"564","2009-11-25",4.8
"565","2009-11-27",4.99
"566","2009-11-30",5.18
"567","2009-12-01",5.41
"568","2009-12-02",5.45
"569","2009-12-03",5.7
"570","2009-12-04",5.71
"571","2009-12-07",5.54
"572","2009-12-08",5.23
"573","2009-12-09",5.31
"574","2009-12-10",5.16
"575","2009-12-11",5.37
"576","2009-12-14",5.72
"577","2009-12-15",5.93
"578","2009-12-16",5.93
"579","2009-12-17",5.72
"580","2009-12-18",5.79
"581","2009-12-21",5.14
"582","2009-12-22",4.41
"583","2009-12-23",4.47
"584","2009-12-24",4.39
"585","2009-12-28",4.16
"586","2009-12-29",4.15
"587","2009-12-30",4.28
"588","2009-12-31",4.4
"589","2010-01-04",5.72
"590","2010-01-05",5.97
"591","2010-01-06",6.05
"592","2010-01-07",6.4
"593","2010-01-08",6.51
"594","2010-01-11",6.49
"595","2010-01-12",6.01
"596","2010-01-13",5.95
"597","2010-01-14",5.94
"598","2010-01-15",5.7
"599","2010-01-19",5.96
"600","2010-01-20",5.67
"601","2010-01-21",5.16
"602","2010-01-22",4.82
"603","2010-01-25",4.47
"604","2010-01-26",4.37
"605","2010-01-27",4.29
"606","2010-01-28",4.37
"607","2010-01-29",3.97
"608","2010-02-01",3.87
"609","2010-02-02",3.92
"610","2010-02-03",4.09
"611","2010-02-04",3.62
"612","2010-02-05",3.5
"613","2010-02-08",3.5
"614","2010-02-09",3.8
"615","2010-02-10",4.07
"616","2010-02-11",4.1
"617","2010-02-12",4.11
"618","2010-02-16",4.14
"619","2010-02-17",4.2
"620","2010-02-18",4.15
"621","2010-02-19",4.14
"622","2010-02-22",4.6
"623","2010-02-23",4.42
"624","2010-02-24",4.5
"625","2010-02-25",4.2
"626","2010-02-26",4.25
"627","2010-03-01",4.25
"628","2010-03-02",4.3
"629","2010-03-03",4.32
"630","2010-03-04",4.39
"631","2010-03-05",4.71
"632","2010-03-08",5.58
"633","2010-03-09",5.29
"634","2010-03-10",5.13
"635","2010-03-11",5.2
"636","2010-03-12",5.12
"637","2010-03-15",4.73
"638","2010-03-16",5.08
"639","2010-03-17",5.04
"640","2010-03-18",4.91
"641","2010-03-19",4.53
"642","2010-03-22",4.36
"643","2010-03-23",4.64
"644","2010-03-24",4.92
"645","2010-03-25",4.75
"646","2010-03-26",4.97
"647","2010-03-29",4.99
"648","2010-03-30",5.04
"649","2010-03-31",4.92
"650","2010-04-01",4.72
"651","2010-04-05",4.63
"652","2010-04-06",4.76
"653","2010-04-07",4.67
"654","2010-04-08",4.8
"655","2010-04-09",4.95
"656","2010-04-12",4.89
"657","2010-04-13",4.66
"658","2010-04-14",5.04
"659","2010-04-15",5.06
"660","2010-04-16",4.92
"661","2010-04-19",5.1
"662","2010-04-20",4.96
"663","2010-04-21",4.98
"664","2010-04-22",4.93
"665","2010-04-23",5
"666","2010-04-26",4.95
"667","2010-04-27",4.91
"668","2010-04-28",4.88
"669","2010-04-29",4.98
"670","2010-04-30",4.97
"671","2010-05-03",4.91
"672","2010-05-04",4.63
"673","2010-05-05",4.13
"674","2010-05-06",3.98
"675","2010-05-07",3.94
"676","2010-05-10",3.86
"677","2010-05-11",4.15
"678","2010-05-12",4.38
"679","2010-05-13",4.14
"680","2010-05-14",3.75
"681","2010-05-17",3.94
"682","2010-05-18",3.67
"683","2010-05-19",3.49
"684","2010-05-20",2.99
"685","2010-05-21",3.44
"686","2010-05-24",3.54
"687","2010-05-25",3.34
"688","2010-05-26",3.4
"689","2010-05-27",3.49
"690","2010-05-28",3.31
"691","2010-06-01",3.37
"692","2010-06-02",3.91
"693","2010-06-03",3.91
"694","2010-06-04",3.61
"695","2010-06-07",3.25
"696","2010-06-08",3.29
"697","2010-06-09",3.32
"698","2010-06-10",3.18
"699","2010-06-11",3.26
"700","2010-06-14",3.31
"701","2010-06-15",3.29
"702","2010-06-16",3.33
"703","2010-06-17",3.29
"704","2010-06-18",3.33
"705","2010-06-21",3.2
"706","2010-06-22",2.95
"707","2010-06-23",2.95
"708","2010-06-24",3.03
"709","2010-06-25",3.22
"710","2010-06-28",3.08
"711","2010-06-29",2.99
"712","2010-06-30",3.13
"713","2010-07-01",3.06
"714","2010-07-02",3.12
"715","2010-07-06",3.05
"716","2010-07-07",3.15
"717","2010-07-08",3.09
"718","2010-07-09",3.08
"719","2010-07-12",3.28
"720","2010-07-13",3.17
"721","2010-07-14",3.3
"722","2010-07-15",3.21
"723","2010-07-16",3.2
"724","2010-07-19",3.18
"725","2010-07-20",3.14
"726","2010-07-21",3.08
"727","2010-07-22",3.12
"728","2010-07-23",3.27
"729","2010-07-26",3.2
"730","2010-07-27",3.24
"731","2010-07-28",3.64
"732","2010-07-29",3.57
"733","2010-07-30",3.69
"734","2010-08-02",3.95
"735","2010-08-03",4.19
"736","2010-08-04",4.28
"737","2010-08-05",4.18
"738","2010-08-06",4.09
"739","2010-08-09",3.94
"740","2010-08-10",3.66
"741","2010-08-11",3.33
"742","2010-08-12",3.39
"743","2010-08-13",3.57
"744","2010-08-16",3.26
"745","2010-08-17",3.12
"746","2010-08-18",3
"747","2010-08-19",3.09
"748","2010-08-20",3.15
"749","2010-08-23",3.07
"750","2010-08-24",3
"751","2010-08-25",3
"752","2010-08-26",2.99
"753","2010-08-27",3.03
"754","2010-08-30",3.06
"755","2010-08-31",3.06
"756","2010-09-01",3.08
"757","2010-09-02",3.14
"758","2010-09-03",3.25
"759","2010-09-07",3.21
"760","2010-09-08",3.14
"761","2010-09-09",3.16
"762","2010-09-10",3.24
"763","2010-09-13",3.32
"764","2010-09-14",3.24
"765","2010-09-15",3.2
"766","2010-09-16",3.23
"767","2010-09-17",3.25
"768","2010-09-20",3.27
"769","2010-09-21",3.21
"770","2010-09-22",3.67
"771","2010-09-23",3.75
"772","2010-09-24",3.78
"773","2010-09-27",3.65
"774","2010-09-28",3.77
"775","2010-09-29",4.05
"776","2010-09-30",4.22
"777","2010-10-01",4.15
"778","2010-10-04",4.24
"779","2010-10-05",4.58
"780","2010-10-06",4.45
"781","2010-10-07",4.64
"782","2010-10-08",4.85
"783","2010-10-11",5.02
"784","2010-10-12",5.23
"785","2010-10-13",5.79
"786","2010-10-14",5.62
"787","2010-10-15",5.55
"788","2010-10-18",5.72
"789","2010-10-19",5.64
"790","2010-10-20",5.55
"791","2010-10-21",5.43
"792","2010-10-22",5.67
"793","2010-10-25",6.04
"794","2010-10-26",5.98
"795","2010-10-27",5.99
"796","2010-10-28",5.9
"797","2010-10-29",5.62
"798","2010-11-01",6
"799","2010-11-02",5.99
"800","2010-11-03",5.95
"801","2010-11-04",6.41
"802","2010-11-05",6.22
"803","2010-11-08",6.47
"804","2010-11-09",6.32
"805","2010-11-10",6.32
"806","2010-11-11",6.36
"807","2010-11-12",5.84
"808","2010-11-15",6.3
"809","2010-11-16",6.01
"810","2010-11-17",6.05
"811","2010-11-18",5.98
"812","2010-11-19",5.69
"813","2010-11-22",5.77
"814","2010-11-23",5.48
"815","2010-11-24",5.93
"816","2010-11-26",6.07
"817","2010-11-29",6.05
"818","2010-11-30",5.75
"819","2010-12-01",5.52
"820","2010-12-02",5.63
"821","2010-12-03",5.82
"822","2010-12-06",5.75
"823","2010-12-07",5.82
"824","2010-12-08",5.74
"825","2010-12-09",5.62
"826","2010-12-10",5.85
"827","2010-12-13",5.88
"828","2010-12-14",5.58
"829","2010-12-15",5.2
"830","2010-12-16",5.25
"831","2010-12-17",6.11
"832","2010-12-20",6.7
"833","2010-12-21",5.28
"834","2010-12-22",5.35
"835","2010-12-23",5.35
"836","2010-12-27",5.24
"837","2010-12-28",5.26
"838","2010-12-29",5.21
"839","2010-12-30",5.1
"840","2010-12-31",5.27
"841","2011-01-03",5.27
"842","2011-01-04",5.19
"843","2011-01-05",5.19
"844","2011-01-06",4.95
"845","2011-01-07",4.52
"846","2011-01-10",4.72
"847","2011-01-11",4.7
"848","2011-01-12",4.73
"849","2011-01-13",5.26
"850","2011-01-14",4.98
"851","2011-01-18",4.97
"852","2011-01-19",4.99
"853","2011-01-20",4.52
"854","2011-01-21",4.66
"855","2011-01-24",4.71
"856","2011-01-25",4.59
"857","2011-01-26",4.43
"858","2011-01-27",4.51
"859","2011-01-28",4.37
"860","2011-01-31",4.17
"861","2011-02-01",4.09
"862","2011-02-02",4.18
"863","2011-02-03",4.15
"864","2011-02-04",3.9
"865","2011-02-07",3.78
"866","2011-02-08",3.9
"867","2011-02-09",4.07
"868","2011-02-10",3.98
"869","2011-02-11",4.05
"870","2011-02-14",4.04
"871","2011-02-15",4.09
"872","2011-02-16",4.06
"873","2011-02-17",4.01
"874","2011-02-18",4.03
"875","2011-02-22",3.7
"876","2011-02-23",3.48
"877","2011-02-24",3.47
"878","2011-02-25",3.66
"879","2011-02-28",3.59
"880","2011-03-01",3.56
"881","2011-03-02",4.07
"882","2011-03-03",4.33
"883","2011-03-04",4.1
"884","2011-03-07",4.22
"885","2011-03-08",4.35
"886","2011-03-09",4.2
"887","2011-03-10",3.96
"888","2011-03-11",3.89
"889","2011-03-14",3.71
"890","2011-03-15",3.43
"891","2011-03-16",3.35
"892","2011-03-17",3.5
"893","2011-03-18",3.62
"894","2011-03-21",3.66
"895","2011-03-22",3.6
"896","2011-03-23",3.68
"897","2011-03-24",3.8
"898","2011-03-25",3.72
"899","2011-03-28",3.62
"900","2011-03-29",3.43
"901","2011-03-30",3.37
"902","2011-03-31",3.07
"903","2011-04-01",2.99
"904","2011-04-04",2.8
"905","2011-04-05",2.76
"906","2011-04-06",2.84
"907","2011-04-07",2.81
"908","2011-04-08",2.84
"909","2011-04-11",2.69
"910","2011-04-12",2.44
"911","2011-04-13",2.3
"912","2011-04-14",2.39
"913","2011-04-15",2.52
"914","2011-04-18",2.68
"915","2011-04-19",2.95
"916","2011-04-20",3.03
"917","2011-04-21",2.89
"918","2011-04-25",3.19
"919","2011-04-26",3.06
"920","2011-04-27",3.09
"921","2011-04-28",2.77
"922","2011-04-29",2.9
"923","2011-05-02",2.82
"924","2011-05-03",2.73
"925","2011-05-04",2.08
"926","2011-05-05",2.1
"927","2011-05-06",2.15
"928","2011-05-09",2.15
"929","2011-05-10",2.13
"930","2011-05-11",2.12
"931","2011-05-12",2.04
"932","2011-05-13",1.98
"933","2011-05-16",2.21
"934","2011-05-17",2.05
"935","2011-05-18",2.12
"936","2011-05-19",2.1
"937","2011-05-20",2.08
"938","2011-05-23",2.01
"939","2011-05-24",1.92
"940","2011-05-25",1.95
"941","2011-05-26",2.03
"942","2011-05-27",2.05
"943","2011-05-31",2
"944","2011-06-01",1.96
"945","2011-06-02",1.91
"946","2011-06-03",1.91
"947","2011-06-06",1.85
"948","2011-06-07",1.85
"949","2011-06-08",1.75
"950","2011-06-09",1.92
"951","2011-06-10",1.85
"952","2011-06-13",1.78
"953","2011-06-14",1.9
"954","2011-06-15",1.94
"955","2011-06-16",1.99
"956","2011-06-17",1.96
"957","2011-06-20",2.01
"958","2011-06-21",1.95
"959","2011-06-22",2.05
"960","2011-06-23",2.02
"961","2011-06-24",1.98
"962","2011-06-27",1.95
"963","2011-06-28",1.93
"964","2011-06-29",1.86
"965","2011-06-30",1.81
"966","2011-07-01",1.83
"967","2011-07-05",1.81
"968","2011-07-06",1.73
"969","2011-07-07",1.81
"970","2011-07-08",1.83
"971","2011-07-11",2.19
"972","2011-07-12",2.02
"973","2011-07-13",2.07
"974","2011-07-14",2.04
"975","2011-07-15",2.06
"976","2011-07-18",1.98
"977","2011-07-19",2.45
"978","2011-07-20",2.78
"979","2011-07-21",3.2
"980","2011-07-22",3.07
"981","2011-07-25",3.05
"982","2011-07-26",2.94
"983","2011-07-27",2.6
"984","2011-07-28",2.74
"985","2011-07-29",2.65
"986","2011-08-01",2.91
"987","2011-08-02",2.74
"988","2011-08-03",2.63
"989","2011-08-04",2.68
"990","2011-08-05",2.45
"991","2011-08-08",2.26
"992","2011-08-09",2.24
"993","2011-08-10",2.15
"994","2011-08-11",2.35
"995","2011-08-12",2.56
"996","2011-08-15",2.27
"997","2011-08-16",2.22
"998","2011-08-17",2.58
"999","2011-08-18",2.55
"1000","2011-08-19",2.42
