"","date","TME"
"355","2020-05-11",11.41
"356","2020-05-12",11.61
"357","2020-05-13",11.69
"358","2020-05-14",11.89
"359","2020-05-15",11.96
"360","2020-05-18",12.39
"361","2020-05-19",12.55
"362","2020-05-20",12.2
"363","2020-05-21",12.14
"364","2020-05-22",11.95
"365","2020-05-26",11.95
"366","2020-05-27",12.23
"367","2020-05-28",12.23
"368","2020-05-29",12.92
"369","2020-06-01",12.6
"370","2020-06-02",13.01
"371","2020-06-03",12.9
"372","2020-06-04",12.55
"373","2020-06-05",12.26
"374","2020-06-08",12.39
"375","2020-06-09",12.35
"376","2020-06-10",12.51
"377","2020-06-11",12.4
"378","2020-06-12",12.3
"379","2020-06-15",12.75
"380","2020-06-16",12.64
"381","2020-06-17",12.49
"382","2020-06-18",12.85
"383","2020-06-19",13.58
"384","2020-06-22",13.62
"385","2020-06-23",13.63
"386","2020-06-24",13.51
"387","2020-06-25",13.6
"388","2020-06-26",13.25
"389","2020-06-29",13.25
"390","2020-06-30",13.46
"391","2020-07-01",13.35
"392","2020-07-02",14.15
"393","2020-07-06",15.73
"394","2020-07-07",16.42
"395","2020-07-08",16.84
"396","2020-07-09",17.5
"397","2020-07-10",17.09
"398","2020-07-13",16.32
"399","2020-07-14",16.360001
"400","2020-07-15",16.219999
"401","2020-07-16",15.84
"402","2020-07-17",15.68
"403","2020-07-20",15.98
"404","2020-07-21",16.370001
"405","2020-07-22",16.129999
"406","2020-07-23",15.74
"407","2020-07-24",15.62
"408","2020-07-27",16.030001
"409","2020-07-28",15.77
"410","2020-07-29",15.74
"411","2020-07-30",15.82
"412","2020-07-31",16.139999
"413","2020-08-03",15.84
"414","2020-08-04",16.049999
"415","2020-08-05",16.5
"416","2020-08-06",16.57
"417","2020-08-07",16.02
"418","2020-08-10",15.69
"419","2020-08-11",15.5
"420","2020-08-12",15.24
"421","2020-08-13",14.72
"422","2020-08-14",14.4
"423","2020-08-17",14.36
"424","2020-08-18",14.15
"425","2020-08-19",14.15
"426","2020-08-20",14.57
"427","2020-08-21",15.01
"428","2020-08-24",15.25
"429","2020-08-25",15.67
"430","2020-08-26",15.96
"431","2020-08-27",16.07
"432","2020-08-28",15.99
"433","2020-08-31",15.63
"434","2020-09-01",15.93
"435","2020-09-02",15.9
"436","2020-09-03",15.7
"437","2020-09-04",15.67
"438","2020-09-08",15.8
"439","2020-09-09",16.35
"440","2020-09-10",15.73
"441","2020-09-11",15.8
"442","2020-09-14",15.98
"443","2020-09-15",15.55
"444","2020-09-16",15.71
"445","2020-09-17",15.81
"446","2020-09-18",15.62
"447","2020-09-21",14.98
"448","2020-09-22",14.94
"449","2020-09-23",14.73
"450","2020-09-24",14.72
"451","2020-09-25",14.5
"452","2020-09-28",14.62
"453","2020-09-29",14.88
"454","2020-09-30",14.77
"455","2020-10-01",15.04
"456","2020-10-02",14.65
"457","2020-10-05",14.57
"458","2020-10-06",14.49
"459","2020-10-07",14.3
"460","2020-10-08",14.29
"461","2020-10-09",14.52
"462","2020-10-12",14.31
"463","2020-10-13",14.26
"464","2020-10-14",14.29
"465","2020-10-15",14.3
"466","2020-10-16",14.25
"467","2020-10-19",14.15
"468","2020-10-20",14.01
"469","2020-10-21",14.38
"470","2020-10-22",14.69
"471","2020-10-23",14.92
"472","2020-10-26",15.04
"473","2020-10-27",15
"474","2020-10-28",14.54
"475","2020-10-29",14.71
"476","2020-10-30",14.88
"477","2020-11-02",14.75
"478","2020-11-03",14.87
"479","2020-11-04",15.37
"480","2020-11-05",15.86
"481","2020-11-06",15.27
"482","2020-11-09",15.12
"483","2020-11-10",14.95
"484","2020-11-11",15.31
"485","2020-11-12",15.99
"486","2020-11-13",16.49
"487","2020-11-16",16.1
"488","2020-11-17",16.209999
"489","2020-11-18",16.120001
"490","2020-11-19",16.4
"491","2020-11-20",16.73
"492","2020-11-23",16.5
"493","2020-11-24",16.48
"494","2020-11-25",16.709999
"495","2020-11-27",17
