"","date","STOK"
"163","2020-02-10",34.150002
"164","2020-02-11",30.209999
"165","2020-02-12",29.365
"166","2020-02-13",28.15
"167","2020-02-14",26.889999
"168","2020-02-18",28.68
"169","2020-02-19",27.67
"170","2020-02-20",27.190001
"171","2020-02-21",27.440001
"172","2020-02-24",24.99
"173","2020-02-25",24.5
"174","2020-02-26",25.4
"175","2020-02-27",22.790001
"176","2020-02-28",24.75
"177","2020-03-02",26.91
"178","2020-03-03",26.709999
"179","2020-03-04",27.59
"180","2020-03-05",27.049999
"181","2020-03-06",25.35
"182","2020-03-09",22.25
"183","2020-03-10",23.84
"184","2020-03-11",19.49
"185","2020-03-12",18.34
"186","2020-03-13",21.32
"187","2020-03-16",16.799999
"188","2020-03-17",20.25
"189","2020-03-18",18.59
"190","2020-03-19",22.6
"191","2020-03-20",22.209999
"192","2020-03-23",19.620001
"193","2020-03-24",21.35
"194","2020-03-25",20.25
"195","2020-03-26",22.65
"196","2020-03-27",21.700001
"197","2020-03-30",22.379999
"198","2020-03-31",22.9
"199","2020-04-01",21.48
"200","2020-04-02",20.959999
"201","2020-04-03",21
"202","2020-04-06",22
"203","2020-04-07",21.4
"204","2020-04-08",21.4
"205","2020-04-09",21.75
"206","2020-04-13",21.51
"207","2020-04-14",22
"208","2020-04-15",21.77
"209","2020-04-16",22.690001
"210","2020-04-17",22.83
"211","2020-04-20",21.639999
"212","2020-04-21",20.809999
"213","2020-04-22",20.76
"214","2020-04-23",21.889999
"215","2020-04-24",22.74
"216","2020-04-27",23.549999
"217","2020-04-28",22.17
"218","2020-04-29",23.139999
"219","2020-04-30",21.030001
"220","2020-05-01",20.26
"221","2020-05-04",21.34
"222","2020-05-05",23.16
"223","2020-05-06",21.879999
"224","2020-05-07",21.91
"225","2020-05-08",23.1
"226","2020-05-11",23.610001
"227","2020-05-12",24.200001
"228","2020-05-13",24.82
"229","2020-05-14",23.969999
"230","2020-05-15",24.879999
"231","2020-05-18",27.639999
"232","2020-05-19",26.129999
"233","2020-05-20",28.5
"234","2020-05-21",29.219999
"235","2020-05-22",29.73
"236","2020-05-26",26.450001
"237","2020-05-27",27.790001
"238","2020-05-28",26.91
"239","2020-05-29",27.66
"240","2020-06-01",25.450001
"241","2020-06-02",25.780001
"242","2020-06-03",26.530001
"243","2020-06-04",24.74
"244","2020-06-05",24.65
"245","2020-06-08",26.43
"246","2020-06-09",27.09
"247","2020-06-10",25.18
"248","2020-06-11",22.93
"249","2020-06-12",22.540001
"250","2020-06-15",23.370001
"251","2020-06-16",23.27
"252","2020-06-17",23.030001
"253","2020-06-18",23.200001
"254","2020-06-19",23.17
"255","2020-06-22",23.83
"256","2020-06-23",24.790001
"257","2020-06-24",23.719999
"258","2020-06-25",23.530001
"259","2020-06-26",23.65
"260","2020-06-29",23.209999
"261","2020-06-30",23.83
"262","2020-07-01",23.34
"263","2020-07-02",23.02
"264","2020-07-06",23.049999
"265","2020-07-07",23.049999
"266","2020-07-08",23.4
"267","2020-07-09",23.15
"268","2020-07-10",23.4
"269","2020-07-13",22.23
"270","2020-07-14",23.25
"271","2020-07-15",24.43
"272","2020-07-16",24.360001
"273","2020-07-17",27.139999
"274","2020-07-20",28.57
"275","2020-07-21",27.719999
"276","2020-07-22",28.82
"277","2020-07-23",29.27
"278","2020-07-24",25.15
"279","2020-07-27",25.75
"280","2020-07-28",26.139999
"281","2020-07-29",26.35
"282","2020-07-30",25.610001
"283","2020-07-31",25.190001
"284","2020-08-03",24.950001
"285","2020-08-04",26.1
"286","2020-08-05",26.620001
"287","2020-08-06",26.5
"288","2020-08-07",26.809999
"289","2020-08-10",28.190001
"290","2020-08-11",28.08
"291","2020-08-12",28.459999
"292","2020-08-13",28.57
"293","2020-08-14",29.09
"294","2020-08-17",28.709999
"295","2020-08-18",28.639999
"296","2020-08-19",27.76
"297","2020-08-20",28.84
"298","2020-08-21",27.969999
"299","2020-08-24",28.290001
"300","2020-08-25",28.969999
"301","2020-08-26",29
"302","2020-08-27",29.190001
"303","2020-08-28",29.09
"304","2020-08-31",29.370001
"305","2020-09-01",28.559999
"306","2020-09-02",28.57
"307","2020-09-03",28
"308","2020-09-04",28.780001
"309","2020-09-08",29.450001
"310","2020-09-09",31.790001
"311","2020-09-10",31.93
"312","2020-09-11",31.91
"313","2020-09-14",34.599998
"314","2020-09-15",32.709999
"315","2020-09-16",34.09
"316","2020-09-17",34.849998
"317","2020-09-18",37.48
"318","2020-09-21",35.18
"319","2020-09-22",34.27
"320","2020-09-23",33.41
"321","2020-09-24",32.939999
"322","2020-09-25",34.540001
"323","2020-09-28",34.93
"324","2020-09-29",34.330002
"325","2020-09-30",33.490002
"326","2020-10-01",34.459999
"327","2020-10-02",33.619999
"328","2020-10-05",35.360001
"329","2020-10-06",35.439999
"330","2020-10-07",37.740002
"331","2020-10-08",37.84
"332","2020-10-09",38.889999
"333","2020-10-12",39.040001
"334","2020-10-13",39.049999
"335","2020-10-14",38.59
"336","2020-10-15",38.93
"337","2020-10-16",39.32
"338","2020-10-19",37.5
"339","2020-10-20",38.25
"340","2020-10-21",37.970001
"341","2020-10-22",38.810001
"342","2020-10-23",40.169998
"343","2020-10-26",39.639999
"344","2020-10-27",41.02
"345","2020-10-28",38.310001
"346","2020-10-29",39.810001
"347","2020-10-30",38.389999
"348","2020-11-02",37.849998
"349","2020-11-03",39.619999
"350","2020-11-04",39.959999
"351","2020-11-05",41
"352","2020-11-06",39.869999
"353","2020-11-09",42.52
"354","2020-11-10",46.57
"355","2020-11-11",45.220001
"356","2020-11-12",44.16
"357","2020-11-13",44.990002
"358","2020-11-16",45.02
"359","2020-11-17",41.709999
"360","2020-11-18",41.200001
"361","2020-11-19",40.790001
"362","2020-11-20",46.029999
"363","2020-11-23",46.150002
"364","2020-11-24",47.330002
"365","2020-11-25",47.990002
"366","2020-11-27",51.169998
