"","date","HCCH"
"529","2020-08-21",11
"530","2020-08-24",10.85
"531","2020-08-25",10.7
"532","2020-08-26",10.83
"533","2020-08-27",10.82
"534","2020-08-28",10.85
"535","2020-08-31",10.95
"536","2020-09-01",10.95
"537","2020-09-02",10.92
"538","2020-09-03",10.9
"539","2020-09-04",10.86
"540","2020-09-08",10.83
"541","2020-09-09",10.79
"542","2020-09-10",11
"543","2020-09-11",11.4
"544","2020-09-14",11.63
"545","2020-09-15",11.45
"546","2020-09-16",11.19
"547","2020-09-17",11.09
"548","2020-09-18",11.14
"549","2020-09-21",10.85
"550","2020-09-22",10.795
"551","2020-09-23",10.55
"552","2020-09-24",10.74
"553","2020-09-25",10.75
"554","2020-09-28",10.95
"555","2020-09-29",11.35
"556","2020-09-30",11.14
"557","2020-10-01",11.34
"558","2020-10-02",11.3
"559","2020-10-05",11.39
"560","2020-10-06",11.42
"561","2020-10-07",11.7
"562","2020-10-08",11.55
"563","2020-10-09",11.89
"564","2020-10-12",11.84
"565","2020-10-13",11.5
"566","2020-10-14",12.25
"567","2020-10-15",12.28
"568","2020-10-16",12
"569","2020-10-19",12.31
"570","2020-10-20",12.345
"571","2020-10-21",12.18
"572","2020-10-22",12
"573","2020-10-23",11.99
"574","2020-10-26",11.45
"575","2020-10-27",11.21
"576","2020-10-28",11.05
"577","2020-10-29",11.09
"578","2020-10-30",11
"579","2020-11-02",11.07
"580","2020-11-03",11.15
"581","2020-11-04",10.952
"582","2020-11-05",11.25
"583","2020-11-06",11.44
"584","2020-11-09",11.87
"585","2020-11-10",11.87
"586","2020-11-11",12.16
"587","2020-11-12",12.21
"588","2020-11-13",12.3
"589","2020-11-16",12.41
"590","2020-11-17",13.8
"591","2020-11-18",16.07
"592","2020-11-19",15.01
"593","2020-11-20",14.59
"594","2020-11-23",15.1
"595","2020-11-24",15.27
"596","2020-11-25",15.68
"597","2020-11-27",19.25
