"","date","WK"
"276","2016-01-19",15.55
"277","2016-01-20",15.54
"278","2016-01-21",15.27
"279","2016-01-22",16.02
"280","2016-01-25",15.38
"281","2016-01-26",15.13
"282","2016-01-27",14.64
"283","2016-01-28",14.74
"284","2016-01-29",14.93
"285","2016-02-01",14.74
"286","2016-02-02",14.28
"287","2016-02-03",14.22
"288","2016-02-04",14.49
"289","2016-02-05",12.41
"290","2016-02-08",12.07
"291","2016-02-09",11.4
"292","2016-02-10",11.52
"293","2016-02-11",11.47
"294","2016-02-12",10.99
"295","2016-02-16",11.43
"296","2016-02-17",11.65
"297","2016-02-18",11.48
"298","2016-02-19",12.08
"299","2016-02-22",11.92
"300","2016-02-23",11.87
"301","2016-02-24",12.25
"302","2016-02-25",12.32
"303","2016-02-26",12.51
"304","2016-02-29",12.48
"305","2016-03-01",13.6
"306","2016-03-02",12.22
"307","2016-03-03",11.4
"308","2016-03-04",11.18
"309","2016-03-07",11.81
"310","2016-03-08",11.68
"311","2016-03-09",11.66
"312","2016-03-10",11.44
"313","2016-03-11",11.71
"314","2016-03-14",11.97
"315","2016-03-15",11.72
"316","2016-03-16",11.73
"317","2016-03-17",11.92
"318","2016-03-18",12.03
"319","2016-03-21",11.5
"320","2016-03-22",11.3
"321","2016-03-23",11.18
"322","2016-03-24",11.28
"323","2016-03-28",11.31
"324","2016-03-29",11.53
"325","2016-03-30",11.67
"326","2016-03-31",11.65
"327","2016-04-01",11.71
"328","2016-04-04",12
"329","2016-04-05",11.89
"330","2016-04-06",11.94
"331","2016-04-07",11.93
"332","2016-04-08",11.9
"333","2016-04-11",11.92
"334","2016-04-12",12
"335","2016-04-13",12.26
"336","2016-04-14",12.56
"337","2016-04-15",12.59
"338","2016-04-18",12.71
"339","2016-04-19",12.78
"340","2016-04-20",12.69
"341","2016-04-21",12.72
"342","2016-04-22",12.75
"343","2016-04-25",12.7
"344","2016-04-26",12.6
"345","2016-04-27",12.2
"346","2016-04-28",11.98
"347","2016-04-29",11.91
"348","2016-05-02",12.09
"349","2016-05-03",11.98
"350","2016-05-04",11.88
"351","2016-05-05",11.45
"352","2016-05-06",11.48
"353","2016-05-09",11.96
"354","2016-05-10",12.06
"355","2016-05-11",11.96
"356","2016-05-12",11.91
"357","2016-05-13",11.89
"358","2016-05-16",12
"359","2016-05-17",11.71
"360","2016-05-18",11.85
"361","2016-05-19",11.95
"362","2016-05-20",12.21
"363","2016-05-23",12.45
"364","2016-05-24",12.72
"365","2016-05-25",13.53
"366","2016-05-26",13.31
"367","2016-05-27",13.41
"368","2016-05-31",13.8
"369","2016-06-01",13.67
"370","2016-06-02",13.77
"371","2016-06-03",13.88
"372","2016-06-06",13.95
"373","2016-06-07",13.83
"374","2016-06-08",13.94
"375","2016-06-09",13.73
"376","2016-06-10",13.55
"377","2016-06-13",13.26
"378","2016-06-14",13.15
"379","2016-06-15",13.48
"380","2016-06-16",13.7
"381","2016-06-17",13.5
"382","2016-06-20",13.72
"383","2016-06-21",13.94
"384","2016-06-22",13.68
"385","2016-06-23",13.64
"386","2016-06-24",12.57
"387","2016-06-27",12.25
"388","2016-06-28",12.4
"389","2016-06-29",12.69
"390","2016-06-30",13.66
"391","2016-07-01",13.47
"392","2016-07-05",13.45
"393","2016-07-06",13.4
"394","2016-07-07",13.56
"395","2016-07-08",13.86
"396","2016-07-11",13.95
"397","2016-07-12",13.94
"398","2016-07-13",13.82
"399","2016-07-14",13.82
"400","2016-07-15",13.9
"401","2016-07-18",13.89
"402","2016-07-19",13.72
"403","2016-07-20",14.09
"404","2016-07-21",13.78
"405","2016-07-22",13.94
"406","2016-07-25",13.85
"407","2016-07-26",13.87
"408","2016-07-27",13.9
"409","2016-07-28",13.99
"410","2016-07-29",13.94
"411","2016-08-01",14.28
"412","2016-08-02",13.91
"413","2016-08-03",13.72
"414","2016-08-04",14.93
"415","2016-08-05",15.67
"416","2016-08-08",15.96
"417","2016-08-09",16.040001
"418","2016-08-10",16.129999
"419","2016-08-11",16.299999
"420","2016-08-12",16.32
"421","2016-08-15",16.610001
"422","2016-08-16",16.52
"423","2016-08-17",16.780001
"424","2016-08-18",17.030001
"425","2016-08-19",17.370001
"426","2016-08-22",17.450001
"427","2016-08-23",17.66
"428","2016-08-24",17.66
"429","2016-08-25",17.75
"430","2016-08-26",17.780001
"431","2016-08-29",17.84
"432","2016-08-30",17.870001
"433","2016-08-31",17.860001
"434","2016-09-01",17.92
"435","2016-09-02",18.1
"436","2016-09-06",18.040001
"437","2016-09-07",18.35
"438","2016-09-08",18.559999
"439","2016-09-09",17.940001
"440","2016-09-12",18.51
"441","2016-09-13",17.99
"442","2016-09-14",18.02
"443","2016-09-15",18.299999
"444","2016-09-16",18.450001
"445","2016-09-19",18.299999
"446","2016-09-20",18.27
"447","2016-09-21",18.459999
"448","2016-09-22",18.27
"449","2016-09-23",18.18
"450","2016-09-26",17.860001
"451","2016-09-27",18.059999
"452","2016-09-28",18.280001
"453","2016-09-29",18.129999
"454","2016-09-30",18.129999
"455","2016-10-03",18.01
"456","2016-10-04",17.870001
"457","2016-10-05",17.620001
"458","2016-10-06",17.5
"459","2016-10-07",17.379999
"460","2016-10-10",17.58
"461","2016-10-11",17.360001
"462","2016-10-12",17.139999
"463","2016-10-13",16.700001
"464","2016-10-14",16.799999
"465","2016-10-17",16.700001
"466","2016-10-18",16.799999
"467","2016-10-19",16.950001
"468","2016-10-20",16.75
"469","2016-10-21",16.65
"470","2016-10-24",16.9
"471","2016-10-25",16.6
"472","2016-10-26",16.4
"473","2016-10-27",16.049999
"474","2016-10-28",16.15
"475","2016-10-31",16.549999
"476","2016-11-01",16
"477","2016-11-02",15.8
"478","2016-11-03",15.35
"479","2016-11-04",15.35
"480","2016-11-07",16.1
"481","2016-11-08",16.450001
"482","2016-11-09",16.5
"483","2016-11-10",14.75
"484","2016-11-11",15.25
"485","2016-11-14",14.5
"486","2016-11-15",14.8
"487","2016-11-16",15
"488","2016-11-17",15.05
"489","2016-11-18",15.3
"490","2016-11-21",15.3
"491","2016-11-22",15.6
"492","2016-11-23",15.75
"493","2016-11-25",16
"494","2016-11-28",15.75
"495","2016-11-29",15.3
"496","2016-11-30",14.9
"497","2016-12-01",14.3
"498","2016-12-02",14.05
"499","2016-12-05",14.05
"500","2016-12-06",14.1
"501","2016-12-07",13.85
"502","2016-12-08",13.7
"503","2016-12-09",13.65
"504","2016-12-12",13.15
"505","2016-12-13",12.95
"506","2016-12-14",13.05
"507","2016-12-15",12.9
"508","2016-12-16",13
"509","2016-12-19",13.3
"510","2016-12-20",13.4
"511","2016-12-21",13.35
"512","2016-12-22",13.4
"513","2016-12-23",13.7
"514","2016-12-27",13.7
"515","2016-12-28",13.75
"516","2016-12-29",13.6
"517","2016-12-30",13.65
"518","2017-01-03",13.55
"519","2017-01-04",13.75
"520","2017-01-05",14
"521","2017-01-06",13.65
"522","2017-01-09",13.6
"523","2017-01-10",13.65
"524","2017-01-11",13.85
"525","2017-01-12",13.5
"526","2017-01-13",13.7
"527","2017-01-17",13.25
"528","2017-01-18",13.3
"529","2017-01-19",13.15
"530","2017-01-20",13.3
"531","2017-01-23",12.65
"532","2017-01-24",12.8
"533","2017-01-25",12.75
"534","2017-01-26",12.9
"535","2017-01-27",13
"536","2017-01-30",12.75
"537","2017-01-31",12.6
"538","2017-02-01",12.4
"539","2017-02-02",12.8
"540","2017-02-03",12.85
"541","2017-02-06",12.7
"542","2017-02-07",12.8
"543","2017-02-08",12.9
"544","2017-02-09",13.3
"545","2017-02-10",13.65
"546","2017-02-13",13
"547","2017-02-14",13.13
"548","2017-02-15",13.25
"549","2017-02-16",13.05
"550","2017-02-17",13.25
"551","2017-02-21",13.3
"552","2017-02-22",13.5
"553","2017-02-23",13.5
"554","2017-02-24",14.55
"555","2017-02-27",14.9
"556","2017-02-28",14.95
"557","2017-03-01",14.9
"558","2017-03-02",14.55
"559","2017-03-03",14.7
"560","2017-03-06",14.95
"561","2017-03-07",15.25
"562","2017-03-08",15.2
"563","2017-03-09",15
"564","2017-03-10",15.15
"565","2017-03-13",15.05
"566","2017-03-14",15.1
"567","2017-03-15",15.45
"568","2017-03-16",15.6
"569","2017-03-17",16
"570","2017-03-20",16.049999
"571","2017-03-21",15.25
"572","2017-03-22",15.1
"573","2017-03-23",15.15
"574","2017-03-24",15.1
"575","2017-03-27",15.65
"576","2017-03-28",15.55
"577","2017-03-29",15.8
"578","2017-03-30",15.55
"579","2017-03-31",15.65
"580","2017-04-03",15.7
"581","2017-04-04",15.75
"582","2017-04-05",15.65
"583","2017-04-06",16
"584","2017-04-07",16
"585","2017-04-10",16
"586","2017-04-11",16.15
"587","2017-04-12",16.15
"588","2017-04-13",16.049999
"589","2017-04-17",16.15
"590","2017-04-18",16.299999
"591","2017-04-19",16.700001
"592","2017-04-20",16.75
"593","2017-04-21",16.5
"594","2017-04-24",16.85
"595","2017-04-25",16.799999
"596","2017-04-26",16.9
"597","2017-04-27",16.700001
"598","2017-04-28",16.799999
"599","2017-05-01",17
"600","2017-05-02",16.9
"601","2017-05-03",16.65
"602","2017-05-04",17.049999
"603","2017-05-05",17.950001
"604","2017-05-08",18.049999
"605","2017-05-09",17.75
"606","2017-05-10",17.4
"607","2017-05-11",17.299999
"608","2017-05-12",17.700001
"609","2017-05-15",18.1
"610","2017-05-16",18.200001
"611","2017-05-17",17.450001
"612","2017-05-18",17.35
"613","2017-05-19",17.299999
"614","2017-05-22",17.950001
"615","2017-05-23",18.200001
"616","2017-05-24",18
"617","2017-05-25",18.25
"618","2017-05-26",18.299999
"619","2017-05-30",18.15
"620","2017-05-31",18.200001
"621","2017-06-01",18.549999
"622","2017-06-02",18.75
"623","2017-06-05",18.9
"624","2017-06-06",18.700001
"625","2017-06-07",18.450001
"626","2017-06-08",18.6
"627","2017-06-09",17.950001
"628","2017-06-12",18.15
"629","2017-06-13",18.700001
"630","2017-06-14",18.75
"631","2017-06-15",18.950001
"632","2017-06-16",19.049999
"633","2017-06-19",19
"634","2017-06-20",18.799999
"635","2017-06-21",18.950001
"636","2017-06-22",19.1
"637","2017-06-23",19.450001
"638","2017-06-26",19.450001
"639","2017-06-27",19.35
"640","2017-06-28",19.200001
"641","2017-06-29",19
"642","2017-06-30",19.049999
"643","2017-07-03",18.6
"644","2017-07-05",18.85
"645","2017-07-06",18.9
"646","2017-07-07",19.200001
"647","2017-07-10",19.5
"648","2017-07-11",19.65
"649","2017-07-12",20.049999
"650","2017-07-13",20.200001
"651","2017-07-14",19.950001
"652","2017-07-17",20.15
"653","2017-07-18",20.299999
"654","2017-07-19",20.799999
"655","2017-07-20",20.299999
"656","2017-07-21",20.049999
"657","2017-07-24",20.15
"658","2017-07-25",20.200001
"659","2017-07-26",20.299999
"660","2017-07-27",19.75
"661","2017-07-28",19.799999
"662","2017-07-31",19.6
"663","2017-08-01",19.75
"664","2017-08-02",19.15
"665","2017-08-03",19.1
"666","2017-08-04",20
"667","2017-08-07",19.450001
"668","2017-08-08",19.35
"669","2017-08-09",19.1
"670","2017-08-10",19
"671","2017-08-11",19.25
"672","2017-08-14",19.75
"673","2017-08-15",19.5
"674","2017-08-16",19.700001
"675","2017-08-17",19.549999
"676","2017-08-18",19.9
"677","2017-08-21",19.6
"678","2017-08-22",19.85
"679","2017-08-23",19.65
"680","2017-08-24",19.65
"681","2017-08-25",19.75
"682","2017-08-28",19.85
"683","2017-08-29",19.9
"684","2017-08-30",20
"685","2017-08-31",20.200001
"686","2017-09-01",19.799999
"687","2017-09-05",19.9
"688","2017-09-06",19.75
"689","2017-09-07",19.85
"690","2017-09-08",19.700001
"691","2017-09-11",19.9
"692","2017-09-12",19.799999
"693","2017-09-13",19.700001
"694","2017-09-14",19.75
"695","2017-09-15",19.549999
"696","2017-09-18",19.9
"697","2017-09-19",19.85
"698","2017-09-20",19.950001
"699","2017-09-21",20.15
"700","2017-09-22",20.200001
"701","2017-09-25",20
"702","2017-09-26",20.049999
"703","2017-09-27",20.9
"704","2017-09-28",20.9
"705","2017-09-29",20.85
"706","2017-10-02",21.25
"707","2017-10-03",21.799999
"708","2017-10-04",22
"709","2017-10-05",21.950001
"710","2017-10-06",22.1
"711","2017-10-09",22.049999
"712","2017-10-10",22.450001
"713","2017-10-11",22.35
"714","2017-10-12",22.4
"715","2017-10-13",22.35
"716","2017-10-16",22.299999
"717","2017-10-17",22.200001
"718","2017-10-18",22.4
"719","2017-10-19",22.15
"720","2017-10-20",22.25
"721","2017-10-23",22.200001
"722","2017-10-24",22.15
"723","2017-10-25",22.200001
"724","2017-10-26",22.15
"725","2017-10-27",22.299999
"726","2017-10-30",21.950001
"727","2017-10-31",22.35
"728","2017-11-01",22.549999
"729","2017-11-02",22.549999
"730","2017-11-03",22.9
"731","2017-11-06",22.85
"732","2017-11-07",22.6
"733","2017-11-08",22.85
"734","2017-11-09",22.450001
"735","2017-11-10",22.35
"736","2017-11-13",22.049999
"737","2017-11-14",22.25
"738","2017-11-15",21.9
"739","2017-11-16",22.15
"740","2017-11-17",22.1
"741","2017-11-20",22.299999
"742","2017-11-21",22.5
"743","2017-11-22",22.5
"744","2017-11-24",22.799999
"745","2017-11-27",22.85
"746","2017-11-28",22.9
"747","2017-11-29",22.1
"748","2017-11-30",21.75
"749","2017-12-01",21.799999
"750","2017-12-04",20.65
"751","2017-12-05",20.799999
"752","2017-12-06",20.85
"753","2017-12-07",21.4
"754","2017-12-08",21.25
"755","2017-12-11",21.299999
"756","2017-12-12",21.049999
"757","2017-12-13",21.200001
"758","2017-12-14",20.9
"759","2017-12-15",21.6
"760","2017-12-18",21.9
"761","2017-12-19",21.700001
"762","2017-12-20",21.450001
"763","2017-12-21",21.799999
"764","2017-12-22",21.549999
"765","2017-12-26",21.65
"766","2017-12-27",21.4
"767","2017-12-28",21.299999
"768","2017-12-29",21.4
"769","2018-01-02",21.25
"770","2018-01-03",21.200001
"771","2018-01-04",21.450001
"772","2018-01-05",21.35
"773","2018-01-08",21.4
"774","2018-01-09",21.4
"775","2018-01-10",21.450001
"776","2018-01-11",21.950001
"777","2018-01-12",21.799999
"778","2018-01-16",21.85
"779","2018-01-17",21.75
"780","2018-01-18",21.75
"781","2018-01-19",22.1
"782","2018-01-22",22.1
"783","2018-01-23",21.950001
"784","2018-01-24",21.950001
"785","2018-01-25",21.9
"786","2018-01-26",22.15
"787","2018-01-29",22.200001
"788","2018-01-30",22.049999
"789","2018-01-31",22.299999
"790","2018-02-01",22.25
"791","2018-02-02",22.299999
"792","2018-02-05",22.049999
"793","2018-02-06",22.4
"794","2018-02-07",23.049999
"795","2018-02-08",22.9
"796","2018-02-09",23.5
"797","2018-02-12",24.5
"798","2018-02-13",24.549999
"799","2018-02-14",24.549999
"800","2018-02-15",25.5
"801","2018-02-16",25.799999
"802","2018-02-20",26.200001
"803","2018-02-21",26.200001
"804","2018-02-22",26.049999
"805","2018-02-23",22.200001
"806","2018-02-26",21.65
"807","2018-02-27",22.9
"808","2018-02-28",22.75
"809","2018-03-01",22.799999
"810","2018-03-02",23.15
"811","2018-03-05",23.1
"812","2018-03-06",23.1
"813","2018-03-07",23.75
"814","2018-03-08",23.450001
"815","2018-03-09",23.4
"816","2018-03-12",23.5
"817","2018-03-13",23.549999
"818","2018-03-14",23.6
"819","2018-03-15",23.75
"820","2018-03-16",24.049999
"821","2018-03-19",23.85
"822","2018-03-20",23.950001
"823","2018-03-21",24.200001
"824","2018-03-22",23.85
"825","2018-03-23",23.35
"826","2018-03-26",23.450001
"827","2018-03-27",23.450001
"828","2018-03-28",23.1
"829","2018-03-29",23.700001
"830","2018-04-02",23.549999
"831","2018-04-03",23.549999
"832","2018-04-04",24.200001
"833","2018-04-05",24.4
"834","2018-04-06",24.200001
"835","2018-04-09",24.1
"836","2018-04-10",24.4
"837","2018-04-11",24.4
"838","2018-04-12",24.700001
"839","2018-04-13",24.4
"840","2018-04-16",24.450001
"841","2018-04-17",24.65
"842","2018-04-18",25.049999
"843","2018-04-19",24.700001
"844","2018-04-20",24
"845","2018-04-23",23.65
"846","2018-04-24",23.15
"847","2018-04-25",22.75
"848","2018-04-26",22.9
"849","2018-04-27",22.4
"850","2018-04-30",22.5
"851","2018-05-01",22.35
"852","2018-05-02",23.049999
"853","2018-05-03",25.700001
"854","2018-05-04",26.200001
"855","2018-05-07",26.85
"856","2018-05-08",26.950001
"857","2018-05-09",27.35
"858","2018-05-10",27.299999
"859","2018-05-11",26.9
"860","2018-05-14",26.4
"861","2018-05-15",26.049999
"862","2018-05-16",25.85
"863","2018-05-17",25.65
"864","2018-05-18",25.950001
"865","2018-05-21",25.5
"866","2018-05-22",25.200001
"867","2018-05-23",25.25
"868","2018-05-24",25.799999
"869","2018-05-25",25.799999
"870","2018-05-29",25.75
"871","2018-05-30",26
"872","2018-05-31",26
"873","2018-06-01",26.200001
"874","2018-06-04",26.5
"875","2018-06-05",26.799999
"876","2018-06-06",27
"877","2018-06-07",26.5
"878","2018-06-08",26.200001
"879","2018-06-11",26.299999
"880","2018-06-12",26.35
"881","2018-06-13",26
"882","2018-06-14",25.950001
"883","2018-06-15",25.6
"884","2018-06-18",26.049999
"885","2018-06-19",25.85
"886","2018-06-20",25.85
"887","2018-06-21",25.35
"888","2018-06-22",24.75
"889","2018-06-25",24.450001
"890","2018-06-26",25.049999
"891","2018-06-27",24.299999
"892","2018-06-28",24.799999
"893","2018-06-29",24.4
"894","2018-07-02",24.700001
"895","2018-07-03",24.85
"896","2018-07-05",25.15
"897","2018-07-06",25.15
"898","2018-07-09",24.799999
"899","2018-07-10",24.4
"900","2018-07-11",24.549999
"901","2018-07-12",25.049999
"902","2018-07-13",24.75
"903","2018-07-16",25.049999
"904","2018-07-17",25.5
"905","2018-07-18",25.25
"906","2018-07-19",25.65
"907","2018-07-20",25.549999
"908","2018-07-23",25.950001
"909","2018-07-24",25.75
"910","2018-07-25",26.35
"911","2018-07-26",26.4
"912","2018-07-27",26.15
"913","2018-07-30",25.15
"914","2018-07-31",25.25
"915","2018-08-01",25.549999
"916","2018-08-02",26.15
"917","2018-08-03",25.299999
"918","2018-08-06",25.4
"919","2018-08-07",25.5
"920","2018-08-08",29.75
"921","2018-08-09",30.15
"922","2018-08-10",30.15
"923","2018-08-13",30.25
"924","2018-08-14",31.1
"925","2018-08-15",31.35
"926","2018-08-16",31.1
"927","2018-08-17",30.700001
"928","2018-08-20",31
"929","2018-08-21",31.049999
"930","2018-08-22",30.9
"931","2018-08-23",31.85
"932","2018-08-24",33.299999
"933","2018-08-27",33.25
"934","2018-08-28",33.450001
"935","2018-08-29",35.650002
"936","2018-08-30",36.299999
"937","2018-08-31",36.849998
"938","2018-09-04",38
"939","2018-09-05",37.75
"940","2018-09-06",38.299999
"941","2018-09-07",38
"942","2018-09-10",38
"943","2018-09-11",39.099998
"944","2018-09-12",40
"945","2018-09-13",38.599998
"946","2018-09-14",38.450001
"947","2018-09-17",37.849998
"948","2018-09-18",35.900002
"949","2018-09-19",35
"950","2018-09-20",35
"951","2018-09-21",36.599998
"952","2018-09-24",37.25
"953","2018-09-25",39.299999
"954","2018-09-26",39.049999
"955","2018-09-27",39.5
"956","2018-09-28",39.5
"957","2018-10-01",40.009998
"958","2018-10-02",37.91
"959","2018-10-03",38.650002
"960","2018-10-04",36.98
"961","2018-10-05",36.82
"962","2018-10-08",35.450001
"963","2018-10-09",34.799999
"964","2018-10-10",33.549999
"965","2018-10-11",33.84
"966","2018-10-12",34.43
"967","2018-10-15",34.299999
"968","2018-10-16",35.34
"969","2018-10-17",34.32
"970","2018-10-18",33.93
"971","2018-10-19",33.84
"972","2018-10-22",33.009998
"973","2018-10-23",33.029999
"974","2018-10-24",32.52
"975","2018-10-25",33.27
"976","2018-10-26",33.02
"977","2018-10-29",32.990002
"978","2018-10-30",33.75
"979","2018-10-31",34.09
"980","2018-11-01",34.189999
"981","2018-11-02",34.09
"982","2018-11-05",34.130001
"983","2018-11-06",34.299999
"984","2018-11-07",37.16
"985","2018-11-08",39.939999
"986","2018-11-09",38.57
"987","2018-11-12",35.349998
