"","date","RPLA"
"303","2020-06-30",10.2
"304","2020-07-01",10.11
"305","2020-07-02",10.11
"306","2020-07-06",10.11
"307","2020-07-07",10.226
"308","2020-07-08",10.226
"309","2020-07-09",10.22
"310","2020-07-10",10.26
"311","2020-07-13",10.28
"312","2020-07-14",10.26
"313","2020-07-15",10.6
"314","2020-07-16",10.4
"315","2020-07-17",10.5
"316","2020-07-20",10.3
"317","2020-07-21",10.3
"318","2020-07-22",10.33
"319","2020-07-23",10.335
"320","2020-07-24",10.3
"321","2020-07-27",10.3
"322","2020-07-28",10.29
"323","2020-07-29",10.335
"324","2020-07-30",10.28
"325","2020-07-31",10.23
"326","2020-08-03",10.27
"327","2020-08-04",10.28
"328","2020-08-05",10.19
"329","2020-08-06",10.22
"330","2020-08-07",10.25
"331","2020-08-10",10.22
"332","2020-08-11",10.2
"333","2020-08-12",10.18
"334","2020-08-13",10.17
"335","2020-08-14",10.17
"336","2020-08-17",10.17
"337","2020-08-18",10.17
"338","2020-08-19",10.17
"339","2020-08-20",10.17
"340","2020-08-21",10.15
"341","2020-08-24",10.23
"342","2020-08-25",10.16
"343","2020-08-26",10.14
"344","2020-08-27",10.163
"345","2020-08-28",10.16
"346","2020-08-31",10.15
"347","2020-09-01",10.17
"348","2020-09-02",10.19
"349","2020-09-03",10.18
"350","2020-09-04",10.18
"351","2020-09-08",10.2
"352","2020-09-09",10.22
"353","2020-09-10",10.22
"354","2020-09-11",10.18
"355","2020-09-14",10.18
"356","2020-09-15",10.18
"357","2020-09-16",10.2
"358","2020-09-17",10.215
"359","2020-09-18",10.2
"360","2020-09-21",10.23
"361","2020-09-22",10.16
"362","2020-09-23",10.2
"363","2020-09-24",10.17
"364","2020-09-25",10.2
"365","2020-09-28",10.22
"366","2020-09-29",10.23
"367","2020-09-30",10.18
"368","2020-10-01",10.2
"369","2020-10-02",10.25
"370","2020-10-05",10.25
"371","2020-10-06",10.21
"372","2020-10-07",10.26
"373","2020-10-08",10.25
"374","2020-10-09",10.285
"375","2020-10-12",10.225
"376","2020-10-13",10.1
"377","2020-10-14",10.1
"378","2020-10-15",10.1
"379","2020-10-16",10.15
"380","2020-10-19",10.15
"381","2020-10-20",10.08
"382","2020-10-21",10.09
"383","2020-10-22",10.15
"384","2020-10-23",10.14
"385","2020-10-26",10.1
"386","2020-10-27",10.12
"387","2020-10-28",10.04
"388","2020-10-29",10.05
"389","2020-10-30",10.06
"390","2020-11-02",10.07
"391","2020-11-03",10.06
"392","2020-11-04",10.07
"393","2020-11-05",10.08
"394","2020-11-06",10.1
"395","2020-11-09",10.115
"396","2020-11-10",10.12
"397","2020-11-11",10.14
"398","2020-11-12",10.09
"399","2020-11-13",10.12
"400","2020-11-16",10.125
"401","2020-11-17",10.1
"402","2020-11-18",10.14
"403","2020-11-19",10.15
"404","2020-11-20",10.14
"405","2020-11-23",10.15
"406","2020-11-24",10.12
"407","2020-11-25",10.12
"408","2020-11-27",10.15
