"","date","ALNA"
"140","2018-05-24",14.79
"141","2018-05-25",15.67
"142","2018-05-29",14.66
"143","2018-05-30",14.49
"144","2018-05-31",14.34
"145","2018-06-01",14.92
"146","2018-06-04",14.92
"147","2018-06-05",14.7
"148","2018-06-06",14.59
"149","2018-06-07",13.5
"150","2018-06-08",13.52
"151","2018-06-11",13.5
"152","2018-06-12",13.55
"153","2018-06-13",13.5
"154","2018-06-14",13.53
"155","2018-06-15",13.57
"156","2018-06-18",13.42
"157","2018-06-19",13.43
"158","2018-06-20",13.3
"159","2018-06-21",13
"160","2018-06-22",13.38
"161","2018-06-25",13.5
"162","2018-06-26",13.34
"163","2018-06-27",13.17
"164","2018-06-28",12.99
"165","2018-06-29",13.03
"166","2018-07-02",13.48
"167","2018-07-03",13.5
"168","2018-07-05",13.22
"169","2018-07-06",13.18
"170","2018-07-09",12.41
"171","2018-07-10",11.96
"172","2018-07-11",11.23
"173","2018-07-12",11.67
"174","2018-07-13",11.38
"175","2018-07-16",11.2
"176","2018-07-17",11.28
"177","2018-07-18",10.95
"178","2018-07-19",11.13
"179","2018-07-20",11.39
"180","2018-07-23",11.03
"181","2018-07-24",10.78
"182","2018-07-25",10.58
"183","2018-07-26",10.5
"184","2018-07-27",10.02
"185","2018-07-30",10.46
"186","2018-07-31",10.71
"187","2018-08-01",10.49
"188","2018-08-02",10.95
"189","2018-08-03",10.3
"190","2018-08-06",10.18
"191","2018-08-07",9.56
"192","2018-08-08",11.7
"193","2018-08-09",10.69
"194","2018-08-10",10.79
"195","2018-08-13",10.85
"196","2018-08-14",11.02
"197","2018-08-15",10.88
"198","2018-08-16",10.7
"199","2018-08-17",10.63
"200","2018-08-20",10.53
"201","2018-08-21",11.21
"202","2018-08-22",11.33
"203","2018-08-23",11.45
"204","2018-08-24",10.75
"205","2018-08-27",10.66
"206","2018-08-28",10.73
"207","2018-08-29",10.96
"208","2018-08-30",10.75
"209","2018-08-31",10.9
"210","2018-09-04",10.88
"211","2018-09-05",10.59
"212","2018-09-06",10.47
"213","2018-09-07",10.4
"214","2018-09-10",10.78
"215","2018-09-11",10.44
"216","2018-09-12",10.59
"217","2018-09-13",11.12
"218","2018-09-14",10.77
"219","2018-09-17",10.39
"220","2018-09-18",10.42
"221","2018-09-19",11.09
"222","2018-09-20",11.42
"223","2018-09-21",10.35
"224","2018-09-24",10.51
"225","2018-09-25",10.24
"226","2018-09-26",10.59
"227","2018-09-27",10.56
"228","2018-09-28",10.74
"229","2018-10-01",10.87
"230","2018-10-02",10.8
"231","2018-10-03",10.77
"232","2018-10-04",10.44
"233","2018-10-05",10.21
"234","2018-10-08",10.21
"235","2018-10-09",10.39
"236","2018-10-10",10.14
"237","2018-10-11",11.03
"238","2018-10-12",10.94
"239","2018-10-15",11.25
"240","2018-10-16",10.71
"241","2018-10-17",10.58
"242","2018-10-18",10.5
"243","2018-10-19",10.31
"244","2018-10-22",10.21
"245","2018-10-23",9.59
"246","2018-10-24",9.28
"247","2018-10-25",8.8
"248","2018-10-26",8.52
"249","2018-10-29",8.29
"250","2018-10-30",8.21
"251","2018-10-31",8.23
"252","2018-11-01",8.5
"253","2018-11-02",8.28
"254","2018-11-05",7.81
"255","2018-11-06",7.68
"256","2018-11-07",7.93
"257","2018-11-08",8.61
"258","2018-11-09",8.11
"259","2018-11-12",7.67
"260","2018-11-13",8.36
"261","2018-11-14",7.88
"262","2018-11-15",8.54
"263","2018-11-16",8.61
"264","2018-11-19",8.17
"265","2018-11-20",8.03
"266","2018-11-21",8.55
"267","2018-11-23",9.56
"268","2018-11-26",9.31
"269","2018-11-27",9.28
"270","2018-11-28",9.59
"271","2018-11-29",9.43
"272","2018-11-30",9.37
"273","2018-12-03",9.45
"274","2018-12-04",9.2
"275","2018-12-06",9.14
"276","2018-12-07",9.26
"277","2018-12-10",8.85
"278","2018-12-11",8.68
"279","2018-12-12",8.39
"280","2018-12-13",8.04
"281","2018-12-14",7.52
"282","2018-12-17",6.95
"283","2018-12-18",6.01
"284","2018-12-19",5.36
"285","2018-12-20",5.39
"286","2018-12-21",5.14
"287","2018-12-24",5.11
"288","2018-12-26",5.17
"289","2018-12-27",5.16
"290","2018-12-28",5.32
"291","2018-12-31",5.45
"292","2019-01-02",6.43
"293","2019-01-03",6.5
"294","2019-01-04",7.03
"295","2019-01-07",7.18
"296","2019-01-08",7.96
"297","2019-01-09",8.42
"298","2019-01-10",7.95
"299","2019-01-11",8.75
"300","2019-01-14",8.83
"301","2019-01-15",8.26
"302","2019-01-16",8.97
"303","2019-01-17",8.74
"304","2019-01-18",8.91
"305","2019-01-22",8.32
"306","2019-01-23",8.4
"307","2019-01-24",7.89
"308","2019-01-25",8.02
"309","2019-01-28",7.6
"310","2019-01-29",7.53
"311","2019-01-30",7.54
"312","2019-01-31",7.01
"313","2019-02-01",7.22
"314","2019-02-04",7.12
"315","2019-02-05",7.01
"316","2019-02-06",6.75
"317","2019-02-07",6.55
"318","2019-02-08",6.57
"319","2019-02-11",6.63
"320","2019-02-12",6.48
"321","2019-02-13",6.39
"322","2019-02-14",6.95
"323","2019-02-15",6.91
"324","2019-02-19",7.02
"325","2019-02-20",6.43
"326","2019-02-21",6.16
"327","2019-02-22",6.59
"328","2019-02-25",6.6
"329","2019-02-26",6.87
"330","2019-02-27",6.95
"331","2019-02-28",7.22
"332","2019-03-01",6.83
"333","2019-03-04",6.7
"334","2019-03-05",6.71
"335","2019-03-06",6.55
"336","2019-03-07",6.57
"337","2019-03-08",6.87
"338","2019-03-11",7.09
"339","2019-03-12",6.89
"340","2019-03-13",7.37
"341","2019-03-14",7.28
"342","2019-03-15",7.28
"343","2019-03-18",7.6
"344","2019-03-19",7.6
"345","2019-03-20",7.22
"346","2019-03-21",7.07
"347","2019-03-22",6.97
"348","2019-03-25",6.91
"349","2019-03-26",7.04
"350","2019-03-27",7.02
"351","2019-03-28",7
"352","2019-03-29",7.02
"353","2019-04-01",6.88
"354","2019-04-02",6.66
"355","2019-04-03",6.82
"356","2019-04-04",6.88
"357","2019-04-05",6.81
"358","2019-04-08",6.67
"359","2019-04-09",6.49
"360","2019-04-10",6.7
"361","2019-04-11",6.42
"362","2019-04-12",6.14
"363","2019-04-15",6.09
"364","2019-04-16",6.68
"365","2019-04-17",6.6
"366","2019-04-18",6.35
"367","2019-04-22",6.35
"368","2019-04-23",6.54
"369","2019-04-24",6.59
"370","2019-04-25",6.46
"371","2019-04-26",6.55
"372","2019-04-29",6.5
"373","2019-04-30",6.17
"374","2019-05-01",6.06
"375","2019-05-02",6.1
"376","2019-05-03",6.3
"377","2019-05-06",6.42
"378","2019-05-07",6.155
"379","2019-05-08",6.04
"380","2019-05-09",5.74
"381","2019-05-10",5.45
"382","2019-05-13",5.21
"383","2019-05-14",5.3
"384","2019-05-15",5.73
"385","2019-05-16",5.62
"386","2019-05-17",5.25
"387","2019-05-20",5.04
"388","2019-05-21",5.06
"389","2019-05-22",4.91
"390","2019-05-23",4.63
"391","2019-05-24",4.51
"392","2019-05-28",4.15
"393","2019-05-29",4
"394","2019-05-30",4.03
"395","2019-05-31",3.99
"396","2019-06-03",4.02
"397","2019-06-04",5
"398","2019-06-05",5.59
"399","2019-06-06",4.69
"400","2019-06-07",4.46
"401","2019-06-10",4.33
"402","2019-06-11",4.6
"403","2019-06-12",4.49
"404","2019-06-13",4.5
"405","2019-06-14",4.27
"406","2019-06-17",4.69
"407","2019-06-18",4.92
"408","2019-06-19",4.61
"409","2019-06-20",4.93
"410","2019-06-21",4.66
"411","2019-06-24",4.5
"412","2019-06-25",4.45
"413","2019-06-26",4.22
"414","2019-06-27",4.16
"415","2019-06-28",4.07
"416","2019-07-01",4.5
"417","2019-07-02",4.91
"418","2019-07-03",5.01
"419","2019-07-05",4.95
"420","2019-07-08",4.87
"421","2019-07-09",4.9
"422","2019-07-10",5.16
"423","2019-07-11",5.08
"424","2019-07-12",4.94
"425","2019-07-15",4.97
"426","2019-07-16",4.9
"427","2019-07-17",4.82
"428","2019-07-18",4.73
"429","2019-07-19",4.53
"430","2019-07-22",4.31
"431","2019-07-23",4.28
"432","2019-07-24",4.3
"433","2019-07-25",4.04
"434","2019-07-26",4.03
"435","2019-07-29",4.12
"436","2019-07-30",4.39
"437","2019-07-31",4.09
"438","2019-08-01",3.94
"439","2019-08-02",3.94
"440","2019-08-05",3.83
"441","2019-08-06",4.06
"442","2019-08-07",4
"443","2019-08-08",3.96
"444","2019-08-09",4.01
"445","2019-08-12",3.95
"446","2019-08-13",3.99
"447","2019-08-14",4.01
"448","2019-08-15",3.8
"449","2019-08-16",3.82
"450","2019-08-19",3.93
"451","2019-08-20",4
"452","2019-08-21",4.55
"453","2019-08-22",4.37
"454","2019-08-23",4.03
"455","2019-08-26",4.13
"456","2019-08-27",4.12
"457","2019-08-28",4.25
"458","2019-08-29",4.23
"459","2019-08-30",4.17
"460","2019-09-03",4.32
"461","2019-09-04",4.1
"462","2019-09-05",4.17
"463","2019-09-06",4.08
"464","2019-09-09",4.22
"465","2019-09-10",4.27
"466","2019-09-11",4.23
"467","2019-09-12",4.24
"468","2019-09-13",4.23
"469","2019-09-16",4.22
"470","2019-09-17",4.21
"471","2019-09-18",4.17
"472","2019-09-19",4.22
"473","2019-09-20",4.29
"474","2019-09-23",4.27
"475","2019-09-24",4.23
"476","2019-09-25",4.2
"477","2019-09-26",4.03
"478","2019-09-27",4.09
"479","2019-09-30",3.94
"480","2019-10-01",3.79
"481","2019-10-02",3.6
"482","2019-10-03",3.47
"483","2019-10-04",4
"484","2019-10-07",4.28
"485","2019-10-08",4.27
"486","2019-10-09",4.31
"487","2019-10-10",4.45
"488","2019-10-11",4.29
"489","2019-10-14",4.29
"490","2019-10-15",4.5
"491","2019-10-16",4.79
"492","2019-10-17",5.24
"493","2019-10-18",5.01
"494","2019-10-21",5.34
"495","2019-10-22",5.42
"496","2019-10-23",5.3
"497","2019-10-24",5.4
"498","2019-10-25",5.66
"499","2019-10-28",5.47
"500","2019-10-29",5.48
"501","2019-10-30",5.25
"502","2019-10-31",5.27
"503","2019-11-01",5.51
"504","2019-11-04",5.92
"505","2019-11-05",5.9
"506","2019-11-06",5.85
"507","2019-11-07",2.24
"508","2019-11-08",2
"509","2019-11-11",2.01
"510","2019-11-12",1.85
"511","2019-11-13",1.69
"512","2019-11-14",1.64
"513","2019-11-15",1.67
"514","2019-11-18",1.67
"515","2019-11-19",1.87
"516","2019-11-20",1.89
"517","2019-11-21",1.84
"518","2019-11-22",2.08
"519","2019-11-25",2.16
"520","2019-11-26",2.13
"521","2019-11-27",2.02
"522","2019-11-29",2.21
"523","2019-12-02",2.42
"524","2019-12-03",2.29
"525","2019-12-04",2.31
"526","2019-12-05",1.95
"527","2019-12-06",1.91
"528","2019-12-09",1.99
"529","2019-12-10",2
"530","2019-12-11",1.93
"531","2019-12-12",2.26
"532","2019-12-13",2.32
"533","2019-12-16",2.26
"534","2019-12-17",2.22
"535","2019-12-18",2.19
"536","2019-12-19",2.33
"537","2019-12-20",2.25
"538","2019-12-23",2.24
"539","2019-12-24",2.32
"540","2019-12-26",2.23
"541","2019-12-27",2.43
"542","2019-12-30",2.49
"543","2019-12-31",2.73
"544","2020-01-02",2.89
"545","2020-01-03",2.78
"546","2020-01-06",2.7
"547","2020-01-07",2.57
"548","2020-01-08",2.49
"549","2020-01-09",2.57
"550","2020-01-10",2.47
"551","2020-01-13",2.43
"552","2020-01-14",2.56
"553","2020-01-15",2.67
"554","2020-01-16",2.78
"555","2020-01-17",2.675
"556","2020-01-21",2.56
"557","2020-01-22",2.63
"558","2020-01-23",2.59
"559","2020-01-24",2.34
"560","2020-01-27",2.05
"561","2020-01-28",2.19
"562","2020-01-29",2.51
"563","2020-01-30",2.67
"564","2020-01-31",2.55
"565","2020-02-03",2.64
"566","2020-02-04",2.62
"567","2020-02-05",2.82
"568","2020-02-06",2.82
"569","2020-02-07",2.598
"570","2020-02-10",2.49
"571","2020-02-11",2.47
"572","2020-02-12",2.34
"573","2020-02-13",2.24
"574","2020-02-14",2.11
"575","2020-02-18",2.23
"576","2020-02-19",2.17
"577","2020-02-20",2.3
"578","2020-02-21",2.16
"579","2020-02-24",2.08
"580","2020-02-25",2.08
"581","2020-02-26",2.14
"582","2020-02-27",1.99
"583","2020-02-28",1.97
"584","2020-03-02",2.04
"585","2020-03-03",2.02
"586","2020-03-04",2.01
"587","2020-03-05",1.93
"588","2020-03-06",1.77
"589","2020-03-09",1.39
"590","2020-03-10",1.33
"591","2020-03-11",1.26
"592","2020-03-12",0.942
"593","2020-03-13",0.98
"594","2020-03-16",0.61
"595","2020-03-17",0.585
"596","2020-03-18",0.656
"597","2020-03-19",0.946
"598","2020-03-20",0.9
"599","2020-03-23",0.905
"600","2020-03-24",0.945
"601","2020-03-25",0.967
"602","2020-03-26",0.969
"603","2020-03-27",0.99
"604","2020-03-30",1
"605","2020-03-31",0.963
"606","2020-04-01",0.8
"607","2020-04-02",0.87
"608","2020-04-03",0.981
"609","2020-04-06",0.972
"610","2020-04-07",0.96
"611","2020-04-08",1.067
"612","2020-04-09",1.15
"613","2020-04-13",1.07
"614","2020-04-14",1.08
"615","2020-04-15",1.18
"616","2020-04-16",1.24
"617","2020-04-17",1.28
"618","2020-04-20",1.58
"619","2020-04-21",1.74
"620","2020-04-22",1.85
"621","2020-04-23",1.88
"622","2020-04-24",1.74
"623","2020-04-27",1.82
"624","2020-04-28",1.77
"625","2020-04-29",1.69
"626","2020-04-30",1.61
"627","2020-05-01",1.49
"628","2020-05-04",1.56
"629","2020-05-05",1.84
"630","2020-05-06",1.84
"631","2020-05-07",1.87
"632","2020-05-08",1.91
"633","2020-05-11",1.97
"634","2020-05-12",1.88
"635","2020-05-13",1.88
"636","2020-05-14",1.88
"637","2020-05-15",1.81
"638","2020-05-18",1.86
"639","2020-05-19",1.88
"640","2020-05-20",1.9
"641","2020-05-21",1.89
"642","2020-05-22",1.88
"643","2020-05-26",1.87
"644","2020-05-27",1.8
"645","2020-05-28",1.71
"646","2020-05-29",1.68
"647","2020-06-01",2.21
"648","2020-06-02",2.71
"649","2020-06-03",2.31
"650","2020-06-04",2.32
"651","2020-06-05",2.12
"652","2020-06-08",2.17
"653","2020-06-09",2.01
"654","2020-06-10",1.97
"655","2020-06-11",1.72
"656","2020-06-12",1.77
"657","2020-06-15",1.71
"658","2020-06-16",1.65
"659","2020-06-17",1.66
"660","2020-06-18",1.67
"661","2020-06-19",1.7
"662","2020-06-22",1.72
"663","2020-06-23",1.695
"664","2020-06-24",1.65
"665","2020-06-25",1.64
"666","2020-06-26",1.58
"667","2020-06-29",1.52
"668","2020-06-30",1.58
"669","2020-07-01",1.59
"670","2020-07-02",1.54
"671","2020-07-06",1.465
"672","2020-07-07",1.46
"673","2020-07-08",1.47
"674","2020-07-09",1.45
"675","2020-07-10",1.4
"676","2020-07-13",1.36
"677","2020-07-14",1.35
"678","2020-07-15",1.42
"679","2020-07-16",1.56
"680","2020-07-17",2.16
"681","2020-07-20",1.91
"682","2020-07-21",1.84
"683","2020-07-22",1.78
"684","2020-07-23",1.67
"685","2020-07-24",1.65
"686","2020-07-27",1.54
"687","2020-07-28",1.3
"688","2020-07-29",1.27
"689","2020-07-30",1.26
"690","2020-07-31",1.24
"691","2020-08-03",1.33
"692","2020-08-04",1.42
"693","2020-08-05",1.43
"694","2020-08-06",1.46
"695","2020-08-07",1.49
"696","2020-08-10",1.48
"697","2020-08-11",1.38
"698","2020-08-12",1.41
"699","2020-08-13",1.42
"700","2020-08-14",1.54
"701","2020-08-17",1.49
"702","2020-08-18",1.44
"703","2020-08-19",1.45
"704","2020-08-20",1.41
"705","2020-08-21",1.38
"706","2020-08-24",1.34
"707","2020-08-25",1.38
"708","2020-08-26",1.4
"709","2020-08-27",1.44
"710","2020-08-28",1.37
"711","2020-08-31",1.35
"712","2020-09-01",1.31
"713","2020-09-02",1.29
"714","2020-09-03",1.27
"715","2020-09-04",1.16
"716","2020-09-08",1.145
"717","2020-09-09",1.17
"718","2020-09-10",1.12
"719","2020-09-11",1.1
"720","2020-09-14",1.21
"721","2020-09-15",1.31
"722","2020-09-16",1.38
"723","2020-09-17",1.37
"724","2020-09-18",1.37
"725","2020-09-21",1.34
"726","2020-09-22",1.32
"727","2020-09-23",1.21
"728","2020-09-24",1.19
"729","2020-09-25",1.23
"730","2020-09-28",1.22
"731","2020-09-29",1.21
"732","2020-09-30",1.48
"733","2020-10-01",1.61
"734","2020-10-02",1.51
"735","2020-10-05",1.69
"736","2020-10-06",1.655
"737","2020-10-07",1.69
"738","2020-10-08",1.63
"739","2020-10-09",1.57
"740","2020-10-12",1.56
"741","2020-10-13",1.56
"742","2020-10-14",1.5
"743","2020-10-15",1.475
"744","2020-10-16",1.55
"745","2020-10-19",1.51
"746","2020-10-20",1.44
"747","2020-10-21",1.34
"748","2020-10-22",1.42
"749","2020-10-23",1.39
"750","2020-10-26",1.31
"751","2020-10-27",1.31
"752","2020-10-28",1.29
"753","2020-10-29",1.29
"754","2020-10-30",1.25
"755","2020-11-02",1.27
"756","2020-11-03",1.32
"757","2020-11-04",1.37
"758","2020-11-05",1.34
"759","2020-11-06",1.29
"760","2020-11-09",1.35
"761","2020-11-10",1.52
"762","2020-11-11",1.52
"763","2020-11-12",1.48
"764","2020-11-13",1.51
"765","2020-11-16",1.6
"766","2020-11-17",1.45
"767","2020-11-18",1.37
"768","2020-11-19",1.34
"769","2020-11-20",1.37
"770","2020-11-23",1.35
"771","2020-11-24",1.34
"772","2020-11-25",1.38
"773","2020-11-27",1.46
