"","date","DQ"
"156","2011-05-19",11.65
"157","2011-05-20",11.25
"158","2011-05-23",11.25
"159","2011-05-24",11.41
"160","2011-05-25",10.96
"161","2011-05-26",10.95
"162","2011-05-27",10.95
"163","2011-05-31",10.96
"164","2011-06-01",10.53
"165","2011-06-02",10.35
"166","2011-06-03",9.28
"167","2011-06-06",8.83
"168","2011-06-07",8.6
"169","2011-06-08",8.28
"170","2011-06-09",8.4
"171","2011-06-10",7.89
"172","2011-06-13",8.39
"173","2011-06-14",8.75
"174","2011-06-15",8.6
"175","2011-06-16",8.43
"176","2011-06-17",8.24
"177","2011-06-20",7.69
"178","2011-06-21",7.99
"179","2011-06-22",8.26
"180","2011-06-23",7.83
"181","2011-06-24",7.6
"182","2011-06-27",7.57
"183","2011-06-28",7.55
"184","2011-06-29",7.83
"185","2011-06-30",7.84
"186","2011-07-01",7.83
"187","2011-07-05",7.45
"188","2011-07-06",7.11
"189","2011-07-07",7.17
"190","2011-07-08",7.11
"191","2011-07-11",6.98
"192","2011-07-12",6.43
"193","2011-07-13",6.54
"194","2011-07-14",6.37
"195","2011-07-15",6.4
"196","2011-07-18",6.3
"197","2011-07-19",6.54
"198","2011-07-20",6.43
"199","2011-07-21",6.39
"200","2011-07-22",6.36
"201","2011-07-25",6.41
"202","2011-07-26",6.5
"203","2011-07-27",6.12
"204","2011-07-28",6.4
"205","2011-07-29",6.33
"206","2011-08-01",6.77
"207","2011-08-02",7.19
"208","2011-08-03",7.51
"209","2011-08-04",6.46
"210","2011-08-05",6.4
"211","2011-08-08",5.75
"212","2011-08-09",6.06
"213","2011-08-10",5.77
"214","2011-08-11",6.25
"215","2011-08-12",6.4
"216","2011-08-15",6.79
"217","2011-08-16",6.23
"218","2011-08-17",6.25
"219","2011-08-18",5.69
"220","2011-08-19",5.14
"221","2011-08-22",5.18
"222","2011-08-23",5.62
"223","2011-08-24",5.36
"224","2011-08-25",5.42
"225","2011-08-26",5.93
"226","2011-08-29",6.39
"227","2011-08-30",5.79
"228","2011-08-31",5.61
"229","2011-09-01",5.33
"230","2011-09-02",5.39
"231","2011-09-06",5.24
"232","2011-09-07",5.37
"233","2011-09-08",5.27
"234","2011-09-09",4.74
"235","2011-09-12",4.91
"236","2011-09-13",5.02
"237","2011-09-14",4.79
"238","2011-09-15",4.84
"239","2011-09-16",4.85
"240","2011-09-19",4.45
"241","2011-09-20",4.51
"242","2011-09-21",4.2
"243","2011-09-22",3.65
"244","2011-09-23",3.75
"245","2011-09-26",3.45
"246","2011-09-27",3.48
"247","2011-09-28",3.41
"248","2011-09-29",3.71
"249","2011-09-30",3.5
"250","2011-10-03",3.1
"251","2011-10-04",3.39
"252","2011-10-05",3.51
"253","2011-10-06",4.03
"254","2011-10-07",3.89
"255","2011-10-10",3.95
"256","2011-10-11",3.9
"257","2011-10-12",3.99
"258","2011-10-13",3.75
"259","2011-10-14",3.72
"260","2011-10-17",3.47
"261","2011-10-18",3.6
"262","2011-10-19",3.3
"263","2011-10-20",3.5
"264","2011-10-21",3.35
"265","2011-10-24",3.36
"266","2011-10-25",3.24
"267","2011-10-26",3.19
"268","2011-10-27",3.44
"269","2011-10-28",3.66
"270","2011-10-31",3.52
"271","2011-11-01",3.12
"272","2011-11-02",3.26
"273","2011-11-03",3.29
"274","2011-11-04",3.24
"275","2011-11-07",3.17
"276","2011-11-08",3.15
"277","2011-11-09",2.9
"278","2011-11-10",2.74
"279","2011-11-11",2.83
"280","2011-11-14",2.71
"281","2011-11-15",2.21
"282","2011-11-16",2.25
"283","2011-11-17",1.88
"284","2011-11-18",2
"285","2011-11-21",1.84
"286","2011-11-22",1.97
"287","2011-11-23",2.12
"288","2011-11-25",2.01
"289","2011-11-28",2.12
"290","2011-11-29",2.21
"291","2011-11-30",2.15
"292","2011-12-01",2.3
"293","2011-12-02",2.26
"294","2011-12-05",2.06
"295","2011-12-06",1.93
"296","2011-12-07",1.93
"297","2011-12-08",1.81
"298","2011-12-09",1.88
"299","2011-12-12",1.86
"300","2011-12-13",1.7
"301","2011-12-14",1.69
"302","2011-12-15",1.66
"303","2011-12-16",1.59
"304","2011-12-19",1.43
"305","2011-12-20",1.61
"306","2011-12-21",1.64
"307","2011-12-22",1.67
"308","2011-12-23",1.7
"309","2011-12-27",1.58
"310","2011-12-28",1.69
"311","2011-12-29",1.72
"312","2011-12-30",1.67
"313","2012-01-03",1.84
"314","2012-01-04",1.84
"315","2012-01-05",1.9
"316","2012-01-06",2.05
"317","2012-01-09",2.1
"318","2012-01-10",2.1
"319","2012-01-11",2.51
"320","2012-01-12",2.55
"321","2012-01-13",2.42
"322","2012-01-17",2.47
"323","2012-01-18",2.81
"324","2012-01-19",2.43
"325","2012-01-20",2.4
"326","2012-01-23",2.46
"327","2012-01-24",2.4
"328","2012-01-25",2.45
"329","2012-01-26",2.59
"330","2012-01-27",2.7
"331","2012-01-30",2.68
"332","2012-01-31",2.6
"333","2012-02-01",2.51
"334","2012-02-02",2.5
"335","2012-02-03",2.55
"336","2012-02-06",2.79
"337","2012-02-07",3.21
"338","2012-02-08",3.44
"339","2012-02-09",4.01
"340","2012-02-10",3.64
"341","2012-02-13",3.8
"342","2012-02-14",3.55
"343","2012-02-15",3.51
"344","2012-02-16",3.28
"345","2012-02-17",3.59
"346","2012-02-21",3.85
"347","2012-02-22",3.65
"348","2012-02-23",3.36
"349","2012-02-24",3.31
"350","2012-02-27",3.24
"351","2012-02-28",3.26
"352","2012-02-29",2.94
"353","2012-03-01",2.9
"354","2012-03-02",2.75
"355","2012-03-05",2.49
"356","2012-03-06",2.88
"357","2012-03-07",2.76
"358","2012-03-08",2.6
"359","2012-03-09",2.99
"360","2012-03-12",2.9
"361","2012-03-13",2.89
"362","2012-03-14",2.79
"363","2012-03-15",2.79
"364","2012-03-16",2.73
"365","2012-03-19",2.78
"366","2012-03-20",2.79
"367","2012-03-21",2.58
"368","2012-03-22",2.48
"369","2012-03-23",2.42
"370","2012-03-26",2.32
"371","2012-03-27",2.36
"372","2012-03-28",2.19
"373","2012-03-29",2.13
"374","2012-03-30",2.11
"375","2012-04-02",2.11
"376","2012-04-03",2.07
"377","2012-04-04",2.09
"378","2012-04-05",2.05
"379","2012-04-09",1.91
"380","2012-04-10",1.86
"381","2012-04-11",1.95
"382","2012-04-12",1.99
"383","2012-04-13",1.99
"384","2012-04-16",1.93
"385","2012-04-17",1.93
"386","2012-04-18",1.88
"387","2012-04-19",1.83
"388","2012-04-20",1.78
"389","2012-04-23",1.68
"390","2012-04-24",1.81
"391","2012-04-25",1.89
"392","2012-04-26",1.94
"393","2012-04-27",1.83
"394","2012-04-30",1.9
"395","2012-05-01",1.98
"396","2012-05-02",1.91
"397","2012-05-03",1.84
"398","2012-05-04",1.81
"399","2012-05-07",1.73
"400","2012-05-08",1.68
"401","2012-05-09",1.65
"402","2012-05-10",1.68
"403","2012-05-11",1.78
"404","2012-05-14",1.74
"405","2012-05-15",1.63
"406","2012-05-16",1.58
"407","2012-05-17",1.46
"408","2012-05-18",1.55
"409","2012-05-21",1.47
"410","2012-05-22",1.42
"411","2012-05-23",1.35
"412","2012-05-24",1.33
"413","2012-05-25",1.26
"414","2012-05-29",1.23
"415","2012-05-30",1.21
"416","2012-05-31",1.2
"417","2012-06-01",1.28
"418","2012-06-04",1.2
"419","2012-06-05",1.21
"420","2012-06-06",1.18
"421","2012-06-07",1.24
"422","2012-06-08",1.24
"423","2012-06-11",1.24
"424","2012-06-12",1.22
"425","2012-06-13",1.12
"426","2012-06-14",1
"427","2012-06-15",1.08
"428","2012-06-18",1.07
"429","2012-06-19",1
"430","2012-06-20",1.02
"431","2012-06-21",0.99
"432","2012-06-22",0.96
"433","2012-06-25",0.97
"434","2012-06-26",0.91
"435","2012-06-27",0.87
"436","2012-06-28",0.78
"437","2012-06-29",0.85
"438","2012-07-02",0.82
"439","2012-07-03",0.89
"440","2012-07-05",0.87
"441","2012-07-06",0.84
"442","2012-07-09",0.9
"443","2012-07-10",0.91
"444","2012-07-11",0.93
"445","2012-07-12",0.96
"446","2012-07-13",0.94
"447","2012-07-16",0.96
"448","2012-07-17",0.95
"449","2012-07-18",0.97
"450","2012-07-19",0.97
"451","2012-07-20",0.95
"452","2012-07-23",0.92
"453","2012-07-24",0.94
"454","2012-07-25",0.95
"455","2012-07-26",0.96
"456","2012-07-27",0.95
"457","2012-07-30",0.89
"458","2012-07-31",0.9
"459","2012-08-01",0.96
"460","2012-08-02",0.95
"461","2012-08-03",0.91
"462","2012-08-06",0.98
"463","2012-08-07",0.99
"464","2012-08-08",1
"465","2012-08-09",0.97
"466","2012-08-10",0.98
"467","2012-08-13",0.95
"468","2012-08-14",0.98
"469","2012-08-15",0.96
"470","2012-08-16",0.93
"471","2012-08-17",0.96
"472","2012-08-20",0.97
"473","2012-08-21",0.96
"474","2012-08-22",0.97
"475","2012-08-23",0.99
"476","2012-08-24",0.97
"477","2012-08-27",0.97
"478","2012-08-28",0.95
"479","2012-08-29",0.93
"480","2012-08-30",0.84
"481","2012-08-31",0.87
"482","2012-09-04",0.84
"483","2012-09-05",0.83
"484","2012-09-06",0.81
"485","2012-09-07",0.84
"486","2012-09-10",0.8
"487","2012-09-11",0.8
"488","2012-09-12",0.83
"489","2012-09-13",0.85
"490","2012-09-14",0.81
"491","2012-09-17",0.84
"492","2012-09-18",0.86
"493","2012-09-19",0.88
"494","2012-09-20",0.81
"495","2012-09-21",0.74
"496","2012-09-24",0.82
"497","2012-09-25",0.81
"498","2012-09-26",0.8
"499","2012-09-27",0.82
"500","2012-09-28",0.77
"501","2012-10-01",0.81
"502","2012-10-02",0.82
"503","2012-10-03",0.83
"504","2012-10-04",0.84
"505","2012-10-05",0.85
"506","2012-10-08",0.82
"507","2012-10-09",0.84
"508","2012-10-10",0.85
"509","2012-10-11",0.84
"510","2012-10-12",0.8
"511","2012-10-15",0.79
"512","2012-10-16",0.84
"513","2012-10-17",0.82
"514","2012-10-18",0.82
"515","2012-10-19",0.86
"516","2012-10-22",0.85
"517","2012-10-23",0.82
"518","2012-10-24",0.85
"519","2012-10-25",0.79
"520","2012-10-26",0.79
"521","2012-10-31",0.79
"522","2012-11-01",0.79
"523","2012-11-02",0.85
"524","2012-11-05",0.76
"525","2012-11-06",0.8
"526","2012-11-07",0.78
"527","2012-11-08",0.8
"528","2012-11-09",0.8
"529","2012-11-12",0.8
"530","2012-11-13",0.8
"531","2012-11-14",0.8
"532","2012-11-15",0.79
"533","2012-11-16",0.75
"534","2012-11-19",0.79
"535","2012-11-20",0.79
"536","2012-11-21",0.76
"537","2012-11-23",0.8
"538","2012-11-26",0.85
"539","2012-11-27",0.88
"540","2012-11-28",0.85
"541","2012-11-29",0.83
"542","2012-11-30",0.76
"543","2012-12-03",0.75
"544","2012-12-04",0.78
"545","2012-12-05",0.8
"546","2012-12-06",0.75
"547","2012-12-07",0.78
"548","2012-12-10",0.78
"549","2012-12-11",0.8
"550","2012-12-12",1.05
"551","2012-12-13",0.94
"552","2012-12-14",1
"553","2012-12-17",1
"554","2012-12-18",0.97
"555","2012-12-19",1.11
"556","2012-12-20",1.2
"557","2012-12-21",1.248
"558","2012-12-24",1.38
"559","2012-12-26",1.63
"560","2012-12-27",1.624
"561","2012-12-28",1.544
"562","2012-12-31",1.592
"563","2013-01-02",1.66
"564","2013-01-03",1.716
"565","2013-01-04",1.658
"566","2013-01-07",1.61
"567","2013-01-08",1.64
"568","2013-01-09",1.89
"569","2013-01-10",1.84
"570","2013-01-11",1.81
"571","2013-01-14",1.734
"572","2013-01-15",1.664
"573","2013-01-16",1.732
"574","2013-01-17",1.8
"575","2013-01-18",2.048
"576","2013-01-22",2.56
"577","2013-01-23",2.958
"578","2013-01-24",2.766
"579","2013-01-25",2.632
"580","2013-01-28",2.474
"581","2013-01-29",2.4
"582","2013-01-30",2.452
"583","2013-01-31",2.328
"584","2013-02-01",2.298
"585","2013-02-04",2.32
"586","2013-02-05",2.284
"587","2013-02-06",2.14
"588","2013-02-07",2.22
"589","2013-02-08",2.224
"590","2013-02-11",2.486
"591","2013-02-12",2.83
"592","2013-02-13",2.726
"593","2013-02-14",2.96
"594","2013-02-15",2.762
"595","2013-02-19",2.712
"596","2013-02-20",2.44
"597","2013-02-21",2.438
"598","2013-02-22",2.382
"599","2013-02-25",2.24
"600","2013-02-26",2.172
"601","2013-02-27",2.126
"602","2013-02-28",2.28
"603","2013-03-01",2.198
"604","2013-03-04",2.058
"605","2013-03-05",1.932
"606","2013-03-06",1.984
"607","2013-03-07",1.924
"608","2013-03-08",1.88
"609","2013-03-11",1.85
"610","2013-03-12",1.774
"611","2013-03-13",1.754
"612","2013-03-14",1.56
"613","2013-03-15",1.696
"614","2013-03-18",1.598
"615","2013-03-19",1.62
"616","2013-03-20",1.634
"617","2013-03-21",1.52
"618","2013-03-22",1.474
"619","2013-03-25",1.388
"620","2013-03-26",1.39
"621","2013-03-27",1.364
"622","2013-03-28",1.386
"623","2013-04-01",1.2
"624","2013-04-02",1.262
"625","2013-04-03",1.236
"626","2013-04-04",1.122
"627","2013-04-05",1.006
"628","2013-04-08",1.044
"629","2013-04-09",1.248
"630","2013-04-10",1.2
"631","2013-04-11",1.234
"632","2013-04-12",1.234
"633","2013-04-15",1.066
"634","2013-04-16",1.016
"635","2013-04-17",0.954
"636","2013-04-18",0.876
"637","2013-04-19",0.828
"638","2013-04-22",0.814
"639","2013-04-23",0.84
"640","2013-04-24",0.92
"641","2013-04-25",0.932
"642","2013-04-26",0.986
"643","2013-04-29",1.07
"644","2013-04-30",1.08
"645","2013-05-01",0.994
"646","2013-05-02",1.04
"647","2013-05-03",1.056
"648","2013-05-06",1.084
"649","2013-05-07",0.99
"650","2013-05-08",1.012
"651","2013-05-09",1.056
"652","2013-05-10",1.152
"653","2013-05-13",1.19
"654","2013-05-14",1.106
"655","2013-05-15",1.288
"656","2013-05-16",1.622
"657","2013-05-17",1.574
"658","2013-05-20",1.922
"659","2013-05-21",1.912
"660","2013-05-22",1.616
"661","2013-05-23",1.52
"662","2013-05-24",1.536
"663","2013-05-28",1.586
"664","2013-05-29",1.624
"665","2013-05-30",1.542
"666","2013-05-31",1.436
"667","2013-06-03",1.334
"668","2013-06-04",1.354
"669","2013-06-05",1.398
"670","2013-06-06",1.39
"671","2013-06-07",1.396
"672","2013-06-10",1.47
"673","2013-06-11",1.372
"674","2013-06-12",1.366
"675","2013-06-13",1.442
"676","2013-06-14",1.434
"677","2013-06-17",1.682
"678","2013-06-18",1.78
"679","2013-06-19",1.886
"680","2013-06-20",1.594
"681","2013-06-21",1.818
"682","2013-06-24",1.628
"683","2013-06-25",1.754
"684","2013-06-26",1.796
"685","2013-06-27",1.82
"686","2013-06-28",1.84
"687","2013-07-01",1.996
"688","2013-07-02",2.004
"689","2013-07-03",2.07
"690","2013-07-05",2.094
"691","2013-07-08",1.67
"692","2013-07-09",1.562
"693","2013-07-10",1.652
"694","2013-07-11",1.712
"695","2013-07-12",1.718
"696","2013-07-15",1.82
"697","2013-07-16",1.82
"698","2013-07-17",1.918
"699","2013-07-18",2.108
"700","2013-07-19",2.02
"701","2013-07-22",2.092
"702","2013-07-23",2.25
"703","2013-07-24",2.142
"704","2013-07-25",2.04
"705","2013-07-26",2
"706","2013-07-29",1.986
"707","2013-07-30",1.996
"708","2013-07-31",1.966
"709","2013-08-01",1.9
"710","2013-08-02",1.766
"711","2013-08-05",1.726
"712","2013-08-06",1.734
"713","2013-08-07",1.672
"714","2013-08-08",1.66
"715","2013-08-09",1.676
"716","2013-08-12",1.768
"717","2013-08-13",1.81
"718","2013-08-14",1.908
"719","2013-08-15",1.886
"720","2013-08-16",1.892
"721","2013-08-19",1.788
"722","2013-08-20",1.834
"723","2013-08-21",1.858
"724","2013-08-22",1.98
"725","2013-08-23",2.036
"726","2013-08-26",2.054
"727","2013-08-27",1.91
"728","2013-08-28",1.922
"729","2013-08-29",1.906
"730","2013-08-30",1.866
"731","2013-09-03",1.87
"732","2013-09-04",2
"733","2013-09-05",2.2
"734","2013-09-06",2.25
"735","2013-09-09",2.538
"736","2013-09-10",2.428
"737","2013-09-11",2.538
"738","2013-09-12",2.544
"739","2013-09-13",2.5
"740","2013-09-16",2.464
"741","2013-09-17",2.786
"742","2013-09-18",3.05
"743","2013-09-19",3.482
"744","2013-09-20",4.42
"745","2013-09-23",3.946
"746","2013-09-24",6.358
"747","2013-09-25",4.88
"748","2013-09-26",4.842
"749","2013-09-27",5.022
"750","2013-09-30",5.292
"751","2013-10-01",5.432
"752","2013-10-02",5.29
"753","2013-10-03",5.37
"754","2013-10-04",5.164
"755","2013-10-07",4.754
"756","2013-10-08",4.84
"757","2013-10-09",5.004
"758","2013-10-10",5.338
"759","2013-10-11",5.518
"760","2013-10-14",5.836
"761","2013-10-15",6.624
"762","2013-10-16",6.8
"763","2013-10-17",6.582
"764","2013-10-18",8.238
"765","2013-10-21",7.592
"766","2013-10-22",7.002
"767","2013-10-23",7.04
"768","2013-10-24",7.11
"769","2013-10-25",6.654
"770","2013-10-28",6.014
"771","2013-10-29",6.686
"772","2013-10-30",6.404
"773","2013-10-31",6.246
"774","2013-11-01",6.274
"775","2013-11-04",7.148
"776","2013-11-05",7.5
"777","2013-11-06",7.582
"778","2013-11-07",6.674
"779","2013-11-08",7.32
"780","2013-11-11",7.088
"781","2013-11-12",6.924
"782","2013-11-13",9.31
"783","2013-11-14",8.388
"784","2013-11-15",8.504
"785","2013-11-18",9.152
"786","2013-11-19",8.578
"787","2013-11-20",8.938
"788","2013-11-21",9.02
"789","2013-11-22",8.764
"790","2013-11-25",7.792
"791","2013-11-26",7.68
"792","2013-11-27",7.87
"793","2013-11-29",7.652
"794","2013-12-02",7.688
"795","2013-12-03",7.356
"796","2013-12-04",7.598
"797","2013-12-05",7.37
"798","2013-12-06",7.35
"799","2013-12-09",7.14
"800","2013-12-10",6.782
"801","2013-12-11",6.124
"802","2013-12-12",6.12
"803","2013-12-13",6.33
"804","2013-12-16",6.452
"805","2013-12-17",6.67
"806","2013-12-18",7.086
"807","2013-12-19",7.56
"808","2013-12-20",7.7
"809","2013-12-23",7.324
"810","2013-12-24",6.94
"811","2013-12-26",6.778
"812","2013-12-27",6.838
"813","2013-12-30",7.4
"814","2013-12-31",7.26
"815","2014-01-02",7.6
"816","2014-01-03",7.818
"817","2014-01-06",8.01
"818","2014-01-07",8.386
"819","2014-01-08",8.476
"820","2014-01-09",7.99
"821","2014-01-10",7.94
"822","2014-01-13",7.708
"823","2014-01-14",8.04
"824","2014-01-15",8.164
"825","2014-01-16",8.942
"826","2014-01-17",8.75
"827","2014-01-21",8.556
"828","2014-01-22",8.4
"829","2014-01-23",8.074
"830","2014-01-24",7.746
"831","2014-01-27",7.126
"832","2014-01-28",7.428
"833","2014-01-29",7.55
"834","2014-01-30",7.694
"835","2014-01-31",7.904
"836","2014-02-03",7.914
"837","2014-02-04",8.292
"838","2014-02-05",7.732
"839","2014-02-06",7.852
"840","2014-02-07",7.96
"841","2014-02-10",7.814
"842","2014-02-11",7.886
"843","2014-02-12",8.056
"844","2014-02-13",8.396
"845","2014-02-14",8.13
"846","2014-02-18",8.862
"847","2014-02-19",8.43
"848","2014-02-20",8.434
"849","2014-02-21",8.354
"850","2014-02-24",8.84
"851","2014-02-25",8.662
"852","2014-02-26",9.212
"853","2014-02-27",9.134
"854","2014-02-28",9.14
"855","2014-03-03",9.022
"856","2014-03-04",10.578
"857","2014-03-05",10.338
"858","2014-03-06",10.966
"859","2014-03-07",10.746
"860","2014-03-10",10.322
"861","2014-03-11",9.952
"862","2014-03-12",9.8
"863","2014-03-13",9.36
"864","2014-03-14",8.994
"865","2014-03-17",8.884
"866","2014-03-18",8.96
"867","2014-03-19",8.926
"868","2014-03-20",8.3
"869","2014-03-21",7.8
"870","2014-03-24",7.22
"871","2014-03-25",7.668
"872","2014-03-26",8.138
"873","2014-03-27",8.226
"874","2014-03-28",8.404
"875","2014-03-31",8.566
"876","2014-04-01",8.532
"877","2014-04-02",8.732
"878","2014-04-03",8.774
"879","2014-04-04",9.2
"880","2014-04-07",8.652
"881","2014-04-08",8.642
"882","2014-04-09",9.012
"883","2014-04-10",8.406
"884","2014-04-11",8.206
"885","2014-04-14",7.948
"886","2014-04-15",7.42
"887","2014-04-16",7.812
"888","2014-04-17",7.942
"889","2014-04-21",7.854
"890","2014-04-22",8.544
"891","2014-04-23",8.352
"892","2014-04-24",8.67
"893","2014-04-25",8.994
"894","2014-04-28",8.266
"895","2014-04-29",8.068
"896","2014-04-30",8.28
"897","2014-05-01",8.302
"898","2014-05-02",8.542
"899","2014-05-05",8.328
"900","2014-05-06",8.342
"901","2014-05-07",7.892
"902","2014-05-08",7.162
"903","2014-05-09",7.368
"904","2014-05-12",7.556
"905","2014-05-13",6.682
"906","2014-05-14",5.818
"907","2014-05-15",5.02
"908","2014-05-16",4.582
"909","2014-05-19",4.726
"910","2014-05-20",4.372
"911","2014-05-21",4.604
"912","2014-05-22",4.6
"913","2014-05-23",4.748
"914","2014-05-27",5.06
"915","2014-05-28",5.4
"916","2014-05-29",5.488
"917","2014-05-30",5.4
"918","2014-06-02",5.4
"919","2014-06-03",5.396
"920","2014-06-04",5.516
"921","2014-06-05",5.434
"922","2014-06-06",5.42
"923","2014-06-09",5.446
"924","2014-06-10",5.432
"925","2014-06-11",5.4
"926","2014-06-12",5.418
"927","2014-06-13",5.458
"928","2014-06-16",5.418
"929","2014-06-17",5.598
"930","2014-06-18",5.66
"931","2014-06-19",5.964
"932","2014-06-20",6.43
"933","2014-06-23",6.328
"934","2014-06-24",6.034
"935","2014-06-25",6.268
"936","2014-06-26",6.3
"937","2014-06-27",6.048
"938","2014-06-30",6.396
"939","2014-07-01",6.16
"940","2014-07-02",6.012
"941","2014-07-03",6.038
"942","2014-07-07",6.208
"943","2014-07-08",5.904
"944","2014-07-09",5.708
"945","2014-07-10",5.826
"946","2014-07-11",5.686
"947","2014-07-14",5.752
"948","2014-07-15",5.664
"949","2014-07-16",5.554
"950","2014-07-17",5.152
"951","2014-07-18",5.154
"952","2014-07-21",5.154
"953","2014-07-22",5.302
"954","2014-07-23",4.96
"955","2014-07-24",4.962
"956","2014-07-25",4.878
"957","2014-07-28",4.928
"958","2014-07-29",5.024
"959","2014-07-30",5.054
"960","2014-07-31",4.976
"961","2014-08-01",4.986
"962","2014-08-04",5.212
"963","2014-08-05",5.546
"964","2014-08-06",5.662
"965","2014-08-07",5.512
"966","2014-08-08",5.414
"967","2014-08-11",5.578
"968","2014-08-12",5.6
"969","2014-08-13",5.65
"970","2014-08-14",5.954
"971","2014-08-15",6.626
"972","2014-08-18",7.19
"973","2014-08-19",6.818
"974","2014-08-20",6.936
"975","2014-08-21",7.052
"976","2014-08-22",6.982
"977","2014-08-25",6.904
"978","2014-08-26",6.734
"979","2014-08-27",6.884
"980","2014-08-28",6.662
"981","2014-08-29",7.08
"982","2014-09-02",6.954
"983","2014-09-03",7.232
"984","2014-09-04",7.54
"985","2014-09-05",7.778
"986","2014-09-08",8.362
"987","2014-09-09",8.234
"988","2014-09-10",9.422
"989","2014-09-11",9.196
"990","2014-09-12",9.542
"991","2014-09-15",8.622
"992","2014-09-16",8.514
"993","2014-09-17",8.866
"994","2014-09-18",9.082
"995","2014-09-19",8.54
"996","2014-09-22",7.816
"997","2014-09-23",8.038
"998","2014-09-24",8.476
"999","2014-09-25",8.086
"1000","2014-09-26",8.17
