"","date","ALAC"
"80","2019-03-20",9.95
"81","2019-03-21",9.91
"82","2019-03-22",9.91
"83","2019-03-25",9.92
"84","2019-03-26",9.93
"85","2019-03-27",9.94
"86","2019-03-28",9.95
"87","2019-03-29",9.95
"88","2019-04-01",10
"89","2019-04-02",9.97
"90","2019-04-03",9.98
"91","2019-04-04",9.98
"92","2019-04-05",10
"93","2019-04-08",10
"94","2019-04-09",9.99
"95","2019-04-10",9.99
"96","2019-04-11",10
"97","2019-04-12",10
"98","2019-04-15",10
"99","2019-04-16",10
"100","2019-04-17",10
"101","2019-04-18",10
"102","2019-04-22",10.01
"103","2019-04-23",10.01
"104","2019-04-24",10.02
"105","2019-04-25",10.02
"106","2019-04-26",10.02
"107","2019-04-29",10.02
"108","2019-04-30",10.03
"109","2019-05-01",10
"110","2019-05-02",10.05
"111","2019-05-03",10.01
"112","2019-05-06",10.03
"113","2019-05-07",10.03
"114","2019-05-08",10
"115","2019-05-09",10.03
"116","2019-05-10",10.04
"117","2019-05-13",10
"118","2019-05-14",10.05
"119","2019-05-15",10.05
"120","2019-05-16",10.07
"121","2019-05-17",10.07
"122","2019-05-20",10.07
"123","2019-05-21",10.02
"124","2019-05-22",10.03
"125","2019-05-23",10.04
"126","2019-05-24",10.04
"127","2019-05-28",10.04
"128","2019-05-29",10.04
"129","2019-05-30",10.04
"130","2019-05-31",10.06
"131","2019-06-03",10.06
"132","2019-06-04",10.03
"133","2019-06-05",10.04
"134","2019-06-06",10.06
"135","2019-06-07",10.05
"136","2019-06-10",10.06
"137","2019-06-11",10.03
"138","2019-06-12",10.03
"139","2019-06-13",10.08
"140","2019-06-14",10.09
"141","2019-06-17",10.09
"142","2019-06-18",10.14
"143","2019-06-19",10.14
"144","2019-06-20",10.12
"145","2019-06-21",10.12
"146","2019-06-24",10.06
"147","2019-06-25",10.06
"148","2019-06-26",10.14
"149","2019-06-27",10.07
"150","2019-06-28",10.14
"151","2019-07-01",10.14
"152","2019-07-02",10.1
"153","2019-07-03",10.1
"154","2019-07-05",10.1
"155","2019-07-08",10.1
"156","2019-07-09",10.1
"157","2019-07-10",10.11
"158","2019-07-11",10.11
"159","2019-07-12",10.12
"160","2019-07-15",10.12
"161","2019-07-16",10.11
"162","2019-07-17",10.15
"163","2019-07-18",10.15
"164","2019-07-19",10.12
"165","2019-07-22",10.12
"166","2019-07-23",10.12
"167","2019-07-24",10.11
"168","2019-07-25",10.12
"169","2019-07-26",10.12
"170","2019-07-29",10.15
"171","2019-07-30",10.15
"172","2019-07-31",10.14
"173","2019-08-01",10.14
"174","2019-08-02",10.14
"175","2019-08-05",10.14
"176","2019-08-06",10.14
"177","2019-08-07",10.14
"178","2019-08-08",10.14
"179","2019-08-09",10.14
"180","2019-08-12",10.14
"181","2019-08-13",10.14
"182","2019-08-14",10.14
"183","2019-08-15",10.12
"184","2019-08-16",10.15
"185","2019-08-19",10.15
"186","2019-08-20",10.15
"187","2019-08-21",10.15
"188","2019-08-22",10.15
"189","2019-08-23",10.15
"190","2019-08-26",10.2
"191","2019-08-27",10.16
"192","2019-08-28",10.16
"193","2019-08-29",10.16
"194","2019-08-30",10.19
"195","2019-09-03",10.19
"196","2019-09-04",10.19
"197","2019-09-05",10.19
"198","2019-09-06",10.19
"199","2019-09-09",10.19
"200","2019-09-10",10.19
"201","2019-09-11",10.19
"202","2019-09-12",10.19
"203","2019-09-13",10.19
"204","2019-09-16",10.19
"205","2019-09-17",10.19
"206","2019-09-18",10.19
"207","2019-09-19",10.19
"208","2019-09-20",10.19
"209","2019-09-23",10.19
"210","2019-09-24",10.19
"211","2019-09-25",10.23
"212","2019-09-26",10.23
"213","2019-09-27",10.24
"214","2019-09-30",10.25
"215","2019-10-01",10.25
"216","2019-10-02",10.24
"217","2019-10-03",10.24
"218","2019-10-04",10.24
"219","2019-10-07",10.24
"220","2019-10-08",10.24
"221","2019-10-09",10.24
"222","2019-10-10",10.25
"223","2019-10-11",10.23
"224","2019-10-14",10.23
"225","2019-10-15",10.23
"226","2019-10-16",10.23
"227","2019-10-17",10.23
"228","2019-10-18",10.23
"229","2019-10-21",10.23
"230","2019-10-22",10.27
"231","2019-10-23",10.28
"232","2019-10-24",10.27
"233","2019-10-25",10.26
"234","2019-10-28",10.27
"235","2019-10-29",10.29
"236","2019-10-30",10.29
"237","2019-10-31",10.28
"238","2019-11-01",10.28
"239","2019-11-04",10.29
"240","2019-11-05",10.28
"241","2019-11-06",10.28
"242","2019-11-07",10.28
"243","2019-11-08",10.3
"244","2019-11-11",10.3
"245","2019-11-12",10.3
"246","2019-11-13",10.25
"247","2019-11-14",10.27
"248","2019-11-15",10.28
"249","2019-11-18",10.28
"250","2019-11-19",10.29
"251","2019-11-20",10.3
"252","2019-11-21",10.29
"253","2019-11-22",10.31
"254","2019-11-25",10.31
"255","2019-11-26",10.31
"256","2019-11-27",10.31
"257","2019-11-29",10.32
"258","2019-12-02",10.32
"259","2019-12-03",10.32
"260","2019-12-04",10.32
"261","2019-12-05",10.34
"262","2019-12-06",10.35
"263","2019-12-09",10.33
"264","2019-12-10",10.33
"265","2019-12-11",10.34
"266","2019-12-12",10.35
"267","2019-12-13",10.36
"268","2019-12-16",10.36
"269","2019-12-17",10.36
"270","2019-12-18",10.33
"271","2019-12-19",10.33
"272","2019-12-20",10.33
"273","2019-12-23",10.33
"274","2019-12-24",10.33
"275","2019-12-26",10.33
"276","2019-12-27",10.33
"277","2019-12-30",10.34
"278","2019-12-31",10.35
"279","2020-01-02",10.35
"280","2020-01-03",10.35
"281","2020-01-06",10.36
"282","2020-01-07",10.36
"283","2020-01-08",10.37
"284","2020-01-09",10.37
"285","2020-01-10",10.37
"286","2020-01-13",10.37
"287","2020-01-14",10.37
"288","2020-01-15",10.37
"289","2020-01-16",10.36
"290","2020-01-17",10.36
"291","2020-01-21",10.36
"292","2020-01-22",10.4
"293","2020-01-23",10.4
"294","2020-01-24",10.39
"295","2020-01-27",10.39
"296","2020-01-28",10.39
"297","2020-01-29",10.39
"298","2020-01-30",10.39
"299","2020-01-31",10.42
"300","2020-02-03",10.41
"301","2020-02-04",10.5
"302","2020-02-05",10.5
"303","2020-02-06",10.5
"304","2020-02-07",10.5
"305","2020-02-10",10.49
"306","2020-02-11",10.5
"307","2020-02-12",10.5
"308","2020-02-13",10.46
"309","2020-02-14",10.46
"310","2020-02-18",10.46
"311","2020-02-19",10.46
"312","2020-02-20",10.46
"313","2020-02-21",10.46
"314","2020-02-24",10.46
"315","2020-02-25",10.46
"316","2020-02-26",10.46
"317","2020-02-27",10.46
"318","2020-02-28",10.46
"319","2020-03-02",10.46
"320","2020-03-03",10.46
"321","2020-03-04",10.46
"322","2020-03-05",10.46
"323","2020-03-06",10.45
"324","2020-03-09",10.45
"325","2020-03-10",10.45
"326","2020-03-11",10.45
"327","2020-03-12",10.44
"328","2020-03-13",10.4
"329","2020-03-16",10.38
"330","2020-03-17",10.31
"331","2020-03-18",10.28
"332","2020-03-19",10.28
"333","2020-03-20",10.31
"334","2020-03-23",10.35
"335","2020-03-24",10.38
"336","2020-03-25",10.45
"337","2020-03-26",10.44
"338","2020-03-27",10.4
"339","2020-03-30",10.46
"340","2020-03-31",10.5
"341","2020-04-01",10.5
"342","2020-04-02",10.5
"343","2020-04-03",10.48
"344","2020-04-06",10.49
"345","2020-04-07",10.5
"346","2020-04-08",10.52
"347","2020-04-09",10.49
"348","2020-04-13",10.5
"349","2020-04-14",10.55
"350","2020-04-15",10.55
"351","2020-04-16",10.55
"352","2020-04-17",10.55
"353","2020-04-20",10.47
"354","2020-04-21",10.5
"355","2020-04-22",10.5
"356","2020-04-23",10.5
"357","2020-04-24",10.5
"358","2020-04-27",10.65
"359","2020-04-28",10.63
"360","2020-04-29",10.61
"361","2020-04-30",10.7
"362","2020-05-01",10.61
"363","2020-05-04",10.65
"364","2020-05-05",10.65
"365","2020-05-06",10.58
"366","2020-05-07",10.6
"367","2020-05-08",10.6
"368","2020-05-11",10.6
"369","2020-05-12",10.6
"370","2020-05-13",10.6
"371","2020-05-14",10.6
"372","2020-05-15",10.6
"373","2020-05-18",10.6
"374","2020-05-19",10.6
"375","2020-05-20",10.6
"376","2020-05-21",10.6
"377","2020-05-22",10.6
"378","2020-05-26",10.6
"379","2020-05-27",10.6
"380","2020-05-28",11
"381","2020-05-29",10.76
"382","2020-06-01",10.77
"383","2020-06-02",10.77
"384","2020-06-03",10.77
"385","2020-06-04",10.84
"386","2020-06-05",10.73
"387","2020-06-08",10.85
"388","2020-06-09",10.85
"389","2020-06-10",10.71
"390","2020-06-11",10.73
"391","2020-06-12",10.73
"392","2020-06-15",10.73
"393","2020-06-16",10.73
"394","2020-06-17",10.75
"395","2020-06-18",10.75
"396","2020-06-19",10.65
"397","2020-06-22",10.7
"398","2020-06-23",10.7
"399","2020-06-24",10.7
"400","2020-06-25",10.77
"401","2020-06-26",10.8
"402","2020-06-29",10.6
"403","2020-06-30",10.7
"404","2020-07-01",10.75
"405","2020-07-02",10.71
"406","2020-07-06",10.75
"407","2020-07-07",10.8
"408","2020-07-08",10.65
"409","2020-07-09",10.72
"410","2020-07-10",10.77
"411","2020-07-13",10.77
"412","2020-07-14",10.72
"413","2020-07-15",10.79
"414","2020-07-16",10.8
"415","2020-07-17",10.8
"416","2020-07-20",10.75
"417","2020-07-21",10.79
"418","2020-07-22",10.79
"419","2020-07-23",10.73
"420","2020-07-24",10.77
"421","2020-07-27",10.8
"422","2020-07-28",10.79
"423","2020-07-29",10.7
"424","2020-07-30",10.65
"425","2020-07-31",10.72
"426","2020-08-03",10.72
"427","2020-08-04",10.72
"428","2020-08-05",10.72
"429","2020-08-06",10.78
"430","2020-08-07",10.78
"431","2020-08-10",10.78
"432","2020-08-11",10.65
"433","2020-08-12",10.65
"434","2020-08-13",10.65
"435","2020-08-14",10.65
"436","2020-08-17",10.65
"437","2020-08-18",10.65
"438","2020-08-19",10.65
"439","2020-08-20",10.65
"440","2020-08-21",10.65
"441","2020-08-24",10.65
"442","2020-08-25",10.65
"443","2020-08-26",10.65
"444","2020-08-27",10.65
"445","2020-08-28",10.73
"446","2020-08-31",10.73
"447","2020-09-01",10.68
"448","2020-09-02",10.68
"449","2020-09-03",10.68
"450","2020-09-04",10.75
"451","2020-09-08",10.76
"452","2020-09-09",10.76
"453","2020-09-10",10.71
"454","2020-09-11",10.66
"455","2020-09-14",10.78
"456","2020-09-15",10.78
"457","2020-09-16",10.78
"458","2020-09-17",10.73
"459","2020-09-18",10.73
"460","2020-09-21",10.67
"461","2020-09-22",10.67
"462","2020-09-23",10.67
"463","2020-09-24",10.67
"464","2020-09-25",10.68
"465","2020-09-28",10.72
"466","2020-09-29",10.7
"467","2020-09-30",10.75
"468","2020-10-01",10.75
"469","2020-10-02",10.75
"470","2020-10-05",10.75
"471","2020-10-06",10.75
"472","2020-10-07",10.71
"473","2020-10-08",10.71
"474","2020-10-09",10.8
"475","2020-10-12",10.8
"476","2020-10-13",10.81
"477","2020-10-14",10.82
"478","2020-10-15",10.87
"479","2020-10-16",10.83
"480","2020-10-19",11.35
"481","2020-10-20",10.8
"482","2020-10-21",10.8
"483","2020-10-22",11
"484","2020-10-23",10.83
"485","2020-10-26",10.75
"486","2020-10-27",10.76
"487","2020-10-28",10.7
"488","2020-10-29",10.83
"489","2020-10-30",10.81
"490","2020-11-02",10.75
"491","2020-11-03",10.87
"492","2020-11-04",10.85
"493","2020-11-05",10.87
"494","2020-11-06",10.87
"495","2020-11-09",10.76
"496","2020-11-10",10.73
"497","2020-11-11",10.73
"498","2020-11-12",10.83
"499","2020-11-13",10.83
"500","2020-11-16",10.72
"501","2020-11-17",10.71
"502","2020-11-18",10.76
"503","2020-11-19",10.76
"504","2020-11-20",10.76
"505","2020-11-23",10.89
"506","2020-11-24",10.95
"507","2020-11-25",11.15
"508","2020-11-27",11.45
