"","date","ACMR"
"119","2018-04-25",10.61
"120","2018-04-26",10.27
"121","2018-04-27",10.09
"122","2018-04-30",10.1
"123","2018-05-01",10.12
"124","2018-05-02",10.16
"125","2018-05-03",10.3
"126","2018-05-04",10.81
"127","2018-05-07",12.51
"128","2018-05-08",11.54
"129","2018-05-09",11.75
"130","2018-05-10",12.04
"131","2018-05-11",12.09
"132","2018-05-14",11.89
"133","2018-05-15",11.89
"134","2018-05-16",11.75
"135","2018-05-17",11.4
"136","2018-05-18",11.31
"137","2018-05-21",11.23
"138","2018-05-22",11.25
"139","2018-05-23",11.02
"140","2018-05-24",11.72
"141","2018-05-25",11.23
"142","2018-05-29",11.54
"143","2018-05-30",12.53
"144","2018-05-31",12.71
"145","2018-06-01",14.06
"146","2018-06-04",13.48
"147","2018-06-05",12.59
"148","2018-06-06",12.63
"149","2018-06-07",12.22
"150","2018-06-08",12.07
"151","2018-06-11",12.76
"152","2018-06-12",13.44
"153","2018-06-13",13.36
"154","2018-06-14",13.41
"155","2018-06-15",13.98
"156","2018-06-18",13.58
"157","2018-06-19",12.71
"158","2018-06-20",12.96
"159","2018-06-21",11.94
"160","2018-06-22",12.54
"161","2018-06-25",11.96
"162","2018-06-26",11.93
"163","2018-06-27",11.05
"164","2018-06-28",10.89
"165","2018-06-29",10.78
"166","2018-07-02",10.02
"167","2018-07-03",10.99
"168","2018-07-05",10.62
"169","2018-07-06",10.85
"170","2018-07-09",11.26
"171","2018-07-10",11.38
"172","2018-07-11",10.89
"173","2018-07-12",12.44
"174","2018-07-13",12.63
"175","2018-07-16",12.34
"176","2018-07-17",12.42
"177","2018-07-18",12.36
"178","2018-07-19",12.45
"179","2018-07-20",12.68
"180","2018-07-23",13.43
"181","2018-07-24",13.62
"182","2018-07-25",13.47
"183","2018-07-26",13.66
"184","2018-07-27",13.24
"185","2018-07-30",12.78
"186","2018-07-31",12.96
"187","2018-08-01",13.85
"188","2018-08-02",14.29
"189","2018-08-03",14.74
"190","2018-08-06",14.67
"191","2018-08-07",13.74
"192","2018-08-08",14.54
"193","2018-08-09",14.63
"194","2018-08-10",14.75
"195","2018-08-13",13.75
"196","2018-08-14",13.36
"197","2018-08-15",12.82
"198","2018-08-16",12.97
"199","2018-08-17",12.75
"200","2018-08-20",12.84
"201","2018-08-21",13.5
"202","2018-08-22",13.09
"203","2018-08-23",13.12
"204","2018-08-24",13.5
"205","2018-08-27",13.75
"206","2018-08-28",13.96
"207","2018-08-29",13.84
"208","2018-08-30",14.01
"209","2018-08-31",14.11
"210","2018-09-04",13.67
"211","2018-09-05",13.64
"212","2018-09-06",13.3
"213","2018-09-07",13.47
"214","2018-09-10",12.74
"215","2018-09-11",12.51
"216","2018-09-12",11.35
"217","2018-09-13",12.135
"218","2018-09-14",11.69
"219","2018-09-17",12.02
"220","2018-09-18",11.89
"221","2018-09-19",11.71
"222","2018-09-20",12.26
"223","2018-09-21",11.91
"224","2018-09-24",11.64
"225","2018-09-25",11.29
"226","2018-09-26",11.09
"227","2018-09-27",10.85
"228","2018-09-28",11.07
"229","2018-10-01",11.32
"230","2018-10-02",11.03
"231","2018-10-03",11.17
"232","2018-10-04",10.93
"233","2018-10-05",10.35
"234","2018-10-08",10.71
"235","2018-10-09",11.1
"236","2018-10-10",10.31
"237","2018-10-11",9.96
"238","2018-10-12",10.27
"239","2018-10-15",10.69
"240","2018-10-16",10.35
"241","2018-10-17",10.28
"242","2018-10-18",10.07
"243","2018-10-19",10.24
"244","2018-10-22",10.07
"245","2018-10-23",9.82
"246","2018-10-24",9.61
"247","2018-10-25",9.65
"248","2018-10-26",9.45
"249","2018-10-29",9.47
"250","2018-10-30",9.47
"251","2018-10-31",9.55
"252","2018-11-01",10
"253","2018-11-02",10.02
"254","2018-11-05",9.99
"255","2018-11-06",10
"256","2018-11-07",10.3
"257","2018-11-08",12
"258","2018-11-09",11.73
"259","2018-11-12",11.3
"260","2018-11-13",11.46
"261","2018-11-14",11.35
"262","2018-11-15",11.52
"263","2018-11-16",11.23
"264","2018-11-19",10.94
"265","2018-11-20",10.44
"266","2018-11-21",10.99
"267","2018-11-23",10.85
"268","2018-11-26",11.12
"269","2018-11-27",10.76
"270","2018-11-28",11.03
"271","2018-11-29",11
"272","2018-11-30",11.15
"273","2018-12-03",11.035
"274","2018-12-04",10.47
"275","2018-12-06",10.78
"276","2018-12-07",10.47
"277","2018-12-10",10.38
"278","2018-12-11",10.64
"279","2018-12-12",10.78
"280","2018-12-13",10.62
"281","2018-12-14",10.41
"282","2018-12-17",10.27
"283","2018-12-18",10.22
"284","2018-12-19",10.15
"285","2018-12-20",10.26
"286","2018-12-21",10.26
"287","2018-12-24",10.06
"288","2018-12-26",10.42
"289","2018-12-27",10.46
"290","2018-12-28",10.47
"291","2018-12-31",10.88
"292","2019-01-02",10.87
"293","2019-01-03",10.37
"294","2019-01-04",10.7
"295","2019-01-07",10.75
"296","2019-01-08",10.73
"297","2019-01-09",10.58
"298","2019-01-10",10.5
"299","2019-01-11",10.51
"300","2019-01-14",10.26
"301","2019-01-15",10.43
"302","2019-01-16",10.45
"303","2019-01-17",10.28
"304","2019-01-18",9.77
"305","2019-01-22",9.35
"306","2019-01-23",9.27
"307","2019-01-24",9.75
"308","2019-01-25",10.02
"309","2019-01-28",9.72
"310","2019-01-29",9.61
"311","2019-01-30",9.49
"312","2019-01-31",9.31
"313","2019-02-01",9.29
"314","2019-02-04",9.32
"315","2019-02-05",9.42
"316","2019-02-06",9.39
"317","2019-02-07",9.26
"318","2019-02-08",9.31
"319","2019-02-11",9.32
"320","2019-02-12",9.48
"321","2019-02-13",9.34
"322","2019-02-14",9.43
"323","2019-02-15",9.5
"324","2019-02-19",9.97
"325","2019-02-20",11.5
"326","2019-02-21",11.14
"327","2019-02-22",11.59
"328","2019-02-25",11.75
"329","2019-02-26",11.45
"330","2019-02-27",11.38
"331","2019-02-28",11.35
"332","2019-03-01",11.6
"333","2019-03-04",12.43
"334","2019-03-05",13.35
"335","2019-03-06",12.68
"336","2019-03-07",11.09
"337","2019-03-08",11.65
"338","2019-03-11",11.86
"339","2019-03-12",11.89
"340","2019-03-13",12.66
"341","2019-03-14",13.8
"342","2019-03-15",13.65
"343","2019-03-18",14.87
"344","2019-03-19",15.95
"345","2019-03-20",15.93
"346","2019-03-21",16.440001
"347","2019-03-22",14.48
"348","2019-03-25",15.16
"349","2019-03-26",15.8
"350","2019-03-27",15.08
"351","2019-03-28",15.15
"352","2019-03-29",15.43
"353","2019-04-01",15.46
"354","2019-04-02",15.28
"355","2019-04-03",15.69
"356","2019-04-04",15.84
"357","2019-04-05",15.8
"358","2019-04-08",15.54
"359","2019-04-09",15.15
"360","2019-04-10",15.35
"361","2019-04-11",15.39
"362","2019-04-12",15.56
"363","2019-04-15",15.44
"364","2019-04-16",16.4
"365","2019-04-17",17.51
"366","2019-04-18",18.379999
"367","2019-04-22",16.360001
"368","2019-04-23",16.809999
"369","2019-04-24",16.75
"370","2019-04-25",15.99
"371","2019-04-26",16.27
"372","2019-04-29",17.200001
"373","2019-04-30",17.23
"374","2019-05-01",17.389999
"375","2019-05-02",17.950001
"376","2019-05-03",18.299999
"377","2019-05-06",18.32
"378","2019-05-07",18.75
"379","2019-05-08",18.42
"380","2019-05-09",18.51
"381","2019-05-10",19.02
"382","2019-05-13",18.719999
"383","2019-05-14",19.84
"384","2019-05-15",21.35
"385","2019-05-16",18.940001
"386","2019-05-17",19.24
"387","2019-05-20",17.73
"388","2019-05-21",18.24
"389","2019-05-22",17.48
"390","2019-05-23",17.639999
"391","2019-05-24",18.09
"392","2019-05-28",18.66
"393","2019-05-29",19.01
"394","2019-05-30",18.950001
"395","2019-05-31",19.26
"396","2019-06-03",18.459999
"397","2019-06-04",18.700001
"398","2019-06-05",18.15
"399","2019-06-06",18.559999
"400","2019-06-07",18.459999
"401","2019-06-10",18.9
"402","2019-06-11",18.290001
"403","2019-06-12",18.209999
"404","2019-06-13",17.49
"405","2019-06-14",17.24
"406","2019-06-17",16.73
"407","2019-06-18",17.73
"408","2019-06-19",17.48
"409","2019-06-20",16.93
"410","2019-06-21",16.190001
"411","2019-06-24",16.27
"412","2019-06-25",15.44
"413","2019-06-26",15.64
"414","2019-06-27",15.44
"415","2019-06-28",15.61
"416","2019-07-01",17.780001
"417","2019-07-02",17.370001
"418","2019-07-03",17.280001
"419","2019-07-05",16.48
"420","2019-07-08",16.879999
"421","2019-07-09",16.85
"422","2019-07-10",16.82
"423","2019-07-11",16.51
"424","2019-07-12",16.51
"425","2019-07-15",16.52
"426","2019-07-16",16.82
"427","2019-07-17",17.32
"428","2019-07-18",19.030001
"429","2019-07-19",18.26
"430","2019-07-22",18.32
"431","2019-07-23",18.17
"432","2019-07-24",18.25
"433","2019-07-25",17.68
"434","2019-07-26",17.790001
"435","2019-07-29",18.059999
"436","2019-07-30",17.49
"437","2019-07-31",17.43
"438","2019-08-01",16
"439","2019-08-02",16
"440","2019-08-05",15.72
"441","2019-08-06",15.84
"442","2019-08-07",16.1
"443","2019-08-08",17.82
"444","2019-08-09",17.18
"445","2019-08-12",17.799999
"446","2019-08-13",18.309999
"447","2019-08-14",14.51
"448","2019-08-15",13.98
"449","2019-08-16",13.98
"450","2019-08-19",14.06
"451","2019-08-20",14.23
"452","2019-08-21",14.25
"453","2019-08-22",14.73
"454","2019-08-23",14.09
"455","2019-08-26",13.94
"456","2019-08-27",13.86
"457","2019-08-28",13.91
"458","2019-08-29",14.26
"459","2019-08-30",14.3
"460","2019-09-03",14.71
"461","2019-09-04",15.7
"462","2019-09-05",15
"463","2019-09-06",14.34
"464","2019-09-09",14.33
"465","2019-09-10",14.58
"466","2019-09-11",14.31
"467","2019-09-12",14.27
"468","2019-09-13",14.7
"469","2019-09-16",14.65
"470","2019-09-17",14.54
"471","2019-09-18",14.68
"472","2019-09-19",14.26
"473","2019-09-20",14.39
"474","2019-09-23",14.86
"475","2019-09-24",14.19
"476","2019-09-25",14.58
"477","2019-09-26",14.1
"478","2019-09-27",13.77
"479","2019-09-30",13.86
"480","2019-10-01",13.53
"481","2019-10-02",13.82
"482","2019-10-03",13.95
"483","2019-10-04",13.9
"484","2019-10-07",13.49
"485","2019-10-08",13.11
"486","2019-10-09",13.35
"487","2019-10-10",13.24
"488","2019-10-11",13.23
"489","2019-10-14",12.81
"490","2019-10-15",13.19
"491","2019-10-16",12.84
"492","2019-10-17",13.24
"493","2019-10-18",12.66
"494","2019-10-21",13.15
"495","2019-10-22",13.12
"496","2019-10-23",12.81
"497","2019-10-24",13.5
"498","2019-10-25",13.4
"499","2019-10-28",13.55
"500","2019-10-29",12.97
"501","2019-10-30",13
"502","2019-10-31",12.59
"503","2019-11-01",12.83
"504","2019-11-04",13.64
"505","2019-11-05",14.26
"506","2019-11-06",14.4
"507","2019-11-07",15.65
"508","2019-11-08",14.42
"509","2019-11-11",14.39
"510","2019-11-12",14.95
"511","2019-11-13",14.52
"512","2019-11-14",14.36
"513","2019-11-15",14.42
"514","2019-11-18",14.15
"515","2019-11-19",13.98
"516","2019-11-20",14.63
"517","2019-11-21",14.3
"518","2019-11-22",13.87
"519","2019-11-25",14.31
"520","2019-11-26",14.1
"521","2019-11-27",13.79
"522","2019-11-29",13.81
"523","2019-12-02",13.91
"524","2019-12-03",13.99
"525","2019-12-04",14.11
"526","2019-12-05",14.67
"527","2019-12-06",15.42
"528","2019-12-09",14.67
"529","2019-12-10",15.08
"530","2019-12-11",15.73
"531","2019-12-12",15.9
"532","2019-12-13",16.889999
"533","2019-12-16",18.190001
"534","2019-12-17",18.690001
"535","2019-12-18",18.43
"536","2019-12-19",18.27
"537","2019-12-20",18.469999
"538","2019-12-23",19.620001
"539","2019-12-24",19.33
"540","2019-12-26",19.01
"541","2019-12-27",18.4
"542","2019-12-30",18.145
"543","2019-12-31",18.450001
"544","2020-01-02",18.93
"545","2020-01-03",19.1
"546","2020-01-06",21
"547","2020-01-07",24.5
"548","2020-01-08",24.780001
"549","2020-01-09",23.48
"550","2020-01-10",23.629999
"551","2020-01-13",26.280001
"552","2020-01-14",31.59
"553","2020-01-15",35.150002
"554","2020-01-16",36.310001
"555","2020-01-17",36.09
"556","2020-01-21",42.669998
"557","2020-01-22",48.540001
"558","2020-01-23",40.259998
"559","2020-01-24",35.709999
"560","2020-01-27",37.57
"561","2020-01-28",38.07
"562","2020-01-29",37.040001
"563","2020-01-30",36.040001
"564","2020-01-31",34.740002
"565","2020-02-03",35.529999
"566","2020-02-04",38.349998
"567","2020-02-05",35.349998
"568","2020-02-06",37
"569","2020-02-07",36.029999
"570","2020-02-10",41.59
"571","2020-02-11",39.310001
"572","2020-02-12",40.759998
"573","2020-02-13",38.700001
"574","2020-02-14",39.099998
"575","2020-02-18",41.830002
"576","2020-02-19",39.919998
"577","2020-02-20",42.650002
"578","2020-02-21",38.720001
"579","2020-02-24",38.259998
"580","2020-02-25",37.5
"581","2020-02-26",37.360001
"582","2020-02-27",35.110001
"583","2020-02-28",34.950001
"584","2020-03-02",36.669998
"585","2020-03-03",35.560001
"586","2020-03-04",35.700001
"587","2020-03-05",35.290001
"588","2020-03-06",32.029999
"589","2020-03-09",27.01
"590","2020-03-10",26.790001
"591","2020-03-11",25.6
"592","2020-03-12",23.43
"593","2020-03-13",22.870001
"594","2020-03-16",21.01
"595","2020-03-17",24.02
"596","2020-03-18",17.25
"597","2020-03-19",20.5
"598","2020-03-20",22.07
"599","2020-03-23",26.219999
"600","2020-03-24",28.24
"601","2020-03-25",27.700001
"602","2020-03-26",29.9
"603","2020-03-27",28.379999
"604","2020-03-30",29.99
"605","2020-03-31",29.610001
"606","2020-04-01",27.34
"607","2020-04-02",27.52
"608","2020-04-03",27.200001
"609","2020-04-06",32.549999
"610","2020-04-07",33.25
"611","2020-04-08",34.880001
"612","2020-04-09",33.080002
"613","2020-04-13",33.279999
"614","2020-04-14",34.59
"615","2020-04-15",33.48
"616","2020-04-16",35.73
"617","2020-04-17",36.07
"618","2020-04-20",36.029999
"619","2020-04-21",33.330002
"620","2020-04-22",37.09
"621","2020-04-23",35.830002
"622","2020-04-24",36.5
"623","2020-04-27",38.02
"624","2020-04-28",38.259998
"625","2020-04-29",41.439999
"626","2020-04-30",39.93
"627","2020-05-01",35.68
"628","2020-05-04",35.790001
"629","2020-05-05",37.68
"630","2020-05-06",39.299999
"631","2020-05-07",44.189999
"632","2020-05-08",46.66
"633","2020-05-11",53.84
"634","2020-05-12",56.049999
"635","2020-05-13",50.279999
"636","2020-05-14",60.029999
"637","2020-05-15",58.709999
"638","2020-05-18",63.610001
"639","2020-05-19",65.690002
"640","2020-05-20",55.080002
"641","2020-05-21",54.5
"642","2020-05-22",52.869999
"643","2020-05-26",59.200001
"644","2020-05-27",59.16
"645","2020-05-28",58.650002
"646","2020-05-29",59.790001
"647","2020-06-01",63.900002
"648","2020-06-02",60.91
"649","2020-06-03",65.080002
"650","2020-06-04",65.099998
"651","2020-06-05",62.439999
"652","2020-06-08",56.82
"653","2020-06-09",57.459999
"654","2020-06-10",58.360001
"655","2020-06-11",55.349998
"656","2020-06-12",56.349998
"657","2020-06-15",58.5
"658","2020-06-16",59.330002
"659","2020-06-17",61.380001
"660","2020-06-18",61.16
"661","2020-06-19",60.43
"662","2020-06-22",57.599998
"663","2020-06-23",61.84
"664","2020-06-24",63.560001
"665","2020-06-25",63.200001
"666","2020-06-26",60.669998
"667","2020-06-29",58
"668","2020-06-30",62.360001
"669","2020-07-01",60.650002
"670","2020-07-02",65.889999
"671","2020-07-06",80.839996
"672","2020-07-07",73.559998
"673","2020-07-08",82
"674","2020-07-09",86.099998
"675","2020-07-10",81.629997
"676","2020-07-13",83.519997
"677","2020-07-14",90.760002
"678","2020-07-15",83.889999
"679","2020-07-16",76.610001
"680","2020-07-17",79.010002
"681","2020-07-20",86.309998
"682","2020-07-21",87.739998
"683","2020-07-22",88.919998
"684","2020-07-23",87.739998
"685","2020-07-24",85.019997
"686","2020-07-27",84.290001
"687","2020-07-28",85.269997
"688","2020-07-29",89.279999
"689","2020-07-30",92.279999
"690","2020-07-31",95.940002
"691","2020-08-03",107.550003
"692","2020-08-04",107.650002
"693","2020-08-05",107.940002
"694","2020-08-06",112.290001
"695","2020-08-07",101.919998
"696","2020-08-10",100.190002
"697","2020-08-11",98.269997
"698","2020-08-12",105.400002
"699","2020-08-13",104.769997
"700","2020-08-14",104.610001
"701","2020-08-17",106.639999
"702","2020-08-18",104.839996
"703","2020-08-19",99.589996
"704","2020-08-20",97.370003
"705","2020-08-21",96.169998
"706","2020-08-24",95.349998
"707","2020-08-25",97.910004
"708","2020-08-26",96.050003
"709","2020-08-27",90.839996
"710","2020-08-28",91.989998
"711","2020-08-31",88.809998
"712","2020-09-01",90.489998
"713","2020-09-02",95.230003
"714","2020-09-03",84.010002
"715","2020-09-04",82.07
"716","2020-09-08",58.970001
"717","2020-09-09",60.080002
"718","2020-09-10",60.66
"719","2020-09-11",66.360001
"720","2020-09-14",70.760002
"721","2020-09-15",71.370003
"722","2020-09-16",71.120003
"723","2020-09-17",70.349998
"724","2020-09-18",72.839996
"725","2020-09-21",72.18
"726","2020-09-22",69.879997
"727","2020-09-23",67.849998
"728","2020-09-24",68.989998
"729","2020-09-25",69.860001
"730","2020-09-28",68.32
"731","2020-09-29",69.940002
"732","2020-09-30",69.099998
"733","2020-10-01",75.379997
"734","2020-10-02",73
"735","2020-10-05",75.919998
"736","2020-10-06",70.220001
"737","2020-10-07",71.879997
"738","2020-10-08",70.790001
"739","2020-10-09",75.449997
"740","2020-10-12",77.790001
"741","2020-10-13",77.980003
"742","2020-10-14",74.129997
"743","2020-10-15",75.440002
"744","2020-10-16",75.599998
"745","2020-10-19",72.129997
"746","2020-10-20",73.32
"747","2020-10-21",69.790001
"748","2020-10-22",66.940002
"749","2020-10-23",67.970001
"750","2020-10-26",68.610001
"751","2020-10-27",69.290001
"752","2020-10-28",72.82
"753","2020-10-29",75.489998
"754","2020-10-30",70.370003
"755","2020-11-02",75.120003
"756","2020-11-03",79.959999
"757","2020-11-04",91
"758","2020-11-05",94
"759","2020-11-06",91.360001
"760","2020-11-09",91.699997
"761","2020-11-10",83.510002
"762","2020-11-11",90.480003
"763","2020-11-12",86.699997
"764","2020-11-13",84.400002
"765","2020-11-16",81.82
"766","2020-11-17",77.790001
"767","2020-11-18",74.760002
"768","2020-11-19",75.949997
"769","2020-11-20",75.230003
"770","2020-11-23",74.610001
"771","2020-11-24",73.760002
"772","2020-11-25",77.050003
"773","2020-11-27",83.720001
