"","date","NMRK"
"122","2018-06-12",14.15
"123","2018-06-13",14.21
"124","2018-06-14",14.44
"125","2018-06-15",14.65
"126","2018-06-18",14.78
"127","2018-06-19",14.78
"128","2018-06-20",15.51
"129","2018-06-21",15.08
"130","2018-06-22",15.12
"131","2018-06-25",14.88
"132","2018-06-26",14.85
"133","2018-06-27",14.28
"134","2018-06-28",14.26
"135","2018-06-29",14.23
"136","2018-07-02",14.72
"137","2018-07-03",15.01
"138","2018-07-05",15.02
"139","2018-07-06",14.73
"140","2018-07-09",14.58
"141","2018-07-10",14.42
"142","2018-07-11",14.26
"143","2018-07-12",14.28
"144","2018-07-13",14.21
"145","2018-07-16",14.12
"146","2018-07-17",14.24
"147","2018-07-18",14.45
"148","2018-07-19",14.59
"149","2018-07-20",14.36
"150","2018-07-23",14.03
"151","2018-07-24",14.06
"152","2018-07-25",14.21
"153","2018-07-26",14.39
"154","2018-07-27",14.21
"155","2018-07-30",13.8
"156","2018-07-31",13.94
"157","2018-08-01",13.83
"158","2018-08-02",13.35
"159","2018-08-03",13.18
"160","2018-08-06",13.77
"161","2018-08-07",13.66
"162","2018-08-08",13.3
"163","2018-08-09",13.17
"164","2018-08-10",12.95
"165","2018-08-13",12.46
"166","2018-08-14",12.57
"167","2018-08-15",12.18
"168","2018-08-16",12.45
"169","2018-08-17",12.57
"170","2018-08-20",12.68
"171","2018-08-21",12.69
"172","2018-08-22",12.51
"173","2018-08-23",12.6
"174","2018-08-24",12.8
"175","2018-08-27",12.92
"176","2018-08-28",12.89
"177","2018-08-29",12.84
"178","2018-08-30",12.7
"179","2018-08-31",12.85
"180","2018-09-04",12.58
"181","2018-09-05",12.52
"182","2018-09-06",12.73
"183","2018-09-07",12.34
"184","2018-09-10",12.31
"185","2018-09-11",12.01
"186","2018-09-12",11.98
"187","2018-09-13",11.68
"188","2018-09-14",11.52
"189","2018-09-17",11.18
"190","2018-09-18",11.03
"191","2018-09-19",10.82
"192","2018-09-20",10.95
"193","2018-09-21",11.38
"194","2018-09-24",11.51
"195","2018-09-25",11.08
"196","2018-09-26",11.09
"197","2018-09-27",11.15
"198","2018-09-28",11.19
"199","2018-10-01",11.04
"200","2018-10-02",10.95
"201","2018-10-03",10.81
"202","2018-10-04",10.56
"203","2018-10-05",10.39
"204","2018-10-08",10.24
"205","2018-10-09",10.16
"206","2018-10-10",9.94
"207","2018-10-11",9.86
"208","2018-10-12",10.11
"209","2018-10-15",10.4
"210","2018-10-16",10.86
"211","2018-10-17",10.7
"212","2018-10-18",10.66
"213","2018-10-19",10.72
"214","2018-10-22",10.53
"215","2018-10-23",10.48
"216","2018-10-24",9.89
"217","2018-10-25",10.53
"218","2018-10-26",10
"219","2018-10-29",9.42
"220","2018-10-30",9.48
"221","2018-10-31",9.74
"222","2018-11-01",9.98
"223","2018-11-02",9.84
"224","2018-11-05",9.63
"225","2018-11-06",9.71
"226","2018-11-07",9.88
"227","2018-11-08",9.83
"228","2018-11-09",9.66
"229","2018-11-12",9.57
"230","2018-11-13",9.37
"231","2018-11-14",9.53
"232","2018-11-15",9.41
"233","2018-11-16",9.55
"234","2018-11-19",9.22
"235","2018-11-20",8.84
"236","2018-11-21",9.09
"237","2018-11-23",9.32
"238","2018-11-26",9.05
"239","2018-11-27",8.95
"240","2018-11-28",9
"241","2018-11-29",8.65
"242","2018-11-30",8.4
"243","2018-12-03",8.7
"244","2018-12-04",8.43
"245","2018-12-06",8.6
"246","2018-12-07",8.34
"247","2018-12-10",8.56
"248","2018-12-11",9.13
"249","2018-12-12",9.24
"250","2018-12-13",10
"251","2018-12-14",9.07
"252","2018-12-17",8.85
"253","2018-12-18",8.64
"254","2018-12-19",8.46
"255","2018-12-20",8.56
"256","2018-12-21",7.94
"257","2018-12-24",7.7
"258","2018-12-26",8.03
"259","2018-12-27",8.07
"260","2018-12-28",7.93
"261","2018-12-31",8.02
"262","2019-01-02",8.27
"263","2019-01-03",8.23
"264","2019-01-04",8.58
"265","2019-01-07",8.66
"266","2019-01-08",8.7
"267","2019-01-09",8.96
"268","2019-01-10",9.22
"269","2019-01-11",9.55
"270","2019-01-14",9.45
"271","2019-01-15",9.71
"272","2019-01-16",10.03
"273","2019-01-17",10.23
"274","2019-01-18",10.33
"275","2019-01-22",9.97
"276","2019-01-23",9.73
"277","2019-01-24",9.8
"278","2019-01-25",9.77
"279","2019-01-28",10.06
"280","2019-01-29",10.05
"281","2019-01-30",10.25
"282","2019-01-31",10.45
"283","2019-02-01",10.54
"284","2019-02-04",10.58
"285","2019-02-05",10.88
"286","2019-02-06",10.96
"287","2019-02-07",10.88
"288","2019-02-08",10.69
"289","2019-02-11",10.74
"290","2019-02-12",10.55
"291","2019-02-13",10.32
"292","2019-02-14",10.34
"293","2019-02-15",10.32
"294","2019-02-19",10.19
"295","2019-02-20",10.03
"296","2019-02-21",10.03
"297","2019-02-22",10.26
"298","2019-02-25",9.82
"299","2019-02-26",9.62
"300","2019-02-27",9.3
"301","2019-02-28",9.26
"302","2019-03-01",9.18
"303","2019-03-04",9.14
"304","2019-03-05",9.24
"305","2019-03-06",8.59
"306","2019-03-07",8.58
"307","2019-03-08",8.68
"308","2019-03-11",8.49
"309","2019-03-12",8.89
"310","2019-03-13",8.85
"311","2019-03-14",8.95
"312","2019-03-15",8.9
"313","2019-03-18",8.97
"314","2019-03-19",9.07
"315","2019-03-20",8.89
"316","2019-03-21",8.86
"317","2019-03-22",8.35
"318","2019-03-25",8.37
"319","2019-03-26",8.44
"320","2019-03-27",8.32
"321","2019-03-28",8.34
"322","2019-03-29",8.34
"323","2019-04-01",8.58
"324","2019-04-02",8.36
"325","2019-04-03",8.31
"326","2019-04-04",8.48
"327","2019-04-05",8.49
"328","2019-04-08",8.37
"329","2019-04-09",8.15
"330","2019-04-10",8.34
"331","2019-04-11",8.41
"332","2019-04-12",8.55
"333","2019-04-15",8.57
"334","2019-04-16",8.47
"335","2019-04-17",8.4
"336","2019-04-18",8.38
"337","2019-04-22",8.32
"338","2019-04-23",8.37
"339","2019-04-24",8.34
"340","2019-04-25",8.25
"341","2019-04-26",8.35
"342","2019-04-29",8.54
"343","2019-04-30",8.52
"344","2019-05-01",8.65
"345","2019-05-02",8.35
"346","2019-05-03",8.62
"347","2019-05-06",8.57
"348","2019-05-07",8.38
"349","2019-05-08",8.17
"350","2019-05-09",7.59
"351","2019-05-10",7.76
"352","2019-05-13",7.77
"353","2019-05-14",8
"354","2019-05-15",8.27
"355","2019-05-16",8.44
"356","2019-05-17",8.52
"357","2019-05-20",8.43
"358","2019-05-21",8.68
"359","2019-05-22",8.56
"360","2019-05-23",8.55
"361","2019-05-24",8.81
"362","2019-05-28",8.71
"363","2019-05-29",8.54
"364","2019-05-30",8.29
"365","2019-05-31",7.98
"366","2019-06-03",7.95
"367","2019-06-04",8.11
"368","2019-06-05",8.13
"369","2019-06-06",8.09
"370","2019-06-07",8.32
"371","2019-06-10",8.48
"372","2019-06-11",8.47
"373","2019-06-12",8.34
"374","2019-06-13",8.44
"375","2019-06-14",8.36
"376","2019-06-17",8.47
"377","2019-06-18",8.64
"378","2019-06-19",8.8
"379","2019-06-20",8.94
"380","2019-06-21",8.82
"381","2019-06-24",8.73
"382","2019-06-25",8.74
"383","2019-06-26",8.77
"384","2019-06-27",8.86
"385","2019-06-28",8.98
"386","2019-07-01",9.14
"387","2019-07-02",9.19
"388","2019-07-03",9.31
"389","2019-07-05",9.31
"390","2019-07-08",9.22
"391","2019-07-09",9.12
"392","2019-07-10",9.21
"393","2019-07-11",9.65
"394","2019-07-12",9.76
"395","2019-07-15",9.75
"396","2019-07-16",9.75
"397","2019-07-17",9.85
"398","2019-07-18",9.94
"399","2019-07-19",9.92
"400","2019-07-22",9.63
"401","2019-07-23",9.78
"402","2019-07-24",9.89
"403","2019-07-25",9.79
"404","2019-07-26",9.85
"405","2019-07-29",9.79
"406","2019-07-30",9.96
"407","2019-07-31",9.86
"408","2019-08-01",9.99
"409","2019-08-02",9.42
"410","2019-08-05",8.72
"411","2019-08-06",8.79
"412","2019-08-07",9.01
"413","2019-08-08",9.26
"414","2019-08-09",9.25
"415","2019-08-12",8.98
"416","2019-08-13",9.07
"417","2019-08-14",8.74
"418","2019-08-15",8.59
"419","2019-08-16",8.74
"420","2019-08-19",8.92
"421","2019-08-20",8.79
"422","2019-08-21",8.9
"423","2019-08-22",8.65
"424","2019-08-23",8.18
"425","2019-08-26",8.35
"426","2019-08-27",8.43
"427","2019-08-28",8.54
"428","2019-08-29",8.61
"429","2019-08-30",8.68
"430","2019-09-03",8.54
"431","2019-09-04",8.62
"432","2019-09-05",8.84
"433","2019-09-06",8.82
"434","2019-09-09",9.33
"435","2019-09-10",9.61
"436","2019-09-11",10.03
"437","2019-09-12",10.08
"438","2019-09-13",10.11
"439","2019-09-16",10.37
"440","2019-09-17",9.82
"441","2019-09-18",9.64
"442","2019-09-19",9.58
"443","2019-09-20",9.48
"444","2019-09-23",9.45
"445","2019-09-24",9.1
"446","2019-09-25",9.265
"447","2019-09-26",9.28
"448","2019-09-27",9.25
"449","2019-09-30",9.06
"450","2019-10-01",8.79
"451","2019-10-02",8.67
"452","2019-10-03",8.98
"453","2019-10-04",9.16
"454","2019-10-07",9.06
"455","2019-10-08",8.835
"456","2019-10-09",8.9
"457","2019-10-10",8.83
"458","2019-10-11",9.12
"459","2019-10-14",9.105
"460","2019-10-15",9.2
"461","2019-10-16",9.23
"462","2019-10-17",9.28
"463","2019-10-18",9.45
"464","2019-10-21",9.95
"465","2019-10-22",9.92
"466","2019-10-23",9.96
"467","2019-10-24",9.72
"468","2019-10-25",9.88
"469","2019-10-28",9.88
"470","2019-10-29",9.93
"471","2019-10-30",10.69
"472","2019-10-31",10.62
"473","2019-11-01",11.33
"474","2019-11-04",11.73
"475","2019-11-05",11.6
"476","2019-11-06",11.6
"477","2019-11-07",11.82
"478","2019-11-08",12.08
"479","2019-11-11",12.47
"480","2019-11-12",12.37
"481","2019-11-13",12.31
"482","2019-11-14",12.2
"483","2019-11-15",12.53
"484","2019-11-18",12.45
"485","2019-11-19",12.52
"486","2019-11-20",12.8
"487","2019-11-21",12.96
"488","2019-11-22",12.79
"489","2019-11-25",13.12
"490","2019-11-26",13.18
"491","2019-11-27",13.15
"492","2019-11-29",13.05
"493","2019-12-02",13.03
"494","2019-12-03",13.04
"495","2019-12-04",13.3
"496","2019-12-05",13.26
"497","2019-12-06",13.24
"498","2019-12-09",13.22
"499","2019-12-10",13.52
"500","2019-12-11",13.24
"501","2019-12-12",13.38
"502","2019-12-13",13.29
"503","2019-12-16",13.515
"504","2019-12-17",13.32
"505","2019-12-18",13.54
"506","2019-12-19",13.61
"507","2019-12-20",13.7
"508","2019-12-23",13.54
"509","2019-12-24",13.56
"510","2019-12-26",13.63
"511","2019-12-27",13.45
"512","2019-12-30",13.47
"513","2019-12-31",13.455
"514","2020-01-02",12.81
"515","2020-01-03",12.84
"516","2020-01-06",12.53
"517","2020-01-07",12.39
"518","2020-01-08",12.19
"519","2020-01-09",12.27
"520","2020-01-10",11.87
"521","2020-01-13",11.7
"522","2020-01-14",11.89
"523","2020-01-15",12.13
"524","2020-01-16",12.1
"525","2020-01-17",12.19
"526","2020-01-21",11.99
"527","2020-01-22",11.9
"528","2020-01-23",12.215
"529","2020-01-24",11.92
"530","2020-01-27",11.93
"531","2020-01-28",11.94
"532","2020-01-29",11.89
"533","2020-01-30",11.94
"534","2020-01-31",11.77
"535","2020-02-03",11.9
"536","2020-02-04",12.2
"537","2020-02-05",12.35
"538","2020-02-06",12.26
"539","2020-02-07",11.83
"540","2020-02-10",12.12
"541","2020-02-11",11.73
"542","2020-02-12",12.06
"543","2020-02-13",11.79
"544","2020-02-14",11.46
"545","2020-02-18",11.32
"546","2020-02-19",11.785
"547","2020-02-20",12.04
"548","2020-02-21",11.69
"549","2020-02-24",11.09
"550","2020-02-25",10.62
"551","2020-02-26",10.715
"552","2020-02-27",9.99
"553","2020-02-28",9.55
"554","2020-03-02",10.11
"555","2020-03-03",9.7
"556","2020-03-04",9.73
"557","2020-03-05",9.22
"558","2020-03-06",8.78
"559","2020-03-09",7.46
"560","2020-03-10",7.84
"561","2020-03-11",7.01
"562","2020-03-12",6.27
"563","2020-03-13",6.57
"564","2020-03-16",5.15
"565","2020-03-17",4.58
"566","2020-03-18",2.5
"567","2020-03-19",4.15
"568","2020-03-20",3.87
"569","2020-03-23",3.84
"570","2020-03-24",4.35
"571","2020-03-25",4.4
"572","2020-03-26",5.38
"573","2020-03-27",5.13
"574","2020-03-30",4.81
"575","2020-03-31",4.25
"576","2020-04-01",3.41
"577","2020-04-02",2.99
"578","2020-04-03",2.87
"579","2020-04-06",3.12
"580","2020-04-07",3.43
"581","2020-04-08",3.78
"582","2020-04-09",4.14
"583","2020-04-13",3.91
"584","2020-04-14",4.05
"585","2020-04-15",3.84
"586","2020-04-16",3.54
"587","2020-04-17",3.54
"588","2020-04-20",3.51
"589","2020-04-21",3.34
"590","2020-04-22",3.23
"591","2020-04-23",3.3
"592","2020-04-24",3.52
"593","2020-04-27",3.85
"594","2020-04-28",3.84
"595","2020-04-29",4.1
"596","2020-04-30",3.88
"597","2020-05-01",3.56
"598","2020-05-04",3.64
"599","2020-05-05",3.79
"600","2020-05-06",3.51
"601","2020-05-07",3.59
"602","2020-05-08",4.18
"603","2020-05-11",3.76
"604","2020-05-12",3.63
"605","2020-05-13",3.47
"606","2020-05-14",3.63
"607","2020-05-15",3.57
"608","2020-05-18",3.83
"609","2020-05-19",3.61
"610","2020-05-20",3.99
"611","2020-05-21",3.91
"612","2020-05-22",3.74
"613","2020-05-26",4.14
"614","2020-05-27",4.54
"615","2020-05-28",4.6
"616","2020-05-29",4.25
"617","2020-06-01",4.23
"618","2020-06-02",4.35
"619","2020-06-03",5.78
"620","2020-06-04",5.6
"621","2020-06-05",6.39
"622","2020-06-08",6.58
"623","2020-06-09",6.235
"624","2020-06-10",5.61
"625","2020-06-11",4.905
"626","2020-06-12",4.91
"627","2020-06-15",5.18
"628","2020-06-16",5.28
"629","2020-06-17",4.89
"630","2020-06-18",4.845
"631","2020-06-19",4.775
"632","2020-06-22",4.815
"633","2020-06-23",4.91
"634","2020-06-24",4.61
"635","2020-06-25",4.75
"636","2020-06-26",4.47
"637","2020-06-29",4.73
"638","2020-06-30",4.86
"639","2020-07-01",4.7
"640","2020-07-02",4.59
"641","2020-07-06",4.72
"642","2020-07-07",4.41
"643","2020-07-08",4.46
"644","2020-07-09",4.2
"645","2020-07-10",4.41
"646","2020-07-13",4.205
"647","2020-07-14",4.08
"648","2020-07-15",4.395
"649","2020-07-16",4.29
"650","2020-07-17",4.16
"651","2020-07-20",4.08
"652","2020-07-21",4.02
"653","2020-07-22",4.15
"654","2020-07-23",4.09
"655","2020-07-24",4.04
"656","2020-07-27",3.99
"657","2020-07-28",4.14
"658","2020-07-29",4.29
"659","2020-07-30",4.3
"660","2020-07-31",4.07
"661","2020-08-03",3.96
"662","2020-08-04",4.03
"663","2020-08-05",4.22
"664","2020-08-06",4.16
"665","2020-08-07",4.44
"666","2020-08-10",4.735
"667","2020-08-11",4.765
"668","2020-08-12",4.73
"669","2020-08-13",4.58
"670","2020-08-14",4.63
"671","2020-08-17",4.62
"672","2020-08-18",4.3
"673","2020-08-19",4.275
"674","2020-08-20",4.26
"675","2020-08-21",4.18
"676","2020-08-24",4.33
"677","2020-08-25",4.29
"678","2020-08-26",4.25
"679","2020-08-27",4.3
"680","2020-08-28",4.455
"681","2020-08-31",4.43
"682","2020-09-01",4.28
"683","2020-09-02",4.41
"684","2020-09-03",4.34
"685","2020-09-04",4.32
"686","2020-09-08",4.5
"687","2020-09-09",4.43
"688","2020-09-10",4.35
"689","2020-09-11",4.25
"690","2020-09-14",4.46
"691","2020-09-15",4.66
"692","2020-09-16",4.6
"693","2020-09-17",4.55
"694","2020-09-18",4.385
"695","2020-09-21",4.08
"696","2020-09-22",4.15
"697","2020-09-23",4.09
"698","2020-09-24",4.09
"699","2020-09-25",4.22
"700","2020-09-28",4.32
"701","2020-09-29",4.29
"702","2020-09-30",4.32
"703","2020-10-01",4.62
"704","2020-10-02",4.65
"705","2020-10-05",4.65
"706","2020-10-06",4.92
"707","2020-10-07",4.79
"708","2020-10-08",5
"709","2020-10-09",4.99
"710","2020-10-12",4.99
"711","2020-10-13",4.94
"712","2020-10-14",5.06
"713","2020-10-15",5.2
"714","2020-10-16",5.14
"715","2020-10-19",5
"716","2020-10-20",4.98
"717","2020-10-21",4.82
"718","2020-10-22",4.99
"719","2020-10-23",5.01
"720","2020-10-26",4.64
"721","2020-10-27",4.57
"722","2020-10-28",4.34
"723","2020-10-29",4.71
"724","2020-10-30",4.735
"725","2020-11-02",4.84
"726","2020-11-03",4.93
"727","2020-11-04",4.945
"728","2020-11-05",5.59
"729","2020-11-06",5.61
"730","2020-11-09",6.63
"731","2020-11-10",6.65
"732","2020-11-11",6.44
"733","2020-11-12",6.13
"734","2020-11-13",6.31
"735","2020-11-16",6.58
"736","2020-11-17",6.57
"737","2020-11-18",6.26
"738","2020-11-19",6.32
"739","2020-11-20",6.33
"740","2020-11-23",6.79
"741","2020-11-24",7.28
"742","2020-11-25",7.21
"743","2020-11-27",7.18
