"","date","WRTC"
"174","2019-02-05",4.3
"175","2019-02-06",4.25
"176","2019-02-07",4.15
"177","2019-02-08",4.42
"178","2019-02-11",4.48
"179","2019-02-12",4.18
"180","2019-02-13",4.15
"181","2019-02-14",4.28
"182","2019-02-15",4.29
"183","2019-02-19",4.23
"184","2019-02-20",4.44
"185","2019-02-21",4.64
"186","2019-02-22",4.7
"187","2019-02-25",4.42
"188","2019-02-26",4.75
"189","2019-02-27",4.66
"190","2019-02-28",4.82
"191","2019-03-01",5.15
"192","2019-03-04",5.6
"193","2019-03-05",5.542
"194","2019-03-06",5.6
"195","2019-03-07",5.54
"196","2019-03-08",5.95
"197","2019-03-11",6.2
"198","2019-03-12",6.6
"199","2019-03-13",5.8
"200","2019-03-14",5.93
"201","2019-03-15",5.41
"202","2019-03-18",5.34
"203","2019-03-19",6
"204","2019-03-20",6.2
"205","2019-03-21",6.07
"206","2019-03-22",6.54
"207","2019-03-25",6.25
"208","2019-03-26",6.3
"209","2019-03-27",6.52
"210","2019-03-28",6.8
"211","2019-03-29",7.1
"212","2019-04-01",6.92
"213","2019-04-02",6.96
"214","2019-04-03",6.87
"215","2019-04-04",6.5
"216","2019-04-05",6.38
"217","2019-04-08",6.9
"218","2019-04-09",7.02
"219","2019-04-10",7.32
"220","2019-04-11",7.45
"221","2019-04-12",7.5
"222","2019-04-15",7.8
"223","2019-04-16",7.6
"224","2019-04-17",7.97
"225","2019-04-18",7.91
"226","2019-04-22",7.8
"227","2019-04-23",7.43
"228","2019-04-24",7.2
"229","2019-04-25",7.05
"230","2019-04-26",6.79
"231","2019-04-29",6.75
"232","2019-04-30",6.76
"233","2019-05-01",6.7
"234","2019-05-02",6.62
"235","2019-05-03",6.83
"236","2019-05-06",6.83
"237","2019-05-07",6.73
"238","2019-05-08",6.66
"239","2019-05-09",6.81
"240","2019-05-10",6.73
"241","2019-05-13",6.63
"242","2019-05-14",6.65
"243","2019-05-15",6.75
"244","2019-05-16",7.04
"245","2019-05-17",6.99
"246","2019-05-20",6.96
"247","2019-05-21",7.15
"248","2019-05-22",7.24
"249","2019-05-23",6.99
"250","2019-05-24",7.13
"251","2019-05-28",6.93
"252","2019-05-29",6.04
"253","2019-05-30",6.17
"254","2019-05-31",6.19
"255","2019-06-03",6.05
"256","2019-06-04",6.08
"257","2019-06-05",6.78
"258","2019-06-06",6.7
"259","2019-06-07",6.86
"260","2019-06-10",6.8
"261","2019-06-11",6.68
"262","2019-06-12",6.95
"263","2019-06-13",7.04
"264","2019-06-14",6.77
"265","2019-06-17",6.47
"266","2019-06-18",6.49
"267","2019-06-19",6.4
"268","2019-06-20",6.65
"269","2019-06-21",6.45
"270","2019-06-24",6.09
"271","2019-06-25",6.12
"272","2019-06-26",6.39
"273","2019-06-27",5.84
"274","2019-06-28",6.22
"275","2019-07-01",6.08
"276","2019-07-02",6.11
"277","2019-07-03",6.01
"278","2019-07-05",5.63
"279","2019-07-08",5.64
"280","2019-07-09",5.66
"281","2019-07-10",5.47
"282","2019-07-11",5.26
"283","2019-07-12",5.11
"284","2019-07-15",5.27
"285","2019-07-16",5.33
"286","2019-07-17",5.34
"287","2019-07-18",5.07
"288","2019-07-19",5.1
"289","2019-07-22",5.1
"290","2019-07-23",5.07
"291","2019-07-24",5.05
"292","2019-07-25",4.34
"293","2019-07-26",4.37
"294","2019-07-29",3.95
"295","2019-07-30",4.87
"296","2019-07-31",4.82
"297","2019-08-01",4.62
"298","2019-08-02",4.44
"299","2019-08-05",4.28
"300","2019-08-06",4.12
"301","2019-08-07",4.04
"302","2019-08-08",4.265
"303","2019-08-09",4.48
"304","2019-08-12",4.45
"305","2019-08-13",4.5
"306","2019-08-14",4.36
"307","2019-08-15",4.185
"308","2019-08-16",4.23
"309","2019-08-19",4.44
"310","2019-08-20",4.38
"311","2019-08-21",4.45
"312","2019-08-22",4.22
"313","2019-08-23",4.14
"314","2019-08-26",4.09
"315","2019-08-27",3.87
"316","2019-08-28",3.83
"317","2019-08-29",4
"318","2019-08-30",4.15
"319","2019-09-03",4.01
"320","2019-09-04",3.99
"321","2019-09-05",4.25
"322","2019-09-06",4.34
"323","2019-09-09",4.1
"324","2019-09-10",4.17
"325","2019-09-11",4.42
"326","2019-09-12",4.29
"327","2019-09-13",4.15
"328","2019-09-16",4.16
"329","2019-09-17",4.26
"330","2019-09-18",4.33
"331","2019-09-19",4.34
"332","2019-09-20",4.24
"333","2019-09-23",4.29
"334","2019-09-24",4.19
"335","2019-09-25",4.17
"336","2019-09-26",4.05
"337","2019-09-27",3.98
"338","2019-09-30",4.08
"339","2019-10-01",3.94
"340","2019-10-02",3.9
"341","2019-10-03",3.95
"342","2019-10-04",4.01
"343","2019-10-07",3.76
"344","2019-10-08",3.66
"345","2019-10-09",3.67
"346","2019-10-10",3.61
"347","2019-10-11",3.39
"348","2019-10-14",3.47
"349","2019-10-15",3.87
"350","2019-10-16",3.52
"351","2019-10-17",3.45
"352","2019-10-18",3.59
"353","2019-10-21",3.75
"354","2019-10-22",3.6
"355","2019-10-23",3.56
"356","2019-10-24",3.525
"357","2019-10-25",3.44
"358","2019-10-28",3.46
"359","2019-10-29",3.7
"360","2019-10-30",3.69
"361","2019-10-31",3.93
"362","2019-11-01",3.52
"363","2019-11-04",3.5
"364","2019-11-05",3.42
"365","2019-11-06",3.22
"366","2019-11-07",3.39
"367","2019-11-08",3.6
"368","2019-11-11",3.56
"369","2019-11-12",3.78
"370","2019-11-13",3.85
"371","2019-11-14",4.31
"372","2019-11-15",4.35
"373","2019-11-18",3.99
"374","2019-11-19",3.81
"375","2019-11-20",4.15
"376","2019-11-21",4.22
"377","2019-11-22",4.41
"378","2019-11-25",4.835
"379","2019-11-26",4.79
"380","2019-11-27",4.63
"381","2019-11-29",4.57
"382","2019-12-02",4.31
"383","2019-12-03",5.05
"384","2019-12-04",5.3
"385","2019-12-05",5.73
"386","2019-12-06",5.7
"387","2019-12-09",5.89
"388","2019-12-10",6.4
"389","2019-12-11",6.49
"390","2019-12-12",6.1
"391","2019-12-13",6.6
"392","2019-12-16",6.53
"393","2019-12-17",6.29
"394","2019-12-18",6.46
"395","2019-12-19",6.38
"396","2019-12-20",6.49
"397","2019-12-23",6.7
"398","2019-12-24",6.76
"399","2019-12-26",6.76
"400","2019-12-27",6.4
"401","2019-12-30",6.47
"402","2019-12-31",6.39
"403","2020-01-02",6.36
"404","2020-01-03",6.26
"405","2020-01-06",5.775
"406","2020-01-07",5.89
"407","2020-01-08",5.68
"408","2020-01-09",6.05
"409","2020-01-10",5.9
"410","2020-01-13",5.82
"411","2020-01-14",5.57
"412","2020-01-15",5.71
"413","2020-01-16",5.79
"414","2020-01-17",5.99
"415","2020-01-21",7.05
"416","2020-01-22",7.27
"417","2020-01-23",6.995
"418","2020-01-24",7.1
"419","2020-01-27",6.8
"420","2020-01-28",7
"421","2020-01-29",7.09
"422","2020-01-30",7
"423","2020-01-31",6.67
"424","2020-02-03",6.52
"425","2020-02-04",6.43
"426","2020-02-05",6.58
"427","2020-02-06",6.78
"428","2020-02-07",6.93
"429","2020-02-10",7.08
"430","2020-02-11",6.8
"431","2020-02-12",6.91
"432","2020-02-13",6.95
"433","2020-02-14",6.75
"434","2020-02-18",6.92
"435","2020-02-19",7.48
"436","2020-02-20",7.5
"437","2020-02-21",7.59
"438","2020-02-24",6.86
"439","2020-02-25",5.95
"440","2020-02-26",6.29
"441","2020-02-27",6.29
"442","2020-02-28",5.88
"443","2020-03-02",6.32
"444","2020-03-03",6.24
"445","2020-03-04",6.44
"446","2020-03-05",6.28
"447","2020-03-06",6.18
"448","2020-03-09",5.67
"449","2020-03-10",5.76
"450","2020-03-11",5.06
"451","2020-03-12",4.75
"452","2020-03-13",4.75
"453","2020-03-16",3.88
"454","2020-03-17",4.14
"455","2020-03-18",3.54
"456","2020-03-19",3.64
"457","2020-03-20",3.58
"458","2020-03-23",3.36
"459","2020-03-24",4.1
"460","2020-03-25",4.22
"461","2020-03-26",4.25
"462","2020-03-27",4.18
"463","2020-03-30",4.24
"464","2020-03-31",4.26
"465","2020-04-01",4
"466","2020-04-02",3.98
"467","2020-04-03",3.94
"468","2020-04-06",4.1
"469","2020-04-07",3.96
"470","2020-04-08",4.07
"471","2020-04-09",4.36
"472","2020-04-13",4.31
"473","2020-04-14",4.24
"474","2020-04-15",4.13
"475","2020-04-16",4.12
"476","2020-04-17",4.22
"477","2020-04-20",4.67
"478","2020-04-21",4.54
"479","2020-04-22",4.5
"480","2020-04-23",4.6
"481","2020-04-24",4.71
"482","2020-04-27",4.8
"483","2020-04-28",4.81
"484","2020-04-29",5.09
"485","2020-04-30",4.85
"486","2020-05-01",4.53
"487","2020-05-04",4.7
"488","2020-05-05",4.8
"489","2020-05-06",4.77
"490","2020-05-07",4.95
"491","2020-05-08",4.89
"492","2020-05-11",4.91
"493","2020-05-12",4.74
"494","2020-05-13",4.3
"495","2020-05-14",4.42
"496","2020-05-15",4.46
"497","2020-05-18",4.54
"498","2020-05-19",4.53
"499","2020-05-20",4.39
"500","2020-05-21",4.82
"501","2020-05-22",4.62
"502","2020-05-26",4.78
"503","2020-05-27",4.98
"504","2020-05-28",5.06
"505","2020-05-29",6.45
"506","2020-06-01",7.76
"507","2020-06-02",9.36
"508","2020-06-03",8.16
"509","2020-06-04",8.58
"510","2020-06-05",7.83
"511","2020-06-08",7.275
"512","2020-06-09",6.875
"513","2020-06-10",7.11
"514","2020-06-11",6.16
"515","2020-06-12",8.05
"516","2020-06-15",8.66
"517","2020-06-16",8.56
"518","2020-06-17",8.42
"519","2020-06-18",9.69
"520","2020-06-19",9.84
"521","2020-06-22",8.895
"522","2020-06-23",9.54
"523","2020-06-24",9.48
"524","2020-06-25",9.64
"525","2020-06-26",9.38
"526","2020-06-29",9.86
"527","2020-06-30",10.48
"528","2020-07-01",10.22
"529","2020-07-02",11.15
"530","2020-07-06",13.09
"531","2020-07-07",12.43
"532","2020-07-08",12.44
"533","2020-07-09",12.3
"534","2020-07-10",12.22
"535","2020-07-13",10.98
"536","2020-07-14",12.04
"537","2020-07-15",12.045
"538","2020-07-16",13.3
"539","2020-07-17",13.35
"540","2020-07-20",12.945
"541","2020-07-21",11.89
"542","2020-07-22",11.34
"543","2020-07-23",11.44
"544","2020-07-24",11.07
"545","2020-07-27",11.85
"546","2020-07-28",11.59
"547","2020-07-29",11.22
"548","2020-07-30",11.49
"549","2020-07-31",9.8
"550","2020-08-03",10.18
"551","2020-08-04",9.79
"552","2020-08-05",10.35
"553","2020-08-06",9.95
"554","2020-08-07",9.26
"555","2020-08-10",9.57
"556","2020-08-11",8.58
"557","2020-08-12",8.24
"558","2020-08-13",8.43
"559","2020-08-14",8.31
"560","2020-08-17",8.73
"561","2020-08-18",8.57
"562","2020-08-19",8.32
"563","2020-08-20",8.18
"564","2020-08-21",8.045
"565","2020-08-24",7.75
"566","2020-08-25",8.77
"567","2020-08-26",8.59
"568","2020-08-27",8.27
"569","2020-08-28",8.64
"570","2020-08-31",8.7
"571","2020-09-01",9.45
"572","2020-09-02",9.46
"573","2020-09-03",8.36
"574","2020-09-04",8.09
"575","2020-09-08",7.63
"576","2020-09-09",7.99
"577","2020-09-10",7.89
"578","2020-09-11",7.73
"579","2020-09-14",8.05
"580","2020-09-15",8.03
"581","2020-09-16",8.35
"582","2020-09-17",8.34
"583","2020-09-18",8.82
"584","2020-09-21",8.45
"585","2020-09-22",8.14
"586","2020-09-23",6.07
"587","2020-09-24",6.71
"588","2020-09-25",6.86
"589","2020-09-28",6.5
"590","2020-09-29",6.99
"591","2020-09-30",6.77
"592","2020-10-01",6.89
"593","2020-10-02",6.58
"594","2020-10-05",6.35
"595","2020-10-06",6.07
"596","2020-10-07",6.06
"597","2020-10-08",6.24
"598","2020-10-09",6.38
"599","2020-10-12",6.16
"600","2020-10-13",6.19
"601","2020-10-14",6.4
"602","2020-10-15",6.19
"603","2020-10-16",6.05
"604","2020-10-19",6.035
"605","2020-10-20",5.61
"606","2020-10-21",5.38
"607","2020-10-22",5.58
"608","2020-10-23",5.6
"609","2020-10-26",5.68
"610","2020-10-27",5.4
"611","2020-10-28",5.16
"612","2020-10-29",5.09
"613","2020-10-30",5.17
"614","2020-11-02",5.61
"615","2020-11-03",6.21
"616","2020-11-04",6
"617","2020-11-05",6.08
"618","2020-11-06",6.34
"619","2020-11-09",5.97
"620","2020-11-10",6.28
"621","2020-11-11",6.07
"622","2020-11-12",6.05
"623","2020-11-13",6.09
"624","2020-11-16",6.29
"625","2020-11-17",6.03
"626","2020-11-18",6.01
"627","2020-11-19",6.26
"628","2020-11-20",6
"629","2020-11-23",5.88
"630","2020-11-24",5.35
"631","2020-11-25",5.82
"632","2020-11-27",5.83
