"","date","STG"
"145","2018-10-17",4.92
"146","2018-10-18",4.96
"147","2018-10-19",4.87
"148","2018-10-22",4.96
"149","2018-10-23",4.77
"150","2018-10-24",4.73
"151","2018-10-25",4.56
"152","2018-10-26",4.69
"153","2018-10-29",4.23
"154","2018-10-30",4.27
"155","2018-10-31",4.1
"156","2018-11-01",4.5
"157","2018-11-02",4.45
"158","2018-11-05",4.45
"159","2018-11-06",4.4
"160","2018-11-07",4.4
"161","2018-11-08",4.55
"162","2018-11-09",4.1
"163","2018-11-12",3.97
"164","2018-11-13",4.07
"165","2018-11-14",4.2
"166","2018-11-15",4.3
"167","2018-11-16",3.84
"168","2018-11-19",3.78
"169","2018-11-20",3.78
"170","2018-11-21",4
"171","2018-11-23",3.78
"172","2018-11-26",3.85
"173","2018-11-27",3.79
"174","2018-11-28",3.91
"175","2018-11-29",4.07
"176","2018-11-30",3.97
"177","2018-12-03",3.84
"178","2018-12-04",3.781
"179","2018-12-06",3.81
"180","2018-12-07",3.78
"181","2018-12-10",3.28
"182","2018-12-11",3.35
"183","2018-12-12",3.25
"184","2018-12-13",3.34
"185","2018-12-14",2.98
"186","2018-12-17",2.66
"187","2018-12-18",2.5
"188","2018-12-19",2.49
"189","2018-12-20",2.26
"190","2018-12-21",2.4
"191","2018-12-24",2.7
"192","2018-12-26",2.83
"193","2018-12-27",2.95
"194","2018-12-28",3.05
"195","2018-12-31",3.04
"196","2019-01-02",3.29
"197","2019-01-03",3.49
"198","2019-01-04",3.55
"199","2019-01-07",3.74
"200","2019-01-08",3.73
"201","2019-01-09",3.8
"202","2019-01-10",3.86
"203","2019-01-11",3.95
"204","2019-01-14",3.63
"205","2019-01-15",3.86
"206","2019-01-16",3.95
"207","2019-01-17",3.9
"208","2019-01-18",4.29
"209","2019-01-22",4.31
"210","2019-01-23",4.6
"211","2019-01-24",5.2
"212","2019-01-25",5.47
"213","2019-01-28",5.6
"214","2019-01-29",5.5
"215","2019-01-30",5.25
"216","2019-01-31",5.5
"217","2019-02-01",5.45
"218","2019-02-04",5.499
"219","2019-02-05",5.55
"220","2019-02-06",5.33
"221","2019-02-07",5.35
"222","2019-02-08",5.45
"223","2019-02-11",5.4
"224","2019-02-12",5.3
"225","2019-02-13",5.2
"226","2019-02-14",5.01
"227","2019-02-15",5.26
"228","2019-02-19",5
"229","2019-02-20",5.09
"230","2019-02-21",5.25
"231","2019-02-22",4.89
"232","2019-02-25",4.05
"233","2019-02-26",4.18
"234","2019-02-27",4.25
"235","2019-02-28",4.4
"236","2019-03-01",4
"237","2019-03-04",4.17
"238","2019-03-05",4.24
"239","2019-03-06",4.29
"240","2019-03-07",4.38
"241","2019-03-08",4.12
"242","2019-03-11",4.17
"243","2019-03-12",4.2
"244","2019-03-13",4.6
"245","2019-03-14",4.25
"246","2019-03-15",4.24
"247","2019-03-18",4.17
"248","2019-03-19",4.17
"249","2019-03-20",4.229
"250","2019-03-21",4.3
"251","2019-03-22",4.1
"252","2019-03-25",3.96
"253","2019-03-26",3.95
"254","2019-03-27",3.62
"255","2019-03-28",3.58
"256","2019-03-29",3.6
"257","2019-04-01",3.71
"258","2019-04-02",3.67
"259","2019-04-03",3.5
"260","2019-04-04",3.64
"261","2019-04-05",3.29
"262","2019-04-08",3.45
"263","2019-04-09",3.44
"264","2019-04-10",3.46
"265","2019-04-11",3.5
"266","2019-04-12",3.42
"267","2019-04-15",3.38
"268","2019-04-16",3.535
"269","2019-04-17",3.31
"270","2019-04-18",3.15
"271","2019-04-22",2.96
"272","2019-04-23",3.12
"273","2019-04-24",3.05
"274","2019-04-25",3.03
"275","2019-04-26",2.94
"276","2019-04-29",2.96
"277","2019-04-30",2.97
"278","2019-05-01",3.06
"279","2019-05-02",2.95
"280","2019-05-03",3
"281","2019-05-06",2.94
"282","2019-05-07",2.95
"283","2019-05-08",2.95
"284","2019-05-09",2.9
"285","2019-05-10",2.9
"286","2019-05-13",2.99
"287","2019-05-14",2.92
"288","2019-05-15",2.92
"289","2019-05-16",2.97
"290","2019-05-17",2.88
"291","2019-05-20",2.8
"292","2019-05-21",2.77
"293","2019-05-22",2.94
"294","2019-05-23",2.8
"295","2019-05-24",2.88
"296","2019-05-28",2.94
"297","2019-05-29",2.75
"298","2019-05-30",2.84
"299","2019-05-31",2.68
"300","2019-06-03",2.7
"301","2019-06-04",2.64
"302","2019-06-05",2.61
"303","2019-06-06",2.615
"304","2019-06-07",2.55
"305","2019-06-10",2.5
"306","2019-06-11",2.26
"307","2019-06-12",2.23
"308","2019-06-13",2.1
"309","2019-06-14",2.06
"310","2019-06-17",2.06
"311","2019-06-18",2.07
"312","2019-06-19",2.29
"313","2019-06-20",2.35
"314","2019-06-21",2.35
"315","2019-06-24",2.35
"316","2019-06-25",2.28
"317","2019-06-26",2.28
"318","2019-06-27",2.4
"319","2019-06-28",2.39
"320","2019-07-01",2.39
"321","2019-07-02",2.32
"322","2019-07-03",2.4
"323","2019-07-05",2.4
"324","2019-07-08",2.369
"325","2019-07-09",2.37
"326","2019-07-10",2.4
"327","2019-07-11",2.37
"328","2019-07-12",2.26
"329","2019-07-15",2.25
"330","2019-07-16",2.26
"331","2019-07-17",2.17
"332","2019-07-18",2.08
"333","2019-07-19",2.09
"334","2019-07-22",2.08
"335","2019-07-23",2.15
"336","2019-07-24",2.13
"337","2019-07-25",2.15
"338","2019-07-26",2.15
"339","2019-07-29",2.15
"340","2019-07-30",2.24
"341","2019-07-31",2.19
"342","2019-08-01",2.26
"343","2019-08-02",2.234
"344","2019-08-05",2.28
"345","2019-08-06",2.27
"346","2019-08-07",2.31
"347","2019-08-08",2.31
"348","2019-08-09",2.26
"349","2019-08-12",2.29
"350","2019-08-13",2.22
"351","2019-08-14",2.46
"352","2019-08-15",2.33
"353","2019-08-16",2.33
"354","2019-08-19",2.49
"355","2019-08-20",2.5
"356","2019-08-21",2.6
"357","2019-08-22",2.528
"358","2019-08-23",2.38
"359","2019-08-26",2.38
"360","2019-08-27",2.21
"361","2019-08-28",2.2
"362","2019-08-29",2.13
"363","2019-08-30",2.12
"364","2019-09-03",2.13
"365","2019-09-04",2.15
"366","2019-09-05",2.17
"367","2019-09-06",2.2
"368","2019-09-09",2.18
"369","2019-09-10",2.3
"370","2019-09-11",2.4
"371","2019-09-12",2.5
"372","2019-09-13",2.48
"373","2019-09-16",2.48
"374","2019-09-17",2.68
"375","2019-09-18",2.656
"376","2019-09-19",2.64
"377","2019-09-20",2.68
"378","2019-09-23",2.77
"379","2019-09-24",2.82
"380","2019-09-25",2.83
"381","2019-09-26",2.82
"382","2019-09-27",2.9
"383","2019-09-30",2.95
"384","2019-10-01",2.9
"385","2019-10-02",2.93
"386","2019-10-03",2.82
"387","2019-10-04",2.82
"388","2019-10-07",2.693
"389","2019-10-08",2.54
"390","2019-10-09",2.72
"391","2019-10-10",2.73
"392","2019-10-11",2.868
"393","2019-10-14",2.891
"394","2019-10-15",2.71
"395","2019-10-16",2.83
"396","2019-10-17",2.8
"397","2019-10-18",2.8
"398","2019-10-21",2.75
"399","2019-10-22",2.63
"400","2019-10-23",2.63
"401","2019-10-24",2.66
"402","2019-10-25",2.41
"403","2019-10-28",2.46
"404","2019-10-29",2.46
"405","2019-10-30",2.555
"406","2019-10-31",2.54
"407","2019-11-01",2.46
"408","2019-11-04",2.45
"409","2019-11-05",2.46
"410","2019-11-06",2.72
"411","2019-11-07",2.64
"412","2019-11-08",2.6
"413","2019-11-11",2.46
"414","2019-11-12",2.52
"415","2019-11-13",2.52
"416","2019-11-14",2.45
"417","2019-11-15",2.57
"418","2019-11-18",2.55
"419","2019-11-19",2.57
"420","2019-11-20",2.6
"421","2019-11-21",2.61
"422","2019-11-22",2.45
"423","2019-11-25",2.48
"424","2019-11-26",2.53
"425","2019-11-27",2.78
"426","2019-11-29",2.65
"427","2019-12-02",2.66
"428","2019-12-03",2.68
"429","2019-12-04",2.65
"430","2019-12-05",2.65
"431","2019-12-06",2.55
"432","2019-12-09",2.46
"433","2019-12-10",2.55
"434","2019-12-11",2.481
"435","2019-12-12",2.56
"436","2019-12-13",2.58
"437","2019-12-16",2.58
"438","2019-12-17",2.58
"439","2019-12-18",2.42
"440","2019-12-19",2.574
"441","2019-12-20",2.49
"442","2019-12-23",2.64
"443","2019-12-24",2.64
"444","2019-12-26",2.69
"445","2019-12-27",2.7
"446","2019-12-30",2.69
"447","2019-12-31",2.57
"448","2020-01-02",2.65
"449","2020-01-03",2.64
"450","2020-01-06",2.68
"451","2020-01-07",2.68
"452","2020-01-08",2.7
"453","2020-01-09",2.66
"454","2020-01-10",2.72
"455","2020-01-13",2.699
"456","2020-01-14",2.64
"457","2020-01-15",2.75
"458","2020-01-16",2.71
"459","2020-01-17",2.7
"460","2020-01-21",2.643
"461","2020-01-22",2.73
"462","2020-01-23",2.73
"463","2020-01-24",2.75
"464","2020-01-27",2.63
"465","2020-01-28",2.655
"466","2020-01-29",2.7
"467","2020-01-30",2.7
"468","2020-01-31",2.7
"469","2020-02-03",2.73
"470","2020-02-04",2.7
"471","2020-02-05",2.7
"472","2020-02-06",2.53
"473","2020-02-07",2.7
"474","2020-02-10",2.66
"475","2020-02-11",2.6
"476","2020-02-12",2.64
"477","2020-02-13",2.69
"478","2020-02-14",2.69
"479","2020-02-18",2.605
"480","2020-02-19",2.69
"481","2020-02-20",2.7
"482","2020-02-21",2.71
"483","2020-02-24",2.57
"484","2020-02-25",2.615
"485","2020-02-26",2.69
"486","2020-02-27",2.68
"487","2020-02-28",2.66
"488","2020-03-02",2.49
"489","2020-03-03",2.49
"490","2020-03-04",2.52
"491","2020-03-05",2.49
"492","2020-03-06",2.45
"493","2020-03-09",2.45
"494","2020-03-10",2.4
"495","2020-03-11",2.43
"496","2020-03-12",2.1
"497","2020-03-13",2.36
"498","2020-03-16",2
"499","2020-03-17",1.65
"500","2020-03-18",1.49
"501","2020-03-19",1.465
"502","2020-03-20",1.5
"503","2020-03-23",1.3
"504","2020-03-24",1.29
"505","2020-03-25",1.3
"506","2020-03-26",1.38
"507","2020-03-27",1.44
"508","2020-03-30",1.45
"509","2020-03-31",1.37
"510","2020-04-01",1.33
"511","2020-04-02",1.15
"512","2020-04-03",1.2
"513","2020-04-06",0.98
"514","2020-04-07",0.85
"515","2020-04-08",0.805
"516","2020-04-09",0.82
"517","2020-04-13",0.977
"518","2020-04-14",1.18
"519","2020-04-15",1.18
"520","2020-04-16",1.18
"521","2020-04-17",1.44
"522","2020-04-20",1.6
"523","2020-04-21",1.63
"524","2020-04-22",1.86
"525","2020-04-23",1.82
"526","2020-04-24",1.77
"527","2020-04-27",1.95
"528","2020-04-28",2.12
"529","2020-04-29",2.03
"530","2020-04-30",1.98
"531","2020-05-01",1.91
"532","2020-05-04",2
"533","2020-05-05",1.97
"534","2020-05-06",2.03
"535","2020-05-07",2.14
"536","2020-05-08",2.41
"537","2020-05-11",2.38
"538","2020-05-12",2.09
"539","2020-05-13",1.83
"540","2020-05-14",1.8
"541","2020-05-15",1.76
"542","2020-05-18",1.738
"543","2020-05-19",1.67
"544","2020-05-20",1.53
"545","2020-05-21",1.57
"546","2020-05-22",1.52
"547","2020-05-26",1.63
"548","2020-05-27",1.47
"549","2020-05-28",1.52
"550","2020-05-29",1.52
"551","2020-06-01",1.56
"552","2020-06-02",1.56
"553","2020-06-03",1.54
"554","2020-06-04",1.55
"555","2020-06-05",1.55
"556","2020-06-08",1.48
"557","2020-06-09",1.46
"558","2020-06-10",1.52
"559","2020-06-11",1.51
"560","2020-06-12",1.49
"561","2020-06-15",1.52
"562","2020-06-16",1.65
"563","2020-06-17",1.5
"564","2020-06-18",1.51
"565","2020-06-19",1.43
"566","2020-06-22",1.41
"567","2020-06-23",1.4
"568","2020-06-24",1.4
"569","2020-06-25",1.38
"570","2020-06-26",1.32
"571","2020-06-29",1.29
"572","2020-06-30",1.34
"573","2020-07-01",1.32
"574","2020-07-02",1.31
"575","2020-07-06",1.39
"576","2020-07-07",1.41
"577","2020-07-08",1.41
"578","2020-07-09",1.36
"579","2020-07-10",1.42
"580","2020-07-13",1.52
"581","2020-07-14",1.49
"582","2020-07-15",1.48
"583","2020-07-16",1.49
"584","2020-07-17",2
"585","2020-07-20",1.66
"586","2020-07-21",2
"587","2020-07-22",1.87
"588","2020-07-23",1.82
"589","2020-07-24",1.81
"590","2020-07-27",1.764
"591","2020-07-28",1.77
"592","2020-07-29",1.9
"593","2020-07-30",1.84
"594","2020-07-31",1.84
"595","2020-08-03",2
"596","2020-08-04",2.07
"597","2020-08-05",1.98
"598","2020-08-06",2.02
"599","2020-08-07",2
"600","2020-08-10",1.97
"601","2020-08-11",1.9
"602","2020-08-12",1.89
"603","2020-08-13",1.92
"604","2020-08-14",1.88
"605","2020-08-17",1.895
"606","2020-08-18",1.91
"607","2020-08-19",1.73
"608","2020-08-20",1.63
"609","2020-08-21",1.56
"610","2020-08-24",1.49
"611","2020-08-25",1.56
"612","2020-08-26",1.48
"613","2020-08-27",1.51
"614","2020-08-28",1.48
"615","2020-08-31",1.59
"616","2020-09-01",1.55
"617","2020-09-02",1.66
"618","2020-09-03",1.84
"619","2020-09-04",1.78
"620","2020-09-08",1.73
"621","2020-09-09",1.8
"622","2020-09-10",1.88
"623","2020-09-11",1.81
"624","2020-09-14",1.89
"625","2020-09-15",1.85
"626","2020-09-16",1.76
"627","2020-09-17",1.77
"628","2020-09-18",1.77
"629","2020-09-21",1.77
"630","2020-09-22",1.71
"631","2020-09-23",1.72
"632","2020-09-24",1.64
"633","2020-09-25",1.62
"634","2020-09-28",1.75
"635","2020-09-29",1.73
"636","2020-09-30",1.69
"637","2020-10-01",1.83
"638","2020-10-02",1.76
"639","2020-10-05",1.68
"640","2020-10-06",1.68
"641","2020-10-07",1.71
"642","2020-10-08",1.74
"643","2020-10-09",1.75
"644","2020-10-12",1.71
"645","2020-10-13",1.62
"646","2020-10-14",1.58
"647","2020-10-15",1.57
"648","2020-10-16",1.54
"649","2020-10-19",1.59
"650","2020-10-20",1.59
"651","2020-10-21",1.549
"652","2020-10-22",1.655
"653","2020-10-23",1.63
"654","2020-10-26",1.68
"655","2020-10-27",1.625
"656","2020-10-28",1.625
"657","2020-10-29",1.62
"658","2020-10-30",1.65
"659","2020-11-02",1.58
"660","2020-11-03",1.65
"661","2020-11-04",1.63
"662","2020-11-05",1.55
"663","2020-11-06",1.535
"664","2020-11-09",1.51
"665","2020-11-10",1.58
"666","2020-11-11",1.595
"667","2020-11-12",1.59
"668","2020-11-13",1.61
"669","2020-11-16",1.565
"670","2020-11-17",1.69
"671","2020-11-18",1.51
"672","2020-11-19",1.545
"673","2020-11-20",1.485
"674","2020-11-23",1.38
"675","2020-11-24",1.4
"676","2020-11-25",1.38
"677","2020-11-27",1.4
