"","date","CLPS"
"119","2018-11-12",5.96
"120","2018-11-13",5.76
"121","2018-11-14",5.81
"122","2018-11-15",5.9
"123","2018-11-16",5.692
"124","2018-11-19",5.893
"125","2018-11-20",5.8
"126","2018-11-21",5.859
"127","2018-11-23",5.92
"128","2018-11-26",5.8
"129","2018-11-27",5.99
"130","2018-11-28",5.93
"131","2018-11-29",5.895
"132","2018-11-30",5.52
"133","2018-12-03",5.75
"134","2018-12-04",5.9
"135","2018-12-06",6.21
"136","2018-12-07",5.99
"137","2018-12-10",5.75
"138","2018-12-11",5.72
"139","2018-12-12",5.36
"140","2018-12-13",5.35
"141","2018-12-14",5.33
"142","2018-12-17",5.346
"143","2018-12-18",4.85
"144","2018-12-19",4.62
"145","2018-12-20",4.62
"146","2018-12-21",4
"147","2018-12-24",3.56
"148","2018-12-26",3.48
"149","2018-12-27",3.32
"150","2018-12-28",2.25
"151","2018-12-31",2.42
"152","2019-01-02",2.26
"153","2019-01-03",2.228
"154","2019-01-04",2.51
"155","2019-01-07",3.106
"156","2019-01-08",6.35
"157","2019-01-09",5.35
"158","2019-01-10",5.02
"159","2019-01-11",5.205
"160","2019-01-14",4.974
"161","2019-01-15",5.37
"162","2019-01-16",6.17
"163","2019-01-17",5.93
"164","2019-01-18",6.05
"165","2019-01-22",5.87
"166","2019-01-23",5.95
"167","2019-01-24",5.772
"168","2019-01-25",5.82
"169","2019-01-28",5.83
"170","2019-01-29",6.28
"171","2019-01-30",6.49
"172","2019-01-31",7.105
"173","2019-02-01",7.248
"174","2019-02-04",7.42
"175","2019-02-05",7.478
"176","2019-02-06",8.37
"177","2019-02-07",9.69
"178","2019-02-08",11.15
"179","2019-02-11",15.73
"180","2019-02-12",15.99
"181","2019-02-13",14.07
"182","2019-02-14",12.488
"183","2019-02-15",12.09
"184","2019-02-19",12.61
"185","2019-02-20",12.97
"186","2019-02-21",13.37
"187","2019-02-22",12.88
"188","2019-02-25",12.55
"189","2019-02-26",11.99
"190","2019-02-27",9.74
"191","2019-02-28",10.01
"192","2019-03-01",10.27
"193","2019-03-04",9.54
"194","2019-03-05",9.2
"195","2019-03-06",9.94
"196","2019-03-07",9.965
"197","2019-03-08",10.147
"198","2019-03-11",10.01
"199","2019-03-12",10.03
"200","2019-03-13",10.04
"201","2019-03-14",9.965
"202","2019-03-15",10.05
"203","2019-03-18",10.29
"204","2019-03-19",10.4
"205","2019-03-20",10.18
"206","2019-03-21",10.6
"207","2019-03-22",10.14
"208","2019-03-25",10
"209","2019-03-26",10.57
"210","2019-03-27",10.22
"211","2019-03-28",9.98
"212","2019-03-29",10.29
"213","2019-04-01",10.07
"214","2019-04-02",9.83
"215","2019-04-03",9.84
"216","2019-04-04",9.65
"217","2019-04-05",9.59
"218","2019-04-08",9.7
"219","2019-04-09",9.77
"220","2019-04-10",9.78
"221","2019-04-11",9.88
"222","2019-04-12",9.62
"223","2019-04-15",9.53
"224","2019-04-16",9.68
"225","2019-04-17",9.75
"226","2019-04-18",9.73
"227","2019-04-22",9.72
"228","2019-04-23",9.78
"229","2019-04-24",9.65
"230","2019-04-25",9.62
"231","2019-04-26",9.2
"232","2019-04-29",9.23
"233","2019-04-30",9.04
"234","2019-05-01",8.19
"235","2019-05-02",7.51
"236","2019-05-03",8
"237","2019-05-06",7.48
"238","2019-05-07",7.19
"239","2019-05-08",7.04
"240","2019-05-09",7.05
"241","2019-05-10",6.98
"242","2019-05-13",7.22
"243","2019-05-14",6.8
"244","2019-05-15",7.23
"245","2019-05-16",7.25
"246","2019-05-17",7.29
"247","2019-05-20",6.91
"248","2019-05-21",6.68
"249","2019-05-22",6.81
"250","2019-05-23",6
"251","2019-05-24",6.2
"252","2019-05-28",6.34
"253","2019-05-29",6.33
"254","2019-05-30",6.14
"255","2019-05-31",6.17
"256","2019-06-03",5.96
"257","2019-06-04",6
"258","2019-06-05",5.9
"259","2019-06-06",5.99
"260","2019-06-07",6.05
"261","2019-06-10",6.01
"262","2019-06-11",5.91
"263","2019-06-12",6.12
"264","2019-06-13",6.01
"265","2019-06-14",5.57
"266","2019-06-17",6.3
"267","2019-06-18",6.34
"268","2019-06-19",6.44
"269","2019-06-20",6.13
"270","2019-06-21",6.36
"271","2019-06-24",5.87
"272","2019-06-25",5.56
"273","2019-06-26",5.7
"274","2019-06-27",5.69
"275","2019-06-28",5.65
"276","2019-07-01",5.8
"277","2019-07-02",5.7
"278","2019-07-03",5.65
"279","2019-07-05",5.959
"280","2019-07-08",5.78
"281","2019-07-09",5.69
"282","2019-07-10",5.48
"283","2019-07-11",5.35
"284","2019-07-12",5.503
"285","2019-07-15",5.53
"286","2019-07-16",5.39
"287","2019-07-17",5.21
"288","2019-07-18",5.48
"289","2019-07-19",5.426
"290","2019-07-22",5.36
"291","2019-07-23",5.36
"292","2019-07-24",5.5
"293","2019-07-25",5.25
"294","2019-07-26",5.45
"295","2019-07-29",5.41
"296","2019-07-30",5.39
"297","2019-07-31",5.4
"298","2019-08-01",5.44
"299","2019-08-02",5.38
"300","2019-08-05",5.31
"301","2019-08-06",5.4
"302","2019-08-07",5.38
"303","2019-08-08",5.36
"304","2019-08-09",5.36
"305","2019-08-12",5.26
"306","2019-08-13",5.27
"307","2019-08-14",5.192
"308","2019-08-15",5.35
"309","2019-08-16",5.33
"310","2019-08-19",5.405
"311","2019-08-20",5.35
"312","2019-08-21",5.23
"313","2019-08-22",5.38
"314","2019-08-23",4.944
"315","2019-08-26",4.875
"316","2019-08-27",4.86
"317","2019-08-28",5.195
"318","2019-08-29",5.05
"319","2019-08-30",5.07
"320","2019-09-03",5.14
"321","2019-09-04",5.11
"322","2019-09-05",5.21
"323","2019-09-06",5.2
"324","2019-09-09",5.02
"325","2019-09-10",5.15
"326","2019-09-11",4.99
"327","2019-09-12",5.23
"328","2019-09-13",5.25
"329","2019-09-16",5.17
"330","2019-09-17",5.35
"331","2019-09-18",5.3
"332","2019-09-19",5.2
"333","2019-09-20",4.97
"334","2019-09-23",5.03
"335","2019-09-24",5.06
"336","2019-09-25",5.2
"337","2019-09-26",5.04
"338","2019-09-27",5.05
"339","2019-09-30",5.08
"340","2019-10-01",5.09
"341","2019-10-02",5.08
"342","2019-10-03",5.06
"343","2019-10-04",5.04
"344","2019-10-07",5.04
"345","2019-10-08",5.07
"346","2019-10-09",5.04
"347","2019-10-10",4.9
"348","2019-10-11",4.92
"349","2019-10-14",4.99
"350","2019-10-15",5
"351","2019-10-16",4.91
"352","2019-10-17",4.87
"353","2019-10-18",4.94
"354","2019-10-21",4.895
"355","2019-10-22",4.87
"356","2019-10-23",4.9
"357","2019-10-24",4.85
"358","2019-10-25",4.71
"359","2019-10-28",4.775
"360","2019-10-29",4.36
"361","2019-10-30",4.59
"362","2019-10-31",4.42
"363","2019-11-01",4.452
"364","2019-11-04",4.06
"365","2019-11-05",4.17
"366","2019-11-06",4
"367","2019-11-07",4.07
"368","2019-11-08",4.02
"369","2019-11-11",3.76
"370","2019-11-12",3.54
"371","2019-11-13",3.472
"372","2019-11-14",3.35
"373","2019-11-15",3.361
"374","2019-11-18",3.3
"375","2019-11-19",3.082
"376","2019-11-20",3.034
"377","2019-11-21",2.84
"378","2019-11-22",2.967
"379","2019-11-25",2.99
"380","2019-11-26",2.97
"381","2019-11-27",2.7
"382","2019-11-29",2.75
"383","2019-12-02",2.724
"384","2019-12-03",2.775
"385","2019-12-04",2.79
"386","2019-12-05",2.76
"387","2019-12-06",2.75
"388","2019-12-09",2.69
"389","2019-12-10",2.81
"390","2019-12-11",2.9
"391","2019-12-12",3.1
"392","2019-12-13",3.24
"393","2019-12-16",3.177
"394","2019-12-17",3.12
"395","2019-12-18",3.41
"396","2019-12-19",3.55
"397","2019-12-20",3.85
"398","2019-12-23",4.35
"399","2019-12-24",6.4
"400","2019-12-26",6.06
"401","2019-12-27",5.58
"402","2019-12-30",5.02
"403","2019-12-31",5
"404","2020-01-02",4.5
"405","2020-01-03",4.75
"406","2020-01-06",4.82
"407","2020-01-07",4.22
"408","2020-01-08",4
"409","2020-01-09",4.14
"410","2020-01-10",4.05
"411","2020-01-13",3.99
"412","2020-01-14",3.985
"413","2020-01-15",3.91
"414","2020-01-16",4.42
"415","2020-01-17",4.01
"416","2020-01-21",3.75
"417","2020-01-22",3.571
"418","2020-01-23",3.53
"419","2020-01-24",3.42
"420","2020-01-27",3.43
"421","2020-01-28",3.43
"422","2020-01-29",3.4
"423","2020-01-30",3.1
"424","2020-01-31",3.08
"425","2020-02-03",3.05
"426","2020-02-04",3.4
"427","2020-02-05",3.07
"428","2020-02-06",3.01
"429","2020-02-07",2.87
"430","2020-02-10",2.92
"431","2020-02-11",2.95
"432","2020-02-12",3.359
"433","2020-02-13",3.159
"434","2020-02-14",3.08
"435","2020-02-18",3.08
"436","2020-02-19",3.08
"437","2020-02-20",3.15
"438","2020-02-21",3.2
"439","2020-02-24",3.11
"440","2020-02-25",2.9
"441","2020-02-26",2.84
"442","2020-02-27",2.56
"443","2020-02-28",2.44
"444","2020-03-02",2.6
"445","2020-03-03",2.64
"446","2020-03-04",2.23
"447","2020-03-05",1.96
"448","2020-03-06",2
"449","2020-03-09",1.68
"450","2020-03-10",1.95
"451","2020-03-11",1.793
"452","2020-03-12",1.865
"453","2020-03-13",1.87
"454","2020-03-16",1.84
"455","2020-03-17",1.78
"456","2020-03-18",1.85
"457","2020-03-19",1.76
"458","2020-03-20",1.78
"459","2020-03-23",1.717
"460","2020-03-24",1.76
"461","2020-03-25",1.91
"462","2020-03-26",2.16
"463","2020-03-27",1.981
"464","2020-03-30",1.83
"465","2020-03-31",2.045
"466","2020-04-01",1.81
"467","2020-04-02",1.73
"468","2020-04-03",1.756
"469","2020-04-06",1.84
"470","2020-04-07",1.92
"471","2020-04-08",1.94
"472","2020-04-09",2
"473","2020-04-13",1.879
"474","2020-04-14",2
"475","2020-04-15",2.146
"476","2020-04-16",2.056
"477","2020-04-17",2.072
"478","2020-04-20",2.03
"479","2020-04-21",1.97
"480","2020-04-22",1.983
"481","2020-04-23",2.027
"482","2020-04-24",2.01
"483","2020-04-27",2.087
"484","2020-04-28",2
"485","2020-04-29",2.094
"486","2020-04-30",2.05
"487","2020-05-01",1.921
"488","2020-05-04",1.99
"489","2020-05-05",2.02
"490","2020-05-06",2.057
"491","2020-05-07",2.06
"492","2020-05-08",2.065
"493","2020-05-11",2.12
"494","2020-05-12",2.03
"495","2020-05-13",2.01
"496","2020-05-14",1.906
"497","2020-05-15",1.91
"498","2020-05-18",1.97
"499","2020-05-19",2.04
"500","2020-05-20",1.96
"501","2020-05-21",2
"502","2020-05-22",1.88
"503","2020-05-26",1.93
"504","2020-05-27",1.8
"505","2020-05-28",1.855
"506","2020-05-29",1.87
"507","2020-06-01",1.92
"508","2020-06-02",1.91
"509","2020-06-03",1.9
"510","2020-06-04",1.89
"511","2020-06-05",1.95
"512","2020-06-08",2.045
"513","2020-06-09",2.07
"514","2020-06-10",2.92
"515","2020-06-11",2.35
"516","2020-06-12",2.79
"517","2020-06-15",2.42
"518","2020-06-16",2.51
"519","2020-06-17",2.52
"520","2020-06-18",2.37
"521","2020-06-19",2.36
"522","2020-06-22",2.32
"523","2020-06-23",2.35
"524","2020-06-24",2.41
"525","2020-06-25",2.4
"526","2020-06-26",2.03
"527","2020-06-29",2.15
"528","2020-06-30",2.16
"529","2020-07-01",2.31
"530","2020-07-02",2.16
"531","2020-07-06",2.31
"532","2020-07-07",2.25
"533","2020-07-08",2.26
"534","2020-07-09",2.36
"535","2020-07-10",2.312
"536","2020-07-13",2.27
"537","2020-07-14",2.15
"538","2020-07-15",3.32
"539","2020-07-16",2.6
"540","2020-07-17",2.65
"541","2020-07-20",2.56
"542","2020-07-21",2.46
"543","2020-07-22",2.42
"544","2020-07-23",2.6
"545","2020-07-24",2.45
"546","2020-07-27",2.61
"547","2020-07-28",2.59
"548","2020-07-29",2.5
"549","2020-07-30",2.48
"550","2020-07-31",2.54
"551","2020-08-03",2.47
"552","2020-08-04",2.46
"553","2020-08-05",2.45
"554","2020-08-06",2.51
"555","2020-08-07",2.49
"556","2020-08-10",2.849
"557","2020-08-11",2.85
"558","2020-08-12",2.71
"559","2020-08-13",3.07
"560","2020-08-14",3.6
"561","2020-08-17",4.05
"562","2020-08-18",3.55
"563","2020-08-19",3.07
"564","2020-08-20",3.11
"565","2020-08-21",3.63
"566","2020-08-24",3.69
"567","2020-08-25",3.95
"568","2020-08-26",3.81
"569","2020-08-27",3.64
"570","2020-08-28",3.76
"571","2020-08-31",3.6
"572","2020-09-01",3.33
"573","2020-09-02",3.72
"574","2020-09-03",3.78
"575","2020-09-04",3.55
"576","2020-09-08",3.46
"577","2020-09-09",3.16
"578","2020-09-10",3.11
"579","2020-09-11",3.045
"580","2020-09-14",2.98
"581","2020-09-15",3.085
"582","2020-09-16",3.187
"583","2020-09-17",3.11
"584","2020-09-18",2.95
"585","2020-09-21",2.86
"586","2020-09-22",2.86
"587","2020-09-23",2.85
"588","2020-09-24",2.84
"589","2020-09-25",2.94
"590","2020-09-28",2.99
"591","2020-09-29",2.89
"592","2020-09-30",2.76
"593","2020-10-01",2.841
"594","2020-10-02",2.75
"595","2020-10-05",2.71
"596","2020-10-06",2.67
"597","2020-10-07",2.64
"598","2020-10-08",2.9
"599","2020-10-09",2.988
"600","2020-10-12",2.895
"601","2020-10-13",3.09
"602","2020-10-14",3.01
"603","2020-10-15",3.09
"604","2020-10-16",3.7
"605","2020-10-19",3.83
"606","2020-10-20",3.35
"607","2020-10-21",3.48
"608","2020-10-22",3.88
"609","2020-10-23",4.33
"610","2020-10-26",3.58
"611","2020-10-27",3.19
"612","2020-10-28",3.21
"613","2020-10-29",3.29
"614","2020-10-30",3.08
"615","2020-11-02",3.06
"616","2020-11-03",3.02
"617","2020-11-04",2.99
"618","2020-11-05",3.1
"619","2020-11-06",2.89
"620","2020-11-09",2.89
"621","2020-11-10",2.92
"622","2020-11-11",2.89
"623","2020-11-12",2.89
"624","2020-11-13",2.8
"625","2020-11-16",3.12
"626","2020-11-17",2.97
"627","2020-11-18",2.88
"628","2020-11-19",2.93
"629","2020-11-20",2.99
"630","2020-11-23",3.12
"631","2020-11-24",3.122
"632","2020-11-25",3.15
"633","2020-11-27",3.15
