"","date","CODX"
"89","2017-11-14",5.55
"90","2017-11-15",5.17
"91","2017-11-16",5.37
"92","2017-11-17",5.32
"93","2017-11-20",5.17
"94","2017-11-21",5.06
"95","2017-11-22",5.22
"96","2017-11-24",5.1
"97","2017-11-27",5.29
"98","2017-11-28",5.19
"99","2017-11-29",5.24
"100","2017-11-30",5.07
"101","2017-12-01",5.14
"102","2017-12-04",4.95
"103","2017-12-05",4.65
"104","2017-12-06",4.98
"105","2017-12-07",4.72
"106","2017-12-08",4.4
"107","2017-12-11",3.8
"108","2017-12-12",4.035
"109","2017-12-13",3.64
"110","2017-12-14",3.4
"111","2017-12-15",3.14
"112","2017-12-18",2.84
"113","2017-12-19",2.73
"114","2017-12-20",2.38
"115","2017-12-21",2.8
"116","2017-12-22",3.07
"117","2017-12-26",3.16
"118","2017-12-27",3.11
"119","2017-12-28",2.88
"120","2017-12-29",2.64
"121","2018-01-02",2.76
"122","2018-01-03",2.78
"123","2018-01-04",2.5
"124","2018-01-05",2.78
"125","2018-01-08",2.79
"126","2018-01-09",3.06
"127","2018-01-10",3.08
"128","2018-01-11",3.16
"129","2018-01-12",3.2
"130","2018-01-16",2.99
"131","2018-01-17",2.93
"132","2018-01-18",3.03
"133","2018-01-19",2.94
"134","2018-01-22",2.97
"135","2018-01-23",2.8
"136","2018-01-24",2.82
"137","2018-01-25",2.91
"138","2018-01-26",2.84
"139","2018-01-29",2.89
"140","2018-01-30",2.93
"141","2018-01-31",2.9
"142","2018-02-01",2.71
"143","2018-02-02",2.57
"144","2018-02-05",2.77
"145","2018-02-06",2.6
"146","2018-02-07",2.68
"147","2018-02-08",2.58
"148","2018-02-09",2.52
"149","2018-02-12",2.54
"150","2018-02-13",2.59
"151","2018-02-14",2.46
"152","2018-02-15",2.52
"153","2018-02-16",2.55
"154","2018-02-20",2.34
"155","2018-02-21",2.39
"156","2018-02-22",2.24
"157","2018-02-23",1.94
"158","2018-02-26",1.88
"159","2018-02-27",1.56
"160","2018-02-28",1.73
"161","2018-03-01",2.06
"162","2018-03-02",2.4
"163","2018-03-05",2.51
"164","2018-03-06",2.68
"165","2018-03-07",2.76
"166","2018-03-08",2.65
"167","2018-03-09",2.37
"168","2018-03-12",2.28
"169","2018-03-13",2.25
"170","2018-03-14",2.31
"171","2018-03-15",2.2
"172","2018-03-16",2.11
"173","2018-03-19",2.25
"174","2018-03-20",2.13
"175","2018-03-21",2.233
"176","2018-03-22",2.21
"177","2018-03-23",2.34
"178","2018-03-26",2.37
"179","2018-03-27",2.34
"180","2018-03-28",2.318
"181","2018-03-29",2.18
"182","2018-04-02",2.26
"183","2018-04-03",2.1
"184","2018-04-04",2.21
"185","2018-04-05",2.12
"186","2018-04-06",2.08
"187","2018-04-09",1.86
"188","2018-04-10",1.96
"189","2018-04-11",1.9
"190","2018-04-12",1.9
"191","2018-04-13",1.93
"192","2018-04-16",1.87
"193","2018-04-17",1.95
"194","2018-04-18",1.871
"195","2018-04-19",1.916
"196","2018-04-20",2
"197","2018-04-23",1.98
"198","2018-04-24",2
"199","2018-04-25",1.88
"200","2018-04-26",1.99
"201","2018-04-27",1.96
"202","2018-04-30",1.92
"203","2018-05-01",1.93
"204","2018-05-02",1.92
"205","2018-05-03",1.91
"206","2018-05-04",1.88
"207","2018-05-07",1.84
"208","2018-05-08",1.84
"209","2018-05-09",1.84
"210","2018-05-10",1.81
"211","2018-05-11",1.84
"212","2018-05-14",1.85
"213","2018-05-15",1.785
"214","2018-05-16",1.7
"215","2018-05-17",1.71
"216","2018-05-18",1.72
"217","2018-05-21",1.69
"218","2018-05-22",1.74
"219","2018-05-23",1.72
"220","2018-05-24",1.64
"221","2018-05-25",1.62
"222","2018-05-29",3.54
"223","2018-05-30",3.34
"224","2018-05-31",2.9
"225","2018-06-01",4.79
"226","2018-06-04",4.44
"227","2018-06-05",5.28
"228","2018-06-06",5.25
"229","2018-06-07",4.96
"230","2018-06-08",4.31
"231","2018-06-11",4.202
"232","2018-06-12",4
"233","2018-06-13",4.03
"234","2018-06-14",4.25
"235","2018-06-15",4.34
"236","2018-06-18",4.05
"237","2018-06-19",3.9
"238","2018-06-20",3.88
"239","2018-06-21",3.78
"240","2018-06-22",3.75
"241","2018-06-25",4.02
"242","2018-06-26",3.84
"243","2018-06-27",3.81
"244","2018-06-28",3.82
"245","2018-06-29",3.88
"246","2018-07-02",3.82
"247","2018-07-03",3.81
"248","2018-07-05",3.779
"249","2018-07-06",4.24
"250","2018-07-09",3.82
"251","2018-07-10",3.63
"252","2018-07-11",3.57
"253","2018-07-12",3.57
"254","2018-07-13",3.62
"255","2018-07-16",3.42
"256","2018-07-17",3.63
"257","2018-07-18",3.49
"258","2018-07-19",3.44
"259","2018-07-20",3.44
"260","2018-07-23",3.37
"261","2018-07-24",3.37
"262","2018-07-25",3.53
"263","2018-07-26",3.53
"264","2018-07-27",3.4
"265","2018-07-30",3.47
"266","2018-07-31",3.52
"267","2018-08-01",3.6
"268","2018-08-02",3.75
"269","2018-08-03",3.689
"270","2018-08-06",3.59
"271","2018-08-07",3.59
"272","2018-08-08",3.646
"273","2018-08-09",3.53
"274","2018-08-10",3.5
"275","2018-08-13",3.479
"276","2018-08-14",3.363
"277","2018-08-15",3.37
"278","2018-08-16",3.36
"279","2018-08-17",3.27
"280","2018-08-20",3.25
"281","2018-08-21",3.2
"282","2018-08-22",3.17
"283","2018-08-23",3.1
"284","2018-08-24",3.13
"285","2018-08-27",3.18
"286","2018-08-28",3.193
"287","2018-08-29",3.32
"288","2018-08-30",3.24
"289","2018-08-31",3.27
"290","2018-09-04",3.24
"291","2018-09-05",3.13
"292","2018-09-06",3.15
"293","2018-09-07",3.15
"294","2018-09-10",3.21
"295","2018-09-11",3.12
"296","2018-09-12",3.06
"297","2018-09-13",2.91
"298","2018-09-14",2.63
"299","2018-09-17",2.66
"300","2018-09-18",2.7
"301","2018-09-19",2.64
"302","2018-09-20",2.75
"303","2018-09-21",2.63
"304","2018-09-24",2.67
"305","2018-09-25",2.63
"306","2018-09-26",2.64
"307","2018-09-27",2.63
"308","2018-09-28",2.63
"309","2018-10-01",2.49
"310","2018-10-02",2.41
"311","2018-10-03",2.39
"312","2018-10-04",2.45
"313","2018-10-05",2.37
"314","2018-10-08",2.305
"315","2018-10-09",2.25
"316","2018-10-10",2.31
"317","2018-10-11",2.42
"318","2018-10-12",2.5
"319","2018-10-15",2.432
"320","2018-10-16",2.61
"321","2018-10-17",2.51
"322","2018-10-18",2.6
"323","2018-10-19",2.5
"324","2018-10-22",2.42
"325","2018-10-23",2.436
"326","2018-10-24",2.442
"327","2018-10-25",2.4
"328","2018-10-26",2.37
"329","2018-10-29",2.41
"330","2018-10-30",2.412
"331","2018-10-31",2.31
"332","2018-11-01",2.47
"333","2018-11-02",2.36
"334","2018-11-05",2.34
"335","2018-11-06",2.33
"336","2018-11-07",2.35
"337","2018-11-08",2.31
"338","2018-11-09",2.31
"339","2018-11-12",2.29
"340","2018-11-13",2.21
"341","2018-11-14",2.48
"342","2018-11-15",2.26
"343","2018-11-16",2.25
"344","2018-11-19",2.005
"345","2018-11-20",2
"346","2018-11-21",2.04
"347","2018-11-23",2.15
"348","2018-11-26",2.13
"349","2018-11-27",2.25
"350","2018-11-28",2.23
"351","2018-11-29",2.1
"352","2018-11-30",2.07
"353","2018-12-03",2.11
"354","2018-12-04",2.234
"355","2018-12-06",2.17
"356","2018-12-07",2.24
"357","2018-12-10",2.3
"358","2018-12-11",2.15
"359","2018-12-12",2.181
"360","2018-12-13",2.07
"361","2018-12-14",1.921
"362","2018-12-17",1.81
"363","2018-12-18",1.72
"364","2018-12-19",1.67
"365","2018-12-20",1.67
"366","2018-12-21",1.5
"367","2018-12-24",1.52
"368","2018-12-26",1.35
"369","2018-12-27",1.15
"370","2018-12-28",1.25
"371","2018-12-31",1.49
"372","2019-01-02",1.55
"373","2019-01-03",1.284
"374","2019-01-04",1.248
"375","2019-01-07",1.196
"376","2019-01-08",1.21
"377","2019-01-09",1.19
"378","2019-01-10",1.16
"379","2019-01-11",1.11
"380","2019-01-14",1.27
"381","2019-01-15",1.1
"382","2019-01-16",1.09
"383","2019-01-17",1.1
"384","2019-01-18",1.17
"385","2019-01-22",1.07
"386","2019-01-23",1.03
"387","2019-01-24",0.962
"388","2019-01-25",1.02
"389","2019-01-28",0.965
"390","2019-01-29",1.116
"391","2019-01-30",2.24
"392","2019-01-31",1.36
"393","2019-02-01",1.3
"394","2019-02-04",1.32
"395","2019-02-05",1.3
"396","2019-02-06",1.27
"397","2019-02-07",1.2
"398","2019-02-08",1.22
"399","2019-02-11",1.2
"400","2019-02-12",1.16
"401","2019-02-13",1.16
"402","2019-02-14",1.17
"403","2019-02-15",1.16
"404","2019-02-19",1.2
"405","2019-02-20",1.17
"406","2019-02-21",1.165
"407","2019-02-22",1.18
"408","2019-02-25",1.21
"409","2019-02-26",1.24
"410","2019-02-27",1.245
"411","2019-02-28",1.24
"412","2019-03-01",1.2
"413","2019-03-04",1.23
"414","2019-03-05",1.22
"415","2019-03-06",1.18
"416","2019-03-07",1.23
"417","2019-03-08",1.2
"418","2019-03-11",1.19
"419","2019-03-12",1.19
"420","2019-03-13",1.2
"421","2019-03-14",1.15
"422","2019-03-15",1.15
"423","2019-03-18",1.16
"424","2019-03-19",1.2
"425","2019-03-20",1.18
"426","2019-03-21",1.21
"427","2019-03-22",1.17
"428","2019-03-25",1.19
"429","2019-03-26",1.16
"430","2019-03-27",1.11
"431","2019-03-28",1.03
"432","2019-03-29",1.06
"433","2019-04-01",1.07
"434","2019-04-02",1.12
"435","2019-04-03",1.13
"436","2019-04-04",1.07
"437","2019-04-05",1.07
"438","2019-04-08",1.07
"439","2019-04-09",1.08
"440","2019-04-10",1.08
"441","2019-04-11",1.072
"442","2019-04-12",1.08
"443","2019-04-15",1.065
"444","2019-04-16",1.03
"445","2019-04-17",1.02
"446","2019-04-18",1.03
"447","2019-04-22",0.992
"448","2019-04-23",1.04
"449","2019-04-24",1.03
"450","2019-04-25",1.02
"451","2019-04-26",1.02
"452","2019-04-29",1.02
"453","2019-04-30",1.01
"454","2019-05-01",0.998
"455","2019-05-02",0.982
"456","2019-05-03",0.981
"457","2019-05-06",0.984
"458","2019-05-07",0.977
"459","2019-05-08",1.01
"460","2019-05-09",1.17
"461","2019-05-10",1.097
"462","2019-05-13",1.043
"463","2019-05-14",1.09
"464","2019-05-15",0.96
"465","2019-05-16",0.935
"466","2019-05-17",0.899
"467","2019-05-20",0.869
"468","2019-05-21",0.91
"469","2019-05-22",0.99
"470","2019-05-23",0.865
"471","2019-05-24",0.835
"472","2019-05-28",0.817
"473","2019-05-29",0.832
"474","2019-05-30",0.82
"475","2019-05-31",0.801
"476","2019-06-03",0.805
"477","2019-06-04",0.79
"478","2019-06-05",0.77
"479","2019-06-06",0.77
"480","2019-06-07",0.869
"481","2019-06-10",0.83
"482","2019-06-11",0.844
"483","2019-06-12",0.821
"484","2019-06-13",0.817
"485","2019-06-14",0.81
"486","2019-06-17",0.792
"487","2019-06-18",0.74
"488","2019-06-19",0.775
"489","2019-06-20",0.789
"490","2019-06-21",0.752
"491","2019-06-24",0.712
"492","2019-06-25",0.75
"493","2019-06-26",0.765
"494","2019-06-27",0.8
"495","2019-06-28",0.804
"496","2019-07-01",0.806
"497","2019-07-02",0.825
"498","2019-07-03",0.865
"499","2019-07-05",0.83
"500","2019-07-08",0.84
"501","2019-07-09",0.84
"502","2019-07-10",0.872
"503","2019-07-11",1.085
"504","2019-07-12",0.935
"505","2019-07-15",0.87
"506","2019-07-16",0.925
"507","2019-07-17",0.895
"508","2019-07-18",1.15
"509","2019-07-19",1.12
"510","2019-07-22",1.16
"511","2019-07-23",1.21
"512","2019-07-24",1.35
"513","2019-07-25",1.31
"514","2019-07-26",1.33
"515","2019-07-29",1.31
"516","2019-07-30",1.31
"517","2019-07-31",1.28
"518","2019-08-01",1.24
"519","2019-08-02",1.27
"520","2019-08-05",1.28
"521","2019-08-06",1.32
"522","2019-08-07",1.31
"523","2019-08-08",1.28
"524","2019-08-09",1.28
"525","2019-08-12",1.3
"526","2019-08-13",1.26
"527","2019-08-14",1.23
"528","2019-08-15",1.12
"529","2019-08-16",1.1
"530","2019-08-19",1.158
"531","2019-08-20",1.11
"532","2019-08-21",1.125
"533","2019-08-22",1.13
"534","2019-08-23",1.13
"535","2019-08-26",1.105
"536","2019-08-27",1.09
"537","2019-08-28",1.08
"538","2019-08-29",1.07
"539","2019-08-30",1.07
"540","2019-09-03",1.1
"541","2019-09-04",1.16
"542","2019-09-05",1.09
"543","2019-09-06",1.09
"544","2019-09-09",1.06
"545","2019-09-10",1.05
"546","2019-09-11",1.067
"547","2019-09-12",1.06
"548","2019-09-13",1.09
"549","2019-09-16",1.08
"550","2019-09-17",1.07
"551","2019-09-18",1.14
"552","2019-09-19",1.12
"553","2019-09-20",1.06
"554","2019-09-23",1.1
"555","2019-09-24",1.1
"556","2019-09-25",1.09
"557","2019-09-26",1.095
"558","2019-09-27",1.07
"559","2019-09-30",1.03
"560","2019-10-01",1.015
"561","2019-10-02",1.01
"562","2019-10-03",1.06
"563","2019-10-04",1.12
"564","2019-10-07",1.09
"565","2019-10-08",1.1
"566","2019-10-09",1.06
"567","2019-10-10",1.07
"568","2019-10-11",1.045
"569","2019-10-14",1.05
"570","2019-10-15",1.02
"571","2019-10-16",1.015
"572","2019-10-17",1.06
"573","2019-10-18",1.05
"574","2019-10-21",1.06
"575","2019-10-22",1.04
"576","2019-10-23",1.027
"577","2019-10-24",1.02
"578","2019-10-25",0.99
"579","2019-10-28",0.945
"580","2019-10-29",0.954
"581","2019-10-30",0.986
"582","2019-10-31",0.96
"583","2019-11-01",0.98
"584","2019-11-04",0.967
"585","2019-11-05",0.97
"586","2019-11-06",0.93
"587","2019-11-07",0.93
"588","2019-11-08",0.95
"589","2019-11-11",0.92
"590","2019-11-12",0.905
"591","2019-11-13",0.88
"592","2019-11-14",0.9
"593","2019-11-15",0.884
"594","2019-11-18",0.973
"595","2019-11-19",0.935
"596","2019-11-20",0.93
"597","2019-11-21",0.925
"598","2019-11-22",0.91
"599","2019-11-25",0.925
"600","2019-11-26",0.88
"601","2019-11-27",0.888
"602","2019-11-29",0.89
"603","2019-12-02",1.025
"604","2019-12-03",1.03
"605","2019-12-04",1.02
"606","2019-12-05",0.99
"607","2019-12-06",0.99
"608","2019-12-09",0.99
"609","2019-12-10",1
"610","2019-12-11",0.98
"611","2019-12-12",0.985
"612","2019-12-13",1
"613","2019-12-16",1.065
"614","2019-12-17",1.05
"615","2019-12-18",1.013
"616","2019-12-19",0.98
"617","2019-12-20",0.98
"618","2019-12-23",0.965
"619","2019-12-24",0.951
"620","2019-12-26",0.93
"621","2019-12-27",0.927
"622","2019-12-30",0.915
"623","2019-12-31",0.895
"624","2020-01-02",0.91
"625","2020-01-03",0.911
"626","2020-01-06",0.911
"627","2020-01-07",0.931
"628","2020-01-08",0.915
"629","2020-01-09",0.915
"630","2020-01-10",1.178
"631","2020-01-13",1.2
"632","2020-01-14",1.11
"633","2020-01-15",1.06
"634","2020-01-16",1.06
"635","2020-01-17",1.09
"636","2020-01-21",1.15
"637","2020-01-22",1.13
"638","2020-01-23",2.03
"639","2020-01-24",1.88
"640","2020-01-27",3.43
"641","2020-01-28",2.59
"642","2020-01-29",2.89
"643","2020-01-30",2.7
"644","2020-01-31",3.26
"645","2020-02-03",3
"646","2020-02-04",2.73
"647","2020-02-05",2.59
"648","2020-02-06",3.08
"649","2020-02-07",3
"650","2020-02-10",3.96
"651","2020-02-11",3.26
"652","2020-02-12",3.13
"653","2020-02-13",3.37
"654","2020-02-14",3.32
"655","2020-02-18",2.92
"656","2020-02-19",3.01
"657","2020-02-20",3.05
"658","2020-02-21",3.05
"659","2020-02-24",3.93
"660","2020-02-25",4.315
"661","2020-02-26",8.9
"662","2020-02-27",15.96
"663","2020-02-28",13.23
"664","2020-03-02",17.809999
"665","2020-03-03",14.36
"666","2020-03-04",12
"667","2020-03-05",14.25
"668","2020-03-06",12.89
"669","2020-03-09",9.83
"670","2020-03-10",6.89
"671","2020-03-11",13.18
"672","2020-03-12",11.76
"673","2020-03-13",9.86
"674","2020-03-16",9.09
"675","2020-03-17",10.68
"676","2020-03-18",10.7
"677","2020-03-19",10.6
"678","2020-03-20",10.45
"679","2020-03-23",9.46
"680","2020-03-24",8.18
"681","2020-03-25",8.96
"682","2020-03-26",9.4
"683","2020-03-27",9.15
"684","2020-03-30",8.2
"685","2020-03-31",7.62
"686","2020-04-01",7.46
"687","2020-04-02",8.51
"688","2020-04-03",8.2
"689","2020-04-06",10.31
"690","2020-04-07",9.09
"691","2020-04-08",8.7
"692","2020-04-09",8.8
"693","2020-04-13",9.93
"694","2020-04-14",9.95
"695","2020-04-15",9.5
"696","2020-04-16",13.65
"697","2020-04-17",13.09
"698","2020-04-20",14.58
"699","2020-04-21",13.41
"700","2020-04-22",13.38
"701","2020-04-23",13.65
"702","2020-04-24",14.4
"703","2020-04-27",13.9
"704","2020-04-28",13.53
"705","2020-04-29",12.37
"706","2020-04-30",11.34
"707","2020-05-01",13.47
"708","2020-05-04",15
"709","2020-05-05",13.85
"710","2020-05-06",14.34
"711","2020-05-07",14.74
"712","2020-05-08",15.5
"713","2020-05-11",17.049999
"714","2020-05-12",16.99
"715","2020-05-13",23.42
"716","2020-05-14",22.129999
"717","2020-05-15",17.07
"718","2020-05-18",17.450001
"719","2020-05-19",18.85
"720","2020-05-20",18.58
"721","2020-05-21",18.02
"722","2020-05-22",18.549999
"723","2020-05-26",18.030001
"724","2020-05-27",17.559999
"725","2020-05-28",17.469999
"726","2020-05-29",18
"727","2020-06-01",18
"728","2020-06-02",17.559999
"729","2020-06-03",16.93
"730","2020-06-04",16.93
"731","2020-06-05",15.98
"732","2020-06-08",16
"733","2020-06-09",16.15
"734","2020-06-10",15.98
"735","2020-06-11",15.32
"736","2020-06-12",15.57
"737","2020-06-15",17.42
"738","2020-06-16",16.690001
"739","2020-06-17",16.51
"740","2020-06-18",15.93
"741","2020-06-19",17.24
"742","2020-06-22",16.49
"743","2020-06-23",18.700001
"744","2020-06-24",18.219999
"745","2020-06-25",18.23
"746","2020-06-26",18.08
"747","2020-06-29",17.440001
"748","2020-06-30",19.35
"749","2020-07-01",19.459999
"750","2020-07-02",18.889999
"751","2020-07-06",18.07
"752","2020-07-07",17.940001
"753","2020-07-08",18.969999
"754","2020-07-09",18.01
"755","2020-07-10",18.190001
"756","2020-07-13",17.469999
"757","2020-07-14",18.110001
"758","2020-07-15",17.66
"759","2020-07-16",18.9
"760","2020-07-17",18.450001
"761","2020-07-20",18.969999
"762","2020-07-21",22.190001
"763","2020-07-22",21.25
"764","2020-07-23",22.290001
"765","2020-07-24",21.82
"766","2020-07-27",22.120001
"767","2020-07-28",21.57
"768","2020-07-29",22.08
"769","2020-07-30",22.459999
"770","2020-07-31",24
"771","2020-08-03",30.799999
"772","2020-08-04",28.379999
"773","2020-08-05",27.620001
"774","2020-08-06",26.15
"775","2020-08-07",25.73
"776","2020-08-10",24.209999
"777","2020-08-11",23.25
"778","2020-08-12",19.57
"779","2020-08-13",21
"780","2020-08-14",16.290001
"781","2020-08-17",15.725
"782","2020-08-18",15.425
"783","2020-08-19",14.53
"784","2020-08-20",14.39
"785","2020-08-21",14.86
"786","2020-08-24",12.57
"787","2020-08-25",13.04
"788","2020-08-26",13.155
"789","2020-08-27",11.42
"790","2020-08-28",11.42
"791","2020-08-31",10.9
"792","2020-09-01",10.55
"793","2020-09-02",9.78
"794","2020-09-03",9.3
"795","2020-09-04",8.24
"796","2020-09-08",11.7
"797","2020-09-09",10.22
"798","2020-09-10",11.62
"799","2020-09-11",13.71
"800","2020-09-14",12.68
"801","2020-09-15",12.49
"802","2020-09-16",13.86
"803","2020-09-17",14.31
"804","2020-09-18",14.82
"805","2020-09-21",15.17
"806","2020-09-22",14.93
"807","2020-09-23",13.45
"808","2020-09-24",13.78
"809","2020-09-25",14.34
"810","2020-09-28",14.2
"811","2020-09-29",13.92
"812","2020-09-30",13.59
"813","2020-10-01",12.97
"814","2020-10-02",13.96
"815","2020-10-05",14.83
"816","2020-10-06",14.35
"817","2020-10-07",14.8
"818","2020-10-08",14.41
"819","2020-10-09",14.42
"820","2020-10-12",14.22
"821","2020-10-13",14.65
"822","2020-10-14",14.26
"823","2020-10-15",14.07
"824","2020-10-16",14
"825","2020-10-19",13.62
"826","2020-10-20",13.3
"827","2020-10-21",12.61
"828","2020-10-22",12.12
"829","2020-10-23",12.46
"830","2020-10-26",14.04
"831","2020-10-27",14.23
"832","2020-10-28",13.595
"833","2020-10-29",13.81
"834","2020-10-30",13.41
"835","2020-11-02",13.27
"836","2020-11-03",14.02
"837","2020-11-04",14.22
"838","2020-11-05",14.5
"839","2020-11-06",14.44
"840","2020-11-09",11.49
"841","2020-11-10",11.76
"842","2020-11-11",13.3
"843","2020-11-12",15.19
"844","2020-11-13",14.98
"845","2020-11-16",13.59
"846","2020-11-17",11.89
"847","2020-11-18",11.44
"848","2020-11-19",10.87
"849","2020-11-20",11.09
"850","2020-11-23",10.49
"851","2020-11-24",10.56
"852","2020-11-25",12.14
"853","2020-11-27",11.89
