"","date","TH"
"223","2019-01-29",10.16
"224","2019-01-30",10.16
"225","2019-01-31",10.16
"226","2019-02-01",10.15
"227","2019-02-04",10.15
"228","2019-02-05",10.14
"229","2019-02-06",10.15
"230","2019-02-07",10.18
"231","2019-02-08",10.16
"232","2019-02-11",10.17
"233","2019-02-12",10.17
"234","2019-02-13",10.15
"235","2019-02-14",10.19
"236","2019-02-15",10.19
"237","2019-02-19",10.19
"238","2019-02-20",10.18
"239","2019-02-21",10.18
"240","2019-02-22",10.15
"241","2019-02-25",10.16
"242","2019-02-26",10.13
"243","2019-02-27",10.13
"244","2019-02-28",10.13
"245","2019-03-01",10.14
"246","2019-03-04",10.15
"247","2019-03-05",10.25
"248","2019-03-06",10.19
"249","2019-03-07",10.14
"250","2019-03-08",10.09
"251","2019-03-11",10.01
"252","2019-03-12",10.05
"253","2019-03-13",10.1
"254","2019-03-14",10.1
"255","2019-03-15",10.1
"256","2019-03-18",10.3
"257","2019-03-19",10.09
"258","2019-03-20",10.1
"259","2019-03-21",9.94
"260","2019-03-22",9.785
"261","2019-03-25",9.85
"262","2019-03-26",9.81
"263","2019-03-27",9.77
"264","2019-03-28",9.62
"265","2019-03-29",9.5
"266","2019-04-01",9.86
"267","2019-04-02",9.69
"268","2019-04-03",9.8
"269","2019-04-04",9.74
"270","2019-04-05",9.8
"271","2019-04-08",10.11
"272","2019-04-09",9.99
"273","2019-04-10",9.98
"274","2019-04-11",10.3
"275","2019-04-12",10.15
"276","2019-04-15",10.31
"277","2019-04-16",10.39
"278","2019-04-17",10.31
"279","2019-04-18",10.27
"280","2019-04-22",10.26
"281","2019-04-23",10.42
"282","2019-04-24",10.31
"283","2019-04-25",10.25
"284","2019-04-26",10.2
"285","2019-04-29",10.45
"286","2019-04-30",10.35
"287","2019-05-01",10.43
"288","2019-05-02",10.5
"289","2019-05-03",10.55
"290","2019-05-06",10.64
"291","2019-05-07",10.45
"292","2019-05-08",10.57
"293","2019-05-09",10.56
"294","2019-05-10",10.52
"295","2019-05-13",10.49
"296","2019-05-14",10.59
"297","2019-05-15",10.74
"298","2019-05-16",10.53
"299","2019-05-17",10.7
"300","2019-05-20",10.83
"301","2019-05-21",10.83
"302","2019-05-22",10.79
"303","2019-05-23",10.62
"304","2019-05-24",10.59
"305","2019-05-28",10.46
"306","2019-05-29",10.25
"307","2019-05-30",10.17
"308","2019-05-31",10.16
"309","2019-06-03",9.95
"310","2019-06-04",10
"311","2019-06-05",9.97
"312","2019-06-06",9.93
"313","2019-06-07",9.96
"314","2019-06-10",10.09
"315","2019-06-11",9.96
"316","2019-06-12",9.85
"317","2019-06-13",9.78
"318","2019-06-14",9.8
"319","2019-06-17",9.89
"320","2019-06-18",9.59
"321","2019-06-19",9.31
"322","2019-06-20",9.74
"323","2019-06-21",9.5
"324","2019-06-24",9.23
"325","2019-06-25",9.13
"326","2019-06-26",9
"327","2019-06-27",9
"328","2019-06-28",9.1
"329","2019-07-01",9.43
"330","2019-07-02",9.5
"331","2019-07-03",9.48
"332","2019-07-05",9.42
"333","2019-07-08",9.43
"334","2019-07-09",9.25
"335","2019-07-10",9.31
"336","2019-07-11",9.47
"337","2019-07-12",9.4
"338","2019-07-15",9.18
"339","2019-07-16",9.07
"340","2019-07-17",8.96
"341","2019-07-18",8.99
"342","2019-07-19",8.82
"343","2019-07-22",8.65
"344","2019-07-23",8.64
"345","2019-07-24",8.5
"346","2019-07-25",8.5
"347","2019-07-26",8.64
"348","2019-07-29",8.55
"349","2019-07-30",8.49
"350","2019-07-31",8.5
"351","2019-08-01",8.39
"352","2019-08-02",8.28
"353","2019-08-05",7.88
"354","2019-08-06",7.7
"355","2019-08-07",7.49
"356","2019-08-08",7.83
"357","2019-08-09",7.72
"358","2019-08-12",7.63
"359","2019-08-13",7.9
"360","2019-08-14",6.6
"361","2019-08-15",5.73
"362","2019-08-16",6.7
"363","2019-08-19",6.96
"364","2019-08-20",6.65
"365","2019-08-21",6.6
"366","2019-08-22",6.33
"367","2019-08-23",6.2
"368","2019-08-26",5.86
"369","2019-08-27",5.96
"370","2019-08-28",5.72
"371","2019-08-29",5.73
"372","2019-08-30",6.1
"373","2019-09-03",6.14
"374","2019-09-04",6.2
"375","2019-09-05",6.3
"376","2019-09-06",6.47
"377","2019-09-09",6.87
"378","2019-09-10",7
"379","2019-09-11",7.02
"380","2019-09-12",6.95
"381","2019-09-13",6.96
"382","2019-09-16",6.97
"383","2019-09-17",6.95
"384","2019-09-18",6.8
"385","2019-09-19",6.72
"386","2019-09-20",6.66
"387","2019-09-23",6.71
"388","2019-09-24",6.56
"389","2019-09-25",6.665
"390","2019-09-26",6.53
"391","2019-09-27",6.535
"392","2019-09-30",6.81
"393","2019-10-01",6.57
"394","2019-10-02",6.38
"395","2019-10-03",6.3
"396","2019-10-04",6.33
"397","2019-10-07",6.39
"398","2019-10-08",6.5
"399","2019-10-09",6.65
"400","2019-10-10",6.85
"401","2019-10-11",6.735
"402","2019-10-14",6.32
"403","2019-10-15",6.31
"404","2019-10-16",6.08
"405","2019-10-17",5.73
"406","2019-10-18",5.82
"407","2019-10-21",5.78
"408","2019-10-22",5.51
"409","2019-10-23",5.67
"410","2019-10-24",5.69
"411","2019-10-25",5.67
"412","2019-10-28",5.58
"413","2019-10-29",5.46
"414","2019-10-30",5.36
"415","2019-10-31",5.54
"416","2019-11-01",5.46
"417","2019-11-04",5.56
"418","2019-11-05",5.75
"419","2019-11-06",5.74
"420","2019-11-07",5.67
"421","2019-11-08",5.61
"422","2019-11-11",5.28
"423","2019-11-12",5
"424","2019-11-13",4.69
"425","2019-11-14",4.73
"426","2019-11-15",4.49
"427","2019-11-18",4.23
"428","2019-11-19",4
"429","2019-11-20",4.15
"430","2019-11-21",4.29
"431","2019-11-22",4.51
"432","2019-11-25",4.9
"433","2019-11-26",4.715
"434","2019-11-27",4.77
"435","2019-11-29",4.73
"436","2019-12-02",4.6
"437","2019-12-03",4.65
"438","2019-12-04",4.67
"439","2019-12-05",4.79
"440","2019-12-06",4.79
"441","2019-12-09",4.88
"442","2019-12-10",4.69
"443","2019-12-11",4.65
"444","2019-12-12",4.46
"445","2019-12-13",4.37
"446","2019-12-16",4.47
"447","2019-12-17",4.56
"448","2019-12-18",4.59
"449","2019-12-19",4.585
"450","2019-12-20",4.73
"451","2019-12-23",4.91
"452","2019-12-24",4.93
"453","2019-12-26",4.89
"454","2019-12-27",4.92
"455","2019-12-30",4.86
"456","2019-12-31",5
"457","2020-01-02",4.81
"458","2020-01-03",4.71
"459","2020-01-06",4.845
"460","2020-01-07",4.87
"461","2020-01-08",5.245
"462","2020-01-09",5.16
"463","2020-01-10",5.07
"464","2020-01-13",5.24
"465","2020-01-14",5.03
"466","2020-01-15",5.24
"467","2020-01-16",5.26
"468","2020-01-17",5.32
"469","2020-01-21",5.25
"470","2020-01-22",5.2
"471","2020-01-23",5.26
"472","2020-01-24",5.3
"473","2020-01-27",5.17
"474","2020-01-28",5.28
"475","2020-01-29",5.51
"476","2020-01-30",5.57
"477","2020-01-31",5.47
"478","2020-02-03",5.64
"479","2020-02-04",5.63
"480","2020-02-05",5.63
"481","2020-02-06",5.44
"482","2020-02-07",5.5
"483","2020-02-10",5.53
"484","2020-02-11",5.27
"485","2020-02-12",5.34
"486","2020-02-13",5.33
"487","2020-02-14",5.24
"488","2020-02-18",5.08
"489","2020-02-19",5.07
"490","2020-02-20",5.05
"491","2020-02-21",4.8
"492","2020-02-24",4.7
"493","2020-02-25",4.76
"494","2020-02-26",4.55
"495","2020-02-27",4.655
"496","2020-02-28",4.68
"497","2020-03-02",4.75
"498","2020-03-03",4.48
"499","2020-03-04",4.51
"500","2020-03-05",4.42
"501","2020-03-06",4.24
"502","2020-03-09",3
"503","2020-03-10",2.61
"504","2020-03-11",2.47
"505","2020-03-12",1.7
"506","2020-03-13",1.77
"507","2020-03-16",1.62
"508","2020-03-17",2.02
"509","2020-03-18",1.56
"510","2020-03-19",1.37
"511","2020-03-20",1.45
"512","2020-03-23",1.26
"513","2020-03-24",1.36
"514","2020-03-25",1.8
"515","2020-03-26",1.96
"516","2020-03-27",1.94
"517","2020-03-30",1.87
"518","2020-03-31",1.99
"519","2020-04-01",1.46
"520","2020-04-02",1.48
"521","2020-04-03",1.55
"522","2020-04-06",1.73
"523","2020-04-07",1.68
"524","2020-04-08",1.71
"525","2020-04-09",1.74
"526","2020-04-13",1.69
"527","2020-04-14",1.66
"528","2020-04-15",1.5
"529","2020-04-16",1.49
"530","2020-04-17",1.72
"531","2020-04-20",1.51
"532","2020-04-21",1.52
"533","2020-04-22",1.51
"534","2020-04-23",1.6
"535","2020-04-24",1.59
"536","2020-04-27",1.58
"537","2020-04-28",1.82
"538","2020-04-29",2.08
"539","2020-04-30",2.02
"540","2020-05-01",1.82
"541","2020-05-04",1.785
"542","2020-05-05",1.68
"543","2020-05-06",1.67
"544","2020-05-07",1.68
"545","2020-05-08",1.9
"546","2020-05-11",1.83
"547","2020-05-12",1.64
"548","2020-05-13",1.71
"549","2020-05-14",1.57
"550","2020-05-15",1.72
"551","2020-05-18",1.99
"552","2020-05-19",1.89
"553","2020-05-20",1.92
"554","2020-05-21",1.96
"555","2020-05-22",1.96
"556","2020-05-26",2.05
"557","2020-05-27",2.2
"558","2020-05-28",2.61
"559","2020-05-29",2.38
"560","2020-06-01",2.19
"561","2020-06-02",2.33
"562","2020-06-03",2.53
"563","2020-06-04",2.56
"564","2020-06-05",2.93
"565","2020-06-08",3.64
"566","2020-06-09",3.04
"567","2020-06-10",2.92
"568","2020-06-11",2.35
"569","2020-06-12",2.46
"570","2020-06-15",2.15
"571","2020-06-16",2.15
"572","2020-06-17",2.14
"573","2020-06-18",2.14
"574","2020-06-19",1.96
"575","2020-06-22",1.78
"576","2020-06-23",1.92
"577","2020-06-24",1.7
"578","2020-06-25",1.75
"579","2020-06-26",1.57
"580","2020-06-29",1.67
"581","2020-06-30",1.69
"582","2020-07-01",1.66
"583","2020-07-02",1.59
"584","2020-07-06",1.54
"585","2020-07-07",1.41
"586","2020-07-08",1.38
"587","2020-07-09",1.33
"588","2020-07-10",1.5
"589","2020-07-13",1.45
"590","2020-07-14",1.49
"591","2020-07-15",1.63
"592","2020-07-16",1.56
"593","2020-07-17",1.72
"594","2020-07-20",1.58
"595","2020-07-21",1.66
"596","2020-07-22",1.5
"597","2020-07-23",1.47
"598","2020-07-24",1.49
"599","2020-07-27",1.5
"600","2020-07-28",1.47
"601","2020-07-29",1.53
"602","2020-07-30",1.52
"603","2020-07-31",1.43
"604","2020-08-03",1.46
"605","2020-08-04",1.51
"606","2020-08-05",1.48
"607","2020-08-06",1.48
"608","2020-08-07",1.45
"609","2020-08-10",1.51
"610","2020-08-11",1.63
"611","2020-08-12",1.55
"612","2020-08-13",1.56
"613","2020-08-14",1.65
"614","2020-08-17",1.55
"615","2020-08-18",1.47
"616","2020-08-19",1.46
"617","2020-08-20",1.46
"618","2020-08-21",1.43
"619","2020-08-24",1.44
"620","2020-08-25",1.41
"621","2020-08-26",1.44
"622","2020-08-27",1.53
"623","2020-08-28",1.54
"624","2020-08-31",1.45
"625","2020-09-01",1.395
"626","2020-09-02",1.39
"627","2020-09-03",1.38
"628","2020-09-04",1.39
"629","2020-09-08",1.34
"630","2020-09-09",1.32
"631","2020-09-10",1.29
"632","2020-09-11",1.19
"633","2020-09-14",1.24
"634","2020-09-15",1.23
"635","2020-09-16",1.23
"636","2020-09-17",1.33
"637","2020-09-18",1.35
"638","2020-09-21",1.28
"639","2020-09-22",1.26
"640","2020-09-23",1.18
"641","2020-09-24",1.23
"642","2020-09-25",1.21
"643","2020-09-28",1.22
"644","2020-09-29",1.2
"645","2020-09-30",1.22
"646","2020-10-01",1.18
"647","2020-10-02",1.23
"648","2020-10-05",1.26
"649","2020-10-06",1.22
"650","2020-10-07",1.23
"651","2020-10-08",1.3
"652","2020-10-09",1.27
"653","2020-10-12",1.25
"654","2020-10-13",1.23
"655","2020-10-14",1.22
"656","2020-10-15",1.23
"657","2020-10-16",1.19
"658","2020-10-19",1.165
"659","2020-10-20",1.18
"660","2020-10-21",1.18
"661","2020-10-22",1.18
"662","2020-10-23",1.17
"663","2020-10-26",1.07
"664","2020-10-27",0.942
"665","2020-10-28",0.829
"666","2020-10-29",0.839
"667","2020-10-30",0.87
"668","2020-11-02",0.91
"669","2020-11-03",1.03
"670","2020-11-04",0.942
"671","2020-11-05",1.4
"672","2020-11-06",1.385
"673","2020-11-09",1.42
"674","2020-11-10",1.43
"675","2020-11-11",1.42
"676","2020-11-12",1.37
"677","2020-11-13",1.39
"678","2020-11-16",1.42
"679","2020-11-17",1.42
"680","2020-11-18",1.71
"681","2020-11-19",1.57
"682","2020-11-20",1.52
"683","2020-11-23",1.66
"684","2020-11-24",1.76
"685","2020-11-25",1.58
"686","2020-11-27",1.65
