"","date","IDXG"
"95","2007-05-18",974
"96","2007-05-21",1038
"97","2007-05-22",1049
"98","2007-05-23",1067
"99","2007-05-24",1064
"100","2007-05-25",1043
"101","2007-05-29",1055
"102","2007-05-30",1069
"103","2007-05-31",1049
"104","2007-06-01",1031
"105","2007-06-04",1030
"106","2007-06-05",1020
"107","2007-06-06",993
"108","2007-06-07",973
"109","2007-06-08",989
"110","2007-06-11",991
"111","2007-06-12",1005
"112","2007-06-13",1016
"113","2007-06-14",1020
"114","2007-06-15",1017
"115","2007-06-18",1023
"116","2007-06-19",1016
"117","2007-06-20",1007
"118","2007-06-21",1050
"119","2007-06-22",1040
"120","2007-06-25",1020
"121","2007-06-26",1014
"122","2007-06-27",1026
"123","2007-06-28",1005
"124","2007-06-29",1026
"125","2007-07-02",1025
"126","2007-07-03",1075
"127","2007-07-05",1079
"128","2007-07-06",1078
"129","2007-07-09",1067
"130","2007-07-10",1090
"131","2007-07-11",1087
"132","2007-07-12",1099
"133","2007-07-13",1092
"134","2007-07-16",1092
"135","2007-07-17",1113
"136","2007-07-18",1203
"137","2007-07-19",1226
"138","2007-07-20",1200
"139","2007-07-23",1180
"140","2007-07-24",1156
"141","2007-07-25",1144
"142","2007-07-26",1082
"143","2007-07-27",1075
"144","2007-07-30",1077
"145","2007-07-31",1099
"146","2007-08-01",1100
"147","2007-08-02",1085
"148","2007-08-03",1063
"149","2007-08-06",1016
"150","2007-08-07",986
"151","2007-08-08",998
"152","2007-08-09",912
"153","2007-08-10",1010
"154","2007-08-13",999
"155","2007-08-14",1003
"156","2007-08-15",1012
"157","2007-08-16",1006
"158","2007-08-17",1001
"159","2007-08-20",990
"160","2007-08-21",984
"161","2007-08-22",981
"162","2007-08-23",999
"163","2007-08-24",999
"164","2007-08-27",1003
"165","2007-08-28",999
"166","2007-08-29",1000
"167","2007-08-30",1014
"168","2007-08-31",1029
"169","2007-09-04",1038
"170","2007-09-05",1041
"171","2007-09-06",1029
"172","2007-09-07",1014
"173","2007-09-10",999
"174","2007-09-11",999
"175","2007-09-12",979
"176","2007-09-13",1000
"177","2007-09-14",1002
"178","2007-09-17",1010
"179","2007-09-18",1009
"180","2007-09-19",1003
"181","2007-09-20",1000
"182","2007-09-21",999
"183","2007-09-24",991
"184","2007-09-25",990
"185","2007-09-26",998
"186","2007-09-27",999
"187","2007-09-28",1038
"188","2007-10-01",1060
"189","2007-10-02",1051
"190","2007-10-03",1014
"191","2007-10-04",997
"192","2007-10-05",1014
"193","2007-10-08",979
"194","2007-10-09",979
"195","2007-10-10",985
"196","2007-10-11",980
"197","2007-10-12",986
"198","2007-10-15",998
"199","2007-10-16",990
"200","2007-10-17",978
"201","2007-10-18",993
"202","2007-10-19",980
"203","2007-10-22",977
"204","2007-10-23",978
"205","2007-10-24",988
"206","2007-10-25",974
"207","2007-10-26",981
"208","2007-10-29",988
"209","2007-10-30",988
"210","2007-10-31",999
"211","2007-11-01",991
"212","2007-11-02",991
"213","2007-11-05",996
"214","2007-11-06",1001
"215","2007-11-07",1011
"216","2007-11-08",1022
"217","2007-11-09",986
"218","2007-11-12",1013
"219","2007-11-13",1008
"220","2007-11-14",980
"221","2007-11-15",969
"222","2007-11-16",958
"223","2007-11-19",940
"224","2007-11-20",915
"225","2007-11-21",906
"226","2007-11-23",933
"227","2007-11-26",958
"228","2007-11-27",966
"229","2007-11-28",968
"230","2007-11-29",967
"231","2007-11-30",970
"232","2007-12-03",958
"233","2007-12-04",967
"234","2007-12-05",955
"235","2007-12-06",971
"236","2007-12-07",945
"237","2007-12-10",902
"238","2007-12-11",881
"239","2007-12-12",888
"240","2007-12-13",892
"241","2007-12-14",910
"242","2007-12-17",875
"243","2007-12-18",866
"244","2007-12-19",881
"245","2007-12-20",885
"246","2007-12-21",919
"247","2007-12-24",919
"248","2007-12-26",928
"249","2007-12-27",909
"250","2007-12-28",912
"251","2007-12-31",937
"252","2008-01-02",889
"253","2008-01-03",861
"254","2008-01-04",838
"255","2008-01-07",829
"256","2008-01-08",808
"257","2008-01-09",803
"258","2008-01-10",801
"259","2008-01-11",801
"260","2008-01-14",793
"261","2008-01-15",786
"262","2008-01-16",817
"263","2008-01-17",766
"264","2008-01-18",756
"265","2008-01-22",720
"266","2008-01-23",739
"267","2008-01-24",746
"268","2008-01-25",752
"269","2008-01-28",770
"270","2008-01-29",786
"271","2008-01-30",791
"272","2008-01-31",813
"273","2008-02-01",812
"274","2008-02-04",807
"275","2008-02-05",789
"276","2008-02-06",776
"277","2008-02-07",774
"278","2008-02-08",789
"279","2008-02-11",797
"280","2008-02-12",798
"281","2008-02-13",806
"282","2008-02-14",784
"283","2008-02-15",774
"284","2008-02-19",785
"285","2008-02-20",795
"286","2008-02-21",771
"287","2008-02-22",756
"288","2008-02-25",761
"289","2008-02-26",758
"290","2008-02-27",773
"291","2008-02-28",760
"292","2008-02-29",787
"293","2008-03-03",764
"294","2008-03-04",745
"295","2008-03-05",754
"296","2008-03-06",743
"297","2008-03-07",761
"298","2008-03-10",770
"299","2008-03-11",774
"300","2008-03-12",783
"301","2008-03-13",834
"302","2008-03-14",849
"303","2008-03-17",823
"304","2008-03-18",824
"305","2008-03-19",823
"306","2008-03-20",824
"307","2008-03-24",808
"308","2008-03-25",818
"309","2008-03-26",840
"310","2008-03-27",837
"311","2008-03-28",833
"312","2008-03-31",842
"313","2008-04-01",861
"314","2008-04-02",843
"315","2008-04-03",858
"316","2008-04-04",862
"317","2008-04-07",859
"318","2008-04-08",871
"319","2008-04-09",862
"320","2008-04-10",871
"321","2008-04-11",890
"322","2008-04-14",889
"323","2008-04-15",872
"324","2008-04-16",860
"325","2008-04-17",860
"326","2008-04-18",870
"327","2008-04-21",861
"328","2008-04-22",856
"329","2008-04-23",857
"330","2008-04-24",832
"331","2008-04-25",865
"332","2008-04-28",865
"333","2008-04-29",865
"334","2008-04-30",864
"335","2008-05-01",865
"336","2008-05-02",865
"337","2008-05-05",865
"338","2008-05-06",870
"339","2008-05-07",817
"340","2008-05-08",819
"341","2008-05-09",825
"342","2008-05-12",812
"343","2008-05-13",820
"344","2008-05-14",880
"345","2008-05-15",894
"346","2008-05-16",890
"347","2008-05-19",871
"348","2008-05-20",880
"349","2008-05-21",886
"350","2008-05-22",870
"351","2008-05-23",884
"352","2008-05-27",849
"353","2008-05-28",841
"354","2008-05-29",862
"355","2008-05-30",825
"356","2008-06-02",824
"357","2008-06-03",818
"358","2008-06-04",810
"359","2008-06-05",802
"360","2008-06-06",805
"361","2008-06-09",800
"362","2008-06-10",786
"363","2008-06-11",787
"364","2008-06-12",793
"365","2008-06-13",815
"366","2008-06-16",864
"367","2008-06-17",839
"368","2008-06-18",820
"369","2008-06-19",831
"370","2008-06-20",824
"371","2008-06-23",801
"372","2008-06-24",803
"373","2008-06-25",832
"374","2008-06-26",826
"375","2008-06-27",836
"376","2008-06-30",871
"377","2008-07-01",900
"378","2008-07-02",900
"379","2008-07-03",910
"380","2008-07-07",903
"381","2008-07-08",907
"382","2008-07-09",896
"383","2008-07-10",892
"384","2008-07-11",898
"385","2008-07-14",895
"386","2008-07-15",883
"387","2008-07-16",896
"388","2008-07-17",891
"389","2008-07-18",899
"390","2008-07-21",882
"391","2008-07-22",872
"392","2008-07-23",899
"393","2008-07-24",904
"394","2008-07-25",903
"395","2008-07-28",888
"396","2008-07-29",887
"397","2008-07-30",897
"398","2008-07-31",906
"399","2008-08-01",907
"400","2008-08-04",919
"401","2008-08-05",921
"402","2008-08-06",921
"403","2008-08-07",826
"404","2008-08-08",798
"405","2008-08-11",778
"406","2008-08-12",788
"407","2008-08-13",780
"408","2008-08-14",774
"409","2008-08-15",768
"410","2008-08-18",754
"411","2008-08-19",759
"412","2008-08-20",765
"413","2008-08-21",761
"414","2008-08-22",755
"415","2008-08-25",762
"416","2008-08-26",755
"417","2008-08-27",758
"418","2008-08-28",748
"419","2008-08-29",745
"420","2008-09-02",749
"421","2008-09-03",750
"422","2008-09-04",760
"423","2008-09-05",810
"424","2008-09-08",850
"425","2008-09-09",826
"426","2008-09-10",844
"427","2008-09-11",844
"428","2008-09-12",850
"429","2008-09-15",847
"430","2008-09-16",848
"431","2008-09-17",838
"432","2008-09-18",823
"433","2008-09-19",810
"434","2008-09-22",799
"435","2008-09-23",800
"436","2008-09-24",760
"437","2008-09-25",781
"438","2008-09-26",769
"439","2008-09-29",792
"440","2008-09-30",794
"441","2008-10-01",744
"442","2008-10-02",727
"443","2008-10-03",708
"444","2008-10-06",654
"445","2008-10-07",613
"446","2008-10-08",626
"447","2008-10-09",586
"448","2008-10-10",583
"449","2008-10-13",573
"450","2008-10-14",535
"451","2008-10-15",498
"452","2008-10-16",476
"453","2008-10-17",468
"454","2008-10-20",461
"455","2008-10-21",497
"456","2008-10-22",476
"457","2008-10-23",475
"458","2008-10-24",458
"459","2008-10-27",435
"460","2008-10-28",425
"461","2008-10-29",442
"462","2008-10-30",460
"463","2008-10-31",485
"464","2008-11-03",475
"465","2008-11-04",465
"466","2008-11-05",460
"467","2008-11-06",456
"468","2008-11-07",426
"469","2008-11-10",398
"470","2008-11-11",390
"471","2008-11-12",368
"472","2008-11-13",398
"473","2008-11-14",430
"474","2008-11-17",440
"475","2008-11-18",428
"476","2008-11-19",424
"477","2008-11-20",411
"478","2008-11-21",389
"479","2008-11-24",408
"480","2008-11-25",389
"481","2008-11-26",409
"482","2008-11-28",400
"483","2008-12-01",399
"484","2008-12-02",400
"485","2008-12-03",385
"486","2008-12-04",377
"487","2008-12-05",369
"488","2008-12-08",402
"489","2008-12-09",414
"490","2008-12-10",435
"491","2008-12-11",443
"492","2008-12-12",441
"493","2008-12-15",435
"494","2008-12-16",426
"495","2008-12-17",412
"496","2008-12-18",400
"497","2008-12-19",399
"498","2008-12-22",369
"499","2008-12-23",349
"500","2008-12-24",339
"501","2008-12-26",370
"502","2008-12-29",368
"503","2008-12-30",352
"504","2008-12-31",401
"505","2009-01-02",385
"506","2009-01-05",400
"507","2009-01-06",406
"508","2009-01-07",405
"509","2009-01-08",412
"510","2009-01-09",419
"511","2009-01-12",447
"512","2009-01-13",471
"513","2009-01-14",458
"514","2009-01-15",446
"515","2009-01-16",426
"516","2009-01-20",403
"517","2009-01-21",420
"518","2009-01-22",416
"519","2009-01-23",411
"520","2009-01-26",468
"521","2009-01-27",469
"522","2009-01-28",490
"523","2009-01-29",486
"524","2009-01-30",462
"525","2009-02-02",459
"526","2009-02-03",456
"527","2009-02-04",485
"528","2009-02-05",533
"529","2009-02-06",550
"530","2009-02-09",545
"531","2009-02-10",555
"532","2009-02-11",560
"533","2009-02-12",595
"534","2009-02-13",574
"535","2009-02-17",573
"536","2009-02-18",573
"537","2009-02-19",589
"538","2009-02-20",592
"539","2009-02-23",567
"540","2009-02-24",570
"541","2009-02-25",551
"542","2009-02-26",506
"543","2009-02-27",526
"544","2009-03-02",490
"545","2009-03-03",497
"546","2009-03-04",526
"547","2009-03-05",507
"548","2009-03-06",437
"549","2009-03-09",410
"550","2009-03-10",406
"551","2009-03-11",409
"552","2009-03-12",319
"553","2009-03-13",318
"554","2009-03-16",315
"555","2009-03-17",321
"556","2009-03-18",307
"557","2009-03-19",330
"558","2009-03-20",300
"559","2009-03-23",296
"560","2009-03-24",308
"561","2009-03-25",308
"562","2009-03-26",304
"563","2009-03-27",297
"564","2009-03-30",302
"565","2009-03-31",304
"566","2009-04-01",318
"567","2009-04-02",319
"568","2009-04-03",315
"569","2009-04-06",307
"570","2009-04-07",304
"571","2009-04-08",299
"572","2009-04-09",318
"573","2009-04-13",300
"574","2009-04-14",299
"575","2009-04-15",303
"576","2009-04-16",294
"577","2009-04-17",314
"578","2009-04-20",314
"579","2009-04-21",310
"580","2009-04-22",310
"581","2009-04-23",318
"582","2009-04-24",329
"583","2009-04-27",322
"584","2009-04-28",323
"585","2009-04-29",337
"586","2009-04-30",321
"587","2009-05-01",341
"588","2009-05-04",355
"589","2009-05-05",355
"590","2009-05-06",388
"591","2009-05-07",340
"592","2009-05-08",340
"593","2009-05-11",326
"594","2009-05-12",341
"595","2009-05-13",334
"596","2009-05-14",330
"597","2009-05-15",329
"598","2009-05-18",350
"599","2009-05-19",341
"600","2009-05-20",341
"601","2009-05-21",350
"602","2009-05-22",348
"603","2009-05-26",341
"604","2009-05-27",330
"605","2009-05-28",329
"606","2009-05-29",306
"607","2009-06-01",330
"608","2009-06-02",330
"609","2009-06-03",332
"610","2009-06-04",367
"611","2009-06-05",430
"612","2009-06-08",439
"613","2009-06-09",440
"614","2009-06-10",410
"615","2009-06-11",436
"616","2009-06-12",435
"617","2009-06-15",406
"618","2009-06-16",406
"619","2009-06-17",408
"620","2009-06-18",402
"621","2009-06-19",404
"622","2009-06-22",397
"623","2009-06-23",394
"624","2009-06-24",375
"625","2009-06-25",376
"626","2009-06-26",396
"627","2009-06-29",370
"628","2009-06-30",410
"629","2009-07-01",414
"630","2009-07-02",405
"631","2009-07-06",408
"632","2009-07-07",421
"633","2009-07-08",408
"634","2009-07-09",409
"635","2009-07-10",409
"636","2009-07-13",400
"637","2009-07-14",409
"638","2009-07-15",431
"639","2009-07-16",429
"640","2009-07-17",433
"641","2009-07-20",456
"642","2009-07-21",452
"643","2009-07-22",445
"644","2009-07-23",445
"645","2009-07-24",470
"646","2009-07-27",490
"647","2009-07-28",494
"648","2009-07-29",515
"649","2009-07-30",514
"650","2009-07-31",519
"651","2009-08-03",532
"652","2009-08-04",534
"653","2009-08-05",537
"654","2009-08-06",506
"655","2009-08-07",513
"656","2009-08-10",506
"657","2009-08-11",507
"658","2009-08-12",505
"659","2009-08-13",505
"660","2009-08-14",525
"661","2009-08-17",507
"662","2009-08-18",525
"663","2009-08-19",524
"664","2009-08-20",506
"665","2009-08-21",525
"666","2009-08-24",540
"667","2009-08-25",562
"668","2009-08-26",564
"669","2009-08-27",540
"670","2009-08-28",540
"671","2009-08-31",537
"672","2009-09-01",525
"673","2009-09-02",531
"674","2009-09-03",530
"675","2009-09-04",535
"676","2009-09-08",530
"677","2009-09-09",532
"678","2009-09-10",517
"679","2009-09-11",515
"680","2009-09-14",508
"681","2009-09-15",505
"682","2009-09-16",508
"683","2009-09-17",493
"684","2009-09-18",527
"685","2009-09-21",507
"686","2009-09-22",507
"687","2009-09-23",506
"688","2009-09-24",485
"689","2009-09-25",484
"690","2009-09-28",478
"691","2009-09-29",479
"692","2009-09-30",458
"693","2009-10-01",472
"694","2009-10-02",497
"695","2009-10-05",479
"696","2009-10-06",513
"697","2009-10-07",507
"698","2009-10-08",509
"699","2009-10-09",510
"700","2009-10-12",510
"701","2009-10-13",490
"702","2009-10-14",510
"703","2009-10-15",509
"704","2009-10-16",510
"705","2009-10-19",508
"706","2009-10-20",510
"707","2009-10-21",514
"708","2009-10-22",511
"709","2009-10-23",508
"710","2009-10-26",506
"711","2009-10-27",505
"712","2009-10-28",501
"713","2009-10-29",500
"714","2009-10-30",502
"715","2009-11-02",526
"716","2009-11-03",524
"717","2009-11-04",510
"718","2009-11-05",515
"719","2009-11-06",493
"720","2009-11-09",490
"721","2009-11-10",482
"722","2009-11-11",494
"723","2009-11-12",494
"724","2009-11-13",489
"725","2009-11-16",465
"726","2009-11-17",419
"727","2009-11-18",405
"728","2009-11-19",405
"729","2009-11-20",409
"730","2009-11-23",417
"731","2009-11-24",415
"732","2009-11-25",420
"733","2009-11-27",415
"734","2009-11-30",415
"735","2009-12-01",402
"736","2009-12-02",410
"737","2009-12-03",400
"738","2009-12-04",407
"739","2009-12-07",433
"740","2009-12-08",402
"741","2009-12-09",400
"742","2009-12-10",398
"743","2009-12-11",397
"744","2009-12-14",387
"745","2009-12-15",400
"746","2009-12-16",399
"747","2009-12-17",400
"748","2009-12-18",433
"749","2009-12-21",402
"750","2009-12-22",404
"751","2009-12-23",439
"752","2009-12-24",450
"753","2009-12-28",450
"754","2009-12-29",426
"755","2009-12-30",443
"756","2009-12-31",482
"757","2010-01-04",479
"758","2010-01-05",473
"759","2010-01-06",478
"760","2010-01-07",504
"761","2010-01-08",500
"762","2010-01-11",528
"763","2010-01-12",519
"764","2010-01-13",501
"765","2010-01-14",509
"766","2010-01-15",501
"767","2010-01-19",499
"768","2010-01-20",506
"769","2010-01-21",507
"770","2010-01-22",500
"771","2010-01-25",509
"772","2010-01-26",510
"773","2010-01-27",503
"774","2010-01-28",510
"775","2010-01-29",502
"776","2010-02-01",500
"777","2010-02-02",499
"778","2010-02-03",501
"779","2010-02-04",500
"780","2010-02-05",505
"781","2010-02-08",518
"782","2010-02-09",518
"783","2010-02-10",534
"784","2010-02-11",519
"785","2010-02-12",501
"786","2010-02-16",510
"787","2010-02-17",513
"788","2010-02-18",515
"789","2010-02-19",526
"790","2010-02-22",525
"791","2010-02-23",516
"792","2010-02-24",512
"793","2010-02-25",516
"794","2010-02-26",521
"795","2010-03-01",503
"796","2010-03-02",502
"797","2010-03-03",511
"798","2010-03-04",504
"799","2010-03-05",568
"800","2010-03-08",583
"801","2010-03-09",577
"802","2010-03-10",580
"803","2010-03-11",574
"804","2010-03-12",554
"805","2010-03-15",600
"806","2010-03-16",581
"807","2010-03-17",562
"808","2010-03-18",636
"809","2010-03-19",690
"810","2010-03-22",725
"811","2010-03-23",750
"812","2010-03-24",702
"813","2010-03-25",709
"814","2010-03-26",715
"815","2010-03-29",734
"816","2010-03-30",743
"817","2010-03-31",752
"818","2010-04-01",749
"819","2010-04-05",760
"820","2010-04-06",739
"821","2010-04-07",729
"822","2010-04-08",696
"823","2010-04-09",692
"824","2010-04-12",695
"825","2010-04-13",692
"826","2010-04-14",691
"827","2010-04-15",694
"828","2010-04-16",687
"829","2010-04-19",744
"830","2010-04-20",789
"831","2010-04-21",778
"832","2010-04-22",808
"833","2010-04-23",824
"834","2010-04-26",882
"835","2010-04-27",899
"836","2010-04-28",902
"837","2010-04-29",917
"838","2010-04-30",907
"839","2010-05-03",908
"840","2010-05-04",915
"841","2010-05-05",910
"842","2010-05-06",910
"843","2010-05-07",849
"844","2010-05-10",865
"845","2010-05-11",870
"846","2010-05-12",900
"847","2010-05-13",899
"848","2010-05-14",898
"849","2010-05-17",900
"850","2010-05-18",900
"851","2010-05-19",861
"852","2010-05-20",821
"853","2010-05-21",764
"854","2010-05-24",774
"855","2010-05-25",750
"856","2010-05-26",779
"857","2010-05-27",829
"858","2010-05-28",819
"859","2010-06-01",828
"860","2010-06-02",782
"861","2010-06-03",791
"862","2010-06-04",795
"863","2010-06-07",761
"864","2010-06-08",769
"865","2010-06-09",768
"866","2010-06-10",819
"867","2010-06-11",833
"868","2010-06-14",863
"869","2010-06-15",899
"870","2010-06-16",900
"871","2010-06-17",901
"872","2010-06-18",931
"873","2010-06-21",919
"874","2010-06-22",904
"875","2010-06-23",899
"876","2010-06-24",894
"877","2010-06-25",877
"878","2010-06-28",889
"879","2010-06-29",825
"880","2010-06-30",828
"881","2010-07-01",812
"882","2010-07-02",819
"883","2010-07-06",776
"884","2010-07-07",794
"885","2010-07-08",794
"886","2010-07-09",812
"887","2010-07-12",783
"888","2010-07-13",823
"889","2010-07-14",837
"890","2010-07-15",816
"891","2010-07-16",809
"892","2010-07-19",807
"893","2010-07-20",836
"894","2010-07-21",821
"895","2010-07-22",840
"896","2010-07-23",871
"897","2010-07-26",868
"898","2010-07-27",875
"899","2010-07-28",861
"900","2010-07-29",845
"901","2010-07-30",803
"902","2010-08-02",821
"903","2010-08-03",825
"904","2010-08-04",867
"905","2010-08-05",841
"906","2010-08-06",832
"907","2010-08-09",809
"908","2010-08-10",795
"909","2010-08-11",748
"910","2010-08-12",752
"911","2010-08-13",701
"912","2010-08-16",742
"913","2010-08-17",764
"914","2010-08-18",782
"915","2010-08-19",725
"916","2010-08-20",748
"917","2010-08-23",735
"918","2010-08-24",737
"919","2010-08-25",771
"920","2010-08-26",758
"921","2010-08-27",784
"922","2010-08-30",729
"923","2010-08-31",728
"924","2010-09-01",765
"925","2010-09-02",759
"926","2010-09-03",779
"927","2010-09-07",746
"928","2010-09-08",805
"929","2010-09-09",756
"930","2010-09-10",820
"931","2010-09-13",848
"932","2010-09-14",885
"933","2010-09-15",893
"934","2010-09-16",882
"935","2010-09-17",802
"936","2010-09-20",825
"937","2010-09-21",828
"938","2010-09-22",843
"939","2010-09-23",869
"940","2010-09-24",886
"941","2010-09-27",858
"942","2010-09-28",869
"943","2010-09-29",881
"944","2010-09-30",874
"945","2010-10-01",860
"946","2010-10-04",850
"947","2010-10-05",869
"948","2010-10-06",859
"949","2010-10-07",854
"950","2010-10-08",889
"951","2010-10-11",874
"952","2010-10-12",868
"953","2010-10-13",883
"954","2010-10-14",898
"955","2010-10-15",907
"956","2010-10-18",929
"957","2010-10-19",916
"958","2010-10-20",928
"959","2010-10-21",892
"960","2010-10-22",886
"961","2010-10-25",885
"962","2010-10-26",880
"963","2010-10-27",881
"964","2010-10-28",873
"965","2010-10-29",877
"966","2010-11-01",885
"967","2010-11-02",914
"968","2010-11-03",933
"969","2010-11-04",1026
"970","2010-11-05",999
"971","2010-11-08",992
"972","2010-11-09",970
"973","2010-11-10",1019
"974","2010-11-11",1034
"975","2010-11-12",1045
"976","2010-11-15",1074
"977","2010-11-16",1065
"978","2010-11-17",1052
"979","2010-11-18",1065
"980","2010-11-19",1045
"981","2010-11-22",1050
"982","2010-11-23",1025
"983","2010-11-24",1053
"984","2010-11-26",1026
"985","2010-11-29",977
"986","2010-11-30",946
"987","2010-12-01",950
"988","2010-12-02",1001
"989","2010-12-03",1023
"990","2010-12-06",1034
"991","2010-12-07",1061
"992","2010-12-08",1101
"993","2010-12-09",1145
"994","2010-12-10",1104
"995","2010-12-13",1106
"996","2010-12-14",1076
"997","2010-12-15",1107
"998","2010-12-16",1117
"999","2010-12-17",1148
"1000","2010-12-20",1126
"1001","2010-12-21",1098
"1002","2010-12-22",1121
"1003","2010-12-23",1116
"1004","2010-12-27",1093
"1005","2010-12-28",1090
"1006","2010-12-29",1073
"1007","2010-12-30",1075
"1008","2010-12-31",1054
"1009","2011-01-03",1069
"1010","2011-01-04",1059
"1011","2011-01-05",1107
"1012","2011-01-06",1096
"1013","2011-01-07",1088
"1014","2011-01-10",1058
"1015","2011-01-11",1090
"1016","2011-01-12",1095
"1017","2011-01-13",1098
"1018","2011-01-14",1108
"1019","2011-01-18",1122
"1020","2011-01-19",1056
"1021","2011-01-20",996
"1022","2011-01-21",933
"1023","2011-01-24",978
"1024","2011-01-25",954
"1025","2011-01-26",960
"1026","2011-01-27",923
"1027","2011-01-28",837
"1028","2011-01-31",808
"1029","2011-02-01",860
"1030","2011-02-02",905
"1031","2011-02-03",921
"1032","2011-02-04",901
"1033","2011-02-07",919
"1034","2011-02-08",942
"1035","2011-02-09",935
"1036","2011-02-10",965
"1037","2011-02-11",956
"1038","2011-02-14",926
"1039","2011-02-15",909
"1040","2011-02-16",907
"1041","2011-02-17",907
"1042","2011-02-18",902
"1043","2011-02-22",840
"1044","2011-02-23",858
"1045","2011-02-24",857
"1046","2011-02-25",858
"1047","2011-02-28",867
"1048","2011-03-01",846
"1049","2011-03-02",835
"1050","2011-03-03",844
"1051","2011-03-04",848
"1052","2011-03-07",830
"1053","2011-03-08",884
"1054","2011-03-09",882
"1055","2011-03-10",818
"1056","2011-03-11",870
"1057","2011-03-14",843
"1058","2011-03-15",824
"1059","2011-03-16",803
"1060","2011-03-17",788
"1061","2011-03-18",828
"1062","2011-03-21",880
"1063","2011-03-22",848
"1064","2011-03-23",830
"1065","2011-03-24",833
"1066","2011-03-25",829
"1067","2011-03-28",803
"1068","2011-03-29",794
"1069","2011-03-30",794
"1070","2011-03-31",811
"1071","2011-04-01",921
"1072","2011-04-04",941
"1073","2011-04-05",936
"1074","2011-04-06",919
"1075","2011-04-07",895
"1076","2011-04-08",848
"1077","2011-04-11",823
"1078","2011-04-12",802
"1079","2011-04-13",798
"1080","2011-04-14",800
"1081","2011-04-15",807
"1082","2011-04-18",798
"1083","2011-04-19",832
"1084","2011-04-20",850
"1085","2011-04-21",860
"1086","2011-04-25",875
"1087","2011-04-26",881
"1088","2011-04-27",881
"1089","2011-04-28",877
"1090","2011-04-29",867
"1091","2011-05-02",847
"1092","2011-05-03",807
"1093","2011-05-04",799
"1094","2011-05-05",795
"1095","2011-05-06",801
"1096","2011-05-09",800
"1097","2011-05-10",810
"1098","2011-05-11",799
"1099","2011-05-12",807
"1100","2011-05-13",798
"1101","2011-05-16",780
"1102","2011-05-17",766
"1103","2011-05-18",760
"1104","2011-05-19",745
"1105","2011-05-20",691
"1106","2011-05-23",671
"1107","2011-05-24",652
"1108","2011-05-25",652
"1109","2011-05-26",673
"1110","2011-05-27",693
"1111","2011-05-31",690
"1112","2011-06-01",671
"1113","2011-06-02",671
"1114","2011-06-03",650
"1115","2011-06-06",620
"1116","2011-06-07",621
"1117","2011-06-08",614
"1118","2011-06-09",617
"1119","2011-06-10",615
"1120","2011-06-13",616
"1121","2011-06-14",628
"1122","2011-06-15",615
"1123","2011-06-16",625
"1124","2011-06-17",638
"1125","2011-06-20",641
"1126","2011-06-21",661
"1127","2011-06-22",663
"1128","2011-06-23",650
"1129","2011-06-24",669
"1130","2011-06-27",689
"1131","2011-06-28",698
"1132","2011-06-29",720
"1133","2011-06-30",709
"1134","2011-07-01",718
"1135","2011-07-05",702
"1136","2011-07-06",726
"1137","2011-07-07",758
"1138","2011-07-08",778
"1139","2011-07-11",749
