"","date","EVER"
"292","2019-08-26",22.799999
"293","2019-08-27",21.85
"294","2019-08-28",22.4
"295","2019-08-29",22.25
"296","2019-08-30",22.389999
"297","2019-09-03",22.42
"298","2019-09-04",22.42
"299","2019-09-05",22.530001
"300","2019-09-06",22.16
"301","2019-09-09",21.35
"302","2019-09-10",20
"303","2019-09-11",21.98
"304","2019-09-12",22.4
"305","2019-09-13",22.360001
"306","2019-09-16",24.73
"307","2019-09-17",23.299999
"308","2019-09-18",22.77
"309","2019-09-19",22.41
"310","2019-09-20",22.4
"311","2019-09-23",22
"312","2019-09-24",21.52
"313","2019-09-25",22.5
"314","2019-09-26",22.41
"315","2019-09-27",21.610001
"316","2019-09-30",21.34
"317","2019-10-01",21.08
"318","2019-10-02",19.5
"319","2019-10-03",20.09
"320","2019-10-04",19.84
"321","2019-10-07",19.93
"322","2019-10-08",19.48
"323","2019-10-09",19.49
"324","2019-10-10",18.9
"325","2019-10-11",19.549999
"326","2019-10-14",19.1
"327","2019-10-15",18.9
"328","2019-10-16",18.5
"329","2019-10-17",18.82
"330","2019-10-18",17.85
"331","2019-10-21",18.17
"332","2019-10-22",17.6
"333","2019-10-23",18.77
"334","2019-10-24",19.290001
"335","2019-10-25",18.84
"336","2019-10-28",19.27
"337","2019-10-29",19.42
"338","2019-10-30",20.51
"339","2019-10-31",20.299999
"340","2019-11-01",21.75
"341","2019-11-04",21.77
"342","2019-11-05",27.92
"343","2019-11-06",29.280001
"344","2019-11-07",29.77
"345","2019-11-08",30.58
"346","2019-11-11",31.030001
"347","2019-11-12",29.09
"348","2019-11-13",29.049999
"349","2019-11-14",27.700001
"350","2019-11-15",28.35
"351","2019-11-18",28.6
"352","2019-11-19",29.73
"353","2019-11-20",32.220001
"354","2019-11-21",31.280001
"355","2019-11-22",32.27
"356","2019-11-25",33.459999
"357","2019-11-26",35.130001
"358","2019-11-27",34.810001
"359","2019-11-29",35.209999
"360","2019-12-02",37.349998
"361","2019-12-03",38.049999
"362","2019-12-04",37.16
"363","2019-12-05",36.799999
"364","2019-12-06",37.709999
"365","2019-12-09",35.400002
"366","2019-12-10",36.009998
"367","2019-12-11",33.93
"368","2019-12-12",34.830002
"369","2019-12-13",33.16
"370","2019-12-16",34.150002
"371","2019-12-17",34.060001
"372","2019-12-18",33.790001
"373","2019-12-19",34.259998
"374","2019-12-20",34.720001
"375","2019-12-23",34.860001
"376","2019-12-24",35.549999
"377","2019-12-26",36.459999
"378","2019-12-27",34.759998
"379","2019-12-30",34.349998
"380","2019-12-31",34.349998
"381","2020-01-02",33.790001
"382","2020-01-03",34.439999
"383","2020-01-06",30.559999
"384","2020-01-07",31.219999
"385","2020-01-08",30.139999
"386","2020-01-09",30.299999
"387","2020-01-10",30.07
"388","2020-01-13",30.629999
"389","2020-01-14",30.57
"390","2020-01-15",30.950001
"391","2020-01-16",30.16
"392","2020-01-17",32.099998
"393","2020-01-21",33.490002
"394","2020-01-22",37.220001
"395","2020-01-23",39.290001
"396","2020-01-24",38.419998
"397","2020-01-27",37.779999
"398","2020-01-28",37.459999
"399","2020-01-29",38.02
"400","2020-01-30",36.849998
"401","2020-01-31",36.689999
"402","2020-02-03",38.18
"403","2020-02-04",39.290001
"404","2020-02-05",39.080002
"405","2020-02-06",39.610001
"406","2020-02-07",41.16
"407","2020-02-10",42.630001
"408","2020-02-11",41
"409","2020-02-12",40.009998
"410","2020-02-13",40.32
"411","2020-02-14",41.02
"412","2020-02-18",42.700001
"413","2020-02-19",43.75
"414","2020-02-20",45.169998
"415","2020-02-21",46.650002
"416","2020-02-24",45.740002
"417","2020-02-25",40.009998
"418","2020-02-26",39.169998
"419","2020-02-27",38.240002
"420","2020-02-28",40.619999
"421","2020-03-02",40.139999
"422","2020-03-03",38.189999
"423","2020-03-04",39.150002
"424","2020-03-05",37.970001
"425","2020-03-06",36.049999
"426","2020-03-09",33.060001
"427","2020-03-10",35.07
"428","2020-03-11",32.98
"429","2020-03-12",30.205
"430","2020-03-13",34.16
"431","2020-03-16",29.66
"432","2020-03-17",32.990002
"433","2020-03-18",23.709999
"434","2020-03-19",27.469999
"435","2020-03-20",26.879999
"436","2020-03-23",28.32
"437","2020-03-24",28.870001
"438","2020-03-25",29.01
"439","2020-03-26",28.530001
"440","2020-03-27",25.309999
"441","2020-03-30",24.705
"442","2020-03-31",26.25
"443","2020-04-01",23.045
"444","2020-04-02",24.08
"445","2020-04-03",24.16
"446","2020-04-06",27.68
"447","2020-04-07",27.74
"448","2020-04-08",30.67
"449","2020-04-09",35.709999
"450","2020-04-13",31.26
"451","2020-04-14",34.810001
"452","2020-04-15",33.41
"453","2020-04-16",34.990002
"454","2020-04-17",32.52
"455","2020-04-20",34.669998
"456","2020-04-21",36.259998
"457","2020-04-22",38.049999
"458","2020-04-23",40.18
"459","2020-04-24",38.869999
"460","2020-04-27",36.48
"461","2020-04-28",39.130001
"462","2020-04-29",40.240002
"463","2020-04-30",38.970001
"464","2020-05-01",38.049999
"465","2020-05-04",39.889999
"466","2020-05-05",48.48
"467","2020-05-06",49.560001
"468","2020-05-07",51.57
"469","2020-05-08",50.380001
"470","2020-05-11",49.720001
"471","2020-05-12",48.619999
"472","2020-05-13",48.599998
"473","2020-05-14",49.509998
"474","2020-05-15",49
"475","2020-05-18",47.200001
"476","2020-05-19",47.400002
"477","2020-05-20",47.900002
"478","2020-05-21",49.139999
"479","2020-05-22",49
"480","2020-05-26",46.630001
"481","2020-05-27",52.119999
"482","2020-05-28",52.299999
"483","2020-05-29",53.919998
"484","2020-06-01",56.700001
"485","2020-06-02",58.799999
"486","2020-06-03",58.200001
"487","2020-06-04",57.689999
"488","2020-06-05",57
"489","2020-06-08",57.669998
"490","2020-06-09",58.57
"491","2020-06-10",57.939999
"492","2020-06-11",55.43
"493","2020-06-12",55.48
"494","2020-06-15",58.529999
"495","2020-06-16",59.91
"496","2020-06-17",58.599998
"497","2020-06-18",60.939999
"498","2020-06-19",60.869999
"499","2020-06-22",61.27
"500","2020-06-23",60.700001
"501","2020-06-24",59.200001
"502","2020-06-25",62.619999
"503","2020-06-26",56.990002
"504","2020-06-29",58.040001
"505","2020-06-30",58.16
"506","2020-07-01",59.509998
"507","2020-07-02",59.639999
"508","2020-07-06",60
"509","2020-07-07",61.619999
"510","2020-07-08",62.470001
"511","2020-07-09",62.790001
"512","2020-07-10",62.16
"513","2020-07-13",58.189999
"514","2020-07-14",54.09
"515","2020-07-15",57.849998
"516","2020-07-16",58.91
"517","2020-07-17",56.939999
"518","2020-07-20",55.77
"519","2020-07-21",52.389999
"520","2020-07-22",51.150002
"521","2020-07-23",48.290001
"522","2020-07-24",47.959999
"523","2020-07-27",49.029999
"524","2020-07-28",48.240002
"525","2020-07-29",50.599998
"526","2020-07-30",50.380001
"527","2020-07-31",54.450001
"528","2020-08-03",56.040001
"529","2020-08-04",54.119999
"530","2020-08-05",41.689999
"531","2020-08-06",40.110001
"532","2020-08-07",42.810001
"533","2020-08-10",38.540001
"534","2020-08-11",37.02
"535","2020-08-12",37.259998
"536","2020-08-13",36.689999
"537","2020-08-14",38.450001
"538","2020-08-17",40.599998
"539","2020-08-18",39.290001
"540","2020-08-19",37.77
"541","2020-08-20",37.880001
"542","2020-08-21",37.209999
"543","2020-08-24",36.34
"544","2020-08-25",36.779999
"545","2020-08-26",37.200001
"546","2020-08-27",36.779999
"547","2020-08-28",35.880001
"548","2020-08-31",35.5
"549","2020-09-01",38.889999
"550","2020-09-02",41.040001
"551","2020-09-03",38.41
"552","2020-09-04",37.66
"553","2020-09-08",40.709999
"554","2020-09-09",40.200001
"555","2020-09-10",40.02
"556","2020-09-11",40.540001
"557","2020-09-14",40.66
"558","2020-09-15",38.599998
"559","2020-09-16",38.130001
"560","2020-09-17",37.48
"561","2020-09-18",39.110001
"562","2020-09-21",40.599998
"563","2020-09-22",42.060001
"564","2020-09-23",40.470001
"565","2020-09-24",37.419998
"566","2020-09-25",40.43
"567","2020-09-28",37.689999
"568","2020-09-29",38.490002
"569","2020-09-30",38.639999
"570","2020-10-01",40.290001
"571","2020-10-02",39.049999
"572","2020-10-05",38.810001
"573","2020-10-06",39.400002
"574","2020-10-07",39.080002
"575","2020-10-08",38.360001
"576","2020-10-09",38.740002
"577","2020-10-12",37.939999
"578","2020-10-13",40.59
"579","2020-10-14",39.700001
"580","2020-10-15",38.029999
"581","2020-10-16",36.52
"582","2020-10-19",36.459999
"583","2020-10-20",37.23
"584","2020-10-21",37.799999
"585","2020-10-22",37.650002
"586","2020-10-23",36.650002
"587","2020-10-26",35.610001
"588","2020-10-27",35.240002
"589","2020-10-28",34.700001
"590","2020-10-29",35.490002
"591","2020-10-30",33.490002
"592","2020-11-02",34.580002
"593","2020-11-03",36.869999
"594","2020-11-04",39.200001
"595","2020-11-05",39.830002
"596","2020-11-06",39.759998
"597","2020-11-09",39.48
"598","2020-11-10",40.220001
"599","2020-11-11",40.82
"600","2020-11-12",40.950001
"601","2020-11-13",40.32
"602","2020-11-16",39.34
"603","2020-11-17",38.84
"604","2020-11-18",39.049999
"605","2020-11-19",40.549999
"606","2020-11-20",41
"607","2020-11-23",41.509998
"608","2020-11-24",41.07
"609","2020-11-25",40.810001
"610","2020-11-27",40.959999
