"","date","BOXL"
"269","2018-12-26",1.23
"270","2018-12-27",1.28
"271","2018-12-28",1.26
"272","2018-12-31",1.2
"273","2019-01-02",1.3
"274","2019-01-03",1.911
"275","2019-01-04",1.63
"276","2019-01-07",1.532
"277","2019-01-08",1.48
"278","2019-01-09",1.53
"279","2019-01-10",1.62
"280","2019-01-11",1.527
"281","2019-01-14",1.78
"282","2019-01-15",1.69
"283","2019-01-16",1.719
"284","2019-01-17",1.77
"285","2019-01-18",1.75
"286","2019-01-22",2.4
"287","2019-01-23",3.23
"288","2019-01-24",2.89
"289","2019-01-25",2.66
"290","2019-01-28",2.68
"291","2019-01-29",2.69
"292","2019-01-30",2.58
"293","2019-01-31",2.83
"294","2019-02-01",2.82
"295","2019-02-04",2.71
"296","2019-02-05",2.78
"297","2019-02-06",2.86
"298","2019-02-07",2.97
"299","2019-02-08",2.7
"300","2019-02-11",2.67
"301","2019-02-12",2.59
"302","2019-02-13",2.79
"303","2019-02-14",2.68
"304","2019-02-15",2.92
"305","2019-02-19",2.9
"306","2019-02-20",3.03
"307","2019-02-21",3.01
"308","2019-02-22",2.99
"309","2019-02-25",2.92
"310","2019-02-26",2.81
"311","2019-02-27",2.82
"312","2019-02-28",2.81
"313","2019-03-01",2.79
"314","2019-03-04",2.724
"315","2019-03-05",2.68
"316","2019-03-06",2.6
"317","2019-03-07",2.59
"318","2019-03-08",2.42
"319","2019-03-11",2.45
"320","2019-03-12",2.5
"321","2019-03-13",2.57
"322","2019-03-14",2.86
"323","2019-03-15",2.74
"324","2019-03-18",2.85
"325","2019-03-19",2.7
"326","2019-03-20",2.89
"327","2019-03-21",2.8
"328","2019-03-22",2.78
"329","2019-03-25",2.74
"330","2019-03-26",2.91
"331","2019-03-27",2.94
"332","2019-03-28",2.89
"333","2019-03-29",3.2
"334","2019-04-01",2.97
"335","2019-04-02",2.88
"336","2019-04-03",2.86
"337","2019-04-04",3.07
"338","2019-04-05",3
"339","2019-04-08",2.97
"340","2019-04-09",2.89
"341","2019-04-10",3.27
"342","2019-04-11",3.32
"343","2019-04-12",3.49
"344","2019-04-15",3.92
"345","2019-04-16",3.26
"346","2019-04-17",3.97
"347","2019-04-18",4.3
"348","2019-04-22",4.1
"349","2019-04-23",4.16
"350","2019-04-24",4.08
"351","2019-04-25",4.02
"352","2019-04-26",3.84
"353","2019-04-29",3.91
"354","2019-04-30",3.88
"355","2019-05-01",3.7
"356","2019-05-02",3.57
"357","2019-05-03",3.83
"358","2019-05-06",4.1
"359","2019-05-07",4.05
"360","2019-05-08",4.373
"361","2019-05-09",4.26
"362","2019-05-10",4.05
"363","2019-05-13",3.82
"364","2019-05-14",3.99
"365","2019-05-15",3.85
"366","2019-05-16",3.7
"367","2019-05-17",3.58
"368","2019-05-20",3.56
"369","2019-05-21",3.45
"370","2019-05-22",3.33
"371","2019-05-23",3.18
"372","2019-05-24",3.13
"373","2019-05-28",3.13
"374","2019-05-29",3.1
"375","2019-05-30",3.12
"376","2019-05-31",3.06
"377","2019-06-03",3.1
"378","2019-06-04",3.11
"379","2019-06-05",3.08
"380","2019-06-06",3.08
"381","2019-06-07",3.09
"382","2019-06-10",3.03
"383","2019-06-11",2.95
"384","2019-06-12",3.14
"385","2019-06-13",3.22
"386","2019-06-14",3.04
"387","2019-06-17",2.97
"388","2019-06-18",2.88
"389","2019-06-19",2.92
"390","2019-06-20",2.93
"391","2019-06-21",2.85
"392","2019-06-24",2.85
"393","2019-06-25",2.9
"394","2019-06-26",2.85
"395","2019-06-27",2.94
"396","2019-06-28",3.07
"397","2019-07-01",3.02
"398","2019-07-02",2.985
"399","2019-07-03",2.96
"400","2019-07-05",2.985
"401","2019-07-08",2.95
"402","2019-07-09",2.9
"403","2019-07-10",3.03
"404","2019-07-11",2.91
"405","2019-07-12",2.92
"406","2019-07-15",2.945
"407","2019-07-16",2.94
"408","2019-07-17",2.93
"409","2019-07-18",2.92
"410","2019-07-19",2.88
"411","2019-07-22",2.86
"412","2019-07-23",2.82
"413","2019-07-24",2.83
"414","2019-07-25",2.32
"415","2019-07-26",2.63
"416","2019-07-29",2.6
"417","2019-07-30",2.56
"418","2019-07-31",2.62
"419","2019-08-01",2.59
"420","2019-08-02",2.59
"421","2019-08-05",2.56
"422","2019-08-06",2.4
"423","2019-08-07",2.5
"424","2019-08-08",2.58
"425","2019-08-09",2.611
"426","2019-08-12",2.66
"427","2019-08-13",2.83
"428","2019-08-14",2.62
"429","2019-08-15",2.5
"430","2019-08-16",2.55
"431","2019-08-19",2.41
"432","2019-08-20",2.45
"433","2019-08-21",2.4
"434","2019-08-22",2.4
"435","2019-08-23",2.46
"436","2019-08-26",2.3
"437","2019-08-27",2.3
"438","2019-08-28",2.1
"439","2019-08-29",2.17
"440","2019-08-30",2.23
"441","2019-09-03",2.13
"442","2019-09-04",2.17
"443","2019-09-05",2.31
"444","2019-09-06",2.25
"445","2019-09-09",2.13
"446","2019-09-10",2.16
"447","2019-09-11",2.25
"448","2019-09-12",2.23
"449","2019-09-13",2.189
"450","2019-09-16",2.17
"451","2019-09-17",2.085
"452","2019-09-18",2.03
"453","2019-09-19",2.02
"454","2019-09-20",1.95
"455","2019-09-23",1.9
"456","2019-09-24",1.86
"457","2019-09-25",1.89
"458","2019-09-26",1.92
"459","2019-09-27",1.83
"460","2019-09-30",1.84
"461","2019-10-01",1.84
"462","2019-10-02",1.8
"463","2019-10-03",1.84
"464","2019-10-04",1.89
"465","2019-10-07",1.85
"466","2019-10-08",1.81
"467","2019-10-09",1.86
"468","2019-10-10",1.79
"469","2019-10-11",1.878
"470","2019-10-14",1.9
"471","2019-10-15",1.96
"472","2019-10-16",1.97
"473","2019-10-17",1.88
"474","2019-10-18",1.86
"475","2019-10-21",1.96
"476","2019-10-22",2.09
"477","2019-10-23",1.95
"478","2019-10-24",1.94
"479","2019-10-25",1.856
"480","2019-10-28",1.78
"481","2019-10-29",1.73
"482","2019-10-30",1.666
"483","2019-10-31",1.66
"484","2019-11-01",1.72
"485","2019-11-04",1.7
"486","2019-11-05",1.68
"487","2019-11-06",1.72
"488","2019-11-07",1.65
"489","2019-11-08",1.7
"490","2019-11-11",1.75
"491","2019-11-12",1.9
"492","2019-11-13",1.7
"493","2019-11-14",1.56
"494","2019-11-15",1.65
"495","2019-11-18",1.6
"496","2019-11-19",1.562
"497","2019-11-20",1.55
"498","2019-11-21",1.49
"499","2019-11-22",1.476
"500","2019-11-25",1.49
"501","2019-11-26",1.45
"502","2019-11-27",1.48
"503","2019-11-29",1.46
"504","2019-12-02",1.41
"505","2019-12-03",1.39
"506","2019-12-04",1.39
"507","2019-12-05",1.406
"508","2019-12-06",1.37
"509","2019-12-09",1.36
"510","2019-12-10",1.32
"511","2019-12-11",1.33
"512","2019-12-12",1.28
"513","2019-12-13",1.34
"514","2019-12-16",1.27
"515","2019-12-17",1.27
"516","2019-12-18",1.16
"517","2019-12-19",1.16
"518","2019-12-20",1.15
"519","2019-12-23",1.09
"520","2019-12-24",1.07
"521","2019-12-26",1.05
"522","2019-12-27",1.1
"523","2019-12-30",1.115
"524","2019-12-31",1.11
"525","2020-01-02",1.15
"526","2020-01-03",1.1
"527","2020-01-06",1.18
"528","2020-01-07",1.245
"529","2020-01-08",1.18
"530","2020-01-09",1.26
"531","2020-01-10",1.22
"532","2020-01-13",1.2
"533","2020-01-14",1.21
"534","2020-01-15",1.33
"535","2020-01-16",1.35
"536","2020-01-17",1.53
"537","2020-01-21",1.58
"538","2020-01-22",1.57
"539","2020-01-23",1.44
"540","2020-01-24",1.34
"541","2020-01-27",1.27
"542","2020-01-28",1.31
"543","2020-01-29",1.25
"544","2020-01-30",1.18
"545","2020-01-31",1.14
"546","2020-02-03",1.1
"547","2020-02-04",1.1
"548","2020-02-05",1.1
"549","2020-02-06",1.21
"550","2020-02-07",1.185
"551","2020-02-10",1.12
"552","2020-02-11",1.11
"553","2020-02-12",1.11
"554","2020-02-13",1.1
"555","2020-02-14",1.12
"556","2020-02-18",1.16
"557","2020-02-19",1.27
"558","2020-02-20",1.19
"559","2020-02-21",1.16
"560","2020-02-24",1.123
"561","2020-02-25",1.12
"562","2020-02-26",1.126
"563","2020-02-27",1.1
"564","2020-02-28",1.1
"565","2020-03-02",1.05
"566","2020-03-03",0.99
"567","2020-03-04",1.02
"568","2020-03-05",0.976
"569","2020-03-06",0.94
"570","2020-03-09",0.791
"571","2020-03-10",0.75
"572","2020-03-11",0.689
"573","2020-03-12",0.46
"574","2020-03-13",0.425
"575","2020-03-16",0.388
"576","2020-03-17",0.39
"577","2020-03-18",0.363
"578","2020-03-19",0.418
"579","2020-03-20",0.41
"580","2020-03-23",0.35
"581","2020-03-24",0.38
"582","2020-03-25",0.62
"583","2020-03-26",0.528
"584","2020-03-27",0.55
"585","2020-03-30",0.534
"586","2020-03-31",0.57
"587","2020-04-01",0.772
"588","2020-04-02",0.64
"589","2020-04-03",0.583
"590","2020-04-06",0.57
"591","2020-04-07",0.62
"592","2020-04-08",0.6
"593","2020-04-09",0.61
"594","2020-04-13",0.679
"595","2020-04-14",0.689
"596","2020-04-15",0.7
"597","2020-04-16",0.682
"598","2020-04-17",0.7
"599","2020-04-20",0.669
"600","2020-04-21",0.676
"601","2020-04-22",0.655
"602","2020-04-23",0.66
"603","2020-04-24",0.665
"604","2020-04-27",0.702
"605","2020-04-28",0.699
"606","2020-04-29",0.74
"607","2020-04-30",0.73
"608","2020-05-01",0.76
"609","2020-05-04",0.809
"610","2020-05-05",0.789
"611","2020-05-06",0.819
"612","2020-05-07",0.86
"613","2020-05-08",0.828
"614","2020-05-11",0.84
"615","2020-05-12",0.812
"616","2020-05-13",0.687
"617","2020-05-14",0.65
"618","2020-05-15",0.619
"619","2020-05-18",0.665
"620","2020-05-19",0.787
"621","2020-05-20",1.24
"622","2020-05-21",1.12
"623","2020-05-22",1.05
"624","2020-05-26",1
"625","2020-05-27",0.96
"626","2020-05-28",0.92
"627","2020-05-29",0.851
"628","2020-06-01",0.925
"629","2020-06-02",0.9
"630","2020-06-03",0.892
"631","2020-06-04",1.04
"632","2020-06-05",1.06
"633","2020-06-08",1.02
"634","2020-06-09",0.8
"635","2020-06-10",0.8
"636","2020-06-11",0.711
"637","2020-06-12",0.73
"638","2020-06-15",0.776
"639","2020-06-16",0.8
"640","2020-06-17",0.789
"641","2020-06-18",0.915
"642","2020-06-19",0.805
"643","2020-06-22",0.808
"644","2020-06-23",0.845
"645","2020-06-24",0.815
"646","2020-06-25",0.847
"647","2020-06-26",0.801
"648","2020-06-29",1.06
"649","2020-06-30",0.92
"650","2020-07-01",0.875
"651","2020-07-02",0.923
"652","2020-07-06",0.917
"653","2020-07-07",0.889
"654","2020-07-08",0.919
"655","2020-07-09",0.975
"656","2020-07-10",1
"657","2020-07-13",1.57
"658","2020-07-14",1.94
"659","2020-07-15",2.38
"660","2020-07-16",4.2
"661","2020-07-17",3.67
"662","2020-07-20",2.92
"663","2020-07-21",2.86
"664","2020-07-22",2.9
"665","2020-07-23",3.08
"666","2020-07-24",2.93
"667","2020-07-27",2.67
"668","2020-07-28",2.85
"669","2020-07-29",2.3
"670","2020-07-30",2.24
"671","2020-07-31",2.16
"672","2020-08-03",2.19
"673","2020-08-04",2.26
"674","2020-08-05",2.21
"675","2020-08-06",2.15
"676","2020-08-07",2.07
"677","2020-08-10",1.97
"678","2020-08-11",2.01
"679","2020-08-12",2.49
"680","2020-08-13",2.17
"681","2020-08-14",2.22
"682","2020-08-17",2.07
"683","2020-08-18",2.11
"684","2020-08-19",2.04
"685","2020-08-20",1.92
"686","2020-08-21",1.84
"687","2020-08-24",1.62
"688","2020-08-25",1.76
"689","2020-08-26",1.69
"690","2020-08-27",1.6
"691","2020-08-28",1.58
"692","2020-08-31",1.7
"693","2020-09-01",1.63
"694","2020-09-02",1.76
"695","2020-09-03",1.81
"696","2020-09-04",1.71
"697","2020-09-08",1.59
"698","2020-09-09",1.48
"699","2020-09-10",1.52
"700","2020-09-11",1.45
"701","2020-09-14",1.42
"702","2020-09-15",1.45
"703","2020-09-16",1.41
"704","2020-09-17",1.46
"705","2020-09-18",1.45
"706","2020-09-21",1.41
"707","2020-09-22",1.71
"708","2020-09-23",1.43
"709","2020-09-24",1.45
"710","2020-09-25",1.66
"711","2020-09-28",1.62
"712","2020-09-29",1.62
"713","2020-09-30",1.61
"714","2020-10-01",1.85
"715","2020-10-02",1.79
"716","2020-10-05",2.055
"717","2020-10-06",1.9
"718","2020-10-07",1.87
"719","2020-10-08",1.86
"720","2020-10-09",1.75
"721","2020-10-12",1.7
"722","2020-10-13",1.68
"723","2020-10-14",1.7
"724","2020-10-15",1.74
"725","2020-10-16",1.68
"726","2020-10-19",1.61
"727","2020-10-20",1.57
"728","2020-10-21",1.52
"729","2020-10-22",1.5
"730","2020-10-23",1.53
"731","2020-10-26",1.43
"732","2020-10-27",1.44
"733","2020-10-28",1.33
"734","2020-10-29",1.41
"735","2020-10-30",1.33
"736","2020-11-02",1.32
"737","2020-11-03",1.37
"738","2020-11-04",1.31
"739","2020-11-05",1.35
"740","2020-11-06",1.42
"741","2020-11-09",1.38
"742","2020-11-10",1.43
"743","2020-11-11",1.43
"744","2020-11-12",1.61
"745","2020-11-13",1.68
"746","2020-11-16",1.51
"747","2020-11-17",1.44
"748","2020-11-18",1.49
"749","2020-11-19",1.48
"750","2020-11-20",1.47
"751","2020-11-23",1.45
"752","2020-11-24",1.44
"753","2020-11-25",1.44
"754","2020-11-27",1.49
