"","date","PTGX"
"994","2020-07-23",16.280001
"995","2020-07-24",15.48
"996","2020-07-27",15.76
"997","2020-07-28",16.24
"998","2020-07-29",15.64
"999","2020-07-30",16.219999
"1000","2020-07-31",15.73
"1001","2020-08-03",16.49
"1002","2020-08-04",16.16
"1003","2020-08-05",16.58
"1004","2020-08-06",16.450001
"1005","2020-08-07",17.959999
"1006","2020-08-10",18.025
"1007","2020-08-11",16.959999
"1008","2020-08-12",17.040001
"1009","2020-08-13",17.450001
"1010","2020-08-14",15.69
"1011","2020-08-17",16.5
"1012","2020-08-18",18.219999
"1013","2020-08-19",19.620001
"1014","2020-08-20",19.950001
"1015","2020-08-21",20.98
"1016","2020-08-24",21.51
"1017","2020-08-25",22.34
"1018","2020-08-26",22.15
"1019","2020-08-27",21.959999
"1020","2020-08-28",22.299999
"1021","2020-08-31",22.4
"1022","2020-09-01",20.969999
"1023","2020-09-02",21.805
"1024","2020-09-03",20.870001
"1025","2020-09-04",20.52
"1026","2020-09-08",20.51
"1027","2020-09-09",21.83
"1028","2020-09-10",21.379999
"1029","2020-09-11",19.889999
"1030","2020-09-14",21.540001
"1031","2020-09-15",21.66
"1032","2020-09-16",21.15
"1033","2020-09-17",21.18
"1034","2020-09-18",22
"1035","2020-09-21",21.08
"1036","2020-09-22",21.18
"1037","2020-09-23",20.440001
"1038","2020-09-24",19.43
"1039","2020-09-25",19.969999
"1040","2020-09-28",20.040001
"1041","2020-09-29",20.25
"1042","2020-09-30",19.549999
"1043","2020-10-01",21.030001
"1044","2020-10-02",20.51
"1045","2020-10-05",21.09
"1046","2020-10-06",21.030001
"1047","2020-10-07",21.440001
"1048","2020-10-08",21.1
"1049","2020-10-09",21.139999
"1050","2020-10-12",22.059999
"1051","2020-10-13",21.57
"1052","2020-10-14",20.969999
"1053","2020-10-15",20.52
"1054","2020-10-16",20.82
"1055","2020-10-19",20.040001
"1056","2020-10-20",20.129999
"1057","2020-10-21",19.48
"1058","2020-10-22",20.209999
"1059","2020-10-23",19.950001
"1060","2020-10-26",19.379999
"1061","2020-10-27",20.27
"1062","2020-10-28",18.5
"1063","2020-10-29",18.49
"1064","2020-10-30",18.950001
"1065","2020-11-02",19.5
"1066","2020-11-03",20.18
"1067","2020-11-04",21.219999
"1068","2020-11-05",23.049999
"1069","2020-11-06",21.280001
"1070","2020-11-09",21.52
"1071","2020-11-10",22.51
"1072","2020-11-11",22.42
"1073","2020-11-12",22.68
"1074","2020-11-13",22.209999
"1075","2020-11-16",21.959999
"1076","2020-11-17",21.860001
"1077","2020-11-18",22.17
"1078","2020-11-19",21.5
"1079","2020-11-20",21.73
"1080","2020-11-23",22.049999
"1081","2020-11-24",22.23
"1082","2020-11-25",23.129999
"1083","2020-11-27",23.85
