"","date","VBTX"
"106","2015-03-12",14.22
"107","2015-03-13",14.23
"108","2015-03-16",14.247
"109","2015-03-17",14.247
"110","2015-03-18",14.247
"111","2015-03-19",14
"112","2015-03-20",14.1
"113","2015-03-23",13.95
"114","2015-03-24",14.02
"115","2015-03-25",14
"116","2015-03-26",14
"117","2015-03-27",14.1
"118","2015-03-30",14.01
"119","2015-03-31",13.97
"120","2015-04-01",13.91
"121","2015-04-02",14.02
"122","2015-04-06",13.97
"123","2015-04-07",14
"124","2015-04-08",14.03
"125","2015-04-09",14.05
"126","2015-04-10",14.1
"127","2015-04-13",14.2
"128","2015-04-14",14.25
"129","2015-04-15",14.49
"130","2015-04-16",14.59
"131","2015-04-17",14.74
"132","2015-04-20",14.54
"133","2015-04-21",14.6
"134","2015-04-22",14.6
"135","2015-04-23",14.51
"136","2015-04-24",14.7
"137","2015-04-27",14.4
"138","2015-04-28",14.35
"139","2015-04-29",14.5
"140","2015-04-30",14.49
"141","2015-05-01",14.51
"142","2015-05-04",14.6
"143","2015-05-05",14.5
"144","2015-05-06",14.41
"145","2015-05-07",14.36
"146","2015-05-08",14.29
"147","2015-05-11",14.21
"148","2015-05-12",14.24
"149","2015-05-13",14.3
"150","2015-05-14",14.03
"151","2015-05-15",14.03
"152","2015-05-18",13.44
"153","2015-05-19",13.96
"154","2015-05-20",13.96
"155","2015-05-21",13.87
"156","2015-05-22",13.95
"157","2015-05-26",13.95
"158","2015-05-27",13.53
"159","2015-05-28",13.945
"160","2015-05-29",13.99
"161","2015-06-01",13.99
"162","2015-06-02",13.99
"163","2015-06-03",14.49
"164","2015-06-04",14.04
"165","2015-06-05",14.2
"166","2015-06-08",14.48
"167","2015-06-09",14.42
"168","2015-06-10",14.89
"169","2015-06-11",14.93
"170","2015-06-12",14.75
"171","2015-06-15",15.29
"172","2015-06-16",15.1
"173","2015-06-17",14.94
"174","2015-06-18",14.82
"175","2015-06-19",14.91
"176","2015-06-22",15
"177","2015-06-23",14.53
"178","2015-06-24",14.18
"179","2015-06-25",14.1
"180","2015-06-26",14.95
"181","2015-06-29",14.99
"182","2015-06-30",14.935
"183","2015-07-01",15.5
"184","2015-07-02",16
"185","2015-07-06",16.98
"186","2015-07-07",17.26
"187","2015-07-08",17.200001
"188","2015-07-09",17.129999
"189","2015-07-10",16.07
"190","2015-07-13",16.75
"191","2015-07-14",16.35
"192","2015-07-15",16.25
"193","2015-07-16",16.08
"194","2015-07-17",15.78
"195","2015-07-20",15.66
"196","2015-07-21",15.53
"197","2015-07-22",15.41
"198","2015-07-23",15.45
"199","2015-07-24",15.68
"200","2015-07-27",15.54
"201","2015-07-28",15.48
"202","2015-07-29",15.93
"203","2015-07-30",16.4
"204","2015-07-31",16.49
"205","2015-08-03",16.860001
"206","2015-08-04",16.639999
"207","2015-08-05",16.629999
"208","2015-08-06",16.200001
"209","2015-08-07",16.389999
"210","2015-08-10",15.96
"211","2015-08-11",15.99
"212","2015-08-12",15.89
"213","2015-08-13",15.58
"214","2015-08-14",16.059999
"215","2015-08-17",15.51
"216","2015-08-18",15.5
"217","2015-08-19",15.65
"218","2015-08-20",15.5
"219","2015-08-21",15.5
"220","2015-08-24",15.45
"221","2015-08-25",15.45
"222","2015-08-26",15.51
"223","2015-08-27",15.51
"224","2015-08-28",16
"225","2015-08-31",15.58
"226","2015-09-01",15.47
"227","2015-09-02",15.52
"228","2015-09-03",15.5
"229","2015-09-04",15.64
"230","2015-09-08",16.35
"231","2015-09-09",16
"232","2015-09-10",16.17
"233","2015-09-11",16.049999
"234","2015-09-14",16.1
"235","2015-09-15",16.15
"236","2015-09-16",16.09
"237","2015-09-17",16.046
"238","2015-09-18",15.31
"239","2015-09-21",15.9
"240","2015-09-22",15.6
"241","2015-09-23",15.59
"242","2015-09-24",15.52
"243","2015-09-25",15.71
"244","2015-09-28",15.58
"245","2015-09-29",15.525
"246","2015-09-30",15.62
"247","2015-10-01",15.64
"248","2015-10-02",15.62
"249","2015-10-05",15.57
"250","2015-10-06",15.89
"251","2015-10-07",16
"252","2015-10-08",16.709999
"253","2015-10-09",16.4
"254","2015-10-12",15.89
"255","2015-10-13",16.309999
"256","2015-10-14",16.120001
"257","2015-10-15",16.309999
"258","2015-10-16",16.4
"259","2015-10-19",16.01
"260","2015-10-20",16.23
"261","2015-10-21",16.1
"262","2015-10-22",16.370001
"263","2015-10-23",16.26
"264","2015-10-26",16.370001
"265","2015-10-27",16.379999
"266","2015-10-28",17.030001
"267","2015-10-29",17.370001
"268","2015-10-30",17.280001
"269","2015-11-02",17.27
"270","2015-11-03",16.84
"271","2015-11-04",17.209999
"272","2015-11-05",17.27
"273","2015-11-06",17.35
"274","2015-11-09",17.25
"275","2015-11-10",17.5
"276","2015-11-11",17.469999
"277","2015-11-12",16.83
"278","2015-11-13",16.23
"279","2015-11-16",16.26
"280","2015-11-17",16.790001
"281","2015-11-18",16.77
"282","2015-11-19",16.780001
"283","2015-11-20",16.809999
"284","2015-11-23",16.99
"285","2015-11-24",16.860001
"286","2015-11-25",16.889999
"287","2015-11-27",16.870001
"288","2015-11-30",17.209999
"289","2015-12-01",17.25
"290","2015-12-02",17.1
"291","2015-12-03",16.9
"292","2015-12-04",17.16
"293","2015-12-07",17.040001
"294","2015-12-08",17.040001
"295","2015-12-09",16.610001
"296","2015-12-10",16.799999
"297","2015-12-11",16.459999
"298","2015-12-14",15.84
"299","2015-12-15",15.93
"300","2015-12-16",16.030001
"301","2015-12-17",16.24
"302","2015-12-18",16.91
"303","2015-12-21",16.040001
"304","2015-12-22",16.200001
"305","2015-12-23",15.99
"306","2015-12-24",16.32
"307","2015-12-28",16.030001
"308","2015-12-29",16.110001
"309","2015-12-30",16.09
"310","2015-12-31",16.209999
"311","2016-01-04",16.030001
"312","2016-01-05",16.309999
"313","2016-01-06",16.75
"314","2016-01-07",16.6
"315","2016-01-08",16.73
"316","2016-01-11",16.59
"317","2016-01-12",16.17
"318","2016-01-13",15.56
"319","2016-01-14",15.52
"320","2016-01-15",14.96
"321","2016-01-19",15.11
"322","2016-01-20",14.6
"323","2016-01-21",14.5
"324","2016-01-22",14.47
"325","2016-01-25",14.22
"326","2016-01-26",14.2
"327","2016-01-27",14.2
"328","2016-01-28",14.39
"329","2016-01-29",14.42
"330","2016-02-01",14.34
"331","2016-02-02",14.34
"332","2016-02-03",14.27
"333","2016-02-04",14.23
"334","2016-02-05",13.99
"335","2016-02-08",13.28
"336","2016-02-09",13.17
"337","2016-02-10",13.42
"338","2016-02-11",13.1
"339","2016-02-12",13.1
"340","2016-02-16",13.3
"341","2016-02-17",13.29
"342","2016-02-18",12.97
"343","2016-02-19",13
"344","2016-02-22",12.99
"345","2016-02-23",12.73
"346","2016-02-24",12.7
"347","2016-02-25",13
"348","2016-02-26",12.99
"349","2016-02-29",12.99
"350","2016-03-01",13.1
"351","2016-03-02",13.31
"352","2016-03-03",13.81
"353","2016-03-04",13.82
"354","2016-03-07",14
"355","2016-03-08",13.92
"356","2016-03-09",14.06
"357","2016-03-10",14.31
"358","2016-03-11",14.29
"359","2016-03-14",14.16
"360","2016-03-15",13.57
"361","2016-03-16",13.47
"362","2016-03-17",13.24
"363","2016-03-18",13.99
"364","2016-03-21",13.87
"365","2016-03-22",13.88
"366","2016-03-23",13.91
"367","2016-03-24",14.05
"368","2016-03-28",13.89
"369","2016-03-29",14.09
"370","2016-03-30",14.82
"371","2016-03-31",14.53
"372","2016-04-01",14.82
"373","2016-04-04",14.81
"374","2016-04-05",14.95
"375","2016-04-06",14.91
"376","2016-04-07",14.82
"377","2016-04-08",15.15
"378","2016-04-11",15.11
"379","2016-04-12",14.78
"380","2016-04-13",15.12
"381","2016-04-14",14.99
"382","2016-04-15",14.59
"383","2016-04-18",14.81
"384","2016-04-19",14.98
"385","2016-04-20",14.82
"386","2016-04-21",14.88
"387","2016-04-22",14.92
"388","2016-04-25",14.76
"389","2016-04-26",14.9
"390","2016-04-27",15.31
"391","2016-04-28",15.48
"392","2016-04-29",15.49
"393","2016-05-02",15.67
"394","2016-05-03",15.9
"395","2016-05-04",16
"396","2016-05-05",15.95
"397","2016-05-06",16.030001
"398","2016-05-09",16.07
"399","2016-05-10",16.040001
"400","2016-05-11",16.040001
"401","2016-05-12",15.99
"402","2016-05-13",16
"403","2016-05-16",16
"404","2016-05-17",15.63
"405","2016-05-18",15.91
"406","2016-05-19",16
"407","2016-05-20",15.89
"408","2016-05-23",15.98
"409","2016-05-24",16.049999
"410","2016-05-25",16.15
"411","2016-05-26",15.76
"412","2016-05-27",15.57
"413","2016-05-31",15.57
"414","2016-06-01",15.62
"415","2016-06-02",15.5
"416","2016-06-03",15.1
"417","2016-06-06",15.4
"418","2016-06-07",16.02
"419","2016-06-08",16.110001
"420","2016-06-09",16.129999
"421","2016-06-10",16.01
"422","2016-06-13",15.92
"423","2016-06-14",15.33
"424","2016-06-15",15.12
"425","2016-06-16",15.11
"426","2016-06-17",15.29
"427","2016-06-20",15.31
"428","2016-06-21",15.8
"429","2016-06-22",16.09
"430","2016-06-23",16.09
"431","2016-06-24",15.47
"432","2016-06-27",15.13
"433","2016-06-28",15.51
"434","2016-06-29",15.99
"435","2016-06-30",16.02
"436","2016-07-01",16.27
"437","2016-07-05",16.35
"438","2016-07-06",16.5
"439","2016-07-07",16.74
"440","2016-07-08",17.26
"441","2016-07-11",16.860001
"442","2016-07-12",16.700001
"443","2016-07-13",16.549999
"444","2016-07-14",16.43
"445","2016-07-15",16.58
"446","2016-07-18",16.73
"447","2016-07-19",16.870001
"448","2016-07-20",16.860001
"449","2016-07-21",17
"450","2016-07-22",17.030001
"451","2016-07-25",17.07
"452","2016-07-26",17.040001
"453","2016-07-27",17.35
"454","2016-07-28",17.4
"455","2016-07-29",17.370001
"456","2016-08-01",17.33
"457","2016-08-02",17.190001
"458","2016-08-03",17.040001
"459","2016-08-04",16.969999
"460","2016-08-05",17.030001
"461","2016-08-08",16.700001
"462","2016-08-09",16.799999
"463","2016-08-10",16.5
"464","2016-08-11",16.629999
"465","2016-08-12",16.690001
"466","2016-08-15",16.65
"467","2016-08-16",16.67
"468","2016-08-17",16.780001
"469","2016-08-18",16.780001
"470","2016-08-19",16.84
"471","2016-08-22",16.809999
"472","2016-08-23",16.799999
"473","2016-08-24",16.84
"474","2016-08-25",16.879999
"475","2016-08-26",16.870001
"476","2016-08-29",17.01
"477","2016-08-30",17.01
"478","2016-08-31",17.15
"479","2016-09-01",17.25
"480","2016-09-02",17.18
"481","2016-09-06",17.370001
"482","2016-09-07",17.25
"483","2016-09-08",17.35
"484","2016-09-09",17.129999
"485","2016-09-12",17.389999
"486","2016-09-13",17.32
"487","2016-09-14",17.32
"488","2016-09-15",17.379999
"489","2016-09-16",17.209999
"490","2016-09-19",17.280001
"491","2016-09-20",17.309999
"492","2016-09-21",17.389999
"493","2016-09-22",17.370001
"494","2016-09-23",17.4
"495","2016-09-26",17.360001
"496","2016-09-27",17.200001
"497","2016-09-28",17.18
"498","2016-09-29",16.85
"499","2016-09-30",17.389999
"500","2016-10-03",17.280001
"501","2016-10-04",17.190001
"502","2016-10-05",17.35
"503","2016-10-06",17.379999
"504","2016-10-07",17.59
"505","2016-10-10",17.58
"506","2016-10-11",17.719999
"507","2016-10-12",17.459999
"508","2016-10-13",17.58
"509","2016-10-14",17.790001
"510","2016-10-17",17.799999
"511","2016-10-18",17.82
"512","2016-10-19",17.809999
"513","2016-10-20",17.889999
"514","2016-10-21",17.780001
"515","2016-10-24",17.82
"516","2016-10-25",17.52
"517","2016-10-26",18.030001
"518","2016-10-27",18.120001
"519","2016-10-28",17.98
"520","2016-10-31",17.629999
"521","2016-11-01",17.82
"522","2016-11-02",17.469999
"523","2016-11-03",17.84
"524","2016-11-04",18.83
"525","2016-11-07",18.92
"526","2016-11-08",18.809999
"527","2016-11-09",19.6
"528","2016-11-10",19.809999
"529","2016-11-11",20.459999
"530","2016-11-14",20.610001
"531","2016-11-15",20.02
"532","2016-11-16",20.17
"533","2016-11-17",20.25
"534","2016-11-18",20.629999
"535","2016-11-21",20.280001
"536","2016-11-22",20.35
"537","2016-11-23",20.16
"538","2016-11-25",20.219999
"539","2016-11-28",20.26
"540","2016-11-29",20.07
"541","2016-11-30",19.85
"542","2016-12-01",19.969999
"543","2016-12-02",19.93
"544","2016-12-05",20.07
"545","2016-12-06",20.98
"546","2016-12-07",21.959999
"547","2016-12-08",24
"548","2016-12-09",24.200001
"549","2016-12-12",23.049999
"550","2016-12-13",23.059999
"551","2016-12-14",22.84
"552","2016-12-15",25.809999
"553","2016-12-16",26.110001
"554","2016-12-19",26.540001
"555","2016-12-20",26.4
"556","2016-12-21",26.504999
"557","2016-12-22",26.940001
"558","2016-12-23",26.77
"559","2016-12-27",26.51
"560","2016-12-28",26.639999
"561","2016-12-29",26.6
"562","2016-12-30",26.709999
"563","2017-01-03",26.200001
"564","2017-01-04",26.33
"565","2017-01-05",25.83
"566","2017-01-06",25.639999
"567","2017-01-09",25.860001
"568","2017-01-10",26.07
"569","2017-01-11",26.5
"570","2017-01-12",26.08
"571","2017-01-13",26.32
"572","2017-01-17",26.07
"573","2017-01-18",26.09
"574","2017-01-19",26.360001
"575","2017-01-20",26.42
"576","2017-01-23",26.5
"577","2017-01-24",27.4
"578","2017-01-25",28.27
"579","2017-01-26",27.49
"580","2017-01-27",27.09
"581","2017-01-30",26.75
"582","2017-01-31",27.16
"583","2017-02-01",27.73
"584","2017-02-02",27.610001
"585","2017-02-03",29.25
"586","2017-02-06",28.639999
"587","2017-02-07",28.190001
"588","2017-02-08",27.889999
"589","2017-02-09",27.610001
"590","2017-02-10",27.4
"591","2017-02-13",27.52
"592","2017-02-14",28.35
"593","2017-02-15",28.309999
"594","2017-02-16",28.76
"595","2017-02-17",29.110001
"596","2017-02-21",29.01
"597","2017-02-22",29.139999
"598","2017-02-23",29.219999
"599","2017-02-24",29.15
"600","2017-02-27",29.02
"601","2017-02-28",28.65
"602","2017-03-01",29.049999
"603","2017-03-02",28.75
"604","2017-03-03",28.629999
"605","2017-03-06",28.6
"606","2017-03-07",28.370001
"607","2017-03-08",28.379999
"608","2017-03-09",27.889999
"609","2017-03-10",27.450001
"610","2017-03-13",27.549999
"611","2017-03-14",27.610001
"612","2017-03-15",27.57
"613","2017-03-16",27.889999
"614","2017-03-17",28.25
"615","2017-03-20",28.07
"616","2017-03-21",27.93
"617","2017-03-22",27.379999
"618","2017-03-23",27.59
"619","2017-03-24",28.24
"620","2017-03-27",27.940001
"621","2017-03-28",28.549999
"622","2017-03-29",27.93
"623","2017-03-30",28.370001
"624","2017-03-31",28.120001
"625","2017-04-03",27.620001
"626","2017-04-04",27.59
"627","2017-04-05",26.629999
"628","2017-04-06",27.02
"629","2017-04-07",27
"630","2017-04-10",26.959999
"631","2017-04-11",26.98
"632","2017-04-12",26.5
"633","2017-04-13",25.76
"634","2017-04-17",25.940001
"635","2017-04-18",26.08
"636","2017-04-19",26.73
"637","2017-04-20",27.450001
"638","2017-04-21",27.190001
"639","2017-04-24",27.620001
"640","2017-04-25",28.35
"641","2017-04-26",28.469999
"642","2017-04-27",28.049999
"643","2017-04-28",26.940001
"644","2017-05-01",27.040001
"645","2017-05-02",27.040001
"646","2017-05-03",27.09
"647","2017-05-04",27.93
"648","2017-05-05",27.879999
"649","2017-05-08",27.889999
"650","2017-05-09",27.5
"651","2017-05-10",27.450001
"652","2017-05-11",27
"653","2017-05-12",26.639999
"654","2017-05-15",26.950001
"655","2017-05-16",26.93
"656","2017-05-17",26.01
"657","2017-05-18",25.92
"658","2017-05-19",25.559999
"659","2017-05-22",25.389999
"660","2017-05-23",25.85
"661","2017-05-24",26.209999
"662","2017-05-25",26.35
"663","2017-05-26",26.059999
"664","2017-05-30",25.959999
"665","2017-05-31",26
"666","2017-06-01",26.389999
"667","2017-06-02",26.77
"668","2017-06-05",26.48
"669","2017-06-06",26.700001
"670","2017-06-07",25.99
"671","2017-06-08",26.379999
"672","2017-06-09",27.01
"673","2017-06-12",27.290001
"674","2017-06-13",27.58
"675","2017-06-14",27.84
"676","2017-06-15",27.940001
"677","2017-06-16",27.959999
"678","2017-06-19",27.41
"679","2017-06-20",26.299999
"680","2017-06-21",25.790001
"681","2017-06-22",26.16
"682","2017-06-23",26.290001
"683","2017-06-26",26.120001
"684","2017-06-27",25.85
"685","2017-06-28",26.219999
"686","2017-06-29",26.84
"687","2017-06-30",26.33
"688","2017-07-03",27.26
"689","2017-07-05",27.129999
"690","2017-07-06",27.040001
"691","2017-07-07",27.35
"692","2017-07-10",27.540001
"693","2017-07-11",27.440001
"694","2017-07-12",27.469999
"695","2017-07-13",27.01
"696","2017-07-14",26.700001
"697","2017-07-17",26.709999
"698","2017-07-18",26.6
"699","2017-07-19",26.65
"700","2017-07-20",26.700001
"701","2017-07-21",26.77
"702","2017-07-24",26.59
"703","2017-07-25",26.67
"704","2017-07-26",26.610001
"705","2017-07-27",26.6
"706","2017-07-28",26.530001
"707","2017-07-31",26.65
"708","2017-08-01",26.77
"709","2017-08-02",26.700001
"710","2017-08-03",26.5
"711","2017-08-04",26.68
"712","2017-08-07",26.879999
"713","2017-08-08",26.889999
"714","2017-08-09",26.59
"715","2017-08-10",26.030001
"716","2017-08-11",25.639999
"717","2017-08-14",26.43
"718","2017-08-15",26.35
"719","2017-08-16",26.35
"720","2017-08-17",26.07
"721","2017-08-18",26.030001
"722","2017-08-21",25.879999
"723","2017-08-22",25.969999
"724","2017-08-23",26.040001
"725","2017-08-24",26.110001
"726","2017-08-25",26.07
"727","2017-08-28",25.860001
"728","2017-08-29",25.77
"729","2017-08-30",26.110001
"730","2017-08-31",26.41
"731","2017-09-01",26.030001
"732","2017-09-05",25.469999
"733","2017-09-06",24.870001
"734","2017-09-07",24.219999
"735","2017-09-08",24.290001
"736","2017-09-11",25.26
"737","2017-09-12",25.32
"738","2017-09-13",25.559999
"739","2017-09-14",25.67
"740","2017-09-15",25.469999
"741","2017-09-18",25.91
"742","2017-09-19",25.889999
"743","2017-09-20",26.030001
"744","2017-09-21",26.129999
"745","2017-09-22",25.959999
"746","2017-09-25",25.98
"747","2017-09-26",26.040001
"748","2017-09-27",26.17
"749","2017-09-28",26.799999
"750","2017-09-29",26.959999
"751","2017-10-02",26.959999
"752","2017-10-03",27.639999
"753","2017-10-04",27.299999
"754","2017-10-05",27.190001
"755","2017-10-06",27.26
"756","2017-10-09",27.02
"757","2017-10-10",27.299999
"758","2017-10-11",27.24
"759","2017-10-12",26.690001
"760","2017-10-13",26.530001
"761","2017-10-16",26.85
"762","2017-10-17",26.6
"763","2017-10-18",27.059999
"764","2017-10-19",27.040001
"765","2017-10-20",27.110001
"766","2017-10-23",26.940001
"767","2017-10-24",26.139999
"768","2017-10-25",26.07
"769","2017-10-26",26.15
"770","2017-10-27",26.219999
"771","2017-10-30",26.18
"772","2017-10-31",26.360001
"773","2017-11-01",26.190001
"774","2017-11-02",26.48
"775","2017-11-03",26.24
"776","2017-11-06",26.290001
"777","2017-11-07",26.01
"778","2017-11-08",25.959999
"779","2017-11-09",25.75
"780","2017-11-10",25.75
"781","2017-11-13",25.83
"782","2017-11-14",26.030001
"783","2017-11-15",26.24
"784","2017-11-16",26.379999
"785","2017-11-17",26.41
"786","2017-11-20",26.799999
"787","2017-11-21",26.48
"788","2017-11-22",26.719999
"789","2017-11-24",26.43
"790","2017-11-27",26.290001
"791","2017-11-28",27.09
"792","2017-11-29",28.07
"793","2017-11-30",27.82
"794","2017-12-01",27.59
"795","2017-12-04",28.120001
"796","2017-12-05",27.67
"797","2017-12-06",27.530001
"798","2017-12-07",27.4
"799","2017-12-08",27.299999
"800","2017-12-11",27.09
"801","2017-12-12",27.23
"802","2017-12-13",27.379999
"803","2017-12-14",27.110001
"804","2017-12-15",28.120001
"805","2017-12-18",28.5
"806","2017-12-19",28.6
"807","2017-12-20",28.51
"808","2017-12-21",28.41
"809","2017-12-22",28.389999
"810","2017-12-26",27.85
"811","2017-12-27",27.639999
"812","2017-12-28",27.879999
"813","2017-12-29",27.59
"814","2018-01-02",27.99
"815","2018-01-03",28.15
"816","2018-01-04",28.18
"817","2018-01-05",27.85
"818","2018-01-08",27.52
"819","2018-01-09",27.68
"820","2018-01-10",28.299999
"821","2018-01-11",28.535
"822","2018-01-12",28.9
"823","2018-01-16",28.52
"824","2018-01-17",28.76
"825","2018-01-18",28.629999
"826","2018-01-19",29.129999
"827","2018-01-22",28.9
"828","2018-01-23",28.91
"829","2018-01-24",28.709999
"830","2018-01-25",28.459999
"831","2018-01-26",28.209999
"832","2018-01-29",28.68
"833","2018-01-30",28.620001
"834","2018-01-31",28.51
"835","2018-02-01",28.870001
"836","2018-02-02",28.48
"837","2018-02-05",27.450001
"838","2018-02-06",27.559999
"839","2018-02-07",27.700001
"840","2018-02-08",27.07
"841","2018-02-09",27.48
"842","2018-02-12",27.459999
"843","2018-02-13",27.440001
"844","2018-02-14",28.01
"845","2018-02-15",27.959999
"846","2018-02-16",28.07
"847","2018-02-20",27.59
"848","2018-02-21",28.129999
"849","2018-02-22",27.52
"850","2018-02-23",27.879999
"851","2018-02-26",28.120001
"852","2018-02-27",27.790001
"853","2018-02-28",27.76
"854","2018-03-01",27.940001
"855","2018-03-02",28.08
"856","2018-03-05",28.4
"857","2018-03-06",28.790001
"858","2018-03-07",29
"859","2018-03-08",28.67
"860","2018-03-09",29.08
"861","2018-03-12",28.93
"862","2018-03-13",28.860001
"863","2018-03-14",28.92
"864","2018-03-15",29.129999
"865","2018-03-16",29.190001
"866","2018-03-19",29.299999
"867","2018-03-20",29.059999
"868","2018-03-21",28.969999
"869","2018-03-22",28.35
"870","2018-03-23",27.09
"871","2018-03-26",27.67
"872","2018-03-27",27.290001
"873","2018-03-28",27.700001
"874","2018-03-29",27.67
"875","2018-04-02",27.049999
"876","2018-04-03",27.200001
"877","2018-04-04",27.5
"878","2018-04-05",28.059999
"879","2018-04-06",27.58
"880","2018-04-09",27.84
"881","2018-04-10",27.68
"882","2018-04-11",27.559999
"883","2018-04-12",27.690001
"884","2018-04-13",27.379999
"885","2018-04-16",27.940001
"886","2018-04-17",27.709999
"887","2018-04-18",27.41
"888","2018-04-19",27.75
"889","2018-04-20",27.93
"890","2018-04-23",27.959999
"891","2018-04-24",29.42
"892","2018-04-25",28.83
"893","2018-04-26",29.23
"894","2018-04-27",28.940001
"895","2018-04-30",28.719999
"896","2018-05-01",29.120001
"897","2018-05-02",28.74
"898","2018-05-03",28.440001
"899","2018-05-04",28.860001
"900","2018-05-07",28.75
"901","2018-05-08",29.02
"902","2018-05-09",29.4
"903","2018-05-10",29.35
"904","2018-05-11",29.4
"905","2018-05-14",29.059999
"906","2018-05-15",29.27
"907","2018-05-16",29.959999
"908","2018-05-17",30.65
"909","2018-05-18",30.65
"910","2018-05-21",31.049999
"911","2018-05-22",30.98
"912","2018-05-23",30.639999
"913","2018-05-24",30.32
"914","2018-05-25",30.959999
"915","2018-05-29",30.49
"916","2018-05-30",30.85
"917","2018-05-31",30.74
"918","2018-06-01",31.190001
"919","2018-06-04",31.549999
"920","2018-06-05",31.459999
"921","2018-06-06",32.259998
"922","2018-06-07",32.650002
"923","2018-06-08",32.740002
"924","2018-06-11",32.330002
"925","2018-06-12",32.209999
"926","2018-06-13",32.110001
"927","2018-06-14",31.99
"928","2018-06-15",32.540001
"929","2018-06-18",32.450001
"930","2018-06-19",32.77
"931","2018-06-20",32.439999
"932","2018-06-21",31.91
"933","2018-06-22",31.99
"934","2018-06-25",31.99
"935","2018-06-26",31.610001
"936","2018-06-27",31.049999
"937","2018-06-28",31.200001
"938","2018-06-29",31.07
"939","2018-07-02",31.799999
"940","2018-07-03",32.02
"941","2018-07-05",32.240002
"942","2018-07-06",32.32
"943","2018-07-09",32.869999
"944","2018-07-10",32.200001
"945","2018-07-11",32.119999
"946","2018-07-12",31.950001
"947","2018-07-13",31.41
"948","2018-07-16",31.709999
"949","2018-07-17",31.68
"950","2018-07-18",31.700001
"951","2018-07-19",31.969999
"952","2018-07-20",32.009998
"953","2018-07-23",32.77
"954","2018-07-24",31.25
"955","2018-07-25",31.049999
"956","2018-07-26",30.98
"957","2018-07-27",30.82
"958","2018-07-30",30.65
"959","2018-07-31",30.82
"960","2018-08-01",31.18
"961","2018-08-02",31.42
"962","2018-08-03",30.879999
"963","2018-08-06",30.73
"964","2018-08-07",30.559999
"965","2018-08-08",30.9
"966","2018-08-09",30.76
"967","2018-08-10",30.5
"968","2018-08-13",30.290001
"969","2018-08-14",30.83
"970","2018-08-15",30.35
"971","2018-08-16",30.754999
"972","2018-08-17",30.629999
"973","2018-08-20",30.68
"974","2018-08-21",30.870001
"975","2018-08-22",31.139999
"976","2018-08-23",31.040001
"977","2018-08-24",31.09
"978","2018-08-27",30.709999
