"","date","ITRM"
"416","2020-01-21",2.94
"417","2020-01-22",2.75
"418","2020-01-23",2.73
"419","2020-01-24",2.75
"420","2020-01-27",2.67
"421","2020-01-28",2.48
"422","2020-01-29",2.66
"423","2020-01-30",2.51
"424","2020-01-31",2.32
"425","2020-02-03",2.36
"426","2020-02-04",2.27
"427","2020-02-05",2.57
"428","2020-02-06",2.495
"429","2020-02-07",2.48
"430","2020-02-10",2.64
"431","2020-02-11",2.56
"432","2020-02-12",2.57
"433","2020-02-13",2.659
"434","2020-02-14",2.636
"435","2020-02-18",2.64
"436","2020-02-19",2.929
"437","2020-02-20",3
"438","2020-02-21",3.03
"439","2020-02-24",3.06
"440","2020-02-25",3.15
"441","2020-02-26",2.93
"442","2020-02-27",2.87
"443","2020-02-28",2.4
"444","2020-03-02",2.3
"445","2020-03-03",2.4
"446","2020-03-04",2.39
"447","2020-03-05",2.43
"448","2020-03-06",2.33
"449","2020-03-09",2.347
"450","2020-03-10",2.055
"451","2020-03-11",2.03
"452","2020-03-12",1.83
"453","2020-03-13",1.92
"454","2020-03-16",1.55
"455","2020-03-17",1.67
"456","2020-03-18",1.67
"457","2020-03-19",1.75
"458","2020-03-20",1.8
"459","2020-03-23",1.88
"460","2020-03-24",2.12
"461","2020-03-25",2.4
"462","2020-03-26",2.786
"463","2020-03-27",2.79
"464","2020-03-30",2.8
"465","2020-03-31",2.71
"466","2020-04-01",2.69
"467","2020-04-02",2.64
"468","2020-04-03",2.6
"469","2020-04-06",2.65
"470","2020-04-07",2.675
"471","2020-04-08",2.79
"472","2020-04-09",2.89
"473","2020-04-13",2.81
"474","2020-04-14",2.83
"475","2020-04-15",2.755
"476","2020-04-16",2.31
"477","2020-04-17",2.475
"478","2020-04-20",2.58
"479","2020-04-21",2.725
"480","2020-04-22",2.53
"481","2020-04-23",2.55
"482","2020-04-24",2.67
"483","2020-04-27",2.85
"484","2020-04-28",3.29
"485","2020-04-29",3.42
"486","2020-04-30",3.5
"487","2020-05-01",3.7
"488","2020-05-04",3.535
"489","2020-05-05",3.62
"490","2020-05-06",3.46
"491","2020-05-07",3.37
"492","2020-05-08",3.48
"493","2020-05-11",3.4
"494","2020-05-12",3.61
"495","2020-05-13",3.41
"496","2020-05-14",3.5
"497","2020-05-15",3.44
"498","2020-05-18",3.45
"499","2020-05-19",4.38
"500","2020-05-20",3.93
"501","2020-05-21",4.04
"502","2020-05-22",3.75
"503","2020-05-26",4.11
"504","2020-05-27",4.02
"505","2020-05-28",4.31
"506","2020-05-29",4.21
"507","2020-06-01",1.7
"508","2020-06-02",1.62
"509","2020-06-03",1.49
"510","2020-06-04",1.49
"511","2020-06-05",1.53
"512","2020-06-08",1.59
"513","2020-06-09",1.67
"514","2020-06-10",1.68
"515","2020-06-11",1.45
"516","2020-06-12",1.48
"517","2020-06-15",1.54
"518","2020-06-16",1.5
"519","2020-06-17",1.52
"520","2020-06-18",1.56
"521","2020-06-19",1.51
"522","2020-06-22",1.59
"523","2020-06-23",1.59
"524","2020-06-24",1.52
"525","2020-06-25",1.525
"526","2020-06-26",1.53
"527","2020-06-29",1.42
"528","2020-06-30",1.19
"529","2020-07-01",1.19
"530","2020-07-02",1.19
"531","2020-07-06",1.18
"532","2020-07-07",1.22
"533","2020-07-08",1.2
"534","2020-07-09",1.17
"535","2020-07-10",1.18
"536","2020-07-13",1.13
"537","2020-07-14",1
"538","2020-07-15",1.06
"539","2020-07-16",1.08
"540","2020-07-17",1.1
"541","2020-07-20",1.06
"542","2020-07-21",1.22
"543","2020-07-22",1.12
"544","2020-07-23",1.145
"545","2020-07-24",1.13
"546","2020-07-27",1.14
"547","2020-07-28",1.1
"548","2020-07-29",1.06
"549","2020-07-30",1.05
"550","2020-07-31",1.04
"551","2020-08-03",1.05
"552","2020-08-04",1.06
"553","2020-08-05",1.04
"554","2020-08-06",1.037
"555","2020-08-07",1.03
"556","2020-08-10",1.01
"557","2020-08-11",0.985
"558","2020-08-12",0.89
"559","2020-08-13",0.908
"560","2020-08-14",0.9
"561","2020-08-17",0.853
"562","2020-08-18",0.807
"563","2020-08-19",0.765
"564","2020-08-20",0.76
"565","2020-08-21",0.762
"566","2020-08-24",0.693
"567","2020-08-25",0.716
"568","2020-08-26",0.71
"569","2020-08-27",0.74
"570","2020-08-28",0.757
"571","2020-08-31",0.78
"572","2020-09-01",0.73
"573","2020-09-02",0.679
"574","2020-09-03",0.65
"575","2020-09-04",0.595
"576","2020-09-08",0.584
"577","2020-09-09",0.606
"578","2020-09-10",0.61
"579","2020-09-11",0.6
"580","2020-09-14",0.63
"581","2020-09-15",0.63
"582","2020-09-16",0.657
"583","2020-09-17",0.675
"584","2020-09-18",0.659
"585","2020-09-21",0.674
"586","2020-09-22",0.695
"587","2020-09-23",0.67
"588","2020-09-24",0.638
"589","2020-09-25",0.65
"590","2020-09-28",0.65
"591","2020-09-29",0.643
"592","2020-09-30",1.05
"593","2020-10-01",1.2
"594","2020-10-02",1.06
"595","2020-10-05",0.986
"596","2020-10-06",0.898
"597","2020-10-07",0.856
"598","2020-10-08",0.98
"599","2020-10-09",1.03
"600","2020-10-12",0.95
"601","2020-10-13",0.95
"602","2020-10-14",0.949
"603","2020-10-15",0.93
"604","2020-10-16",0.895
"605","2020-10-19",0.85
"606","2020-10-20",1.15
"607","2020-10-21",1.18
"608","2020-10-22",0.95
"609","2020-10-23",0.525
"610","2020-10-26",0.52
"611","2020-10-27",0.486
"612","2020-10-28",0.457
"613","2020-10-29",0.489
"614","2020-10-30",0.474
"615","2020-11-02",0.46
"616","2020-11-03",0.489
"617","2020-11-04",0.49
"618","2020-11-05",0.5
"619","2020-11-06",0.499
"620","2020-11-09",0.516
"621","2020-11-10",0.52
"622","2020-11-11",0.529
"623","2020-11-12",0.537
"624","2020-11-13",0.52
"625","2020-11-16",0.51
"626","2020-11-17",0.52
"627","2020-11-18",0.504
"628","2020-11-19",0.52
"629","2020-11-20",0.536
"630","2020-11-23",0.575
"631","2020-11-24",0.82
"632","2020-11-25",0.797
"633","2020-11-27",0.763
