"","date","THCBU"
"274","2020-04-02",10.2
"275","2020-04-03",10.2
"276","2020-04-06",10.2
"277","2020-04-07",10.25
"278","2020-04-08",10.1
"279","2020-04-09",10.1
"280","2020-04-13",10.211
"281","2020-04-14",10.211
"282","2020-04-15",10.34
"283","2020-04-16",10.34
"284","2020-04-17",10.34
"285","2020-04-20",10.28
"286","2020-04-21",10.21
"287","2020-04-22",10.21
"288","2020-04-23",10.25
"289","2020-04-24",10.25
"290","2020-04-27",10.25
"291","2020-04-28",10.25
"292","2020-04-29",10.25
"293","2020-04-30",10.25
"294","2020-05-01",10.3
"295","2020-05-04",10.3
"296","2020-05-05",10.1
"297","2020-05-06",10.1
"298","2020-05-07",10.48
"299","2020-05-08",10.33
"300","2020-05-11",10.33
"301","2020-05-12",10.33
"302","2020-05-13",10.33
"303","2020-05-14",10.33
"304","2020-05-15",10.33
"305","2020-05-18",10.2
"306","2020-05-19",10.25
"307","2020-05-20",10.25
"308","2020-05-21",10.25
"309","2020-05-22",10.25
"310","2020-05-26",10.25
"311","2020-05-27",10.25
"312","2020-05-28",10.25
"313","2020-05-29",10.25
"314","2020-06-01",10.25
"315","2020-06-02",10.25
"316","2020-06-03",10.25
"317","2020-06-04",10.25
"318","2020-06-05",10.25
"319","2020-06-08",10.25
"320","2020-06-09",10.397
"321","2020-06-10",10.397
"322","2020-06-11",10.47
"323","2020-06-12",10.47
"324","2020-06-15",10.47
"325","2020-06-16",10.47
"326","2020-06-17",10.47
"327","2020-06-18",10.47
"328","2020-06-19",10.47
"329","2020-06-22",10.47
"330","2020-06-23",10.47
"331","2020-06-24",10.47
"332","2020-06-25",10.47
"333","2020-06-26",10.47
"334","2020-06-29",10.1
"335","2020-06-30",10.7
"336","2020-07-01",10.7
"337","2020-07-02",10.7
"338","2020-07-06",10.7
"339","2020-07-07",10.7
"340","2020-07-08",10.7
"341","2020-07-09",10.7
"342","2020-07-10",10.8
"343","2020-07-13",10.405
"344","2020-07-14",10.405
"345","2020-07-15",10.405
"346","2020-07-16",10.405
"347","2020-07-17",10.46
"348","2020-07-20",10.46
"349","2020-07-21",10.46
"350","2020-07-22",10.46
"351","2020-07-23",10.46
"352","2020-07-24",10.46
"353","2020-07-27",10.46
"354","2020-07-28",10.46
"355","2020-07-29",10.55
"356","2020-07-30",10.55
"357","2020-07-31",10.55
"358","2020-08-03",10.55
"359","2020-08-04",10.55
"360","2020-08-05",10.55
"361","2020-08-06",10.55
"362","2020-08-07",10.55
"363","2020-08-10",10.55
"364","2020-08-11",10.55
"365","2020-08-12",10.55
"366","2020-08-13",10.55
"367","2020-08-14",10.55
"368","2020-08-17",10.55
"369","2020-08-18",10.64
"370","2020-08-19",10.64
"371","2020-08-20",10.64
"372","2020-08-21",10.64
"373","2020-08-24",10.64
"374","2020-08-25",10.64
"375","2020-08-26",10.64
"376","2020-08-27",10.948
"377","2020-08-28",10.55
"378","2020-08-31",10.675
"379","2020-09-01",10.75
"380","2020-09-02",10.9
"381","2020-09-03",10.51
"382","2020-09-04",10.53
"383","2020-09-08",10.53
"384","2020-09-09",10.53
"385","2020-09-10",10.53
"386","2020-09-11",10.53
"387","2020-09-14",10.6
"388","2020-09-15",10.6
"389","2020-09-16",10.6
"390","2020-09-17",10.52
"391","2020-09-18",10.65
"392","2020-09-21",10.65
"393","2020-09-22",10.66
"394","2020-09-23",10.66
"395","2020-09-24",10.66
"396","2020-09-25",10.66
"397","2020-09-28",10.66
"398","2020-09-29",10.66
"399","2020-09-30",10.66
"400","2020-10-01",10.66
"401","2020-10-02",10.6
"402","2020-10-05",10.6
"403","2020-10-06",10.6
"404","2020-10-07",10.6
"405","2020-10-08",10.81
"406","2020-10-09",10.81
"407","2020-10-12",10.81
"408","2020-10-13",10.5
"409","2020-10-14",10.5
"410","2020-10-15",10.425
"411","2020-10-16",10.425
"412","2020-10-19",10.425
"413","2020-10-20",10.425
"414","2020-10-21",10.425
"415","2020-10-22",10.425
"416","2020-10-23",10.52
"417","2020-10-26",10.52
"418","2020-10-27",10.8
"419","2020-10-28",10.8
"420","2020-10-29",10.8
"421","2020-10-30",10.8
"422","2020-11-02",10.8
"423","2020-11-03",10.8
"424","2020-11-04",10.8
"425","2020-11-05",10.8
"426","2020-11-06",10.8
"427","2020-11-09",10.8
"428","2020-11-10",10.8
"429","2020-11-11",10.8
"430","2020-11-12",11
"431","2020-11-13",11.15
"432","2020-11-16",11.226
"433","2020-11-17",11.602
"434","2020-11-18",11.56
"435","2020-11-19",11.84
"436","2020-11-20",11.9
"437","2020-11-23",12.39
"438","2020-11-24",13.25
"439","2020-11-25",13.34
"440","2020-11-27",15.392
