"","date","VAPO"
"210","2019-09-17",9.91
"211","2019-09-18",9.8
"212","2019-09-19",9.97
"213","2019-09-20",10.3
"214","2019-09-23",9.59
"215","2019-09-24",9.58
"216","2019-09-25",9.48
"217","2019-09-26",9.17
"218","2019-09-27",9.57
"219","2019-09-30",9.47
"220","2019-10-01",9.1
"221","2019-10-02",9.19
"222","2019-10-03",9.63
"223","2019-10-04",10.21
"224","2019-10-07",9.99
"225","2019-10-08",10.1
"226","2019-10-09",10.01
"227","2019-10-10",9.54
"228","2019-10-11",10.01
"229","2019-10-14",9.99
"230","2019-10-15",10.24
"231","2019-10-16",10.06
"232","2019-10-17",10.12
"233","2019-10-18",10.3
"234","2019-10-21",10.31
"235","2019-10-22",10.25
"236","2019-10-23",10.3
"237","2019-10-24",10.21
"238","2019-10-25",9.61
"239","2019-10-28",10.15
"240","2019-10-29",10.46
"241","2019-10-30",10.32
"242","2019-10-31",10.3
"243","2019-11-01",11.52
"244","2019-11-04",12.35
"245","2019-11-05",12.48
"246","2019-11-06",8.17
"247","2019-11-07",8.45
"248","2019-11-08",8.66
"249","2019-11-11",8.01
"250","2019-11-12",9.48
"251","2019-11-13",9.55
"252","2019-11-14",9.31
"253","2019-11-15",10.89
"254","2019-11-18",11.59
"255","2019-11-19",10.93
"256","2019-11-20",10.51
"257","2019-11-21",10.45
"258","2019-11-22",10.58
"259","2019-11-25",10.58
"260","2019-11-26",10.8
"261","2019-11-27",10.88
"262","2019-11-29",11.06
"263","2019-12-02",10.77
"264","2019-12-03",10.65
"265","2019-12-04",10.59
"266","2019-12-05",10.5
"267","2019-12-06",10.78
"268","2019-12-09",10.72
"269","2019-12-10",10.91
"270","2019-12-11",11.57
"271","2019-12-12",11.63
"272","2019-12-13",11.57
"273","2019-12-16",11.2
"274","2019-12-17",11.33
"275","2019-12-18",11.41
"276","2019-12-19",11.71
"277","2019-12-20",11.68
"278","2019-12-23",11.73
"279","2019-12-24",11.81
"280","2019-12-26",12.28
"281","2019-12-27",12.03
"282","2019-12-30",11.6
"283","2019-12-31",12.16
"284","2020-01-02",11.62
"285","2020-01-03",11.24
"286","2020-01-06",11.18
"287","2020-01-07",11
"288","2020-01-08",10.67
"289","2020-01-09",10.49
"290","2020-01-10",10.5
"291","2020-01-13",10.97
"292","2020-01-14",11.32
"293","2020-01-15",11.58
"294","2020-01-16",11.93
"295","2020-01-17",12.28
"296","2020-01-21",11.76
"297","2020-01-22",11.67
"298","2020-01-23",11.55
"299","2020-01-24",11.44
"300","2020-01-27",10.92
"301","2020-01-28",10.87
"302","2020-01-29",10.6
"303","2020-01-30",10.5
"304","2020-01-31",10.45
"305","2020-02-03",9.79
"306","2020-02-04",9.89
"307","2020-02-05",9.99
"308","2020-02-06",10.15
"309","2020-02-07",9.59
"310","2020-02-10",9.14
"311","2020-02-11",9.49
"312","2020-02-12",9.46
"313","2020-02-13",9.64
"314","2020-02-14",10.38
"315","2020-02-18",10.4
"316","2020-02-19",10.06
"317","2020-02-20",9.4
"318","2020-02-21",9.33
"319","2020-02-24",9.59
"320","2020-02-25",9.27
"321","2020-02-26",9.61
"322","2020-02-27",9.16
"323","2020-02-28",8.66
"324","2020-03-02",8.98
"325","2020-03-03",8.82
"326","2020-03-04",8.97
"327","2020-03-05",10.15
"328","2020-03-06",10.24
"329","2020-03-09",9.23
"330","2020-03-10",8.59
"331","2020-03-11",7.79
"332","2020-03-12",9.62
"333","2020-03-13",12.54
"334","2020-03-16",17.77
"335","2020-03-17",15.4
"336","2020-03-18",13.3
"337","2020-03-19",11.96
"338","2020-03-20",11.28
"339","2020-03-23",13.92
"340","2020-03-24",16.1
"341","2020-03-25",15.37
"342","2020-03-26",16.25
"343","2020-03-27",17.25
"344","2020-03-30",19.91
"345","2020-03-31",18.83
"346","2020-04-01",18.48
"347","2020-04-02",18.08
"348","2020-04-03",18.09
"349","2020-04-06",17.42
"350","2020-04-07",16
"351","2020-04-08",16.24
"352","2020-04-09",17.030001
"353","2020-04-13",16.65
"354","2020-04-14",17.790001
"355","2020-04-15",18.040001
"356","2020-04-16",18.5
"357","2020-04-17",18.4
"358","2020-04-20",17.9
"359","2020-04-21",17.99
"360","2020-04-22",17.93
"361","2020-04-23",19.85
"362","2020-04-24",20.34
"363","2020-04-27",20.120001
"364","2020-04-28",20.24
"365","2020-04-29",20.24
"366","2020-04-30",20.280001
"367","2020-05-01",20.5
"368","2020-05-04",20.9
"369","2020-05-05",22.299999
"370","2020-05-06",30
"371","2020-05-07",26.5
"372","2020-05-08",27.01
"373","2020-05-11",28.879999
"374","2020-05-12",28.23
"375","2020-05-13",27.77
"376","2020-05-14",25.9
"377","2020-05-15",25.16
"378","2020-05-18",25.059999
"379","2020-05-19",23.93
"380","2020-05-20",24.77
"381","2020-05-21",25.969999
"382","2020-05-22",26.15
"383","2020-05-26",26.690001
"384","2020-05-27",24.870001
"385","2020-05-28",25.379999
"386","2020-05-29",26.629999
"387","2020-06-01",25.91
"388","2020-06-02",26.120001
"389","2020-06-03",27.08
"390","2020-06-04",29
"391","2020-06-05",30.23
"392","2020-06-08",31.110001
"393","2020-06-09",32.669998
"394","2020-06-10",34.810001
"395","2020-06-11",33.32
"396","2020-06-12",34.689999
"397","2020-06-15",34.919998
"398","2020-06-16",34.25
"399","2020-06-17",35.869999
"400","2020-06-18",38.049999
"401","2020-06-19",37
"402","2020-06-22",38.900002
"403","2020-06-23",39.18
"404","2020-06-24",39.060001
"405","2020-06-25",39.75
"406","2020-06-26",40.23
"407","2020-06-29",39.009998
"408","2020-06-30",40.990002
"409","2020-07-01",40.759998
"410","2020-07-02",41.349998
"411","2020-07-06",42.360001
"412","2020-07-07",42.27
"413","2020-07-08",45.580002
"414","2020-07-09",47.599998
"415","2020-07-10",46.16
"416","2020-07-13",46.279999
"417","2020-07-14",49.009998
"418","2020-07-15",50.09
"419","2020-07-16",49.720001
"420","2020-07-17",49.150002
"421","2020-07-20",48.990002
"422","2020-07-21",47.880001
"423","2020-07-22",48.150002
"424","2020-07-23",49.049999
"425","2020-07-24",48.389999
"426","2020-07-27",49.990002
"427","2020-07-28",50.650002
"428","2020-07-29",53.799999
"429","2020-07-30",53.189999
"430","2020-07-31",52.240002
"431","2020-08-03",52.939999
"432","2020-08-04",52.75
"433","2020-08-05",32.73
"434","2020-08-06",32.560001
"435","2020-08-07",30.530001
"436","2020-08-10",29.07
"437","2020-08-11",29.02
"438","2020-08-12",28.860001
"439","2020-08-13",29.530001
"440","2020-08-14",28.67
"441","2020-08-17",29.34
"442","2020-08-18",30.07
"443","2020-08-19",29.75
"444","2020-08-20",29.799999
"445","2020-08-21",29.48
"446","2020-08-24",29.59
"447","2020-08-25",30.65
"448","2020-08-26",29.93
"449","2020-08-27",30.51
"450","2020-08-28",30.950001
"451","2020-08-31",31.110001
"452","2020-09-01",30.35
"453","2020-09-02",31.110001
"454","2020-09-03",29.700001
"455","2020-09-04",25.32
"456","2020-09-08",25.58
"457","2020-09-09",26.799999
"458","2020-09-10",27.15
"459","2020-09-11",26.540001
"460","2020-09-14",27.35
"461","2020-09-15",27.65
"462","2020-09-16",27.860001
"463","2020-09-17",28.209999
"464","2020-09-18",28.360001
"465","2020-09-21",27.83
"466","2020-09-22",26.59
"467","2020-09-23",25.85
"468","2020-09-24",25.43
"469","2020-09-25",25.1
"470","2020-09-28",25.969999
"471","2020-09-29",27.42
"472","2020-09-30",29
"473","2020-10-01",27.65
"474","2020-10-02",27.379999
"475","2020-10-05",28.709999
"476","2020-10-06",28.01
"477","2020-10-07",29
"478","2020-10-08",28.5
"479","2020-10-09",28.84
"480","2020-10-12",29.709999
"481","2020-10-13",29.42
"482","2020-10-14",29.950001
"483","2020-10-15",28.709999
"484","2020-10-16",29.700001
"485","2020-10-19",30.77
"486","2020-10-20",30.299999
"487","2020-10-21",30.639999
"488","2020-10-22",31.32
"489","2020-10-23",31.85
"490","2020-10-26",30.74
"491","2020-10-27",30.209999
"492","2020-10-28",29.370001
"493","2020-10-29",30.290001
"494","2020-10-30",29.950001
"495","2020-11-02",28.84
"496","2020-11-03",31.83
"497","2020-11-04",31.76
"498","2020-11-05",28.26
"499","2020-11-06",27.68
"500","2020-11-09",23.440001
"501","2020-11-10",25.18
"502","2020-11-11",25.67
"503","2020-11-12",25.9
"504","2020-11-13",27.459999
"505","2020-11-16",27.32
"506","2020-11-17",26.629999
"507","2020-11-18",25.389999
"508","2020-11-19",25.99
"509","2020-11-20",26.059999
"510","2020-11-23",25.780001
"511","2020-11-24",25.27
"512","2020-11-25",24.18
"513","2020-11-27",25.370001
