"","date","AGLE"
"1002","2020-03-30",4.68
"1003","2020-03-31",4.66
"1004","2020-04-01",4.37
"1005","2020-04-02",4.35
"1006","2020-04-03",4.01
"1007","2020-04-06",4.86
"1008","2020-04-07",4.85
"1009","2020-04-08",5.21
"1010","2020-04-09",5.44
"1011","2020-04-13",5.8
"1012","2020-04-14",6.15
"1013","2020-04-15",5.48
"1014","2020-04-16",5.36
"1015","2020-04-17",5.66
"1016","2020-04-20",5.29
"1017","2020-04-21",5.45
"1018","2020-04-22",5.605
"1019","2020-04-23",5.52
"1020","2020-04-24",5.67
"1021","2020-04-27",5.55
"1022","2020-04-28",7.105
"1023","2020-04-29",7.56
"1024","2020-04-30",7.77
"1025","2020-05-01",7.5
"1026","2020-05-04",8
"1027","2020-05-05",8.1
"1028","2020-05-06",7.46
"1029","2020-05-07",7.87
"1030","2020-05-08",8.25
"1031","2020-05-11",8.19
"1032","2020-05-12",7.125
"1033","2020-05-13",6.75
"1034","2020-05-14",6.71
"1035","2020-05-15",7.12
"1036","2020-05-18",7.67
"1037","2020-05-19",8.27
"1038","2020-05-20",8.53
"1039","2020-05-21",8.64
"1040","2020-05-22",8.89
"1041","2020-05-26",9.06
"1042","2020-05-27",9.04
"1043","2020-05-28",8.9
"1044","2020-05-29",8.81
"1045","2020-06-01",8.93
"1046","2020-06-02",9.04
"1047","2020-06-03",9.16
"1048","2020-06-04",9.18
"1049","2020-06-05",9.25
"1050","2020-06-08",8.89
"1051","2020-06-09",8.74
"1052","2020-06-10",8.48
"1053","2020-06-11",7.59
"1054","2020-06-12",8.39
"1055","2020-06-15",8.92
"1056","2020-06-16",9.26
"1057","2020-06-17",8.94
"1058","2020-06-18",9.07
"1059","2020-06-19",10.5
"1060","2020-06-22",11.035
"1061","2020-06-23",9.78
"1062","2020-06-24",9.36
"1063","2020-06-25",9.84
"1064","2020-06-26",9.21
"1065","2020-06-29",9.16
"1066","2020-06-30",9.25
"1067","2020-07-01",9.33
"1068","2020-07-02",9.06
"1069","2020-07-06",8.86
"1070","2020-07-07",9.1
"1071","2020-07-08",9.19
"1072","2020-07-09",8.98
"1073","2020-07-10",8.85
"1074","2020-07-13",8.38
"1075","2020-07-14",7.97
"1076","2020-07-15",8.13
"1077","2020-07-16",7.97
"1078","2020-07-17",7.94
"1079","2020-07-20",7.96
"1080","2020-07-21",8.15
"1081","2020-07-22",7.97
"1082","2020-07-23",7.49
"1083","2020-07-24",7.24
"1084","2020-07-27",7.375
"1085","2020-07-28",6.92
"1086","2020-07-29",6.96
"1087","2020-07-30",6.97
"1088","2020-07-31",6.85
"1089","2020-08-03",6.95
"1090","2020-08-04",6.835
"1091","2020-08-05",6.94
"1092","2020-08-06",6.91
"1093","2020-08-07",6.98
"1094","2020-08-10",6.77
"1095","2020-08-11",6.51
"1096","2020-08-12",6.75
"1097","2020-08-13",6.78
"1098","2020-08-14",6.65
"1099","2020-08-17",6.92
"1100","2020-08-18",6.85
"1101","2020-08-19",6.9
"1102","2020-08-20",6.72
"1103","2020-08-21",6.51
"1104","2020-08-24",6.89
"1105","2020-08-25",6.8
"1106","2020-08-26",6.96
"1107","2020-08-27",6.81
"1108","2020-08-28",7.02
"1109","2020-08-31",7.275
"1110","2020-09-01",7.36
"1111","2020-09-02",7.47
"1112","2020-09-03",7.14
"1113","2020-09-04",7.3
"1114","2020-09-08",7.31
"1115","2020-09-09",7.2
"1116","2020-09-10",6.87
"1117","2020-09-11",6.95
"1118","2020-09-14",7.32
"1119","2020-09-15",7.65
"1120","2020-09-16",7.67
"1121","2020-09-17",7.77
"1122","2020-09-18",7.88
"1123","2020-09-21",7.21
"1124","2020-09-22",7.08
"1125","2020-09-23",6.88
"1126","2020-09-24",6.74
"1127","2020-09-25",7.06
"1128","2020-09-28",7.17
"1129","2020-09-29",7.07
"1130","2020-09-30",7.09
"1131","2020-10-01",7.84
"1132","2020-10-02",7.02
"1133","2020-10-05",7.32
"1134","2020-10-06",7.46
"1135","2020-10-07",7.84
"1136","2020-10-08",7.95
"1137","2020-10-09",7.9
"1138","2020-10-12",7.9
"1139","2020-10-13",7.92
"1140","2020-10-14",7.99
"1141","2020-10-15",8.19
"1142","2020-10-16",8.16
"1143","2020-10-19",8.15
"1144","2020-10-20",8.04
"1145","2020-10-21",7.77
"1146","2020-10-22",8.03
"1147","2020-10-23",7.68
"1148","2020-10-26",7.25
"1149","2020-10-27",7.85
"1150","2020-10-28",7.66
"1151","2020-10-29",7.99
"1152","2020-10-30",7.68
"1153","2020-11-02",7.4
"1154","2020-11-03",7.82
"1155","2020-11-04",7.92
"1156","2020-11-05",8.56
"1157","2020-11-06",8.28
"1158","2020-11-09",8.55
"1159","2020-11-10",9.67
"1160","2020-11-11",9.83
"1161","2020-11-12",9.32
"1162","2020-11-13",9.4
"1163","2020-11-16",9.72
"1164","2020-11-17",9.32
"1165","2020-11-18",8.89
"1166","2020-11-19",9.01
"1167","2020-11-20",8.63
"1168","2020-11-23",8.75
"1169","2020-11-24",8.74
"1170","2020-11-25",8.69
"1171","2020-11-27",8.61
