"","date","SHIP"
"144","2008-08-22",180000
"145","2008-08-25",176400
"146","2008-08-26",157500
"147","2008-08-27",155700
"148","2008-08-28",155340
"149","2008-08-29",156060
"150","2008-09-02",158580
"151","2008-09-03",157320
"152","2008-09-04",155160
"153","2008-09-05",153000
"154","2008-09-08",150300
"155","2008-09-09",139500
"156","2008-09-10",134820
"157","2008-09-11",135180
"158","2008-09-12",134640
"159","2008-09-15",136620
"160","2008-09-16",136980
"161","2008-09-17",140400
"162","2008-09-18",148500
"163","2008-09-19",146700
"164","2008-09-22",147600
"165","2008-09-23",148500
"166","2008-09-24",152100
"167","2008-09-25",153180
"168","2008-09-26",155520
"169","2008-09-29",152820
"170","2008-09-30",159300
"171","2008-10-01",153000
"172","2008-10-02",153000
"173","2008-10-03",155700
"174","2008-10-06",132300
"175","2008-10-07",124020
"176","2008-10-08",122220
"177","2008-10-09",122040
"178","2008-10-10",126000
"179","2008-10-13",125820
"180","2008-10-14",126000
"181","2008-10-15",115200
"182","2008-10-16",110700
"183","2008-10-17",101700
"184","2008-10-20",98280
"185","2008-10-21",98280
"186","2008-10-22",93600
"187","2008-10-23",93600
"188","2008-10-24",92700
"189","2008-10-27",84600
"190","2008-10-28",87120
"191","2008-10-29",77940
"192","2008-10-30",79560
"193","2008-10-31",88200
"194","2008-11-03",94500
"195","2008-11-04",92520
"196","2008-11-05",91800
"197","2008-11-06",94140
"198","2008-11-07",102600
"199","2008-11-10",106200
"200","2008-11-11",106200
"201","2008-11-12",106200
"202","2008-11-13",99000
"203","2008-11-14",93780
"204","2008-11-17",93960
"205","2008-11-18",106200
"206","2008-11-19",103500
"207","2008-11-20",94320
"208","2008-11-21",93600
"209","2008-11-24",97020
"210","2008-11-25",94500
"211","2008-11-26",93600
"212","2008-11-28",93600
"213","2008-12-01",92700
"214","2008-12-02",92700
"215","2008-12-03",83160
"216","2008-12-04",91440
"217","2008-12-05",91440
"218","2008-12-08",93420
"219","2008-12-09",100800
"220","2008-12-10",100800
"221","2008-12-11",101520
"222","2008-12-12",108000
"223","2008-12-15",112500
"224","2008-12-16",116460
"225","2008-12-17",111600
"226","2008-12-18",106200
"227","2008-12-19",103500
"228","2008-12-22",103500
"229","2008-12-23",103320
"230","2008-12-24",103320
"231","2008-12-26",103320
"232","2008-12-29",103320
"233","2008-12-30",100980
"234","2008-12-31",96660
"235","2009-01-02",96300
"236","2009-01-05",93600
"237","2009-01-06",94500
"238","2009-01-07",89820
"239","2009-01-08",90180
"240","2009-01-09",90000
"241","2009-01-12",90000
"242","2009-01-13",90000
"243","2009-01-14",90360
"244","2009-01-15",90000
"245","2009-01-16",90000
"246","2009-01-20",90000
"247","2009-01-21",90000
"248","2009-01-22",90000
"249","2009-01-23",90000
"250","2009-01-26",89820
"251","2009-01-27",89640
"252","2009-01-28",89640
"253","2009-01-29",89820
"254","2009-01-30",89820
"255","2009-02-02",89820
"256","2009-02-03",89820
"257","2009-02-04",89820
"258","2009-02-05",82800
"259","2009-02-06",87300
"260","2009-02-09",87300
"261","2009-02-10",86220
"262","2009-02-11",72360
"263","2009-02-12",82800
"264","2009-02-13",82800
"265","2009-02-17",81900
"266","2009-02-18",81000
"267","2009-02-19",75600
"268","2009-02-20",75600
"269","2009-02-23",75600
"270","2009-02-24",75600
"271","2009-02-25",75600
"272","2009-02-26",75600
"273","2009-02-27",75600
"274","2009-03-02",75600
"275","2009-03-03",75600
"276","2009-03-04",75600
"277","2009-03-05",75600
"278","2009-03-06",75420
"279","2009-03-09",75420
"280","2009-03-10",75420
"281","2009-03-11",75420
"282","2009-03-12",75600
"283","2009-03-13",74700
"284","2009-03-16",75600
"285","2009-03-17",66240
"286","2009-03-18",72000
"287","2009-03-19",75600
"288","2009-03-20",75600
"289","2009-03-23",74700
"290","2009-03-24",74700
"291","2009-03-25",74700
"292","2009-03-26",74700
"293","2009-03-27",72000
"294","2009-03-30",72000
"295","2009-03-31",68760
"296","2009-04-01",67500
"297","2009-04-02",70020
"298","2009-04-03",67320
"299","2009-04-06",67320
"300","2009-04-07",67320
"301","2009-04-08",66600
"302","2009-04-09",66600
"303","2009-04-13",65340
"304","2009-04-14",66600
"305","2009-04-15",63900
"306","2009-04-16",64440
"307","2009-04-17",64440
"308","2009-04-20",64260
"309","2009-04-21",64260
"310","2009-04-22",60840
"311","2009-04-23",60840
"312","2009-04-24",60840
"313","2009-04-27",59220
"314","2009-04-28",60300
"315","2009-04-29",58500
"316","2009-04-30",60300
"317","2009-05-01",62820
"318","2009-05-04",75240
"319","2009-05-05",73800
"320","2009-05-06",73800
"321","2009-05-07",73800
"322","2009-05-08",76500
"323","2009-05-11",75600
"324","2009-05-12",76320
"325","2009-05-13",76320
"326","2009-05-14",70200
"327","2009-05-15",67500
"328","2009-05-18",76140
"329","2009-05-19",65700
"330","2009-05-20",71640
"331","2009-05-21",71100
"332","2009-05-22",72000
"333","2009-05-26",72000
"334","2009-05-27",72000
"335","2009-05-28",67500
"336","2009-05-29",67500
"337","2009-06-01",63900
"338","2009-06-02",72000
"339","2009-06-03",78840
"340","2009-06-04",81000
"341","2009-06-05",76500
"342","2009-06-08",81000
"343","2009-06-09",77220
"344","2009-06-10",75060
"345","2009-06-11",72900
"346","2009-06-12",77760
"347","2009-06-15",76860
"348","2009-06-16",74520
"349","2009-06-17",70020
"350","2009-06-18",61380
"351","2009-06-19",61920
"352","2009-06-22",62280
"353","2009-06-23",69120
"354","2009-06-24",65700
"355","2009-06-25",66600
"356","2009-06-26",64800
"357","2009-06-29",66600
"358","2009-06-30",66420
"359","2009-07-01",66420
"360","2009-07-02",67500
"361","2009-07-06",70920
"362","2009-07-07",70920
"363","2009-07-08",70920
"364","2009-07-09",70920
"365","2009-07-10",70920
"366","2009-07-13",71100
"367","2009-07-14",75600
"368","2009-07-15",75600
"369","2009-07-16",79020
"370","2009-07-17",77940
"371","2009-07-20",74160
"372","2009-07-21",68760
"373","2009-07-22",64080
"374","2009-07-23",68580
"375","2009-07-24",75240
"376","2009-07-27",75240
"377","2009-07-28",68040
"378","2009-07-29",67320
"379","2009-07-30",67320
"380","2009-07-31",72180
"381","2009-08-03",73440
"382","2009-08-04",73440
"383","2009-08-05",73620
"384","2009-08-06",71640
"385","2009-08-07",73080
"386","2009-08-10",73080
"387","2009-08-11",73080
"388","2009-08-12",73080
"389","2009-08-13",73080
"390","2009-08-14",73080
"391","2009-08-17",73080
"392","2009-08-18",73080
"393","2009-08-19",72720
"394","2009-08-20",80460
"395","2009-08-21",81180
"396","2009-08-24",82980
"397","2009-08-25",83700
"398","2009-08-26",85500
"399","2009-08-27",88740
"400","2009-08-28",88920
"401","2009-08-31",88200
"402","2009-09-01",83700
"403","2009-09-02",83700
"404","2009-09-03",84960
"405","2009-09-04",84960
"406","2009-09-08",83700
"407","2009-09-09",83700
"408","2009-09-10",81000
"409","2009-09-11",81000
"410","2009-09-14",73980
"411","2009-09-15",80820
"412","2009-09-16",81000
"413","2009-09-17",75780
"414","2009-09-18",77760
"415","2009-09-21",79200
"416","2009-09-22",81000
"417","2009-09-23",80640
"418","2009-09-24",81000
"419","2009-09-25",81000
"420","2009-09-28",86400
"421","2009-09-29",78300
"422","2009-09-30",72180
"423","2009-10-01",81000
"424","2009-10-02",81000
"425","2009-10-05",81000
"426","2009-10-06",70020
"427","2009-10-07",71820
"428","2009-10-08",71100
"429","2009-10-09",71820
"430","2009-10-12",73800
"431","2009-10-13",73800
"432","2009-10-14",72000
"433","2009-10-15",71100
"434","2009-10-16",71640
"435","2009-10-19",71280
"436","2009-10-20",75600
"437","2009-10-21",70740
"438","2009-10-22",75420
"439","2009-10-23",75420
"440","2009-10-26",66420
"441","2009-10-27",72720
"442","2009-10-28",72720
"443","2009-10-29",72000
"444","2009-10-30",73620
"445","2009-11-02",73620
"446","2009-11-03",68940
"447","2009-11-04",65160
"448","2009-11-05",63360
"449","2009-11-06",61740
"450","2009-11-09",65700
"451","2009-11-10",68400
"452","2009-11-11",67680
"453","2009-11-12",64620
"454","2009-11-13",67500
"455","2009-11-16",66780
"456","2009-11-17",71820
"457","2009-11-18",59400
"458","2009-11-19",63900
"459","2009-11-20",63900
"460","2009-11-23",61200
"461","2009-11-24",69840
"462","2009-11-25",70920
"463","2009-11-27",70560
"464","2009-11-30",67320
"465","2009-12-01",69120
"466","2009-12-02",61200
"467","2009-12-03",67320
"468","2009-12-04",72360
"469","2009-12-07",78300
"470","2009-12-08",78300
"471","2009-12-09",74340
"472","2009-12-10",75420
"473","2009-12-11",75600
"474","2009-12-14",67500
"475","2009-12-15",70200
"476","2009-12-16",62280
"477","2009-12-17",61200
"478","2009-12-18",58680
"479","2009-12-21",61740
"480","2009-12-22",62640
"481","2009-12-23",60480
"482","2009-12-24",58860
"483","2009-12-28",56340
"484","2009-12-29",56340
"485","2009-12-30",53280
"486","2009-12-31",52740
"487","2010-01-04",53820
"488","2010-01-05",53100
"489","2010-01-06",53820
"490","2010-01-07",51300
"491","2010-01-08",50580
"492","2010-01-11",50580
"493","2010-01-12",47700
"494","2010-01-13",46980
"495","2010-01-14",47700
"496","2010-01-15",48420
"497","2010-01-19",45000
"498","2010-01-20",47340
"499","2010-01-21",41940
"500","2010-01-22",43020
"501","2010-01-25",40680
"502","2010-01-26",38340
"503","2010-01-27",34560
"504","2010-01-28",32400
"505","2010-01-29",21600
"506","2010-02-01",21780
"507","2010-02-02",23580
"508","2010-02-03",23760
"509","2010-02-04",22500
"510","2010-02-05",22500
"511","2010-02-08",19980
"512","2010-02-09",19980
"513","2010-02-10",19800
"514","2010-02-11",18900
"515","2010-02-12",20160
"516","2010-02-16",20880
"517","2010-02-17",20880
"518","2010-02-18",21240
"519","2010-02-19",20520
"520","2010-02-22",20340
"521","2010-02-23",20160
"522","2010-02-24",19620
"523","2010-02-25",20520
"524","2010-02-26",20700
"525","2010-03-01",20340
"526","2010-03-02",21240
"527","2010-03-03",21240
"528","2010-03-04",21420
"529","2010-03-05",21420
"530","2010-03-08",21420
"531","2010-03-09",21060
"532","2010-03-10",21600
"533","2010-03-11",21420
"534","2010-03-12",21240
"535","2010-03-15",21420
"536","2010-03-16",20880
"537","2010-03-17",21060
"538","2010-03-18",21060
"539","2010-03-19",20880
"540","2010-03-22",20520
"541","2010-03-23",20700
"542","2010-03-24",20160
"543","2010-03-25",20700
"544","2010-03-26",20340
"545","2010-03-29",20700
"546","2010-03-30",21240
"547","2010-03-31",20880
"548","2010-04-01",20880
"549","2010-04-05",20880
"550","2010-04-06",23580
"551","2010-04-07",23580
"552","2010-04-08",22860
"553","2010-04-09",23040
"554","2010-04-12",23580
"555","2010-04-13",24480
"556","2010-04-14",25380
"557","2010-04-15",25200
"558","2010-04-16",24480
"559","2010-04-19",24120
"560","2010-04-20",24840
"561","2010-04-21",23760
"562","2010-04-22",23400
"563","2010-04-23",23220
"564","2010-04-26",24660
"565","2010-04-27",23940
"566","2010-04-28",23040
"567","2010-04-29",24120
"568","2010-04-30",23760
"569","2010-05-03",28620
"570","2010-05-04",27540
"571","2010-05-05",25740
"572","2010-05-06",23760
"573","2010-05-07",23040
"574","2010-05-10",25200
"575","2010-05-11",23940
"576","2010-05-12",24840
"577","2010-05-13",25200
"578","2010-05-14",23220
"579","2010-05-17",22680
"580","2010-05-18",23220
"581","2010-05-19",21960
"582","2010-05-20",20700
"583","2010-05-21",21060
"584","2010-05-24",20880
"585","2010-05-25",20340
"586","2010-05-26",21240
"587","2010-05-27",22680
"588","2010-05-28",22860
"589","2010-06-01",22680
"590","2010-06-02",23220
"591","2010-06-03",22500
"592","2010-06-04",21420
"593","2010-06-07",19800
"594","2010-06-08",19080
"595","2010-06-09",19620
"596","2010-06-10",20700
"597","2010-06-11",21780
"598","2010-06-14",21960
"599","2010-06-15",23040
"600","2010-06-16",22320
"601","2010-06-17",22500
"602","2010-06-18",22500
"603","2010-06-21",22320
"604","2010-06-22",22860
"605","2010-06-23",22860
"606","2010-06-24",21600
"607","2010-06-25",21600
"608","2010-06-28",21060
"609","2010-06-29",19620
"610","2010-06-30",20700
"611","2010-07-01",19980
"612","2010-07-02",21240
"613","2010-07-06",20880
"614","2010-07-07",20880
"615","2010-07-08",20520
"616","2010-07-09",20520
"617","2010-07-12",20340
"618","2010-07-13",19800
"619","2010-07-14",20160
"620","2010-07-15",20880
"621","2010-07-16",19800
"622","2010-07-19",19080
"623","2010-07-20",19980
"624","2010-07-21",19260
"625","2010-07-22",20160
"626","2010-07-23",21960
"627","2010-07-26",21960
"628","2010-07-27",21780
"629","2010-07-28",21060
"630","2010-07-29",21060
"631","2010-07-30",20880
"632","2010-08-02",21060
"633","2010-08-03",20700
"634","2010-08-04",20160
"635","2010-08-05",20160
"636","2010-08-06",20160
"637","2010-08-09",19260
"638","2010-08-10",19800
"639","2010-08-11",19080
"640","2010-08-12",18900
"641","2010-08-13",19260
"642","2010-08-16",18900
"643","2010-08-17",19440
"644","2010-08-18",19800
"645","2010-08-19",19440
"646","2010-08-20",18720
"647","2010-08-23",18900
"648","2010-08-24",16740
"649","2010-08-25",16560
"650","2010-08-26",16560
"651","2010-08-27",17460
"652","2010-08-30",16920
"653","2010-08-31",17100
"654","2010-09-01",16920
"655","2010-09-02",18000
"656","2010-09-03",18540
"657","2010-09-07",17460
"658","2010-09-08",17820
"659","2010-09-09",18360
"660","2010-09-10",18720
"661","2010-09-13",18900
"662","2010-09-14",19800
"663","2010-09-15",19440
"664","2010-09-16",19080
"665","2010-09-17",19080
"666","2010-09-20",19440
"667","2010-09-21",19260
"668","2010-09-22",18540
"669","2010-09-23",17820
"670","2010-09-24",17820
"671","2010-09-27",19620
"672","2010-09-28",19980
"673","2010-09-29",20520
"674","2010-09-30",19980
"675","2010-10-01",19620
"676","2010-10-04",20700
"677","2010-10-05",21600
"678","2010-10-06",22500
"679","2010-10-07",22500
"680","2010-10-08",22320
"681","2010-10-11",22320
"682","2010-10-12",21780
"683","2010-10-13",22140
"684","2010-10-14",22320
"685","2010-10-15",22140
"686","2010-10-18",22860
"687","2010-10-19",21960
"688","2010-10-20",22500
"689","2010-10-21",22140
"690","2010-10-22",22500
"691","2010-10-25",23400
"692","2010-10-26",23760
"693","2010-10-27",22320
"694","2010-10-28",22140
"695","2010-10-29",22140
"696","2010-11-01",22140
"697","2010-11-02",21960
"698","2010-11-03",21960
"699","2010-11-04",21240
"700","2010-11-05",21600
"701","2010-11-08",21960
"702","2010-11-09",21240
"703","2010-11-10",22140
"704","2010-11-11",21780
"705","2010-11-12",21960
"706","2010-11-15",21960
"707","2010-11-16",21060
"708","2010-11-17",19260
"709","2010-11-18",19980
"710","2010-11-19",19260
"711","2010-11-22",19980
"712","2010-11-23",18720
"713","2010-11-24",18540
"714","2010-11-26",18360
"715","2010-11-29",18360
"716","2010-11-30",18000
"717","2010-12-01",18540
"718","2010-12-02",18180
"719","2010-12-03",18540
"720","2010-12-06",18720
"721","2010-12-07",18360
"722","2010-12-08",18360
"723","2010-12-09",18540
"724","2010-12-10",19080
"725","2010-12-13",18720
"726","2010-12-14",18000
"727","2010-12-15",17640
"728","2010-12-16",17640
"729","2010-12-17",18360
"730","2010-12-20",18000
"731","2010-12-21",17460
"732","2010-12-22",16920
"733","2010-12-23",16740
"734","2010-12-27",16380
"735","2010-12-28",16200
"736","2010-12-29",16920
"737","2010-12-30",16920
"738","2010-12-31",16560
"739","2011-01-03",17280
"740","2011-01-04",17820
"741","2011-01-05",17640
"742","2011-01-06",16560
"743","2011-01-07",16560
"744","2011-01-10",16740
"745","2011-01-11",16920
"746","2011-01-12",16920
"747","2011-01-13",16920
"748","2011-01-14",17100
"749","2011-01-18",17280
"750","2011-01-19",16380
"751","2011-01-20",16740
"752","2011-01-21",16560
"753","2011-01-24",16920
"754","2011-01-25",16560
"755","2011-01-26",16920
"756","2011-01-27",16740
"757","2011-01-28",16380
"758","2011-01-31",16200
"759","2011-02-01",15300
"760","2011-02-02",15120
"761","2011-02-03",14940
"762","2011-02-04",14040
"763","2011-02-07",14580
"764","2011-02-08",14760
"765","2011-02-09",14580
"766","2011-02-10",14760
"767","2011-02-11",15300
"768","2011-02-14",15660
"769","2011-02-15",16020
"770","2011-02-16",16020
"771","2011-02-17",14760
"772","2011-02-18",15120
"773","2011-02-22",14580
"774","2011-02-23",14580
"775","2011-02-24",14400
"776","2011-02-25",14580
"777","2011-02-28",14220
"778","2011-03-01",13860
"779","2011-03-02",13320
"780","2011-03-03",13860
"781","2011-03-04",13680
"782","2011-03-07",13320
"783","2011-03-08",13320
"784","2011-03-09",13320
"785","2011-03-10",13500
"786","2011-03-11",12420
"787","2011-03-14",12600
"788","2011-03-15",11700
"789","2011-03-16",11340
"790","2011-03-17",11340
"791","2011-03-18",11160
"792","2011-03-21",11700
"793","2011-03-22",11700
"794","2011-03-23",11880
"795","2011-03-24",11700
"796","2011-03-25",11340
"797","2011-03-28",11520
"798","2011-03-29",11520
"799","2011-03-30",11340
"800","2011-03-31",10980
"801","2011-04-01",10800
"802","2011-04-04",11160
"803","2011-04-05",10620
"804","2011-04-06",10980
"805","2011-04-07",10980
"806","2011-04-08",10980
"807","2011-04-11",10620
"808","2011-04-12",10440
"809","2011-04-13",10260
"810","2011-04-14",10620
"811","2011-04-15",10260
"812","2011-04-18",10080
"813","2011-04-19",9720
"814","2011-04-20",9720
"815","2011-04-21",9900
"816","2011-04-25",10440
"817","2011-04-26",9720
"818","2011-04-27",9540
"819","2011-04-28",9900
"820","2011-04-29",9720
"821","2011-05-02",9180
"822","2011-05-03",9000
"823","2011-05-04",8820
"824","2011-05-05",8640
"825","2011-05-06",8460
"826","2011-05-09",8640
"827","2011-05-10",8460
"828","2011-05-11",8460
"829","2011-05-12",8640
"830","2011-05-13",9000
"831","2011-05-16",8460
"832","2011-05-17",8460
"833","2011-05-18",7920
"834","2011-05-19",8100
"835","2011-05-20",7560
"836","2011-05-23",7560
"837","2011-05-24",7740
"838","2011-05-25",7740
"839","2011-05-26",7920
"840","2011-05-27",7560
"841","2011-05-31",7740
"842","2011-06-01",7380
"843","2011-06-02",7740
"844","2011-06-03",7740
"845","2011-06-06",7380
"846","2011-06-07",7560
"847","2011-06-08",6840
"848","2011-06-09",6660
"849","2011-06-10",6300
"850","2011-06-13",5940
"851","2011-06-14",6120
"852","2011-06-15",6300
"853","2011-06-16",6300
"854","2011-06-17",6300
"855","2011-06-20",6120
"856","2011-06-21",6120
"857","2011-06-22",6300
"858","2011-06-23",6300
"859","2011-06-24",5940
"860","2011-06-27",7200
"861","2011-06-28",7164
"862","2011-06-29",7032
"863","2011-06-30",7080
"864","2011-07-01",6744
"865","2011-07-05",6168
"866","2011-07-06",5892
"867","2011-07-07",6000
"868","2011-07-08",5460
"869","2011-07-11",4980
"870","2011-07-12",4608
"871","2011-07-13",4704
"872","2011-07-14",4704
"873","2011-07-15",4596
"874","2011-07-18",4728
"875","2011-07-19",4560
"876","2011-07-20",4860
"877","2011-07-21",5436
"878","2011-07-22",6600
"879","2011-07-25",6420
"880","2011-07-26",7080
"881","2011-07-27",6864
"882","2011-07-28",6300
"883","2011-07-29",6156
"884","2011-08-01",6060
"885","2011-08-02",5760
"886","2011-08-03",5088
"887","2011-08-04",5100
"888","2011-08-05",4512
"889","2011-08-08",3600
"890","2011-08-09",3900
"891","2011-08-10",3888
"892","2011-08-11",4212
"893","2011-08-12",4632
"894","2011-08-15",4224
"895","2011-08-16",4512
"896","2011-08-17",4512
"897","2011-08-18",4164
"898","2011-08-19",3780
"899","2011-08-22",3780
"900","2011-08-23",3720
"901","2011-08-24",4320
"902","2011-08-25",4080
"903","2011-08-26",3948
"904","2011-08-29",4440
"905","2011-08-30",4812
"906","2011-08-31",4860
"907","2011-09-01",5136
"908","2011-09-02",4632
"909","2011-09-06",4524
"910","2011-09-07",5100
"911","2011-09-08",4908
"912","2011-09-09",5052
"913","2011-09-12",4956
"914","2011-09-13",5112
"915","2011-09-14",5472
"916","2011-09-15",5184
"917","2011-09-16",5220
"918","2011-09-19",5028
"919","2011-09-20",4764
"920","2011-09-21",4236
"921","2011-09-22",4320
"922","2011-09-23",4680
"923","2011-09-26",4380
"924","2011-09-27",4392
"925","2011-09-28",4116
"926","2011-09-29",4056
"927","2011-09-30",3828
"928","2011-10-03",3612
"929","2011-10-04",3600
"930","2011-10-05",3540
"931","2011-10-06",3600
"932","2011-10-07",3348
"933","2011-10-10",3516
"934","2011-10-11",3540
"935","2011-10-12",3876
"936","2011-10-13",3780
"937","2011-10-14",4284
"938","2011-10-17",4056
"939","2011-10-18",4056
"940","2011-10-19",3720
"941","2011-10-20",4044
"942","2011-10-21",4044
"943","2011-10-24",4080
"944","2011-10-25",3816
"945","2011-10-26",3900
"946","2011-10-27",3900
"947","2011-10-28",3816
"948","2011-10-31",4080
"949","2011-11-01",3648
"950","2011-11-02",3888
"951","2011-11-03",3936
"952","2011-11-04",3900
"953","2011-11-07",3816
"954","2011-11-08",3708
"955","2011-11-09",3672
"956","2011-11-10",3504
"957","2011-11-11",3624
"958","2011-11-14",3708
"959","2011-11-15",3660
"960","2011-11-16",3660
"961","2011-11-17",3576
"962","2011-11-18",3648
"963","2011-11-21",3516
"964","2011-11-22",3588
"965","2011-11-23",3432
"966","2011-11-25",3480
"967","2011-11-28",3624
"968","2011-11-29",3396
"969","2011-11-30",3636
"970","2011-12-01",3600
"971","2011-12-02",3300
"972","2011-12-05",3312
"973","2011-12-06",3240
"974","2011-12-07",3252
"975","2011-12-08",3084
"976","2011-12-09",3072
"977","2011-12-12",2904
"978","2011-12-13",2916
"979","2011-12-14",2988
"980","2011-12-15",3288
"981","2011-12-16",2652
"982","2011-12-19",2928
"983","2011-12-20",2820
"984","2011-12-21",2556
"985","2011-12-22",2916
"986","2011-12-23",2832
"987","2011-12-27",2508
"988","2011-12-28",2472
"989","2011-12-29",2640
"990","2011-12-30",2592
"991","2012-01-03",2712
"992","2012-01-04",3288
"993","2012-01-05",3288
"994","2012-01-06",3180
"995","2012-01-09",3240
"996","2012-01-10",3012
"997","2012-01-11",3180
"998","2012-01-12",3168
"999","2012-01-13",2940
"1000","2012-01-17",2820
"1001","2012-01-18",2580
"1002","2012-01-19",2904
"1003","2012-01-20",2844
"1004","2012-01-23",2640
"1005","2012-01-24",2664
"1006","2012-01-25",2664
"1007","2012-01-26",2616
"1008","2012-01-27",2592
"1009","2012-01-30",2676
"1010","2012-01-31",2616
"1011","2012-02-01",2676
"1012","2012-02-02",2592
"1013","2012-02-03",2736
"1014","2012-02-06",3120
"1015","2012-02-07",3000
"1016","2012-02-08",3108
"1017","2012-02-09",3600
"1018","2012-02-10",3408
"1019","2012-02-13",3240
"1020","2012-02-14",3492
"1021","2012-02-15",3636
"1022","2012-02-16",3804
"1023","2012-02-17",4056
"1024","2012-02-21",4440
"1025","2012-02-22",5076
"1026","2012-02-23",4860
"1027","2012-02-24",4740
"1028","2012-02-27",4584
"1029","2012-02-28",4776
"1030","2012-02-29",4320
"1031","2012-03-01",4356
"1032","2012-03-02",3972
"1033","2012-03-05",3900
"1034","2012-03-06",3912
"1035","2012-03-07",3912
"1036","2012-03-08",4020
"1037","2012-03-09",4080
"1038","2012-03-12",4500
"1039","2012-03-13",4392
"1040","2012-03-14",4404
"1041","2012-03-15",4560
"1042","2012-03-16",4764
"1043","2012-03-19",4644
"1044","2012-03-20",4692
"1045","2012-03-21",4536
"1046","2012-03-22",4560
"1047","2012-03-23",4260
"1048","2012-03-26",4212
"1049","2012-03-27",3816
"1050","2012-03-28",4068
"1051","2012-03-29",4044
"1052","2012-03-30",3984
"1053","2012-04-02",3852
"1054","2012-04-03",3852
"1055","2012-04-04",3684
"1056","2012-04-05",3744
"1057","2012-04-09",3804
"1058","2012-04-10",3780
"1059","2012-04-11",4536
"1060","2012-04-12",4848
"1061","2012-04-13",4752
"1062","2012-04-16",4512
"1063","2012-04-17",4608
"1064","2012-04-18",4788
"1065","2012-04-19",4800
"1066","2012-04-20",4572
"1067","2012-04-23",4044
"1068","2012-04-24",4056
"1069","2012-04-25",3936
