"","date","AFIN"
"79","2018-11-07",12.23
"80","2018-11-08",12.27
"81","2018-11-09",12.79
"82","2018-11-12",13.11
"83","2018-11-13",13.48
"84","2018-11-14",13.03
"85","2018-11-15",13.13
"86","2018-11-16",14.14
"87","2018-11-19",14
"88","2018-11-20",13.92
"89","2018-11-21",13.77
"90","2018-11-23",13.86
"91","2018-11-26",13.86
"92","2018-11-27",13.65
"93","2018-11-28",13.72
"94","2018-11-29",13.39
"95","2018-11-30",13.84
"96","2018-12-03",13.58
"97","2018-12-04",13.28
"98","2018-12-06",13.49
"99","2018-12-07",13.49
"100","2018-12-10",13.71
"101","2018-12-11",13.57
"102","2018-12-12",13.56
"103","2018-12-13",13.94
"104","2018-12-14",13.12
"105","2018-12-17",13.2
"106","2018-12-18",13.85
"107","2018-12-19",13.86
"108","2018-12-20",13.9
"109","2018-12-21",13.52
"110","2018-12-24",13.32
"111","2018-12-26",13.67
"112","2018-12-27",13.54
"113","2018-12-28",13.46
"114","2018-12-31",13.32
"115","2019-01-02",13.17
"116","2019-01-03",13.41
"117","2019-01-04",13.37
"118","2019-01-07",13.51
"119","2019-01-08",13.78
"120","2019-01-09",13.6
"121","2019-01-10",13.19
"122","2019-01-11",13.09
"123","2019-01-14",12.97
"124","2019-01-15",13.21
"125","2019-01-16",13.26
"126","2019-01-17",13.38
"127","2019-01-18",13.1
"128","2019-01-22",12.93
"129","2019-01-23",12.89
"130","2019-01-24",12.73
"131","2019-01-25",13.02
"132","2019-01-28",13.19
"133","2019-01-29",12.75
"134","2019-01-30",13
"135","2019-01-31",12.99
"136","2019-02-01",12.78
"137","2019-02-04",12.37
"138","2019-02-05",12.63
"139","2019-02-06",12.55
"140","2019-02-07",12.07
"141","2019-02-08",11.87
"142","2019-02-11",11.84
"143","2019-02-12",11.34
"144","2019-02-13",11.3
"145","2019-02-14",11.16
"146","2019-02-15",11.03
"147","2019-02-19",11.42
"148","2019-02-20",11.07
"149","2019-02-21",11.33
"150","2019-02-22",11.43
"151","2019-02-25",11.35
"152","2019-02-26",11.4
"153","2019-02-27",10.8
"154","2019-02-28",10.81
"155","2019-03-01",10.64
"156","2019-03-04",10.69
"157","2019-03-05",10.56
"158","2019-03-06",10.88
"159","2019-03-07",10.76
"160","2019-03-08",10.7
"161","2019-03-11",10.85
"162","2019-03-12",10.91
"163","2019-03-13",11.05
"164","2019-03-14",11.09
"165","2019-03-15",11.13
"166","2019-03-18",10.98
"167","2019-03-19",10.81
"168","2019-03-20",10.95
"169","2019-03-21",11.13
"170","2019-03-22",10.75
"171","2019-03-25",10.68
"172","2019-03-26",10.7
"173","2019-03-27",10.7
"174","2019-03-28",10.77
"175","2019-03-29",10.8
"176","2019-04-01",10.81
"177","2019-04-02",10.71
"178","2019-04-03",10.72
"179","2019-04-04",10.62
"180","2019-04-05",10.62
"181","2019-04-08",10.53
"182","2019-04-09",10.12
"183","2019-04-10",10.46
"184","2019-04-11",10.19
"185","2019-04-12",10.16
"186","2019-04-15",10.02
"187","2019-04-16",9.81
"188","2019-04-17",9.72
"189","2019-04-18",9.66
"190","2019-04-22",9.52
"191","2019-04-23",9.61
"192","2019-04-24",9.59
"193","2019-04-25",9.66
"194","2019-04-26",9.74
"195","2019-04-29",9.69
"196","2019-04-30",9.81
"197","2019-05-01",9.69
"198","2019-05-02",9.76
"199","2019-05-03",9.93
"200","2019-05-06",9.83
"201","2019-05-07",9.52
"202","2019-05-08",9.9
"203","2019-05-09",10.11
"204","2019-05-10",10.31
"205","2019-05-13",10.31
"206","2019-05-14",10.73
"207","2019-05-15",11.26
"208","2019-05-16",11.79
"209","2019-05-17",11.52
"210","2019-05-20",11.36
"211","2019-05-21",11.39
"212","2019-05-22",11.29
"213","2019-05-23",11.45
"214","2019-05-24",11.62
"215","2019-05-28",10.62
"216","2019-05-29",10.34
"217","2019-05-30",10.16
"218","2019-05-31",10.46
"219","2019-06-03",10.09
"220","2019-06-04",10.16
"221","2019-06-05",10.43
"222","2019-06-06",10.26
"223","2019-06-07",10.43
"224","2019-06-10",10.32
"225","2019-06-11",10.35
"226","2019-06-12",10.45
"227","2019-06-13",10.66
"228","2019-06-14",10.77
"229","2019-06-17",10.9
"230","2019-06-18",10.99
"231","2019-06-19",11.08
"232","2019-06-20",11.16
"233","2019-06-21",10.67
"234","2019-06-24",10.69
"235","2019-06-25",10.64
"236","2019-06-26",10.33
"237","2019-06-27",10.76
"238","2019-06-28",10.9
"239","2019-07-01",10.78
"240","2019-07-02",11.05
"241","2019-07-03",11.24
"242","2019-07-05",11.25
"243","2019-07-08",11.36
"244","2019-07-09",11.6
"245","2019-07-10",11.56
"246","2019-07-11",11.38
"247","2019-07-12",11.44
"248","2019-07-15",11.29
"249","2019-07-16",11.44
"250","2019-07-17",11.41
"251","2019-07-18",11.5
"252","2019-07-19",11.57
"253","2019-07-22",11.41
"254","2019-07-23",11.45
"255","2019-07-24",11.74
"256","2019-07-25",11.65
"257","2019-07-26",11.72
"258","2019-07-29",11.64
"259","2019-07-30",11.67
"260","2019-07-31",11.71
"261","2019-08-01",11.81
"262","2019-08-02",11.82
"263","2019-08-05",11.47
"264","2019-08-06",11.61
"265","2019-08-07",11.68
"266","2019-08-08",11.78
"267","2019-08-09",11.97
"268","2019-08-12",12.01
"269","2019-08-13",12.09
"270","2019-08-14",12.08
"271","2019-08-15",12.24
"272","2019-08-16",12.28
"273","2019-08-19",12.44
"274","2019-08-20",12.27
"275","2019-08-21",12.1
"276","2019-08-22",12.04
"277","2019-08-23",11.62
"278","2019-08-26",11.85
"279","2019-08-27",11.71
"280","2019-08-28",11.84
"281","2019-08-29",11.87
"282","2019-08-30",11.97
"283","2019-09-03",12.12
"284","2019-09-04",12.22
"285","2019-09-05",11.94
"286","2019-09-06",11.81
"287","2019-09-09",12.41
"288","2019-09-10",12.72
"289","2019-09-11",12.97
"290","2019-09-12",13.16
"291","2019-09-13",13.36
"292","2019-09-16",13.6
"293","2019-09-17",13.7
"294","2019-09-18",13.32
"295","2019-09-19",13.56
"296","2019-09-20",13.82
"297","2019-09-23",13.81
"298","2019-09-24",13.87
"299","2019-09-25",13.98
"300","2019-09-26",14.07
"301","2019-09-27",13.88
"302","2019-09-30",13.96
"303","2019-10-01",13.7
"304","2019-10-02",13.98
"305","2019-10-03",13.83
"306","2019-10-04",14.18
"307","2019-10-07",14.09
"308","2019-10-08",13.94
"309","2019-10-09",13.65
"310","2019-10-10",13.77
"311","2019-10-11",13.85
"312","2019-10-14",13.88
"313","2019-10-15",14.19
"314","2019-10-16",14.26
"315","2019-10-17",14.21
"316","2019-10-18",14.24
"317","2019-10-21",14.45
"318","2019-10-22",14.61
"319","2019-10-23",14.72
"320","2019-10-24",14.49
"321","2019-10-25",14.42
"322","2019-10-28",14.45
"323","2019-10-29",14.63
"324","2019-10-30",14.87
"325","2019-10-31",14.8
"326","2019-11-01",15
"327","2019-11-04",14.96
"328","2019-11-05",14.76
"329","2019-11-06",14.85
"330","2019-11-07",14.88
"331","2019-11-08",14.77
"332","2019-11-11",15.12
"333","2019-11-12",14.65
"334","2019-11-13",14.61
"335","2019-11-14",14.84
"336","2019-11-15",15
"337","2019-11-18",15.1
"338","2019-11-19",15.03
"339","2019-11-20",14.83
"340","2019-11-21",14.73
"341","2019-11-22",14.64
"342","2019-11-25",14.7
"343","2019-11-26",14.77
"344","2019-11-27",14.98
"345","2019-11-29",14.79
"346","2019-12-02",14.45
"347","2019-12-03",14.56
"348","2019-12-04",14.56
"349","2019-12-05",14.38
"350","2019-12-06",14.42
"351","2019-12-09",14.66
"352","2019-12-10",14.53
"353","2019-12-11",14.3
"354","2019-12-12",14.04
"355","2019-12-13",13.62
"356","2019-12-16",13.6
"357","2019-12-17",13.36
"358","2019-12-18",13.34
"359","2019-12-19",13.35
"360","2019-12-20",13.52
"361","2019-12-23",13.48
"362","2019-12-24",13.35
"363","2019-12-26",13.25
"364","2019-12-27",13.19
"365","2019-12-30",13.13
"366","2019-12-31",13.26
"367","2020-01-02",12.76
"368","2020-01-03",12.78
"369","2020-01-06",12.96
"370","2020-01-07",12.64
"371","2020-01-08",12.79
"372","2020-01-09",12.73
"373","2020-01-10",12.68
"374","2020-01-13",12.91
"375","2020-01-14",12.92
"376","2020-01-15",13.18
"377","2020-01-16",13.19
"378","2020-01-17",13.22
"379","2020-01-21",13.3
"380","2020-01-22",13.13
"381","2020-01-23",13.21
"382","2020-01-24",13.23
"383","2020-01-27",13.08
"384","2020-01-28",13.09
"385","2020-01-29",13.13
"386","2020-01-30",13.09
"387","2020-01-31",12.97
"388","2020-02-03",13.13
"389","2020-02-04",13.19
"390","2020-02-05",13.44
"391","2020-02-06",13.54
"392","2020-02-07",13.19
"393","2020-02-10",13.24
"394","2020-02-11",13.22
"395","2020-02-12",13.31
"396","2020-02-13",13.46
"397","2020-02-14",13.41
"398","2020-02-18",13.41
"399","2020-02-19",12.93
"400","2020-02-20",12.93
"401","2020-02-21",13.21
"402","2020-02-24",12.88
"403","2020-02-25",12.41
"404","2020-02-26",12.12
"405","2020-02-27",10.96
"406","2020-02-28",10.4
"407","2020-03-02",10.75
"408","2020-03-03",10.71
"409","2020-03-04",11.03
"410","2020-03-05",10.38
"411","2020-03-06",10.11
"412","2020-03-09",9.18
"413","2020-03-10",9.44
"414","2020-03-11",8.52
"415","2020-03-12",6.88
"416","2020-03-13",7.29
"417","2020-03-16",5.84
"418","2020-03-17",5.33
"419","2020-03-18",4.79
"420","2020-03-19",6.61
"421","2020-03-20",7.22
"422","2020-03-23",6.9
"423","2020-03-24",7.49
"424","2020-03-25",6.97
"425","2020-03-26",7.08
"426","2020-03-27",7.11
"427","2020-03-30",6.84
"428","2020-03-31",6.25
"429","2020-04-01",5.38
"430","2020-04-02",5.29
"431","2020-04-03",4.98
"432","2020-04-06",5.67
"433","2020-04-07",5.82
"434","2020-04-08",6.48
"435","2020-04-09",6.94
"436","2020-04-13",6.76
"437","2020-04-14",7.19
"438","2020-04-15",6.74
"439","2020-04-16",6.65
"440","2020-04-17",6.8
"441","2020-04-20",6.55
"442","2020-04-21",6.4
"443","2020-04-22",6.35
"444","2020-04-23",6.47
"445","2020-04-24",6.33
"446","2020-04-27",7.14
"447","2020-04-28",7.48
"448","2020-04-29",8.61
"449","2020-04-30",7.71
"450","2020-05-01",7.35
"451","2020-05-04",7.01
"452","2020-05-05",7.01
"453","2020-05-06",6.92
"454","2020-05-07",6.97
"455","2020-05-08",7.46
"456","2020-05-11",6.96
"457","2020-05-12",6.48
"458","2020-05-13",6.31
"459","2020-05-14",6.31
"460","2020-05-15",6.34
"461","2020-05-18",7.14
"462","2020-05-19",7.09
"463","2020-05-20",7.23
"464","2020-05-21",7.37
"465","2020-05-22",7.32
"466","2020-05-26",7.99
"467","2020-05-27",8.12
"468","2020-05-28",7.6
"469","2020-05-29",7.32
"470","2020-06-01",7.71
"471","2020-06-02",7.93
"472","2020-06-03",8.72
"473","2020-06-04",8.68
"474","2020-06-05",8.89
"475","2020-06-08",9.67
"476","2020-06-09",9.13
"477","2020-06-10",8.64
"478","2020-06-11",8.1
"479","2020-06-12",8.5
"480","2020-06-15",8.56
"481","2020-06-16",8.88
"482","2020-06-17",8.58
"483","2020-06-18",8.54
"484","2020-06-19",8.39
"485","2020-06-22",7.72
"486","2020-06-23",7.61
"487","2020-06-24",7.29
"488","2020-06-25",7.52
"489","2020-06-26",7.59
"490","2020-06-29",7.87
"491","2020-06-30",7.94
"492","2020-07-01",8.15
"493","2020-07-02",7.93
"494","2020-07-06",8
"495","2020-07-07",7.53
"496","2020-07-08",7.48
"497","2020-07-09",7.26
"498","2020-07-10",7.19
"499","2020-07-13",7.2
"500","2020-07-14",7.28
"501","2020-07-15",7.46
"502","2020-07-16",7.3
"503","2020-07-17",7.27
"504","2020-07-20",7.05
"505","2020-07-21",7.15
"506","2020-07-22",7.21
"507","2020-07-23",7.15
"508","2020-07-24",7.03
"509","2020-07-27",7.17
"510","2020-07-28",7.37
"511","2020-07-29",7.62
"512","2020-07-30",7.4
"513","2020-07-31",7.31
"514","2020-08-03",7.21
"515","2020-08-04",7.31
"516","2020-08-05",7.36
"517","2020-08-06",7.49
"518","2020-08-07",7.64
"519","2020-08-10",7.72
"520","2020-08-11",7.68
"521","2020-08-12",7.71
"522","2020-08-13",7.53
"523","2020-08-14",7.45
"524","2020-08-17",7.45
"525","2020-08-18",7.21
"526","2020-08-19",7.09
"527","2020-08-20",7.09
"528","2020-08-21",6.96
"529","2020-08-24",7.09
"530","2020-08-25",7.04
"531","2020-08-26",6.73
"532","2020-08-27",6.85
"533","2020-08-28",6.97
"534","2020-08-31",6.84
"535","2020-09-01",6.71
"536","2020-09-02",6.95
"537","2020-09-03",6.97
"538","2020-09-04",6.86
"539","2020-09-08",6.84
"540","2020-09-09",6.86
"541","2020-09-10",6.8
"542","2020-09-11",6.69
"543","2020-09-14",6.93
"544","2020-09-15",6.86
"545","2020-09-16",6.94
"546","2020-09-17",6.86
"547","2020-09-18",6.64
"548","2020-09-21",6.24
"549","2020-09-22",6.22
"550","2020-09-23",5.93
"551","2020-09-24",5.95
"552","2020-09-25",6.04
"553","2020-09-28",6.33
"554","2020-09-29",6.22
"555","2020-09-30",6.27
"556","2020-10-01",6.34
"557","2020-10-02",6.55
"558","2020-10-05",6.66
"559","2020-10-06",6.63
"560","2020-10-07",6.59
"561","2020-10-08",6.82
"562","2020-10-09",6.64
"563","2020-10-12",6.73
"564","2020-10-13",6.47
"565","2020-10-14",6.27
"566","2020-10-15",6.43
"567","2020-10-16",6.16
"568","2020-10-19",5.93
"569","2020-10-20",6.02
"570","2020-10-21",6
"571","2020-10-22",6.15
"572","2020-10-23",6.15
"573","2020-10-26",5.97
"574","2020-10-27",5.75
"575","2020-10-28",5.61
"576","2020-10-29",5.72
"577","2020-10-30",5.77
"578","2020-11-02",5.88
"579","2020-11-03",6.15
"580","2020-11-04",5.99
"581","2020-11-05",6.12
"582","2020-11-06",5.9
"583","2020-11-09",7.29
"584","2020-11-10",7.51
"585","2020-11-11",7.42
"586","2020-11-12",7.06
"587","2020-11-13",7.23
"588","2020-11-16",7.55
"589","2020-11-17",7.33
"590","2020-11-18",7.39
"591","2020-11-19",7.45
"592","2020-11-20",7.5
"593","2020-11-23",7.86
"594","2020-11-24",8.41
"595","2020-11-25",8.29
"596","2020-11-27",8.1
