"","date","CHRA"
"84","2018-10-11",7.84
"85","2018-10-12",7.93
"86","2018-10-15",7.81
"87","2018-10-16",8.46
"88","2018-10-17",7.63
"89","2018-10-18",7.43
"90","2018-10-19",7.35
"91","2018-10-22",7.62
"92","2018-10-23",7.37
"93","2018-10-24",7.43
"94","2018-10-25",7.55
"95","2018-10-26",7.63
"96","2018-10-29",7.08
"97","2018-10-30",7.42
"98","2018-10-31",7.51
"99","2018-11-01",7.76
"100","2018-11-02",7.6
"101","2018-11-05",7.34
"102","2018-11-06",6.98
"103","2018-11-07",7.33
"104","2018-11-08",7.08
"105","2018-11-09",6.91
"106","2018-11-12",7.18
"107","2018-11-13",7.64
"108","2018-11-14",6.64
"109","2018-11-15",6.36
"110","2018-11-16",6.98
"111","2018-11-19",7.07
"112","2018-11-20",6.81
"113","2018-11-21",6.94
"114","2018-11-23",6.67
"115","2018-11-26",6.58
"116","2018-11-27",6.44
"117","2018-11-28",6.55
"118","2018-11-29",6.69
"119","2018-11-30",6.51
"120","2018-12-03",6.7
"121","2018-12-04",6.63
"122","2018-12-06",6.43
"123","2018-12-07",6.18
"124","2018-12-10",6.36
"125","2018-12-11",6.43
"126","2018-12-12",6.29
"127","2018-12-13",6.39
"128","2018-12-14",6.26
"129","2018-12-17",6.29
"130","2018-12-18",6.51
"131","2018-12-19",6.19
"132","2018-12-20",6.66
"133","2018-12-21",6.9
"134","2018-12-24",7.08
"135","2018-12-26",7.72
"136","2018-12-27",7.21
"137","2018-12-28",7.8
"138","2018-12-31",8.35
"139","2019-01-02",8.1
"140","2019-01-03",7.66
"141","2019-01-04",8.07
"142","2019-01-07",8.17
"143","2019-01-08",7.92
"144","2019-01-09",7.74
"145","2019-01-10",8
"146","2019-01-11",7.9
"147","2019-01-14",7.3
"148","2019-01-15",6.51
"149","2019-01-16",6.74
"150","2019-01-17",6.7
"151","2019-01-18",7.2
"152","2019-01-22",6.87
"153","2019-01-23",6.93
"154","2019-01-24",6.66
"155","2019-01-25",7.31
"156","2019-01-28",7.22
"157","2019-01-29",7.25
"158","2019-01-30",7.51
"159","2019-01-31",7.16
"160","2019-02-01",7.3
"161","2019-02-04",7.75
"162","2019-02-05",7.57
"163","2019-02-06",7.5
"164","2019-02-07",6.97
"165","2019-02-08",6.77
"166","2019-02-11",6.9
"167","2019-02-12",6.94
"168","2019-02-13",6.99
"169","2019-02-14",6.85
"170","2019-02-15",6.77
"171","2019-02-19",6.86
"172","2019-02-20",6.82
"173","2019-02-21",6.75
"174","2019-02-22",6.61
"175","2019-02-25",6.57
"176","2019-02-26",6.52
"177","2019-02-27",6.47
"178","2019-02-28",6.06
"179","2019-03-01",6.69
"180","2019-03-04",7.24
"181","2019-03-05",6.87
"182","2019-03-06",6.9
"183","2019-03-07",7.2
"184","2019-03-08",7.5
"185","2019-03-11",7.87
"186","2019-03-12",7.02
"187","2019-03-13",7.15
"188","2019-03-14",7.18
"189","2019-03-15",7.49
"190","2019-03-18",7.65
"191","2019-03-19",7.51
"192","2019-03-20",7.1
"193","2019-03-21",7.17
"194","2019-03-22",6.7
"195","2019-03-25",6.23
"196","2019-03-26",6.51
"197","2019-03-27",6.8
"198","2019-03-28",6.58
"199","2019-03-29",6.4
"200","2019-04-01",6.15
"201","2019-04-02",6.18
"202","2019-04-03",6.09
"203","2019-04-04",6.19
"204","2019-04-05",6.19
"205","2019-04-08",6.15
"206","2019-04-09",6.19
"207","2019-04-10",6.25
"208","2019-04-11",6.34
"209","2019-04-12",6.29
"210","2019-04-15",6.16
"211","2019-04-16",6.32
"212","2019-04-17",6.46
"213","2019-04-18",6.49
"214","2019-04-22",7.3
"215","2019-04-23",7.03
"216","2019-04-24",6.86
"217","2019-04-25",6.89
"218","2019-04-26",6.86
"219","2019-04-29",6.96
"220","2019-04-30",7.04
"221","2019-05-01",6.89
"222","2019-05-02",7.03
"223","2019-05-03",7.01
"224","2019-05-06",6.95
"225","2019-05-07",7.09
"226","2019-05-08",7.1
"227","2019-05-09",6.97
"228","2019-05-10",6.83
"229","2019-05-13",6.71
"230","2019-05-14",6.71
"231","2019-05-15",4.03
"232","2019-05-16",4.83
"233","2019-05-17",4.64
"234","2019-05-20",4.9
"235","2019-05-21",4.96
"236","2019-05-22",4.86
"237","2019-05-23",4.86
"238","2019-05-24",4.76
"239","2019-05-28",4.62
"240","2019-05-29",4.63
"241","2019-05-30",4.8
"242","2019-05-31",4.66
"243","2019-06-03",4.61
"244","2019-06-04",4.53
"245","2019-06-05",4.69
"246","2019-06-06",4.82
"247","2019-06-07",4.8
"248","2019-06-10",4.75
"249","2019-06-11",4.64
"250","2019-06-12",4.78
"251","2019-06-13",5.23
"252","2019-06-14",5.4
"253","2019-06-17",5.62
"254","2019-06-18",5.77
"255","2019-06-19",5.45
"256","2019-06-20",5.49
"257","2019-06-21",5.44
"258","2019-06-24",5.49
"259","2019-06-25",5.42
"260","2019-06-26",5.5
"261","2019-06-27",5.41
"262","2019-06-28",5.5
"263","2019-07-01",5.49
"264","2019-07-02",5.31
"265","2019-07-03",5.49
"266","2019-07-05",5.46
"267","2019-07-08",5.47
"268","2019-07-09",5.32
"269","2019-07-10",5.29
"270","2019-07-11",5.33
"271","2019-07-12",5.32
"272","2019-07-15",5.28
"273","2019-07-16",5.34
"274","2019-07-17",5.26
"275","2019-07-18",5.32
"276","2019-07-19",5.29
"277","2019-07-22",5.3
"278","2019-07-23",5.37
"279","2019-07-24",5.43
"280","2019-07-25",5.65
"281","2019-07-26",5.51
"282","2019-07-29",5.34
"283","2019-07-30",5.16
"284","2019-07-31",5.2
"285","2019-08-01",5.08
"286","2019-08-02",5.23
"287","2019-08-05",4.88
"288","2019-08-06",5.21
"289","2019-08-07",5.12
"290","2019-08-08",5.28
"291","2019-08-09",5.25
"292","2019-08-12",5.26
"293","2019-08-13",5.3
"294","2019-08-14",3.3
"295","2019-08-15",3.28
"296","2019-08-16",3.28
"297","2019-08-19",3.24
"298","2019-08-20",3.25
"299","2019-08-21",3.14
"300","2019-08-22",2.97
"301","2019-08-23",2.73
"302","2019-08-26",2.76
"303","2019-08-27",2.57
"304","2019-08-28",2.59
"305","2019-08-29",2.59
"306","2019-08-30",2.84
"307","2019-09-03",2.5
"308","2019-09-04",2.47
"309","2019-09-05",2.45
"310","2019-09-06",2.49
"311","2019-09-09",2.48
"312","2019-09-10",2.48
"313","2019-09-11",2.5
"314","2019-09-12",2.6
"315","2019-09-13",2.8
"316","2019-09-16",2.71
"317","2019-09-17",2.79
"318","2019-09-18",2.78
"319","2019-09-19",2.54
"320","2019-09-20",2.39
"321","2019-09-23",2.26
"322","2019-09-24",2.24
"323","2019-09-25",2.28
"324","2019-09-26",2.2
"325","2019-09-27",2.16
"326","2019-09-30",2.12
"327","2019-10-01",2.09
"328","2019-10-02",2.04
"329","2019-10-03",2.05
"330","2019-10-04",2.01
"331","2019-10-07",1.96
"332","2019-10-08",1.79
"333","2019-10-09",1.79
"334","2019-10-10",1.84
"335","2019-10-11",1.98
"336","2019-10-14",2
"337","2019-10-15",2.01
"338","2019-10-16",2
"339","2019-10-17",2
"340","2019-10-18",1.98
"341","2019-10-21",1.98
"342","2019-10-22",2
"343","2019-10-23",1.98
"344","2019-10-24",1.91
"345","2019-10-25",1.96
"346","2019-10-28",2.02
"347","2019-10-29",2.08
"348","2019-10-30",1.99
"349","2019-10-31",1.91
"350","2019-11-01",2
"351","2019-11-04",1.95
"352","2019-11-05",1.96
"353","2019-11-06",1.97
"354","2019-11-07",1.95
"355","2019-11-08",1.93
"356","2019-11-11",1.9
"357","2019-11-12",1.89
"358","2019-11-13",2.02
"359","2019-11-14",2.19
"360","2019-11-15",2.21
"361","2019-11-18",2.48
"362","2019-11-19",2.37
"363","2019-11-20",2.37
"364","2019-11-21",2.42
"365","2019-11-22",2.49
"366","2019-11-25",2.41
"367","2019-11-26",2.27
"368","2019-11-27",2.35
"369","2019-11-29",2.34
"370","2019-12-02",2.1
"371","2019-12-03",2.09
"372","2019-12-04",2.11
"373","2019-12-05",2.05
"374","2019-12-06",2.04
"375","2019-12-09",2.21
"376","2019-12-10",2.24
"377","2019-12-11",2.07
"378","2019-12-12",2.09
"379","2019-12-13",2.04
"380","2019-12-16",2.08
"381","2019-12-17",2.14
"382","2019-12-18",2.21
"383","2019-12-19",2.27
"384","2019-12-20",2.14
"385","2019-12-23",2.48
"386","2019-12-24",2.48
"387","2019-12-26",2.35
"388","2019-12-27",2.24
"389","2019-12-30",2.22
"390","2019-12-31",2.44
"391","2020-01-02",2.76
"392","2020-01-03",2.75
"393","2020-01-06",2.61
"394","2020-01-07",2.87
"395","2020-01-08",2.97
"396","2020-01-09",2.88
"397","2020-01-10",2.91
"398","2020-01-13",3.09
"399","2020-01-14",2.97
"400","2020-01-15",2.81
"401","2020-01-16",2.97
"402","2020-01-17",2.81
"403","2020-01-21",2.96
"404","2020-01-22",2.95
"405","2020-01-23",2.86
"406","2020-01-24",2.75
"407","2020-01-27",2.74
"408","2020-01-28",2.77
"409","2020-01-29",2.2
"410","2020-01-30",1.99
"411","2020-01-31",2
"412","2020-02-03",2.06
"413","2020-02-04",2.09
"414","2020-02-05",2.12
"415","2020-02-06",2.07
"416","2020-02-07",2.1
"417","2020-02-10",2.06
"418","2020-02-11",2.17
"419","2020-02-12",2.1
"420","2020-02-13",2.12
"421","2020-02-14",2.16
"422","2020-02-18",2.1
"423","2020-02-19",2.1
"424","2020-02-20",2.12
"425","2020-02-21",2.09
"426","2020-02-24",2.04
"427","2020-02-25",2.12
"428","2020-02-26",2.09
"429","2020-02-27",1.99
"430","2020-02-28",2.21
"431","2020-03-02",2.6
"432","2020-03-03",2.43
"433","2020-03-04",2.47
"434","2020-03-05",2.37
"435","2020-03-06",2.4
"436","2020-03-09",2.34
"437","2020-03-10",2.25
"438","2020-03-11",2.18
"439","2020-03-12",2.03
"440","2020-03-13",2.46
"441","2020-03-16",2.11
"442","2020-03-17",2.19
"443","2020-03-18",1.62
"444","2020-03-19",2.13
"445","2020-03-20",2.01
"446","2020-03-23",1.69
"447","2020-03-24",2.01
"448","2020-03-25",1.99
"449","2020-03-26",2.23
"450","2020-03-27",1.64
"451","2020-03-30",1.88
"452","2020-03-31",1.71
"453","2020-04-01",1.66
"454","2020-04-02",1.8
"455","2020-04-03",1.5
"456","2020-04-06",1.74
"457","2020-04-07",1.81
"458","2020-04-08",1.86
"459","2020-04-09",1.92
"460","2020-04-13",1.62
"461","2020-04-14",1.68
"462","2020-04-15",1.72
"463","2020-04-16",1.61
"464","2020-04-17",1.67
"465","2020-04-20",1.63
"466","2020-04-21",1.6
"467","2020-04-22",1.62
"468","2020-04-23",1.59
"469","2020-04-24",1.61
"470","2020-04-27",1.65
"471","2020-04-28",1.66
"472","2020-04-29",1.74
"473","2020-04-30",1.61
"474","2020-05-01",1.5
"475","2020-05-04",1.56
"476","2020-05-05",1.54
"477","2020-05-06",1.45
"478","2020-05-07",1.41
"479","2020-05-08",1.55
"480","2020-05-11",1.54
"481","2020-05-12",1.49
"482","2020-05-13",1.61
"483","2020-05-14",1.6
"484","2020-05-15",1.71
"485","2020-05-18",1.95
"486","2020-05-19",1.76
"487","2020-05-20",1.84
"488","2020-05-21",1.77
"489","2020-05-22",1.82
"490","2020-05-26",1.96
"491","2020-05-27",1.96
"492","2020-05-28",1.99
"493","2020-05-29",1.85
"494","2020-06-01",1.85
"495","2020-06-02",1.85
"496","2020-06-03",1.79
"497","2020-06-04",1.8
"498","2020-06-05",1.73
"499","2020-06-08",1.8
"500","2020-06-09",1.76
"501","2020-06-10",1.75
"502","2020-06-11",1.56
"503","2020-06-12",1.57
"504","2020-06-15",1.55
"505","2020-06-16",1.62
"506","2020-06-17",1.63
"507","2020-06-18",1.55
"508","2020-06-19",1.54
"509","2020-06-22",1.65
"510","2020-06-23",1.77
"511","2020-06-24",1.8
"512","2020-06-25",1.76
"513","2020-06-26",2.02
"514","2020-06-29",2.56
"515","2020-06-30",3.18
"516","2020-07-01",3.07
"517","2020-07-02",3.26
"518","2020-07-06",3.4
"519","2020-07-07",3.52
"520","2020-07-08",3.38
"521","2020-07-09",3.1
"522","2020-07-10",2.85
"523","2020-07-13",2.72
"524","2020-07-14",2.5
"525","2020-07-15",2.55
"526","2020-07-16",2.49
"527","2020-07-17",2.46
"528","2020-07-20",2.49
"529","2020-07-21",2.6
"530","2020-07-22",2.73
"531","2020-07-23",2.6
"532","2020-07-24",2.57
"533","2020-07-27",2.52
"534","2020-07-28",2.5
"535","2020-07-29",2.44
"536","2020-07-30",2.47
"537","2020-07-31",2.41
"538","2020-08-03",2.39
"539","2020-08-04",2.39
"540","2020-08-05",2.46
"541","2020-08-06",2.45
"542","2020-08-07",2.38
"543","2020-08-10",2.46
"544","2020-08-11",2.57
"545","2020-08-12",2.8
"546","2020-08-13",2.8
"547","2020-08-14",2.61
"548","2020-08-17",2.8
"549","2020-08-18",2.91
"550","2020-08-19",2.94
"551","2020-08-20",2.94
"552","2020-08-21",2.92
"553","2020-08-24",2.89
"554","2020-08-25",2.97
"555","2020-08-26",2.57
"556","2020-08-27",2.64
"557","2020-08-28",2.68
"558","2020-08-31",2.61
"559","2020-09-01",3
"560","2020-09-02",2.98
"561","2020-09-03",3
"562","2020-09-04",2.99
"563","2020-09-08",3.04
"564","2020-09-09",3.05
"565","2020-09-10",3.02
"566","2020-09-11",2.97
"567","2020-09-14",3.05
"568","2020-09-15",3.1
"569","2020-09-16",2.97
"570","2020-09-17",2.94
"571","2020-09-18",2.95
"572","2020-09-21",2.96
"573","2020-09-22",2.89
"574","2020-09-23",2.93
"575","2020-09-24",2.96
"576","2020-09-25",2.95
"577","2020-09-28",3.09
"578","2020-09-29",3.12
"579","2020-09-30",3.07
"580","2020-10-01",3.11
"581","2020-10-02",3.17
"582","2020-10-05",3.05
"583","2020-10-06",3.1
"584","2020-10-07",3.1
"585","2020-10-08",3.1
"586","2020-10-09",3.15
"587","2020-10-12",3.06
"588","2020-10-13",3.01
"589","2020-10-14",2.94
"590","2020-10-15",3
"591","2020-10-16",3.05
"592","2020-10-19",2.96
"593","2020-10-20",2.99
"594","2020-10-21",2.99
"595","2020-10-22",2.98
"596","2020-10-23",3.05
"597","2020-10-26",2.92
"598","2020-10-27",2.91
"599","2020-10-28",2.79
"600","2020-10-29",2.83
"601","2020-10-30",2.82
"602","2020-11-02",2.89
"603","2020-11-03",2.93
"604","2020-11-04",2.95
"605","2020-11-05",2.97
"606","2020-11-06",2.97
"607","2020-11-09",2.88
"608","2020-11-10",2.96
"609","2020-11-11",2.77
"610","2020-11-12",2.71
"611","2020-11-13",2.75
"612","2020-11-16",2.78
"613","2020-11-17",2.97
"614","2020-11-18",2.96
"615","2020-11-19",2.975
"616","2020-11-20",2.9
"617","2020-11-23",2.9
"618","2020-11-24",2.97
"619","2020-11-25",2.86
"620","2020-11-27",2.82
