"","date","VRS"
"984","2020-06-15",13.08
"985","2020-06-16",13
"986","2020-06-17",12.13
"987","2020-06-18",11.63
"988","2020-06-19",11.55
"989","2020-06-22",11.59
"990","2020-06-23",11.75
"991","2020-06-24",11.65
"992","2020-06-25",11.71
"993","2020-06-26",11.13
"994","2020-06-29",11.89
"995","2020-06-30",11.96
"996","2020-07-01",11.77
"997","2020-07-02",11.63
"998","2020-07-06",11.97
"999","2020-07-07",11.57
"1000","2020-07-08",11.38
"1001","2020-07-09",11.09
"1002","2020-07-10",11.7
"1003","2020-07-13",11.7
"1004","2020-07-14",11.82
"1005","2020-07-15",12.1
"1006","2020-07-16",12.18
"1007","2020-07-17",12.37
"1008","2020-07-20",12.31
"1009","2020-07-21",12.57
"1010","2020-07-22",12.53
"1011","2020-07-23",12.78
"1012","2020-07-24",12.95
"1013","2020-07-27",13.34
"1014","2020-07-28",12.77
"1015","2020-07-29",12.87
"1016","2020-07-30",12.32
"1017","2020-07-31",12.21
"1018","2020-08-03",12.3
"1019","2020-08-04",12.23
"1020","2020-08-05",12.28
"1021","2020-08-06",12.44
"1022","2020-08-07",12.96
"1023","2020-08-10",12.79
"1024","2020-08-11",12.92
"1025","2020-08-12",13.59
"1026","2020-08-13",13.87
"1027","2020-08-14",13.76
"1028","2020-08-17",13.8
"1029","2020-08-18",13.27
"1030","2020-08-19",13.23
"1031","2020-08-20",13.09
"1032","2020-08-21",13.06
"1033","2020-08-24",13.54
"1034","2020-08-25",13.41
"1035","2020-08-26",13.03
"1036","2020-08-27",13.08
"1037","2020-08-28",13.24
"1038","2020-08-31",13.11
"1039","2020-09-01",13.49
"1040","2020-09-02",13.45
"1041","2020-09-03",13.43
"1042","2020-09-04",13.51
"1043","2020-09-08",12.92
"1044","2020-09-09",12.88
"1045","2020-09-10",12.9
"1046","2020-09-11",13.5
"1047","2020-09-14",14.34
"1048","2020-09-15",14.4
"1049","2020-09-16",14.41
"1050","2020-09-17",10.84
"1051","2020-09-18",10.18
"1052","2020-09-21",9.02
"1053","2020-09-22",8.35
"1054","2020-09-23",7.98
"1055","2020-09-24",7.82
"1056","2020-09-25",7.83
"1057","2020-09-28",8.13
"1058","2020-09-29",8.03
"1059","2020-09-30",7.89
"1060","2020-10-01",7.76
"1061","2020-10-02",7.79
"1062","2020-10-05",8.09
"1063","2020-10-06",7.98
"1064","2020-10-07",8.11
"1065","2020-10-08",8.19
"1066","2020-10-09",8.15
"1067","2020-10-12",8.05
"1068","2020-10-13",7.97
"1069","2020-10-14",7.66
"1070","2020-10-15",8.37
"1071","2020-10-16",8.23
"1072","2020-10-19",7.93
"1073","2020-10-20",8.03
"1074","2020-10-21",8.16
"1075","2020-10-22",8.3
"1076","2020-10-23",8.31
"1077","2020-10-26",8.17
"1078","2020-10-27",7.87
"1079","2020-10-28",7.58
"1080","2020-10-29",7.9
"1081","2020-10-30",7.78
"1082","2020-11-02",8.09
"1083","2020-11-03",8.25
"1084","2020-11-04",8.2
"1085","2020-11-05",8.78
"1086","2020-11-06",8.8
"1087","2020-11-09",8.86
"1088","2020-11-10",9.27
"1089","2020-11-11",9.24
"1090","2020-11-12",9.18
"1091","2020-11-13",9.44
"1092","2020-11-16",9.78
"1093","2020-11-17",10.5
"1094","2020-11-18",10.46
"1095","2020-11-19",10.67
"1096","2020-11-20",10.7
"1097","2020-11-23",10.8
"1098","2020-11-24",11.22
"1099","2020-11-25",10.99
"1100","2020-11-27",11.04
