"","date","PETZ"
"184","2018-06-14",4.28
"185","2018-06-15",4.62
"186","2018-06-18",5.59
"187","2018-06-19",5.12
"188","2018-06-20",4.51
"189","2018-06-21",4.43
"190","2018-06-22",4.61
"191","2018-06-25",4.98
"192","2018-06-26",4.81
"193","2018-06-27",4.73
"194","2018-06-28",4.71
"195","2018-06-29",4.72
"196","2018-07-02",5.44
"197","2018-07-03",5.48
"198","2018-07-05",5.26
"199","2018-07-06",5.59
"200","2018-07-09",5.43
"201","2018-07-10",5.46
"202","2018-07-11",5.32
"203","2018-07-12",5.5
"204","2018-07-13",5.27
"205","2018-07-16",5.2
"206","2018-07-17",5.2
"207","2018-07-18",4.74
"208","2018-07-19",4.58
"209","2018-07-20",4.3
"210","2018-07-23",4.19
"211","2018-07-24",4.05
"212","2018-07-25",3.92
"213","2018-07-26",3.97
"214","2018-07-27",3.53
"215","2018-07-30",3.24
"216","2018-07-31",3.09
"217","2018-08-01",2.837
"218","2018-08-02",2.93
"219","2018-08-03",2.8
"220","2018-08-06",2.58
"221","2018-08-07",2.5
"222","2018-08-08",2.54
"223","2018-08-09",2.78
"224","2018-08-10",2.58
"225","2018-08-13",2.3
"226","2018-08-14",2.37
"227","2018-08-15",2.28
"228","2018-08-16",2.47
"229","2018-08-17",2.57
"230","2018-08-20",2.54
"231","2018-08-21",2.47
"232","2018-08-22",2.7
"233","2018-08-23",2.78
"234","2018-08-24",2.65
"235","2018-08-27",2.47
"236","2018-08-28",2.48
"237","2018-08-29",2.6
"238","2018-08-30",2.47
"239","2018-08-31",2.47
"240","2018-09-04",2.55
"241","2018-09-05",2.3
"242","2018-09-06",2.06
"243","2018-09-07",1.93
"244","2018-09-10",1.9
"245","2018-09-11",1.85
"246","2018-09-12",1.82
"247","2018-09-13",1.76
"248","2018-09-14",1.64
"249","2018-09-17",1.57
"250","2018-09-18",1.55
"251","2018-09-19",1.57
"252","2018-09-20",1.58
"253","2018-09-21",1.68
"254","2018-09-24",1.72
"255","2018-09-25",1.74
"256","2018-09-26",1.76
"257","2018-09-27",1.6
"258","2018-09-28",1.51
"259","2018-10-01",1.52
"260","2018-10-02",1.62
"261","2018-10-03",1.6
"262","2018-10-04",1.69
"263","2018-10-05",1.51
"264","2018-10-08",1.34
"265","2018-10-09",1.38
"266","2018-10-10",1.225
"267","2018-10-11",1.23
"268","2018-10-12",1.14
"269","2018-10-15",1.19
"270","2018-10-16",1.11
"271","2018-10-17",1.33
"272","2018-10-18",1.4
"273","2018-10-19",1.81
"274","2018-10-22",1.46
"275","2018-10-23",1.53
"276","2018-10-24",1.41
"277","2018-10-25",1.32
"278","2018-10-26",1.35
"279","2018-10-29",1.23
"280","2018-10-30",1.39
"281","2018-10-31",1.35
"282","2018-11-01",1.479
"283","2018-11-02",1.45
"284","2018-11-05",1.465
"285","2018-11-06",1.38
"286","2018-11-07",1.29
"287","2018-11-08",1.3
"288","2018-11-09",1.22
"289","2018-11-12",1.184
"290","2018-11-13",1.16
"291","2018-11-14",1.06
"292","2018-11-15",1.13
"293","2018-11-16",1.07
"294","2018-11-19",1.099
"295","2018-11-20",0.95
"296","2018-11-21",0.98
"297","2018-11-23",0.911
"298","2018-11-26",0.984
"299","2018-11-27",0.99
"300","2018-11-28",0.97
"301","2018-11-29",0.985
"302","2018-11-30",0.964
"303","2018-12-03",1.015
"304","2018-12-04",0.926
"305","2018-12-06",0.886
"306","2018-12-07",0.86
"307","2018-12-10",0.845
"308","2018-12-11",0.8
"309","2018-12-12",0.78
"310","2018-12-13",0.8
"311","2018-12-14",0.81
"312","2018-12-17",0.78
"313","2018-12-18",0.79
"314","2018-12-19",0.701
"315","2018-12-20",0.75
"316","2018-12-21",0.661
"317","2018-12-24",0.648
"318","2018-12-26",0.6
"319","2018-12-27",0.563
"320","2018-12-28",0.559
"321","2018-12-31",0.55
"322","2019-01-02",0.588
"323","2019-01-03",0.6
"324","2019-01-04",0.637
"325","2019-01-07",0.7
"326","2019-01-08",0.71
"327","2019-01-09",0.727
"328","2019-01-10",0.71
"329","2019-01-11",0.74
"330","2019-01-14",0.73
"331","2019-01-15",0.769
"332","2019-01-16",0.73
"333","2019-01-17",0.7
"334","2019-01-18",0.778
"335","2019-01-22",0.8
"336","2019-01-23",0.8
"337","2019-01-24",0.67
"338","2019-01-25",0.681
"339","2019-01-28",0.64
"340","2019-01-29",0.58
"341","2019-01-30",0.611
"342","2019-01-31",0.776
"343","2019-02-01",0.642
"344","2019-02-04",0.695
"345","2019-02-05",0.678
"346","2019-02-06",0.7
"347","2019-02-07",0.63
"348","2019-02-08",0.665
"349","2019-02-11",0.68
"350","2019-02-12",0.665
"351","2019-02-13",0.665
"352","2019-02-14",0.64
"353","2019-02-15",0.654
"354","2019-02-19",0.686
"355","2019-02-20",0.71
"356","2019-02-21",0.713
"357","2019-02-22",0.7
"358","2019-02-25",0.731
"359","2019-02-26",0.67
"360","2019-02-27",0.699
"361","2019-02-28",0.5
"362","2019-03-01",0.57
"363","2019-03-04",0.8
"364","2019-03-05",1.09
"365","2019-03-06",1.12
"366","2019-03-07",0.98
"367","2019-03-08",0.899
"368","2019-03-11",0.835
"369","2019-03-12",0.91
"370","2019-03-13",0.87
"371","2019-03-14",0.888
"372","2019-03-15",0.88
"373","2019-03-18",0.833
"374","2019-03-19",0.85
"375","2019-03-20",0.845
"376","2019-03-21",0.844
"377","2019-03-22",0.81
"378","2019-03-25",0.85
"379","2019-03-26",0.801
"380","2019-03-27",0.832
"381","2019-03-28",0.994
"382","2019-03-29",0.93
"383","2019-04-01",0.9
"384","2019-04-02",0.92
"385","2019-04-03",0.91
"386","2019-04-04",0.968
"387","2019-04-05",0.97
"388","2019-04-08",0.99
"389","2019-04-09",1.046
"390","2019-04-10",1.23
"391","2019-04-11",0.95
"392","2019-04-12",0.91
"393","2019-04-15",0.948
"394","2019-04-16",0.92
"395","2019-04-17",0.915
"396","2019-04-18",0.887
"397","2019-04-22",0.87
"398","2019-04-23",0.86
"399","2019-04-24",0.84
"400","2019-04-25",0.89
"401","2019-04-26",0.889
"402","2019-04-29",0.87
"403","2019-04-30",0.875
"404","2019-05-01",0.87
"405","2019-05-02",0.84
"406","2019-05-03",0.86
"407","2019-05-06",0.82
"408","2019-05-07",0.79
"409","2019-05-08",0.78
"410","2019-05-09",0.792
"411","2019-05-10",0.719
"412","2019-05-13",0.697
"413","2019-05-14",0.75
"414","2019-05-15",0.74
"415","2019-05-16",0.603
"416","2019-05-17",0.476
"417","2019-05-20",0.51
"418","2019-05-21",0.519
"419","2019-05-22",0.552
"420","2019-05-23",0.53
"421","2019-05-24",0.53
"422","2019-05-28",0.55
"423","2019-05-29",0.523
"424","2019-05-30",0.56
"425","2019-05-31",0.568
"426","2019-06-03",0.514
"427","2019-06-04",0.6
"428","2019-06-05",0.6
"429","2019-06-06",0.68
"430","2019-06-07",0.69
"431","2019-06-10",0.648
"432","2019-06-11",0.64
"433","2019-06-12",0.624
"434","2019-06-13",0.62
"435","2019-06-14",0.72
"436","2019-06-17",0.75
"437","2019-06-18",0.9
"438","2019-06-19",0.896
"439","2019-06-20",0.945
"440","2019-06-21",0.9
"441","2019-06-24",0.814
"442","2019-06-25",0.86
"443","2019-06-26",0.89
"444","2019-06-27",0.8
"445","2019-06-28",0.72
"446","2019-07-01",0.8
"447","2019-07-02",0.76
"448","2019-07-03",0.715
"449","2019-07-05",0.78
"450","2019-07-08",0.59
"451","2019-07-09",0.6
"452","2019-07-10",0.74
"453","2019-07-11",0.7
"454","2019-07-12",0.66
"455","2019-07-15",0.681
"456","2019-07-16",0.611
"457","2019-07-17",0.555
"458","2019-07-18",0.557
"459","2019-07-19",0.56
"460","2019-07-22",0.53
"461","2019-07-23",0.63
"462","2019-07-24",0.65
"463","2019-07-25",0.675
"464","2019-07-26",0.68
"465","2019-07-29",1.35
"466","2019-07-30",1.17
"467","2019-07-31",1.31
"468","2019-08-01",1.35
"469","2019-08-02",1.458
"470","2019-08-05",1.58
"471","2019-08-06",1.42
"472","2019-08-07",1.53
"473","2019-08-08",1.34
"474","2019-08-09",1.37
"475","2019-08-12",1.18
"476","2019-08-13",1.15
"477","2019-08-14",1.25
"478","2019-08-15",1.22
"479","2019-08-16",1.3
"480","2019-08-19",1.29
"481","2019-08-20",1.32
"482","2019-08-21",1.38
"483","2019-08-22",1.46
"484","2019-08-23",1.45
"485","2019-08-26",1.38
"486","2019-08-27",1.42
"487","2019-08-28",1.48
"488","2019-08-29",1.49
"489","2019-08-30",1.52
"490","2019-09-03",1.52
"491","2019-09-04",1.54
"492","2019-09-05",1.52
"493","2019-09-06",1.543
"494","2019-09-09",1.59
"495","2019-09-10",1.79
"496","2019-09-11",1.75
"497","2019-09-12",1.765
"498","2019-09-13",1.75
"499","2019-09-16",1.75
"500","2019-09-17",1.71
"501","2019-09-18",1.6
"502","2019-09-19",1.63
"503","2019-09-20",1.62
"504","2019-09-23",1.705
"505","2019-09-24",1.7
"506","2019-09-25",1.56
"507","2019-09-26",1.52
"508","2019-09-27",1.53
"509","2019-09-30",1.52
"510","2019-10-01",1.52
"511","2019-10-02",1.451
"512","2019-10-03",1.175
"513","2019-10-04",1.23
"514","2019-10-07",1.26
"515","2019-10-08",1.11
"516","2019-10-09",1.18
"517","2019-10-10",1.236
"518","2019-10-11",1.15
"519","2019-10-14",1.121
"520","2019-10-15",2
"521","2019-10-16",1.64
"522","2019-10-17",1.43
"523","2019-10-18",1.43
"524","2019-10-21",1.36
"525","2019-10-22",1.385
"526","2019-10-23",1.3
"527","2019-10-24",1.3
"528","2019-10-25",1.31
"529","2019-10-28",1.35
"530","2019-10-29",1.42
"531","2019-10-30",1.45
"532","2019-10-31",1.41
"533","2019-11-01",1.4
"534","2019-11-04",1.52
"535","2019-11-05",1.56
"536","2019-11-06",1.53
"537","2019-11-07",1.66
"538","2019-11-08",1.713
"539","2019-11-11",1.664
"540","2019-11-12",1.625
"541","2019-11-13",1.6
"542","2019-11-14",1.62
"543","2019-11-15",1.57
"544","2019-11-18",1.55
"545","2019-11-19",1.52
"546","2019-11-20",1.61
"547","2019-11-21",1.58
"548","2019-11-22",1.5
"549","2019-11-25",1.57
"550","2019-11-26",1.66
"551","2019-11-27",1.79
"552","2019-11-29",1.76
"553","2019-12-02",1.635
"554","2019-12-03",1.6
"555","2019-12-04",1.44
"556","2019-12-05",1.49
"557","2019-12-06",1.61
"558","2019-12-09",1.55
"559","2019-12-10",1.574
"560","2019-12-11",1.562
"561","2019-12-12",1.725
"562","2019-12-13",1.693
"563","2019-12-16",1.738
"564","2019-12-17",1.8
"565","2019-12-18",1.7
"566","2019-12-19",1.42
"567","2019-12-20",1.55
"568","2019-12-23",1.42
"569","2019-12-24",1.475
"570","2019-12-26",1.38
"571","2019-12-27",1.39
"572","2019-12-30",1.37
"573","2019-12-31",1.347
"574","2020-01-02",1.315
"575","2020-01-03",1.335
"576","2020-01-06",1.316
"577","2020-01-07",1.356
"578","2020-01-08",1.407
"579","2020-01-09",1.415
"580","2020-01-10",1.56
"581","2020-01-13",1.55
"582","2020-01-14",1.55
"583","2020-01-15",1.542
"584","2020-01-16",1.556
"585","2020-01-17",1.537
"586","2020-01-21",1.472
"587","2020-01-22",1.38
"588","2020-01-23",1.373
"589","2020-01-24",1.337
"590","2020-01-27",1.553
"591","2020-01-28",1.487
"592","2020-01-29",1.351
"593","2020-01-30",1.34
"594","2020-01-31",1.252
"595","2020-02-03",1.28
"596","2020-02-04",1.37
"597","2020-02-05",1.308
"598","2020-02-06",1.42
"599","2020-02-07",1.36
"600","2020-02-10",1.3
"601","2020-02-11",1.3
"602","2020-02-12",1.34
"603","2020-02-13",1.351
"604","2020-02-14",1.33
"605","2020-02-18",1.399
"606","2020-02-19",1.55
"607","2020-02-20",1.466
"608","2020-02-21",1.49
"609","2020-02-24",1.405
"610","2020-02-25",1.46
"611","2020-02-26",1.49
"612","2020-02-27",1.133
"613","2020-02-28",1.14
"614","2020-03-02",1.08
"615","2020-03-03",1.1
"616","2020-03-04",1.08
"617","2020-03-05",1.002
"618","2020-03-06",0.93
"619","2020-03-09",0.93
"620","2020-03-10",1.015
"621","2020-03-11",0.902
"622","2020-03-12",0.941
"623","2020-03-13",0.85
"624","2020-03-16",0.81
"625","2020-03-17",0.81
"626","2020-03-18",0.75
"627","2020-03-19",0.956
"628","2020-03-20",1.03
"629","2020-03-23",0.971
"630","2020-03-24",0.799
"631","2020-03-25",0.83
"632","2020-03-26",0.9
"633","2020-03-27",0.95
"634","2020-03-30",1
"635","2020-03-31",0.914
"636","2020-04-01",0.917
"637","2020-04-02",0.85
"638","2020-04-03",0.893
"639","2020-04-06",0.937
"640","2020-04-07",0.94
"641","2020-04-08",1.11
"642","2020-04-09",1.12
"643","2020-04-13",1.16
"644","2020-04-14",1.15
"645","2020-04-15",1.128
"646","2020-04-16",1.05
"647","2020-04-17",1.075
"648","2020-04-20",0.9
"649","2020-04-21",1.004
"650","2020-04-22",1
"651","2020-04-23",1.015
"652","2020-04-24",1.02
"653","2020-04-27",1.012
"654","2020-04-28",0.957
"655","2020-04-29",0.96
"656","2020-04-30",0.91
"657","2020-05-01",0.911
"658","2020-05-04",0.977
"659","2020-05-05",0.92
"660","2020-05-06",0.925
"661","2020-05-07",0.955
"662","2020-05-08",0.916
"663","2020-05-11",0.931
"664","2020-05-12",0.97
"665","2020-05-13",1
"666","2020-05-14",0.9
"667","2020-05-15",0.85
"668","2020-05-18",0.85
"669","2020-05-19",0.9
"670","2020-05-20",0.99
"671","2020-05-21",0.905
"672","2020-05-22",0.86
"673","2020-05-26",1.03
"674","2020-05-27",1.03
"675","2020-05-28",1.03
"676","2020-05-29",0.989
"677","2020-06-01",0.95
"678","2020-06-02",0.93
"679","2020-06-03",0.95
"680","2020-06-04",0.93
"681","2020-06-05",0.93
"682","2020-06-08",0.945
"683","2020-06-09",1.084
"684","2020-06-10",2.1
"685","2020-06-11",1.65
"686","2020-06-12",1.29
"687","2020-06-15",1.25
"688","2020-06-16",1.284
"689","2020-06-17",1.5
"690","2020-06-18",1.89
"691","2020-06-19",1.69
"692","2020-06-22",1.88
"693","2020-06-23",1.72
"694","2020-06-24",1.6
"695","2020-06-25",1.79
"696","2020-06-26",1.71
"697","2020-06-29",1.61
"698","2020-06-30",1.63
"699","2020-07-01",1.59
"700","2020-07-02",1.49
"701","2020-07-06",1.528
"702","2020-07-07",1.55
"703","2020-07-08",1.45
"704","2020-07-09",1.35
"705","2020-07-10",1.36
"706","2020-07-13",1.26
"707","2020-07-14",1.35
"708","2020-07-15",1.73
"709","2020-07-16",1.47
"710","2020-07-17",1.6
"711","2020-07-20",1.48
"712","2020-07-21",1.42
"713","2020-07-22",1.41
"714","2020-07-23",1.38
"715","2020-07-24",1.31
"716","2020-07-27",1.366
"717","2020-07-28",1.37
"718","2020-07-29",1.3
"719","2020-07-30",1.29
"720","2020-07-31",1.3
"721","2020-08-03",1.31
"722","2020-08-04",1.35
"723","2020-08-05",1.42
"724","2020-08-06",1.4
"725","2020-08-07",1.44
"726","2020-08-10",1.42
"727","2020-08-11",1.4
"728","2020-08-12",1.365
"729","2020-08-13",1.34
"730","2020-08-14",1.365
"731","2020-08-17",1.41
"732","2020-08-18",1.4
"733","2020-08-19",1.38
"734","2020-08-20",1.349
"735","2020-08-21",1.35
"736","2020-08-24",1.275
"737","2020-08-25",1.29
"738","2020-08-26",1.31
"739","2020-08-27",1.15
"740","2020-08-28",1.24
"741","2020-08-31",1.19
"742","2020-09-01",1.19
"743","2020-09-02",1.18
"744","2020-09-03",1.14
"745","2020-09-04",1.14
"746","2020-09-08",1.077
"747","2020-09-09",1.089
"748","2020-09-10",1.08
"749","2020-09-11",1.165
"750","2020-09-14",1.161
"751","2020-09-15",1.22
"752","2020-09-16",1.17
"753","2020-09-17",1.18
"754","2020-09-18",1.17
"755","2020-09-21",1.14
"756","2020-09-22",1.15
"757","2020-09-23",1.14
"758","2020-09-24",1.15
"759","2020-09-25",1.14
"760","2020-09-28",1.169
"761","2020-09-29",1.48
"762","2020-09-30",1.308
"763","2020-10-01",1.295
"764","2020-10-02",1.29
"765","2020-10-05",1.231
"766","2020-10-06",1.25
"767","2020-10-07",1.48
"768","2020-10-08",1.34
"769","2020-10-09",1.38
"770","2020-10-12",1.36
"771","2020-10-13",1.4
"772","2020-10-14",1.35
"773","2020-10-15",1.475
"774","2020-10-16",1.45
"775","2020-10-19",1.54
"776","2020-10-20",1.44
"777","2020-10-21",1.53
"778","2020-10-22",1.55
"779","2020-10-23",1.65
"780","2020-10-26",1.64
"781","2020-10-27",1.56
"782","2020-10-28",1.47
"783","2020-10-29",1.45
"784","2020-10-30",1.375
"785","2020-11-02",1.32
"786","2020-11-03",1.38
"787","2020-11-04",1.364
"788","2020-11-05",1.37
"789","2020-11-06",1.34
"790","2020-11-09",1.319
"791","2020-11-10",1.201
"792","2020-11-11",1.231
"793","2020-11-12",1.23
"794","2020-11-13",1.26
"795","2020-11-16",1.265
"796","2020-11-17",1.26
"797","2020-11-18",1.29
"798","2020-11-19",1.34
"799","2020-11-20",1.28
"800","2020-11-23",1.3
"801","2020-11-24",1.46
"802","2020-11-25",1.39
"803","2020-11-27",1.36
