"","date","BRKR"
"74","2007-04-19",11.01
"75","2007-04-20",11.09
"76","2007-04-23",11.35
"77","2007-04-24",11.15
"78","2007-04-25",11.28
"79","2007-04-26",11.31
"80","2007-04-27",11.42
"81","2007-04-30",11.51
"82","2007-05-01",9.17
"83","2007-05-02",9.02
"84","2007-05-03",8.79
"85","2007-05-04",8.2
"86","2007-05-07",8.56
"87","2007-05-08",8.51
"88","2007-05-09",9.02
"89","2007-05-10",8.97
"90","2007-05-11",9.02
"91","2007-05-14",9.02
"92","2007-05-15",9.19
"93","2007-05-16",9.16
"94","2007-05-17",8.88
"95","2007-05-18",8.87
"96","2007-05-21",8.88
"97","2007-05-22",8.89
"98","2007-05-23",8.8
"99","2007-05-24",8.49
"100","2007-05-25",8.72
"101","2007-05-29",8.51
"102","2007-05-30",8.25
"103","2007-05-31",8.54
"104","2007-06-01",8.84
"105","2007-06-04",8.84
"106","2007-06-05",8.71
"107","2007-06-06",8.8
"108","2007-06-07",8.56
"109","2007-06-08",8.67
"110","2007-06-11",9.28
"111","2007-06-12",9.15
"112","2007-06-13",9.1
"113","2007-06-14",9.09
"114","2007-06-15",9.2
"115","2007-06-18",9.06
"116","2007-06-19",9.24
"117","2007-06-20",9.16
"118","2007-06-21",9.04
"119","2007-06-22",8.78
"120","2007-06-25",8.73
"121","2007-06-26",8.99
"122","2007-06-27",9.15
"123","2007-06-28",9.07
"124","2007-06-29",9.01
"125","2007-07-02",9.15
"126","2007-07-03",9.15
"127","2007-07-05",9.26
"128","2007-07-06",9.22
"129","2007-07-09",9.08
"130","2007-07-10",8.76
"131","2007-07-11",8.84
"132","2007-07-12",8.79
"133","2007-07-13",8.89
"134","2007-07-16",8.61
"135","2007-07-17",8.75
"136","2007-07-18",8.64
"137","2007-07-19",8.65
"138","2007-07-20",8.23
"139","2007-07-23",8.25
"140","2007-07-24",8.02
"141","2007-07-25",8.14
"142","2007-07-26",8.08
"143","2007-07-27",7.82
"144","2007-07-30",7.88
"145","2007-07-31",7.83
"146","2007-08-01",7.95
"147","2007-08-02",7.84
"148","2007-08-03",7.72
"149","2007-08-06",7.85
"150","2007-08-07",7.46
"151","2007-08-08",7.08
"152","2007-08-09",6.44
"153","2007-08-10",7.28
"154","2007-08-13",7.5
"155","2007-08-14",7.54
"156","2007-08-15",7.45
"157","2007-08-16",7.61
"158","2007-08-17",7.11
"159","2007-08-20",7.1
"160","2007-08-21",7.05
"161","2007-08-22",7.12
"162","2007-08-23",7.21
"163","2007-08-24",7.31
"164","2007-08-27",7.2
"165","2007-08-28",7.04
"166","2007-08-29",7.31
"167","2007-08-30",7.1
"168","2007-08-31",7.14
"169","2007-09-04",7.04
"170","2007-09-05",7.06
"171","2007-09-06",7.43
"172","2007-09-07",7.2
"173","2007-09-10",7.4
"174","2007-09-11",7.68
"175","2007-09-12",7.76
"176","2007-09-13",8
"177","2007-09-14",8.09
"178","2007-09-17",8.01
"179","2007-09-18",8.51
"180","2007-09-19",8.49
"181","2007-09-20",8.64
"182","2007-09-21",8.77
"183","2007-09-24",8.82
"184","2007-09-25",8.87
"185","2007-09-26",9.08
"186","2007-09-27",9.16
"187","2007-09-28",8.8
"188","2007-10-01",8.81
"189","2007-10-02",8.71
"190","2007-10-03",8.48
"191","2007-10-04",8.6
"192","2007-10-05",8.73
"193","2007-10-08",8.95
"194","2007-10-09",8.85
"195","2007-10-10",9
"196","2007-10-11",8.92
"197","2007-10-12",9.03
"198","2007-10-15",8.9
"199","2007-10-16",8.86
"200","2007-10-17",8.95
"201","2007-10-18",9.18
"202","2007-10-19",8.87
"203","2007-10-22",9.02
"204","2007-10-23",9.11
"205","2007-10-24",9.18
"206","2007-10-25",9.22
"207","2007-10-26",9.66
"208","2007-10-29",10.15
"209","2007-10-30",10.17
"210","2007-10-31",10.35
"211","2007-11-01",10.25
"212","2007-11-02",10.18
"213","2007-11-05",10.02
"214","2007-11-06",10.09
"215","2007-11-07",9.71
"216","2007-11-08",9.9
"217","2007-11-09",9.61
"218","2007-11-12",9.68
"219","2007-11-13",9.74
"220","2007-11-14",9.66
"221","2007-11-15",9.48
"222","2007-11-16",9.3
"223","2007-11-19",9.14
"224","2007-11-20",9.12
"225","2007-11-21",8.93
"226","2007-11-23",9.06
"227","2007-11-26",8.77
"228","2007-11-27",8.79
"229","2007-11-28",9.1
"230","2007-11-29",9.1
"231","2007-11-30",9.29
"232","2007-12-03",11.01
"233","2007-12-04",12.15
"234","2007-12-05",12.23
"235","2007-12-06",12
"236","2007-12-07",12.2
"237","2007-12-10",12.23
"238","2007-12-11",12.07
"239","2007-12-12",11.81
"240","2007-12-13",11.91
"241","2007-12-14",11.46
"242","2007-12-17",11.52
"243","2007-12-18",11.89
"244","2007-12-19",11.88
"245","2007-12-20",12.19
"246","2007-12-21",12.8
"247","2007-12-24",13
"248","2007-12-26",13.24
"249","2007-12-27",13.15
"250","2007-12-28",12.97
"251","2007-12-31",13.3
"252","2008-01-02",13.15
"253","2008-01-03",12.88
"254","2008-01-04",12.27
"255","2008-01-07",12.09
"256","2008-01-08",11.8
"257","2008-01-09",11.82
"258","2008-01-10",12.01
"259","2008-01-11",11.52
"260","2008-01-14",11.59
"261","2008-01-15",11.52
"262","2008-01-16",11.66
"263","2008-01-17",11.6
"264","2008-01-18",11.79
"265","2008-01-22",11.32
"266","2008-01-23",11.67
"267","2008-01-24",11.05
"268","2008-01-25",10.93
"269","2008-01-28",10.82
"270","2008-01-29",10.51
"271","2008-01-30",10.29
"272","2008-01-31",10.25
"273","2008-02-01",10.64
"274","2008-02-04",10.66
"275","2008-02-05",9.93
"276","2008-02-06",9.95
"277","2008-02-07",10.18
"278","2008-02-08",10.15
"279","2008-02-11",10.11
"280","2008-02-12",10.33
"281","2008-02-13",10.79
"282","2008-02-14",10.32
"283","2008-02-15",9.64
"284","2008-02-19",9.98
"285","2008-02-20",10.16
"286","2008-02-21",10.38
"287","2008-02-22",10.46
"288","2008-02-25",10.86
"289","2008-02-26",11.17
"290","2008-02-27",12.22
"291","2008-02-28",12.87
"292","2008-02-29",13.67
"293","2008-03-03",13.99
"294","2008-03-04",14.83
"295","2008-03-05",15.09
"296","2008-03-06",14.02
"297","2008-03-07",14.48
"298","2008-03-10",14.37
"299","2008-03-11",14.5
"300","2008-03-12",14.28
"301","2008-03-13",14.59
"302","2008-03-14",14.02
"303","2008-03-17",14.18
"304","2008-03-18",15.42
"305","2008-03-19",14.56
"306","2008-03-20",15
"307","2008-03-24",15.23
"308","2008-03-25",16.33
"309","2008-03-26",15.5
"310","2008-03-27",15.53
"311","2008-03-28",15.7
"312","2008-03-31",15.39
"313","2008-04-01",16.15
"314","2008-04-02",15.98
"315","2008-04-03",15.57
"316","2008-04-04",15.5
"317","2008-04-07",16.16
"318","2008-04-08",16.09
"319","2008-04-09",15.93
"320","2008-04-10",15.9
"321","2008-04-11",14.35
"322","2008-04-14",14.27
"323","2008-04-15",14.15
"324","2008-04-16",15.06
"325","2008-04-17",15.03
"326","2008-04-18",15.12
"327","2008-04-21",15.57
"328","2008-04-22",11.97
"329","2008-04-23",12.02
"330","2008-04-24",12.18
"331","2008-04-25",12.28
"332","2008-04-28",12.24
"333","2008-04-29",12.2
"334","2008-04-30",12.12
"335","2008-05-01",12.43
"336","2008-05-02",12.28
"337","2008-05-05",12.33
"338","2008-05-06",11.59
"339","2008-05-07",12.01
"340","2008-05-08",12.03
"341","2008-05-09",11.88
"342","2008-05-12",12.46
"343","2008-05-13",12.52
"344","2008-05-14",12.49
"345","2008-05-15",12.43
"346","2008-05-16",12.24
"347","2008-05-19",12.13
"348","2008-05-20",12.14
"349","2008-05-21",12.08
"350","2008-05-22",12.21
"351","2008-05-23",11.83
"352","2008-05-27",11.99
"353","2008-05-28",12.01
"354","2008-05-29",11.78
"355","2008-05-30",11.64
"356","2008-06-02",11.56
"357","2008-06-03",11.52
"358","2008-06-04",11.56
"359","2008-06-05",11.8
"360","2008-06-06",11.55
"361","2008-06-09",11.6
"362","2008-06-10",11.69
"363","2008-06-11",11.76
"364","2008-06-12",12.11
"365","2008-06-13",12.13
"366","2008-06-16",12.05
"367","2008-06-17",12.03
"368","2008-06-18",12.27
"369","2008-06-19",12.94
"370","2008-06-20",12.92
"371","2008-06-23",13.01
"372","2008-06-24",12.85
"373","2008-06-25",12.92
"374","2008-06-26",12.9
"375","2008-06-27",12.97
"376","2008-06-30",12.85
"377","2008-07-01",12.74
"378","2008-07-02",12.81
"379","2008-07-03",12.74
"380","2008-07-07",12.87
"381","2008-07-08",13.31
"382","2008-07-09",12.85
"383","2008-07-10",12.91
"384","2008-07-11",12.6
"385","2008-07-14",12.39
"386","2008-07-15",12.13
"387","2008-07-16",12.08
"388","2008-07-17",11.74
"389","2008-07-18",11.84
"390","2008-07-21",11.7
"391","2008-07-22",12.17
"392","2008-07-23",11.96
"393","2008-07-24",11.96
"394","2008-07-25",11.99
"395","2008-07-28",11.69
"396","2008-07-29",11.86
"397","2008-07-30",11.89
"398","2008-07-31",13.82
"399","2008-08-01",13.86
"400","2008-08-04",13.55
"401","2008-08-05",13.9
"402","2008-08-06",14.05
"403","2008-08-07",14.05
"404","2008-08-08",14.46
"405","2008-08-11",14.7
"406","2008-08-12",14.96
"407","2008-08-13",15.08
"408","2008-08-14",15.57
"409","2008-08-15",15.26
"410","2008-08-18",14.9
"411","2008-08-19",15.11
"412","2008-08-20",14.98
"413","2008-08-21",14.54
"414","2008-08-22",14.8
"415","2008-08-25",14.41
"416","2008-08-26",14.43
"417","2008-08-27",14.75
"418","2008-08-28",15.87
"419","2008-08-29",15.44
"420","2008-09-02",16.629999
"421","2008-09-03",16.91
"422","2008-09-04",16.280001
"423","2008-09-05",16
"424","2008-09-08",16.790001
"425","2008-09-09",15.86
"426","2008-09-10",16.1
"427","2008-09-11",15.99
"428","2008-09-12",15.27
"429","2008-09-15",14.9
"430","2008-09-16",14.74
"431","2008-09-17",13.84
"432","2008-09-18",14.55
"433","2008-09-19",15.7
"434","2008-09-22",14.94
"435","2008-09-23",14.31
"436","2008-09-24",14.06
"437","2008-09-25",14.25
"438","2008-09-26",14.32
"439","2008-09-29",13.05
"440","2008-09-30",13.33
"441","2008-10-01",13.2
"442","2008-10-02",12.45
"443","2008-10-03",12.22
"444","2008-10-06",11.27
"445","2008-10-07",10.51
"446","2008-10-08",9.96
"447","2008-10-09",9.18
"448","2008-10-10",9.31
"449","2008-10-13",10.31
"450","2008-10-14",10.26
"451","2008-10-15",9
"452","2008-10-16",9.24
"453","2008-10-17",9.14
"454","2008-10-20",9.16
"455","2008-10-21",9.05
"456","2008-10-22",8.26
"457","2008-10-23",7.61
"458","2008-10-24",6.89
"459","2008-10-27",6.12
"460","2008-10-28",5.86
"461","2008-10-29",5.18
"462","2008-10-30",3.66
"463","2008-10-31",4.09
"464","2008-11-03",4.57
"465","2008-11-04",5.37
"466","2008-11-05",5.66
"467","2008-11-06",5.49
"468","2008-11-07",5.31
"469","2008-11-10",5.21
"470","2008-11-11",4.92
"471","2008-11-12",4.3
"472","2008-11-13",5.07
"473","2008-11-14",4.61
"474","2008-11-17",4.34
"475","2008-11-18",4.26
"476","2008-11-19",4.1
"477","2008-11-20",3.37
"478","2008-11-21",3.46
"479","2008-11-24",4.39
"480","2008-11-25",4.08
"481","2008-11-26",4.42
"482","2008-11-28",4.7
"483","2008-12-01",3.73
"484","2008-12-02",3.8
"485","2008-12-03",4.45
"486","2008-12-04",4.28
"487","2008-12-05",4.57
"488","2008-12-08",4.66
"489","2008-12-09",4.33
"490","2008-12-10",4.66
"491","2008-12-11",4.38
"492","2008-12-12",4.4
"493","2008-12-15",3.96
"494","2008-12-16",4.49
"495","2008-12-17",4.66
"496","2008-12-18",4.62
"497","2008-12-19",4.59
"498","2008-12-22",4.37
"499","2008-12-23",4.25
"500","2008-12-24",4.21
"501","2008-12-26",4.18
"502","2008-12-29",3.72
"503","2008-12-30",3.96
"504","2008-12-31",4.04
"505","2009-01-02",4.38
"506","2009-01-05",4.11
"507","2009-01-06",4.27
"508","2009-01-07",4.13
"509","2009-01-08",4.12
"510","2009-01-09",3.7
"511","2009-01-12",3.48
"512","2009-01-13",3.35
"513","2009-01-14",4.53
"514","2009-01-15",4.35
"515","2009-01-16",4.21
"516","2009-01-20",4.05
"517","2009-01-21",4.42
"518","2009-01-22",4.04
"519","2009-01-23",3.96
"520","2009-01-26",3.96
"521","2009-01-27",3.95
"522","2009-01-28",4.17
"523","2009-01-29",3.95
"524","2009-01-30",4.03
"525","2009-02-02",4.11
"526","2009-02-03",4.2
"527","2009-02-04",4.33
"528","2009-02-05",4.52
"529","2009-02-06",4.75
"530","2009-02-09",4.42
"531","2009-02-10",4.49
"532","2009-02-11",4.89
"533","2009-02-12",5
"534","2009-02-13",5.06
"535","2009-02-17",5.13
"536","2009-02-18",5.04
"537","2009-02-19",4.74
"538","2009-02-20",4.48
"539","2009-02-23",3.92
"540","2009-02-24",4.32
"541","2009-02-25",4.05
"542","2009-02-26",4.14
"543","2009-02-27",4.21
"544","2009-03-02",3.58
"545","2009-03-03",4.15
"546","2009-03-04",3.83
"547","2009-03-05",3.8
"548","2009-03-06",3.82
"549","2009-03-09",4.13
"550","2009-03-10",4.38
"551","2009-03-11",4.46
"552","2009-03-12",4.81
"553","2009-03-13",5.09
"554","2009-03-16",5.11
"555","2009-03-17",5.59
"556","2009-03-18",5.65
"557","2009-03-19",5.75
"558","2009-03-20",5.4
"559","2009-03-23",5.64
"560","2009-03-24",5.6
"561","2009-03-25",6
"562","2009-03-26",6
"563","2009-03-27",5.92
"564","2009-03-30",6.07
"565","2009-03-31",6.16
"566","2009-04-01",5.87
"567","2009-04-02",6.25
"568","2009-04-03",6.28
"569","2009-04-06",6.07
"570","2009-04-07",5.99
"571","2009-04-08",6.09
"572","2009-04-09",6.57
"573","2009-04-13",6.65
"574","2009-04-14",6.47
"575","2009-04-15",6.49
"576","2009-04-16",6.88
"577","2009-04-17",6.98
"578","2009-04-20",6.55
"579","2009-04-21",6.59
"580","2009-04-22",6.65
"581","2009-04-23",6.26
"582","2009-04-24",6.47
"583","2009-04-27",6.24
"584","2009-04-28",6.45
"585","2009-04-29",6.6
"586","2009-04-30",6.58
"587","2009-05-01",6.85
"588","2009-05-04",7.24
"589","2009-05-05",7.31
"590","2009-05-06",7.55
"591","2009-05-07",7.58
"592","2009-05-08",7.29
"593","2009-05-11",7.4
"594","2009-05-12",7.27
"595","2009-05-13",6.77
"596","2009-05-14",6.77
"597","2009-05-15",6.75
"598","2009-05-18",6.79
"599","2009-05-19",6.7
"600","2009-05-20",6.71
"601","2009-05-21",6.49
"602","2009-05-22",6.4
"603","2009-05-26",6.5
"604","2009-05-27",6.36
"605","2009-05-28",6.33
"606","2009-05-29",6.53
"607","2009-06-01",6.99
"608","2009-06-02",7.63
"609","2009-06-03",7.6
"610","2009-06-04",7.83
"611","2009-06-05",8.01
"612","2009-06-08",7.96
"613","2009-06-09",7.99
"614","2009-06-10",7.86
"615","2009-06-11",8.15
"616","2009-06-12",8.36
"617","2009-06-15",8.41
"618","2009-06-16",7.94
"619","2009-06-17",8.05
"620","2009-06-18",8.43
"621","2009-06-19",8.85
"622","2009-06-22",8.58
"623","2009-06-23",9.05
"624","2009-06-24",9.36
"625","2009-06-25",9.37
"626","2009-06-26",9.31
"627","2009-06-29",9.3
"628","2009-06-30",9.26
"629","2009-07-01",9.63
"630","2009-07-02",9.2
"631","2009-07-06",8.58
"632","2009-07-07",8.29
"633","2009-07-08",8.07
"634","2009-07-09",8.01
"635","2009-07-10",8.09
"636","2009-07-13",8.25
"637","2009-07-14",8.16
"638","2009-07-15",8.42
"639","2009-07-16",8.56
"640","2009-07-17",8.41
"641","2009-07-20",8.65
"642","2009-07-21",8.71
"643","2009-07-22",8.55
"644","2009-07-23",8.95
"645","2009-07-24",8.94
"646","2009-07-27",9.15
"647","2009-07-28",9.12
"648","2009-07-29",9.01
"649","2009-07-30",9.61
"650","2009-07-31",10.06
"651","2009-08-03",10.09
"652","2009-08-04",10.77
"653","2009-08-05",10.6
"654","2009-08-06",10.21
"655","2009-08-07",10.18
"656","2009-08-10",10.2
"657","2009-08-11",10.17
"658","2009-08-12",10.57
"659","2009-08-13",10.6
"660","2009-08-14",10.29
"661","2009-08-17",9.97
"662","2009-08-18",9.89
"663","2009-08-19",10.19
"664","2009-08-20",10.08
"665","2009-08-21",10.23
"666","2009-08-24",10.31
"667","2009-08-25",10.27
"668","2009-08-26",10.06
"669","2009-08-27",10.04
"670","2009-08-28",9.89
"671","2009-08-31",10.15
"672","2009-09-01",10
"673","2009-09-02",9.95
"674","2009-09-03",10.05
"675","2009-09-04",10.28
"676","2009-09-08",10.19
"677","2009-09-09",10.25
"678","2009-09-10",10.82
"679","2009-09-11",10.81
"680","2009-09-14",10.58
"681","2009-09-15",10.12
"682","2009-09-16",10.1
"683","2009-09-17",10.02
"684","2009-09-18",9.63
"685","2009-09-21",9.82
"686","2009-09-22",10.07
"687","2009-09-23",9.79
"688","2009-09-24",9.39
"689","2009-09-25",9.6
"690","2009-09-28",9.86
"691","2009-09-29",10.49
"692","2009-09-30",10.67
"693","2009-10-01",10.6
"694","2009-10-02",10.48
"695","2009-10-05",10.8
"696","2009-10-06",11.15
"697","2009-10-07",10.97
"698","2009-10-08",10.91
"699","2009-10-09",11.05
"700","2009-10-12",11.04
"701","2009-10-13",11.15
"702","2009-10-14",11.58
"703","2009-10-15",11.6
"704","2009-10-16",11.47
"705","2009-10-19",11.4
"706","2009-10-20",10.96
"707","2009-10-21",10.79
"708","2009-10-22",10.89
"709","2009-10-23",10.66
"710","2009-10-26",10.57
"711","2009-10-27",10.74
"712","2009-10-28",10.05
"713","2009-10-29",11.56
"714","2009-10-30",10.84
"715","2009-11-02",10.96
"716","2009-11-03",11.02
"717","2009-11-04",10.82
"718","2009-11-05",11.1
"719","2009-11-06",11.03
"720","2009-11-09",11.3
"721","2009-11-10",11.32
"722","2009-11-11",11.27
"723","2009-11-12",10.91
"724","2009-11-13",10.8
"725","2009-11-16",11.31
"726","2009-11-17",11.39
"727","2009-11-18",11.44
"728","2009-11-19",11.42
"729","2009-11-20",11.55
"730","2009-11-23",11.75
"731","2009-11-24",11.72
"732","2009-11-25",11.81
"733","2009-11-27",11.43
"734","2009-11-30",11.33
"735","2009-12-01",11.23
"736","2009-12-02",11.19
"737","2009-12-03",10.98
"738","2009-12-04",11.04
"739","2009-12-07",11.04
"740","2009-12-08",11.03
"741","2009-12-09",11.27
"742","2009-12-10",11.13
"743","2009-12-11",11.17
"744","2009-12-14",11.24
"745","2009-12-15",11.2
"746","2009-12-16",11.69
"747","2009-12-17",11.68
"748","2009-12-18",11.84
"749","2009-12-21",12.06
"750","2009-12-22",12.27
"751","2009-12-23",12.32
"752","2009-12-24",12.3
"753","2009-12-28",12.35
"754","2009-12-29",12.17
"755","2009-12-30",12.16
"756","2009-12-31",12.06
"757","2010-01-04",12.16
"758","2010-01-05",12.48
"759","2010-01-06",13.07
"760","2010-01-07",13.44
"761","2010-01-08",13.46
"762","2010-01-11",13.87
"763","2010-01-12",13.19
"764","2010-01-13",13.44
"765","2010-01-14",13.79
"766","2010-01-15",13.7
"767","2010-01-19",13.66
"768","2010-01-20",13.29
"769","2010-01-21",13.25
"770","2010-01-22",13.01
"771","2010-01-25",13.14
"772","2010-01-26",12.62
"773","2010-01-27",12.58
"774","2010-01-28",12.29
"775","2010-01-29",12.27
"776","2010-02-01",12.74
"777","2010-02-02",12.84
"778","2010-02-03",12.71
"779","2010-02-04",12.27
"780","2010-02-05",12.83
"781","2010-02-08",12.77
"782","2010-02-09",12.84
"783","2010-02-10",12.54
"784","2010-02-11",12.79
"785","2010-02-12",13.07
"786","2010-02-16",12.94
"787","2010-02-17",13.04
"788","2010-02-18",13.47
"789","2010-02-19",13.38
"790","2010-02-22",13.48
"791","2010-02-23",13.3
"792","2010-02-24",13.59
"793","2010-02-25",12.87
"794","2010-02-26",12.5
"795","2010-03-01",12.86
"796","2010-03-02",13.33
"797","2010-03-03",13.42
"798","2010-03-04",13.19
"799","2010-03-05",13.76
"800","2010-03-08",14.31
"801","2010-03-09",13.95
"802","2010-03-10",13.99
"803","2010-03-11",13.91
"804","2010-03-12",13.86
"805","2010-03-15",14
"806","2010-03-16",14.63
"807","2010-03-17",14.61
"808","2010-03-18",13.86
"809","2010-03-19",13.11
"810","2010-03-22",13.49
"811","2010-03-23",13.79
"812","2010-03-24",14.56
"813","2010-03-25",14.68
"814","2010-03-26",14.7
"815","2010-03-29",14.66
"816","2010-03-30",14.66
"817","2010-03-31",14.65
"818","2010-04-01",14.63
"819","2010-04-05",14.79
"820","2010-04-06",14.71
"821","2010-04-07",14.53
"822","2010-04-08",14.49
"823","2010-04-09",14.48
"824","2010-04-12",14.92
"825","2010-04-13",14.76
"826","2010-04-14",15.33
"827","2010-04-15",15.31
"828","2010-04-16",15.2
"829","2010-04-19",15.15
"830","2010-04-20",15.56
"831","2010-04-21",15.36
"832","2010-04-22",14.99
"833","2010-04-23",15.22
"834","2010-04-26",15.36
"835","2010-04-27",14.87
"836","2010-04-28",15.16
"837","2010-04-29",15.25
"838","2010-04-30",15.29
"839","2010-05-03",15.31
"840","2010-05-04",14.64
"841","2010-05-05",15.06
"842","2010-05-06",13.99
"843","2010-05-07",13.21
"844","2010-05-10",14.05
"845","2010-05-11",14.3
"846","2010-05-12",14.31
"847","2010-05-13",14.51
"848","2010-05-14",14.06
"849","2010-05-17",13.72
"850","2010-05-18",13.3
"851","2010-05-19",12.71
"852","2010-05-20",12.31
"853","2010-05-21",12.63
"854","2010-05-24",12.43
"855","2010-05-25",12.41
"856","2010-05-26",12.25
"857","2010-05-27",12.93
"858","2010-05-28",12.74
"859","2010-06-01",12.16
"860","2010-06-02",12.54
"861","2010-06-03",12.44
"862","2010-06-04",12.31
"863","2010-06-07",12.07
"864","2010-06-08",11.97
"865","2010-06-09",12.26
"866","2010-06-10",12.75
"867","2010-06-11",12.83
"868","2010-06-14",12.92
"869","2010-06-15",13.52
"870","2010-06-16",13.6
"871","2010-06-17",13.44
"872","2010-06-18",13.76
"873","2010-06-21",13.57
"874","2010-06-22",13.08
"875","2010-06-23",13
"876","2010-06-24",13.19
"877","2010-06-25",13.03
"878","2010-06-28",12.62
"879","2010-06-29",12.31
"880","2010-06-30",12.16
"881","2010-07-01",11.8
"882","2010-07-02",11.84
"883","2010-07-06",11.94
"884","2010-07-07",11.15
"885","2010-07-08",11.16
"886","2010-07-09",11.29
"887","2010-07-12",11.22
"888","2010-07-13",11.84
"889","2010-07-14",11.84
"890","2010-07-15",11.82
"891","2010-07-16",11.3
"892","2010-07-19",10.88
"893","2010-07-20",11.18
"894","2010-07-21",11.01
"895","2010-07-22",11.51
"896","2010-07-23",11.52
"897","2010-07-26",11.6
"898","2010-07-27",11.39
"899","2010-07-28",12.3
"900","2010-07-29",12.84
"901","2010-07-30",13.17
"902","2010-08-02",13.53
"903","2010-08-03",13.72
"904","2010-08-04",13.76
"905","2010-08-05",13.52
"906","2010-08-06",13.49
"907","2010-08-09",13.62
"908","2010-08-10",13.52
"909","2010-08-11",13.01
"910","2010-08-12",12.96
"911","2010-08-13",13.02
"912","2010-08-16",13.56
"913","2010-08-17",13.42
"914","2010-08-18",13.41
"915","2010-08-19",13.32
"916","2010-08-20",13.16
"917","2010-08-23",13.03
"918","2010-08-24",12.46
"919","2010-08-25",12.45
"920","2010-08-26",12.35
"921","2010-08-27",12.52
"922","2010-08-30",12.18
"923","2010-08-31",11.89
"924","2010-09-01",12.55
"925","2010-09-02",12.59
"926","2010-09-03",13.22
"927","2010-09-07",13
"928","2010-09-08",13.38
"929","2010-09-09",13.61
"930","2010-09-10",13.47
"931","2010-09-13",13.78
"932","2010-09-14",13.65
"933","2010-09-15",13.75
"934","2010-09-16",13.64
"935","2010-09-17",13.62
"936","2010-09-20",13.87
"937","2010-09-21",13.59
"938","2010-09-22",13.85
"939","2010-09-23",13.8
"940","2010-09-24",14.15
"941","2010-09-27",14.13
"942","2010-09-28",14.3
"943","2010-09-29",14.32
"944","2010-09-30",14.03
"945","2010-10-01",14.27
"946","2010-10-04",14.14
"947","2010-10-05",14.58
"948","2010-10-06",14.4
"949","2010-10-07",14.44
"950","2010-10-08",14.64
"951","2010-10-11",14.82
"952","2010-10-12",14.88
"953","2010-10-13",15.08
"954","2010-10-14",14.92
"955","2010-10-15",14.91
"956","2010-10-18",15.05
"957","2010-10-19",14.64
"958","2010-10-20",14.85
"959","2010-10-21",14.82
"960","2010-10-22",14.93
"961","2010-10-25",15.14
"962","2010-10-26",14.95
"963","2010-10-27",14.92
"964","2010-10-28",14.99
"965","2010-10-29",14.99
"966","2010-11-01",14.8
"967","2010-11-02",14.92
"968","2010-11-03",14.89
"969","2010-11-04",15.3
"970","2010-11-05",15.35
"971","2010-11-08",15.35
"972","2010-11-09",15.29
"973","2010-11-10",15.38
"974","2010-11-11",15.38
"975","2010-11-12",15.07
"976","2010-11-15",15.14
"977","2010-11-16",14.98
"978","2010-11-17",15.17
"979","2010-11-18",15.41
"980","2010-11-19",15.42
"981","2010-11-22",16.040001
"982","2010-11-23",15.37
"983","2010-11-24",15.74
"984","2010-11-26",15.61
"985","2010-11-29",15.62
"986","2010-11-30",15.42
"987","2010-12-01",15.98
"988","2010-12-02",16.309999
"989","2010-12-03",16.43
"990","2010-12-06",16.120001
"991","2010-12-07",16.370001
"992","2010-12-08",16.27
"993","2010-12-09",16.6
"994","2010-12-10",17.41
"995","2010-12-13",17.459999
"996","2010-12-14",17.219999
"997","2010-12-15",17.16
"998","2010-12-16",17.219999
"999","2010-12-17",17.389999
