"","date","SBBP"
"1005","2019-10-11",2.01
"1006","2019-10-14",1.98
"1007","2019-10-15",1.97
"1008","2019-10-16",2.02
"1009","2019-10-17",2.01
"1010","2019-10-18",1.99
"1011","2019-10-21",1.94
"1012","2019-10-22",1.93
"1013","2019-10-23",1.94
"1014","2019-10-24",1.99
"1015","2019-10-25",2
"1016","2019-10-28",2.22
"1017","2019-10-29",2.28
"1018","2019-10-30",2.16
"1019","2019-10-31",2.12
"1020","2019-11-01",2.29
"1021","2019-11-04",2.42
"1022","2019-11-05",1.59
"1023","2019-11-06",1.8
"1024","2019-11-07",1.72
"1025","2019-11-08",1.75
"1026","2019-11-11",1.71
"1027","2019-11-12",1.655
"1028","2019-11-13",1.57
"1029","2019-11-14",1.56
"1030","2019-11-15",1.58
"1031","2019-11-18",1.47
"1032","2019-11-19",1.5
"1033","2019-11-20",1.49
"1034","2019-11-21",1.49
"1035","2019-11-22",1.57
"1036","2019-11-25",1.68
"1037","2019-11-26",1.75
"1038","2019-11-27",1.76
"1039","2019-11-29",1.81
"1040","2019-12-02",1.85
"1041","2019-12-03",1.83
"1042","2019-12-04",1.81
"1043","2019-12-05",1.77
"1044","2019-12-06",1.81
"1045","2019-12-09",1.77
"1046","2019-12-10",1.8
"1047","2019-12-11",1.79
"1048","2019-12-12",1.83
"1049","2019-12-13",1.84
"1050","2019-12-16",1.8
"1051","2019-12-17",1.85
"1052","2019-12-18",1.89
"1053","2019-12-19",1.99
"1054","2019-12-20",2
"1055","2019-12-23",2.05
"1056","2019-12-24",2.08
"1057","2019-12-26",2.11
"1058","2019-12-27",2.13
"1059","2019-12-30",2.055
"1060","2019-12-31",2.09
"1061","2020-01-02",2
"1062","2020-01-03",2
"1063","2020-01-06",2.02
"1064","2020-01-07",2.09
"1065","2020-01-08",2.1
"1066","2020-01-09",2.23
"1067","2020-01-10",2.31
"1068","2020-01-13",2.23
"1069","2020-01-14",2.28
"1070","2020-01-15",2.3
"1071","2020-01-16",2.52
"1072","2020-01-17",2.74
"1073","2020-01-21",2.72
"1074","2020-01-22",2.97
"1075","2020-01-23",3.04
"1076","2020-01-24",3.13
"1077","2020-01-27",2.98
"1078","2020-01-28",3.14
"1079","2020-01-29",3.15
"1080","2020-01-30",2.89
"1081","2020-01-31",2.935
"1082","2020-02-03",3.12
"1083","2020-02-04",3.33
"1084","2020-02-05",3.29
"1085","2020-02-06",3.45
"1086","2020-02-07",3.37
"1087","2020-02-10",3.28
"1088","2020-02-11",3.24
"1089","2020-02-12",3.26
"1090","2020-02-13",3.2
"1091","2020-02-14",3.29
"1092","2020-02-18",3.39
"1093","2020-02-19",3.51
"1094","2020-02-20",3.44
"1095","2020-02-21",3.26
"1096","2020-02-24",3.07
"1097","2020-02-25",2.65
"1098","2020-02-26",2.63
"1099","2020-02-27",2.7
"1100","2020-02-28",2.77
"1101","2020-03-02",2.68
"1102","2020-03-03",2.7
"1103","2020-03-04",2.86
"1104","2020-03-05",2.6
"1105","2020-03-06",2.39
"1106","2020-03-09",2.19
"1107","2020-03-10",2.48
"1108","2020-03-11",2.32
"1109","2020-03-12",2.11
"1110","2020-03-13",2.14
"1111","2020-03-16",1.91
"1112","2020-03-17",2.11
"1113","2020-03-18",1.57
"1114","2020-03-19",1.88
"1115","2020-03-20",1.87
"1116","2020-03-23",1.69
"1117","2020-03-24",1.91
"1118","2020-03-25",2.03
"1119","2020-03-26",2.03
"1120","2020-03-27",1.87
"1121","2020-03-30",1.9
"1122","2020-03-31",1.89
"1123","2020-04-01",1.77
"1124","2020-04-02",1.93
"1125","2020-04-03",1.74
"1126","2020-04-06",1.93
"1127","2020-04-07",1.86
"1128","2020-04-08",1.9
"1129","2020-04-09",1.92
"1130","2020-04-13",1.88
"1131","2020-04-14",2.12
"1132","2020-04-15",2.09
"1133","2020-04-16",1.93
"1134","2020-04-17",2.21
"1135","2020-04-20",2.28
"1136","2020-04-21",2
"1137","2020-04-22",2.06
"1138","2020-04-23",2.12
"1139","2020-04-24",2.26
"1140","2020-04-27",2.38
"1141","2020-04-28",2.5
"1142","2020-04-29",2.86
"1143","2020-04-30",2.86
"1144","2020-05-01",2.64
"1145","2020-05-04",2.67
"1146","2020-05-05",2.61
"1147","2020-05-06",2.86
"1148","2020-05-07",2.83
"1149","2020-05-08",2.86
"1150","2020-05-11",3.19
"1151","2020-05-12",3.025
"1152","2020-05-13",2.96
"1153","2020-05-14",2.91
"1154","2020-05-15",2.86
"1155","2020-05-18",3.13
"1156","2020-05-19",3.46
"1157","2020-05-20",3.5
"1158","2020-05-21",3.53
"1159","2020-05-22",3.7
"1160","2020-05-26",3.76
"1161","2020-05-27",3.63
"1162","2020-05-28",3.57
"1163","2020-05-29",3.42
"1164","2020-06-01",3.42
"1165","2020-06-02",3.41
"1166","2020-06-03",3.39
"1167","2020-06-04",3.36
"1168","2020-06-05",3.52
"1169","2020-06-08",3.43
"1170","2020-06-09",3.59
"1171","2020-06-10",3.56
"1172","2020-06-11",3.3
"1173","2020-06-12",3.36
"1174","2020-06-15",3.54
"1175","2020-06-16",3.56
"1176","2020-06-17",3.53
"1177","2020-06-18",3.6
"1178","2020-06-19",4.4
"1179","2020-06-22",4.09
"1180","2020-06-23",4.27
"1181","2020-06-24",3.97
"1182","2020-06-25",3.98
"1183","2020-06-26",4.08
"1184","2020-06-29",3.94
"1185","2020-06-30",3.78
"1186","2020-07-01",3.86
"1187","2020-07-02",3.69
"1188","2020-07-06",3.81
"1189","2020-07-07",3.82
"1190","2020-07-08",3.84
"1191","2020-07-09",3.66
"1192","2020-07-10",3.51
"1193","2020-07-13",3.31
"1194","2020-07-14",3.4
"1195","2020-07-15",3.76
"1196","2020-07-16",3.825
"1197","2020-07-17",3.77
"1198","2020-07-20",3.82
"1199","2020-07-21",3.67
"1200","2020-07-22",3.52
"1201","2020-07-23",3.42
"1202","2020-07-24",3.48
"1203","2020-07-27",3.6
"1204","2020-07-28",3.54
"1205","2020-07-29",3.495
"1206","2020-07-30",3.52
"1207","2020-07-31",3.37
"1208","2020-08-03",3.57
"1209","2020-08-04",4.05
"1210","2020-08-05",4.24
"1211","2020-08-06",3.99
"1212","2020-08-07",4
"1213","2020-08-10",4.1
"1214","2020-08-11",3.98
"1215","2020-08-12",3.99
"1216","2020-08-13",3.795
"1217","2020-08-14",3.69
"1218","2020-08-17",3.88
"1219","2020-08-18",3.88
"1220","2020-08-19",3.96
"1221","2020-08-20",3.98
"1222","2020-08-21",3.78
"1223","2020-08-24",3.45
"1224","2020-08-25",3.52
"1225","2020-08-26",3.65
"1226","2020-08-27",3.57
"1227","2020-08-28",3.64
"1228","2020-08-31",3.84
"1229","2020-09-01",3.8
"1230","2020-09-02",3.7
"1231","2020-09-03",3.61
"1232","2020-09-04",3.53
"1233","2020-09-08",2.82
"1234","2020-09-09",2.82
"1235","2020-09-10",2.67
"1236","2020-09-11",2.55
"1237","2020-09-14",2.8
"1238","2020-09-15",2.83
"1239","2020-09-16",2.8
"1240","2020-09-17",2.23
"1241","2020-09-18",2.21
"1242","2020-09-21",2.12
"1243","2020-09-22",2.2
"1244","2020-09-23",2.16
"1245","2020-09-24",2.16
"1246","2020-09-25",2.12
"1247","2020-09-28",2.15
"1248","2020-09-29",2.11
"1249","2020-09-30",2.1
"1250","2020-10-01",2.09
"1251","2020-10-02",2.06
"1252","2020-10-05",2.16
"1253","2020-10-06",2.14
"1254","2020-10-07",2.14
"1255","2020-10-08",2.17
"1256","2020-10-09",2.26
"1257","2020-10-12",2.23
"1258","2020-10-13",2.19
"1259","2020-10-14",2.18
"1260","2020-10-15",2.28
"1261","2020-10-16",2.23
"1262","2020-10-19",2.16
"1263","2020-10-20",2.13
"1264","2020-10-21",2.11
"1265","2020-10-22",2.07
"1266","2020-10-23",2.1
"1267","2020-10-26",2.05
"1268","2020-10-27",1.99
"1269","2020-10-28",1.91
"1270","2020-10-29",1.89
"1271","2020-10-30",1.95
"1272","2020-11-02",1.95
"1273","2020-11-03",1.93
"1274","2020-11-04",2.06
"1275","2020-11-05",2.14
"1276","2020-11-06",2.05
"1277","2020-11-09",2.1
"1278","2020-11-10",2.29
"1279","2020-11-11",2.49
"1280","2020-11-12",2.61
"1281","2020-11-13",2.55
"1282","2020-11-16",2.57
"1283","2020-11-17",2.43
"1284","2020-11-18",2.41
"1285","2020-11-19",2.57
"1286","2020-11-20",2.69
"1287","2020-11-23",2.73
"1288","2020-11-24",2.76
"1289","2020-11-25",2.68
"1290","2020-11-27",2.76
