"","date","NGM"
"150","2019-11-05",12.67
"151","2019-11-06",13.01
"152","2019-11-07",12.84
"153","2019-11-08",12.66
"154","2019-11-11",12.82
"155","2019-11-12",13
"156","2019-11-13",12.95
"157","2019-11-14",14.15
"158","2019-11-15",14.54
"159","2019-11-18",13.85
"160","2019-11-19",14.54
"161","2019-11-20",14.72
"162","2019-11-21",14.33
"163","2019-11-22",15.01
"164","2019-11-25",15.65
"165","2019-11-26",16.040001
"166","2019-11-27",16.370001
"167","2019-11-29",16.48
"168","2019-12-02",17.5
"169","2019-12-03",17.24
"170","2019-12-04",16.780001
"171","2019-12-05",16.58
"172","2019-12-06",17.17
"173","2019-12-09",16.639999
"174","2019-12-10",17.5
"175","2019-12-11",17.219999
"176","2019-12-12",18.299999
"177","2019-12-13",18.67
"178","2019-12-16",18.129999
"179","2019-12-17",18.700001
"180","2019-12-18",19.27
"181","2019-12-19",18.68
"182","2019-12-20",19.16
"183","2019-12-23",19.16
"184","2019-12-24",20.280001
"185","2019-12-26",19.57
"186","2019-12-27",18.48
"187","2019-12-30",18.58
"188","2019-12-31",18.49
"189","2020-01-02",18.84
"190","2020-01-03",18.299999
"191","2020-01-06",18.370001
"192","2020-01-07",18.360001
"193","2020-01-08",17.75
"194","2020-01-09",17.969999
"195","2020-01-10",18.969999
"196","2020-01-13",18.950001
"197","2020-01-14",19.27
"198","2020-01-15",19.51
"199","2020-01-16",18.99
"200","2020-01-17",18.9
"201","2020-01-21",18.42
"202","2020-01-22",18.09
"203","2020-01-23",18.4
"204","2020-01-24",17.450001
"205","2020-01-27",17.950001
"206","2020-01-28",17.74
"207","2020-01-29",17
"208","2020-01-30",16.52
"209","2020-01-31",16.17
"210","2020-02-03",16.99
"211","2020-02-04",16.469999
"212","2020-02-05",15.84
"213","2020-02-06",15.84
"214","2020-02-07",15.75
"215","2020-02-10",15.47
"216","2020-02-11",16.24
"217","2020-02-12",16.43
"218","2020-02-13",16.190001
"219","2020-02-14",16.77
"220","2020-02-18",16.209999
"221","2020-02-19",16.73
"222","2020-02-20",16.24
"223","2020-02-21",16.190001
"224","2020-02-24",18.870001
"225","2020-02-25",16.975
"226","2020-02-26",18.17
"227","2020-02-27",17.68
"228","2020-02-28",18.040001
"229","2020-03-02",17.860001
"230","2020-03-03",18.1
"231","2020-03-04",18.23
"232","2020-03-05",18.190001
"233","2020-03-06",18.5
"234","2020-03-09",17.780001
"235","2020-03-10",16.15
"236","2020-03-11",15.35
"237","2020-03-12",12.54
"238","2020-03-13",13.67
"239","2020-03-16",11.89
"240","2020-03-17",11.17
"241","2020-03-18",10
"242","2020-03-19",11.3
"243","2020-03-20",11.66
"244","2020-03-23",11.78
"245","2020-03-24",13.08
"246","2020-03-25",13.33
"247","2020-03-26",14
"248","2020-03-27",13.08
"249","2020-03-30",13.2
"250","2020-03-31",12.33
"251","2020-04-01",11.97
"252","2020-04-02",12.78
"253","2020-04-03",12.45
"254","2020-04-06",13.4
"255","2020-04-07",14.19
"256","2020-04-08",15.04
"257","2020-04-09",15.27
"258","2020-04-13",14.92
"259","2020-04-14",16.209999
"260","2020-04-15",15.25
"261","2020-04-16",15.46
"262","2020-04-17",15.4
"263","2020-04-20",15.5
"264","2020-04-21",15.74
"265","2020-04-22",16.049999
"266","2020-04-23",16.450001
"267","2020-04-24",17.540001
"268","2020-04-27",18.26
"269","2020-04-28",18.18
"270","2020-04-29",18.25
"271","2020-04-30",18.26
"272","2020-05-01",16.68
"273","2020-05-04",17.110001
"274","2020-05-05",17.889999
"275","2020-05-06",20.1
"276","2020-05-07",20.41
"277","2020-05-08",21.610001
"278","2020-05-11",22.209999
"279","2020-05-12",21.950001
"280","2020-05-13",21.41
"281","2020-05-14",21.780001
"282","2020-05-15",22.08
"283","2020-05-18",21.450001
"284","2020-05-19",20.129999
"285","2020-05-20",20.370001
"286","2020-05-21",20.709999
"287","2020-05-22",20.219999
"288","2020-05-26",20.65
"289","2020-05-27",20.290001
"290","2020-05-28",20.4
"291","2020-05-29",19.73
"292","2020-06-01",19.58
"293","2020-06-02",20.370001
"294","2020-06-03",20.4
"295","2020-06-04",19.459999
"296","2020-06-05",20.66
"297","2020-06-08",21.809999
"298","2020-06-09",21.540001
"299","2020-06-10",21.639999
"300","2020-06-11",21.030001
"301","2020-06-12",20.700001
"302","2020-06-15",21.58
"303","2020-06-16",21.77
"304","2020-06-17",23.469999
"305","2020-06-18",22.52
"306","2020-06-19",21.91
"307","2020-06-22",22.85
"308","2020-06-23",22.370001
"309","2020-06-24",22.129999
"310","2020-06-25",22.91
"311","2020-06-26",22.370001
"312","2020-06-29",19.58
"313","2020-06-30",19.74
"314","2020-07-01",19.360001
"315","2020-07-02",19.200001
"316","2020-07-06",19.01
"317","2020-07-07",19.969999
"318","2020-07-08",19.85
"319","2020-07-09",19.24
"320","2020-07-10",19.129999
"321","2020-07-13",18.07
"322","2020-07-14",18.389999
"323","2020-07-15",18.9
"324","2020-07-16",18.879999
"325","2020-07-17",19.18
"326","2020-07-20",19.1
"327","2020-07-21",18.48
"328","2020-07-22",18.08
"329","2020-07-23",17.959999
"330","2020-07-24",17.91
"331","2020-07-27",18.32
"332","2020-07-28",18.09
"333","2020-07-29",18.43
"334","2020-07-30",18.379999
"335","2020-07-31",18.290001
"336","2020-08-03",18.879999
"337","2020-08-04",19.23
"338","2020-08-05",19.23
"339","2020-08-06",18.950001
"340","2020-08-07",18.91
"341","2020-08-10",19.139999
"342","2020-08-11",18.82
"343","2020-08-12",18.51
"344","2020-08-13",17.91
"345","2020-08-14",17.299999
"346","2020-08-17",17.9
"347","2020-08-18",18.35
"348","2020-08-19",18.459999
"349","2020-08-20",18.540001
"350","2020-08-21",18.17
"351","2020-08-24",18.190001
"352","2020-08-25",18.35
"353","2020-08-26",18.290001
"354","2020-08-27",17.85
"355","2020-08-28",18.059999
"356","2020-08-31",18.65
"357","2020-09-01",17.245001
"358","2020-09-02",17.5
"359","2020-09-03",17.26
"360","2020-09-04",17.66
"361","2020-09-08",18.059999
"362","2020-09-09",18.32
"363","2020-09-10",18.27
"364","2020-09-11",18.030001
"365","2020-09-14",19.27
"366","2020-09-15",18.809999
"367","2020-09-16",19.219999
"368","2020-09-17",19.110001
"369","2020-09-18",19.129999
"370","2020-09-21",17.5
"371","2020-09-22",16.74
"372","2020-09-23",15.59
"373","2020-09-24",15.67
"374","2020-09-25",16.4
"375","2020-09-28",15.7
"376","2020-09-29",16.110001
"377","2020-09-30",15.91
"378","2020-10-01",16.209999
"379","2020-10-02",16.34
"380","2020-10-05",17.059999
"381","2020-10-06",16.68
"382","2020-10-07",17.379999
"383","2020-10-08",17.950001
"384","2020-10-09",17.34
"385","2020-10-12",17.209999
"386","2020-10-13",17.07
"387","2020-10-14",16.620001
"388","2020-10-15",16.43
"389","2020-10-16",16.51
"390","2020-10-19",16.280001
"391","2020-10-20",16.379999
"392","2020-10-21",16.58
"393","2020-10-22",17
"394","2020-10-23",17.049999
"395","2020-10-26",17.34
"396","2020-10-27",17.440001
"397","2020-10-28",17.33
"398","2020-10-29",17.280001
"399","2020-10-30",17.34
"400","2020-11-02",18.57
"401","2020-11-03",18.23
"402","2020-11-04",18.99
"403","2020-11-05",18.879999
"404","2020-11-06",18.690001
"405","2020-11-09",18.950001
"406","2020-11-10",19.41
"407","2020-11-11",18.99
"408","2020-11-12",19.07
"409","2020-11-13",20.5
"410","2020-11-16",20.629999
"411","2020-11-17",22.879999
"412","2020-11-18",23
"413","2020-11-19",23.25
"414","2020-11-20",23.389999
"415","2020-11-23",23.52
"416","2020-11-24",22.469999
"417","2020-11-25",22.780001
"418","2020-11-27",23.85
